method,N_visitor,N_native,W_eff,seed,weff_util_visitor,weff_util_native,weff_util_total,proportionality,visitor_share,ideal_share,native_preservation
consec_L2,10,20,50,123,0.28112,0.39972,0.68084,1.0653714285714286,0.35512380952380956,0.33333333333333326,0.6564840362633033
dcf_self_excl,10,20,50,123,0.24512,0.38376000000000005,0.62888,1.0526535714285714,0.3508845238095238,0.33333333333333326,0.6302719747733546
and,10,20,50,123,0.596,0.028439999999999997,0.6244400000000001,2.8419214285714287,0.9473071428571428,0.33333333333333326,0.046708711076074105
oracle,10,20,50,456,0.43808,0.29460000000000003,0.7326800000000001,1.665217857142857,0.5550726190476192,0.33333333333333326,0.48479462875197477
pnd,10,20,50,456,0.50048,0.231,0.73148,1.9242523809523808,0.6414174603174604,0.33333333333333326,0.3801342812006319
pnd_cd,10,20,50,456,0.49656000000000006,0.23628,0.7328399999999999,1.901884523809524,0.6339615079365081,0.33333333333333326,0.38882306477093204
ema_ad_low,10,20,50,456,0.40136,0.30912000000000006,0.71048,1.5606642857142858,0.5202214285714285,0.33333333333333326,0.5086887835703002
consec_L2,10,20,50,456,0.28984000000000004,0.38892000000000004,0.67876,1.1029190476190476,0.36763968253968254,0.33333333333333326,0.6400078988941549
dcf_self_excl,10,20,50,456,0.24176,0.39384,0.6355999999999999,1.0141285714285715,0.33804285714285714,0.33333333333333326,0.6481042654028436
and,10,20,50,456,0.60336,0.027,0.63036,2.8486214285714286,0.9495404761904763,0.33333333333333326,0.04443127962085308
oracle,10,20,50,789,0.43936000000000014,0.29388,0.73324,1.673632142857143,0.5578773809523809,0.33333333333333326,0.49019215372297836
pnd,10,20,50,789,0.4958400000000001,0.23520000000000005,0.7310399999999999,1.9256285714285715,0.6418761904761905,0.33333333333333326,0.3923138510808648
pnd_cd,10,20,50,789,0.49208,0.23496000000000003,0.7270399999999999,1.905535714285714,0.6351785714285715,0.33333333333333326,0.3919135308246598
ema_ad_low,10,20,50,789,0.40480000000000005,0.31020000000000003,0.715,1.5636428571428573,0.5212142857142856,0.33333333333333326,0.5174139311449161
consec_L2,10,20,50,789,0.28848,0.39492000000000005,0.6834000000000001,1.0979535714285718,0.3659845238095238,0.33333333333333326,0.6587269815852683
dcf_self_excl,10,20,50,789,0.24656,0.38532000000000005,0.63188,1.0481357142857142,0.3493785714285715,0.33333333333333326,0.6427141713370698
and,10,20,50,789,0.59576,0.02928,0.6250399999999999,2.8352071428571426,0.9450690476190478,0.33333333333333326,0.04883907125700561
oracle,10,20,50,1234,0.4252,0.30192,0.72712,1.6216714285714289,0.540557142857143,0.33333333333333326,0.4951781145443811
pnd,10,20,50,1234,0.5077600000000001,0.22896,0.73672,1.941125,0.6470416666666667,0.33333333333333326,0.37551663058453066
pnd_cd,10,20,50,1234,0.4904000000000001,0.23664000000000004,0.7270399999999999,1.894692857142857,0.6315642857142857,0.33333333333333326,0.38811257626451495
ema_ad_low,10,20,50,1234,0.39744000000000007,0.3132,0.7106399999999999,1.5385464285714288,0.5128488095238094,0.33333333333333326,0.513678409761858
consec_L2,10,20,50,1234,0.29272000000000004,0.38880000000000003,0.68152,1.1084250000000002,0.369475,0.33333333333333326,0.637669750049203
dcf_self_excl,10,20,50,1234,0.23576000000000003,0.40104000000000006,0.6367999999999999,0.9981428571428571,0.33271428571428574,0.33333333333333326,0.657744538476678
and,10,20,50,1234,0.5984,0.030479999999999997,0.62888,2.8209035714285715,0.9403011904761904,0.33333333333333326,0.049990159417437514
oracle,10,20,100,42,0.4290400000000001,0.31427999999999995,0.7433200000000001,1.557762629037629,0.5192542096792097,0.33333333333333326,0.5151962230746532
pnd,10,20,100,42,0.566,0.19506,0.7610600000000001,2.0869774142524147,0.695659138084138,0.33333333333333326,0.3197600078685945
pnd_cd,10,20,100,42,0.5488399999999999,0.2055,0.7543399999999999,2.033957575757576,0.6779858585858587,0.33333333333333326,0.3368742008458739
ema_ad_low,10,20,100,42,0.41696000000000005,0.31464,0.7316,1.5402807775557776,0.5134269258519258,0.33333333333333326,0.5157863676600767
consec_L2,10,20,100,42,0.24384000000000003,0.44388000000000005,0.68772,0.8766671411921414,0.29222238039738035,0.33333333333333326,0.7276482738270877
dcf_self_excl,10,20,100,42,0.25248000000000004,0.3912,0.6436799999999999,1.0033908175158177,0.33446360583860585,0.33333333333333326,0.6412904494934593
and,10,20,100,42,0.6088399999999999,0.09822,0.70706,2.4956552114552113,0.8318850704850705,0.33333333333333326,0.16101111438969215
oracle,10,20,100,123,0.43012000000000006,0.31206,0.7421800000000001,1.5749143772893772,0.524971459096459,0.33333333333333326,0.5080590016606428
pnd,10,20,100,123,0.56656,0.19776,0.7643199999999999,2.0784488344988348,0.6928162781662781,0.33333333333333326,0.32196932695125524
pnd_cd,10,20,100,123,0.5477600000000001,0.20736000000000002,0.75512,2.0283822510822516,0.676127417027417,0.33333333333333326,0.33759890592947156
ema_ad_low,10,20,100,123,0.42468000000000006,0.309,0.73368,1.571458907758908,0.5238196359196359,0.33333333333333326,0.5030770733613363
consec_L2,10,20,100,123,0.23396,0.45216,0.6861199999999998,0.8479804279054279,0.2826601426351426,0.33333333333333326,0.7361531698739865
dcf_self_excl,10,20,100,123,0.25120000000000003,0.38880000000000003,0.64,1.017473926073926,0.33915797535797537,0.33333333333333326,0.6329979486177592
and,10,20,100,123,0.60752,0.09582,0.70334,2.5036814185814187,0.8345604728604731,0.33333333333333326,0.15600273517632118
oracle,10,20,100,456,0.427,0.31236,0.7393599999999999,1.5660711538461538,0.5220237179487179,0.33333333333333326,0.5081999219055058
pnd,10,20,100,456,0.5654,0.19518000000000002,0.7605799999999999,2.088436863136863,0.696145621045621,0.33333333333333326,0.3175517376024991
pnd_cd,10,20,100,456,0.54804,0.20826,0.7563,2.0228475482850485,0.6742825160950161,0.33333333333333326,0.33883248730964477
ema_ad_low,10,20,100,456,0.42048000000000013,0.30917999999999995,0.7296600000000001,1.55972012987013,0.51990670995671,0.33333333333333326,0.5030261616556033
consec_L2,10,20,100,456,0.24116,0.44424,0.6854,0.8779937395937396,0.2926645798645799,0.33333333333333326,0.7227645450995707
dcf_self_excl,10,20,100,456,0.25528,0.38736000000000004,0.64264,1.023670154845155,0.34122338494838494,0.33333333333333326,0.6302225693088639
and,10,20,100,456,0.60756,0.09888000000000001,0.7064400000000001,2.5005013153513156,0.8335004384504384,0.33333333333333326,0.16087465833658732
oracle,10,20,100,789,0.42996,0.31176,0.74172,1.5728139402264403,0.5242713134088134,0.33333333333333326,0.5121230041395624
pnd,10,20,100,789,0.56316,0.19686,0.76002,2.0916644605394605,0.6972214868464869,0.33333333333333326,0.32337867139759513
pnd_cd,10,20,100,789,0.5494,0.20526000000000003,0.7546600000000001,2.039287196137196,0.6797623987123986,0.33333333333333326,0.33717721269465806
ema_ad_low,10,20,100,789,0.42608,0.30762,0.7337,1.5709483766233765,0.5236494588744588,0.33333333333333326,0.5053222945002958
consec_L2,10,20,100,789,0.24732,0.44112,0.6884399999999999,0.8974529970029971,0.29915099900099895,0.33333333333333326,0.7246205401143309
dcf_self_excl,10,20,100,789,0.25500000000000006,0.38730000000000003,0.6423,1.028666242091242,0.34288874736374736,0.33333333333333326,0.6362113148038637
and,10,20,100,789,0.59832,0.10428,0.7025999999999999,2.471250008325008,0.8237500027750028,0.33333333333333326,0.1712990341021092
oracle,10,20,100,1234,0.42396000000000006,0.31343999999999994,0.7373999999999999,1.5578811355311355,0.5192937118437119,0.33333333333333326,0.5111045885921142
pnd,10,20,100,1234,0.5624399999999999,0.19824,0.76068,2.073229978354979,0.6910766594516594,0.33333333333333326,0.3232560414832208
pnd_cd,10,20,100,1234,0.55204,0.20466000000000004,0.7567,2.0373730103230105,0.6791243367743367,0.33333333333333326,0.3337246844731436
ema_ad_low,10,20,100,1234,0.42020000000000013,0.31133999999999995,0.73154,1.5480142024642025,0.5160047341547341,0.33333333333333326,0.5076802661187749
consec_L2,10,20,100,1234,0.23916,0.44586000000000003,0.68502,0.8645250749250749,0.288175024975025,0.33333333333333326,0.7270325799823892
dcf_self_excl,10,20,100,1234,0.25,0.3951,0.6451,0.9974213786213786,0.3324737928737928,0.33333333333333326,0.644261813912533
and,10,20,100,1234,0.60672,0.10020000000000001,0.70692,2.484340201465201,0.8281134004884007,0.33333333333333326,0.1633891008707563
native_only,0,0,50,42,0.0,0.0,0.0,nan,0.0,nan,1.0
native_only,0,0,50,123,0.0,0.0,0.0,nan,0.0,nan,1.0
native_only,0,0,50,456,0.0,0.0,0.0,nan,0.0,nan,1.0
native_only,0,0,50,789,0.0,0.0,0.0,nan,0.0,nan,1.0
native_only,0,0,50,1234,0.0,0.0,0.0,nan,0.0,nan,1.0
native_only,0,0,100,42,0.0,0.0,0.0,nan,0.0,nan,1.0
native_only,0,0,100,123,0.0,0.0,0.0,nan,0.0,nan,1.0
native_only,0,0,100,456,0.0,0.0,0.0,nan,0.0,nan,1.0
native_only,0,0,100,789,0.0,0.0,0.0,nan,0.0,nan,1.0
native_only,0,0,100,1234,0.0,0.0,0.0,nan,0.0,nan,1.0
native_only,0,5,50,42,0.0,0.5601599999999999,0.5601599999999999,nan,0.0,nan,1.0
native_only,0,5,50,123,0.0,0.5558399999999999,0.5558399999999999,nan,0.0,nan,1.0
native_only,0,5,50,456,0.0,0.56052,0.56052,nan,0.0,nan,1.0
native_only,0,5,50,789,0.0,0.5604,0.5604,nan,0.0,nan,1.0
native_only,0,5,50,1234,0.0,0.5620799999999999,0.5620799999999999,nan,0.0,nan,1.0
native_only,0,5,100,42,0.0,0.29993999999999993,0.29993999999999993,nan,0.0,nan,1.0
native_only,0,5,100,123,0.0,0.29975999999999986,0.29975999999999986,nan,0.0,nan,1.0
native_only,0,5,100,456,0.0,0.29987999999999987,0.29987999999999987,nan,0.0,nan,1.0
native_only,0,5,100,789,0.0,0.2998199999999999,0.2998199999999999,nan,0.0,nan,1.0
native_only,0,5,100,1234,0.0,0.29987999999999987,0.29987999999999987,nan,0.0,nan,1.0
native_only,0,10,50,42,0.0,0.6154799999999999,0.6154799999999999,nan,0.0,nan,1.0
native_only,0,10,50,123,0.0,0.6069599999999999,0.6069599999999999,nan,0.0,nan,1.0
native_only,0,10,50,456,0.0,0.6153599999999999,0.6153599999999999,nan,0.0,nan,1.0
native_only,0,10,50,789,0.0,0.6143999999999998,0.6143999999999998,nan,0.0,nan,1.0
native_only,0,10,50,1234,0.0,0.60924,0.60924,nan,0.0,nan,1.0
native_only,0,10,100,42,0.0,0.55248,0.55248,nan,0.0,nan,1.0
native_only,0,10,100,123,0.0,0.54912,0.54912,nan,0.0,nan,1.0
native_only,0,10,100,456,0.0,0.5498399999999999,0.5498399999999999,nan,0.0,nan,1.0
native_only,0,10,100,789,0.0,0.55026,0.55026,nan,0.0,nan,1.0
native_only,0,10,100,1234,0.0,0.5475599999999999,0.5475599999999999,nan,0.0,nan,1.0
native_only,0,20,50,42,0.0,0.6018,0.6018,nan,0.0,nan,1.0
native_only,0,20,50,123,0.0,0.6088799999999999,0.6088799999999999,nan,0.0,nan,1.0
native_only,0,20,50,456,0.0,0.60768,0.60768,nan,0.0,nan,1.0
native_only,0,20,50,789,0.0,0.5995199999999999,0.5995199999999999,nan,0.0,nan,1.0
native_only,0,20,50,1234,0.0,0.6097199999999999,0.6097199999999999,nan,0.0,nan,1.0
native_only,0,20,100,42,0.0,0.61002,0.61002,nan,0.0,nan,1.0
native_only,0,20,100,123,0.0,0.61422,0.61422,nan,0.0,nan,1.0
native_only,0,20,100,456,0.0,0.6146399999999999,0.6146399999999999,nan,0.0,nan,1.0
native_only,0,20,100,789,0.0,0.60876,0.60876,nan,0.0,nan,1.0
native_only,0,20,100,1234,0.0,0.61326,0.61326,nan,0.0,nan,1.0
