access,w_eff,n_vis,n_nat,eps,T,rho,idle,cv,sv
rts,210,50,10,0.13293838131178873,0.7112936507936508,0.474775448266628,0.5424893959338891,0.07269270147725611,0.09053678513968115
rts,210,50,10,0.16975418188978358,0.7148412698412698,0.5012901076940157,0.5374943870678042,0.07678491243825775,0.09788953749438707
rts,210,50,10,0.21676570742564272,0.7136111111111111,0.5069054106656287,0.5334533453345335,0.08205820582058206,0.09885988598859886
rts,210,50,10,0.2767965501212033,0.7090793650793651,0.5497537607449857,0.537273930304367,0.09307454786060873,0.10322011468901632
rts,210,50,10,0.35345226451597084,0.7080634920634921,0.5669521162123385,0.524671052631579,0.10092703349282296,0.11139354066985646
rts,210,50,10,0.4513369232266959,0.6951825396825397,0.6016097176715034,0.5192056819828961,0.11885780547905493,0.11378460646470503
rts,210,50,10,0.5763296453813948,0.6848968253968254,0.6455890703037185,0.505800464037123,0.13935614849187936,0.1216647331786543
rts,210,50,10,0.7359377065160035,0.6783809523809524,0.6975010529271374,0.49985714285714283,0.15357142857142858,0.128
rts,210,50,10,0.9397474383147868,0.6697063492063492,0.7160352203642913,0.48728934590117107,0.1803770351328192,0.12767780634104542
rts,210,50,10,1.2,0.6567936507936508,0.7822127700710522,0.4741306191687871,0.20610687022900764,0.13273960983884647
rts,210,50,20,0.05,0.6487301587301587,0.4795693662833374,0.4747194902341044,0.07438703421526527,0.06649120376783488
rts,210,50,20,0.0638469417991665,0.6466428571428572,0.4937295187598954,0.4728178171254669,0.07497579194909393,0.06805920597593028
rts,210,50,20,0.0815286395421231,0.647,0.49843723166752535,0.4767729521715228,0.07586586036283673,0.06734469488730072
rts,210,50,20,0.10410708607622314,0.6486190476190477,0.48718889949342925,0.4738082039911308,0.07691241685144125,0.06721175166297118
rts,210,50,20,0.13293838131178873,0.6470714285714285,0.4974892985490182,0.4726416401163596,0.08089763125086577,0.07064690400332456
rts,210,50,20,0.16975418188978358,0.6437063492063492,0.5025928711455239,0.4779231398201145,0.08462796402289452,0.07045516489506677
rts,210,50,20,0.21676570742564272,0.6368571428571429,0.5270499975076017,0.47571121846484166,0.08977455716586151,0.07045088566827697
rts,210,50,20,0.2767965501212033,0.6384761904761905,0.5237992243436754,0.4719405003380663,0.09181879648411088,0.07045300878972278
rts,210,50,20,0.35345226451597084,0.6470873015873015,0.553385745649001,0.4697390338700722,0.09994447529150471,0.07648528595224875
rts,210,50,20,0.4513369232266959,0.6329761904761905,0.5822406118738637,0.47050938337801607,0.10737265415549598,0.07667560321715818
rts,210,50,20,0.5763296453813948,0.6355396825396825,0.6077599340642873,0.4651950162513543,0.11606175514626219,0.08261105092091008
rts,210,50,20,0.7359377065160035,0.6423571428571428,0.6124145940669903,0.4589385474860335,0.12960893854748604,0.086731843575419
rts,210,50,20,0.9397474383147868,0.6247301587301587,0.6894176533360434,0.45349306770763226,0.15883699017364383,0.09166778839682325
rts,210,50,20,1.2,0.6128650793650794,0.6909441732171301,0.4479070381618909,0.1832827149082266,0.08966063647167569
rts,420,5,0,0.05,0.6741349206349206,1.0,0.9254296825994229,0.0039141889348889725,0.07065612846568813
rts,420,5,0,0.0638469417991665,0.6905753968253968,1.0,0.9086270871985158,0.007508116883116883,0.08386479591836735
rts,420,5,0,0.0815286395421231,0.7067936507936508,1.0,0.8893867924528301,0.010444743935309973,0.10016846361185984
rts,420,5,0,0.10410708607622314,0.7183095238095238,1.0,0.8652874103679323,0.016104384624426944,0.11860820500764077
rts,420,5,0,0.13293838131178873,0.7270555555555556,1.0,0.8375507226553595,0.02475721515524552,0.13769206218939498
rts,420,5,0,0.16975418188978358,0.7253293650793651,1.0,0.8001353602665556,0.04133694294044148,0.1585276967930029
