access,w_eff,n_vis,n_nat,eps,T,rho,idle,cv,sv
rts,420,20,0,0.13293838131178873,0.743015873015873,1.0,0.7734669060165614,0.04256181597081476,0.18397127801262378
rts,420,20,0,0.16975418188978358,0.7406587301587302,1.0,0.739413680781759,0.0606757360924826,0.19991058312575843
rts,420,20,0,0.21676570742564272,0.7408333333333333,1.0,0.6968520609824957,0.0803218520609825,0.22282608695652173
rts,420,20,0,0.2767965501212033,0.7331349206349206,1.0,0.6538752077353075,0.11096842423326786,0.23515636803142467
rts,420,20,0,0.35345226451597084,0.72025,1.0,0.6059928086296444,0.1477427087495006,0.24626448262085499
rts,420,20,0,0.4513369232266959,0.7183730158730158,1.0,0.5595787274784576,0.17381843502480634,0.266602837496736
rts,420,20,0,0.5763296453813948,0.6971150793650793,1.0,0.5131115804294263,0.2248328053502288,0.26205561422034496
rts,420,20,0,0.7359377065160035,0.6833690476190476,1.0,0.45925723149922437,0.2736563555068893,0.2670864129938863
rts,420,20,0,0.9397474383147868,0.6395436507936508,1.0,0.39530541477727393,0.35991820040899797,0.2447763848137281
rts,420,20,0,1.2,0.561063492063492,1.0,0.30362462760675274,0.4953657729228732,0.20100959947037406
rts,420,20,5,0.05,0.7539880952380953,0.2246322465198284,0.6789917047135232,0.017876663880136326,0.03620345958459263
rts,420,20,5,0.0638469417991665,0.7563888888888889,0.25317402025077385,0.6737574683211871,0.017792659707176153,0.0426761210688727
rts,420,20,5,0.0815286395421231,0.7528095238095238,0.2993679760473991,0.6751843705524647,0.022900763358778626,0.04871264070384267
rts,420,20,5,0.10410708607622314,0.7546825396825397,0.33521532232621726,0.6641776118407894,0.027335155677045135,0.05667044469631309
rts,420,20,5,0.13293838131178873,0.7526547619047619,0.393751746463576,0.6596528848086846,0.033036252764189505,0.06694364403940227
rts,420,20,5,0.16975418188978358,0.7483253968253968,0.4433046272629893,0.6452732593752127,0.04634860137480433,0.07847274212209895
rts,420,20,5,0.21676570742564272,0.7492222222222222,0.528266085464291,0.6301902808233713,0.05856971068826484,0.09485746622338544
rts,420,20,5,0.2767965501212033,0.7482460317460318,0.6208301954836177,0.6083129946009911,0.07558612528659123,0.11722505731824569
rts,420,20,5,0.35345226451597084,0.738186507936508,0.7104363438929595,0.5812670093740551,0.10697006350166315,0.1370577562745691
rts,420,20,5,0.4513369232266959,0.7313373015873016,0.7946141282820665,0.5566986386138614,0.13142017326732675,0.15392945544554457
rts,420,20,5,0.5763296453813948,0.7221031746031746,0.8688520085728416,0.5256073277578653,0.1654320987654321,0.17100756670649145
rts,420,20,5,0.7359377065160035,0.702297619047619,0.9299832183479396,0.49112473135397594,0.21037968638064156,0.17694818116691874
rts,420,20,5,0.9397474383147868,0.6762420634920635,0.960306725425877,0.4526506213622778,0.26380368098159507,0.17673430863614914
rts,420,20,5,1.2,0.5976944444444444,0.9844043580159209,0.37003663003663,0.3972161172161172,0.14673992673992675
rts,420,20,10,0.05,0.7210357142857143,0.1976819059884095,0.5870194003527337,0.01890652557319224,0.02800705467372134
rts,420,20,10,0.0638469417991665,0.722563492063492,0.2094147820260756,0.5842952828844236,0.021875445347014393,0.029784808322645004
rts,420,20,10,0.0815286395421231,0.723718253968254,0.22075152020265715,0.5837334288785382,0.023862414905051952,0.03203152991759226
rts,420,20,10,0.10410708607622314,0.7236904761904762,0.2562510281296266,0.5814622913068509,0.026194588370754175,0.03684513529073115
rts,420,20,10,0.13293838131178873,0.7236587301587302,0.2935808995295073,0.5760261532873229,0.032183073011260444,0.043225572103160186
rts,420,20,10,0.16975418188978358,0.7196944444444444,0.3360139609512415,0.57503234152652,0.03809113123472761,0.04994969095874659
rts,420,20,10,0.21676570742564272,0.7205119047619047,0.4043256282735489,0.5680788897005113,0.049525200876552225,0.05945945945945946
rts,420,20,10,0.2767965501212033,0.7273928571428572,0.48365820526668957,0.5531702829103734,0.05826880318945028,0.0755194357126428
rts,420,20,10,0.35345226451597084,0.7187222222222223,0.594308682737221,0.5420033541698429,0.0807287696295167,0.09201097728312242
rts,420,20,10,0.4513369232266959,0.7178452380952381,0.7036600938655699,0.5233791748526523,0.10844793713163065,0.11151277013752456
rts,420,20,10,0.5763296453813948,0.7080674603174603,0.8020069157610981,0.49900438072481085,0.14217443249701314,0.1272799681401832
rts,420,20,10,0.7359377065160035,0.6939920634920634,0.9022163009045893,0.4737763629128532,0.18288897731794668,0.142300039793076
rts,420,20,10,0.9397474383147868,0.6698531746031746,0.9821359809955984,0.4379141685074156,0.24376775007888923,0.15059955822025875
rts,420,20,10,1.2,0.6149642857142857,1.053526143601061,0.37044072948328266,0.35030395136778114,0.1411854103343465
rts,420,20,20,0.05,0.6401904761904762,0.24821481701874443,0.5139765554553652,0.0208682210485637,0.02106144531753188
rts,420,20,20,0.0638469417991665,0.6394920634920634,0.2666923153296267,0.5130451587966244,0.022096244282677317,0.02222508535721188
rts,420,20,20,0.0815286395421231,0.6393174603174603,0.27998609628323856,0.5120252756463989,0.02211619059900703,0.023147849635695404
rts,420,20,20,0.10410708607622314,0.6416349206349207,0.29387972194047945,0.5096786808316496,0.024571465815029656,0.02541875773968585
rts,420,20,20,0.13293838131178873,0.6453373015873016,0.30718524212144505,0.5070348107536825,0.02661998811017901,0.02741264284298831
rts,420,20,20,0.16975418188978358,0.642968253968254,0.35507443157972696,0.5101920815366523,0.03057624460995688,0.030837580033973605
rts,420,20,20,0.21676570742564272,0.6485952380952381,0.37406849968797035,0.504045469742561,0.034971581410899365,0.03436977599465062
rts,420,20,20,0.2767965501212033,0.6418888888888888,0.4263582185513984,0.5021116536887951,0.045994456909066915,0.037349874620562225
rts,420,20,20,0.35345226451597084,0.6503015873015873,0.5024286655764114,0.4959139199128303,0.05720512122037592,0.04596840098065922
rts,420,20,20,0.4513369232266959,0.650952380952381,0.5994757376249695,0.48920317350810627,0.07540531217661263,0.05677819937909624
rts,420,20,20,0.5763296453813948,0.6482063492063492,0.7417538016994393,0.47886144830473,0.09648388447048975,0.07108971675736012
rts,420,20,20,0.7359377065160035,0.6466428571428572,0.8763454717282178,0.4661521031015437,0.12696501911910493,0.08610678374167965
rts,420,20,20,0.9397474383147868,0.6361587301587301,0.986426468386646,0.4429174719060912,0.1785126333118603,0.0961992699162551
rts,420,20,20,1.2,0.608,1.1618760442773601,0.39802348897164136,0.2560154683471785,0.10863649384130622
rts,420,50,0,0.05,0.7450079365079365,1.0,0.816922290388548,0.022137014314928427,0.16094069529652352
rts,420,50,0,0.0638469417991665,0.7438690476190476,1.0,0.7970068027210885,0.029496598639455782,0.1734965986394558
rts,420,50,0,0.0815286395421231,0.7522103174603174,1.0,0.7684455040039122,0.036432544776575586,0.1951219512195122
rts,420,50,0,0.10410708607622314,0.7512182539682539,1.0,0.7440924092409241,0.0466006600660066,0.2093069306930693
rts,420,50,0,0.13293838131178873,0.7486031746031746,1.0,0.7140746993036505,0.061968066399381024,0.22395723429696843
rts,420,50,0,0.16975418188978358,0.7465714285714286,1.0,0.6719401142151566,0.08242012656274117,0.24563975922210218
rts,420,50,0,0.21676570742564272,0.7452460317460318,1.0,0.6376835642578611,0.10030697751597113,0.2620094582261678
rts,420,50,0,0.2767965501212033,0.7326150793650794,1.0,0.5984004084063643,0.13622053943673956,0.2653790521568961
rts,420,50,0,0.35345226451597084,0.7339246031746032,1.0,0.5558214450069029,0.15471698113207547,0.2894615738610216
rts,420,50,0,0.4513369232266959,0.7165079365079365,1.0,0.5194635872601975,0.19426336375488917,0.2862730489849134
rts,420,50,0,0.5763296453813948,0.702031746031746,1.0,0.4825102880658436,0.2345679012345679,0.2829218106995885
rts,420,50,0,0.7359377065160035,0.6883015873015873,1.0,0.4557186944730197,0.27064434676891425,0.27363695875806604
rts,420,50,0,0.9397474383147868,0.6627698412698413,1.0,0.42105263157894735,0.31878402903811254,0.2601633393829401
rts,420,50,0,1.2,0.614904761904762,1.0,0.35054759148784614,0.4168818448935981,0.23257056361855577
rts,420,50,5,0.05,0.7556190476190476,0.41070918410217633,0.6479844043723456,0.038432082434031886,0.08201629186103182
rts,420,50,5,0.0638469417991665,0.7548690476190476,0.43425328686253795,0.6427718040621266,0.04490828589500316,0.08742708552955232
rts,420,50,5,0.0815286395421231,0.7562539682539683,0.45900480648140374,0.6391063042550164,0.04589440728618187,0.0937811299274228
rts,420,50,5,0.10410708607622314,0.7567063492063492,0.5053458492841786,0.6291463147918641,0.05321863381205803,0.10337537362397026
rts,420,50,5,0.13293838131178873,0.7553690476190477,0.5165208848822976,0.6141797197032152,0.06400359739189088,0.11159409428164581
rts,420,50,5,0.16975418188978358,0.753968253968254,0.5817147368421053,0.5995695949581124,0.07455230189839367,0.13012066712781492
rts,420,50,5,0.21676570742564272,0.7528452380952381,0.657192555226996,0.5830894566163094,0.08945661630942023,0.14782883809222494
rts,420,50,5,0.2767965501212033,0.7478452380952381,0.6959539841979868,0.5655955544817589,0.11025207376983168,0.15808971571232988
rts,420,50,5,0.35345226451597084,0.740702380952381,0.7524389655892895,0.5442031954117165,0.13215895124948793,0.1740270380991397
rts,420,50,5,0.4513369232266959,0.7253253968253969,0.7946657767176198,0.5197790593777922,0.16529932580618958,0.18073267809276258
rts,420,50,5,0.5763296453813948,0.7209484126984127,0.8264939811425647,0.5018175809649703,0.18068407138136153,0.1915895571711831
rts,420,50,5,0.7359377065160035,0.7054563492063493,0.8656200253128955,0.4849468473585977,0.21593767751359247,0.19037572019800372
rts,420,50,5,0.9397474383147868,0.6904761904761905,0.8849183908045978,0.45949664157967146,0.24755199482074938,0.1908230152949745
rts,420,50,5,1.2,0.6419444444444444,0.910218211040366,0.4118638871857756,0.33077866339668915,0.1741263028816677
rts,420,50,10,0.05,0.7291904761904762,0.37202377065238684,0.5614195415429137,0.04531261899322215,0.07120554413220623
rts,420,50,10,0.0638469417991665,0.7274246031746032,0.3769004587831608,0.5611772737616627,0.04885079268755215,0.07236592581354775
rts,420,50,10,0.0815286395421231,0.7256269841269841,0.3927244091043323,0.558215286720703,0.05492008181198394,0.07628209984092114
rts,420,50,10,0.10410708607622314,0.7257460317460317,0.41689777350072177,0.5553014711487156,0.05953197652260081,0.07965546154432503
rts,420,50,10,0.13293838131178873,0.7284206349206349,0.4512502587681546,0.5461436274126749,0.06485895131671486,0.08869266234273658
rts,420,50,10,0.16975418188978358,0.724468253968254,0.49338650132007056,0.5411837909310103,0.07832309247880533,0.09800108890098778
rts,420,50,10,0.21676570742564272,0.7237579365079365,0.5629480171284137,0.5309042048687954,0.09160607018653177,0.11302560859943092
rts,420,50,10,0.2767965501212033,0.7193968253968254,0.5900710471735581,0.5194422310756972,0.10565737051792828,0.11872509960159362
rts,420,50,10,0.35345226451597084,0.7222103174603175,0.6530019725599873,0.5063301545544229,0.12405458730680698,0.13597500822097994
rts,420,50,10,0.4513369232266959,0.7130714285714286,0.7041103208788273,0.48993509161120696,0.1478103689097034,0.14411305562402432
rts,420,50,10,0.5763296453813948,0.7061904761904761,0.763452461227242,0.4751194595485253,0.17424616905585763,0.1573570604712473
rts,420,50,10,0.7359377065160035,0.7018253968253968,0.7988759470767838,0.45475227502527804,0.19733737782271654,0.16700370744860127
rts,420,50,10,0.9397474383147868,0.6781349206349206,0.8344736380127566,0.43918156919606893,0.236104398260029,0.16247784759142903
rts,420,50,10,1.2,0.6482698412698412,0.8870277417301241,0.4023332807819644,0.30190761469336275,0.16072836197382942
rts,420,50,20,0.05,0.6566587301587301,0.38447165182078585,0.49180213493337055,0.04828019256261774,0.052536105490825366
rts,420,50,20,0.0638469417991665,0.6566269841269842,0.39037045990209707,0.49211444521981856,0.04870900209351012,0.053384508025122124
rts,420,50,20,0.0815286395421231,0.65325,0.41814006888633753,0.48915310805173134,0.052078987623418165,0.057363370880267
rts,420,50,20,0.10410708607622314,0.6600198412698413,0.4341199458890726,0.48692996164227875,0.054553203580053986,0.060590993038783916
rts,420,50,20,0.13293838131178873,0.6607539682539683,0.4570031829920125,0.4880141843971631,0.05929078014184397,0.06354609929078014
rts,420,50,20,0.16975418188978358,0.656265873015873,0.46567339263147073,0.4847032285351755,0.0683067813337093,0.06351332299450162
rts,420,50,20,0.21676570742564272,0.6624126984126985,0.5025987251988882,0.4824908319551305,0.07715538937225858,0.07075573452218308
rts,420,50,20,0.2767965501212033,0.6592301587301588,0.5332903940382601,0.47837004089246,0.08738073032498744,0.07676303895544874
rts,420,50,20,0.35345226451597084,0.6652222222222223,0.5991314514782028,0.47254612546125463,0.10309963099630996,0.08612546125461254
rts,420,50,20,0.4513369232266959,0.661718253968254,0.6483961308042434,0.4636383812976252,0.11496633868461936,0.0945476067174669
rts,420,50,20,0.5763296453813948,0.6583134920634921,0.6864088730823714,0.4519748653500898,0.14340215439856374,0.10360562537402752
rts,420,50,20,0.7359377065160035,0.6545873015873016,0.7772157423797861,0.4460297303354,0.1623216553372675,0.11406588481362516
rts,420,50,20,0.9397474383147868,0.6457936507936508,0.8154565564704437,0.4320185268190647,0.19550276408187658,0.11878081577767817
rts,420,50,20,1.2,0.6295079365079365,0.8765753044706119,0.4126890446329768,0.24241977130210254,0.1217263002582073
rts,1680,5,0,0.05,0.7592708333333333,1.0,0.8199336949263732,0.035085458571043664,0.14498084650258308
rts,1680,5,0,0.0638469417991665,0.7578373015873016,1.0,0.7764565832014393,0.05572014122803458,0.1678232755705261
rts,1680,5,0,0.0815286395421231,0.7557222222222222,1.0,0.7277871660904482,0.08147160509139394,0.19074122881815786
rts,1680,5,0,0.10410708607622314,0.7504265873015873,1.0,0.6728042105999406,0.11297627166063404,0.2142195177394254
rts,1680,5,0,0.13293838131178873,0.7402242063492064,1.0,0.6124771348801387,0.15482815057283142,0.23269471454702995
rts,1680,5,0,0.16975418188978358,0.7315873015873016,1.0,0.5529678353370681,0.19506514760496002,0.2519670170579719
rts,1680,5,0,0.21676570742564272,0.7142480158730159,1.0,0.4898712901941705,0.2518023795833518,0.25832633022247775
rts,1680,5,0,0.2767965501212033,0.6980178571428571,1.0,0.428452289943707,0.30710959760928486,0.26443811244700816
rts,1680,5,0,0.35345226451597084,0.6437906746031746,1.0,0.34283926336492043,0.42048095834078314,0.23667977829429646
rts,1680,5,0,0.4513369232266959,0.5963343253968254,1.0,0.271280532938564,0.516741411590543,0.21197805547089302
rts,1680,5,0,0.5763296453813948,0.40900198412698413,1.0,0.16390524442010132,0.7203375325208818,0.11575722305901684
rts,1680,5,0,0.7359377065160035,0.36872916666666666,1.0,0.11806758734377365,0.7790711366044846,0.10286127605174183
rts,1680,5,0,0.9397474383147868,0.1844940476190476,1.0,0.07468925159999452,0.882155435870027,0.043155312529978486
rts,1680,5,0,1.2,0.31469246031746034,1.0,0.07370352925890436,0.8415000568449432,0.0847964138961524
rts,1680,5,5,0.05,0.7623353174603175,0.2030545238758306,0.7070296057247089,0.007374148387197356,0.019596838314391282
rts,1680,5,5,0.0638469417991665,0.7631230158730159,0.3177679439645983,0.6963398755847037,0.013534583916027711,0.032277250004018584
rts,1680,5,5,0.0815286395421231,0.7670128968253969,0.484980256069658,0.6804276148067575,0.021703660899418744,0.05137836092321289
rts,1680,5,5,0.10410708607622314,0.7674444444444445,0.6972015967238205,0.6540743563224648,0.03902890425126558,0.07921905902418667
rts,1680,5,5,0.13293838131178873,0.7632232142857143,0.9169081108342465,0.6161047960137029,0.06783322952351292,0.11211460604173155
rts,1680,5,5,0.16975418188978358,0.7574454365079365,1.0962023824336449,0.5715569300206866,0.1029734417117663,0.14190191612512276
rts,1680,5,5,0.21676570742564272,0.7464623015873015,1.2708303984136815,0.5224288960967322,0.15101167229319742,0.170031552701838
rts,1680,5,5,0.2767965501212033,0.7310238095238095,1.394456567762108,0.46689526614963295,0.2073504706234322,0.19119508434400387
rts,1680,5,5,0.35345226451597084,0.6958293650793651,1.4944225515971006,0.4006765559644351,0.2971360654613609,0.1942812735708898
rts,1680,5,5,0.4513369232266959,0.6436190476190476,1.5603235671303146,0.3269555677454745,0.40851343938562806,0.18042786615469006
rts,1680,5,5,0.5763296453813948,0.5081349206349206,1.5849863334634908,0.2242800259283267,0.5995555143994814,0.1214556903416983
rts,1680,5,5,0.7359377065160035,0.4261795634920635,1.624673816135888,0.1539661087431126,0.7064836954638389,0.09895346016564438
rts,1680,5,5,0.9397474383147868,0.2463263888888889,1.4755232644776215,0.09887930179510067,0.8296425383601819,0.04360946997067199
rts,1680,5,5,1.2,0.34397420634920634,1.7066098302405934,0.09960082098356417,0.7956429691161497,0.07796111640835852
rts,1680,5,10,0.05,0.7383621031746032,0.11067772539229769,0.6338744644167904,0.0043188064389477815,0.0075451084822724095
rts,1680,5,10,0.0638469417991665,0.738093253968254,0.18292387882763128,0.6315203044380068,0.006976704321442652,0.012770625846375372
rts,1680,5,10,0.0815286395421231,0.740625,0.3185372714486639,0.6233448373010283,0.0127658825186646,0.022626426257219327
rts,1680,5,10,0.10410708607622314,0.7407738095238096,0.5528806749698675,0.6128677332659945,0.023484424884111038,0.04060172074818275
rts,1680,5,10,0.13293838131178873,0.7415515873015873,0.8216443428889448,0.5899290134001443,0.04289564590213719,0.06364119500436549
rts,1680,5,10,0.16975418188978358,0.7407529761904762,1.1930186867449066,0.5597633612363168,0.07068979394719897,0.09705006439150032
rts,1680,5,10,0.21676570742564272,0.7375962301587301,1.4820261547793738,0.5197950828456905,0.10361605898870384,0.1286305275116284
rts,1680,5,10,0.2767965501212033,0.7276617063492063,1.7277414745808697,0.471379940032013,0.15747232680298487,0.15400049597583246
rts,1680,5,10,0.35345226451597084,0.7020684523809524,1.9248182454057952,0.41259555048488306,0.23582430119794637,0.16862521391899601
rts,1680,5,10,0.4513369232266959,0.6646448412698412,2.086909406802177,0.3503331912315735,0.3327873634140322,0.17043236330184658
rts,1680,5,10,0.5763296453813948,0.5430744047619047,2.110805434228626,0.24593582268216396,0.5302737768853535,0.12198324130208132
rts,1680,5,10,0.7359377065160035,0.45698214285714284,2.1773019160381906,0.17149144779217063,0.656569813211193,0.09815358190796536
rts,1680,5,10,0.9397474383147868,0.2781180555555556,1.9430126666262402,0.10692707190403043,0.7991807475678443,0.04511740179942945
rts,1680,5,10,1.2,0.37763789682539683,2.3788850388405374,0.10384296752159873,0.7666153820143033,0.08384195309990362
rts,1680,5,20,0.05,0.6846001984126984,0.10905304770337224,0.5681739043923792,0.00303437297915734,0.0039463430002155565
rts,1680,5,20,0.0638469417991665,0.6859454365079365,0.14911784655924723,0.5670954502227339,0.003737257453659676,0.0056392545506114755
rts,1680,5,20,0.0815286395421231,0.6871468253968254,0.2299377457972638,0.5636562763268744,0.006638584667228307,0.008795282224094356
rts,1680,5,20,0.10410708607622314,0.6865853174603175,0.35438202052369816,0.5616014866120449,0.011048230424866965,0.01373426809696765
rts,1680,5,20,0.13293838131178873,0.6884593253968254,0.6419973860428521,0.5518823020337517,0.019852877542189527,0.025564690610125486
rts,1680,5,20,0.16975418188978358,0.6906845238095238,1.0980379483201907,0.5383377440812531,0.03502968314140619,0.044632000572205136
rts,1680,5,20,0.21676570742564272,0.6920238095238095,1.6026793394116634,0.5160210872653854,0.06013983399386824,0.06791669782397368
rts,1680,5,20,0.2767965501212033,0.6888541666666667,2.17106276958084,0.4832277922638069,0.10190758131236889,0.09655537475248495
rts,1680,5,20,0.35345226451597084,0.6799573412698413,2.6105089459101802,0.44310668516855767,0.15410986858215656,0.11950044894294343
rts,1680,5,20,0.4513369232266959,0.6522857142857142,2.974864031245437,0.38791683820502265,0.23894606834088103,0.1310209962947715
rts,1680,5,20,0.5763296453813948,0.5672738095238096,3.0919428063769208,0.3011292584031225,0.401493046345068,0.11010269430444504
rts,1680,5,20,0.7359377065160035,0.48803174603174604,3.251855932479022,0.22473669228579563,0.537877170509536,0.09368773128380302
rts,1680,5,20,0.9397474383147868,0.3188323412698413,2.9623066559214393,0.14286565119637884,0.7158172153481932,0.04788493322017242
rts,1680,5,20,1.2,0.39046924603174604,3.6559466250670107,0.13018406142086028,0.7060381533509907,0.07949173567573005
rts,1680,20,0,0.05,0.7646736111111111,1.0,0.7745445484246082,0.05232847887479927,0.1731269727005925
rts,1680,20,0,0.0638469417991665,0.7627212301587302,1.0,0.7298880275624462,0.07390180878552971,0.19621016365202412
rts,1680,20,0,0.0815286395421231,0.7592123015873016,1.0,0.6832293795971137,0.09960340339291018,0.21716721700997607
rts,1680,20,0,0.10410708607622314,0.7550714285714286,1.0,0.6335976290366037,0.12872868634771564,0.2376736846156807
rts,1680,20,0,0.13293838131178873,0.7484097222222222,1.0,0.5850084187332405,0.1600806535431434,0.2549109277236161
rts,1680,20,0,0.16975418188978358,0.7436805555555556,1.0,0.5407834868494062,0.1883253800909999,0.27089113305959384
rts,1680,20,0,0.21676570742564272,0.734406746031746,1.0,0.49979216700535745,0.22298171069647146,0.27722612229817106
rts,1680,20,0,0.2767965501212033,0.7292986111111112,1.0,0.4630418562110381,0.24817676366524657,0.2887813801237153
rts,1680,20,0,0.35345226451597084,0.7224285714285714,1.0,0.43299935837322934,0.27390059720645576,0.2931000444203149
rts,1680,20,0,0.4513369232266959,0.7136468253968254,1.0,0.4018476328768495,0.30490949603184536,0.2932428710913051
rts,1680,20,0,0.5763296453813948,0.6848164682539682,1.0,0.3591616386154335,0.3670518113198329,0.2737865500647336
rts,1680,20,0,0.7359377065160035,0.5941488095238096,1.0,0.2662285553169801,0.5219164118246687,0.21185503285835122
rts,1680,20,0,0.9397474383147868,0.4118353174603175,1.0,0.1540769257448063,0.728019977109562,0.11790309714563174
rts,1680,20,0,1.2,0.3535357142857143,1.0,0.10051408732808119,0.8013085859260248,0.09817732674589398
rts,1680,20,5,0.05,0.7670714285714286,0.30521864750494043,0.6846117599542257,0.020817205748712597,0.05131096226986638
rts,1680,20,5,0.0638469417991665,0.7681994047619047,0.3982833878955762,0.6667078639782478,0.0313217274621279,0.07088880257071224
rts,1680,20,5,0.0815286395421231,0.7684980158730159,0.502000268509745,0.6417638894099111,0.047642270322992085,0.09481562066249015
rts,1680,20,5,0.10410708607622314,0.7644900793650794,0.613698829233097,0.6126570296014358,0.07176523951328219,0.12146251996765732
rts,1680,20,5,0.13293838131178873,0.7612301587301588,0.7260790804358025,0.5782787056804387,0.09969023399891164,0.15117836661224832
rts,1680,20,5,0.16975418188978358,0.7545456349206349,0.8036378720506139,0.5401907356948229,0.13289970994110925,0.17418915355541884
rts,1680,20,5,0.21676570742564272,0.7485734126984127,0.8719247059883747,0.5036878748190529,0.16516164610188186,0.19553778635601204
rts,1680,20,5,0.2767965501212033,0.7402271825396826,0.9340108342971711,0.4726784957876406,0.19941638819598062,0.21181813903139265
rts,1680,20,5,0.35345226451597084,0.730639880952381,0.995994487328323,0.448025613660619,0.23220680659314596,0.22516304992292185
rts,1680,20,5,0.4513369232266959,0.7222103174603175,1.0315915234866508,0.42336939573488136,0.2613284717058076,0.23309425000599707
rts,1680,20,5,0.5763296453813948,0.703405753968254,1.0659024333141052,0.3913641755634638,0.30799525504151837,0.2323843416370107
rts,1680,20,5,0.7359377065160035,0.6373660714285714,1.0841232596328203,0.3232935654214747,0.428189582110959,0.19651433166003868
rts,1680,20,5,0.9397474383147868,0.4691755952380952,1.0830774809749455,0.20274525064562918,0.645965259843634,0.11729224891215906
rts,1680,20,5,1.2,0.3851279761904762,1.1024602726881654,0.13191984701089216,0.7499792134364347,0.092990770765777
rts,1680,20,10,0.05,0.7411378968253969,0.19294855749216605,0.6200522545900503,0.015800792705685796,0.02760250964221602
rts,1680,20,10,0.0638469417991665,0.7426468253968254,0.2750618497758447,0.6137549836897427,0.022055092424791593,0.04021384559623052
rts,1680,20,10,0.0815286395421231,0.7434404761904762,0.36796225720187675,0.5996218432334276,0.03276110601493906,0.056386543609712264
rts,1680,20,10,0.10410708607622314,0.744204365079365,0.49351003388619463,0.5804220398593201,0.050156311059007426,0.07842907385697538
rts,1680,20,10,0.13293838131178873,0.7426200396825396,0.6188593848731099,0.5548446443172527,0.07391659852820932,0.10294358135731807
rts,1680,20,10,0.16975418188978358,0.7384652777777778,0.7486569233435388,0.5256404800408545,0.1052217209975317,0.12939399097795556
rts,1680,20,10,0.21676570742564272,0.7343085317460317,0.8767662861751757,0.49381427270506184,0.13908446793860915,0.15556493347844436
rts,1680,20,10,0.2767965501212033,0.7306130952380953,0.9540197811687835,0.4635727967138209,0.17079362148939609,0.17446288048369604
rts,1680,20,10,0.35345226451597084,0.7222619047619048,1.0330084885445854,0.4389240728190507,0.20476268374190834,0.19046061087611882
rts,1680,20,10,0.4513369232266959,0.7140128968253968,1.100216054743131,0.41614965440777524,0.23946120638814844,0.20247222287749758
rts,1680,20,10,0.5763296453813948,0.704280753968254,1.1529788777529706,0.3910285347715555,0.27679441184157383,0.21131412007888048
rts,1680,20,10,0.7359377065160035,0.6292063492063492,1.1970697212411705,0.3178605089538172,0.4184088767029389,0.17622740125096392
rts,1680,20,10,0.9397474383147868,0.4705545634920635,1.1769421001477909,0.2010222372087245,0.6307523026957957,0.10847072603687863
rts,1680,20,10,1.2,0.4013859126984127,1.2173075924932713,0.13604045409037688,0.7283093787649964,0.09083504437392884
rts,1680,20,20,0.05,0.6879930555555556,0.1713345551602963,0.5608413469706752,0.011451289544327024,0.016191511774100376
rts,1680,20,20,0.0638469417991665,0.6895763888888888,0.2181146983209441,0.5577074963085059,0.014714467222966245,0.02103293156141616
rts,1680,20,20,0.0815286395421231,0.688578373015873,0.2937787337898563,0.5539104024297646,0.02067370746186236,0.02826672188858977
rts,1680,20,20,0.10410708607622314,0.6892847222222223,0.4034116341560653,0.5450469458803672,0.0323346344551113,0.04007103421598621
rts,1680,20,20,0.13293838131178873,0.6929623015873015,0.5460167843941212,0.5300471542932339,0.04675220236137003,0.057042073326753664
rts,1680,20,20,0.16975418188978358,0.6953492063492064,0.7179560344237222,0.5114707282246549,0.06709186101856258,0.0782294145644931
rts,1680,20,20,0.21676570742564272,0.6970486111111112,0.8839452054794521,0.48777325674166266,0.09414392851444073,0.10034705600765917
rts,1680,20,20,0.2767965501212033,0.6916289682539682,1.061707321971077,0.4664089521871821,0.12874872838250254,0.12219735503560529
rts,1680,20,20,0.35345226451597084,0.6921547619047619,1.168363690568331,0.44416517055655297,0.15437744217974442,0.14043721617911079
rts,1680,20,20,0.4513369232266959,0.6841795634920635,1.2960024824078196,0.42428632296548785,0.1922028121005539,0.15462292288027268
rts,1680,20,20,0.5763296453813948,0.6740744047619047,1.3812503035467507,0.39996135431650814,0.2360392468385684,0.1638362281812912
rts,1680,20,20,0.7359377065160035,0.636813492063492,1.4384023878811294,0.3513209199524594,0.32732125357075836,0.15667549365082675
rts,1680,20,20,0.9397474383147868,0.5017400793650794,1.4582544082696332,0.24177260519247987,0.5374753804834378,0.10811101163831692
rts,1680,20,20,1.2,0.4259861111111111,1.5171008444458935,0.168906375078773,0.6575034489806346,0.09144482482584777
rts,1680,50,0,0.05,0.7724246031746032,1.0,0.7336443336282474,0.062961473497949,0.2033941928738036
rts,1680,50,0,0.0638469417991665,0.7697093253968254,1.0,0.6900289275383023,0.08605049819649298,0.2239205742652048
rts,1680,50,0,0.0815286395421231,0.7639613095238095,1.0,0.6431889149102263,0.11377829820452771,0.2430327868852459
rts,1680,50,0,0.10410708607622314,0.7608869047619048,1.0,0.5978127251918104,0.13905726760205164,0.26313000720613794
rts,1680,50,0,0.13293838131178873,0.7522708333333333,1.0,0.5541201975728047,0.17180341058936593,0.2740763918378294
rts,1680,50,0,0.16975418188978358,0.7465079365079365,1.0,0.5154223254286585,0.19986864635376353,0.28470902821757793
rts,1680,50,0,0.21676570742564272,0.7404791666666667,1.0,0.4816406819175288,0.22405167808052845,0.29430764000194276
rts,1680,50,0,0.2767965501212033,0.7360753968253968,1.0,0.45021862592350603,0.2483791526360758,0.30140222144041817
