access,w_eff,n_vis,eps,T,rho,idle,coll_vis,coll_nat,solo_vis,solo_nat
basic,105,10,0.05,0.65348,0.24577,0.593,0.01857,0.10348,0.026,0.25895
basic,105,10,0.06385,0.65471,0.25592,0.59432,0.01857,0.10268,0.0268,0.25763
basic,105,10,0.08153,0.65265,0.25503,0.59229,0.01809,0.10479,0.0266,0.25824
basic,105,10,0.10411,0.6486,0.25686,0.59234,0.01889,0.10511,0.02661,0.25705
basic,105,10,0.13294,0.64063,0.26174,0.58689,0.01988,0.10825,0.02632,0.25866
basic,105,10,0.16975,0.64119,0.25988,0.58748,0.02006,0.10781,0.02648,0.25816
basic,105,10,0.21677,0.63771,0.24024,0.5849,0.02384,0.10498,0.02464,0.26165
basic,105,10,0.2768,0.6409,0.24291,0.5864,0.02587,0.10053,0.02587,0.26133
basic,105,10,0.35345,0.62184,0.27568,0.58878,0.03163,0.10074,0.02764,0.2512
basic,105,10,0.45134,0.61146,0.30393,0.58957,0.0393,0.09866,0.02995,0.24251
basic,105,10,0.57633,0.60738,0.35578,0.57736,0.04555,0.09784,0.03585,0.2434
basic,105,10,0.73594,0.59862,0.36465,0.57915,0.05402,0.09352,0.03655,0.23676
basic,105,10,0.93975,0.5633,0.4783,0.57264,0.06592,0.09256,0.04642,0.22247
basic,105,10,1.2,0.56105,0.5213,0.55786,0.07537,0.08882,0.0524,0.22555
basic,105,20,0.05,0.64873,0.31622,0.57557,0.03597,0.0923,0.04713,0.24902
basic,105,20,0.06385,0.64783,0.31666,0.57557,0.03625,0.0923,0.04713,0.24875
basic,105,20,0.08153,0.64435,0.31749,0.57553,0.03735,0.09253,0.04682,0.24777
basic,105,20,0.10411,0.64171,0.32947,0.57595,0.0386,0.0922,0.04832,0.24493
basic,105,20,0.13294,0.63797,0.32947,0.57294,0.04017,0.09233,0.04854,0.24603
basic,105,20,0.16975,0.63468,0.33886,0.57398,0.04207,0.09139,0.04932,0.24324
basic,105,20,0.21677,0.62751,0.34942,0.57294,0.04196,0.09475,0.05113,0.23923
basic,105,20,0.2768,0.62257,0.35005,0.57329,0.04572,0.09338,0.05043,0.23718
basic,105,20,0.35345,0.60652,0.34867,0.5736,0.04981,0.0938,0.04925,0.23354
basic,105,20,0.45134,0.59576,0.36484,0.56999,0.05605,0.09286,0.05075,0.23034
basic,105,20,0.57633,0.58494,0.42056,0.57255,0.0643,0.08639,0.05535,0.22141
basic,105,20,0.73594,0.56505,0.48432,0.57099,0.07451,0.08185,0.06266,0.20999
basic,105,20,0.93975,0.54237,0.48202,0.55565,0.08741,0.07955,0.06439,0.213
basic,105,20,1.2,0.53211,0.53037,0.54894,0.09819,0.0726,0.06962,0.21065
basic,105,50,0.05,0.56575,0.41486,0.53806,0.08502,0.0798,0.07428,0.22284
basic,105,50,0.06385,0.55849,0.41394,0.53846,0.08708,0.07938,0.07262,0.22246
basic,105,50,0.08153,0.55776,0.41451,0.53834,0.08685,0.08161,0.07268,0.22051
basic,105,50,0.10411,0.55173,0.43168,0.53408,0.08995,0.08217,0.07563,0.21818
basic,105,50,0.13294,0.57771,0.44049,0.52483,0.0858,0.08077,0.08202,0.22659
basic,105,50,0.16975,0.56808,0.46248,0.52288,0.08962,0.08204,0.08425,0.22121
basic,105,50,0.21677,0.57149,0.46975,0.52714,0.08921,0.08047,0.08609,0.21709
basic,105,50,0.2768,0.55392,0.48492,0.5262,0.0942,0.0811,0.08609,0.21241
basic,105,50,0.35345,0.53654,0.44756,0.53143,0.10019,0.07872,0.07747,0.2122
basic,105,50,0.45134,0.53803,0.46774,0.51965,0.10547,0.07542,0.0815,0.21796
basic,105,50,0.57633,0.52697,0.49574,0.51122,0.10959,0.07805,0.08683,0.21431
basic,105,50,0.73594,0.52208,0.53063,0.51402,0.11473,0.07348,0.09056,0.20722
basic,105,50,0.93975,0.46992,0.56472,0.51581,0.13368,0.07304,0.09032,0.18715
basic,105,50,1.2,0.44775,0.5558,0.51334,0.1453,0.06886,0.08369,0.1888
basic,210,5,0.05,0.67025,0.18472,0.59856,0.00692,0.11827,0.01173,0.26452
basic,210,5,0.06385,0.67357,0.1865,0.59759,0.00708,0.11677,0.01217,0.26638
basic,210,5,0.08153,0.66851,0.1794,0.59963,0.00775,0.11759,0.01169,0.26334
basic,210,5,0.10411,0.6676,0.19145,0.59873,0.00847,0.11757,0.01256,0.26267
basic,210,5,0.13294,0.66124,0.21687,0.59757,0.00906,0.12084,0.01387,0.25867
basic,210,5,0.16975,0.65806,0.23124,0.59892,0.00977,0.12095,0.01473,0.25563
basic,210,5,0.21677,0.65597,0.25567,0.59875,0.01218,0.11944,0.01686,0.25276
basic,210,5,0.2768,0.6674,0.28793,0.59447,0.01332,0.11474,0.01977,0.2577
basic,210,5,0.35345,0.65637,0.31896,0.58705,0.01771,0.11456,0.02352,0.25715
basic,210,5,0.45134,0.6456,0.42736,0.58671,0.02696,0.10992,0.03079,0.24562
basic,210,5,0.57633,0.6495,0.54874,0.57395,0.03222,0.10525,0.04066,0.24793
basic,210,5,0.73594,0.61751,0.64649,0.56716,0.04915,0.10177,0.04836,0.23357
basic,210,5,0.93975,0.58884,0.7911,0.55811,0.0731,0.08556,0.06032,0.22291
basic,210,5,1.2,0.5362,0.99812,0.54557,0.10278,0.07983,0.07096,0.20087
basic,210,10,0.05,0.67256,0.21718,0.5893,0.01491,0.10991,0.02236,0.26352
basic,210,10,0.06385,0.67189,0.21926,0.58885,0.01521,0.10999,0.02296,0.26298
basic,210,10,0.08153,0.66669,0.21352,0.58858,0.01654,0.11083,0.02225,0.26179
basic,210,10,0.10411,0.66478,0.22841,0.58486,0.01733,0.11345,0.02355,0.26081
basic,210,10,0.13294,0.66804,0.23266,0.58291,0.01742,0.11164,0.02411,0.26392
basic,210,10,0.16975,0.66186,0.24441,0.5814,0.01887,0.11203,0.02516,0.26254
basic,210,10,0.21677,0.64891,0.25479,0.58322,0.02401,0.10956,0.02566,0.25754
basic,210,10,0.2768,0.63813,0.28257,0.58303,0.02959,0.10688,0.02838,0.25211
basic,210,10,0.35345,0.63167,0.36471,0.58038,0.03188,0.10967,0.03783,0.24024
basic,210,10,0.45134,0.62543,0.39633,0.57346,0.04356,0.10023,0.042,0.24075
basic,210,10,0.57633,0.62811,0.52271,0.56866,0.05213,0.0932,0.05566,0.23035
basic,210,10,0.73594,0.58479,0.59802,0.56218,0.07709,0.08269,0.06457,0.21347
basic,210,10,0.93975,0.55683,0.7129,0.54931,0.09531,0.07812,0.07778,0.19948
basic,210,10,1.2,0.5055,0.76417,0.53394,0.12135,0.07336,0.0823,0.18905
basic,210,20,0.05,0.64763,0.27747,0.58263,0.02899,0.10682,0.03785,0.24371
basic,210,20,0.06385,0.64076,0.28346,0.5846,0.03058,0.10743,0.03819,0.2392
basic,210,20,0.08153,0.63647,0.29411,0.58389,0.03188,0.10708,0.03981,0.23734
basic,210,20,0.10411,0.63813,0.295,0.58041,0.03327,0.10731,0.04185,0.23716
basic,210,20,0.13294,0.63951,0.30663,0.57805,0.03441,0.10665,0.0434,0.23748
basic,210,20,0.16975,0.62561,0.33284,0.57462,0.03896,0.10713,0.04697,0.23233
basic,210,20,0.21677,0.63456,0.35675,0.57127,0.04036,0.10345,0.05228,0.23264
basic,210,20,0.2768,0.62013,0.41308,0.57088,0.04656,0.10078,0.06123,0.22054
basic,210,20,0.35345,0.61944,0.42112,0.56259,0.05405,0.0967,0.06202,0.22465
basic,210,20,0.45134,0.61668,0.48333,0.55369,0.06133,0.09175,0.07226,0.22097
basic,210,20,0.57633,0.57292,0.54032,0.55256,0.08079,0.08476,0.07682,0.20508
basic,210,20,0.73594,0.56218,0.59462,0.53738,0.09841,0.07692,0.08974,0.19754
basic,210,20,0.93975,0.51805,0.63898,0.53273,0.11971,0.07448,0.09103,0.18205
basic,210,20,1.2,0.49722,0.71212,0.51995,0.13545,0.06953,0.1041,0.17097
basic,210,50,0.05,0.6179,0.44708,0.5521,0.06325,0.0921,0.08398,0.20857
basic,210,50,0.06385,0.61008,0.45028,0.54969,0.06445,0.09364,0.08495,0.20726
basic,210,50,0.08153,0.60482,0.46274,0.54726,0.06697,0.09156,0.08912,0.20509
basic,210,50,0.10411,0.61121,0.47695,0.54277,0.06921,0.08695,0.09433,0.20675
basic,210,50,0.13294,0.60588,0.48285,0.5414,0.07463,0.0844,0.09257,0.207
basic,210,50,0.16975,0.61102,0.49541,0.53615,0.0759,0.08401,0.09771,0.20624
basic,210,50,0.21677,0.60348,0.51633,0.53484,0.07913,0.08714,0.10133,0.19756
basic,210,50,0.2768,0.57517,0.52566,0.53097,0.0918,0.08197,0.10052,0.19473
basic,210,50,0.35345,0.59516,0.56244,0.51456,0.09253,0.07816,0.11552,0.19923
basic,210,50,0.45134,0.58173,0.56767,0.51666,0.10094,0.0734,0.11616,0.19283
basic,210,50,0.57633,0.53844,0.63605,0.51655,0.1198,0.07529,0.11961,0.16876
basic,210,50,0.73594,0.53249,0.64294,0.50369,0.13416,0.06808,0.12537,0.1687
basic,210,50,0.93975,0.49089,0.65101,0.49827,0.15353,0.06781,0.12095,0.15944
basic,210,50,1.2,0.45806,0.66321,0.48252,0.17732,0.06266,0.11999,0.1575
basic,420,5,0.05,0.63247,0.10887,0.59159,0.00485,0.13696,0.00755,0.25905
basic,420,5,0.06385,0.62597,0.11169,0.59293,0.00585,0.13795,0.00755,0.25572
basic,420,5,0.08153,0.62962,0.11114,0.59134,0.00649,0.13684,0.00742,0.2579
basic,420,5,0.10411,0.63284,0.12103,0.58972,0.00715,0.13583,0.00809,0.25921
basic,420,5,0.13294,0.63808,0.15519,0.59077,0.00755,0.13325,0.0105,0.25793
basic,420,5,0.16975,0.63493,0.19003,0.59243,0.00979,0.13176,0.01259,0.25342
basic,420,5,0.21677,0.63447,0.23784,0.58806,0.01344,0.12972,0.01636,0.25241
basic,420,5,0.2768,0.63147,0.31476,0.58224,0.01704,0.12911,0.0222,0.24941
basic,420,5,0.35345,0.63336,0.44205,0.5765,0.02776,0.11892,0.03299,0.24383
basic,420,5,0.45134,0.6033,0.67928,0.57097,0.0468,0.11297,0.04948,0.21979
basic,420,5,0.57633,0.59728,0.93963,0.55583,0.06922,0.09461,0.07334,0.207
basic,420,5,0.73594,0.56291,1.18076,0.53128,0.10021,0.08469,0.09388,0.18994
basic,420,5,0.93975,0.52007,1.39322,0.50839,0.13353,0.07125,0.11324,0.17359
basic,420,5,1.2,0.44727,1.48979,0.48604,0.17856,0.06906,0.11042,0.15592
basic,420,10,0.05,0.63713,0.13382,0.59029,0.0093,0.13204,0.01423,0.25414
basic,420,10,0.06385,0.64114,0.14935,0.5889,0.00942,0.13232,0.01578,0.25357
basic,420,10,0.08153,0.6354,0.15451,0.58806,0.0112,0.13219,0.01625,0.25231
basic,420,10,0.10411,0.63062,0.16798,0.5857,0.01303,0.13241,0.01827,0.2506
basic,420,10,0.13294,0.63528,0.18491,0.58431,0.01473,0.12922,0.01962,0.25212
basic,420,10,0.16975,0.62984,0.21695,0.58498,0.0192,0.12691,0.02378,0.24514
basic,420,10,0.21677,0.61856,0.26772,0.58192,0.02529,0.12598,0.02945,0.23735
basic,420,10,0.2768,0.62237,0.34766,0.57567,0.03266,0.11768,0.03847,0.23552
basic,420,10,0.35345,0.61215,0.48764,0.56829,0.04765,0.10845,0.0554,0.22021
basic,420,10,0.45134,0.59402,0.60688,0.55502,0.07041,0.09336,0.07023,0.21097
basic,420,10,0.57633,0.56277,0.76395,0.54365,0.09337,0.08518,0.08826,0.18954
basic,420,10,0.73594,0.52684,0.92632,0.52523,0.12232,0.07722,0.10791,0.16732
basic,420,10,0.93975,0.49023,1.01863,0.50138,0.15378,0.06961,0.11826,0.15698
basic,420,10,1.2,0.44003,1.08402,0.48028,0.19176,0.06159,0.12045,0.14592
basic,420,20,0.05,0.62923,0.1939,0.58044,0.02085,0.12753,0.02788,0.2433
basic,420,20,0.06385,0.63703,0.19886,0.57955,0.02089,0.12428,0.02925,0.24603
basic,420,20,0.08153,0.63806,0.21715,0.577,0.02361,0.12228,0.03156,0.24555
basic,420,20,0.10411,0.62762,0.24544,0.57645,0.02575,0.12358,0.03671,0.23752
basic,420,20,0.13294,0.62728,0.27295,0.57459,0.03052,0.11916,0.04095,0.23478
basic,420,20,0.16975,0.63462,0.30159,0.57116,0.03584,0.11059,0.04653,0.23589
basic,420,20,0.21677,0.62031,0.34609,0.56853,0.04349,0.10899,0.05328,0.2257
basic,420,20,0.2768,0.60384,0.4208,0.56022,0.05901,0.103,0.0654,0.21238
basic,420,20,0.35345,0.59236,0.51454,0.55388,0.07162,0.0963,0.07861,0.19959
basic,420,20,0.45134,0.57362,0.59288,0.53715,0.09195,0.08502,0.09555,0.19033
basic,420,20,0.57633,0.56005,0.70518,0.52122,0.11256,0.07522,0.11682,0.17419
basic,420,20,0.73594,0.51541,0.74806,0.5055,0.14317,0.06848,0.119,0.16385
basic,420,20,0.93975,0.47227,0.84572,0.49112,0.17635,0.0589,0.13047,0.14315
basic,420,20,1.2,0.43685,0.8994,0.46784,0.20717,0.05277,0.13746,0.13476
basic,420,50,0.05,0.62124,0.35314,0.55754,0.04861,0.10719,0.0691,0.21756
basic,420,50,0.06385,0.62131,0.36388,0.55513,0.04976,0.10608,0.0726,0.21643
basic,420,50,0.08153,0.62932,0.39165,0.55049,0.05187,0.10412,0.07947,0.21405
basic,420,50,0.10411,0.61595,0.39924,0.54872,0.05983,0.10183,0.07943,0.21019
basic,420,50,0.13294,0.61094,0.42148,0.54411,0.06595,0.09878,0.08491,0.20625
basic,420,50,0.16975,0.61528,0.45387,0.53855,0.07324,0.08965,0.09399,0.20457
basic,420,50,0.21677,0.59067,0.4893,0.53594,0.0835,0.08936,0.09932,0.19189
basic,420,50,0.2768,0.57655,0.55241,0.52898,0.09918,0.08263,0.11211,0.1771
basic,420,50,0.35345,0.56281,0.59321,0.51326,0.11206,0.07997,0.12395,0.17077
basic,420,50,0.45134,0.53541,0.63474,0.50639,0.13223,0.07223,0.13006,0.15909
basic,420,50,0.57633,0.50902,0.68181,0.49374,0.15778,0.06067,0.13996,0.14785
basic,420,50,0.73594,0.50333,0.72502,0.47628,0.17497,0.05474,0.14916,0.14485
basic,420,50,0.93975,0.46085,0.76901,0.4681,0.19546,0.05534,0.15104,0.13006
basic,420,50,1.2,0.42002,0.77072,0.45756,0.22852,0.04448,0.14542,0.12401
basic,840,5,0.05,0.64557,0.08449,0.61572,0.00373,0.12343,0.00575,0.25136
basic,840,5,0.06385,0.63932,0.09753,0.61417,0.00495,0.12464,0.00653,0.24971
basic,840,5,0.08153,0.64437,0.12236,0.61334,0.00555,0.12226,0.00836,0.25049
basic,840,5,0.10411,0.64623,0.14814,0.61208,0.00702,0.12051,0.01027,0.25013
basic,840,5,0.13294,0.64168,0.22063,0.60803,0.0109,0.12002,0.01532,0.24572
basic,840,5,0.16975,0.6377,0.31646,0.60207,0.0162,0.11759,0.02271,0.24143
basic,840,5,0.21677,0.62826,0.494,0.5934,0.02518,0.11439,0.03675,0.23028
basic,840,5,0.2768,0.6066,0.72074,0.58148,0.04318,0.1086,0.05309,0.21364
basic,840,5,0.35345,0.59071,0.96012,0.55947,0.06324,0.10103,0.07502,0.20125
basic,840,5,0.45134,0.56199,1.18826,0.52888,0.09613,0.08945,0.09732,0.18822
basic,840,5,0.57633,0.52706,1.45477,0.49563,0.13449,0.07831,0.12295,0.16862
basic,840,5,0.73594,0.46413,1.63337,0.46056,0.18861,0.06708,0.13505,0.1487
basic,840,5,0.93975,0.38508,1.724,0.42339,0.2545,0.05809,0.13314,0.13087
basic,840,5,1.2,0.34381,1.86348,0.38664,0.30626,0.05246,0.13647,0.11818
basic,840,10,0.05,0.64482,0.1027,0.61056,0.00732,0.12129,0.01075,0.25009
basic,840,10,0.06385,0.64376,0.12482,0.6087,0.00742,0.12248,0.01252,0.24888
basic,840,10,0.08153,0.64384,0.15262,0.60795,0.00923,0.12088,0.01593,0.24602
basic,840,10,0.10411,0.6398,0.17923,0.60425,0.01336,0.1188,0.01891,0.24468
basic,840,10,0.13294,0.64509,0.25066,0.59573,0.01545,0.11798,0.0277,0.24315
basic,840,10,0.16975,0.62116,0.32821,0.59364,0.028,0.11475,0.03566,0.22796
basic,840,10,0.21677,0.62265,0.46803,0.57823,0.03839,0.10895,0.05337,0.22107
basic,840,10,0.2768,0.59651,0.58954,0.56451,0.05883,0.10154,0.06814,0.20698
basic,840,10,0.35345,0.58514,0.73781,0.54035,0.07785,0.09521,0.09047,0.19612
basic,840,10,0.45134,0.54888,0.90866,0.51447,0.11302,0.08581,0.11307,0.17363
basic,840,10,0.57633,0.50713,1.06164,0.48815,0.15238,0.07468,0.13194,0.15285
basic,840,10,0.73594,0.44715,1.15024,0.46043,0.20053,0.06465,0.13942,0.13497
basic,840,10,0.93975,0.41774,1.26373,0.42679,0.24117,0.05315,0.15594,0.12295
basic,840,10,1.2,0.34981,1.32126,0.39771,0.29999,0.04586,0.14703,0.10941
basic,840,20,0.05,0.64155,0.13745,0.60404,0.01317,0.11891,0.01917,0.24471
basic,840,20,0.06385,0.64112,0.16014,0.60097,0.01489,0.11837,0.02295,0.24282
basic,840,20,0.08153,0.63496,0.18029,0.59936,0.01835,0.11761,0.02618,0.23849
basic,840,20,0.10411,0.63167,0.22279,0.59235,0.02287,0.11651,0.03284,0.23544
basic,840,20,0.13294,0.6307,0.29683,0.58654,0.02867,0.11324,0.04391,0.22764
basic,840,20,0.16975,0.61303,0.3628,0.57882,0.04082,0.10867,0.05531,0.21638
basic,840,20,0.21677,0.60707,0.45093,0.56145,0.05485,0.10355,0.07062,0.20953
basic,840,20,0.2768,0.58116,0.55429,0.54271,0.07607,0.09903,0.08883,0.19336
basic,840,20,0.35345,0.55121,0.6738,0.52595,0.10547,0.0877,0.10832,0.17256
basic,840,20,0.45134,0.51697,0.77278,0.50134,0.14005,0.07743,0.12643,0.15475
basic,840,20,0.57633,0.48879,0.85443,0.47904,0.17053,0.06642,0.1424,0.14161
basic,840,20,0.73594,0.45625,0.94335,0.45509,0.20701,0.0563,0.15662,0.12499
basic,840,20,0.93975,0.41238,0.9794,0.43149,0.24196,0.0511,0.15918,0.11628
basic,840,20,1.2,0.36415,1.0238,0.40358,0.29051,0.04331,0.15806,0.10454
basic,840,50,0.05,0.63657,0.24718,0.58242,0.03028,0.11077,0.04644,0.23008
basic,840,50,0.06385,0.62742,0.2752,0.58218,0.03514,0.10864,0.05144,0.22261
basic,840,50,0.08153,0.61793,0.30014,0.57486,0.04235,0.10805,0.05641,0.21832
basic,840,50,0.10411,0.60943,0.34454,0.5676,0.05075,0.10421,0.06648,0.21095
basic,840,50,0.13294,0.6068,0.39593,0.55776,0.06049,0.09851,0.0781,0.20515
basic,840,50,0.16975,0.58978,0.46839,0.54716,0.0726,0.09797,0.09265,0.18963
basic,840,50,0.21677,0.57418,0.51299,0.52811,0.09273,0.0892,0.10568,0.18427
basic,840,50,0.2768,0.55072,0.60186,0.51542,0.11395,0.0837,0.12432,0.1626
basic,840,50,0.35345,0.53572,0.6589,0.49044,0.13802,0.07414,0.14201,0.15538
basic,840,50,0.45134,0.50231,0.71407,0.47537,0.16921,0.06516,0.15238,0.13788
basic,840,50,0.57633,0.47516,0.77096,0.45918,0.1969,0.05747,0.16256,0.12388
basic,840,50,0.73594,0.45352,0.79208,0.43946,0.21932,0.05128,0.1701,0.11985
basic,840,50,0.93975,0.4221,0.84964,0.42789,0.24819,0.04665,0.17515,0.10212
basic,840,50,1.2,0.37082,0.87321,0.41665,0.28839,0.0386,0.167,0.08936
basic,1680,5,0.05,0.67043,0.09346,0.63079,0.00387,0.10845,0.00649,0.2504
basic,1680,5,0.06385,0.67285,0.15029,0.6287,0.00545,0.10663,0.01056,0.24865
basic,1680,5,0.08153,0.66769,0.22918,0.62598,0.00951,0.10506,0.01628,0.24317
basic,1680,5,0.10411,0.65951,0.38287,0.61525,0.01637,0.10437,0.02783,0.23618
basic,1680,5,0.13294,0.65057,0.61757,0.60055,0.02968,0.09833,0.04634,0.2251
basic,1680,5,0.16975,0.63392,0.91166,0.57771,0.04632,0.09423,0.07294,0.20879
basic,1680,5,0.21677,0.60517,1.16171,0.55031,0.0722,0.08798,0.09698,0.19253
basic,1680,5,0.2768,0.5633,1.39845,0.52063,0.10409,0.08331,0.11878,0.17318
basic,1680,5,0.35345,0.51823,1.56863,0.4883,0.14164,0.07646,0.13581,0.15779
basic,1680,5,0.45134,0.47361,1.74268,0.45441,0.18679,0.06851,0.14952,0.14077
basic,1680,5,0.57633,0.41712,1.86723,0.416,0.24326,0.06001,0.15602,0.1247
basic,1680,5,0.73594,0.32838,1.88861,0.36531,0.33004,0.05169,0.14199,0.11097
basic,1680,5,0.93975,0.23825,1.83339,0.31807,0.42953,0.04318,0.11247,0.09675
basic,1680,5,1.2,0.21871,1.98067,0.27385,0.48206,0.03753,0.12039,0.08617
basic,1680,10,0.05,0.67263,0.12847,0.6271,0.00733,0.10554,0.01325,0.24678
basic,1680,10,0.06385,0.66335,0.17703,0.62541,0.01139,0.10486,0.01873,0.2396
basic,1680,10,0.08153,0.66242,0.25731,0.61544,0.01656,0.10303,0.02763,0.23733
basic,1680,10,0.10411,0.65789,0.39391,0.60434,0.02594,0.09859,0.04388,0.22725
basic,1680,10,0.13294,0.6356,0.54942,0.58812,0.04218,0.0946,0.06355,0.21154
basic,1680,10,0.16975,0.61405,0.70145,0.56518,0.06222,0.08943,0.08466,0.1985
basic,1680,10,0.21677,0.58318,0.84262,0.53921,0.08852,0.0843,0.10483,0.18314
basic,1680,10,0.2768,0.55772,0.99722,0.51023,0.11733,0.07614,0.12933,0.16697
basic,1680,10,0.35345,0.52084,1.12649,0.48515,0.14828,0.07117,0.14739,0.14801
basic,1680,10,0.45134,0.48633,1.21498,0.4568,0.18393,0.06448,0.15964,0.13515
basic,1680,10,0.57633,0.44339,1.3154,0.43063,0.22903,0.05245,0.1696,0.11829
basic,1680,10,0.73594,0.37337,1.36683,0.39248,0.29166,0.04578,0.16584,0.10424
basic,1680,10,0.93975,0.29589,1.38078,0.3437,0.37546,0.04077,0.14878,0.09129
basic,1680,10,1.2,0.22854,1.41306,0.29376,0.45784,0.03629,0.13435,0.07775
basic,1680,20,0.05,0.6689,0.16437,0.61961,0.01448,0.10138,0.02364,0.24088
basic,1680,20,0.06385,0.66188,0.21766,0.61398,0.01889,0.10118,0.0316,0.23434
basic,1680,20,0.08153,0.65248,0.30241,0.60487,0.02788,0.09834,0.04479,0.22411
basic,1680,20,0.10411,0.64196,0.39364,0.58946,0.04,0.09424,0.06108,0.21522
basic,1680,20,0.13294,0.62522,0.50474,0.57072,0.05601,0.09052,0.08102,0.20174
basic,1680,20,0.16975,0.58814,0.62085,0.54998,0.08171,0.08551,0.10058,0.18221
basic,1680,20,0.21677,0.57231,0.72966,0.52419,0.10371,0.07889,0.12458,0.16863
basic,1680,20,0.2768,0.54271,0.80797,0.49845,0.13404,0.06966,0.14177,0.15608
basic,1680,20,0.35345,0.52102,0.9082,0.47373,0.15994,0.06423,0.16279,0.13932
basic,1680,20,0.45134,0.49105,0.96943,0.45295,0.19225,0.05436,0.1744,0.12604
basic,1680,20,0.57633,0.45075,1.03169,0.43522,0.22661,0.04867,0.17986,0.10965
basic,1680,20,0.73594,0.40997,1.07793,0.41075,0.26607,0.04205,0.18307,0.09805
basic,1680,20,0.93975,0.3349,1.10464,0.37292,0.33523,0.03688,0.17051,0.08445
basic,1680,20,1.2,0.25937,1.11028,0.32245,0.4209,0.03165,0.1497,0.0753
basic,1680,50,0.05,0.65303,0.2505,0.60215,0.02959,0.09709,0.04687,0.22431
basic,1680,50,0.06385,0.65168,0.31147,0.59182,0.0358,0.09482,0.05992,0.21764
basic,1680,50,0.08153,0.63914,0.38322,0.58052,0.04692,0.09152,0.07591,0.20513
basic,1680,50,0.10411,0.62368,0.45,0.56295,0.06285,0.08642,0.09263,0.19515
basic,1680,50,0.13294,0.60074,0.52814,0.54515,0.08208,0.08205,0.11097,0.17975
basic,1680,50,0.16975,0.57838,0.60561,0.52091,0.10468,0.07619,0.1327,0.16553
basic,1680,50,0.21677,0.55222,0.66997,0.49968,0.13227,0.06881,0.14807,0.15118
basic,1680,50,0.2768,0.52552,0.72984,0.4786,0.15529,0.0654,0.16354,0.13716
basic,1680,50,0.35345,0.49928,0.77747,0.45912,0.18331,0.05718,0.17577,0.12462
basic,1680,50,0.45134,0.47769,0.83053,0.44102,0.21216,0.04776,0.18755,0.11151
basic,1680,50,0.57633,0.45283,0.86393,0.43022,0.23446,0.04308,0.19134,0.1009
basic,1680,50,0.73594,0.42935,0.89354,0.41515,0.25944,0.03691,0.1966,0.09189
basic,1680,50,0.93975,0.38551,0.91814,0.39847,0.29608,0.03316,0.19159,0.0807
basic,1680,50,1.2,0.31776,0.93398,0.36705,0.35393,0.03085,0.17729,0.07088
