method,ppdu_dist,N,W_eff,seed,visit,successes,oracle_successes,efficiency,useful_slots,W_eff_utilization,viable_slots_wasted,collision_rate,tau_rmse,false_trigger_rate
and,uniform,30,20,42,1000,0.835,2.395,0.38231666666666625,3.328,0.16640000000000074,0.424,0.9223277257872904,0.0,0.0
pnd,uniform,30,20,42,1000,2.152,2.395,0.9789499999999978,14.192,0.7096000000000005,3.152,0.17407452547452573,0.0,0.0
oracle,uniform,30,20,42,1000,2.428,2.395,1.104549999999999,15.233,0.7616500000000012,2.204,0.22911813464313466,0.0,0.0
dcf_self_excl,uniform,30,20,123,1000,1.858,2.37,0.8511666666666662,12.367,0.6183499999999998,5.121,0.10973946470196505,0.0,0.0
ema_ad_low,uniform,30,20,123,1000,2.114,2.37,0.9695833333333316,14.032,0.7016000000000004,3.429,0.15032737923840875,0.039441814354807155,4.978219101649984
consec_L2,uniform,30,20,123,1000,2.022,2.37,0.923999999999999,13.282,0.6641,4.281,0.11789844322344357,0.04601752570290386,2.5213687617937626
and,uniform,30,20,123,1000,0.822,2.37,0.37974999999999925,3.359,0.16795000000000068,0.425,0.9227185530156169,0.0,0.0
pnd,uniform,30,20,123,1000,2.161,2.37,0.985416666666665,14.096,0.7048000000000003,3.184,0.18237765429015432,0.0,0.0
oracle,uniform,30,20,123,1000,2.436,2.37,1.109249999999999,15.437,0.7718500000000017,2.101,0.22335955849705824,0.0,0.0
dcf_self_excl,uniform,30,20,456,1000,1.881,2.44,0.8339999999999989,12.321,0.6160500000000001,5.135,0.11435603130529635,0.0,0.0
ema_ad_low,uniform,30,20,456,1000,2.139,2.44,0.954333333333331,14.092,0.7046000000000007,3.289,0.15798133875928008,0.039232920359257066,4.838088722062252
consec_L2,uniform,30,20,456,1000,2.056,2.44,0.9251666666666648,13.402,0.6700999999999997,4.232,0.11405440115440163,0.04262605390042176,2.4175706862581854
and,uniform,30,20,456,1000,0.807,2.44,0.3589166666666655,3.255,0.16275000000000062,0.413,0.9247233147571448,0.0,0.0
pnd,uniform,30,20,456,1000,2.13,2.44,0.9512499999999978,14.12,0.7060000000000004,3.17,0.1815915154290155,0.0,0.0
oracle,uniform,30,20,456,1000,2.427,2.44,1.081999999999998,15.338,0.7668999999999999,2.079,0.23062846320346286,0.0,0.0
dcf_self_excl,uniform,30,20,789,1000,1.884,2.408,0.849549999999998,12.383,0.6191500000000002,5.103,0.11055802636905603,0.0,0.0
ema_ad_low,uniform,30,20,789,1000,2.149,2.408,0.966933333333331,14.175,0.708750000000001,3.238,0.1590936716061718,0.03834960417321056,4.974849368686871
consec_L2,uniform,30,20,789,1000,2.028,2.408,0.9155499999999974,13.466,0.6733000000000002,4.172,0.11408907228392563,0.044203822950110175,2.5400953104085446
and,uniform,30,20,789,1000,0.805,2.408,0.3679499999999991,3.273,0.1636500000000006,0.454,0.9223073934235756,0.0,0.0
pnd,uniform,30,20,789,1000,2.197,2.408,0.9943333333333305,14.268,0.7134000000000015,3.067,0.17950053557553525,0.0,0.0
oracle,uniform,30,20,789,1000,2.43,2.408,1.0935499999999982,15.052,0.752600000000001,2.245,0.23910676268176254,0.0,0.0
dcf_self_excl,uniform,30,20,1234,1000,1.893,2.442,0.8464999999999986,12.509,0.6254500000000004,5.041,0.10821348512598535,0.0,0.0
ema_ad_low,uniform,30,20,1234,1000,2.118,2.442,0.9460833333333316,14.057,0.7028500000000004,3.41,0.14949411421911432,0.040878737631156056,4.82349043734044
consec_L2,uniform,30,20,1234,1000,1.983,2.442,0.8887666666666656,13.337,0.6668500000000004,4.268,0.11555110583860624,0.043760859109366515,2.5044021423021405
and,uniform,30,20,1234,1000,0.813,2.442,0.3650333333333327,3.313,0.1656500000000008,0.44,0.9231123258277723,0.0,0.0
pnd,uniform,30,20,1234,1000,2.176,2.442,0.9733166666666635,14.247,0.7123500000000008,3.065,0.18071233072483076,0.0,0.0
oracle,uniform,30,20,1234,1000,2.412,2.442,1.0774666666666648,15.262,0.7631000000000006,2.183,0.22973520507270506,0.0,0.0
dcf_self_excl,uniform,30,50,42,1000,4.648,5.66,0.8455833333333322,33.167,0.6633400000000004,12.183,0.14756116986184978,0.0,0.0
ema_ad_low,uniform,30,50,42,1000,5.297,5.66,0.9621428571428577,38.239,0.7647799999999998,7.417,0.17658905401260766,0.02730912497037592,5.674606395673613
consec_L2,uniform,30,50,42,1000,4.998,5.66,0.9078142857142851,36.198,0.7239600000000009,10.031,0.12551968623777066,0.03341382456800485,5.601965788485292
and,uniform,30,50,42,1000,2.108,5.66,0.38409404761904664,13.203,0.2640599999999995,1.026,0.9144178672155874,0.0,0.0
pnd,uniform,30,50,42,1000,5.368,5.66,0.9752928571428567,38.57,0.7713999999999991,6.068,0.24254992427375074,0.0,0.0
oracle,uniform,30,50,42,1000,5.732,5.66,1.0444119047619058,39.769,0.79538,5.367,0.248696349894815,0.0,0.0
dcf_self_excl,uniform,30,50,123,1000,4.58,5.638,0.8368071428571409,33.059,0.6611800000000005,12.238,0.1509346455274537,0.0,0.0
ema_ad_low,uniform,30,50,123,1000,5.293,5.638,0.9657952380952394,38.448,0.7689600000000001,7.314,0.1718773531347808,0.029042294186031083,5.4671939381444545
consec_L2,uniform,30,50,123,1000,5.033,5.638,0.9188690476190461,36.2,0.7239999999999984,10.035,0.1236285866893544,0.0336342042889854,5.712482681243138
and,uniform,30,50,123,1000,2.122,5.638,0.38830238095237946,13.371,0.26742000000000027,1.033,0.9137671753806027,0.0,0.0
pnd,uniform,30,50,123,1000,5.359,5.638,0.9783607142857147,38.526,0.7705200000000006,6.143,0.24307208980126668,0.0,0.0
oracle,uniform,30,50,123,1000,5.69,5.638,1.037476190476192,39.942,0.7988400000000005,5.186,0.25360912017345383,0.0,0.0
dcf_self_excl,uniform,30,50,456,1000,4.626,5.783,0.8222884920634901,33.013,0.6602600000000006,12.238,0.15346557988692677,0.0,0.0
ema_ad_low,uniform,30,50,456,1000,5.369,5.783,0.9559849206349214,38.357,0.767140000000001,7.235,0.18202290946524155,0.028699854677247318,5.192027844404314
consec_L2,uniform,30,50,456,1000,5.065,5.783,0.9011940476190473,36.218,0.7243599999999994,10.04,0.12381228965260625,0.03321501760033678,5.640688684141584
and,uniform,30,50,456,1000,2.14,5.783,0.3814833333333318,13.508,0.27016,1.064,0.9118941602556344,0.0,0.0
pnd,uniform,30,50,456,1000,5.338,5.783,0.9490623015873016,38.136,0.7627200000000008,6.264,0.24879964845827626,0.0,0.0
oracle,uniform,30,50,456,1000,5.753,5.783,1.0222924603174612,39.852,0.797039999999999,5.241,0.251541911144823,0.0,0.0
dcf_self_excl,uniform,30,50,789,1000,4.634,5.656,0.8406103174603159,33.018,0.6603600000000002,12.304,0.14770980683412477,0.0,0.0
ema_ad_low,uniform,30,50,789,1000,5.36,5.656,0.9722380952380949,38.18,0.7636,7.363,0.18293115167548382,0.027651805942079586,5.512466678106346
consec_L2,uniform,30,50,789,1000,5.043,5.656,0.9139214285714287,36.242,0.7248399999999995,9.97,0.1234668352537811,0.03371690125363402,5.543651189567345
and,uniform,30,50,789,1000,2.149,5.656,0.38985674603174475,13.532,0.27064000000000055,0.996,0.9138977117087491,0.0,0.0
pnd,uniform,30,50,789,1000,5.462,5.656,0.9903706349206357,38.374,0.7674800000000019,6.196,0.24339594994299313,0.0,0.0
oracle,uniform,30,50,789,1000,5.72,5.656,1.0379297619047625,39.693,0.79386,5.32,0.254196213780351,0.0,0.0
dcf_self_excl,uniform,30,50,1234,1000,4.605,5.73,0.8261757936507909,33.153,0.6630600000000014,12.162,0.1488031839653267,0.0,0.0
ema_ad_low,uniform,30,50,1234,1000,5.279,5.73,0.9460496031746024,38.269,0.7653799999999993,7.371,0.17649400144534047,0.028164298793853956,5.485318763469204
consec_L2,uniform,30,50,1234,1000,5.001,5.73,0.8966869047619049,36.256,0.72512,9.987,0.127198403241505,0.032733731160443376,5.797209031801989
and,uniform,30,50,1234,1000,2.143,5.73,0.3839845238095215,13.215,0.2642999999999999,1.038,0.913232368512835,0.0,0.0
pnd,uniform,30,50,1234,1000,5.378,5.73,0.9646349206349205,38.333,0.7666599999999989,6.198,0.24368368179829544,0.0,0.0
oracle,uniform,30,50,1234,1000,5.658,5.73,1.0158440476190491,39.686,0.793719999999999,5.353,0.2568891548732268,0.0,0.0
dcf_self_excl,uniform,30,100,42,1000,9.185,11.122,0.8355123681873688,66.92,0.6692000000000008,24.265,0.1726391559260354,0.0,0.0
ema_ad_low,uniform,30,100,42,1000,10.657,11.122,0.9687029859029851,78.057,0.7805699999999987,15.073,0.16572419526178872,0.02658682677611703,7.077727859173257
consec_L2,uniform,30,100,42,1000,10.068,11.122,0.915160495060496,74.041,0.7404099999999997,20.139,0.11956110410716006,0.03041415641853546,6.946398864834657
and,uniform,30,100,42,1000,5.375,11.122,0.4895862914862911,37.811,0.3781100000000001,2.385,0.8810539273556663,0.0,0.0
pnd,uniform,30,100,42,1000,10.719,11.122,0.974525432900432,78.933,0.7893299999999993,11.193,0.26952059953734603,0.0,0.0
oracle,uniform,30,100,42,1000,11.158,11.122,1.0147866258741256,80.858,0.8085799999999983,10.507,0.2552975545658378,0.0,0.0
dcf_self_excl,uniform,30,100,123,1000,9.109,11.109,0.8303506743256754,67.043,0.67043,24.202,0.1731134060291517,0.0,0.0
ema_ad_low,uniform,30,100,123,1000,10.595,11.109,0.9640704434454427,78.166,0.7816599999999992,14.979,0.1662797380670266,0.025536104522933485,7.0594095178307175
consec_L2,uniform,30,100,123,1000,10.051,11.109,0.9148692696192688,74.059,0.7405899999999992,20.143,0.1195828530900686,0.030834264374918315,6.932816467840091
and,uniform,30,100,123,1000,5.233,11.109,0.47682044344544366,37.572,0.37571999999999994,2.413,0.8832360269132039,0.0,0.0
pnd,uniform,30,100,123,1000,10.739,11.109,0.9777294067044078,79.123,0.7912300000000004,11.124,0.26695503713148266,0.0,0.0
oracle,uniform,30,100,123,1000,11.1,11.109,1.0112252081252082,80.748,0.8074799999999988,10.36,0.2629927459787177,0.0,0.0
dcf_self_excl,uniform,30,100,456,1000,9.183,11.197,0.8297824564324556,67.008,0.6700800000000016,24.244,0.1722158605694461,0.0,0.0
ema_ad_low,uniform,30,100,456,1000,10.622,11.197,0.9600869713619712,78.007,0.7800699999999987,15.072,0.16688354223274496,0.02675020053478378,6.783868883409458
consec_L2,uniform,30,100,456,1000,10.135,11.197,0.9152788655788656,74.136,0.7413599999999998,20.128,0.11806814219857024,0.03114901171244376,6.770490474881535
and,uniform,30,100,456,1000,5.358,11.197,0.48419912032411966,38.088,0.38087999999999994,2.356,0.8812431321594288,0.0,0.0
pnd,uniform,30,100,456,1000,10.748,11.197,0.9713061161061144,78.729,0.7872899999999988,11.343,0.26850963175514614,0.0,0.0
oracle,uniform,30,100,456,1000,11.238,11.197,1.0149154789654777,80.79,0.807899999999999,10.441,0.2579477333209868,0.0,0.0
dcf_self_excl,uniform,30,100,789,1000,9.189,11.123,0.8355519008769019,66.964,0.6696400000000011,24.286,0.1725597736110375,0.0,0.0
ema_ad_low,uniform,30,100,789,1000,10.613,11.123,0.9645706696081678,77.789,0.7778900000000006,15.173,0.1684844363602106,0.026464330184350657,7.053637314515096
consec_L2,uniform,30,100,789,1000,10.102,11.123,0.9172504717504719,74.111,0.74111,20.122,0.11909784331726161,0.030770989268831383,6.788392356292277
and,uniform,30,100,789,1000,5.356,11.123,0.4871940614940613,37.89,0.378900000000001,2.331,0.8822305759676301,0.0,0.0
pnd,uniform,30,100,789,1000,10.829,11.123,0.984167279942279,78.873,0.7887299999999995,11.205,0.2688828178531737,0.0,0.0
oracle,uniform,30,100,789,1000,11.237,11.123,1.0220314504939498,80.905,0.8090499999999996,10.321,0.2599200419635532,0.0,0.0
dcf_self_excl,uniform,30,100,1234,1000,9.15,11.166,0.8292063991564002,67.58,0.6758000000000011,23.856,0.1705085562472264,0.0,0.0
ema_ad_low,uniform,30,100,1234,1000,10.578,11.166,0.9576860514485507,78.118,0.7811799999999987,15.019,0.1678489250064716,0.025743828812977952,7.117518904094133
consec_L2,uniform,30,100,1234,1000,10.05,11.166,0.9096645562770552,73.967,0.7396699999999995,20.238,0.11969199989954418,0.031147174624395903,6.9194551162507745
and,uniform,30,100,1234,1000,5.349,11.166,0.48452391913641857,37.8,0.37799999999999967,2.488,0.8801068771495338,0.0,0.0
pnd,uniform,30,100,1234,1000,10.73,11.166,0.9705133838383834,78.93,0.789299999999999,11.216,0.26921394128676074,0.0,0.0
oracle,uniform,30,100,1234,1000,11.131,11.166,1.007692621267621,80.77,0.8077,10.475,0.25792781366090317,0.0,0.0
dcf_self_excl,uniform,30,200,42,1000,17.793,22.036,0.8110882324131017,132.432,0.6621599999999995,54.458,0.13379122354752543,0.0,0.0
ema_ad_low,uniform,30,200,42,1000,21.152,22.036,0.9636294647931166,157.293,0.786464999999997,30.138,0.16746468212456173,0.030644445465773513,7.629393959836579
consec_L2,uniform,30,200,42,1000,20.091,22.036,0.9154524040991007,149.513,0.747565,40.713,0.11350857924567659,0.0362607369392378,6.320337085405277
and,uniform,30,200,42,1000,15.612,22.036,0.7110825229322933,115.44,0.5772000000000014,11.027,0.7294780505930949,0.0,0.0
pnd,uniform,30,200,42,1000,21.528,22.036,0.9807209250162215,160.136,0.8006799999999997,21.433,0.27496826293489895,0.0,0.0
oracle,uniform,30,200,42,1000,22.036,22.036,1.0037313793401934,162.564,0.8128199999999999,20.887,0.25943740508451674,0.0,0.0
dcf_self_excl,uniform,30,200,123,1000,17.738,22.036,0.8082734055424635,132.375,0.6618749999999992,54.504,0.13341950524718035,0.0,0.0
ema_ad_low,uniform,30,200,123,1000,21.158,22.036,0.9638565271747571,157.746,0.7887299999999979,29.808,0.1680714969411331,0.03044628231607398,7.6145461745060885
consec_L2,uniform,30,200,123,1000,20.108,22.036,0.9157780282531882,149.943,0.7497149999999991,40.324,0.11351926250526202,0.03584514400008287,6.354933393878807
and,uniform,30,200,123,1000,15.568,22.036,0.7091334201073852,115.782,0.5789100000000001,10.665,0.7325158267386972,0.0,0.0
pnd,uniform,30,200,123,1000,21.476,22.036,0.9781909778687556,160.37,0.8018499999999997,21.327,0.27479158000204135,0.0,0.0
oracle,uniform,30,200,123,1000,21.959,22.036,1.0004599403839063,162.904,0.8145200000000009,20.416,0.2634502639719664,0.0,0.0
dcf_self_excl,uniform,30,200,456,1000,17.829,22.163,0.8079625752078574,132.083,0.6604149999999991,54.91,0.1323320089315182,0.0,0.0
ema_ad_low,uniform,30,200,456,1000,21.207,22.163,0.9608099534643207,157.542,0.7877099999999987,30.008,0.1673371385971067,0.030079633229134418,7.519912875888593
consec_L2,uniform,30,200,456,1000,20.205,22.163,0.9154922738324183,149.842,0.7492100000000005,40.513,0.11245494300682841,0.03595375607893692,6.243543244573172
and,uniform,30,200,456,1000,15.735,22.163,0.7125514566093782,116.195,0.5809750000000004,10.828,0.7285824545433754,0.0,0.0
pnd,uniform,30,200,456,1000,21.574,22.163,0.9772465319164306,159.716,0.79858,21.553,0.2787371274948586,0.0,0.0
oracle,uniform,30,200,456,1000,22.189,22.163,1.0049383064106623,163.131,0.8156550000000005,20.36,0.259657614096369,0.0,0.0
dcf_self_excl,uniform,30,200,789,1000,17.76,22.131,0.8058849620738935,132.379,0.6618949999999986,54.625,0.1324564161703009,0.0,0.0
ema_ad_low,uniform,30,200,789,1000,21.214,22.131,0.9620122203873608,157.371,0.7868549999999997,30.099,0.16753651247615123,0.03030039707812971,7.621616628788463
consec_L2,uniform,30,200,789,1000,20.207,22.131,0.9164634154607163,149.649,0.7482449999999984,40.639,0.11293285016195506,0.03639881066832898,6.257788241449603
and,uniform,30,200,789,1000,15.705,22.131,0.7120070602686663,116.33,0.5816500000000002,10.438,0.7324397698627569,0.0,0.0
pnd,uniform,30,200,789,1000,21.593,22.131,0.979172756221781,160.029,0.8001450000000014,21.485,0.27469911864336205,0.0,0.0
oracle,uniform,30,200,789,1000,22.171,22.131,1.005622365930833,163.276,0.8163800000000017,20.051,0.26470369499873736,0.0,0.0
dcf_self_excl,uniform,30,200,1234,1000,17.746,22.112,0.8062016201180143,132.532,0.6626599999999987,54.397,0.1331224968233273,0.0,0.0
ema_ad_low,uniform,30,200,1234,1000,21.134,22.112,0.9596959278778261,157.451,0.7872549999999982,29.977,0.16935528410432893,0.03019396757044877,7.680776720035753
consec_L2,uniform,30,200,1234,1000,20.108,22.112,0.9129685863665048,149.7,0.7484999999999983,40.584,0.11303404984358163,0.036066097933581336,6.329275112880472
and,uniform,30,200,1234,1000,15.627,22.112,0.7091783819572641,115.869,0.5793450000000004,10.848,0.7298126427294295,0.0,0.0
pnd,uniform,30,200,1234,1000,21.565,22.112,0.9785828199408833,160.377,0.8018850000000006,21.336,0.273720926783055,0.0,0.0
oracle,uniform,30,200,1234,1000,22.102,22.112,1.0032122958964695,162.842,0.8142100000000003,20.587,0.2602698342160623,0.0,0.0
dcf_self_excl,uniform,50,20,42,1000,1.86,2.414,0.8445999999999984,12.227,0.6113500000000004,5.226,0.11359906866009838,0.0,0.0
ema_ad_low,uniform,50,20,42,1000,2.119,2.414,0.9653166666666643,14.013,0.7006500000000007,3.358,0.16321275807525826,0.022840184389551193,8.125467024642026
consec_L2,uniform,50,20,42,1000,2.014,2.414,0.9132666666666645,13.408,0.6704000000000008,4.223,0.11671482251408771,0.026946135567090666,3.912032633379697
and,uniform,50,20,42,1000,0.559,2.414,0.2537000000000008,1.904,0.09520000000000059,0.277,0.9518971836170446,0.0,0.0
pnd,uniform,50,20,42,1000,2.142,2.414,0.972716666666663,14.101,0.7050500000000003,3.186,0.17971385142635152,0.0,0.0
oracle,uniform,50,20,42,1000,2.356,2.414,1.0700499999999984,14.893,0.7446499999999996,2.344,0.24489397269397248,0.0,0.0
dcf_self_excl,uniform,50,20,123,1000,1.85,2.403,0.8457333333333314,12.291,0.6145500000000009,5.191,0.11034276622070777,0.0,0.0
ema_ad_low,uniform,50,20,123,1000,2.15,2.403,0.9751999999999983,14.069,0.7034499999999995,3.373,0.15381115836777612,0.02337599513866063,8.036091217279457
consec_L2,uniform,50,20,123,1000,2.013,2.403,0.9135333333333322,13.314,0.6657000000000002,4.294,0.1152718189490254,0.025892134791404623,3.879338440807561
and,uniform,50,20,123,1000,0.554,2.403,0.253533333333334,1.867,0.09335000000000053,0.287,0.9516805636357198,0.0,0.0
pnd,uniform,50,20,123,1000,2.164,2.403,0.9892833333333311,14.317,0.7158499999999993,3.027,0.17610254329004335,0.0,0.0
oracle,uniform,50,20,123,1000,2.392,2.403,1.0876499999999978,14.917,0.7458500000000001,2.349,0.23748542568542544,0.0,0.0
dcf_self_excl,uniform,50,20,456,1000,1.818,2.452,0.8079833333333324,12.089,0.6044500000000003,5.308,0.11705037070772396,0.0,0.0
ema_ad_low,uniform,50,20,456,1000,2.141,2.452,0.9541666666666647,13.97,0.6985000000000001,3.374,0.16558763736263749,0.022733891877417887,7.796950749250754
consec_L2,uniform,50,20,456,1000,2.011,2.452,0.8928833333333314,13.357,0.6678499999999997,4.279,0.11701978021978059,0.02517015891413913,3.937674468586972
and,uniform,50,20,456,1000,0.549,2.452,0.24778333333333394,1.879,0.09395000000000057,0.29,0.9516529645191495,0.0,0.0
pnd,uniform,50,20,456,1000,2.193,2.452,0.9734999999999974,14.332,0.7166000000000008,3.099,0.17375831080684045,0.0,0.0
oracle,uniform,50,20,456,1000,2.411,2.452,1.0705833333333326,15.177,0.7588499999999997,2.181,0.23635012210012168,0.0,0.0
dcf_self_excl,uniform,50,20,789,1000,1.822,2.426,0.8131666666666661,12.308,0.6154,5.171,0.10939458743870542,0.0,0.0
ema_ad_low,uniform,50,20,789,1000,2.103,2.426,0.9385833333333312,13.972,0.6986000000000002,3.351,0.16798064990564993,0.02274273621728986,8.172389208014211
consec_L2,uniform,50,20,789,1000,2.022,2.426,0.9056666666666656,13.316,0.6657999999999996,4.286,0.11789753857253904,0.025383520907771177,4.288705025530027
and,uniform,50,20,789,1000,0.515,2.426,0.2328333333333338,1.781,0.08905000000000045,0.325,0.9517422062414802,0.0,0.0
pnd,uniform,50,20,789,1000,2.15,2.426,0.9601666666666645,14.128,0.7064000000000001,3.163,0.17854428904428896,0.0,0.0
oracle,uniform,50,20,789,1000,2.36,2.426,1.053166666666665,15.114,0.7557000000000009,2.186,0.24312347799259582,0.0,0.0
dcf_self_excl,uniform,50,20,1234,1000,1.837,2.393,0.8322166666666654,12.351,0.6175500000000007,5.153,0.11036481296481333,0.0,0.0
ema_ad_low,uniform,50,20,1234,1000,2.116,2.393,0.961966666666664,14.018,0.7009,3.415,0.15940595931845952,0.023292689967753577,8.588517241092237
consec_L2,uniform,50,20,1234,1000,2.001,2.393,0.908549999999998,13.312,0.6656,4.295,0.11711338090014609,0.025522843154342598,3.8285488158083765
and,uniform,50,20,1234,1000,0.554,2.393,0.2519000000000007,1.869,0.09345000000000063,0.288,0.9518215156575545,0.0,0.0
pnd,uniform,50,20,1234,1000,2.134,2.393,0.9672666666666639,13.978,0.6989000000000003,3.205,0.18818400349650366,0.0,0.0
oracle,uniform,50,20,1234,1000,2.375,2.393,1.074999999999998,15.186,0.7593000000000002,2.199,0.22921921966921965,0.0,0.0
dcf_self_excl,uniform,50,50,42,1000,4.629,5.653,0.8440099206349196,33.09,0.6618000000000007,12.373,0.1426053127778438,0.0,0.0
ema_ad_low,uniform,50,50,42,1000,5.349,5.653,0.9734686507936507,38.42,0.7683999999999996,6.98,0.19521324570028267,0.015001623947032845,11.110725138818811
consec_L2,uniform,50,50,42,1000,5.008,5.653,0.9138035714285697,36.152,0.7230400000000001,10.043,0.12999171648848126,0.0188580989051121,9.510491508534601
and,uniform,50,50,42,1000,1.064,5.653,0.19547023809523714,5.014,0.10028000000000001,0.546,0.9636753843739936,0.0,0.0
pnd,uniform,50,50,42,1000,5.358,5.653,0.9766269841269857,38.558,0.7711599999999996,6.031,0.24728224964852646,0.0,0.0
oracle,uniform,50,50,42,1000,5.659,5.653,1.0306250000000001,39.6,0.7919999999999995,5.428,0.253561200965877,0.0,0.0
dcf_self_excl,uniform,50,50,123,1000,4.619,5.622,0.8501722222222221,32.969,0.6593799999999997,12.51,0.1434343609852863,0.0,0.0
ema_ad_low,uniform,50,50,123,1000,5.339,5.622,0.9781019841269842,38.429,0.7685799999999995,7.008,0.19344872413758762,0.014994012106401555,11.046631133538568
consec_L2,uniform,50,50,123,1000,5.046,5.622,0.9252630952380948,36.194,0.7238800000000005,9.988,0.1284576946465787,0.019140299501988013,9.680723229459922
and,uniform,50,50,123,1000,1.046,5.622,0.19306944444444368,4.987,0.09973999999999993,0.589,0.9631612371781733,0.0,0.0
pnd,uniform,50,50,123,1000,5.435,5.622,0.9975626984126988,38.669,0.77338,6.033,0.2430184054423966,0.0,0.0
oracle,uniform,50,50,123,1000,5.638,5.622,1.0356654761904767,39.457,0.7891400000000006,5.518,0.2543642379566193,0.0,0.0
dcf_self_excl,uniform,50,50,456,1000,4.597,5.734,0.8257222222222199,33.033,0.6606599999999998,12.397,0.147015443815046,0.0,0.0
ema_ad_low,uniform,50,50,456,1000,5.356,5.734,0.9596412698412721,38.509,0.7701799999999995,6.968,0.19314868501171706,0.01485813240154785,10.725683901712973
consec_L2,uniform,50,50,456,1000,5.006,5.734,0.8974496031746029,36.445,0.7288999999999998,9.8,0.12776742823472728,0.01914315880379187,9.210725915972
and,uniform,50,50,456,1000,1.036,5.734,0.1860123015873008,4.936,0.09872,0.637,0.9622863071912523,0.0,0.0
pnd,uniform,50,50,456,1000,5.402,5.734,0.9693837301587308,38.456,0.7691200000000002,6.14,0.24467427457885468,0.0,0.0
oracle,uniform,50,50,456,1000,5.626,5.734,1.0106607142857158,39.407,0.7881400000000003,5.559,0.25492304485258727,0.0,0.0
dcf_self_excl,uniform,50,50,789,1000,4.564,5.685,0.8249626984126975,32.859,0.6571800000000002,12.539,0.14409646359667794,0.0,0.0
ema_ad_low,uniform,50,50,789,1000,5.345,5.685,0.9657892857142871,38.306,0.7661199999999998,7.063,0.1968968002496503,0.015623826067000272,11.01104020064574
consec_L2,uniform,50,50,789,1000,5.054,5.685,0.9125841269841255,36.126,0.7225199999999997,10.054,0.12904764570615512,0.018535319185209,9.683044939940558
and,uniform,50,50,789,1000,1.079,5.685,0.196197619047618,5.247,0.10493999999999994,0.56,0.9628498390538008,0.0,0.0
pnd,uniform,50,50,789,1000,5.367,5.685,0.9700567460317471,38.278,0.7655599999999998,6.21,0.250734769365115,0.0,0.0
oracle,uniform,50,50,789,1000,5.622,5.685,1.015634920634922,39.519,0.7903800000000003,5.363,0.2613912952978218,0.0,0.0
dcf_self_excl,uniform,50,50,1234,1000,4.605,5.65,0.8397190476190465,33.09,0.6617999999999997,12.345,0.14437673145892863,0.0,0.0
ema_ad_low,uniform,50,50,1234,1000,5.344,5.65,0.9738861111111102,38.252,0.7650400000000004,7.06,0.19781552195006818,0.015447430208886767,11.50794021362966
consec_L2,uniform,50,50,1234,1000,5.032,5.65,0.9176373015873011,36.087,0.7217399999999992,10.088,0.12941272250911584,0.01900382770850592,9.589204656503261
and,uniform,50,50,1234,1000,1.072,5.65,0.19587777777777696,5.128,0.10256,0.595,0.9622050720264942,0.0,0.0
pnd,uniform,50,50,1234,1000,5.308,5.65,0.9672988095238092,38.15,0.7630000000000007,6.29,0.250265939516346,0.0,0.0
oracle,uniform,50,50,1234,1000,5.601,5.65,1.020337301587302,39.813,0.7962599999999982,5.283,0.24956056159775292,0.0,0.0
dcf_self_excl,uniform,50,100,42,1000,9.19,11.136,0.8373655414030424,67.453,0.67453,24.275,0.1637353821094166,0.0,0.0
ema_ad_low,uniform,50,100,42,1000,10.693,11.136,0.9738663919413907,78.434,0.7843399999999998,14.21,0.18582410610935066,0.013116045928798385,12.221554676717515
consec_L2,uniform,50,100,42,1000,10.081,11.136,0.9173602952602951,73.839,0.7383899999999997,20.223,0.12499603737075951,0.01657984990126748,12.164805960773917
and,uniform,50,100,42,1000,3.052,11.136,0.27815548340548485,20.352,0.20351999999999953,1.518,0.943639572830774,0.0,0.0
pnd,uniform,50,100,42,1000,10.764,11.136,0.9802671287046283,79.003,0.7900299999999993,11.056,0.2760742607452676,0.0,0.0
oracle,uniform,50,100,42,1000,11.1,11.136,1.0105385378510383,80.485,0.8048499999999998,10.656,0.2609284989598578,0.0,0.0
dcf_self_excl,uniform,50,100,123,1000,9.158,11.098,0.8351752705627714,67.186,0.6718600000000005,24.58,0.16168130234629147,0.0,0.0
ema_ad_low,uniform,50,100,123,1000,10.65,11.098,0.9707445596070583,78.425,0.7842499999999992,14.206,0.18639149393505852,0.013262583034439893,12.3164414289347
consec_L2,uniform,50,100,123,1000,10.089,11.098,0.9193421897546896,74.375,0.7437500000000002,19.805,0.12361615244788968,0.016436785185871345,12.106589531671254
and,uniform,50,100,123,1000,2.999,11.098,0.2736427711177728,20.221,0.20221000000000006,1.521,0.944238091223929,0.0,0.0
pnd,uniform,50,100,123,1000,10.78,11.098,0.9831288003662998,78.815,0.7881499999999995,11.167,0.27632434854784815,0.0,0.0
oracle,uniform,50,100,123,1000,11.062,11.098,1.0088034479409478,80.16,0.8015999999999993,10.851,0.2619992141717831,0.0,0.0
dcf_self_excl,uniform,50,100,456,1000,9.171,11.201,0.8297316989383178,66.912,0.6691200000000005,24.7,0.16412075045932434,0.0,0.0
ema_ad_low,uniform,50,100,456,1000,10.631,11.201,0.9617841342481035,78.446,0.7844599999999992,14.12,0.18852361037643423,0.012984776102021225,12.12720757173073
consec_L2,uniform,50,100,456,1000,10.092,11.201,0.912863934023493,74.644,0.7464400000000013,19.633,0.12287395509993683,0.0164091014674157,12.027173115665866
and,uniform,50,100,456,1000,3.039,11.201,0.2751047482746025,20.097,0.20096999999999945,1.626,0.9425610109782031,0.0,0.0
