access,w_eff,n_vis,eps_idle,eps_coll,T,rho
rts,210,10,0.16462,5.0,0.70963,0.13193
rts,210,10,0.23615,0.02,0.71014,0.40283
rts,210,10,0.23615,0.03304,0.71032,0.39211
rts,210,10,0.23615,0.05458,0.71144,0.37195
rts,210,10,0.23615,0.09016,0.7123,0.36167
rts,210,10,0.23615,0.14894,0.71151,0.33356
rts,210,10,0.23615,0.24604,0.70981,0.31692
rts,210,10,0.23615,0.40644,0.71006,0.25184
rts,210,10,0.23615,0.67142,0.71171,0.24163
rts,210,10,0.23615,1.10914,0.70999,0.1859
rts,210,10,0.23615,1.83223,0.70883,0.16717
rts,210,10,0.23615,3.02674,0.70663,0.13988
rts,210,10,0.23615,5.0,0.7066,0.13126
rts,210,10,0.33876,0.02,0.70688,0.47706
rts,210,10,0.33876,0.03304,0.7069,0.4842
rts,210,10,0.33876,0.05458,0.70844,0.47148
rts,210,10,0.33876,0.09016,0.70576,0.45085
rts,210,10,0.33876,0.14894,0.70908,0.43875
rts,210,10,0.33876,0.24604,0.70735,0.4155
rts,210,10,0.33876,0.40644,0.71242,0.38244
rts,210,10,0.33876,0.67142,0.71002,0.30753
rts,210,10,0.33876,1.10914,0.71062,0.26342
rts,210,10,0.33876,1.83223,0.7127,0.22069
rts,210,10,0.33876,3.02674,0.71285,0.21385
rts,210,10,0.33876,5.0,0.71136,0.19609
rts,210,10,0.48596,0.02,0.70226,0.6499
rts,210,10,0.48596,0.03304,0.70387,0.65222
rts,210,10,0.48596,0.05458,0.70101,0.64055
rts,210,10,0.48596,0.09016,0.70279,0.64552
rts,210,10,0.48596,0.14894,0.70917,0.62354
rts,210,10,0.48596,0.24604,0.70874,0.60096
rts,210,10,0.48596,0.40644,0.70682,0.5634
rts,210,10,0.48596,0.67142,0.70724,0.53674
rts,210,10,0.48596,1.10914,0.7073,0.3798
rts,210,10,0.48596,1.83223,0.70476,0.2811
rts,210,10,0.48596,3.02674,0.7075,0.23178
rts,210,10,0.48596,5.0,0.71011,0.22791
rts,210,10,0.69711,0.02,0.68394,0.84194
rts,210,10,0.69711,0.03304,0.68198,0.85994
rts,210,10,0.69711,0.05458,0.68274,0.85638
rts,210,10,0.69711,0.09016,0.68557,0.81605
rts,210,10,0.69711,0.14894,0.69042,0.79133
rts,210,10,0.69711,0.24604,0.6975,0.82597
rts,210,10,0.69711,0.40644,0.69787,0.75179
rts,210,10,0.69711,0.67142,0.70215,0.72695
rts,210,10,0.69711,1.10914,0.70619,0.62814
rts,210,10,0.69711,1.83223,0.70443,0.47615
rts,210,10,0.69711,3.02674,0.71167,0.40352
rts,210,10,0.69711,5.0,0.70937,0.38661
rts,210,10,1.0,0.02,0.64495,1.08186
rts,210,10,1.0,0.03304,0.64821,1.06772
rts,210,10,1.0,0.05458,0.65286,1.06557
rts,210,10,1.0,0.09016,0.64997,1.04921
rts,210,10,1.0,0.14894,0.66384,1.02453
rts,210,10,1.0,0.24604,0.66777,0.99067
rts,210,10,1.0,0.40644,0.67456,1.03604
rts,210,10,1.0,0.67142,0.67592,1.01684
rts,210,10,1.0,1.10914,0.68041,0.91791
rts,210,10,1.0,1.83223,0.68406,0.79479
rts,210,10,1.0,3.02674,0.69482,0.69355
rts,210,10,1.0,5.0,0.69839,0.62454
rts,210,20,0.08,0.02,0.71603,0.31937
rts,210,20,0.08,0.03304,0.71611,0.31509
rts,210,20,0.08,0.05458,0.71623,0.31316
rts,210,20,0.08,0.09016,0.71661,0.30928
rts,210,20,0.08,0.14894,0.71821,0.29203
rts,210,20,0.08,0.24604,0.7164,0.29651
rts,210,20,0.08,0.40644,0.71572,0.25883
rts,210,20,0.08,0.67142,0.7162,0.24837
rts,210,20,0.08,1.10914,0.71981,0.20791
rts,210,20,0.08,1.83223,0.71901,0.18842
rts,210,20,0.08,3.02674,0.71971,0.17292
rts,210,20,0.08,5.0,0.71953,0.16833
rts,210,20,0.11476,0.02,0.71345,0.33262
rts,210,20,0.11476,0.03304,0.7139,0.33751
rts,210,20,0.11476,0.05458,0.7177,0.33487
rts,210,20,0.11476,0.09016,0.71706,0.32472
rts,210,20,0.11476,0.14894,0.71896,0.31858
rts,210,20,0.11476,0.24604,0.71811,0.29162
rts,210,20,0.11476,0.40644,0.71487,0.28014
rts,210,20,0.11476,0.67142,0.71689,0.26978
rts,210,20,0.11476,1.10914,0.72179,0.22784
rts,210,20,0.11476,1.83223,0.71997,0.20327
rts,210,20,0.11476,3.02674,0.71595,0.18316
rts,210,20,0.11476,5.0,0.71589,0.17512
rts,210,20,0.16462,0.02,0.71037,0.38523
rts,210,20,0.16462,0.03304,0.71152,0.38665
rts,210,20,0.16462,0.05458,0.71017,0.37977
rts,210,20,0.16462,0.09016,0.71111,0.36291
rts,210,20,0.16462,0.14894,0.70924,0.35249
rts,210,20,0.16462,0.24604,0.71525,0.34127
rts,210,20,0.16462,0.40644,0.71437,0.31711
rts,210,20,0.16462,0.67142,0.7182,0.27987
rts,210,20,0.16462,1.10914,0.72183,0.25316
rts,210,20,0.16462,1.83223,0.72175,0.21822
rts,210,20,0.16462,3.02674,0.71516,0.19035
rts,210,20,0.16462,5.0,0.71515,0.17902
rts,210,20,0.23615,0.02,0.71155,0.43518
rts,210,20,0.23615,0.03304,0.71216,0.42722
rts,210,20,0.23615,0.05458,0.7115,0.42631
rts,210,20,0.23615,0.09016,0.7101,0.41305
rts,210,20,0.23615,0.14894,0.71045,0.39896
rts,210,20,0.23615,0.24604,0.71286,0.39028
rts,210,20,0.23615,0.40644,0.71197,0.34641
rts,210,20,0.23615,0.67142,0.71152,0.32111
rts,210,20,0.23615,1.10914,0.72124,0.27928
rts,210,20,0.23615,1.83223,0.71814,0.23092
rts,210,20,0.23615,3.02674,0.71463,0.20439
rts,210,20,0.23615,5.0,0.7155,0.1875
rts,210,20,0.33876,0.02,0.70764,0.51893
rts,210,20,0.33876,0.03304,0.70811,0.52142
rts,210,20,0.33876,0.05458,0.70929,0.53131
rts,210,20,0.33876,0.09016,0.70898,0.50603
rts,210,20,0.33876,0.14894,0.7104,0.48385
rts,210,20,0.33876,0.24604,0.71317,0.457
rts,210,20,0.33876,0.40644,0.70934,0.42357
rts,210,20,0.33876,0.67142,0.71371,0.39787
rts,210,20,0.33876,1.10914,0.70933,0.33088
rts,210,20,0.33876,1.83223,0.71737,0.291
rts,210,20,0.33876,3.02674,0.71486,0.23904
rts,210,20,0.33876,5.0,0.71496,0.21718
rts,210,20,0.48596,0.02,0.70203,0.64725
rts,210,20,0.48596,0.03304,0.70469,0.6314
rts,210,20,0.48596,0.05458,0.70774,0.6384
rts,210,20,0.48596,0.09016,0.69827,0.63905
rts,210,20,0.48596,0.14894,0.70233,0.65154
rts,210,20,0.48596,0.24604,0.70565,0.60048
rts,210,20,0.48596,0.40644,0.70294,0.55702
rts,210,20,0.48596,0.67142,0.70433,0.50918
rts,210,20,0.48596,1.10914,0.71125,0.44581
rts,210,20,0.48596,1.83223,0.709,0.33901
rts,210,20,0.48596,3.02674,0.70931,0.26528
rts,210,20,0.48596,5.0,0.70729,0.2461
rts,210,20,0.69711,0.02,0.68033,0.8144
rts,210,20,0.69711,0.03304,0.67522,0.79752
rts,210,20,0.69711,0.05458,0.68378,0.77429
rts,210,20,0.69711,0.09016,0.68204,0.7931
rts,210,20,0.69711,0.14894,0.68026,0.78994
rts,210,20,0.69711,0.24604,0.68009,0.76287
rts,210,20,0.69711,0.40644,0.69463,0.69485
rts,210,20,0.69711,0.67142,0.69712,0.65458
rts,210,20,0.69711,1.10914,0.70142,0.54211
rts,210,20,0.69711,1.83223,0.70568,0.47161
rts,210,20,0.69711,3.02674,0.70201,0.36545
rts,210,20,0.69711,5.0,0.7069,0.35589
rts,210,20,1.0,0.02,0.63539,0.91708
rts,210,20,1.0,0.03304,0.63262,0.92514
rts,210,20,1.0,0.05458,0.63363,0.90724
rts,210,20,1.0,0.09016,0.64399,0.8918
rts,210,20,1.0,0.14894,0.64555,0.92607
rts,210,20,1.0,0.24604,0.65489,0.89452
rts,210,20,1.0,0.40644,0.66351,0.87235
rts,210,20,1.0,0.67142,0.67298,0.83372
rts,210,20,1.0,1.10914,0.67666,0.76683
rts,210,20,1.0,1.83223,0.67883,0.65918
rts,210,20,1.0,3.02674,0.68558,0.58149
rts,210,20,1.0,5.0,0.69353,0.5134
rts,210,50,0.08,0.02,0.71402,0.47194
rts,210,50,0.08,0.03304,0.71362,0.4733
rts,210,50,0.08,0.05458,0.71293,0.48006
rts,210,50,0.08,0.09016,0.71393,0.47884
rts,210,50,0.08,0.14894,0.71159,0.45798
rts,210,50,0.08,0.24604,0.71779,0.4205
rts,210,50,0.08,0.40644,0.7141,0.38054
rts,210,50,0.08,0.67142,0.71107,0.32224
rts,210,50,0.08,1.10914,0.71623,0.29348
rts,210,50,0.08,1.83223,0.71133,0.24629
rts,210,50,0.08,3.02674,0.71379,0.23698
rts,210,50,0.08,5.0,0.71411,0.23794
rts,210,50,0.11476,0.02,0.71098,0.49268
rts,210,50,0.11476,0.03304,0.71264,0.48537
rts,210,50,0.11476,0.05458,0.71294,0.48291
rts,210,50,0.11476,0.09016,0.71575,0.47437
rts,210,50,0.11476,0.14894,0.71425,0.48537
rts,210,50,0.11476,0.24604,0.7114,0.44126
rts,210,50,0.11476,0.40644,0.71718,0.39727
rts,210,50,0.11476,0.67142,0.71312,0.34117
rts,210,50,0.11476,1.10914,0.71606,0.30229
rts,210,50,0.11476,1.83223,0.71198,0.26142
rts,210,50,0.11476,3.02674,0.71275,0.23445
rts,210,50,0.11476,5.0,0.71333,0.23719
rts,210,50,0.16462,0.02,0.70886,0.52977
rts,210,50,0.16462,0.03304,0.70765,0.53107
rts,210,50,0.16462,0.05458,0.71221,0.52962
rts,210,50,0.16462,0.09016,0.71161,0.50205
rts,210,50,0.16462,0.14894,0.7105,0.50425
rts,210,50,0.16462,0.24604,0.71248,0.49068
rts,210,50,0.16462,0.40644,0.7144,0.46115
rts,210,50,0.16462,0.67142,0.71863,0.3839
rts,210,50,0.16462,1.10914,0.71431,0.32072
rts,210,50,0.16462,1.83223,0.70873,0.27347
rts,210,50,0.16462,3.02674,0.70967,0.23313
rts,210,50,0.16462,5.0,0.71016,0.24433
rts,210,50,0.23615,0.02,0.70861,0.58826
rts,210,50,0.23615,0.03304,0.70792,0.5766
rts,210,50,0.23615,0.05458,0.7046,0.57878
rts,210,50,0.23615,0.09016,0.71133,0.57314
rts,210,50,0.23615,0.14894,0.71091,0.55995
rts,210,50,0.23615,0.24604,0.71649,0.52394
rts,210,50,0.23615,0.40644,0.70867,0.4808
rts,210,50,0.23615,0.67142,0.7135,0.42323
rts,210,50,0.23615,1.10914,0.71144,0.35638
rts,210,50,0.23615,1.83223,0.71102,0.27915
rts,210,50,0.23615,3.02674,0.71391,0.26903
rts,210,50,0.23615,5.0,0.71275,0.25767
rts,210,50,0.33876,0.02,0.70197,0.65388
rts,210,50,0.33876,0.03304,0.69787,0.6489
rts,210,50,0.33876,0.05458,0.70206,0.66198
rts,210,50,0.33876,0.09016,0.7056,0.64492
rts,210,50,0.33876,0.14894,0.70349,0.61889
rts,210,50,0.33876,0.24604,0.70568,0.59161
rts,210,50,0.33876,0.40644,0.71413,0.563
rts,210,50,0.33876,0.67142,0.71192,0.49156
rts,210,50,0.33876,1.10914,0.71117,0.39287
rts,210,50,0.33876,1.83223,0.71177,0.32306
rts,210,50,0.33876,3.02674,0.70752,0.29434
rts,210,50,0.33876,5.0,0.7129,0.27866
rts,210,50,0.48596,0.02,0.68579,0.71731
rts,210,50,0.48596,0.03304,0.68983,0.73332
rts,210,50,0.48596,0.05458,0.6864,0.72703
rts,210,50,0.48596,0.09016,0.6894,0.73233
rts,210,50,0.48596,0.14894,0.68798,0.69254
rts,210,50,0.48596,0.24604,0.69687,0.68536
rts,210,50,0.48596,0.40644,0.70069,0.65934
rts,210,50,0.48596,0.67142,0.70031,0.57021
rts,210,50,0.48596,1.10914,0.70706,0.50262
rts,210,50,0.48596,1.83223,0.70359,0.39321
rts,210,50,0.48596,3.02674,0.70507,0.31255
rts,210,50,0.48596,5.0,0.70631,0.28772
rts,210,50,0.69711,0.02,0.65242,0.80899
rts,210,50,0.69711,0.03304,0.66121,0.79621
rts,210,50,0.69711,0.05458,0.659,0.79607
rts,210,50,0.69711,0.09016,0.66093,0.79467
rts,210,50,0.69711,0.14894,0.67016,0.78028
rts,210,50,0.69711,0.24604,0.67559,0.75789
rts,210,50,0.69711,0.40644,0.67993,0.7374
rts,210,50,0.69711,0.67142,0.68579,0.68423
rts,210,50,0.69711,1.10914,0.68583,0.5946
rts,210,50,0.69711,1.83223,0.69925,0.49822
rts,210,50,0.69711,3.02674,0.70109,0.39199
rts,210,50,0.69711,5.0,0.69709,0.34601
rts,210,50,1.0,0.02,0.61552,0.85613
rts,210,50,1.0,0.03304,0.62599,0.8537
rts,210,50,1.0,0.05458,0.62721,0.85919
rts,210,50,1.0,0.09016,0.62648,0.84661
rts,210,50,1.0,0.14894,0.63389,0.8475
rts,210,50,1.0,0.24604,0.63505,0.82522
rts,210,50,1.0,0.40644,0.64742,0.83259
rts,210,50,1.0,0.67142,0.65084,0.80418
rts,210,50,1.0,1.10914,0.66534,0.73801
rts,210,50,1.0,1.83223,0.67023,0.61614
rts,210,50,1.0,3.02674,0.68318,0.48645
rts,210,50,1.0,5.0,0.68487,0.46091
rts,420,5,0.08,0.02,0.71725,0.13121
rts,420,5,0.08,0.03304,0.7166,0.12916
rts,420,5,0.08,0.05458,0.71609,0.12251
rts,420,5,0.08,0.09016,0.71908,0.11809
rts,420,5,0.08,0.14894,0.71763,0.1112
rts,420,5,0.08,0.24604,0.71514,0.09618
rts,420,5,0.08,0.40644,0.71597,0.0771
rts,420,5,0.08,0.67142,0.71671,0.06368
rts,420,5,0.08,1.10914,0.71778,0.05143
rts,420,5,0.08,1.83223,0.71712,0.04017
rts,420,5,0.08,3.02674,0.71764,0.03809
rts,420,5,0.08,5.0,0.71721,0.03828
rts,420,5,0.11476,0.02,0.71757,0.16096
rts,420,5,0.11476,0.03304,0.7166,0.15827
rts,420,5,0.11476,0.05458,0.71746,0.14602
rts,420,5,0.11476,0.09016,0.71775,0.14082
rts,420,5,0.11476,0.14894,0.71788,0.13205
rts,420,5,0.11476,0.24604,0.7175,0.1196
rts,420,5,0.11476,0.40644,0.71671,0.09724
rts,420,5,0.11476,0.67142,0.71842,0.0865
rts,420,5,0.11476,1.10914,0.71777,0.06475
rts,420,5,0.11476,1.83223,0.71783,0.05533
rts,420,5,0.11476,3.02674,0.71831,0.04695
rts,420,5,0.11476,5.0,0.71748,0.04717
rts,420,5,0.16462,0.02,0.71404,0.27134
rts,420,5,0.16462,0.03304,0.71304,0.2678
rts,420,5,0.16462,0.05458,0.71408,0.26344
rts,420,5,0.16462,0.09016,0.71587,0.2318
rts,420,5,0.16462,0.14894,0.71639,0.19737
rts,420,5,0.16462,0.24604,0.71868,0.16827
rts,420,5,0.16462,0.40644,0.7171,0.12838
rts,420,5,0.16462,0.67142,0.71566,0.10147
rts,420,5,0.16462,1.10914,0.71606,0.07846
rts,420,5,0.16462,1.83223,0.71612,0.06493
rts,420,5,0.16462,3.02674,0.71659,0.05622
rts,420,5,0.16462,5.0,0.71636,0.05529
rts,420,5,0.23615,0.02,0.71956,0.46756
rts,420,5,0.23615,0.03304,0.7175,0.44752
rts,420,5,0.23615,0.05458,0.71848,0.44248
rts,420,5,0.23615,0.09016,0.71838,0.41737
rts,420,5,0.23615,0.14894,0.72088,0.37538
rts,420,5,0.23615,0.24604,0.71852,0.31937
rts,420,5,0.23615,0.40644,0.71688,0.23911
rts,420,5,0.23615,0.67142,0.71994,0.1773
rts,420,5,0.23615,1.10914,0.71604,0.11565
rts,420,5,0.23615,1.83223,0.71513,0.08247
rts,420,5,0.23615,3.02674,0.71454,0.06999
rts,420,5,0.23615,5.0,0.71498,0.06435
rts,420,5,0.33876,0.02,0.71637,0.82451
rts,420,5,0.33876,0.03304,0.72081,0.79327
rts,420,5,0.33876,0.05458,0.72031,0.77306
rts,420,5,0.33876,0.09016,0.71781,0.77926
rts,420,5,0.33876,0.14894,0.71505,0.72233
rts,420,5,0.33876,0.24604,0.7167,0.60979
rts,420,5,0.33876,0.40644,0.72037,0.53782
rts,420,5,0.33876,0.67142,0.71851,0.38875
rts,420,5,0.33876,1.10914,0.71915,0.18746
rts,420,5,0.33876,1.83223,0.71843,0.1545
rts,420,5,0.33876,3.02674,0.72029,0.12561
rts,420,5,0.33876,5.0,0.72002,0.11977
rts,420,5,0.48596,0.02,0.70808,1.20267
rts,420,5,0.48596,0.03304,0.70627,1.24246
rts,420,5,0.48596,0.05458,0.70626,1.244
rts,420,5,0.48596,0.09016,0.71025,1.2162
rts,420,5,0.48596,0.14894,0.70856,1.18598
rts,420,5,0.48596,0.24604,0.71376,1.16413
rts,420,5,0.48596,0.40644,0.70729,1.00093
rts,420,5,0.48596,0.67142,0.72021,0.8183
rts,420,5,0.48596,1.10914,0.71598,0.57331
rts,420,5,0.48596,1.83223,0.71748,0.32664
rts,420,5,0.48596,3.02674,0.71782,0.22593
rts,420,5,0.48596,5.0,0.71775,0.22413
rts,420,5,0.69711,0.02,0.67085,1.65281
rts,420,5,0.69711,0.03304,0.66909,1.61142
rts,420,5,0.69711,0.05458,0.67374,1.63107
rts,420,5,0.69711,0.09016,0.67839,1.62109
rts,420,5,0.69711,0.14894,0.68471,1.61605
rts,420,5,0.69711,0.24604,0.69082,1.61245
rts,420,5,0.69711,0.40644,0.69156,1.54747
rts,420,5,0.69711,0.67142,0.70108,1.4013
rts,420,5,0.69711,1.10914,0.70411,1.19353
rts,420,5,0.69711,1.83223,0.70623,0.89646
rts,420,5,0.69711,3.02674,0.71236,0.63292
rts,420,5,0.69711,5.0,0.70735,0.51258
rts,420,5,1.0,0.02,0.59868,1.86049
rts,420,5,1.0,0.03304,0.59067,1.8918
rts,420,5,1.0,0.05458,0.59996,1.82926
rts,420,5,1.0,0.09016,0.60995,1.89338
rts,420,5,1.0,0.14894,0.62252,1.90813
rts,420,5,1.0,0.24604,0.62517,1.93947
rts,420,5,1.0,0.40644,0.62986,1.85401
rts,420,5,1.0,0.67142,0.63823,1.81038
rts,420,5,1.0,1.10914,0.64351,1.71517
rts,420,5,1.0,1.83223,0.64863,1.51561
rts,420,5,1.0,3.02674,0.64855,1.16181
rts,420,5,1.0,5.0,0.65074,0.95437
rts,420,10,0.08,0.02,0.71584,0.1905
rts,420,10,0.08,0.03304,0.71674,0.18356
rts,420,10,0.08,0.05458,0.71675,0.17041
rts,420,10,0.08,0.09016,0.71751,0.16455
rts,420,10,0.08,0.14894,0.71659,0.15337
rts,420,10,0.08,0.24604,0.71943,0.1377
rts,420,10,0.08,0.40644,0.71856,0.12146
rts,420,10,0.08,0.67142,0.71645,0.09461
rts,420,10,0.08,1.10914,0.71894,0.07017
rts,420,10,0.08,1.83223,0.71821,0.05119
rts,420,10,0.08,3.02674,0.71771,0.04466
rts,420,10,0.08,5.0,0.71771,0.04466
rts,420,10,0.11476,0.02,0.72091,0.26166
rts,420,10,0.11476,0.03304,0.72288,0.25403
rts,420,10,0.11476,0.05458,0.71829,0.24185
rts,420,10,0.11476,0.09016,0.71859,0.2293
rts,420,10,0.11476,0.14894,0.72031,0.20615
rts,420,10,0.11476,0.24604,0.71848,0.17353
rts,420,10,0.11476,0.40644,0.72004,0.14145
rts,420,10,0.11476,0.67142,0.71871,0.11836
rts,420,10,0.11476,1.10914,0.721,0.08476
rts,420,10,0.11476,1.83223,0.71682,0.05702
rts,420,10,0.11476,3.02674,0.71848,0.04807
rts,420,10,0.11476,5.0,0.7186,0.05077
rts,420,10,0.16462,0.02,0.72076,0.34079
rts,420,10,0.16462,0.03304,0.72025,0.34367
rts,420,10,0.16462,0.05458,0.72116,0.32732
rts,420,10,0.16462,0.09016,0.722,0.32017
rts,420,10,0.16462,0.14894,0.72237,0.29035
rts,420,10,0.16462,0.24604,0.72203,0.26197
rts,420,10,0.16462,0.40644,0.71859,0.19614
rts,420,10,0.16462,0.67142,0.71779,0.13889
rts,420,10,0.16462,1.10914,0.71828,0.11534
rts,420,10,0.16462,1.83223,0.71729,0.08762
rts,420,10,0.16462,3.02674,0.71689,0.0683
rts,420,10,0.16462,5.0,0.71647,0.06931
rts,420,10,0.23615,0.02,0.72017,0.51367
rts,420,10,0.23615,0.03304,0.71696,0.49473
rts,420,10,0.23615,0.05458,0.71969,0.48908
rts,420,10,0.23615,0.09016,0.71638,0.47813
rts,420,10,0.23615,0.14894,0.71857,0.42633
rts,420,10,0.23615,0.24604,0.717,0.36988
rts,420,10,0.23615,0.40644,0.72038,0.32379
rts,420,10,0.23615,0.67142,0.718,0.21127
rts,420,10,0.23615,1.10914,0.7208,0.1511
rts,420,10,0.23615,1.83223,0.71782,0.10634
rts,420,10,0.23615,3.02674,0.71815,0.08564
rts,420,10,0.23615,5.0,0.71842,0.08362
rts,420,10,0.33876,0.02,0.71451,0.76979
rts,420,10,0.33876,0.03304,0.71937,0.75314
rts,420,10,0.33876,0.05458,0.71839,0.72304
rts,420,10,0.33876,0.09016,0.71669,0.7303
rts,420,10,0.33876,0.14894,0.71732,0.67698
rts,420,10,0.33876,0.24604,0.71778,0.60254
rts,420,10,0.33876,0.40644,0.71464,0.5125
rts,420,10,0.33876,0.67142,0.71879,0.37934
rts,420,10,0.33876,1.10914,0.7211,0.25591
rts,420,10,0.33876,1.83223,0.71823,0.14754
rts,420,10,0.33876,3.02674,0.71987,0.12045
rts,420,10,0.33876,5.0,0.71901,0.10998
rts,420,10,0.48596,0.02,0.69996,1.01431
rts,420,10,0.48596,0.03304,0.70631,1.01594
rts,420,10,0.48596,0.05458,0.70116,1.00825
rts,420,10,0.48596,0.09016,0.70501,1.02375
rts,420,10,0.48596,0.14894,0.70464,0.96016
rts,420,10,0.48596,0.24604,0.71226,0.91262
rts,420,10,0.48596,0.40644,0.71328,0.83261
rts,420,10,0.48596,0.67142,0.71702,0.69881
rts,420,10,0.48596,1.10914,0.71842,0.53204
rts,420,10,0.48596,1.83223,0.7145,0.29201
rts,420,10,0.48596,3.02674,0.71792,0.22435
rts,420,10,0.48596,5.0,0.71983,0.21953
rts,420,10,0.69711,0.02,0.65517,1.23784
rts,420,10,0.69711,0.03304,0.65892,1.22775
rts,420,10,0.69711,0.05458,0.65852,1.24288
rts,420,10,0.69711,0.09016,0.67222,1.24901
rts,420,10,0.69711,0.14894,0.67924,1.22483
rts,420,10,0.69711,0.24604,0.69118,1.16627
rts,420,10,0.69711,0.40644,0.691,1.15354
rts,420,10,0.69711,0.67142,0.6974,1.06095
rts,420,10,0.69711,1.10914,0.69687,0.92872
rts,420,10,0.69711,1.83223,0.70053,0.66027
rts,420,10,0.69711,3.02674,0.70609,0.48557
rts,420,10,0.69711,5.0,0.71079,0.41844
rts,420,10,1.0,0.02,0.57483,1.34774
rts,420,10,1.0,0.03304,0.57786,1.35858
rts,420,10,1.0,0.05458,0.58438,1.36879
rts,420,10,1.0,0.09016,0.59075,1.40936
rts,420,10,1.0,0.14894,0.62189,1.37405
rts,420,10,1.0,0.24604,0.62765,1.37181
rts,420,10,1.0,0.40644,0.64744,1.35425
rts,420,10,1.0,0.67142,0.64658,1.29187
rts,420,10,1.0,1.10914,0.6623,1.21374
rts,420,10,1.0,1.83223,0.63736,1.09135
rts,420,10,1.0,3.02674,0.6484,0.90139
rts,420,10,1.0,5.0,0.64707,0.74404
rts,420,20,0.08,0.02,0.72379,0.25304
rts,420,20,0.08,0.03304,0.72471,0.2493
rts,420,20,0.08,0.05458,0.7253,0.23059
rts,420,20,0.08,0.09016,0.72342,0.21845
rts,420,20,0.08,0.14894,0.72249,0.20421
rts,420,20,0.08,0.24604,0.72073,0.18861
rts,420,20,0.08,0.40644,0.72354,0.15649
rts,420,20,0.08,0.67142,0.72056,0.13546
rts,420,20,0.08,1.10914,0.71982,0.10689
rts,420,20,0.08,1.83223,0.71963,0.08553
rts,420,20,0.08,3.02674,0.71942,0.08062
rts,420,20,0.08,5.0,0.7194,0.08055
rts,420,20,0.11476,0.02,0.7231,0.30854
rts,420,20,0.11476,0.03304,0.72351,0.30065
rts,420,20,0.11476,0.05458,0.72581,0.29182
rts,420,20,0.11476,0.09016,0.72511,0.28681
rts,420,20,0.11476,0.14894,0.72348,0.25188
rts,420,20,0.11476,0.24604,0.72269,0.2241
rts,420,20,0.11476,0.40644,0.72417,0.19011
rts,420,20,0.11476,0.67142,0.71967,0.15134
rts,420,20,0.11476,1.10914,0.71967,0.11814
rts,420,20,0.11476,1.83223,0.71857,0.09882
rts,420,20,0.11476,3.02674,0.71902,0.09394
rts,420,20,0.11476,5.0,0.71939,0.09497
rts,420,20,0.16462,0.02,0.72121,0.4115
rts,420,20,0.16462,0.03304,0.72109,0.38206
rts,420,20,0.16462,0.05458,0.72018,0.37309
rts,420,20,0.16462,0.09016,0.72392,0.38628
rts,420,20,0.16462,0.14894,0.71971,0.3266
rts,420,20,0.16462,0.24604,0.72571,0.29401
rts,420,20,0.16462,0.40644,0.72153,0.24629
rts,420,20,0.16462,0.67142,0.7189,0.18784
rts,420,20,0.16462,1.10914,0.71674,0.13983
rts,420,20,0.16462,1.83223,0.71955,0.10849
rts,420,20,0.16462,3.02674,0.71671,0.08485
rts,420,20,0.16462,5.0,0.71738,0.08345
rts,420,20,0.23615,0.02,0.71783,0.55414
rts,420,20,0.23615,0.03304,0.71731,0.53544
rts,420,20,0.23615,0.05458,0.71994,0.52033
rts,420,20,0.23615,0.09016,0.71952,0.50184
rts,420,20,0.23615,0.14894,0.71685,0.4819
rts,420,20,0.23615,0.24604,0.7201,0.43686
rts,420,20,0.23615,0.40644,0.72051,0.36184
rts,420,20,0.23615,0.67142,0.72367,0.26485
rts,420,20,0.23615,1.10914,0.71965,0.18072
rts,420,20,0.23615,1.83223,0.7152,0.1384
rts,420,20,0.23615,3.02674,0.71929,0.11034
rts,420,20,0.23615,5.0,0.71782,0.10326
rts,420,20,0.33876,0.02,0.71785,0.71333
rts,420,20,0.33876,0.03304,0.71367,0.71248
rts,420,20,0.33876,0.05458,0.71354,0.68624
rts,420,20,0.33876,0.09016,0.71537,0.68896
rts,420,20,0.33876,0.14894,0.71948,0.62657
rts,420,20,0.33876,0.24604,0.72029,0.61991
rts,420,20,0.33876,0.40644,0.71771,0.52972
rts,420,20,0.33876,0.67142,0.71828,0.42172
rts,420,20,0.33876,1.10914,0.72017,0.30189
rts,420,20,0.33876,1.83223,0.71774,0.17854
rts,420,20,0.33876,3.02674,0.72003,0.15694
rts,420,20,0.33876,5.0,0.71827,0.13721
rts,420,20,0.48596,0.02,0.69897,0.88165
rts,420,20,0.48596,0.03304,0.69304,0.89256
rts,420,20,0.48596,0.05458,0.69567,0.88554
rts,420,20,0.48596,0.09016,0.69667,0.87577
rts,420,20,0.48596,0.14894,0.70315,0.85526
rts,420,20,0.48596,0.24604,0.71205,0.81818
rts,420,20,0.48596,0.40644,0.71062,0.75558
rts,420,20,0.48596,0.67142,0.71885,0.65935
rts,420,20,0.48596,1.10914,0.7161,0.49524
rts,420,20,0.48596,1.83223,0.71587,0.30288
rts,420,20,0.48596,3.02674,0.7193,0.2439
rts,420,20,0.48596,5.0,0.71629,0.21066
rts,420,20,0.69711,0.02,0.63847,1.02303
rts,420,20,0.69711,0.03304,0.64125,1.00874
rts,420,20,0.69711,0.05458,0.64613,1.00224
rts,420,20,0.69711,0.09016,0.66074,0.99919
rts,420,20,0.69711,0.14894,0.67132,1.00677
rts,420,20,0.69711,0.24604,0.67578,0.99361
rts,420,20,0.69711,0.40644,0.69388,0.95464
rts,420,20,0.69711,0.67142,0.69843,0.88098
