access,w_eff,n_vis,eps_idle,eps_coll,T,rho
rts,1680,5,0.16462,0.24604,0.74218,0.95058
rts,1680,5,0.16462,0.40644,0.74067,0.60341
rts,1680,5,0.16462,0.67142,0.73843,0.16016
rts,1680,5,0.16462,1.10914,0.73636,0.0235
rts,1680,5,0.16462,1.83223,0.73802,0.01596
rts,1680,5,0.16462,3.02674,0.73768,0.01604
rts,1680,5,0.16462,5.0,0.73768,0.01604
rts,1680,5,0.23615,0.02,0.69452,1.80742
rts,1680,5,0.23615,0.03304,0.70314,1.79976
rts,1680,5,0.23615,0.05458,0.71096,1.80869
rts,1680,5,0.23615,0.09016,0.71916,1.74665
rts,1680,5,0.23615,0.14894,0.72612,1.6755
rts,1680,5,0.23615,0.24604,0.73505,1.53502
rts,1680,5,0.23615,0.40644,0.73942,1.29096
rts,1680,5,0.23615,0.67142,0.74123,0.80252
rts,1680,5,0.23615,1.10914,0.73813,0.18729
rts,1680,5,0.23615,1.83223,0.73629,0.0409
rts,1680,5,0.23615,3.02674,0.73654,0.03715
rts,1680,5,0.23615,5.0,0.73719,0.03313
rts,1680,5,0.33876,0.02,0.62581,2.05771
rts,1680,5,0.33876,0.03304,0.64176,2.03185
rts,1680,5,0.33876,0.05458,0.65349,2.05103
rts,1680,5,0.33876,0.09016,0.67119,2.06273
rts,1680,5,0.33876,0.14894,0.69219,2.02046
rts,1680,5,0.33876,0.24604,0.70307,1.97383
rts,1680,5,0.33876,0.40644,0.71549,1.84188
rts,1680,5,0.33876,0.67142,0.71321,1.57852
rts,1680,5,0.33876,1.10914,0.72557,0.98903
rts,1680,5,0.33876,1.83223,0.7345,0.29076
rts,1680,5,0.33876,3.02674,0.73622,0.12504
rts,1680,5,0.33876,5.0,0.73739,0.09904
rts,1680,5,0.48596,0.02,0.52126,2.16986
rts,1680,5,0.48596,0.03304,0.53849,2.21226
rts,1680,5,0.48596,0.05458,0.56231,2.21106
rts,1680,5,0.48596,0.09016,0.59561,2.24384
rts,1680,5,0.48596,0.14894,0.61103,2.25215
rts,1680,5,0.48596,0.24604,0.62925,2.22681
rts,1680,5,0.48596,0.40644,0.6472,2.15588
rts,1680,5,0.48596,0.67142,0.62691,1.96253
rts,1680,5,0.48596,1.10914,0.62009,1.67075
rts,1680,5,0.48596,1.83223,0.66818,1.14439
rts,1680,5,0.48596,3.02674,0.70358,0.57722
rts,1680,5,0.48596,5.0,0.70903,0.41423
rts,1680,5,0.69711,0.02,0.4041,2.26556
rts,1680,5,0.69711,0.03304,0.41184,2.25475
rts,1680,5,0.69711,0.05458,0.44108,2.31598
rts,1680,5,0.69711,0.09016,0.46855,2.33734
rts,1680,5,0.69711,0.14894,0.47381,2.336
rts,1680,5,0.69711,0.24604,0.48318,2.33243
rts,1680,5,0.69711,0.40644,0.48938,2.28791
rts,1680,5,0.69711,0.67142,0.50025,2.21114
rts,1680,5,0.69711,1.10914,0.47248,1.97884
rts,1680,5,0.69711,1.83223,0.47685,1.66864
rts,1680,5,0.69711,3.02674,0.54429,1.32753
rts,1680,5,0.69711,5.0,0.57734,1.12337
rts,1680,5,1.0,0.02,0.33794,2.37459
rts,1680,5,1.0,0.03304,0.32058,2.32919
rts,1680,5,1.0,0.05458,0.32173,2.30763
rts,1680,5,1.0,0.09016,0.3135,2.30668
rts,1680,5,1.0,0.14894,0.32425,2.31596
rts,1680,5,1.0,0.24604,0.32727,2.3069
rts,1680,5,1.0,0.40644,0.3419,2.30846
rts,1680,5,1.0,0.67142,0.34918,2.29791
rts,1680,5,1.0,1.10914,0.31041,2.08188
rts,1680,5,1.0,1.83223,0.34341,2.07489
rts,1680,5,1.0,3.02674,0.36896,1.86989
rts,1680,5,1.0,5.0,0.4263,1.76413
rts,1680,10,0.08,0.02,0.74267,0.43321
rts,1680,10,0.08,0.03304,0.74128,0.39847
rts,1680,10,0.08,0.05458,0.74202,0.36281
rts,1680,10,0.08,0.09016,0.74126,0.31461
rts,1680,10,0.08,0.14894,0.74019,0.21592
rts,1680,10,0.08,0.24604,0.73946,0.12276
rts,1680,10,0.08,0.40644,0.73695,0.04919
rts,1680,10,0.08,0.67142,0.73724,0.01782
rts,1680,10,0.08,1.10914,0.73685,0.01345
rts,1680,10,0.08,1.83223,0.7372,0.01344
rts,1680,10,0.08,3.02674,0.73713,0.01324
rts,1680,10,0.08,5.0,0.73713,0.01324
rts,1680,10,0.11476,0.02,0.74042,0.74907
rts,1680,10,0.11476,0.03304,0.74268,0.72108
rts,1680,10,0.11476,0.05458,0.74298,0.67598
rts,1680,10,0.11476,0.09016,0.74347,0.59842
rts,1680,10,0.11476,0.14894,0.743,0.51545
rts,1680,10,0.11476,0.24604,0.74033,0.34104
rts,1680,10,0.11476,0.40644,0.73882,0.14551
rts,1680,10,0.11476,0.67142,0.73729,0.03452
rts,1680,10,0.11476,1.10914,0.73682,0.01898
rts,1680,10,0.11476,1.83223,0.73725,0.01549
rts,1680,10,0.11476,3.02674,0.73739,0.01492
rts,1680,10,0.11476,5.0,0.73739,0.01492
rts,1680,10,0.16462,0.02,0.72657,1.05769
rts,1680,10,0.16462,0.03304,0.73025,1.02109
rts,1680,10,0.16462,0.05458,0.73397,0.99818
rts,1680,10,0.16462,0.09016,0.73597,0.96248
rts,1680,10,0.16462,0.14894,0.74089,0.88013
rts,1680,10,0.16462,0.24604,0.74221,0.73489
rts,1680,10,0.16462,0.40644,0.74054,0.48042
rts,1680,10,0.16462,0.67142,0.73845,0.16292
rts,1680,10,0.16462,1.10914,0.73792,0.03888
rts,1680,10,0.16462,1.83223,0.73714,0.02452
rts,1680,10,0.16462,3.02674,0.73674,0.01838
rts,1680,10,0.16462,5.0,0.73687,0.01777
rts,1680,10,0.23615,0.02,0.68751,1.2961
rts,1680,10,0.23615,0.03304,0.69791,1.29177
rts,1680,10,0.23615,0.05458,0.7062,1.26574
rts,1680,10,0.23615,0.09016,0.7147,1.25432
rts,1680,10,0.23615,0.14894,0.72541,1.20871
rts,1680,10,0.23615,0.24604,0.73198,1.10876
rts,1680,10,0.23615,0.40644,0.7386,0.95104
rts,1680,10,0.23615,0.67142,0.74131,0.61689
rts,1680,10,0.23615,1.10914,0.73828,0.18687
rts,1680,10,0.23615,1.83223,0.73789,0.05503
rts,1680,10,0.23615,3.02674,0.73825,0.03895
rts,1680,10,0.23615,5.0,0.73819,0.03709
rts,1680,10,0.33876,0.02,0.61455,1.4151
rts,1680,10,0.33876,0.03304,0.63487,1.43576
rts,1680,10,0.33876,0.05458,0.65049,1.44334
rts,1680,10,0.33876,0.09016,0.67773,1.44602
rts,1680,10,0.33876,0.14894,0.69349,1.43853
rts,1680,10,0.33876,0.24604,0.71272,1.37807
rts,1680,10,0.33876,0.40644,0.72348,1.2554
rts,1680,10,0.33876,0.67142,0.72964,1.07639
rts,1680,10,0.33876,1.10914,0.73108,0.69192
rts,1680,10,0.33876,1.83223,0.73557,0.24143
rts,1680,10,0.33876,3.02674,0.73737,0.11612
rts,1680,10,0.33876,5.0,0.73396,0.09711
rts,1680,10,0.48596,0.02,0.51871,1.52844
rts,1680,10,0.48596,0.03304,0.55871,1.55776
rts,1680,10,0.48596,0.05458,0.58681,1.56299
rts,1680,10,0.48596,0.09016,0.62808,1.58196
rts,1680,10,0.48596,0.14894,0.64967,1.59001
rts,1680,10,0.48596,0.24604,0.67841,1.55906
rts,1680,10,0.48596,0.40644,0.68792,1.49782
rts,1680,10,0.48596,0.67142,0.69074,1.37893
rts,1680,10,0.48596,1.10914,0.67703,1.13273
rts,1680,10,0.48596,1.83223,0.67796,0.75164
rts,1680,10,0.48596,3.02674,0.69418,0.43286
rts,1680,10,0.48596,5.0,0.70232,0.33582
rts,1680,10,0.69711,0.02,0.42444,1.58297
rts,1680,10,0.69711,0.03304,0.47186,1.62526
rts,1680,10,0.69711,0.05458,0.50347,1.62489
rts,1680,10,0.69711,0.09016,0.54064,1.66955
rts,1680,10,0.69711,0.14894,0.57656,1.66455
rts,1680,10,0.69711,0.24604,0.60595,1.6602
rts,1680,10,0.69711,0.40644,0.61082,1.63511
rts,1680,10,0.69711,0.67142,0.59867,1.56492
rts,1680,10,0.69711,1.10914,0.52296,1.38595
rts,1680,10,0.69711,1.83223,0.50071,1.14933
rts,1680,10,0.69711,3.02674,0.5341,0.8782
rts,1680,10,0.69711,5.0,0.55724,0.78073
rts,1680,10,1.0,0.02,0.32122,1.60145
rts,1680,10,1.0,0.03304,0.34989,1.64532
rts,1680,10,1.0,0.05458,0.37863,1.67252
rts,1680,10,1.0,0.09016,0.42064,1.69064
rts,1680,10,1.0,0.14894,0.44616,1.70749
rts,1680,10,1.0,0.24604,0.46841,1.71523
rts,1680,10,1.0,0.40644,0.45599,1.69185
rts,1680,10,1.0,0.67142,0.4185,1.62527
rts,1680,10,1.0,1.10914,0.36023,1.48238
rts,1680,10,1.0,1.83223,0.35266,1.40192
rts,1680,10,1.0,3.02674,0.3735,1.25954
rts,1680,10,1.0,5.0,0.39842,1.22252
rts,1680,20,0.08,0.02,0.74334,0.45034
rts,1680,20,0.08,0.03304,0.74379,0.43949
rts,1680,20,0.08,0.05458,0.74414,0.39945
rts,1680,20,0.08,0.09016,0.74369,0.34158
rts,1680,20,0.08,0.14894,0.74215,0.26238
rts,1680,20,0.08,0.24604,0.74028,0.16015
rts,1680,20,0.08,0.40644,0.73759,0.06396
rts,1680,20,0.08,0.67142,0.73705,0.02542
rts,1680,20,0.08,1.10914,0.73616,0.01882
rts,1680,20,0.08,1.83223,0.73623,0.01851
rts,1680,20,0.08,3.02674,0.7362,0.01813
rts,1680,20,0.08,5.0,0.7362,0.01813
rts,1680,20,0.11476,0.02,0.74055,0.67061
rts,1680,20,0.11476,0.03304,0.73815,0.6607
rts,1680,20,0.11476,0.05458,0.74213,0.63386
rts,1680,20,0.11476,0.09016,0.7434,0.57445
rts,1680,20,0.11476,0.14894,0.74328,0.51091
rts,1680,20,0.11476,0.24604,0.74374,0.36567
rts,1680,20,0.11476,0.40644,0.73934,0.18221
rts,1680,20,0.11476,0.67142,0.73729,0.04987
rts,1680,20,0.11476,1.10914,0.73599,0.0231
rts,1680,20,0.11476,1.83223,0.73591,0.0218
rts,1680,20,0.11476,3.02674,0.73615,0.02203
rts,1680,20,0.11476,5.0,0.73615,0.02203
rts,1680,20,0.16462,0.02,0.71695,0.8763
rts,1680,20,0.16462,0.03304,0.72444,0.86705
rts,1680,20,0.16462,0.05458,0.72788,0.85703
rts,1680,20,0.16462,0.09016,0.73526,0.81896
rts,1680,20,0.16462,0.14894,0.73814,0.76558
rts,1680,20,0.16462,0.24604,0.74195,0.64818
rts,1680,20,0.16462,0.40644,0.74343,0.46134
rts,1680,20,0.16462,0.67142,0.73858,0.18494
rts,1680,20,0.16462,1.10914,0.73676,0.0513
rts,1680,20,0.16462,1.83223,0.73711,0.03326
rts,1680,20,0.16462,3.02674,0.73627,0.0304
rts,1680,20,0.16462,5.0,0.73625,0.02997
rts,1680,20,0.23615,0.02,0.67327,1.02068
rts,1680,20,0.23615,0.03304,0.68188,1.01972
rts,1680,20,0.23615,0.05458,0.69867,1.01169
rts,1680,20,0.23615,0.09016,0.71243,0.9908
rts,1680,20,0.23615,0.14894,0.72286,0.96314
rts,1680,20,0.23615,0.24604,0.73198,0.88406
rts,1680,20,0.23615,0.40644,0.73988,0.75191
rts,1680,20,0.23615,0.67142,0.74108,0.50617
rts,1680,20,0.23615,1.10914,0.73827,0.18861
rts,1680,20,0.23615,1.83223,0.73777,0.06836
rts,1680,20,0.23615,3.02674,0.73729,0.05568
rts,1680,20,0.23615,5.0,0.73651,0.05183
rts,1680,20,0.33876,0.02,0.60033,1.12223
rts,1680,20,0.33876,0.03304,0.62399,1.12612
rts,1680,20,0.33876,0.05458,0.64848,1.12981
rts,1680,20,0.33876,0.09016,0.67279,1.12215
rts,1680,20,0.33876,0.14894,0.6947,1.10958
rts,1680,20,0.33876,0.24604,0.71502,1.0729
rts,1680,20,0.33876,0.40644,0.72898,0.98948
rts,1680,20,0.33876,0.67142,0.73398,0.82474
rts,1680,20,0.33876,1.10914,0.73662,0.5277
rts,1680,20,0.33876,1.83223,0.73611,0.20736
rts,1680,20,0.33876,3.02674,0.73599,0.12216
rts,1680,20,0.33876,5.0,0.73511,0.11632
rts,1680,20,0.48596,0.02,0.51883,1.19468
rts,1680,20,0.48596,0.03304,0.54823,1.19618
rts,1680,20,0.48596,0.05458,0.58321,1.22238
rts,1680,20,0.48596,0.09016,0.62316,1.23086
rts,1680,20,0.48596,0.14894,0.65449,1.22719
rts,1680,20,0.48596,0.24604,0.68471,1.20077
rts,1680,20,0.48596,0.40644,0.70573,1.14351
rts,1680,20,0.48596,0.67142,0.71731,1.04185
rts,1680,20,0.48596,1.10914,0.70708,0.83408
rts,1680,20,0.48596,1.83223,0.69784,0.55141
rts,1680,20,0.48596,3.02674,0.70029,0.3465
rts,1680,20,0.48596,5.0,0.69777,0.29316
rts,1680,20,0.69711,0.02,0.42257,1.22589
rts,1680,20,0.69711,0.03304,0.46421,1.24095
rts,1680,20,0.69711,0.05458,0.51067,1.27452
rts,1680,20,0.69711,0.09016,0.56115,1.28532
rts,1680,20,0.69711,0.14894,0.60108,1.28799
rts,1680,20,0.69711,0.24604,0.64258,1.28654
rts,1680,20,0.69711,0.40644,0.66223,1.25162
rts,1680,20,0.69711,0.67142,0.66487,1.20184
rts,1680,20,0.69711,1.10914,0.61937,1.06811
rts,1680,20,0.69711,1.83223,0.54375,0.85666
rts,1680,20,0.69711,3.02674,0.53697,0.64466
rts,1680,20,0.69711,5.0,0.5525,0.60161
rts,1680,20,1.0,0.02,0.32941,1.2512
rts,1680,20,1.0,0.03304,0.37281,1.27506
rts,1680,20,1.0,0.05458,0.42082,1.29855
rts,1680,20,1.0,0.09016,0.47932,1.32294
rts,1680,20,1.0,0.14894,0.52342,1.33476
rts,1680,20,1.0,0.24604,0.56596,1.33689
rts,1680,20,1.0,0.40644,0.56671,1.32311
rts,1680,20,1.0,0.67142,0.52841,1.27933
rts,1680,20,1.0,1.10914,0.44953,1.16971
rts,1680,20,1.0,1.83223,0.38574,1.04506
rts,1680,20,1.0,3.02674,0.3745,0.95631
rts,1680,20,1.0,5.0,0.38971,0.88147
rts,1680,50,0.08,0.02,0.74549,0.52251
rts,1680,50,0.08,0.03304,0.74524,0.51248
rts,1680,50,0.08,0.05458,0.7447,0.4731
rts,1680,50,0.08,0.09016,0.74638,0.42084
rts,1680,50,0.08,0.14894,0.74405,0.3494
rts,1680,50,0.08,0.24604,0.74243,0.234
rts,1680,50,0.08,0.40644,0.73953,0.10888
rts,1680,50,0.08,0.67142,0.739,0.0444
rts,1680,50,0.08,1.10914,0.73714,0.03471
rts,1680,50,0.08,1.83223,0.73697,0.03099
rts,1680,50,0.08,3.02674,0.73706,0.03052
rts,1680,50,0.08,5.0,0.73706,0.03052
rts,1680,50,0.11476,0.02,0.73629,0.68015
rts,1680,50,0.11476,0.03304,0.73855,0.66499
rts,1680,50,0.11476,0.05458,0.7388,0.64535
rts,1680,50,0.11476,0.09016,0.74232,0.60089
rts,1680,50,0.11476,0.14894,0.74538,0.53502
rts,1680,50,0.11476,0.24604,0.74513,0.41754
rts,1680,50,0.11476,0.40644,0.74244,0.24226
rts,1680,50,0.11476,0.67142,0.73907,0.08414
rts,1680,50,0.11476,1.10914,0.73763,0.0461
rts,1680,50,0.11476,1.83223,0.73846,0.03792
rts,1680,50,0.11476,3.02674,0.7393,0.03849
rts,1680,50,0.11476,5.0,0.7393,0.03849
rts,1680,50,0.16462,0.02,0.70973,0.8031
rts,1680,50,0.16462,0.03304,0.71542,0.79752
rts,1680,50,0.16462,0.05458,0.71949,0.77804
rts,1680,50,0.16462,0.09016,0.72949,0.76095
rts,1680,50,0.16462,0.14894,0.73726,0.70524
rts,1680,50,0.16462,0.24604,0.74176,0.61985
rts,1680,50,0.16462,0.40644,0.74246,0.45568
rts,1680,50,0.16462,0.67142,0.74143,0.23318
rts,1680,50,0.16462,1.10914,0.7401,0.0795
rts,1680,50,0.16462,1.83223,0.73816,0.05725
rts,1680,50,0.16462,3.02674,0.73808,0.05484
rts,1680,50,0.16462,5.0,0.73843,0.05444
rts,1680,50,0.23615,0.02,0.65908,0.89338
rts,1680,50,0.23615,0.03304,0.67645,0.886
rts,1680,50,0.23615,0.05458,0.69256,0.88294
rts,1680,50,0.23615,0.09016,0.70632,0.87082
rts,1680,50,0.23615,0.14894,0.72196,0.85612
rts,1680,50,0.23615,0.24604,0.73097,0.78988
rts,1680,50,0.23615,0.40644,0.73764,0.68069
rts,1680,50,0.23615,0.67142,0.74192,0.47936
rts,1680,50,0.23615,1.10914,0.73945,0.2079
rts,1680,50,0.23615,1.83223,0.73902,0.10134
rts,1680,50,0.23615,3.02674,0.73999,0.08471
rts,1680,50,0.23615,5.0,0.74021,0.08056
rts,1680,50,0.33876,0.02,0.59311,0.95395
rts,1680,50,0.33876,0.03304,0.6148,0.96155
rts,1680,50,0.33876,0.05458,0.64507,0.9662
rts,1680,50,0.33876,0.09016,0.6717,0.96125
rts,1680,50,0.33876,0.14894,0.69311,0.94408
rts,1680,50,0.33876,0.24604,0.71602,0.90729
rts,1680,50,0.33876,0.40644,0.72846,0.83989
rts,1680,50,0.33876,0.67142,0.73916,0.69881
rts,1680,50,0.33876,1.10914,0.73904,0.44962
rts,1680,50,0.33876,1.83223,0.73875,0.21677
rts,1680,50,0.33876,3.02674,0.73689,0.15262
rts,1680,50,0.33876,5.0,0.73538,0.14846
rts,1680,50,0.48596,0.02,0.51383,1.00463
rts,1680,50,0.48596,0.03304,0.54585,1.01542
rts,1680,50,0.48596,0.05458,0.58639,1.01648
rts,1680,50,0.48596,0.09016,0.62287,1.01888
rts,1680,50,0.48596,0.14894,0.65777,1.01626
rts,1680,50,0.48596,0.24604,0.68592,0.99504
rts,1680,50,0.48596,0.40644,0.70949,0.95159
rts,1680,50,0.48596,0.67142,0.72302,0.86334
rts,1680,50,0.48596,1.10914,0.72526,0.68553
rts,1680,50,0.48596,1.83223,0.71959,0.42672
rts,1680,50,0.48596,3.02674,0.71055,0.28212
rts,1680,50,0.48596,5.0,0.70289,0.26125
rts,1680,50,0.69711,0.02,0.4227,1.02276
rts,1680,50,0.69711,0.03304,0.4621,1.03282
rts,1680,50,0.69711,0.05458,0.51241,1.05094
rts,1680,50,0.69711,0.09016,0.56266,1.06286
rts,1680,50,0.69711,0.14894,0.6086,1.06442
rts,1680,50,0.69711,0.24604,0.64727,1.05395
rts,1680,50,0.69711,0.40644,0.67936,1.03086
rts,1680,50,0.69711,0.67142,0.69912,0.97697
rts,1680,50,0.69711,1.10914,0.69035,0.8576
rts,1680,50,0.69711,1.83223,0.63391,0.65956
rts,1680,50,0.69711,3.02674,0.59382,0.49787
rts,1680,50,0.69711,5.0,0.56114,0.47109
rts,1680,50,1.0,0.02,0.34567,1.05389
rts,1680,50,1.0,0.03304,0.37828,1.05932
rts,1680,50,1.0,0.05458,0.4374,1.07679
rts,1680,50,1.0,0.09016,0.49489,1.08584
rts,1680,50,1.0,0.14894,0.55097,1.09454
rts,1680,50,1.0,0.24604,0.59085,1.09129
rts,1680,50,1.0,0.40644,0.62963,1.08846
rts,1680,50,1.0,0.67142,0.64815,1.05712
rts,1680,50,1.0,1.10914,0.60282,0.97443
rts,1680,50,1.0,1.83223,0.46008,0.81486
rts,1680,50,1.0,3.02674,0.41908,0.7104
rts,1680,50,1.0,5.0,0.39469,0.699
basic,105,5,0.08,0.02,0.68548,0.17277
basic,105,5,0.08,0.03304,0.68548,0.17277
basic,105,5,0.08,0.05458,0.68475,0.17038
basic,105,5,0.08,0.09016,0.68675,0.16787
basic,105,5,0.08,0.14894,0.68556,0.16372
basic,105,5,0.08,0.24604,0.68556,0.16372
basic,105,5,0.08,0.40644,0.68741,0.1621
basic,105,5,0.08,0.67142,0.68667,0.16366
basic,105,5,0.08,1.10914,0.68752,0.15674
basic,105,5,0.08,1.83223,0.68752,0.15674
basic,105,5,0.08,3.02674,0.68752,0.15674
basic,105,5,0.08,5.0,0.68756,0.15673
basic,105,5,0.11476,0.02,0.68387,0.17665
basic,105,5,0.11476,0.03304,0.68387,0.17665
basic,105,5,0.11476,0.05458,0.68387,0.17665
basic,105,5,0.11476,0.09016,0.68387,0.17665
basic,105,5,0.11476,0.14894,0.68589,0.17065
basic,105,5,0.11476,0.24604,0.68397,0.1641
basic,105,5,0.11476,0.40644,0.68397,0.1641
basic,105,5,0.11476,0.67142,0.68508,0.16404
basic,105,5,0.11476,1.10914,0.68594,0.1571
basic,105,5,0.11476,1.83223,0.68594,0.1571
basic,105,5,0.11476,3.02674,0.68594,0.1571
basic,105,5,0.11476,5.0,0.68597,0.15709
basic,105,5,0.16462,0.02,0.68332,0.18676
basic,105,5,0.16462,0.03304,0.68332,0.18676
basic,105,5,0.16462,0.05458,0.68332,0.18676
basic,105,5,0.16462,0.09016,0.68411,0.18655
basic,105,5,0.16462,0.14894,0.68611,0.18399
basic,105,5,0.16462,0.24604,0.68611,0.18399
basic,105,5,0.16462,0.40644,0.68421,0.17399
basic,105,5,0.16462,0.67142,0.68452,0.17412
basic,105,5,0.16462,1.10914,0.68617,0.16697
basic,105,5,0.16462,1.83223,0.68617,0.16697
basic,105,5,0.16462,3.02674,0.68617,0.16697
basic,105,5,0.16462,5.0,0.68621,0.16696
basic,105,5,0.23615,0.02,0.68076,0.20824
basic,105,5,0.23615,0.03304,0.68076,0.20824
basic,105,5,0.23615,0.05458,0.68076,0.20824
basic,105,5,0.23615,0.09016,0.68076,0.20824
basic,105,5,0.23615,0.14894,0.68156,0.208
basic,105,5,0.23615,0.24604,0.68156,0.208
basic,105,5,0.23615,0.40644,0.68156,0.208
basic,105,5,0.23615,0.67142,0.67883,0.20575
basic,105,5,0.23615,1.10914,0.68037,0.18247
basic,105,5,0.23615,1.83223,0.68129,0.17949
basic,105,5,0.23615,3.02674,0.68129,0.17949
basic,105,5,0.23615,5.0,0.68132,0.17948
basic,105,5,0.33876,0.02,0.68165,0.24541
basic,105,5,0.33876,0.03304,0.68165,0.24541
basic,105,5,0.33876,0.05458,0.67767,0.24088
basic,105,5,0.33876,0.09016,0.67767,0.24088
basic,105,5,0.33876,0.14894,0.67767,0.24088
basic,105,5,0.33876,0.24604,0.67846,0.2406
basic,105,5,0.33876,0.40644,0.67925,0.24032
basic,105,5,0.33876,0.67142,0.67652,0.23819
basic,105,5,0.33876,1.10914,0.67549,0.22439
basic,105,5,0.33876,1.83223,0.68021,0.21016
basic,105,5,0.33876,3.02674,0.68017,0.20653
basic,105,5,0.33876,5.0,0.68021,0.20652
basic,105,5,0.48596,0.02,0.66978,0.26583
basic,105,5,0.48596,0.03304,0.66986,0.25819
basic,105,5,0.48596,0.05458,0.67143,0.25759
basic,105,5,0.48596,0.09016,0.66748,0.25633
basic,105,5,0.48596,0.14894,0.66827,0.25603
basic,105,5,0.48596,0.24604,0.66827,0.25603
basic,105,5,0.48596,0.40644,0.66906,0.25572
basic,105,5,0.48596,0.67142,0.6683,0.25758
basic,105,5,0.48596,1.10914,0.66795,0.25123
basic,105,5,0.48596,1.83223,0.6646,0.24189
basic,105,5,0.48596,3.02674,0.66616,0.23404
basic,105,5,0.48596,5.0,0.66616,0.23404
basic,105,5,0.69711,0.02,0.63589,0.31317
basic,105,5,0.69711,0.03304,0.63589,0.31317
basic,105,5,0.69711,0.05458,0.63589,0.31317
basic,105,5,0.69711,0.09016,0.63668,0.31278
basic,105,5,0.69711,0.14894,0.63671,0.30798
basic,105,5,0.69711,0.24604,0.63813,0.31178
basic,105,5,0.69711,0.40644,0.63868,0.30397
basic,105,5,0.69711,0.67142,0.63589,0.28487
basic,105,5,0.69711,1.10914,0.64025,0.29021
basic,105,5,0.69711,1.83223,0.64176,0.27914
basic,105,5,0.69711,3.02674,0.64346,0.27167
basic,105,5,0.69711,5.0,0.64425,0.27134
basic,105,5,1.0,0.02,0.61725,0.48818
basic,105,5,1.0,0.03304,0.61725,0.48818
basic,105,5,1.0,0.05458,0.61589,0.4888
basic,105,5,1.0,0.09016,0.61589,0.4888
basic,105,5,1.0,0.14894,0.61629,0.48717
basic,105,5,1.0,0.24604,0.61948,0.48612
basic,105,5,1.0,0.40644,0.62546,0.50401
basic,105,5,1.0,0.67142,0.62005,0.49566
basic,105,5,1.0,1.10914,0.62321,0.50835
basic,105,5,1.0,1.83223,0.62292,0.46494
basic,105,5,1.0,3.02674,0.62598,0.45057
basic,105,5,1.0,5.0,0.62371,0.44931
basic,105,10,0.08,0.02,0.65265,0.25503
basic,105,10,0.08,0.03304,0.65265,0.25503
basic,105,10,0.08,0.05458,0.65265,0.25503
basic,105,10,0.08,0.09016,0.65303,0.25337
basic,105,10,0.08,0.14894,0.65075,0.24358
basic,105,10,0.08,0.24604,0.6514,0.24334
basic,105,10,0.08,0.40644,0.65219,0.24304
basic,105,10,0.08,0.67142,0.65349,0.24401
basic,105,10,0.08,1.10914,0.65324,0.2374
basic,105,10,0.08,1.83223,0.65775,0.22926
basic,105,10,0.08,3.02674,0.65378,0.22162
basic,105,10,0.08,5.0,0.65327,0.21222
basic,105,10,0.11476,0.02,0.64376,0.26333
basic,105,10,0.11476,0.03304,0.64376,0.26333
basic,105,10,0.11476,0.05458,0.64371,0.26192
basic,105,10,0.11476,0.09016,0.6441,0.26024
basic,105,10,0.11476,0.14894,0.6441,0.26024
basic,105,10,0.11476,0.24604,0.64405,0.24946
basic,105,10,0.11476,0.40644,0.64405,0.24946
basic,105,10,0.11476,0.67142,0.64513,0.24708
basic,105,10,0.11476,1.10914,0.64802,0.24269
basic,105,10,0.11476,1.83223,0.65252,0.23284
basic,105,10,0.11476,3.02674,0.64771,0.22884
basic,105,10,0.11476,5.0,0.64732,0.21794
basic,105,10,0.16462,0.02,0.6444,0.24263
basic,105,10,0.16462,0.03304,0.64384,0.24501
basic,105,10,0.16462,0.05458,0.64246,0.25907
basic,105,10,0.16462,0.09016,0.64284,0.25739
basic,105,10,0.16462,0.14894,0.64206,0.2577
basic,105,10,0.16462,0.24604,0.64202,0.25629
basic,105,10,0.16462,0.40644,0.64076,0.24465
basic,105,10,0.16462,0.67142,0.64133,0.24097
basic,105,10,0.16462,1.10914,0.64903,0.23821
basic,105,10,0.16462,1.83223,0.65467,0.22466
basic,105,10,0.16462,3.02674,0.64908,0.22087
basic,105,10,0.16462,5.0,0.64914,0.21538
basic,105,10,0.23615,0.02,0.63865,0.25018
basic,105,10,0.23615,0.03304,0.63865,0.25018
basic,105,10,0.23615,0.05458,0.63865,0.25018
basic,105,10,0.23615,0.09016,0.64111,0.24788
basic,105,10,0.23615,0.14894,0.64111,0.24788
basic,105,10,0.23615,0.24604,0.64022,0.24724
basic,105,10,0.23615,0.40644,0.63808,0.26254
basic,105,10,0.23615,0.67142,0.63738,0.24505
basic,105,10,0.23615,1.10914,0.64184,0.24518
basic,105,10,0.23615,1.83223,0.65087,0.22875
basic,105,10,0.23615,3.02674,0.64605,0.22471
basic,105,10,0.23615,5.0,0.64616,0.2233
basic,105,10,0.33876,0.02,0.62752,0.27849
basic,105,10,0.33876,0.03304,0.62752,0.27849
basic,105,10,0.33876,0.05458,0.62752,0.27849
basic,105,10,0.33876,0.09016,0.6279,0.27676
basic,105,10,0.33876,0.14894,0.6263,0.27503
basic,105,10,0.33876,0.24604,0.62432,0.27026
basic,105,10,0.33876,0.40644,0.628,0.26645
basic,105,10,0.33876,0.67142,0.62678,0.26485
basic,105,10,0.33876,1.10914,0.62829,0.2631
basic,105,10,0.33876,1.83223,0.63956,0.25742
basic,105,10,0.33876,3.02674,0.64173,0.25071
basic,105,10,0.33876,5.0,0.63529,0.24661
basic,105,10,0.48596,0.02,0.61073,0.31391
