method,churn,N_visitor,N_native,W_eff,seed,visit,efficiency,util_v,util_n,collision_rate,tau0_mean
cold_high,0.0,10,0,50,42,39,0.19672131147540983,0.052000000000000005,0.0,0.8614285714285715,0.5
cold_high,0.0,10,0,50,42,40,0.14705882352941177,0.048,0.0,0.884107142857143,0.5
cold_high,0.0,10,0,50,42,41,0.1506849315068493,0.065,0.0,0.8766666666666667,0.5
cold_high,0.0,10,0,50,42,42,0.14473684210526316,0.05099999999999999,0.0,0.870952380952381,0.5
cold_high,0.0,10,0,50,42,43,0.0684931506849315,0.026000000000000002,0.0,0.9145238095238095,0.5
cold_high,0.0,10,0,50,42,44,0.20253164556962025,0.08800000000000001,0.0,0.8285714285714285,0.5
cold_high,0.0,10,0,50,42,45,0.037037037037037035,0.018000000000000002,0.0,0.9350000000000002,0.5
cold_high,0.0,10,0,50,42,46,0.12857142857142856,0.05,0.0,0.8880952380952379,0.5
cold_high,0.0,10,0,50,42,47,0.11538461538461539,0.04,0.0,0.8483333333333334,0.5
cold_high,0.0,10,0,50,42,48,0.09375,0.028999999999999998,0.0,0.9228571428571432,0.5
cold_high,0.0,10,0,50,42,49,0.14084507042253522,0.061999999999999986,0.0,0.8685714285714287,0.5
warm_nv,0.0,10,0,50,42,0,0.90625,0.396,0.0,0.28410644910644905,0.10000000000000002
warm_nv,0.0,10,0,50,42,1,0.8045977011494253,0.48200000000000004,0.0,0.2779556554556555,0.12753473066666665
warm_nv,0.0,10,0,50,42,2,0.6388888888888888,0.366,0.0,0.4040367965367966,0.15734554844444443
warm_nv,0.0,10,0,50,42,3,0.6282051282051282,0.32999999999999996,0.0,0.4148427960927961,0.17043871437037034
warm_nv,0.0,10,0,50,42,4,0.8035714285714286,0.307,0.0,0.4690079365079366,0.17093927662222222
warm_nv,0.0,10,0,50,42,5,0.6075949367088608,0.34400000000000003,0.0,0.4198881673881674,0.15900960183703705
warm_nv,0.0,10,0,50,42,6,0.7323943661971831,0.38,0.0,0.41049062049062046,0.15821307576888885
warm_nv,0.0,10,0,50,42,7,0.7945205479452054,0.41800000000000004,0.0,0.3148322510822511,0.15775445724444448
warm_nv,0.0,10,0,50,42,8,0.7878787878787878,0.36100000000000004,0.0,0.4085966810966811,0.16153325653333334
warm_nv,0.0,10,0,50,42,9,0.7631578947368421,0.4050000000000001,0.0,0.378185841935842,0.16070363733333332
warm_nv,0.0,10,0,50,42,10,0.8125,0.351,0.0,0.4133531746031746,0.16207732942222225
warm_nv,0.0,10,0,50,42,11,0.7808219178082192,0.383,0.0,0.3422907647907648,0.15900610657777778
warm_nv,0.0,10,0,50,42,12,0.863013698630137,0.4160000000000001,0.0,0.31920315795315796,0.14996534987259258
warm_nv,0.0,10,0,50,42,13,0.7530864197530864,0.471,0.0,0.33670274170274167,0.16337348610370372
