access,w_eff,n_vis,eps_idle,eps_coll,c_idle,c_coll,T,tau_cv,x_sd
basic,105,10,0.33876,0.1767,1.40321,1.19327,0.66749,0.00136,0.00134
basic,105,10,0.33876,0.30464,1.40321,1.35613,0.6624,0.00245,0.00237
basic,105,10,0.33876,0.52521,1.40321,1.69082,0.66114,0.00469,0.00443
basic,105,10,0.33876,0.9055,1.40321,2.47316,0.66321,0.00839,0.00779
basic,105,10,0.33876,1.56112,1.40321,4.76417,0.67948,0.01373,0.01312
basic,105,10,0.33876,2.69146,1.40321,14.75322,0.68021,0.02603,0.02957
basic,105,10,0.33876,4.64023,1.40321,103.56769,0.67794,0.02784,0.04549
basic,105,10,0.33876,8.0,1.40321,2980.95799,0.67794,0.02844,0.05945
basic,105,10,0.48596,0.02,1.62573,1.0202,0.67789,0.00024,0.00024
basic,105,10,0.48596,0.03448,1.62573,1.03508,0.67789,0.00041,0.00041
basic,105,10,0.48596,0.05945,1.62573,1.06125,0.6806,0.00073,0.00072
basic,105,10,0.48596,0.10249,1.62573,1.10793,0.6806,0.00126,0.00125
basic,105,10,0.48596,0.1767,1.62573,1.19327,0.68159,0.00235,0.00233
basic,105,10,0.48596,0.30464,1.62573,1.35613,0.68159,0.00407,0.00402
basic,105,10,0.48596,0.52521,1.62573,1.69082,0.67838,0.00744,0.00726
basic,105,10,0.48596,0.9055,1.62573,2.47316,0.68554,0.01122,0.0109
basic,105,10,0.48596,1.56112,1.62573,4.76417,0.67856,0.02161,0.0216
basic,105,10,0.48596,2.69146,1.62573,14.75322,0.6711,0.03763,0.04195
basic,105,10,0.48596,4.64023,1.62573,103.56769,0.67152,0.04542,0.07322
basic,105,10,0.48596,8.0,1.62573,2980.95799,0.67008,0.04709,0.09707
basic,105,10,0.69711,0.02,2.00793,1.0202,0.55279,0.00028,0.00028
basic,105,10,0.69711,0.03448,2.00793,1.03508,0.553,0.00049,0.00049
basic,105,10,0.69711,0.05945,2.00793,1.06125,0.553,0.00085,0.00084
basic,105,10,0.69711,0.10249,2.00793,1.10793,0.553,0.00146,0.00145
basic,105,10,0.69711,0.1767,2.00793,1.19327,0.55151,0.00263,0.00258
basic,105,10,0.69711,0.30464,2.00793,1.35613,0.55865,0.00464,0.0045
basic,105,10,0.69711,0.52521,2.00793,1.69082,0.55994,0.00947,0.00914
basic,105,10,0.69711,0.9055,2.00793,2.47316,0.56567,0.01506,0.01436
basic,105,10,0.69711,1.56112,2.00793,4.76417,0.57949,0.02659,0.02604
basic,105,10,0.69711,2.69146,2.00793,14.75322,0.59295,0.03341,0.03915
basic,105,10,0.69711,4.64023,2.00793,103.56769,0.59383,0.04731,0.07604
basic,105,10,0.69711,8.0,2.00793,2980.95799,0.59537,0.04078,0.08683
basic,105,10,1.0,0.02,2.71828,1.0202,0.49744,0.0003,0.0003
basic,105,10,1.0,0.03448,2.71828,1.03508,0.49694,0.00051,0.00051
basic,105,10,1.0,0.05945,2.71828,1.06125,0.49456,0.00089,0.00088
basic,105,10,1.0,0.10249,2.71828,1.10793,0.49789,0.00152,0.0015
basic,105,10,1.0,0.1767,2.71828,1.19327,0.49578,0.00257,0.00252
basic,105,10,1.0,0.30464,2.71828,1.35613,0.49114,0.00476,0.00459
basic,105,10,1.0,0.52521,2.71828,1.69082,0.49183,0.00998,0.00954
basic,105,10,1.0,0.9055,2.71828,2.47316,0.48979,0.01822,0.01719
basic,105,10,1.0,1.56112,2.71828,4.76417,0.48181,0.03313,0.03164
basic,105,10,1.0,2.69146,2.71828,14.75322,0.488,0.04853,0.05324
basic,105,10,1.0,4.64023,2.71828,103.56769,0.48859,0.0548,0.08227
basic,105,10,1.0,8.0,2.71828,2980.95799,0.49575,0.05532,0.12285
basic,105,20,0.08,0.02,1.08329,1.0202,0.67595,0.00021,0.00021
basic,105,20,0.08,0.03448,1.08329,1.03508,0.67595,0.00037,0.00036
basic,105,20,0.08,0.05945,1.08329,1.06125,0.67359,0.00073,0.00072
basic,105,20,0.08,0.10249,1.08329,1.10793,0.67359,0.00127,0.00124
basic,105,20,0.08,0.1767,1.08329,1.19327,0.67395,0.00229,0.00219
basic,105,20,0.08,0.30464,1.08329,1.35613,0.67417,0.00452,0.00422
basic,105,20,0.08,0.52521,1.08329,1.69082,0.67298,0.0093,0.00832
basic,105,20,0.08,0.9055,1.08329,2.47316,0.66757,0.0171,0.01454
basic,105,20,0.08,1.56112,1.08329,4.76417,0.66838,0.03019,0.02484
basic,105,20,0.08,2.69146,1.08329,14.75322,0.66552,0.0578,0.05008
basic,105,20,0.08,4.64023,1.08329,103.56769,0.66797,0.07398,0.08668
basic,105,20,0.08,8.0,1.08329,2980.95799,0.66797,0.0746,0.09081
basic,105,20,0.11476,0.02,1.1216,1.0202,0.66932,0.00012,0.00012
basic,105,20,0.11476,0.03448,1.1216,1.03508,0.66932,0.00021,0.00021
basic,105,20,0.11476,0.05945,1.1216,1.06125,0.66895,0.00037,0.00036
basic,105,20,0.11476,0.10249,1.1216,1.10793,0.67011,0.0008,0.00078
basic,105,20,0.11476,0.1767,1.1216,1.19327,0.67011,0.0014,0.00135
basic,105,20,0.11476,0.30464,1.1216,1.35613,0.67216,0.00273,0.00256
basic,105,20,0.11476,0.52521,1.1216,1.69082,0.66979,0.00518,0.00465
basic,105,20,0.11476,0.9055,1.1216,2.47316,0.66949,0.01147,0.00981
basic,105,20,0.11476,1.56112,1.1216,4.76417,0.66925,0.0196,0.01638
basic,105,20,0.11476,2.69146,1.1216,14.75322,0.6679,0.03575,0.0318
basic,105,20,0.11476,4.64023,1.1216,103.56769,0.66767,0.03769,0.04516
basic,105,20,0.11476,8.0,1.1216,2980.95799,0.66767,0.03817,0.04819
basic,105,20,0.16462,0.02,1.17895,1.0202,0.66411,0.00013,0.00013
basic,105,20,0.16462,0.03448,1.17895,1.03508,0.66411,0.00023,0.00023
basic,105,20,0.16462,0.05945,1.17895,1.06125,0.66411,0.0004,0.00039
basic,105,20,0.16462,0.10249,1.17895,1.10793,0.66322,0.00068,0.00067
basic,105,20,0.16462,0.1767,1.17895,1.19327,0.66322,0.0012,0.00115
basic,105,20,0.16462,0.30464,1.17895,1.35613,0.66021,0.00258,0.0024
basic,105,20,0.16462,0.52521,1.17895,1.69082,0.65783,0.00633,0.00561
basic,105,20,0.16462,0.9055,1.17895,2.47316,0.65741,0.01317,0.01076
basic,105,20,0.16462,1.56112,1.17895,4.76417,0.65752,0.0314,0.02387
basic,105,20,0.16462,2.69146,1.17895,14.75322,0.65646,0.06263,0.04994
basic,105,20,0.16462,4.64023,1.17895,103.56769,0.65579,0.07438,0.07968
basic,105,20,0.16462,8.0,1.17895,2980.95799,0.65579,0.0756,0.08802
basic,105,20,0.23615,0.02,1.26637,1.0202,0.66737,0.00024,0.00024
basic,105,20,0.23615,0.03448,1.26637,1.03508,0.66737,0.00041,0.00041
basic,105,20,0.23615,0.05945,1.26637,1.06125,0.6659,0.00076,0.00075
basic,105,20,0.23615,0.10249,1.26637,1.10793,0.6659,0.00132,0.00129
basic,105,20,0.23615,0.1767,1.26637,1.19327,0.6659,0.00246,0.00236
basic,105,20,0.23615,0.30464,1.26637,1.35613,0.66956,0.00461,0.0043
basic,105,20,0.23615,0.52521,1.26637,1.69082,0.6683,0.00837,0.00747
basic,105,20,0.23615,0.9055,1.26637,2.47316,0.6663,0.01535,0.0127
basic,105,20,0.23615,1.56112,1.26637,4.76417,0.67743,0.03254,0.02597
basic,105,20,0.23615,2.69146,1.26637,14.75322,0.66473,0.06574,0.05205
basic,105,20,0.23615,4.64023,1.26637,103.56769,0.67598,0.07469,0.07812
basic,105,20,0.23615,8.0,1.26637,2980.95799,0.67929,0.08342,0.09594
basic,105,20,0.33876,0.02,1.40321,1.0202,0.64129,0.00029,0.00029
basic,105,20,0.33876,0.03448,1.40321,1.03508,0.64129,0.0005,0.00049
basic,105,20,0.33876,0.05945,1.40321,1.06125,0.63743,0.00095,0.00094
basic,105,20,0.33876,0.10249,1.40321,1.10793,0.63727,0.00165,0.00161
basic,105,20,0.33876,0.1767,1.40321,1.19327,0.63608,0.00291,0.00279
basic,105,20,0.33876,0.30464,1.40321,1.35613,0.63719,0.00531,0.00496
basic,105,20,0.33876,0.52521,1.40321,1.69082,0.63854,0.00931,0.00829
basic,105,20,0.33876,0.9055,1.40321,2.47316,0.63398,0.0187,0.01553
basic,105,20,0.33876,1.56112,1.40321,4.76417,0.62656,0.05361,0.04284
basic,105,20,0.33876,2.69146,1.40321,14.75322,0.62394,0.09776,0.07988
basic,105,20,0.33876,4.64023,1.40321,103.56769,0.62989,0.12218,0.13453
basic,105,20,0.33876,8.0,1.40321,2980.95799,0.62989,0.12511,0.16001
basic,105,20,0.48596,0.02,1.62573,1.0202,0.59479,0.00029,0.00029
basic,105,20,0.48596,0.03448,1.62573,1.03508,0.59479,0.0005,0.00049
basic,105,20,0.48596,0.05945,1.62573,1.06125,0.59498,0.00083,0.00082
basic,105,20,0.48596,0.10249,1.62573,1.10793,0.59059,0.0014,0.00136
basic,105,20,0.48596,0.1767,1.62573,1.19327,0.5917,0.00269,0.00259
basic,105,20,0.48596,0.30464,1.62573,1.35613,0.58914,0.00499,0.00467
basic,105,20,0.48596,0.52521,1.62573,1.69082,0.59006,0.01005,0.00899
basic,105,20,0.48596,0.9055,1.62573,2.47316,0.5971,0.02257,0.01875
basic,105,20,0.48596,1.56112,1.62573,4.76417,0.59357,0.03919,0.03
basic,105,20,0.48596,2.69146,1.62573,14.75322,0.57102,0.07262,0.05677
basic,105,20,0.48596,4.64023,1.62573,103.56769,0.56879,0.10641,0.11056
basic,105,20,0.48596,8.0,1.62573,2980.95799,0.57984,0.10488,0.13274
basic,105,20,0.69711,0.02,2.00793,1.0202,0.53089,0.00037,0.00037
basic,105,20,0.69711,0.03448,2.00793,1.03508,0.53089,0.00064,0.00063
basic,105,20,0.69711,0.05945,2.00793,1.06125,0.52906,0.00114,0.00112
basic,105,20,0.69711,0.10249,2.00793,1.10793,0.53562,0.00191,0.00186
basic,105,20,0.69711,0.1767,2.00793,1.19327,0.53232,0.00355,0.0034
basic,105,20,0.69711,0.30464,2.00793,1.35613,0.53398,0.00614,0.00572
basic,105,20,0.69711,0.52521,2.00793,1.69082,0.54011,0.01115,0.00989
basic,105,20,0.69711,0.9055,2.00793,2.47316,0.52975,0.02511,0.02102
basic,105,20,0.69711,1.56112,2.00793,4.76417,0.53616,0.05434,0.04293
basic,105,20,0.69711,2.69146,2.00793,14.75322,0.53348,0.09361,0.07462
basic,105,20,0.69711,4.64023,2.00793,103.56769,0.53051,0.12335,0.12049
basic,105,20,0.69711,8.0,2.00793,2980.95799,0.53049,0.1289,0.16361
basic,105,20,1.0,0.02,2.71828,1.0202,0.47287,0.00029,0.00029
basic,105,20,1.0,0.03448,2.71828,1.03508,0.47338,0.00052,0.00052
basic,105,20,1.0,0.05945,2.71828,1.06125,0.48049,0.00089,0.00088
basic,105,20,1.0,0.10249,2.71828,1.10793,0.48006,0.00157,0.00154
basic,105,20,1.0,0.1767,2.71828,1.19327,0.482,0.00263,0.00254
basic,105,20,1.0,0.30464,2.71828,1.35613,0.48763,0.00485,0.00459
basic,105,20,1.0,0.52521,2.71828,1.69082,0.48463,0.00847,0.00771
basic,105,20,1.0,0.9055,2.71828,2.47316,0.48002,0.02173,0.01818
basic,105,20,1.0,1.56112,2.71828,4.76417,0.47454,0.04042,0.0325
basic,105,20,1.0,2.69146,2.71828,14.75322,0.5044,0.07093,0.05771
basic,105,20,1.0,4.64023,2.71828,103.56769,0.48616,0.08709,0.09216
basic,105,20,1.0,8.0,2.71828,2980.95799,0.48962,0.09306,0.12327
basic,105,50,0.08,0.02,1.08329,1.0202,0.62921,0.00022,0.00021
basic,105,50,0.08,0.03448,1.08329,1.03508,0.6264,0.00043,0.00043
basic,105,50,0.08,0.05945,1.08329,1.06125,0.62863,0.00071,0.0007
basic,105,50,0.08,0.10249,1.08329,1.10793,0.63371,0.00138,0.00133
basic,105,50,0.08,0.1767,1.08329,1.19327,0.6341,0.00243,0.00227
basic,105,50,0.08,0.30464,1.08329,1.35613,0.63135,0.00489,0.00437
basic,105,50,0.08,0.52521,1.08329,1.69082,0.63478,0.01133,0.00937
basic,105,50,0.08,0.9055,1.08329,2.47316,0.6321,0.02522,0.01823
basic,105,50,0.08,1.56112,1.08329,4.76417,0.62833,0.07854,0.04573
basic,105,50,0.08,2.69146,1.08329,14.75322,0.61646,0.21459,0.10283
basic,105,50,0.08,4.64023,1.08329,103.56769,0.61387,0.33932,0.1709
basic,105,50,0.08,8.0,1.08329,2980.95799,0.61387,0.34048,0.17232
basic,105,50,0.11476,0.02,1.1216,1.0202,0.61979,0.00023,0.00023
basic,105,50,0.11476,0.03448,1.1216,1.03508,0.62008,0.00041,0.0004
basic,105,50,0.11476,0.05945,1.1216,1.06125,0.62125,0.00079,0.00077
basic,105,50,0.11476,0.10249,1.1216,1.10793,0.62198,0.00141,0.00136
basic,105,50,0.11476,0.1767,1.1216,1.19327,0.62202,0.00261,0.00245
basic,105,50,0.11476,0.30464,1.1216,1.35613,0.62468,0.00436,0.0039
basic,105,50,0.11476,0.52521,1.1216,1.69082,0.62352,0.01016,0.00843
basic,105,50,0.11476,0.9055,1.1216,2.47316,0.61835,0.0258,0.0188
basic,105,50,0.11476,1.56112,1.1216,4.76417,0.61917,0.0704,0.04144
basic,105,50,0.11476,2.69146,1.1216,14.75322,0.61541,0.2138,0.10368
basic,105,50,0.11476,4.64023,1.1216,103.56769,0.63411,0.34048,0.17336
basic,105,50,0.11476,8.0,1.1216,2980.95799,0.63219,0.34525,0.17743
basic,105,50,0.16462,0.02,1.17895,1.0202,0.6314,0.00027,0.00027
basic,105,50,0.16462,0.03448,1.17895,1.03508,0.6314,0.00047,0.00047
basic,105,50,0.16462,0.05945,1.17895,1.06125,0.6314,0.00082,0.00081
basic,105,50,0.16462,0.10249,1.17895,1.10793,0.62403,0.0013,0.00125
basic,105,50,0.16462,0.1767,1.17895,1.19327,0.62744,0.00228,0.00214
basic,105,50,0.16462,0.30464,1.17895,1.35613,0.63005,0.00506,0.00451
basic,105,50,0.16462,0.52521,1.17895,1.69082,0.63046,0.00914,0.0075
basic,105,50,0.16462,0.9055,1.17895,2.47316,0.64271,0.02145,0.01539
basic,105,50,0.16462,1.56112,1.17895,4.76417,0.62856,0.05451,0.03239
basic,105,50,0.16462,2.69146,1.17895,14.75322,0.63322,0.17599,0.07909
basic,105,50,0.16462,4.64023,1.17895,103.56769,0.62733,0.30405,0.14124
basic,105,50,0.16462,8.0,1.17895,2980.95799,0.62733,0.3067,0.14492
basic,105,50,0.23615,0.02,1.26637,1.0202,0.61784,0.00032,0.00032
basic,105,50,0.23615,0.03448,1.26637,1.03508,0.61589,0.00058,0.00057
basic,105,50,0.23615,0.05945,1.26637,1.06125,0.61552,0.00103,0.00101
basic,105,50,0.23615,0.10249,1.26637,1.10793,0.61506,0.00182,0.00175
basic,105,50,0.23615,0.1767,1.26637,1.19327,0.6174,0.00338,0.00317
basic,105,50,0.23615,0.30464,1.26637,1.35613,0.61681,0.0066,0.00592
basic,105,50,0.23615,0.52521,1.26637,1.69082,0.61456,0.01074,0.00896
basic,105,50,0.23615,0.9055,1.26637,2.47316,0.61478,0.02461,0.01797
basic,105,50,0.23615,1.56112,1.26637,4.76417,0.61663,0.06125,0.03744
basic,105,50,0.23615,2.69146,1.26637,14.75322,0.59484,0.13884,0.06927
basic,105,50,0.23615,4.64023,1.26637,103.56769,0.59033,0.23808,0.12173
basic,105,50,0.23615,8.0,1.26637,2980.95799,0.59033,0.24148,0.12725
basic,105,50,0.33876,0.02,1.40321,1.0202,0.5749,0.0004,0.0004
basic,105,50,0.33876,0.03448,1.40321,1.03508,0.57495,0.0007,0.00069
basic,105,50,0.33876,0.05945,1.40321,1.06125,0.574,0.00123,0.00121
basic,105,50,0.33876,0.10249,1.40321,1.10793,0.58006,0.00217,0.0021
basic,105,50,0.33876,0.1767,1.40321,1.19327,0.58633,0.00349,0.0033
basic,105,50,0.33876,0.30464,1.40321,1.35613,0.5784,0.00773,0.007
basic,105,50,0.33876,0.52521,1.40321,1.69082,0.57635,0.01341,0.01119
basic,105,50,0.33876,0.9055,1.40321,2.47316,0.56592,0.03256,0.02427
basic,105,50,0.33876,1.56112,1.40321,4.76417,0.5716,0.07134,0.04257
basic,105,50,0.33876,2.69146,1.40321,14.75322,0.58744,0.16469,0.07796
basic,105,50,0.33876,4.64023,1.40321,103.56769,0.58598,0.26836,0.13104
basic,105,50,0.33876,8.0,1.40321,2980.95799,0.58257,0.27226,0.1461
basic,105,50,0.48596,0.02,1.62573,1.0202,0.54221,0.00033,0.00033
basic,105,50,0.48596,0.03448,1.62573,1.03508,0.53559,0.00062,0.00061
basic,105,50,0.48596,0.05945,1.62573,1.06125,0.53538,0.00111,0.00108
basic,105,50,0.48596,0.10249,1.62573,1.10793,0.5459,0.00194,0.00186
basic,105,50,0.48596,0.1767,1.62573,1.19327,0.54541,0.00364,0.00339
basic,105,50,0.48596,0.30464,1.62573,1.35613,0.54733,0.00629,0.00559
basic,105,50,0.48596,0.52521,1.62573,1.69082,0.55263,0.01262,0.01031
basic,105,50,0.48596,0.9055,1.62573,2.47316,0.53525,0.02407,0.01716
basic,105,50,0.48596,1.56112,1.62573,4.76417,0.53068,0.06063,0.03694
basic,105,50,0.48596,2.69146,1.62573,14.75322,0.53633,0.14907,0.07063
basic,105,50,0.48596,4.64023,1.62573,103.56769,0.52919,0.27331,0.13447
basic,105,50,0.48596,8.0,1.62573,2980.95799,0.52606,0.27853,0.14453
basic,105,50,0.69711,0.02,2.00793,1.0202,0.51932,0.00033,0.00033
basic,105,50,0.69711,0.03448,2.00793,1.03508,0.51454,0.0006,0.00059
basic,105,50,0.69711,0.05945,2.00793,1.06125,0.50027,0.00098,0.00095
basic,105,50,0.69711,0.10249,2.00793,1.10793,0.50362,0.00169,0.00162
basic,105,50,0.69711,0.1767,2.00793,1.19327,0.50317,0.00296,0.00277
basic,105,50,0.69711,0.30464,2.00793,1.35613,0.50256,0.00567,0.00504
basic,105,50,0.69711,0.52521,2.00793,1.69082,0.50951,0.01131,0.00927
basic,105,50,0.69711,0.9055,2.00793,2.47316,0.51425,0.02647,0.01899
basic,105,50,0.69711,1.56112,2.00793,4.76417,0.49635,0.06535,0.03912
basic,105,50,0.69711,2.69146,2.00793,14.75322,0.49533,0.15568,0.0784
basic,105,50,0.69711,4.64023,2.00793,103.56769,0.49244,0.29794,0.151
basic,105,50,0.69711,8.0,2.00793,2980.95799,0.48933,0.31041,0.17276
basic,105,50,1.0,0.02,2.71828,1.0202,0.4314,0.0004,0.00039
basic,105,50,1.0,0.03448,2.71828,1.03508,0.4303,0.00068,0.00068
basic,105,50,1.0,0.05945,2.71828,1.06125,0.42987,0.00116,0.00114
basic,105,50,1.0,0.10249,2.71828,1.10793,0.42917,0.00209,0.00202
basic,105,50,1.0,0.1767,2.71828,1.19327,0.42902,0.00368,0.00345
basic,105,50,1.0,0.30464,2.71828,1.35613,0.45057,0.0068,0.00612
basic,105,50,1.0,0.52521,2.71828,1.69082,0.45571,0.01339,0.01118
basic,105,50,1.0,0.9055,2.71828,2.47316,0.43873,0.03255,0.02387
basic,105,50,1.0,1.56112,2.71828,4.76417,0.44867,0.06945,0.04194
basic,105,50,1.0,2.69146,2.71828,14.75322,0.4569,0.12984,0.06477
basic,105,50,1.0,4.64023,2.71828,103.56769,0.43598,0.23886,0.12454
basic,105,50,1.0,8.0,2.71828,2980.95799,0.44849,0.27498,0.1605
basic,210,5,0.08,0.02,1.08329,1.0202,0.7151,0.00014,0.00014
basic,210,5,0.08,0.03448,1.08329,1.03508,0.7151,0.00024,0.00024
basic,210,5,0.08,0.05945,1.08329,1.06125,0.7151,0.00041,0.00041
basic,210,5,0.08,0.10249,1.08329,1.10793,0.71526,0.00072,0.00071
basic,210,5,0.08,0.1767,1.08329,1.19327,0.71564,0.00126,0.00125
basic,210,5,0.08,0.30464,1.08329,1.35613,0.71583,0.00216,0.00212
basic,210,5,0.08,0.52521,1.08329,1.69082,0.71325,0.00392,0.00382
basic,210,5,0.08,0.9055,1.08329,2.47316,0.71151,0.00685,0.00674
basic,210,5,0.08,1.56112,1.08329,4.76417,0.71083,0.01149,0.01194
basic,210,5,0.08,2.69146,1.08329,14.75322,0.70778,0.01702,0.0215
basic,210,5,0.08,4.64023,1.08329,103.56769,0.71003,0.02068,0.038
basic,210,5,0.08,8.0,1.08329,2980.95799,0.71006,0.0213,0.04526
basic,210,5,0.11476,0.02,1.1216,1.0202,0.71586,0.00019,0.00019
basic,210,5,0.11476,0.03448,1.1216,1.03508,0.71375,0.00033,0.00033
basic,210,5,0.11476,0.05945,1.1216,1.06125,0.71368,0.00057,0.00057
basic,210,5,0.11476,0.10249,1.1216,1.10793,0.71236,0.001,0.00099
basic,210,5,0.11476,0.1767,1.1216,1.19327,0.71189,0.00178,0.00176
basic,210,5,0.11476,0.30464,1.1216,1.35613,0.71198,0.00322,0.00317
basic,210,5,0.11476,0.52521,1.1216,1.69082,0.71089,0.00595,0.00587
basic,210,5,0.11476,0.9055,1.1216,2.47316,0.70715,0.01172,0.01174
basic,210,5,0.11476,1.56112,1.1216,4.76417,0.70856,0.0206,0.02206
basic,210,5,0.11476,2.69146,1.1216,14.75322,0.70792,0.0331,0.04344
basic,210,5,0.11476,4.64023,1.1216,103.56769,0.70769,0.04039,0.08044
basic,210,5,0.11476,8.0,1.1216,2980.95799,0.70863,0.03913,0.09809
basic,210,5,0.16462,0.02,1.17895,1.0202,0.72183,0.00028,0.00028
basic,210,5,0.16462,0.03448,1.17895,1.03508,0.72049,0.00048,0.00048
basic,210,5,0.16462,0.05945,1.17895,1.06125,0.72037,0.00086,0.00085
basic,210,5,0.16462,0.10249,1.17895,1.10793,0.71763,0.00153,0.00152
basic,210,5,0.16462,0.1767,1.17895,1.19327,0.72461,0.00277,0.00274
basic,210,5,0.16462,0.30464,1.17895,1.35613,0.72174,0.00464,0.00458
basic,210,5,0.16462,0.52521,1.17895,1.69082,0.72083,0.00864,0.00848
basic,210,5,0.16462,0.9055,1.17895,2.47316,0.71625,0.01581,0.01574
basic,210,5,0.16462,1.56112,1.17895,4.76417,0.7094,0.02989,0.03165
basic,210,5,0.16462,2.69146,1.17895,14.75322,0.71055,0.0435,0.05547
basic,210,5,0.16462,4.64023,1.17895,103.56769,0.7098,0.04686,0.08805
basic,210,5,0.16462,8.0,1.17895,2980.95799,0.71118,0.04782,0.12327
basic,210,5,0.23615,0.02,1.26637,1.0202,0.68752,0.00037,0.00037
basic,210,5,0.23615,0.03448,1.26637,1.03508,0.68752,0.00065,0.00065
basic,210,5,0.23615,0.05945,1.26637,1.06125,0.6865,0.00116,0.00116
basic,210,5,0.23615,0.10249,1.26637,1.10793,0.6854,0.00205,0.00204
basic,210,5,0.23615,0.1767,1.26637,1.19327,0.68795,0.00332,0.00329
basic,210,5,0.23615,0.30464,1.26637,1.35613,0.68418,0.00588,0.00582
basic,210,5,0.23615,0.52521,1.26637,1.69082,0.68844,0.01056,0.01049
basic,210,5,0.23615,0.9055,1.26637,2.47316,0.6897,0.01811,0.01837
basic,210,5,0.23615,1.56112,1.26637,4.76417,0.6889,0.03638,0.03939
basic,210,5,0.23615,2.69146,1.26637,14.75322,0.70632,0.04972,0.0671
basic,210,5,0.23615,4.64023,1.26637,103.56769,0.70479,0.05731,0.11727
basic,210,5,0.23615,8.0,1.26637,2980.95799,0.7009,0.05955,0.16607
basic,210,5,0.33876,0.02,1.40321,1.0202,0.66704,0.00052,0.00052
basic,210,5,0.33876,0.03448,1.40321,1.03508,0.66601,0.00088,0.00088
basic,210,5,0.33876,0.05945,1.40321,1.06125,0.66718,0.00149,0.00149
basic,210,5,0.33876,0.10249,1.40321,1.10793,0.66599,0.0026,0.00259
basic,210,5,0.33876,0.1767,1.40321,1.19327,0.66806,0.00436,0.00433
basic,210,5,0.33876,0.30464,1.40321,1.35613,0.66606,0.00771,0.00764
basic,210,5,0.33876,0.52521,1.40321,1.69082,0.66813,0.01399,0.01391
basic,210,5,0.33876,0.9055,1.40321,2.47316,0.67439,0.02503,0.02562
basic,210,5,0.33876,1.56112,1.40321,4.76417,0.67686,0.03697,0.04089
basic,210,5,0.33876,2.69146,1.40321,14.75322,0.67273,0.05582,0.07572
basic,210,5,0.33876,4.64023,1.40321,103.56769,0.6736,0.06556,0.13069
basic,210,5,0.33876,8.0,1.40321,2980.95799,0.6729,0.07136,0.2041
basic,210,5,0.48596,0.02,1.62573,1.0202,0.60598,0.00068,0.00068
basic,210,5,0.48596,0.03448,1.62573,1.03508,0.60419,0.00119,0.00119
basic,210,5,0.48596,0.05945,1.62573,1.06125,0.60044,0.00207,0.00207
basic,210,5,0.48596,0.10249,1.62573,1.10793,0.61204,0.00343,0.00342
basic,210,5,0.48596,0.1767,1.62573,1.19327,0.61221,0.0061,0.00608
basic,210,5,0.48596,0.30464,1.62573,1.35613,0.61797,0.01036,0.01032
basic,210,5,0.48596,0.52521,1.62573,1.69082,0.60998,0.01803,0.01798
basic,210,5,0.48596,0.9055,1.62573,2.47316,0.61652,0.03315,0.03429
basic,210,5,0.48596,1.56112,1.62573,4.76417,0.61356,0.05611,0.06264
basic,210,5,0.48596,2.69146,1.62573,14.75322,0.62417,0.07505,0.104
basic,210,5,0.48596,4.64023,1.62573,103.56769,0.62364,0.09166,0.18706
basic,210,5,0.48596,8.0,1.62573,2980.95799,0.62037,0.08967,0.27083
basic,210,5,0.69711,0.02,2.00793,1.0202,0.53937,0.00086,0.00086
basic,210,5,0.69711,0.03448,2.00793,1.03508,0.53948,0.0015,0.00149
basic,210,5,0.69711,0.05945,2.00793,1.06125,0.54347,0.00264,0.00263
basic,210,5,0.69711,0.10249,2.00793,1.10793,0.53842,0.00465,0.00464
basic,210,5,0.69711,0.1767,2.00793,1.19327,0.54369,0.00835,0.00832
basic,210,5,0.69711,0.30464,2.00793,1.35613,0.54793,0.01389,0.01384
basic,210,5,0.69711,0.52521,2.00793,1.69082,0.54285,0.026,0.02601
basic,210,5,0.69711,0.9055,2.00793,2.47316,0.5307,0.05024,0.05236
basic,210,5,0.69711,1.56112,2.00793,4.76417,0.5304,0.08297,0.09511
basic,210,5,0.69711,2.69146,2.00793,14.75322,0.53913,0.10778,0.15751
basic,210,5,0.69711,4.64023,2.00793,103.56769,0.53977,0.12257,0.26129
basic,210,5,0.69711,8.0,2.00793,2980.95799,0.53567,0.11842,0.3871
basic,210,5,1.0,0.02,2.71828,1.0202,0.4392,0.00114,0.00114
basic,210,5,1.0,0.03448,2.71828,1.03508,0.44015,0.002,0.00199
basic,210,5,1.0,0.05945,2.71828,1.06125,0.44109,0.0036,0.00359
basic,210,5,1.0,0.10249,2.71828,1.10793,0.43971,0.00613,0.00613
basic,210,5,1.0,0.1767,2.71828,1.19327,0.43486,0.01041,0.0104
basic,210,5,1.0,0.30464,2.71828,1.35613,0.45163,0.01776,0.01785
basic,210,5,1.0,0.52521,2.71828,1.69082,0.44337,0.03292,0.03351
basic,210,5,1.0,0.9055,2.71828,2.47316,0.44273,0.05686,0.06071
basic,210,5,1.0,1.56112,2.71828,4.76417,0.46147,0.08945,0.10873
basic,210,5,1.0,2.69146,2.71828,14.75322,0.47052,0.12185,0.19293
basic,210,5,1.0,4.64023,2.71828,103.56769,0.46592,0.12645,0.29296
basic,210,5,1.0,8.0,2.71828,2980.95799,0.47588,0.13045,0.45439
basic,210,10,0.08,0.02,1.08329,1.0202,0.73188,0.00022,0.00022
basic,210,10,0.08,0.03448,1.08329,1.03508,0.73188,0.00038,0.00038
basic,210,10,0.08,0.05945,1.08329,1.06125,0.73135,0.00063,0.00063
