access,w_eff,n_vis,eps_idle,eps_coll,c_idle,c_coll,T,tau_cv,x_sd
rts,105,5,0.08,0.02,1.08329,1.0202,0.53611,0.00012,0.00012
rts,105,5,0.08,0.03448,1.08329,1.03508,0.53611,0.00021,0.00021
rts,105,5,0.08,0.05945,1.08329,1.06125,0.53611,0.00036,0.00036
rts,105,5,0.08,0.10249,1.08329,1.10793,0.53668,0.00065,0.00065
rts,105,5,0.08,0.1767,1.08329,1.19327,0.53668,0.00111,0.00111
rts,105,5,0.08,0.30464,1.08329,1.35613,0.53668,0.00191,0.00192
rts,105,5,0.08,0.52521,1.08329,1.69082,0.53668,0.00326,0.00331
rts,105,5,0.08,0.9055,1.08329,2.47316,0.53487,0.00644,0.00665
rts,105,5,0.08,1.56112,1.08329,4.76417,0.53487,0.01004,0.01147
rts,105,5,0.08,2.69146,1.08329,14.75322,0.53487,0.0136,0.01977
rts,105,5,0.08,4.64023,1.08329,103.56769,0.53487,0.01541,0.03342
rts,105,5,0.08,8.0,1.08329,2980.95799,0.53487,0.01553,0.03718
rts,105,5,0.11476,0.02,1.1216,1.0202,0.55287,0.00015,0.00015
rts,105,5,0.11476,0.03448,1.1216,1.03508,0.55287,0.00027,0.00027
rts,105,5,0.11476,0.05945,1.1216,1.06125,0.55286,0.00047,0.00047
rts,105,5,0.11476,0.10249,1.1216,1.10793,0.55286,0.00081,0.0008
rts,105,5,0.11476,0.1767,1.1216,1.19327,0.55286,0.00139,0.00139
rts,105,5,0.11476,0.30464,1.1216,1.35613,0.55351,0.00234,0.00234
rts,105,5,0.11476,0.52521,1.1216,1.69082,0.55227,0.00455,0.00455
rts,105,5,0.11476,0.9055,1.1216,2.47316,0.55613,0.00907,0.00955
rts,105,5,0.11476,1.56112,1.1216,4.76417,0.55749,0.01426,0.01671
rts,105,5,0.11476,2.69146,1.1216,14.75322,0.55784,0.02301,0.03383
rts,105,5,0.11476,4.64023,1.1216,103.56769,0.55759,0.02866,0.06433
rts,105,5,0.11476,8.0,1.1216,2980.95799,0.55759,0.02903,0.07909
rts,105,5,0.16462,0.02,1.17895,1.0202,0.558,0.0003,0.0003
rts,105,5,0.16462,0.03448,1.17895,1.03508,0.55808,0.00052,0.00052
rts,105,5,0.16462,0.05945,1.17895,1.06125,0.5577,0.0009,0.0009
rts,105,5,0.16462,0.10249,1.17895,1.10793,0.55722,0.00171,0.00171
rts,105,5,0.16462,0.1767,1.17895,1.19327,0.55659,0.00301,0.00301
rts,105,5,0.16462,0.30464,1.17895,1.35613,0.55722,0.00541,0.00543
rts,105,5,0.16462,0.52521,1.17895,1.69082,0.5576,0.00933,0.00944
rts,105,5,0.16462,0.9055,1.17895,2.47316,0.56216,0.01606,0.01679
rts,105,5,0.16462,1.56112,1.17895,4.76417,0.55941,0.02721,0.03104
rts,105,5,0.16462,2.69146,1.17895,14.75322,0.55981,0.04125,0.05949
rts,105,5,0.16462,4.64023,1.17895,103.56769,0.55981,0.04708,0.10161
rts,105,5,0.16462,8.0,1.17895,2980.95799,0.55787,0.04882,0.12886
rts,105,5,0.23615,0.02,1.26637,1.0202,0.58733,0.0003,0.0003
rts,105,5,0.23615,0.03448,1.26637,1.03508,0.58733,0.00052,0.00052
rts,105,5,0.23615,0.05945,1.26637,1.06125,0.58733,0.0009,0.0009
rts,105,5,0.23615,0.10249,1.26637,1.10793,0.58889,0.00154,0.00154
rts,105,5,0.23615,0.1767,1.26637,1.19327,0.58889,0.00273,0.00271
rts,105,5,0.23615,0.30464,1.26637,1.35613,0.58865,0.00493,0.00491
rts,105,5,0.23615,0.52521,1.26637,1.69082,0.58468,0.00921,0.00922
rts,105,5,0.23615,0.9055,1.26637,2.47316,0.58754,0.01631,0.01669
rts,105,5,0.23615,1.56112,1.26637,4.76417,0.58749,0.02658,0.02914
rts,105,5,0.23615,2.69146,1.26637,14.75322,0.59054,0.03909,0.05199
rts,105,5,0.23615,4.64023,1.26637,103.56769,0.58802,0.04715,0.09322
rts,105,5,0.23615,8.0,1.26637,2980.95799,0.58802,0.04808,0.12895
rts,105,5,0.33876,0.02,1.40321,1.0202,0.60798,0.00054,0.00054
rts,105,5,0.33876,0.03448,1.40321,1.03508,0.60798,0.00092,0.00092
rts,105,5,0.33876,0.05945,1.40321,1.06125,0.6076,0.00161,0.0016
rts,105,5,0.33876,0.10249,1.40321,1.10793,0.60713,0.00278,0.00277
rts,105,5,0.33876,0.1767,1.40321,1.19327,0.60708,0.0047,0.00469
rts,105,5,0.33876,0.30464,1.40321,1.35613,0.6071,0.00796,0.00793
rts,105,5,0.33876,0.52521,1.40321,1.69082,0.6053,0.01373,0.01373
rts,105,5,0.33876,0.9055,1.40321,2.47316,0.59603,0.02852,0.02957
rts,105,5,0.33876,1.56112,1.40321,4.76417,0.6011,0.04499,0.05119
rts,105,5,0.33876,2.69146,1.40321,14.75322,0.60159,0.0691,0.10291
rts,105,5,0.33876,4.64023,1.40321,103.56769,0.60184,0.07472,0.16529
rts,105,5,0.33876,8.0,1.40321,2980.95799,0.6019,0.0788,0.23327
rts,105,5,0.48596,0.02,1.62573,1.0202,0.59806,0.00076,0.00076
rts,105,5,0.48596,0.03448,1.62573,1.03508,0.59794,0.0013,0.0013
rts,105,5,0.48596,0.05945,1.62573,1.06125,0.59681,0.00225,0.00225
rts,105,5,0.48596,0.10249,1.62573,1.10793,0.59775,0.00395,0.00394
rts,105,5,0.48596,0.1767,1.62573,1.19327,0.59651,0.00689,0.00687
rts,105,5,0.48596,0.30464,1.62573,1.35613,0.60194,0.01223,0.0122
rts,105,5,0.48596,0.52521,1.62573,1.69082,0.59813,0.02222,0.02258
rts,105,5,0.48596,0.9055,1.62573,2.47316,0.59995,0.0364,0.03798
rts,105,5,0.48596,1.56112,1.62573,4.76417,0.60192,0.06135,0.0718
rts,105,5,0.48596,2.69146,1.62573,14.75322,0.59641,0.08182,0.12435
rts,105,5,0.48596,4.64023,1.62573,103.56769,0.59606,0.0943,0.21125
rts,105,5,0.48596,8.0,1.62573,2980.95799,0.60141,0.09669,0.30492
rts,105,5,0.69711,0.02,2.00793,1.0202,0.57692,0.00126,0.00126
rts,105,5,0.69711,0.03448,2.00793,1.03508,0.57573,0.00224,0.00224
rts,105,5,0.69711,0.05945,2.00793,1.06125,0.57825,0.00381,0.00381
rts,105,5,0.69711,0.10249,2.00793,1.10793,0.58073,0.00658,0.00659
rts,105,5,0.69711,0.1767,2.00793,1.19327,0.58597,0.01108,0.01115
rts,105,5,0.69711,0.30464,2.00793,1.35613,0.58165,0.02013,0.02044
rts,105,5,0.69711,0.52521,2.00793,1.69082,0.59178,0.03296,0.03426
rts,105,5,0.69711,0.9055,2.00793,2.47316,0.58968,0.0538,0.0586
rts,105,5,0.69711,1.56112,2.00793,4.76417,0.59079,0.0825,0.10314
rts,105,5,0.69711,2.69146,2.00793,14.75322,0.59317,0.11025,0.1731
rts,105,5,0.69711,4.64023,2.00793,103.56769,0.59848,0.12426,0.28468
rts,105,5,0.69711,8.0,2.00793,2980.95799,0.59665,0.1258,0.41256
rts,105,5,1.0,0.02,2.71828,1.0202,0.57035,0.00137,0.00137
rts,105,5,1.0,0.03448,2.71828,1.03508,0.56965,0.00235,0.00235
rts,105,5,1.0,0.05945,2.71828,1.06125,0.57468,0.00401,0.00401
rts,105,5,1.0,0.10249,2.71828,1.10793,0.56754,0.00665,0.00667
rts,105,5,1.0,0.1767,2.71828,1.19327,0.55865,0.01176,0.01186
rts,105,5,1.0,0.30464,2.71828,1.35613,0.56295,0.02154,0.02191
rts,105,5,1.0,0.52521,2.71828,1.69082,0.56567,0.04071,0.04178
rts,105,5,1.0,0.9055,2.71828,2.47316,0.58106,0.06639,0.07277
rts,105,5,1.0,1.56112,2.71828,4.76417,0.58165,0.10173,0.13151
rts,105,5,1.0,2.69146,2.71828,14.75322,0.57571,0.14429,0.2505
rts,105,5,1.0,4.64023,2.71828,103.56769,0.58317,0.14969,0.38182
rts,105,5,1.0,8.0,2.71828,2980.95799,0.58276,0.14463,0.51744
rts,105,10,0.08,0.02,1.08329,1.0202,0.57333,0.00038,0.00038
rts,105,10,0.08,0.03448,1.08329,1.03508,0.57333,0.00066,0.00065
rts,105,10,0.08,0.05945,1.08329,1.06125,0.57333,0.00114,0.00112
rts,105,10,0.08,0.10249,1.08329,1.10793,0.57333,0.00199,0.00194
rts,105,10,0.08,0.1767,1.08329,1.19327,0.5687,0.00345,0.0033
rts,105,10,0.08,0.30464,1.08329,1.35613,0.56756,0.00646,0.006
rts,105,10,0.08,0.52521,1.08329,1.69082,0.56695,0.01137,0.01004
rts,105,10,0.08,0.9055,1.08329,2.47316,0.56776,0.02221,0.01828
rts,105,10,0.08,1.56112,1.08329,4.76417,0.56657,0.04866,0.03881
rts,105,10,0.08,2.69146,1.08329,14.75322,0.5693,0.10378,0.08864
rts,105,10,0.08,4.64023,1.08329,103.56769,0.56871,0.13807,0.14639
rts,105,10,0.08,8.0,1.08329,2980.95799,0.56946,0.14181,0.16616
rts,105,10,0.11476,0.02,1.1216,1.0202,0.58437,0.00039,0.00039
rts,105,10,0.11476,0.03448,1.1216,1.03508,0.58367,0.00069,0.00069
rts,105,10,0.11476,0.05945,1.1216,1.06125,0.5826,0.00118,0.00117
rts,105,10,0.11476,0.10249,1.1216,1.10793,0.58256,0.002,0.00196
rts,105,10,0.11476,0.1767,1.1216,1.19327,0.58527,0.00355,0.00342
rts,105,10,0.11476,0.30464,1.1216,1.35613,0.58665,0.00548,0.00516
rts,105,10,0.11476,0.52521,1.1216,1.69082,0.58675,0.01214,0.01092
rts,105,10,0.11476,0.9055,1.1216,2.47316,0.58554,0.02352,0.01978
rts,105,10,0.11476,1.56112,1.1216,4.76417,0.58544,0.0479,0.03897
rts,105,10,0.11476,2.69146,1.1216,14.75322,0.5854,0.09794,0.07801
rts,105,10,0.11476,4.64023,1.1216,103.56769,0.58378,0.14501,0.15468
rts,105,10,0.11476,8.0,1.1216,2980.95799,0.58362,0.14096,0.17211
rts,105,10,0.16462,0.02,1.17895,1.0202,0.60062,0.00058,0.00058
rts,105,10,0.16462,0.03448,1.17895,1.03508,0.6007,0.00099,0.00099
rts,105,10,0.16462,0.05945,1.17895,1.06125,0.60137,0.00183,0.00182
rts,105,10,0.16462,0.10249,1.17895,1.10793,0.60186,0.00323,0.00317
rts,105,10,0.16462,0.1767,1.17895,1.19327,0.60048,0.00569,0.00552
rts,105,10,0.16462,0.30464,1.17895,1.35613,0.60216,0.00987,0.00935
rts,105,10,0.16462,0.52521,1.17895,1.69082,0.60235,0.01975,0.01814
rts,105,10,0.16462,0.9055,1.17895,2.47316,0.60065,0.03771,0.03292
rts,105,10,0.16462,1.56112,1.17895,4.76417,0.59895,0.07234,0.06063
rts,105,10,0.16462,2.69146,1.17895,14.75322,0.59359,0.13678,0.12224
rts,105,10,0.16462,4.64023,1.17895,103.56769,0.59175,0.18934,0.2138
rts,105,10,0.16462,8.0,1.17895,2980.95799,0.59108,0.19636,0.25886
rts,105,10,0.23615,0.02,1.26637,1.0202,0.61187,0.00064,0.00064
rts,105,10,0.23615,0.03448,1.26637,1.03508,0.61206,0.00111,0.0011
rts,105,10,0.23615,0.05945,1.26637,1.06125,0.61206,0.00192,0.0019
rts,105,10,0.23615,0.10249,1.26637,1.10793,0.61165,0.00355,0.00348
rts,105,10,0.23615,0.1767,1.26637,1.19327,0.61156,0.00648,0.00628
rts,105,10,0.23615,0.30464,1.26637,1.35613,0.61346,0.01085,0.01027
rts,105,10,0.23615,0.52521,1.26637,1.69082,0.61221,0.02057,0.01883
rts,105,10,0.23615,0.9055,1.26637,2.47316,0.61238,0.03696,0.03225
rts,105,10,0.23615,1.56112,1.26637,4.76417,0.614,0.07463,0.06389
rts,105,10,0.23615,2.69146,1.26637,14.75322,0.60983,0.13109,0.11516
rts,105,10,0.23615,4.64023,1.26637,103.56769,0.60843,0.18972,0.22125
rts,105,10,0.23615,8.0,1.26637,2980.95799,0.60921,0.20315,0.29237
rts,105,10,0.33876,0.02,1.40321,1.0202,0.6146,0.00061,0.00061
rts,105,10,0.33876,0.03448,1.40321,1.03508,0.6136,0.00107,0.00107
rts,105,10,0.33876,0.05945,1.40321,1.06125,0.61375,0.00187,0.00185
rts,105,10,0.33876,0.10249,1.40321,1.10793,0.613,0.00344,0.00338
rts,105,10,0.33876,0.1767,1.40321,1.19327,0.61637,0.00643,0.00626
rts,105,10,0.33876,0.30464,1.40321,1.35613,0.61317,0.01292,0.01225
rts,105,10,0.33876,0.52521,1.40321,1.69082,0.6181,0.02181,0.02011
rts,105,10,0.33876,0.9055,1.40321,2.47316,0.61706,0.04608,0.04011
rts,105,10,0.33876,1.56112,1.40321,4.76417,0.6234,0.07169,0.06095
rts,105,10,0.33876,2.69146,1.40321,14.75322,0.62746,0.12295,0.10858
rts,105,10,0.33876,4.64023,1.40321,103.56769,0.62111,0.17458,0.21267
rts,105,10,0.33876,8.0,1.40321,2980.95799,0.61784,0.17444,0.28164
rts,105,10,0.48596,0.02,1.62573,1.0202,0.61694,0.00107,0.00107
rts,105,10,0.48596,0.03448,1.62573,1.03508,0.61508,0.00194,0.00193
rts,105,10,0.48596,0.05945,1.62573,1.06125,0.61638,0.00337,0.00335
rts,105,10,0.48596,0.10249,1.62573,1.10793,0.61508,0.00593,0.00585
rts,105,10,0.48596,0.1767,1.62573,1.19327,0.62025,0.00997,0.00971
rts,105,10,0.48596,0.30464,1.62573,1.35613,0.62063,0.01638,0.01562
rts,105,10,0.48596,0.52521,1.62573,1.69082,0.61611,0.03293,0.03058
rts,105,10,0.48596,0.9055,1.62573,2.47316,0.61462,0.07037,0.06245
rts,105,10,0.48596,1.56112,1.62573,4.76417,0.62213,0.12446,0.10661
rts,105,10,0.48596,2.69146,1.62573,14.75322,0.62657,0.19933,0.18892
rts,105,10,0.48596,4.64023,1.62573,103.56769,0.62208,0.24847,0.3154
rts,105,10,0.48596,8.0,1.62573,2980.95799,0.62032,0.25673,0.41946
rts,105,10,0.69711,0.02,2.00793,1.0202,0.59843,0.00164,0.00164
rts,105,10,0.69711,0.03448,2.00793,1.03508,0.59735,0.00279,0.00278
rts,105,10,0.69711,0.05945,2.00793,1.06125,0.59706,0.0049,0.00487
rts,105,10,0.69711,0.10249,2.00793,1.10793,0.59779,0.00793,0.00785
rts,105,10,0.69711,0.1767,2.00793,1.19327,0.60122,0.01423,0.01394
rts,105,10,0.69711,0.30464,2.00793,1.35613,0.61046,0.02728,0.02632
rts,105,10,0.69711,0.52521,2.00793,1.69082,0.61827,0.04314,0.0409
rts,105,10,0.69711,0.9055,2.00793,2.47316,0.60889,0.09497,0.08779
rts,105,10,0.69711,1.56112,2.00793,4.76417,0.61883,0.14931,0.13053
rts,105,10,0.69711,2.69146,2.00793,14.75322,0.61586,0.24086,0.24093
rts,105,10,0.69711,4.64023,2.00793,103.56769,0.61411,0.28229,0.36187
rts,105,10,0.69711,8.0,2.00793,2980.95799,0.61327,0.29059,0.51702
rts,105,10,1.0,0.02,2.71828,1.0202,0.56456,0.00249,0.00249
rts,105,10,1.0,0.03448,2.71828,1.03508,0.57187,0.00408,0.00407
rts,105,10,1.0,0.05945,2.71828,1.06125,0.57667,0.00694,0.0069
rts,105,10,1.0,0.10249,2.71828,1.10793,0.57679,0.01192,0.01179
rts,105,10,1.0,0.1767,2.71828,1.19327,0.56568,0.02153,0.0212
rts,105,10,1.0,0.30464,2.71828,1.35613,0.57887,0.03916,0.03821
rts,105,10,1.0,0.52521,2.71828,1.69082,0.57243,0.07781,0.07506
rts,105,10,1.0,0.9055,2.71828,2.47316,0.58029,0.12437,0.12051
rts,105,10,1.0,1.56112,2.71828,4.76417,0.59984,0.18765,0.18769
rts,105,10,1.0,2.69146,2.71828,14.75322,0.58548,0.29818,0.35649
rts,105,10,1.0,4.64023,2.71828,103.56769,0.60311,0.31926,0.50355
rts,105,10,1.0,8.0,2.71828,2980.95799,0.60343,0.32616,0.67364
rts,105,20,0.08,0.02,1.08329,1.0202,0.60079,0.00063,0.00062
rts,105,20,0.08,0.03448,1.08329,1.03508,0.60181,0.00111,0.0011
rts,105,20,0.08,0.05945,1.08329,1.06125,0.6024,0.0019,0.00186
rts,105,20,0.08,0.10249,1.08329,1.10793,0.60095,0.0033,0.00319
rts,105,20,0.08,0.1767,1.08329,1.19327,0.59744,0.00638,0.00604
rts,105,20,0.08,0.30464,1.08329,1.35613,0.59995,0.01148,0.0104
rts,105,20,0.08,0.52521,1.08329,1.69082,0.59462,0.02156,0.01814
rts,105,20,0.08,0.9055,1.08329,2.47316,0.60529,0.05836,0.04384
rts,105,20,0.08,1.56112,1.08329,4.76417,0.60421,0.14374,0.08994
rts,105,20,0.08,2.69146,1.08329,14.75322,0.59303,0.30901,0.17537
rts,105,20,0.08,4.64023,1.08329,103.56769,0.5893,0.47548,0.29939
rts,105,20,0.08,8.0,1.08329,2980.95799,0.59035,0.48123,0.31646
rts,105,20,0.11476,0.02,1.1216,1.0202,0.61202,0.00053,0.00053
rts,105,20,0.11476,0.03448,1.1216,1.03508,0.61395,0.00096,0.00095
rts,105,20,0.11476,0.05945,1.1216,1.06125,0.61395,0.00165,0.00162
rts,105,20,0.11476,0.10249,1.1216,1.10793,0.61363,0.00307,0.00296
rts,105,20,0.11476,0.1767,1.1216,1.19327,0.61143,0.00517,0.00488
rts,105,20,0.11476,0.30464,1.1216,1.35613,0.61195,0.01025,0.0093
rts,105,20,0.11476,0.52521,1.1216,1.69082,0.61273,0.02177,0.0183
rts,105,20,0.11476,0.9055,1.1216,2.47316,0.61298,0.04463,0.03334
rts,105,20,0.11476,1.56112,1.1216,4.76417,0.60748,0.11102,0.07145
rts,105,20,0.11476,2.69146,1.1216,14.75322,0.60814,0.29102,0.16042
rts,105,20,0.11476,4.64023,1.1216,103.56769,0.60692,0.41935,0.25884
rts,105,20,0.11476,8.0,1.1216,2980.95799,0.60476,0.43315,0.28907
rts,105,20,0.16462,0.02,1.17895,1.0202,0.63367,0.00061,0.0006
rts,105,20,0.16462,0.03448,1.17895,1.03508,0.63249,0.001,0.00099
rts,105,20,0.16462,0.05945,1.17895,1.06125,0.63211,0.00175,0.00172
rts,105,20,0.16462,0.10249,1.17895,1.10793,0.63249,0.00314,0.00304
rts,105,20,0.16462,0.1767,1.17895,1.19327,0.6319,0.00557,0.00526
rts,105,20,0.16462,0.30464,1.17895,1.35613,0.62551,0.01064,0.00957
rts,105,20,0.16462,0.52521,1.17895,1.69082,0.6286,0.01979,0.01662
rts,105,20,0.16462,0.9055,1.17895,2.47316,0.62254,0.0429,0.03201
rts,105,20,0.16462,1.56112,1.17895,4.76417,0.62862,0.09421,0.05929
rts,105,20,0.16462,2.69146,1.17895,14.75322,0.62606,0.22505,0.12482
rts,105,20,0.16462,4.64023,1.17895,103.56769,0.62702,0.33133,0.20911
rts,105,20,0.16462,8.0,1.17895,2980.95799,0.62319,0.3426,0.24027
rts,105,20,0.23615,0.02,1.26637,1.0202,0.63397,0.00075,0.00075
rts,105,20,0.23615,0.03448,1.26637,1.03508,0.63413,0.0013,0.00129
rts,105,20,0.23615,0.05945,1.26637,1.06125,0.63351,0.00228,0.00223
rts,105,20,0.23615,0.10249,1.26637,1.10793,0.63308,0.00394,0.00382
rts,105,20,0.23615,0.1767,1.26637,1.19327,0.63138,0.00725,0.00685
rts,105,20,0.23615,0.30464,1.26637,1.35613,0.63143,0.01349,0.01226
rts,105,20,0.23615,0.52521,1.26637,1.69082,0.63838,0.02729,0.02279
rts,105,20,0.23615,0.9055,1.26637,2.47316,0.63732,0.05887,0.04348
rts,105,20,0.23615,1.56112,1.26637,4.76417,0.63459,0.11294,0.07197
rts,105,20,0.23615,2.69146,1.26637,14.75322,0.62548,0.29179,0.1685
rts,105,20,0.23615,4.64023,1.26637,103.56769,0.63168,0.46827,0.2825
rts,105,20,0.23615,8.0,1.26637,2980.95799,0.63056,0.49286,0.34526
rts,105,20,0.33876,0.02,1.40321,1.0202,0.62643,0.00102,0.00102
rts,105,20,0.33876,0.03448,1.40321,1.03508,0.62349,0.00186,0.00184
rts,105,20,0.33876,0.05945,1.40321,1.06125,0.62724,0.00312,0.00307
rts,105,20,0.33876,0.10249,1.40321,1.10793,0.62984,0.00555,0.00538
rts,105,20,0.33876,0.1767,1.40321,1.19327,0.63833,0.00902,0.00855
rts,105,20,0.33876,0.30464,1.40321,1.35613,0.63633,0.0162,0.01475
rts,105,20,0.33876,0.52521,1.40321,1.69082,0.63951,0.03203,0.02689
rts,105,20,0.33876,0.9055,1.40321,2.47316,0.63454,0.06946,0.05217
rts,105,20,0.33876,1.56112,1.40321,4.76417,0.64076,0.15082,0.09652
rts,105,20,0.33876,2.69146,1.40321,14.75322,0.6373,0.30622,0.17081
rts,105,20,0.33876,4.64023,1.40321,103.56769,0.63824,0.4458,0.27146
rts,105,20,0.33876,8.0,1.40321,2980.95799,0.63952,0.47012,0.33256
rts,105,20,0.48596,0.02,1.62573,1.0202,0.62906,0.0014,0.00139
rts,105,20,0.48596,0.03448,1.62573,1.03508,0.6281,0.00245,0.00243
rts,105,20,0.48596,0.05945,1.62573,1.06125,0.62502,0.00438,0.00432
rts,105,20,0.48596,0.10249,1.62573,1.10793,0.63102,0.00721,0.00702
rts,105,20,0.48596,0.1767,1.62573,1.19327,0.63027,0.01376,0.01313
rts,105,20,0.48596,0.30464,1.62573,1.35613,0.62848,0.02432,0.02239
rts,105,20,0.48596,0.52521,1.62573,1.69082,0.62756,0.04076,0.03505
rts,105,20,0.48596,0.9055,1.62573,2.47316,0.62243,0.0902,0.07024
rts,105,20,0.48596,1.56112,1.62573,4.76417,0.63089,0.1929,0.12643
rts,105,20,0.48596,2.69146,1.62573,14.75322,0.63256,0.34555,0.20784
rts,105,20,0.48596,4.64023,1.62573,103.56769,0.62787,0.57012,0.38273
rts,105,20,0.48596,8.0,1.62573,2980.95799,0.62721,0.58157,0.46336
rts,105,20,0.69711,0.02,2.00793,1.0202,0.60656,0.00188,0.00187
rts,105,20,0.69711,0.03448,2.00793,1.03508,0.61057,0.00323,0.0032
rts,105,20,0.69711,0.05945,2.00793,1.06125,0.61086,0.0058,0.00571
rts,105,20,0.69711,0.10249,2.00793,1.10793,0.60929,0.01017,0.0099
rts,105,20,0.69711,0.1767,2.00793,1.19327,0.61151,0.01645,0.0157
rts,105,20,0.69711,0.30464,2.00793,1.35613,0.61629,0.03047,0.0282
rts,105,20,0.69711,0.52521,2.00793,1.69082,0.6146,0.0539,0.04679
rts,105,20,0.69711,0.9055,2.00793,2.47316,0.6194,0.10658,0.08368
rts,105,20,0.69711,1.56112,2.00793,4.76417,0.62076,0.21023,0.14506
rts,105,20,0.69711,2.69146,2.00793,14.75322,0.62949,0.37026,0.22917
rts,105,20,0.69711,4.64023,2.00793,103.56769,0.62802,0.59568,0.42724
rts,105,20,0.69711,8.0,2.00793,2980.95799,0.6217,0.60195,0.53174
rts,105,20,1.0,0.02,2.71828,1.0202,0.56284,0.00299,0.00298
rts,105,20,1.0,0.03448,2.71828,1.03508,0.56381,0.00507,0.00503
rts,105,20,1.0,0.05945,2.71828,1.06125,0.56905,0.00879,0.00868
rts,105,20,1.0,0.10249,2.71828,1.10793,0.57635,0.01507,0.0147
rts,105,20,1.0,0.1767,2.71828,1.19327,0.59133,0.02316,0.02223
rts,105,20,1.0,0.30464,2.71828,1.35613,0.59189,0.04693,0.04354
rts,105,20,1.0,0.52521,2.71828,1.69082,0.60206,0.07862,0.06932
rts,105,20,1.0,0.9055,2.71828,2.47316,0.59676,0.16692,0.1326
rts,105,20,1.0,1.56112,2.71828,4.76417,0.59876,0.29364,0.2115
rts,105,20,1.0,2.69146,2.71828,14.75322,0.60697,0.49031,0.33458
rts,105,20,1.0,4.64023,2.71828,103.56769,0.61273,0.62728,0.51579
rts,105,20,1.0,8.0,2.71828,2980.95799,0.60792,0.65353,0.67214
rts,105,50,0.08,0.02,1.08329,1.0202,0.62238,0.00085,0.00084
rts,105,50,0.08,0.03448,1.08329,1.03508,0.62521,0.00167,0.00165
rts,105,50,0.08,0.05945,1.08329,1.06125,0.62662,0.00281,0.00274
rts,105,50,0.08,0.10249,1.08329,1.10793,0.62559,0.00475,0.00455
rts,105,50,0.08,0.1767,1.08329,1.19327,0.62767,0.00792,0.00733
rts,105,50,0.08,0.30464,1.08329,1.35613,0.61921,0.01298,0.01131
rts,105,50,0.08,0.52521,1.08329,1.69082,0.62084,0.02802,0.02227
rts,105,50,0.08,0.9055,1.08329,2.47316,0.62959,0.06709,0.04545
rts,105,50,0.08,1.56112,1.08329,4.76417,0.63129,0.1957,0.10018
rts,105,50,0.08,2.69146,1.08329,14.75322,0.60284,0.63888,0.22037
rts,105,50,0.08,4.64023,1.08329,103.56769,0.60675,1.40106,0.39554
rts,105,50,0.08,8.0,1.08329,2980.95799,0.60616,1.42373,0.40531
rts,105,50,0.11476,0.02,1.1216,1.0202,0.63152,0.00082,0.00082
rts,105,50,0.11476,0.03448,1.1216,1.03508,0.63086,0.0015,0.00148
rts,105,50,0.11476,0.05945,1.1216,1.06125,0.62862,0.00264,0.00258
rts,105,50,0.11476,0.10249,1.1216,1.10793,0.62906,0.00488,0.00467
rts,105,50,0.11476,0.1767,1.1216,1.19327,0.6289,0.00886,0.00823
rts,105,50,0.11476,0.30464,1.1216,1.35613,0.63484,0.01706,0.01498
rts,105,50,0.11476,0.52521,1.1216,1.69082,0.62963,0.03136,0.02524
rts,105,50,0.11476,0.9055,1.1216,2.47316,0.61998,0.08062,0.05439
rts,105,50,0.11476,1.56112,1.1216,4.76417,0.62467,0.19483,0.10191
rts,105,50,0.11476,2.69146,1.1216,14.75322,0.62165,0.58917,0.20617
rts,105,50,0.11476,4.64023,1.1216,103.56769,0.60771,1.35456,0.37842
rts,105,50,0.11476,8.0,1.1216,2980.95799,0.61478,1.41946,0.39869
rts,105,50,0.16462,0.02,1.17895,1.0202,0.62987,0.00094,0.00093
rts,105,50,0.16462,0.03448,1.17895,1.03508,0.62959,0.00165,0.00163
rts,105,50,0.16462,0.05945,1.17895,1.06125,0.63357,0.00286,0.00279
rts,105,50,0.16462,0.10249,1.17895,1.10793,0.62978,0.00505,0.00484
rts,105,50,0.16462,0.1767,1.17895,1.19327,0.62543,0.00931,0.00863
rts,105,50,0.16462,0.30464,1.17895,1.35613,0.63622,0.01977,0.01727
rts,105,50,0.16462,0.52521,1.17895,1.69082,0.63119,0.03543,0.02813
rts,105,50,0.16462,0.9055,1.17895,2.47316,0.62859,0.07494,0.05077
rts,105,50,0.16462,1.56112,1.17895,4.76417,0.63725,0.19523,0.09876
rts,105,50,0.16462,2.69146,1.17895,14.75322,0.61141,0.63975,0.22902
rts,105,50,0.16462,4.64023,1.17895,103.56769,0.62162,1.29058,0.37431
rts,105,50,0.16462,8.0,1.17895,2980.95799,0.61911,1.41129,0.41168
rts,105,50,0.23615,0.02,1.26637,1.0202,0.62763,0.00092,0.00092
rts,105,50,0.23615,0.03448,1.26637,1.03508,0.63035,0.00167,0.00164
rts,105,50,0.23615,0.05945,1.26637,1.06125,0.63108,0.00307,0.00299
rts,105,50,0.23615,0.10249,1.26637,1.10793,0.6283,0.0052,0.00498
rts,105,50,0.23615,0.1767,1.26637,1.19327,0.63038,0.00894,0.00829
rts,105,50,0.23615,0.30464,1.26637,1.35613,0.6299,0.01656,0.0146
rts,105,50,0.23615,0.52521,1.26637,1.69082,0.63727,0.03293,0.02659
rts,105,50,0.23615,0.9055,1.26637,2.47316,0.62619,0.08436,0.05573
rts,105,50,0.23615,1.56112,1.26637,4.76417,0.62311,0.21947,0.10871
rts,105,50,0.23615,2.69146,1.26637,14.75322,0.63841,0.57762,0.2073
rts,105,50,0.23615,4.64023,1.26637,103.56769,0.62349,1.40562,0.42674
