eps_idle,eps_coll,c_idle,c_coll,T,rho,F,on_front
0.05,0.05,1.0512710963760241,1.0512710963760241,0.6873040674603175,0.1484838752746995,0.026312455914835005,False
0.05,0.062996,1.0512710963760241,1.0650225791324688,0.684812748015873,0.1259522701468402,0.01366972487332502,False
0.05,0.07937,1.0512710963760241,1.0826048117555036,0.6836607142857143,0.08829067084584911,0.0027644446257018424,False
0.05,0.1,1.0512710963760241,1.1051709180756477,0.6841083829365079,0.06816093099979155,0.0007362274501304892,False
0.05,0.125992,1.0512710963760241,1.1342730940619756,0.6843080357142857,0.051641278229006965,0.0001534799161447363,False
0.05,0.15874,1.0512710963760241,1.1720331784361693,0.6827070932539683,0.031741851108467216,6.767879082586901e-06,False
0.05,0.2,1.0512710963760241,1.2214027581601699,0.6816778273809524,0.02200452970229487,4.722651224238306e-07,False
0.05,0.251984,1.0512710963760241,1.2865754519129273,0.6819494047619048,0.015051170707224998,2.2518480292614977e-08,False
0.05,0.31748,1.0512710963760241,1.3736617713551895,0.6834089781746032,0.01634183207796756,4.461397161836454e-08,False
0.05,0.4,1.0512710963760241,1.4918246976412703,0.6840687003968254,0.012894442500720589,6.003980769128472e-09,False
0.05,0.503968,1.0512710963760241,1.6552763934649535,0.683844246031746,0.011402624344457905,2.0286682434969335e-09,False
0.05,0.63496,1.0512710963760241,1.886946662082677,0.6847433035714285,0.011192063414448629,1.7164478636070422e-09,False
0.05,0.8,1.0512710963760241,2.225540928492468,0.6838095238095238,0.010179099930362118,7.253185254101926e-10,False
0.062996,0.05,1.0650225791324688,1.0512710963760241,0.6865860615079366,0.1990795845126006,0.07389135958724234,False
0.062996,0.062996,1.0650225791324688,1.0650225791324688,0.6874962797619047,0.17201391782423064,0.04512886398017651,False
0.062996,0.07937,1.0650225791324688,1.0826048117555036,0.6876376488095238,0.1452631237252282,0.024189283603109565,False
0.062996,0.1,1.0650225791324688,1.1051709180756477,0.6847048611111111,0.10959057930330021,0.007532426203570086,False
0.062996,0.125992,1.0650225791324688,1.1342730940619756,0.6857155257936508,0.0733939644929751,0.0010894388629634508,False
0.062996,0.15874,1.0650225791324688,1.1720331784361693,0.6837227182539682,0.04755021274897798,9.346465214075943e-05,False
0.062996,0.2,1.0650225791324688,1.2214027581601699,0.6836545138888889,0.029532068804768375,4.092125550280203e-06,False
0.062996,0.251984,1.0650225791324688,1.2865754519129273,0.6819345238095238,0.015717060184174923,3.232322668809944e-08,False
