eps_idle,eps_coll,c_idle,c_coll,T,rho,F,on_front
0.05,0.05,1.0512710963760241,1.0512710963760241,0.6364087301587301,0.22017147310989868,0.10124377823085233,False
0.05,0.062996,1.0512710963760241,1.0650225791324688,0.633655753968254,0.228995264002505,0.11385437405949028,False
0.05,0.07937,1.0512710963760241,1.0826048117555036,0.6394246031746031,0.18976324200204797,0.06315450253705115,False
0.05,0.1,1.0512710963760241,1.1051709180756477,0.6372420634920635,0.18674689416819754,0.059863539729021184,False
0.05,0.125992,1.0512710963760241,1.1342730940619756,0.6379315476190476,0.1878047073642959,0.06100720086108341,False
0.05,0.15874,1.0512710963760241,1.1720331784361693,0.6360019841269842,0.1646960645151227,0.03865163966774987,False
0.05,0.2,1.0512710963760241,1.2214027581601699,0.6328224206349207,0.15214341142995996,0.028856159380458626,False
0.05,0.251984,1.0512710963760241,1.2865754519129273,0.6361259920634921,0.1447798320376161,0.02387997432888389,False
0.05,0.31748,1.0512710963760241,1.3736617713551895,0.6404761904761904,0.13873141263940522,0.0202120510732156,False
0.05,0.4,1.0512710963760241,1.4918246976412703,0.6352876984126984,0.11121695269922077,0.008037696812163026,False
0.05,0.503968,1.0512710963760241,1.6552763934649535,0.6343650793650794,0.08132897535343427,0.001843019086392186,False
0.05,0.63496,1.0512710963760241,1.886946662082677,0.6286904761904762,0.07503313766332134,0.0012220863657354591,False
0.05,0.8,1.0512710963760241,2.225540928492468,0.6268998015873016,0.05597271784971081,0.00024578340598469206,False
0.062996,0.05,1.0650225791324688,1.0512710963760241,0.6411805555555555,0.24041868453219045,0.13111385568579909,False
0.062996,0.062996,1.0650225791324688,1.0650225791324688,0.6374107142857143,0.21466591959658216,0.09371354776892353,False
0.062996,0.07937,1.0650225791324688,1.0826048117555036,0.6367113095238095,0.2309580012620656,0.11674688017497384,False
0.062996,0.1,1.0650225791324688,1.1051709180756477,0.6335813492063492,0.19282862287637986,0.0665925375828644,False
0.062996,0.125992,1.0650225791324688,1.1342730940619756,0.6372321428571428,0.18719349866890853,0.060345007210869245,False
0.062996,0.15874,1.0650225791324688,1.1720331784361693,0.6383978174603174,0.18913605954887686,0.062462667234196925,False
0.062996,0.2,1.0650225791324688,1.2214027581601699,0.6350892857142857,0.15117859318618493,0.028171919230817667,False
0.062996,0.251984,1.0650225791324688,1.2865754519129273,0.6336507936507937,0.15102861973947898,0.028066435581570265,False
0.062996,0.31748,1.0650225791324688,1.3736617713551895,0.6361111111111111,0.12784622582657518,0.01453858562298736,False
0.062996,0.4,1.0650225791324688,1.4918246976412703,0.636547619047619,0.12362072190013092,0.012646872267304663,False
0.062996,0.503968,1.0650225791324688,1.6552763934649535,0.6321130952380952,0.08453787843118792,0.0022347076342193605,False
0.062996,0.63496,1.0650225791324688,1.886946662082677,0.627906746031746,0.07256726652236425,0.0010267106896351655,False
0.062996,0.8,1.0650225791324688,2.225540928492468,0.6268998015873016,0.05597271784971081,0.00024578340598469206,False
0.07937,0.05,1.0826048117555036,1.0512710963760241,0.6375496031746032,0.27602894265930134,0.19070807668984344,False
0.07937,0.062996,1.0826048117555036,1.0650225791324688,0.6401984126984127,0.28216233806483604,0.20171186262825794,False
0.07937,0.07937,1.0826048117555036,1.0826048117555036,0.6423809523809524,0.2492355448480356,0.14510284643161353,False
0.07937,0.1,1.0826048117555036,1.1051709180756477,0.6395089285714286,0.22824898196625945,0.1127627615846082,False
0.07937,0.125992,1.0826048117555036,1.1342730940619756,0.6360962301587302,0.20923758353673277,0.0865539571448015,False
0.07937,0.15874,1.0826048117555036,1.1720331784361693,0.6371180555555556,0.1980177977780027,0.0726246369246997,False
0.07937,0.2,1.0826048117555036,1.2214027581601699,0.6372569444444445,0.19610651431062265,0.07037212113577576,False
0.07937,0.251984,1.0826048117555036,1.2865754519129273,0.6330357142857143,0.17120357310766338,0.04438388287173978,False
0.07937,0.31748,1.0826048117555036,1.3736617713551895,0.6365128968253968,0.14864285658621737,0.026420054009415463,False
0.07937,0.4,1.0826048117555036,1.4918246976412703,0.6390873015873015,0.13025457932319157,0.015693291804928334,False
0.07937,0.503968,1.0826048117555036,1.6552763934649535,0.6338095238095238,0.09487697220135238,0.0038997385105423756,False
0.07937,0.63496,1.0826048117555036,1.886946662082677,0.6305803571428571,0.08370501474926254,0.0021278059464453778,False
0.07937,0.8,1.0826048117555036,2.225540928492468,0.627375992063492,0.05524237225152002,0.00022781860434181955,False
0.1,0.05,1.1051709180756477,1.0512710963760241,0.6343898809523809,0.2959817972836668,0.22713690639931897,False
0.1,0.062996,1.1051709180756477,1.0650225791324688,0.6329960317460317,0.2896514434379212,0.2153885210206484,False
0.1,0.07937,1.1051709180756477,1.0826048117555036,0.6318799603174603,0.3064362925573253,0.24687165795071,False
0.1,0.1,1.1051709180756477,1.1051709180756477,0.6365625,0.28134277766089255,0.20023085033195054,False
0.1,0.125992,1.1051709180756477,1.1342730940619756,0.6384325396825397,0.24737390061223857,0.1421031624103062,False
0.1,0.15874,1.1051709180756477,1.1720331784361693,0.6343402777777778,0.2141332311566041,0.09299918628446976,False
0.1,0.2,1.1051709180756477,1.2214027581601699,0.6375347222222222,0.19135278968621378,0.06492557693765137,False
0.1,0.251984,1.1051709180756477,1.2865754519129273,0.6352529761904762,0.18796411253484507,0.06118052404428261,False
0.1,0.31748,1.1051709180756477,1.3736617713551895,0.6350248015873016,0.16248896665390836,0.03680886395716079,False
0.1,0.4,1.1051709180756477,1.4918246976412703,0.6354613095238095,0.13624335526777978,0.018811344085263585,False
0.1,0.503968,1.1051709180756477,1.6552763934649535,0.6368303571428572,0.11620516415469097,0.009727317418951689,False
0.1,0.63496,1.1051709180756477,1.886946662082677,0.6322916666666667,0.09489291598023065,0.0039028262373527866,False
0.1,0.8,1.1051709180756477,2.225540928492468,0.6292609126984127,0.0759819957590711,0.0013040724522141419,False
0.125992,0.05,1.1342730940619756,1.0512710963760241,0.6393700396825397,0.36145139142105714,0.35502532424866445,False
0.125992,0.062996,1.1342730940619756,1.0650225791324688,0.6409375,0.34145945067446776,0.3151814204452983,False
0.125992,0.07937,1.1342730940619756,1.0826048117555036,0.6422718253968254,0.3020110903446039,0.23847112860553243,False
