n_vis,n_nat,w_eff,access,alpha,candidate,c_idle,c_coll,seed,visits,A_vis,A_nat,coll_air,idle_slots,oh_air,epochs,n_idle,n_coll,n_solo_vis,n_solo_nat,tau_cv_sum,tau_cv_cnt
10,10,1680,rts,0.1,analytic,1.4907917561443746,1.7606541655241787,152,30,23426.0,12612.0,6888,1002,6472,2228,1002,574,379,273,311.36978408021866,2108
10,10,1680,rts,0.1,analytic,1.4907917561443746,1.7606541655241787,153,30,22605.0,13293.0,7084,1036,6382,2271,1036,592,360,283,316.6525518895547,2158
10,10,1680,rts,0.1,analytic,1.4907917561443746,1.7606541655241787,154,30,23085.0,12953.0,6894,1011,6457,2237,1011,576,371,279,327.85156582148875,2111
10,10,1680,rts,0.1,analytic,1.4907917561443746,1.7606541655241787,155,30,23659.0,12745.0,6610,968,6418,2164,968,552,374,270,316.76665061850525,2043
10,10,1680,rts,0.1,analytic,1.4907917561443746,1.7606541655241787,156,30,23008.0,13986.0,5895,937,6574,2090,937,492,362,299,247.48918311686114,1988
10,10,1680,rts,0.1,analytic,1.4907917561443746,1.7606541655241787,157,30,21027.0,13933.0,8079,1052,6309,2360,1052,674,338,296,478.4724196863897,2262
10,10,1680,rts,0.1,analytic,1.4907917561443746,1.7606541655241787,158,30,23268.0,12713.0,6892,1048,6479,2276,1048,577,380,271,323.6879076551148,2167
10,10,1680,rts,0.1,analytic,1.4907917561443746,1.7606541655241787,159,30,23595.0,12578.0,6736,1020,6471,2231,1020,562,381,268,326.7812396876829,2133
10,10,1680,rts,0.1,analytic,1.4907917561443746,1.7606541655241787,160,30,23038.0,12404.0,7558,1035,6365,2306,1035,631,376,264,397.37184039765987,2203
10,10,1680,rts,0.1,oracle,1.1636620824634731,1.0909566806856736,101,30,16718.0,20582.0,4847,1273,6980,2378,1273,405,270,430,20.625959839195282,2263
10,10,1680,rts,0.1,oracle,1.1636620824634731,1.0909566806856736,102,30,15413.0,21535.0,5069,1311,7072,2445,1311,424,263,447,26.801729673358228,2336
10,10,1680,rts,0.1,oracle,1.1636620824634731,1.0909566806856736,103,30,15877.0,21380.0,4932,1277,6934,2387,1277,411,250,449,25.031259641344487,2298
10,10,1680,rts,0.1,oracle,1.1636620824634731,1.0909566806856736,104,30,17051.0,20151.0,4902,1307,6989,2419,1307,410,281,421,24.157527111223107,2316
10,10,1680,rts,0.1,oracle,1.1636620824634731,1.0909566806856736,105,30,17413.0,19296.0,5519,1318,6854,2466,1318,461,288,399,25.878988778736957,2388
10,10,1680,rts,0.1,oracle,1.1636620824634731,1.0909566806856736,106,30,18324.0,18911.0,4971,1289,6905,2399,1289,415,299,396,21.355704009814747,2295
10,10,1680,rts,0.1,oracle,1.1636620824634731,1.0909566806856736,107,30,16981.0,20010.0,5124,1346,6939,2471,1346,428,279,418,27.853933091876637,2368
10,10,1680,rts,0.1,oracle,1.1636620824634731,1.0909566806856736,108,30,17243.0,20146.0,4867,1266,6878,2362,1266,406,268,422,23.383622166188054,2264
10,10,1680,rts,0.1,oracle,1.1636620824634731,1.0909566806856736,109,30,16808.0,20314.0,5069,1301,6908,2418,1301,424,271,422,21.63431859612361,2311
10,10,1680,rts,0.1,oracle,1.1636620824634731,1.0909566806856736,110,30,14893.0,22752.0,4373,1271,7111,2350,1271,365,241,473,17.947887713995296,2242
10,10,1680,rts,0.1,oracle,1.1636620824634731,1.0909566806856736,111,30,18294.0,18797.0,5039,1307,6963,2426,1307,421,306,392,21.759995336375567,2318
10,10,1680,rts,0.1,oracle,1.1636620824634731,1.0909566806856736,112,30,17279.0,19868.0,4932,1330,6991,2442,1330,411,287,414,23.642571877182288,2335
10,10,1680,rts,0.1,oracle,1.1636620824634731,1.0909566806856736,113,30,16073.0,21191.0,4717,1307,7112,2415,1307,395,272,441,21.928529466615423,2309
10,10,1680,rts,0.1,oracle,1.1636620824634731,1.0909566806856736,114,30,17988.0,19235.0,4981,1310,6886,2422,1310,418,289,405,23.621928157241015,2293
10,10,1680,rts,0.1,oracle,1.1636620824634731,1.0909566806856736,115,30,17959.0,19360.0,4908,1305,6868,2406,1305,411,288,402,24.08996710781235,2314
10,10,1680,rts,0.1,oracle,1.1636620824634731,1.0909566806856736,116,30,17132.0,19942.0,5017,1290,7019,2414,1290,419,285,420,21.913805023134376,2302
10,10,1680,rts,0.1,oracle,1.1636620824634731,1.0909566806856736,117,30,16729.0,20423.0,5097,1282,6869,2396,1282,426,263,425,27.30644926257221,2308
10,10,1680,rts,0.1,oracle,1.1636620824634731,1.0909566806856736,118,30,16825.0,20101.0,5144,1338,6992,2470,1338,429,285,418,24.278148710163933,2358
10,10,1680,rts,0.1,oracle,1.1636620824634731,1.0909566806856736,119,30,16827.0,20790.0,4522,1262,6999,2342,1262,378,269,433,22.343960148943538,2231
10,10,1680,rts,0.1,oracle,1.1636620824634731,1.0909566806856736,120,30,15808.0,21489.0,4774,1284,7045,2390,1284,398,261,447,20.865689603300343,2296
10,10,1680,rts,0.1,oracle,1.1636620824634731,1.0909566806856736,121,30,17367.0,19477.0,5286,1317,6953,2456,1317,442,289,408,26.35080975482719,2339
10,10,1680,rts,0.1,oracle,1.1636620824634731,1.0909566806856736,122,30,16367.0,20714.0,4885,1301,7133,2426,1301,408,282,435,24.202327380644938,2329
10,10,1680,rts,0.1,oracle,1.1636620824634731,1.0909566806856736,123,30,16892.0,19919.0,5352,1334,6903,2473,1334,446,278,415,28.21699121483316,2370
10,10,1680,rts,0.1,oracle,1.1636620824634731,1.0909566806856736,124,30,17693.0,19226.0,5237,1340,6904,2472,1340,438,291,403,22.79027304253019,2336
10,10,1680,rts,0.1,oracle,1.1636620824634731,1.0909566806856736,125,30,15775.0,21611.0,4685,1273,7056,2374,1273,392,258,451,21.551988990622267,2272
10,10,1680,rts,0.1,oracle,1.1636620824634731,1.0909566806856736,126,30,15329.0,22112.0,4560,1286,7113,2381,1286,380,253,462,23.178999134595042,2267
10,10,1680,rts,0.1,oracle,1.1636620824634731,1.0909566806856736,127,30,16487.0,21301.0,4262,1217,7133,2287,1217,356,272,442,16.820045944678643,2208
10,10,1680,rts,0.1,oracle,1.1636620824634731,1.0909566806856736,128,30,17053.0,19946.0,5149,1341,6911,2465,1341,430,278,416,25.437977178393062,2335
10,10,1680,rts,0.1,oracle,1.1636620824634731,1.0909566806856736,129,30,16490.0,21202.0,4534,1251,6923,2323,1251,378,254,440,24.334699340734446,2232
10,10,1680,rts,0.1,oracle,1.1636620824634731,1.0909566806856736,130,30,15883.0,21747.0,4416,1247,7107,2327,1247,368,260,452,19.83111436571177,2228
10,10,1680,rts,0.1,oracle,1.1636620824634731,1.0909566806856736,131,30,16339.0,21293.0,4508,1283,6977,2360,1283,378,260,439,18.2108718317285,2261
10,10,1680,rts,0.1,oracle,1.1636620824634731,1.0909566806856736,132,30,15965.0,21063.0,5049,1319,7004,2443,1319,421,264,439,23.004152847527045,2322
10,10,1680,rts,0.1,oracle,1.1636620824634731,1.0909566806856736,133,30,16876.0,20254.0,4974,1285,7011,2404,1285,416,278,425,22.045551468244206,2315
10,10,1680,rts,0.1,oracle,1.1636620824634731,1.0909566806856736,134,30,15874.0,21729.0,4599,1248,6950,2329,1248,384,251,446,23.17427765211028,2249
10,10,1680,rts,0.1,oracle,1.1636620824634731,1.0909566806856736,135,30,17071.0,20037.0,5177,1313,6802,2427,1313,433,263,418,26.650618933971334,2328
10,10,1680,rts,0.1,oracle,1.1636620824634731,1.0909566806856736,136,30,17447.0,19775.0,4970,1282,6926,2391,1282,415,282,412,22.93130172498344,2306
10,10,1680,rts,0.1,oracle,1.1636620824634731,1.0909566806856736,137,30,15188.0,22024.0,4812,1291,7085,2402,1291,401,251,459,23.822258158550415,2304
10,10,1680,rts,0.1,oracle,1.1636620824634731,1.0909566806856736,138,30,16931.0,20073.0,5123,1317,6956,2444,1317,428,279,420,23.344936674333344,2333
10,10,1680,rts,0.1,oracle,1.1636620824634731,1.0909566806856736,139,30,17292.0,19954.0,4910,1292,6952,2400,1292,410,281,417,25.929290723565146,2319
10,10,1680,rts,0.1,oracle,1.1636620824634731,1.0909566806856736,140,30,16422.0,20697.0,5054,1317,6910,2435,1317,423,264,431,25.740290494432664,2326
10,10,1680,rts,0.1,oracle,1.1636620824634731,1.0909566806856736,141,30,15198.0,22645.0,4249,1271,7037,2334,1271,355,238,470,22.602790484742087,2211
10,10,1680,rts,0.1,oracle,1.1636620824634731,1.0909566806856736,142,30,15238.0,22065.0,4677,1297,7123,2404,1297,392,256,459,21.80145321575117,2280
10,10,1680,rts,0.1,oracle,1.1636620824634731,1.0909566806856736,143,30,15430.0,21664.0,5051,1290,6965,2413,1290,423,249,451,25.17377092307507,2334
10,10,1680,rts,0.1,oracle,1.1636620824634731,1.0909566806856736,144,30,18294.0,18909.0,5114,1297,6786,2408,1297,429,287,395,24.580122285251594,2314
10,10,1680,rts,0.1,oracle,1.1636620824634731,1.0909566806856736,145,30,17884.0,19277.0,4956,1310,6973,2428,1310,413,298,407,21.15488739265311,2312
10,10,1680,rts,0.1,oracle,1.1636620824634731,1.0909566806856736,146,30,17135.0,20444.0,4572,1271,6978,2351,1271,381,272,427,18.262466679376267,2248
10,10,1680,rts,0.1,oracle,1.1636620824634731,1.0909566806856736,147,30,16671.0,20345.0,5211,1313,6860,2435,1313,435,264,423,23.560696974390144,2346
10,10,1680,rts,0.1,oracle,1.1636620824634731,1.0909566806856736,148,30,16229.0,20747.0,5090,1315,7019,2444,1315,426,270,433,24.30887858828792,2320
10,10,1680,rts,0.1,oracle,1.1636620824634731,1.0909566806856736,149,30,15483.0,21895.0,4666,1286,7070,2388,1286,391,254,457,30.099117703997013,2278
10,10,1680,rts,0.1,oracle,1.1636620824634731,1.0909566806856736,150,30,17706.0,19437.0,5087,1281,6889,2396,1281,425,284,406,23.968362540505467,2299
10,10,1680,rts,0.1,oracle,1.1636620824634731,1.0909566806856736,151,30,15755.0,21548.0,4839,1279,6979,2384,1279,405,251,449,24.248531859486526,2269
10,10,1680,rts,0.1,oracle,1.1636620824634731,1.0909566806856736,152,30,15905.0,21177.0,5036,1320,6962,2438,1320,420,258,440,22.764400128648184,2325
10,10,1680,rts,0.1,oracle,1.1636620824634731,1.0909566806856736,153,30,16346.0,20660.0,5074,1292,7028,2424,1292,425,277,430,26.541099429487907,2341
10,10,1680,rts,0.1,oracle,1.1636620824634731,1.0909566806856736,154,30,15557.0,22143.0,4410,1248,7042,2324,1248,369,249,458,17.08083322509833,2217
10,10,1680,rts,0.1,oracle,1.1636620824634731,1.0909566806856736,155,30,18484.0,18434.0,5424,1321,6737,2453,1321,454,293,385,25.22208352693873,2353
10,10,1680,rts,0.1,oracle,1.1636620824634731,1.0909566806856736,156,30,16507.0,20600.0,5066,1317,6910,2435,1317,423,266,429,27.610940992478298,2343
10,10,1680,rts,0.1,oracle,1.1636620824634731,1.0909566806856736,157,30,16667.0,20699.0,4839,1309,6886,2406,1309,405,261,431,24.273976422395695,2296
10,10,1680,rts,0.1,oracle,1.1636620824634731,1.0909566806856736,158,30,16997.0,20619.0,4514,1275,6995,2355,1275,379,271,430,19.470855802310464,2227
10,10,1680,rts,0.1,oracle,1.1636620824634731,1.0909566806856736,159,30,16605.0,20599.0,4961,1301,6934,2414,1301,416,269,428,25.96554045734091,2308
10,10,1680,rts,0.1,oracle,1.1636620824634731,1.0909566806856736,160,30,17943.0,19285.0,4992,1306,6874,2413,1306,416,288,403,23.372149864756242,2323
10,10,1680,rts,0.1,equilibrium_ratio,1.7333789628748748,3.8015562015151914,101,30,18893.0,14075.0,10526,936,5970,2417,936,879,301,301,1094.7674701362914,2304
10,10,1680,rts,0.1,equilibrium_ratio,1.7333789628748748,3.8015562015151914,102,30,17038.0,13013.0,13845,937,5567,2653,937,1156,284,276,1692.9374581537638,2535
10,10,1680,rts,0.1,equilibrium_ratio,1.7333789628748748,3.8015562015151914,103,30,18478.0,13803.0,11335,967,5817,2498,967,946,290,295,1105.9040121173807,2398
10,10,1680,rts,0.1,equilibrium_ratio,1.7333789628748748,3.8015562015151914,104,30,15433.0,13979.0,14500,932,5556,2702,932,1210,262,298,1578.010408413102,2588
10,10,1680,rts,0.1,equilibrium_ratio,1.7333789628748748,3.8015562015151914,105,30,18201.0,13921.0,11449,918,5911,2467,918,955,301,293,1287.2776817212643,2365
10,10,1680,rts,0.1,equilibrium_ratio,1.7333789628748748,3.8015562015151914,106,30,16781.0,13406.0,13802,916,5495,2623,916,1154,270,283,1531.545533715903,2533
10,10,1680,rts,0.1,equilibrium_ratio,1.7333789628748748,3.8015562015151914,107,30,17381.0,14155.0,12196,951,5717,2544,951,1018,275,300,1364.9088718741002,2447
10,10,1680,rts,0.1,equilibrium_ratio,1.7333789628748748,3.8015562015151914,108,30,18437.0,14758.0,10296,956,5953,2414,956,860,287,311,1205.2947030677446,2322
10,10,1680,rts,0.1,equilibrium_ratio,1.7333789628748748,3.8015562015151914,109,30,17178.0,12682.0,14008,986,5546,2711,986,1169,285,271,1387.1780186563096,2604
10,10,1680,rts,0.1,equilibrium_ratio,1.7333789628748748,3.8015562015151914,110,30,17658.0,13910.0,12061,907,5864,2506,907,1007,295,297,1366.4417283765943,2384
10,10,1680,rts,0.1,equilibrium_ratio,1.7333789628748748,3.8015562015151914,111,30,16786.0,12748.0,14468,872,5526,2634,872,1206,284,272,1455.9145973928023,2545
10,10,1680,rts,0.1,equilibrium_ratio,1.7333789628748748,3.8015562015151914,112,30,18245.0,13337.0,12082,954,5782,2545,954,1008,297,286,1189.1947507655939,2440
10,10,1680,rts,0.1,equilibrium_ratio,1.7333789628748748,3.8015562015151914,113,30,15912.0,13525.0,14459,977,5527,2738,977,1205,267,289,1338.7459164461739,2632
10,10,1680,rts,0.1,equilibrium_ratio,1.7333789628748748,3.8015562015151914,114,30,17524.0,11800.0,14780,939,5357,2714,939,1232,287,256,1048.4439213262172,2583
10,10,1680,rts,0.1,equilibrium_ratio,1.7333789628748748,3.8015562015151914,115,30,16605.0,14191.0,13099,851,5654,2512,851,1093,269,299,1099.2042580485338,2430
10,10,1680,rts,0.1,equilibrium_ratio,1.7333789628748748,3.8015562015151914,116,30,17209.0,12710.0,14070,853,5558,2586,853,1174,290,269,1266.009843083673,2491
10,10,1680,rts,0.1,equilibrium_ratio,1.7333789628748748,3.8015562015151914,117,30,16273.0,13866.0,13810,946,5505,2651,946,1152,263,290,1057.2079611107272,2546
10,10,1680,rts,0.1,equilibrium_ratio,1.7333789628748748,3.8015562015151914,118,30,18249.0,15175.0,9888,965,6123,2407,965,826,295,321,1186.9472911682624,2305
10,10,1680,rts,0.1,equilibrium_ratio,1.7333789628748748,3.8015562015151914,119,30,19952.0,13711.0,9745,947,6045,2367,947,813,315,292,1287.7232596288202,2256
10,10,1680,rts,0.1,equilibrium_ratio,1.7333789628748748,3.8015562015151914,120,30,16359.0,13732.0,13762,918,5629,2633,918,1149,278,288,1473.4807118550293,2548
10,10,1680,rts,0.1,equilibrium_ratio,1.7333789628748748,3.8015562015151914,121,30,18462.0,13410.0,11706,978,5844,2545,978,977,304,286,1287.9537699407042,2441
10,10,1680,rts,0.1,equilibrium_ratio,1.7333789628748748,3.8015562015151914,122,30,18765.0,13252.0,11606,945,5832,2501,945,969,305,282,1212.8780587553947,2399
10,10,1680,rts,0.1,equilibrium_ratio,1.7333789628748748,3.8015562015151914,123,30,16895.0,12120.0,15130,860,5395,2664,860,1263,283,258,1429.7624125713608,2559
10,10,1680,rts,0.1,equilibrium_ratio,1.7333789628748748,3.8015562015151914,124,30,17936.0,13970.0,11603,936,5955,2506,936,967,302,301,1074.8040724260557,2403
10,10,1680,rts,0.1,equilibrium_ratio,1.7333789628748748,3.8015562015151914,125,30,18293.0,14314.0,10833,991,5969,2497,991,903,297,306,1136.824623029671,2387
10,10,1680,rts,0.1,equilibrium_ratio,1.7333789628748748,3.8015562015151914,126,30,14239.0,14037.0,15897,860,5367,2728,860,1326,242,300,1573.4361748939275,2631
10,10,1680,rts,0.1,equilibrium_ratio,1.7333789628748748,3.8015562015151914,127,30,17990.0,13263.0,12500,930,5717,2551,930,1042,294,285,1396.45977267569,2462
10,10,1680,rts,0.1,equilibrium_ratio,1.7333789628748748,3.8015562015151914,128,30,18372.0,13500.0,11781,934,5813,2502,934,983,297,288,1153.300312086891,2401
10,10,1680,rts,0.1,equilibrium_ratio,1.7333789628748748,3.8015562015151914,129,30,18337.0,12785.0,12626,949,5703,2576,949,1054,297,276,1456.9336576308397,2468
10,10,1680,rts,0.1,equilibrium_ratio,1.7333789628748748,3.8015562015151914,130,30,18205.0,13466.0,11822,1023,5884,2600,1023,986,302,289,988.1561826984025,2501
10,10,1680,rts,0.1,equilibrium_ratio,1.7333789628748748,3.8015562015151914,131,30,18641.0,13527.0,11466,948,5818,2489,948,956,300,285,1421.650167111305,2387
10,10,1680,rts,0.1,equilibrium_ratio,1.7333789628748748,3.8015562015151914,132,30,17174.0,13055.0,13746,908,5517,2609,908,1147,275,279,1486.3199978441194,2490
10,10,1680,rts,0.1,equilibrium_ratio,1.7333789628748748,3.8015562015151914,133,30,17311.0,13051.0,13487,930,5621,2623,930,1127,288,278,1352.651114003142,2508
10,10,1680,rts,0.1,equilibrium_ratio,1.7333789628748748,3.8015562015151914,134,30,19204.0,13811.0,10473,951,5961,2424,951,874,306,293,1200.6385441310122,2315
10,10,1680,rts,0.1,equilibrium_ratio,1.7333789628748748,3.8015562015151914,135,30,17393.0,15200.0,10887,980,5940,2489,980,911,278,320,1033.210920423025,2387
10,10,1680,rts,0.1,equilibrium_ratio,1.7333789628748748,3.8015562015151914,136,30,19791.0,13463.0,10186,900,6060,2358,900,849,324,285,1134.4096082095305,2257
10,10,1680,rts,0.1,equilibrium_ratio,1.7333789628748748,3.8015562015151914,137,30,18897.0,13544.0,11123,949,5887,2469,949,928,302,290,1254.4145340806956,2364
10,10,1680,rts,0.1,equilibrium_ratio,1.7333789628748748,3.8015562015151914,138,30,18718.0,12418.0,12504,976,5784,2600,976,1042,313,269,1451.7237665506927,2483
10,10,1680,rts,0.1,equilibrium_ratio,1.7333789628748748,3.8015562015151914,139,30,20804.0,13252.0,9272,966,6106,2357,966,773,330,288,1039.2129462508815,2248
10,10,1680,rts,0.1,equilibrium_ratio,1.7333789628748748,3.8015562015151914,140,30,16736.0,12774.0,14557,915,5418,2674,915,1216,273,270,1760.5819375993922,2579
10,10,1680,rts,0.1,equilibrium_ratio,1.7333789628748748,3.8015562015151914,141,30,16570.0,14454.0,12776,942,5658,2577,942,1067,263,305,1356.3495701133545,2471
10,10,1680,rts,0.1,equilibrium_ratio,1.7333789628748748,3.8015562015151914,142,30,19258.0,12745.0,11636,917,5844,2474,917,972,314,271,1222.1903375167465,2372
10,10,1680,rts,0.1,equilibrium_ratio,1.7333789628748748,3.8015562015151914,143,30,18134.0,12844.0,12899,961,5562,2596,961,1075,288,272,1247.680231182502,2511
10,10,1680,rts,0.1,equilibrium_ratio,1.7333789628748748,3.8015562015151914,144,30,19260.0,13488.0,10721,983,5948,2476,983,895,310,288,1167.4738005074923,2376
10,10,1680,rts,0.1,equilibrium_ratio,1.7333789628748748,3.8015562015151914,145,30,18215.0,13462.0,11885,972,5866,2552,972,991,303,286,1131.8686504038023,2444
10,10,1680,rts,0.1,equilibrium_ratio,1.7333789628748748,3.8015562015151914,146,30,18408.0,14371.0,10559,1022,6040,2512,1022,881,302,307,1227.0828563559546,2396
10,10,1680,rts,0.1,equilibrium_ratio,1.7333789628748748,3.8015562015151914,147,30,16872.0,13216.0,13940,905,5467,2618,905,1162,268,283,1463.1519481592588,2521
10,10,1680,rts,0.1,equilibrium_ratio,1.7333789628748748,3.8015562015151914,148,30,17509.0,13033.0,13237,928,5693,2605,928,1105,298,274,1444.506466542828,2522
10,10,1680,rts,0.1,equilibrium_ratio,1.7333789628748748,3.8015562015151914,149,30,20547.0,11597.0,11492,920,5844,2468,920,959,338,251,1273.7206176600366,2362
10,10,1680,rts,0.1,equilibrium_ratio,1.7333789628748748,3.8015562015151914,150,30,17569.0,13111.0,13137,941,5642,2603,941,1096,287,279,1402.7679453115286,2503
10,10,1680,rts,0.1,equilibrium_ratio,1.7333789628748748,3.8015562015151914,151,30,19835.0,14520.0,8796,967,6282,2332,967,734,323,308,845.0051652234873,2224
10,10,1680,rts,0.1,equilibrium_ratio,1.7333789628748748,3.8015562015151914,152,30,19710.0,12854.0,10996,914,5926,2429,914,917,322,276,1109.2145283627747,2346
10,10,1680,rts,0.1,equilibrium_ratio,1.7333789628748748,3.8015562015151914,153,30,18086.0,13735.0,11846,949,5784,2519,949,989,286,295,1407.6398938667883,2408
10,10,1680,rts,0.1,equilibrium_ratio,1.7333789628748748,3.8015562015151914,154,30,20079.0,13782.0,9474,960,6105,2365,960,790,320,295,972.4684522319656,2265
10,10,1680,rts,0.1,equilibrium_ratio,1.7333789628748748,3.8015562015151914,155,30,20630.0,11837.0,11225,903,5805,2423,903,937,329,254,1081.1187772094388,2331
10,10,1680,rts,0.1,equilibrium_ratio,1.7333789628748748,3.8015562015151914,156,30,16989.0,13093.0,13843,958,5517,2668,958,1154,275,281,1269.9467058476832,2560
10,10,1680,rts,0.1,equilibrium_ratio,1.7333789628748748,3.8015562015151914,157,30,16772.0,13623.0,13474,937,5594,2624,937,1125,273,289,1359.1058174925913,2522
10,10,1680,rts,0.1,equilibrium_ratio,1.7333789628748748,3.8015562015151914,158,30,15176.0,13150.0,15972,908,5194,2762,908,1331,245,278,1303.1943760486104,2679
10,10,1680,rts,0.1,equilibrium_ratio,1.7333789628748748,3.8015562015151914,159,30,17095.0,14621.0,11858,956,5870,2539,956,992,282,309,1333.447772392094,2440
10,10,1680,rts,0.1,equilibrium_ratio,1.7333789628748748,3.8015562015151914,160,30,18961.0,13083.0,11529,991,5836,2540,991,962,306,281,1061.1504153279811,2431
10,10,1680,rts,0.2,current,1.2,1.2,101,30,17973.0,19102.0,5181,1271,6873,2394,1271,432,289,402,59.85437150151815,2301
10,10,1680,rts,0.2,current,1.2,1.2,102,30,17182.0,20163.0,4928,1238,6889,2340,1238,411,270,421,51.300220128348585,2249
10,10,1680,rts,0.2,current,1.2,1.2,103,30,18540.0,18520.0,5232,1300,6808,2420,1300,436,296,388,61.78175915936523,2330
10,10,1680,rts,0.2,current,1.2,1.2,104,30,18573.0,18581.0,5094,1270,6882,2385,1270,425,302,388,57.45538005588048,2302
10,10,1680,rts,0.2,current,1.2,1.2,105,30,17323.0,19763.0,5063,1269,6982,2396,1269,423,290,414,56.64102624896693,2283
10,10,1680,rts,0.2,current,1.2,1.2,106,30,19016.0,18056.0,5232,1308,6788,2425,1308,436,302,379,57.39982569546462,2327
10,10,1680,rts,0.2,current,1.2,1.2,107,30,16880.0,20204.0,5033,1297,6986,2419,1297,420,279,423,56.60272441009799,2288
10,10,1680,rts,0.2,current,1.2,1.2,108,30,18138.0,19502.0,4582,1228,6950,2309,1228,382,288,411,48.46694770600664,2207
10,10,1680,rts,0.2,current,1.2,1.2,109,30,16733.0,20089.0,5386,1288,6904,2431,1288,449,274,420,54.53235437902289,2340
10,10,1680,rts,0.2,current,1.2,1.2,110,30,17526.0,19063.0,5530,1346,6935,2504,1346,461,295,402,59.465271999944356,2376
10,10,1680,rts,0.2,current,1.2,1.2,111,30,17977.0,19235.0,5037,1267,6884,2379,1267,421,289,402,58.445012768884325,2277
10,10,1680,rts,0.2,current,1.2,1.2,112,30,17820.0,19540.0,4883,1246,6911,2348,1246,408,289,405,53.29950937521368,2265
10,10,1680,rts,0.2,current,1.2,1.2,113,30,16862.0,20703.0,4591,1211,7033,2301,1211,383,273,434,51.27610139269376,2200
10,10,1680,rts,0.2,current,1.2,1.2,114,30,18553.0,18554.0,5091,1286,6916,2410,1286,427,308,389,55.98043434464246,2301
10,10,1680,rts,0.2,current,1.2,1.2,115,30,17641.0,19587.0,5081,1261,6830,2371,1261,424,279,407,53.795255385231414,2301
10,10,1680,rts,0.2,current,1.2,1.2,116,30,17098.0,20141.0,4861,1278,7022,2390,1278,407,284,421,50.628066958937396,2272
10,10,1680,rts,0.2,current,1.2,1.2,117,30,17764.0,19658.0,4842,1254,6882,2348,1254,404,279,411,47.98951942408015,2230
10,10,1680,rts,0.2,current,1.2,1.2,118,30,17050.0,20110.0,5020,1278,6942,2394,1278,419,278,419,55.92472232601634,2271
10,10,1680,rts,0.2,current,1.2,1.2,119,30,17133.0,20581.0,4498,1188,7000,2267,1188,377,275,427,52.874529349720035,2201
10,10,1680,rts,0.2,current,1.2,1.2,120,30,18720.0,18469.0,4990,1263,6958,2378,1263,417,314,384,52.79743689208562,2272
10,10,1680,rts,0.2,current,1.2,1.2,121,30,15967.0,21036.0,5076,1276,7045,2407,1276,423,269,439,58.21458628066331,2292
10,10,1680,rts,0.2,current,1.2,1.2,122,30,17629.0,19700.0,4796,1266,7009,2370,1266,400,293,411,47.09555474366698,2241
10,10,1680,rts,0.2,current,1.2,1.2,123,30,17970.0,18692.0,5594,1326,6818,2480,1326,468,295,391,64.92457234721958,2373
10,10,1680,rts,0.2,current,1.2,1.2,124,30,16418.0,20762.0,4945,1269,7006,2388,1269,414,270,435,55.47951944529344,2287
10,10,1680,rts,0.2,current,1.2,1.2,125,30,16680.0,20787.0,4762,1248,6923,2343,1248,400,264,431,52.731007011762145,2240
10,10,1680,rts,0.2,current,1.2,1.2,126,30,17441.0,19692.0,5037,1284,6946,2399,1284,420,286,409,59.4490040544409,2300
10,10,1680,rts,0.2,current,1.2,1.2,127,30,18017.0,19165.0,5030,1264,6924,2379,1264,420,293,402,53.46540543497819,2277
10,10,1680,rts,0.2,current,1.2,1.2,128,30,16936.0,20447.0,4737,1251,7029,2354,1251,398,281,424,41.64679617022309,2259
10,10,1680,rts,0.2,current,1.2,1.2,129,30,17494.0,19690.0,5013,1308,6895,2419,1308,418,280,413,55.61806299083659,2303
10,10,1680,rts,0.2,current,1.2,1.2,130,30,17299.0,20000.0,4837,1256,7008,2362,1256,404,284,418,48.206956685565224,2272
10,10,1680,rts,0.2,current,1.2,1.2,131,30,17229.0,19912.0,5136,1257,6866,2375,1257,428,271,419,56.63360417365156,2273
10,10,1680,rts,0.2,current,1.2,1.2,132,30,17845.0,19758.0,4677,1230,6890,2310,1230,390,281,409,44.71736458055475,2241
10,10,1680,rts,0.2,current,1.2,1.2,133,30,16956.0,20060.0,5171,1298,6915,2426,1298,433,275,420,61.8096769488643,2320
10,10,1680,rts,0.2,current,1.2,1.2,134,30,16495.0,20511.0,5184,1293,6917,2420,1293,432,265,430,59.92519864460342,2306
10,10,1680,rts,0.2,current,1.2,1.2,135,30,17251.0,20017.0,5004,1299,6829,2404,1299,417,268,420,57.3422207992336,2286
10,10,1680,rts,0.2,current,1.2,1.2,136,30,17703.0,19175.0,5374,1280,6868,2420,1280,448,292,400,55.62997218053655,2320
10,10,1680,rts,0.2,current,1.2,1.2,137,30,18682.0,18445.0,5136,1282,6855,2397,1282,428,299,388,53.807916532865235,2293
10,10,1680,rts,0.2,current,1.2,1.2,138,30,16242.0,21218.0,4688,1228,7024,2328,1228,392,263,445,47.74017784874303,2243
10,10,1680,rts,0.2,current,1.2,1.2,139,30,17039.0,20394.0,4646,1258,7063,2358,1258,388,284,428,54.25400259673507,2230
10,10,1680,rts,0.2,current,1.2,1.2,140,30,17592.0,19785.0,4957,1251,6815,2349,1251,414,272,412,55.653065145694,2273
10,10,1680,rts,0.2,current,1.2,1.2,141,30,17773.0,19597.0,4911,1280,6839,2378,1280,410,278,410,51.80945863373692,2262
10,10,1680,rts,0.2,current,1.2,1.2,142,30,17523.0,20252.0,4376,1225,7024,2299,1225,365,283,426,42.06749285995043,2194
