n_vis,n_nat,w_eff,access,alpha,candidate,c_idle,c_coll,seed,visits,A_vis,A_nat,coll_air,idle_slots,oh_air,epochs,n_idle,n_coll,n_solo_vis,n_solo_nat,tau_cv_sum,tau_cv_cnt
10,10,420,basic,0.1,current,1.2,1.2,125,30,1062.0,6752.0,4434,352,0,608,352,91,18,147,4.66189215527626,550
10,10,420,basic,0.1,current,1.2,1.2,126,30,861.0,7494.0,3901,344,0,606,344,85,16,161,4.901366191146357,543
10,10,420,basic,0.1,current,1.2,1.2,127,30,736.0,7344.0,4174,346,0,609,346,89,15,159,3.66050389131207,544
10,10,420,basic,0.1,current,1.2,1.2,128,30,1227.0,6811.0,4205,357,0,610,357,87,18,148,3.221826788622491,540
10,10,420,basic,0.1,current,1.2,1.2,129,30,959.0,8165.0,3118,358,0,616,358,65,17,176,1.3511258106355328,554
10,10,420,basic,0.1,current,1.2,1.2,130,30,691.0,7194.0,4357,358,0,617,358,92,14,153,4.831550575824797,559
10,10,420,basic,0.1,current,1.2,1.2,131,30,851.0,7567.0,3824,358,0,615,358,80,13,164,3.45042249721146,545
10,10,420,basic,0.1,current,1.2,1.2,132,30,1666.0,6308.0,4277,349,0,599,349,90,24,136,2.8309641864396675,531
10,10,420,basic,0.1,current,1.2,1.2,133,30,701.0,6754.0,4778,367,0,620,367,95,10,148,5.556062121391106,554
10,10,420,basic,0.1,current,1.2,1.2,134,30,1086.0,6824.0,4341,349,0,602,349,89,17,147,5.000618479363717,545
10,10,420,basic,0.1,current,1.2,1.2,135,30,1381.0,6988.0,3878,353,0,608,353,84,23,148,2.3352877489577937,534
10,10,420,basic,0.1,current,1.2,1.2,136,30,942.0,6477.0,4825,356,0,613,356,97,15,145,4.9541076331325105,546
10,10,420,basic,0.1,current,1.2,1.2,137,30,1259.0,6946.0,4041,354,0,609,354,83,22,150,3.3517311822738085,555
10,10,420,basic,0.1,current,1.2,1.2,138,30,647.0,6427.0,5123,403,0,659,403,101,15,140,4.442273415812782,589
10,10,420,basic,0.1,current,1.2,1.2,139,30,781.0,6979.0,4495,345,0,603,345,90,14,154,4.572346560099566,535
10,10,420,basic,0.1,current,1.2,1.2,140,30,1158.0,6370.0,4706,366,0,626,366,97,20,143,2.6479767476961227,550
10,10,420,basic,0.1,current,1.2,1.2,141,30,1114.0,6373.0,4769,344,0,595,344,98,16,137,5.183853373982059,534
10,10,420,basic,0.1,current,1.2,1.2,142,30,1111.0,7130.0,4011,348,0,605,348,85,20,152,4.847452272917576,536
10,10,420,basic,0.1,current,1.2,1.2,143,30,1016.0,6209.0,4996,379,0,637,379,103,18,137,6.494467543889351,576
10,10,420,basic,0.1,current,1.2,1.2,144,30,826.0,7571.0,3867,336,0,597,336,85,13,163,2.048113307623878,530
10,10,420,basic,0.1,current,1.2,1.2,145,30,1136.0,6137.0,4960,367,0,624,367,98,22,137,5.185132510952045,559
10,10,420,basic,0.1,current,1.2,1.2,146,30,598.0,6952.0,4692,358,0,619,358,97,10,154,5.161575640591708,557
10,10,420,basic,0.1,current,1.2,1.2,147,30,1196.0,7405.0,3657,342,0,597,342,79,18,158,3.4765492009742007,537
10,10,420,basic,0.1,current,1.2,1.2,148,30,932.0,6836.0,4466,366,0,623,366,97,14,146,4.146930487129461,551
10,10,420,basic,0.1,current,1.2,1.2,149,30,693.0,7486.0,4063,358,0,620,358,86,13,163,0.6550508738645683,559
10,10,420,basic,0.1,current,1.2,1.2,150,30,824.0,6382.0,5029,365,0,625,365,101,17,142,4.375173734404956,554
10,10,420,basic,0.1,current,1.2,1.2,151,30,889.0,6847.0,4513,351,0,607,351,92,15,149,4.8761183204093745,547
10,10,420,basic,0.1,current,1.2,1.2,152,30,1116.0,6171.0,4942,371,0,623,371,99,18,135,6.037738782281539,552
10,10,420,basic,0.1,current,1.2,1.2,153,30,1062.0,7531.0,3669,338,0,593,338,77,15,163,2.15506100767007,535
10,10,420,basic,0.1,current,1.2,1.2,154,30,1273.0,6879.0,4082,366,0,622,366,92,19,145,1.1414303570708964,551
10,10,420,basic,0.1,current,1.2,1.2,155,30,828.0,7326.0,4121,325,0,581,325,80,16,160,4.537269090576417,517
10,10,420,basic,0.1,current,1.2,1.2,156,30,1213.0,6976.0,4064,347,0,601,347,87,17,150,2.9581325137518517,528
10,10,420,basic,0.1,current,1.2,1.2,157,30,1224.0,6673.0,4345,358,0,607,358,88,17,144,4.026541752944223,539
10,10,420,basic,0.1,current,1.2,1.2,158,30,926.0,6838.0,4489,347,0,604,347,94,15,148,3.5151517074616576,536
10,10,420,basic,0.1,current,1.2,1.2,159,30,1037.0,6999.0,4213,351,0,606,351,88,14,153,2.3035035779676285,536
10,10,420,basic,0.1,current,1.2,1.2,160,30,1112.0,7180.0,3967,341,0,594,341,78,21,154,3.251469500629657,541
10,10,420,basic,0.1,analytic,1.4918246976412703,1.1051709180756477,101,30,2421.0,4495.0,5389,295,0,529,295,96,37,101,3.001050956961573,469
10,10,420,basic,0.1,analytic,1.4918246976412703,1.1051709180756477,102,30,2551.0,5434.0,4322,293,0,541,293,83,44,121,1.761351917221274,476
10,10,420,basic,0.1,analytic,1.4918246976412703,1.1051709180756477,103,30,2801.0,4376.0,5132,291,0,522,291,91,42,98,2.8642575069352514,459
10,10,420,basic,0.1,analytic,1.4918246976412703,1.1051709180756477,104,30,2816.0,4855.0,4630,299,0,541,299,84,48,110,2.5430818951397387,488
10,10,420,basic,0.1,analytic,1.4918246976412703,1.1051709180756477,105,30,2829.0,5307.0,4171,293,0,529,293,76,45,115,2.6635046031218454,480
10,10,420,basic,0.1,analytic,1.4918246976412703,1.1051709180756477,106,30,2807.0,5071.0,4432,290,0,525,290,77,44,114,1.9897157443738693,462
10,10,420,basic,0.1,analytic,1.4918246976412703,1.1051709180756477,107,30,3283.0,4595.0,4407,315,0,557,315,83,57,102,2.865120077322691,482
10,10,420,basic,0.1,analytic,1.4918246976412703,1.1051709180756477,108,30,2221.0,5214.0,4873,292,0,534,292,89,40,113,2.9154990276216295,480
10,10,420,basic,0.1,analytic,1.4918246976412703,1.1051709180756477,109,30,2461.0,4588.0,5248,303,0,546,303,94,45,104,2.196525630260036,477
10,10,420,basic,0.1,analytic,1.4918246976412703,1.1051709180756477,110,30,2800.0,4992.0,4499,309,0,550,309,86,46,109,2.8887148373266847,492
10,10,420,basic,0.1,analytic,1.4918246976412703,1.1051709180756477,111,30,1726.0,5244.0,5314,316,0,558,316,95,30,117,2.840752559993309,483
10,10,420,basic,0.1,analytic,1.4918246976412703,1.1051709180756477,112,30,2122.0,4742.0,5438,298,0,543,298,101,39,105,3.73733905831124,489
10,10,420,basic,0.1,analytic,1.4918246976412703,1.1051709180756477,113,30,2592.0,5685.0,4036,287,0,532,287,76,43,126,1.5113660997262348,467
10,10,420,basic,0.1,analytic,1.4918246976412703,1.1051709180756477,114,30,2323.0,4973.0,5019,285,0,519,285,91,37,106,3.0188097781445395,467
10,10,420,basic,0.1,analytic,1.4918246976412703,1.1051709180756477,115,30,2910.0,4552.0,4836,302,0,545,302,92,52,99,3.8589171827754467,493
10,10,420,basic,0.1,analytic,1.4918246976412703,1.1051709180756477,116,30,2240.0,5278.0,4782,300,0,541,300,91,37,113,2.6002413189435956,485
10,10,420,basic,0.1,analytic,1.4918246976412703,1.1051709180756477,117,30,2859.0,4983.0,4460,298,0,543,298,87,48,110,3.25942402089885,466
10,10,420,basic,0.1,analytic,1.4918246976412703,1.1051709180756477,118,30,2578.0,5492.0,4249,281,0,523,281,80,41,121,3.1750577829193736,467
10,10,420,basic,0.1,analytic,1.4918246976412703,1.1051709180756477,119,30,2103.0,6098.0,4113,286,0,534,286,80,38,130,3.4859182350190534,469
10,10,420,basic,0.1,analytic,1.4918246976412703,1.1051709180756477,120,30,2643.0,5274.0,4390,293,0,540,293,81,47,119,2.238959457840803,476
10,10,420,basic,0.1,analytic,1.4918246976412703,1.1051709180756477,121,30,2592.0,5285.0,4435,288,0,525,288,78,42,117,2.908834426838267,467
10,10,420,basic,0.1,analytic,1.4918246976412703,1.1051709180756477,122,30,2008.0,5831.0,4466,295,0,543,295,86,34,128,3.2195383104648343,488
10,10,420,basic,0.1,analytic,1.4918246976412703,1.1051709180756477,123,30,2297.0,5705.0,4311,287,0,533,287,85,38,123,1.5836605517904914,473
10,10,420,basic,0.1,analytic,1.4918246976412703,1.1051709180756477,124,30,2214.0,5487.0,4598,301,0,545,301,89,38,117,2.401407383641106,480
10,10,420,basic,0.1,analytic,1.4918246976412703,1.1051709180756477,125,30,2478.0,5142.0,4692,288,0,534,288,88,45,113,3.6315808324100054,471
10,10,420,basic,0.1,analytic,1.4918246976412703,1.1051709180756477,126,30,1774.0,5371.0,5149,306,0,551,306,93,32,120,2.5146599298500303,474
10,10,420,basic,0.1,analytic,1.4918246976412703,1.1051709180756477,127,30,2121.0,5463.0,4722,294,0,546,294,90,39,123,3.004621340807824,484
10,10,420,basic,0.1,analytic,1.4918246976412703,1.1051709180756477,128,30,1966.0,5116.0,5202,316,0,561,316,99,35,111,3.652514589374784,495
10,10,420,basic,0.1,analytic,1.4918246976412703,1.1051709180756477,129,30,2862.0,4958.0,4492,288,0,526,288,82,47,109,1.7963778345452384,470
10,10,420,basic,0.1,analytic,1.4918246976412703,1.1051709180756477,130,30,2609.0,4781.0,4916,294,0,527,294,88,39,106,2.4579932381959493,461
10,10,420,basic,0.1,analytic,1.4918246976412703,1.1051709180756477,131,30,2472.0,5222.0,4612,294,0,532,294,84,40,114,2.9723851332779274,469
10,10,420,basic,0.1,analytic,1.4918246976412703,1.1051709180756477,132,30,3273.0,4450.0,4590,287,0,520,287,84,52,97,2.803030156946681,461
10,10,420,basic,0.1,analytic,1.4918246976412703,1.1051709180756477,133,30,2078.0,4905.0,5324,293,0,531,293,94,37,107,2.97847262107742,481
10,10,420,basic,0.1,analytic,1.4918246976412703,1.1051709180756477,134,30,2438.0,4720.0,5152,290,0,529,290,93,41,105,3.6441521299126967,475
10,10,420,basic,0.1,analytic,1.4918246976412703,1.1051709180756477,135,30,2282.0,5735.0,4296,287,0,533,287,79,40,127,2.2453659349094632,472
10,10,420,basic,0.1,analytic,1.4918246976412703,1.1051709180756477,136,30,2735.0,4529.0,5048,288,0,529,288,89,50,102,2.0130882038022984,474
10,10,420,basic,0.1,analytic,1.4918246976412703,1.1051709180756477,137,30,2313.0,5200.0,4806,281,0,518,281,86,37,114,2.2952988572527464,465
10,10,420,basic,0.1,analytic,1.4918246976412703,1.1051709180756477,138,30,2709.0,4464.0,5133,294,0,532,294,94,41,103,2.8254179529872636,467
10,10,420,basic,0.1,analytic,1.4918246976412703,1.1051709180756477,139,30,2522.0,5416.0,4369,293,0,533,293,84,41,115,3.3290012598773555,472
10,10,420,basic,0.1,analytic,1.4918246976412703,1.1051709180756477,140,30,2215.0,5503.0,4601,281,0,524,281,83,38,122,2.14413810837907,464
10,10,420,basic,0.1,analytic,1.4918246976412703,1.1051709180756477,141,30,2254.0,4995.0,5047,304,0,545,304,91,39,111,4.806380267891686,489
10,10,420,basic,0.1,analytic,1.4918246976412703,1.1051709180756477,142,30,3076.0,4342.0,4874,308,0,552,308,93,54,97,3.0828582430053655,482
10,10,420,basic,0.1,analytic,1.4918246976412703,1.1051709180756477,143,30,2848.0,4871.0,4598,283,0,521,283,87,45,106,3.31054339314686,469
10,10,420,basic,0.1,analytic,1.4918246976412703,1.1051709180756477,144,30,2132.0,5092.0,5086,290,0,522,290,90,32,110,3.5142773768895696,472
10,10,420,basic,0.1,analytic,1.4918246976412703,1.1051709180756477,145,30,2141.0,4763.0,5413,283,0,522,283,99,36,104,4.218185664695164,459
10,10,420,basic,0.1,analytic,1.4918246976412703,1.1051709180756477,146,30,2423.0,4914.0,4964,299,0,539,299,91,42,107,3.3396162000519607,478
10,10,420,basic,0.1,analytic,1.4918246976412703,1.1051709180756477,147,30,2799.0,4813.0,4693,295,0,542,295,88,52,107,3.6530898165812187,476
10,10,420,basic,0.1,analytic,1.4918246976412703,1.1051709180756477,148,30,2611.0,4586.0,5101,302,0,538,302,95,43,98,2.3010168676579497,484
10,10,420,basic,0.1,analytic,1.4918246976412703,1.1051709180756477,149,30,1811.0,5992.0,4508,289,0,533,289,86,31,127,1.6232489360013385,491
10,10,420,basic,0.1,analytic,1.4918246976412703,1.1051709180756477,150,30,2450.0,4130.0,5704,316,0,553,316,99,44,94,4.1284897462251875,480
10,10,420,basic,0.1,analytic,1.4918246976412703,1.1051709180756477,151,30,2310.0,5027.0,4973,290,0,527,290,90,39,108,3.571292953370079,482
10,10,420,basic,0.1,analytic,1.4918246976412703,1.1051709180756477,152,30,2465.0,5075.0,4769,291,0,528,291,90,39,108,3.4049202986105507,461
10,10,420,basic,0.1,analytic,1.4918246976412703,1.1051709180756477,153,30,2204.0,5183.0,4910,303,0,544,303,90,38,113,3.5572831420651996,493
10,10,420,basic,0.1,analytic,1.4918246976412703,1.1051709180756477,154,30,3012.0,5086.0,4223,279,0,520,279,81,48,112,2.3028479920582674,455
10,10,420,basic,0.1,analytic,1.4918246976412703,1.1051709180756477,155,30,2359.0,5123.0,4831,287,0,527,287,86,38,116,3.3082795447166324,477
10,10,420,basic,0.1,analytic,1.4918246976412703,1.1051709180756477,156,30,2521.0,5248.0,4551,280,0,519,280,84,40,115,2.7844421012282154,452
10,10,420,basic,0.1,analytic,1.4918246976412703,1.1051709180756477,157,30,2953.0,4113.0,5236,298,0,531,298,94,46,93,3.2271532646750622,471
10,10,420,basic,0.1,analytic,1.4918246976412703,1.1051709180756477,158,30,3139.0,4802.0,4382,277,0,518,277,82,50,109,1.5671472899100283,450
10,10,420,basic,0.1,analytic,1.4918246976412703,1.1051709180756477,159,30,2287.0,4631.0,5394,288,0,527,288,100,37,102,2.899849586813856,473
10,10,420,basic,0.1,analytic,1.4918246976412703,1.1051709180756477,160,30,1984.0,5149.0,5170,297,0,541,297,96,37,111,3.2436231316027264,488
10,10,420,basic,0.1,oracle,1.4760505890277924,1.0281674059193349,101,30,2322.0,4584.0,5400,294,0,529,294,97,36,102,0.8027428276658004,467
10,10,420,basic,0.1,oracle,1.4760505890277924,1.0281674059193349,102,30,2816.0,4482.0,5001,301,0,540,301,92,50,97,0.7811035756070318,489
10,10,420,basic,0.1,oracle,1.4760505890277924,1.0281674059193349,103,30,2766.0,4418.0,5121,295,0,534,295,96,43,100,0.4847648234104773,473
10,10,420,basic,0.1,oracle,1.4760505890277924,1.0281674059193349,104,30,1655.0,5747.0,4899,299,0,540,299,88,26,127,0.9393957308053685,478
10,10,420,basic,0.1,oracle,1.4760505890277924,1.0281674059193349,105,30,3268.0,4612.0,4426,294,0,531,294,85,53,99,0.7930820851399503,473
10,10,420,basic,0.1,oracle,1.4760505890277924,1.0281674059193349,106,30,2339.0,5443.0,4525,293,0,537,293,82,39,123,0.7683757871591681,471
10,10,420,basic,0.1,oracle,1.4760505890277924,1.0281674059193349,107,30,2178.0,4682.0,5444,296,0,536,296,96,39,105,0.9814054081382177,473
10,10,420,basic,0.1,oracle,1.4760505890277924,1.0281674059193349,108,30,2096.0,5194.0,5021,289,0,531,289,92,37,113,0.9200606599871216,477
10,10,420,basic,0.1,oracle,1.4760505890277924,1.0281674059193349,109,30,2390.0,5053.0,4866,291,0,533,291,91,41,110,0.5423195547310143,480
10,10,420,basic,0.1,oracle,1.4760505890277924,1.0281674059193349,110,30,2233.0,5126.0,4936,305,0,552,305,97,39,111,0.746230622869505,488
10,10,420,basic,0.1,oracle,1.4760505890277924,1.0281674059193349,111,30,1916.0,5254.0,5131,299,0,543,299,95,33,116,0.9156974939564784,480
10,10,420,basic,0.1,oracle,1.4760505890277924,1.0281674059193349,112,30,2023.0,5243.0,5046,288,0,535,288,92,36,119,0.7907009220829693,476
10,10,420,basic,0.1,oracle,1.4760505890277924,1.0281674059193349,113,30,2304.0,4646.0,5345,305,0,548,305,98,42,103,0.9838854136331804,483
10,10,420,basic,0.1,oracle,1.4760505890277924,1.0281674059193349,114,30,2813.0,4494.0,5008,285,0,521,285,90,47,99,0.6565512138702029,471
10,10,420,basic,0.1,oracle,1.4760505890277924,1.0281674059193349,115,30,2677.0,4467.0,5165,291,0,530,291,95,43,101,0.9579970052948676,478
10,10,420,basic,0.1,oracle,1.4760505890277924,1.0281674059193349,116,30,2699.0,4459.0,5149,293,0,525,293,91,43,98,0.9684306934258083,481
10,10,420,basic,0.1,oracle,1.4760505890277924,1.0281674059193349,117,30,2543.0,5370.0,4392,295,0,540,295,83,43,119,0.8738236917654324,472
10,10,420,basic,0.1,oracle,1.4760505890277924,1.0281674059193349,118,30,2743.0,4793.0,4782,282,0,522,282,89,46,105,0.5898582831169409,467
10,10,420,basic,0.1,oracle,1.4760505890277924,1.0281674059193349,119,30,2074.0,5721.0,4506,299,0,550,299,89,38,124,1.252145966939557,485
10,10,420,basic,0.1,oracle,1.4760505890277924,1.0281674059193349,120,30,1686.0,5942.0,4680,292,0,539,292,87,28,132,0.5856307225072438,470
10,10,420,basic,0.1,oracle,1.4760505890277924,1.0281674059193349,121,30,2782.0,4236.0,5286,296,0,528,296,92,43,97,0.8830237159796445,466
10,10,420,basic,0.1,oracle,1.4760505890277924,1.0281674059193349,122,30,2543.0,4585.0,5173,299,0,543,299,99,44,101,0.8041498858545845,487
10,10,420,basic,0.1,oracle,1.4760505890277924,1.0281674059193349,123,30,2480.0,5502.0,4323,295,0,537,295,77,39,126,0.7652168028787533,472
10,10,420,basic,0.1,oracle,1.4760505890277924,1.0281674059193349,124,30,2882.0,5082.0,4345,291,0,532,291,87,44,110,0.49209469904914394,469
10,10,420,basic,0.1,oracle,1.4760505890277924,1.0281674059193349,125,30,2512.0,5187.0,4617,284,0,521,284,85,39,113,0.6999790691477701,457
10,10,420,basic,0.1,oracle,1.4760505890277924,1.0281674059193349,126,30,2402.0,4899.0,5007,292,0,534,292,92,41,109,0.8379218476634438,467
10,10,420,basic,0.1,oracle,1.4760505890277924,1.0281674059193349,127,30,2194.0,5438.0,4670,298,0,547,298,85,45,119,0.8203279759139287,478
10,10,420,basic,0.1,oracle,1.4760505890277924,1.0281674059193349,128,30,1998.0,5195.0,5099,308,0,553,308,98,35,112,1.0728361139772138,491
10,10,420,basic,0.1,oracle,1.4760505890277924,1.0281674059193349,129,30,2163.0,5155.0,4995,287,0,525,287,92,34,112,0.8539103645226693,468
10,10,420,basic,0.1,oracle,1.4760505890277924,1.0281674059193349,130,30,2517.0,4444.0,5341,298,0,532,298,96,39,99,0.8780064916850756,466
10,10,420,basic,0.1,oracle,1.4760505890277924,1.0281674059193349,131,30,2412.0,4823.0,5078,287,0,524,287,95,37,105,0.8592913036598984,471
10,10,420,basic,0.1,oracle,1.4760505890277924,1.0281674059193349,132,30,3231.0,4687.0,4398,284,0,520,284,82,52,102,0.6082295322522432,458
10,10,420,basic,0.1,oracle,1.4760505890277924,1.0281674059193349,133,30,2287.0,4950.0,5059,304,0,543,304,97,38,104,0.7913236888017764,490
10,10,420,basic,0.1,oracle,1.4760505890277924,1.0281674059193349,134,30,2006.0,4737.0,5537,320,0,565,320,103,37,105,1.3094382458170204,503
10,10,420,basic,0.1,oracle,1.4760505890277924,1.0281674059193349,135,30,2653.0,5622.0,4038,287,0,532,287,76,45,124,0.5444164938360664,474
10,10,420,basic,0.1,oracle,1.4760505890277924,1.0281674059193349,136,30,2719.0,4290.0,5302,289,0,529,289,94,49,97,0.6854363379830454,470
10,10,420,basic,0.1,oracle,1.4760505890277924,1.0281674059193349,137,30,2825.0,4984.0,4484,307,0,547,307,84,48,108,0.9311891428392798,482
10,10,420,basic,0.1,oracle,1.4760505890277924,1.0281674059193349,138,30,2755.0,4383.0,5163,299,0,537,299,96,44,98,0.6713346372085793,475
10,10,420,basic,0.1,oracle,1.4760505890277924,1.0281674059193349,139,30,2629.0,5609.0,4075,287,0,524,287,76,41,120,0.8620136288671653,463
10,10,420,basic,0.1,oracle,1.4760505890277924,1.0281674059193349,140,30,1973.0,5256.0,5081,290,0,528,290,93,32,113,0.777970755293329,463
10,10,420,basic,0.1,oracle,1.4760505890277924,1.0281674059193349,141,30,2365.0,4882.0,5054,299,0,545,299,96,41,109,1.012774940534586,481
10,10,420,basic,0.1,oracle,1.4760505890277924,1.0281674059193349,142,30,2753.0,4595.0,4931,321,0,565,321,94,48,102,0.7515715596336995,495
10,10,420,basic,0.1,oracle,1.4760505890277924,1.0281674059193349,143,30,2758.0,4983.0,4575,284,0,528,284,86,48,110,0.7848493215984461,467
10,10,420,basic,0.1,oracle,1.4760505890277924,1.0281674059193349,144,30,2447.0,4965.0,4903,285,0,520,285,88,37,110,0.9707322256994639,466
10,10,420,basic,0.1,oracle,1.4760505890277924,1.0281674059193349,145,30,3212.0,4815.0,4280,293,0,532,293,81,51,107,0.5601801706333936,464
10,10,420,basic,0.1,oracle,1.4760505890277924,1.0281674059193349,146,30,2591.0,5044.0,4675,290,0,531,290,92,40,109,0.650411975916535,470
10,10,420,basic,0.1,oracle,1.4760505890277924,1.0281674059193349,147,30,2988.0,4646.0,4673,293,0,532,293,87,49,103,0.7219460149438214,475
10,10,420,basic,0.1,oracle,1.4760505890277924,1.0281674059193349,148,30,2796.0,4866.0,4638,300,0,545,300,89,47,109,0.6391200535947036,482
10,10,420,basic,0.1,oracle,1.4760505890277924,1.0281674059193349,149,30,2292.0,4564.0,5451,293,0,532,293,101,39,99,0.5808018395056617,487
10,10,420,basic,0.1,oracle,1.4760505890277924,1.0281674059193349,150,30,2229.0,4998.0,5079,294,0,536,294,90,41,111,0.9180791988605296,466
10,10,420,basic,0.1,oracle,1.4760505890277924,1.0281674059193349,151,30,2604.0,5475.0,4235,286,0,524,286,78,43,117,0.9230361310932756,475
10,10,420,basic,0.1,oracle,1.4760505890277924,1.0281674059193349,152,30,2451.0,4572.0,5285,292,0,529,292,97,41,99,0.8494185249933367,466
10,10,420,basic,0.1,oracle,1.4760505890277924,1.0281674059193349,153,30,2512.0,5767.0,4044,277,0,522,277,74,43,128,0.5825276782224731,459
10,10,420,basic,0.1,oracle,1.4760505890277924,1.0281674059193349,154,30,3302.0,4750.0,4261,287,0,527,287,81,54,105,0.7755373912854722,466
10,10,420,basic,0.1,oracle,1.4760505890277924,1.0281674059193349,155,30,2233.0,5155.0,4918,294,0,534,294,88,37,115,0.8177291071257865,472
10,10,420,basic,0.1,oracle,1.4760505890277924,1.0281674059193349,156,30,2521.0,5248.0,4551,280,0,519,280,84,40,115,0.7584775733369267,452
10,10,420,basic,0.1,oracle,1.4760505890277924,1.0281674059193349,157,30,2620.0,4529.0,5150,301,0,542,301,98,42,101,0.8950867834635922,474
10,10,420,basic,0.1,oracle,1.4760505890277924,1.0281674059193349,158,30,2402.0,5439.0,4467,292,0,538,292,88,39,119,0.6135433224469727,483
10,10,420,basic,0.1,oracle,1.4760505890277924,1.0281674059193349,159,30,2532.0,4858.0,4918,292,0,527,292,91,38,106,0.606319787908517,465
10,10,420,basic,0.1,oracle,1.4760505890277924,1.0281674059193349,160,30,2680.0,4880.0,4747,293,0,532,293,87,44,108,0.6486183460643179,454
10,10,420,basic,0.1,equilibrium_ratio,1.460197160172818,3.999776686781054,101,30,1114.0,6660.0,4474,352,0,607,352,92,17,146,41.131129902637255,540
10,10,420,basic,0.1,equilibrium_ratio,1.460197160172818,3.999776686781054,102,30,1175.0,6830.0,4247,348,0,605,348,90,22,145,53.519647578445344,549
10,10,420,basic,0.1,equilibrium_ratio,1.460197160172818,3.999776686781054,103,30,1233.0,6690.0,4334,343,0,597,343,90,19,145,48.49450694693988,533
10,10,420,basic,0.1,equilibrium_ratio,1.460197160172818,3.999776686781054,104,30,1085.0,7335.0,3827,353,0,612,353,81,18,160,35.22935934369798,550
10,10,420,basic,0.1,equilibrium_ratio,1.460197160172818,3.999776686781054,105,30,513.0,7166.0,4541,380,0,640,380,93,11,156,39.565869878422255,572
10,10,420,basic,0.1,equilibrium_ratio,1.460197160172818,3.999776686781054,106,30,1715.0,6176.0,4358,351,0,597,351,88,25,133,69.88206056953771,541
10,10,420,basic,0.1,equilibrium_ratio,1.460197160172818,3.999776686781054,107,30,1056.0,6714.0,4475,355,0,608,355,91,19,143,57.631183816165795,542
10,10,420,basic,0.1,equilibrium_ratio,1.460197160172818,3.999776686781054,108,30,864.0,6973.0,4420,343,0,596,343,88,14,151,65.87546901111477,542
10,10,420,basic,0.1,equilibrium_ratio,1.460197160172818,3.999776686781054,109,30,383.0,7244.0,4604,369,0,634,369,101,9,155,57.774784649574634,564
10,10,420,basic,0.1,equilibrium_ratio,1.460197160172818,3.999776686781054,110,30,801.0,7322.0,4121,356,0,617,356,87,12,162,26.895133488785312,552
10,10,420,basic,0.1,equilibrium_ratio,1.460197160172818,3.999776686781054,111,30,349.0,7089.0,4791,371,0,629,371,101,5,152,48.764671559216644,559
10,10,420,basic,0.1,equilibrium_ratio,1.460197160172818,3.999776686781054,112,30,1204.0,6618.0,4434,344,0,598,344,91,20,143,44.31010314451199,538
10,10,420,basic,0.1,equilibrium_ratio,1.460197160172818,3.999776686781054,113,30,1126.0,6861.0,4255,358,0,616,358,85,22,151,20.941132675133147,545
10,10,420,basic,0.1,equilibrium_ratio,1.460197160172818,3.999776686781054,114,30,1345.0,7104.0,3820,331,0,585,331,80,20,154,42.68287657470546,527
10,10,420,basic,0.1,equilibrium_ratio,1.460197160172818,3.999776686781054,115,30,546.0,7020.0,4684,350,0,605,350,95,9,151,77.13838899113502,542
10,10,420,basic,0.1,equilibrium_ratio,1.460197160172818,3.999776686781054,116,30,1061.0,6607.0,4559,373,0,625,373,95,16,141,94.03520566877258,567
10,10,420,basic,0.1,equilibrium_ratio,1.460197160172818,3.999776686781054,117,30,856.0,6918.0,4473,353,0,607,353,85,18,151,80.88620036435019,539
10,10,420,basic,0.1,equilibrium_ratio,1.460197160172818,3.999776686781054,118,30,659.0,6712.0,4852,377,0,635,377,102,11,145,59.14880353175395,574
10,10,420,basic,0.1,equilibrium_ratio,1.460197160172818,3.999776686781054,119,30,937.0,6873.0,4427,363,0,618,363,89,16,150,66.83754634743838,548
10,10,420,basic,0.1,equilibrium_ratio,1.460197160172818,3.999776686781054,120,30,844.0,6665.0,4740,351,0,607,351,96,14,146,46.81519764746228,547
10,10,420,basic,0.1,equilibrium_ratio,1.460197160172818,3.999776686781054,121,30,867.0,6263.0,5082,388,0,641,388,101,16,136,74.82985971286573,580
10,10,420,basic,0.1,equilibrium_ratio,1.460197160172818,3.999776686781054,122,30,1124.0,6625.0,4482,369,0,624,369,95,16,144,45.070903458972964,570
10,10,420,basic,0.1,equilibrium_ratio,1.460197160172818,3.999776686781054,123,30,885.0,7324.0,4023,368,0,630,368,87,15,160,56.02904729838567,552
10,10,420,basic,0.1,equilibrium_ratio,1.460197160172818,3.999776686781054,124,30,427.0,7192.0,4608,373,0,627,373,93,7,154,49.88454922371977,566
10,10,420,basic,0.1,equilibrium_ratio,1.460197160172818,3.999776686781054,125,30,1320.0,7213.0,3725,342,0,599,342,80,23,154,66.44225175230171,544
10,10,420,basic,0.1,equilibrium_ratio,1.460197160172818,3.999776686781054,126,30,553.0,7210.0,4477,360,0,620,360,94,11,155,58.02226609956438,556
10,10,420,basic,0.1,equilibrium_ratio,1.460197160172818,3.999776686781054,127,30,1125.0,6596.0,4517,362,0,623,362,96,19,146,24.52075254184531,551
10,10,420,basic,0.1,equilibrium_ratio,1.460197160172818,3.999776686781054,128,30,831.0,6863.0,4552,354,0,610,354,95,13,148,45.92443577620839,552
10,10,420,basic,0.1,equilibrium_ratio,1.460197160172818,3.999776686781054,129,30,1275.0,6709.0,4262,354,0,614,354,91,22,147,27.249650921038988,548
