n_vis,n_nat,w_eff,access,alpha,c_idle_A,c_coll_A,c_idle_O,c_coll_O,G_J,boundary_O,capped_O,boundary_A,J_model_A,near_c_idle_lo,near_c_idle_hi,near_c_coll_lo,near_c_coll_hi,near_n,box_lo,box_hi,grid_spacing,tune_visits,eval_visits,tune_points,n_boot,T_current,rho_current,J_current,A_vis_current,A_nat_current,coll_frac_current,idle_frac_current,solo_vis_frac_current,epochs_per_visit_current,tau_cv_current,c_idle_current,c_coll_current,T_analytic,rho_analytic,J_analytic,A_vis_analytic,A_nat_analytic,coll_frac_analytic,idle_frac_analytic,solo_vis_frac_analytic,epochs_per_visit_analytic,tau_cv_analytic,c_idle_analytic,c_coll_analytic,T_oracle,rho_oracle,J_oracle,A_vis_oracle,A_nat_oracle,coll_frac_oracle,idle_frac_oracle,solo_vis_frac_oracle,epochs_per_visit_oracle,tau_cv_oracle,c_idle_oracle,c_coll_oracle,T_equilibrium_ratio,rho_equilibrium_ratio,J_equilibrium_ratio,A_vis_equilibrium_ratio,A_nat_equilibrium_ratio,coll_frac_equilibrium_ratio,idle_frac_equilibrium_ratio,solo_vis_frac_equilibrium_ratio,epochs_per_visit_equilibrium_ratio,tau_cv_equilibrium_ratio,c_idle_equilibrium_ratio,c_coll_equilibrium_ratio,G_J_ci_lo,G_J_ci_hi,dJ_ci_lo,dJ_ci_hi,dT_ci_lo,dT_ci_hi,drho_ci_lo,drho_ci_hi,c_idle_design_rule,c_coll_design_rule,T_design_rule,rho_design_rule,J_design_rule,A_vis_design_rule,A_nat_design_rule,coll_frac_design_rule,idle_frac_design_rule,solo_vis_frac_design_rule,epochs_per_visit_design_rule,tau_cv_design_rule
10,10,420,rts,0.0,1.0512710963760241,1.1051709180756477,1.3020005939902721,1.583248897402281,1.000145293769288,False,False,True,-0.2845086172728029,1.0512710963760241,1.58325048065197,1.0512710963760241,2.225540928492468,44,0.05,0.8,0.554517744447956,480,1800,91,2000,0.721558201058201,0.2958067673941976,-0.32634223727426526,0.10672089947089947,0.6148373015873015,0.0944510582010582,0.03265873015873016,0.03210379279321938,23.465555555555557,0.010683332147848026,1.2,1.2,0.719318783068783,0.1235957742205386,-0.32945064946661,0.04445238095238095,0.6748664021164021,0.09354365079365079,0.0342473544973545,0.013089788124870598,24.149444444444445,0.003310038976344062,1.0512710963760241,1.1051709180756477,0.7192142857142857,0.3274185895101577,-0.3295959326817808,0.1177420634920635,0.6014722222222222,0.09726719576719577,0.032917989417989416,0.03522367030644593,23.658333333333335,0.03635097039870615,1.3020005939902721,1.583248897402281,0.7187050264550264,0.115253588446298,-0.330304260716938,0.041416666666666664,0.6772883597883598,0.09393915343915343,0.0345489417989418,0.01178112275243629,24.285555555555554,0.0012961095550197246,1.0082287133097227,1.047149859556855,0.9952225730611672,1.0050921748637014,-0.0047888753200908156,0.005079253587615294,-0.003448412698412673,0.0036535052910053236,-0.22228131813556812,-0.18609009022519013,1.6409400634275342,1.2,0.7113174603174603,0.9577838276095478,-0.3406364504928233,0.3406441798941799,0.3706732804232804,0.12089285714285715,0.02528042328042328,0.11617016773374253,20.99888888888889,0.02514061556246687
10,10,420,rts,0.05,1.7606541655241787,1.7606541655241787,1.583248897402281,1.4165452716548637,0.995509765063842,False,False,False,-0.3236687045456883,1.4165438551103002,1.583248897402281,1.0512710963760241,1.58325048065197,11,0.05,0.8,0.554517744447956,480,1800,91,2000,0.721558201058201,0.2958067673941976,-0.40052438740770124,0.10672089947089947,0.6148373015873015,0.0944510582010582,0.03265873015873016,0.03210379279321938,23.465555555555557,0.010683332147848026,1.2,1.2,0.7108915343915344,0.9101954844687906,-0.3416781161882472,0.3235251322751323,0.3873664021164021,0.11971428571428572,0.026571428571428572,0.1068733850129199,21.5,0.09620806051344179,1.7606541655241787,1.7606541655241787,0.7151984126984127,0.8194492222900368,-0.33717776986751696,0.29303439153439154,0.4221640211640212,0.11216402116402116,0.027514550264550266,0.0967032404920842,21.721666666666668,0.045931993997701426,1.583248897402281,1.4165452716548637,0.7159232804232805,0.44982798694844045,-0.3660935312536331,0.161021164021164,0.5549021164021164,0.10331349206349207,0.03183730158730159,0.04852220265575175,23.345555555555556,0.22517121162650602,1.6664245551864916,3.9998006747119748,0.9909615312659503,1.0001969079384325,-0.009079563503243415,0.00019688855446791618,-0.0075701388888889335,-0.0009351851851852055,0.06694803207354857,0.11627339683427414,1.6409400634275342,1.2,0.7113174603174603,0.9577838276095478,-0.34072947403706644,0.3406441798941799,0.3706732804232804,0.12089285714285715,0.02528042328042328,0.11617016773374253,20.99888888888889,0.02514061556246687
10,10,420,rts,0.1,1.7589303741730602,1.4918246976412701,1.583248897402281,1.4165452716548637,0.9935299756925143,False,False,False,-0.3379059090202286,1.4165438551103002,1.583248897402281,1.0512710963760241,1.58325048065197,10,0.05,0.8,0.554517744447956,480,1800,91,2000,0.721558201058201,0.2958067673941976,-0.4747065375411372,0.10672089947089947,0.6148373015873015,0.0944510582010582,0.03265873015873016,0.03210379279321938,23.465555555555557,0.010683332147848026,1.2,1.2,0.7077619047619048,0.9938736758692354,-0.34565131086447526,0.35171296296296295,0.3560489417989418,0.12487698412698413,0.025558201058201058,0.11869552699767058,21.226111111111113,0.0667809520996409,1.7589303741730602,1.4918246976412701,0.7151984126984127,0.8194492222900368,-0.33916026522832443,0.29303439153439154,0.4221640211640212,0.11216402116402116,0.027514550264550266,0.0967032404920842,21.721666666666668,0.045931993997701426,1.583248897402281,1.4165452716548637,0.7163068783068783,0.5650972802883693,-0.36622300212829584,0.2023915343915344,0.5139153439153439,0.10591798941798942,0.030125661375661375,0.0634815631508024,22.675,0.24681787593845056,1.770067342247621,3.9998564971207236,0.9874746999284418,0.9998176014157565,-0.012604402922653222,-0.0001824152751737037,-0.012117757936507956,-0.002636607142857064,0.15412616405480478,0.19589156856635254,1.6409400634275342,1.2,0.7113174603174603,0.9577838276095478,-0.34082249758130956,0.3406441798941799,0.3706732804232804,0.12089285714285715,0.02528042328042328,0.11617016773374253,20.99888888888889,0.02514061556246687
10,10,420,rts,0.2,2.2224600601880287,1.7606541655241787,1.583248897402281,1.3020005939902721,0.951900407962875,False,False,True,-0.35364251971416305,1.583248897402281,1.583248897402281,1.0512710963760241,1.4165452716548637,7,0.05,0.8,0.554517744447956,480,1800,91,2000,0.721558201058201,0.2958067673941976,-0.6230708378080091,0.10672089947089947,0.6148373015873015,0.0944510582010582,0.03265873015873016,0.03210379279321938,23.465555555555557,0.010683332147848026,1.2,1.2,0.6828399470899471,1.2081894205456127,-0.38864827863381896,0.4125,0.2703399470899471,0.15953703703703703,0.022595238095238095,0.14106341748294443,20.928333333333335,0.15369693001775633,2.2224600601880287,1.7606541655241787,0.7156230158730159,0.8571544756021596,-0.3393534154863,0.30669973544973544,0.4089232804232804,0.11311243386243386,0.026447089947089948,0.10364883545030125,21.300555555555555,0.033438468321174246,1.583248897402281,1.3020005939902721,0.709781746031746,0.7107520569517047,-0.3661128683525487,0.252239417989418,0.45754232804232803,0.11577248677248678,0.02937830687830688,0.07982697601258357,22.604444444444443,0.27839985025761094,1.879083013382443,3.9998049795158837,0.9452729550777721,0.9586943958574453,-0.05628155191184032,-0.042182924480965646,-0.03788158068783076,-0.027784689153439172,0.32255838933259684,0.3795391132278152,1.6409400634275342,1.2,0.7113174603174603,0.9577838276095478,-0.3410085446697958,0.3406441798941799,0.3706732804232804,0.12089285714285715,0.02528042328042328,0.11617016773374253,20.99888888888889,0.02514061556246687
10,10,420,rts,0.5,2.2255409284924674,1.4918246976412701,1.583248897402281,1.1636620824634731,0.9414960794525125,False,False,True,-0.3796402832625707,1.583248897402281,1.583248897402281,1.0512710963760241,1.3020005939902721,7,0.05,0.8,0.554517744447956,480,1800,91,2000,0.721558201058201,0.2958067673941976,-1.0681637386086247,0.10672089947089947,0.6148373015873015,0.0944510582010582,0.03265873015873016,0.03210379279321938,23.465555555555557,0.010683332147848026,1.2,1.2,0.6811415343915344,1.2476060457176814,-0.40845575482328367,0.42489814814814814,0.2562433862433862,0.1629378306878307,0.02139814814814815,0.1487656994369857,20.524444444444445,0.10791865725956311,2.2255409284924674,1.4918246976412701,0.7109034391534391,0.8887714604153371,-0.3481706597794048,0.3159153439153439,0.39498809523809525,0.11969841269841269,0.025921957671957672,0.10634294226798735,21.25722222222222,0.01964390900671523,1.583248897402281,1.1636620824634731,0.7035714285714286,0.802094378642602,-0.37590239411662785,0.2821653439153439,0.42140608465608465,0.12542724867724866,0.027531746031746032,0.09142713693987699,22.130555555555556,0.3016042856578755,2.0095537139864974,3.9997726978857835,0.9329054842960974,0.9509658635106892,-0.06945138627156638,-0.05027711246486327,-0.03613806216931211,-0.023599173280423307,0.3302894920115539,0.387966142635229,1.6409400634275342,1.2,0.7113174603174603,0.9577838276095478,-0.3415666859352546,0.3406441798941799,0.3706732804232804,0.12089285714285715,0.02528042328042328,0.11617016773374253,20.99888888888889,0.02514061556246687
10,10,420,basic,0.0,1.0512710963760241,2.225540928492468,1.0752508680693431,1.0173365636219565,1.0007603010375505,False,False,True,-0.3871132835251404,1.0281674059193349,1.2086596278179438,1.0173365636219565,2.225540928492468,21,0.02777777777777778,0.8,0.480053626734557,480,1800,168,2000,0.6284404761904762,0.2540512438407833,-0.46451396316883464,0.07982804232804233,0.5486124338624339,0.3431468253968254,0.028412698412698414,0.027066608808852245,20.484444444444446,0.006883357675020059,1.2,1.2,0.6355,0.08248306753420837,-0.4533431883526284,0.02620899470899471,0.6092910052910053,0.3336798941798942,0.03082010582010582,0.007968941561095219,21.75111111111111,0.019964466269952675,1.0512710963760241,2.225540928492468,0.6350171957671957,0.16962836901887837,-0.4541032005077609,0.053858465608465605,0.5811587301587302,0.33545502645502645,0.029527777777777778,0.017866083427758306,21.08277777777778,0.0004213556602334576,1.0752508680693431,1.0173365636219565,0.6403637566137567,0.11596005081437262,-0.44571889438031104,0.03712830687830688,0.6032354497354497,0.32951322751322754,0.030123015873015874,0.011776913099870298,21.416666666666668,0.0008721439897993879,1.0072711510738357,1.0471536154748249,0.9858978986710929,1.0158907154391428,-0.014202480873299683,0.01576577981754917,-0.009000066137566145,0.010025925925925997,-0.10166009893201056,-0.07259555051240987,1.4717562696115232,1.2,0.6009669312169312,0.6115277187777193,-0.5092153688943053,0.18375396825396825,0.41721296296296295,0.37494444444444447,0.02408862433862434,0.07116493304456578,18.212777777777777,0.011199220956134499
10,10,420,basic,0.05,1.3275476039406868,1.0512710963760241,1.358363953194875,1.0173365636219565,0.9966477084873763,False,False,True,-0.5063345327597568,1.358363953194875,1.358363953194875,1.0173365636219565,1.0359449444475108,5,0.02777777777777778,0.8,0.480053626734557,480,1800,168,2000,0.6284404761904762,0.2540512438407833,-0.5583890076054163,0.07982804232804233,0.5486124338624339,0.3431468253968254,0.028412698412698414,0.027066608808852245,20.484444444444446,0.006883357675020059,1.2,1.2,0.6100886243386243,0.4715118585859024,-0.5224120375420183,0.1438320105820106,0.46625661375661376,0.36403439153439154,0.025876984126984127,0.05225680820763217,19.115,0.002489258552459328,1.3275476039406868,1.0512710963760241,0.608989417989418,0.5067680866037064,-0.5190541145110187,0.15430820105820106,0.45468121693121694,0.3658267195767196,0.025183862433862433,0.05781970897906069,18.784444444444443,0.0008818578516496411,1.358363953194875,1.0173365636219565,0.6183095238095239,0.22596172359351535,-0.5913824991565336,0.06985714285714285,0.5484523809523809,0.3526693121693122,0.02902116402116402,0.022755293487000804,20.727777777777778,0.09365480042322917,1.3929360935769972,3.999830138250283,0.9818155188498012,1.0116750018950964,-0.01835185121502715,0.011607374914790402,-0.008349239417989507,0.010324239417989439,-0.05921334300529034,-0.012436090092117866,1.4717562696115232,1.2,0.6009669312169312,0.6115277187777193,-0.5213084847854687,0.18375396825396825,0.41721296296296295,0.37494444444444447,0.02408862433862434,0.07116493304456578,18.212777777777777,0.011199220956134499
10,10,420,basic,0.1,1.4918246976412703,1.1051709180756477,1.4760505890277924,1.0281674059193349,1.006995518841049,False,False,False,-0.5593272773020026,1.358363953194875,1.4760505890277924,1.0173365636219565,1.0459169868319436,8,0.02777777777777778,0.8,0.480053626734557,480,1800,168,2000,0.6284404761904762,0.2540512438407833,-0.652264052041998,0.07982804232804233,0.5486124338624339,0.3431468253968254,0.028412698412698414,0.027066608808852245,20.484444444444446,0.006883357675020059,1.2,1.2,0.5969431216931217,0.6595463217583412,-0.5332559433550191,0.19685582010582012,0.4000873015873016,0.3797367724867725,0.02332010582010582,0.0778224674960247,17.81833333333333,0.006100087535276602,1.4918246976412703,1.1051709180756477,0.5920859788359788,0.6692864658848972,-0.5402271070726543,0.19813756613756614,0.3939484126984127,0.38458862433862434,0.023325396825396826,0.07762571312778627,17.820555555555554,0.0016728150016606903,1.4760505890277924,1.0281674059193349,0.6205846560846561,0.2694207970807525,-0.6490914457751273,0.08359920634920635,0.5369854497354497,0.35102248677248676,0.028392857142857143,0.028209243491743967,20.422777777777778,0.1010553525436114,1.460197160172818,3.999776686781054,0.9920776793334711,1.0241426215161082,-0.007953869685426298,0.023855795632874422,-0.00423290343915346,0.014680191798941745,-0.03457605168425629,0.017654826437407813,1.4717562696115232,1.2,0.6009669312169312,0.6115277187777193,-0.533401600676632,0.18375396825396825,0.41721296296296295,0.37494444444444447,0.02408862433862434,0.07116493304456578,18.212777777777777,0.011199220956134499
10,10,420,basic,0.2,1.760654165524179,1.3268964411453439,1.640498239057044,1.2086596278179438,0.9776880743749745,False,False,False,-0.63160155204231,1.4760505890277924,1.640498239057044,1.1244128631530872,1.3583653115595076,5,0.02777777777777778,0.8,0.480053626734557,480,1800,168,2000,0.6284404761904762,0.2540512438407833,-0.8400141409151612,0.07982804232804233,0.5486124338624339,0.3431468253968254,0.028412698412698414,0.027066608808852245,20.484444444444446,0.006883357675020059,1.2,1.2,0.5611587301587302,0.801784855599242,-0.5875121565453649,0.22496428571428573,0.33619444444444446,0.41786904761904764,0.020972222222222222,0.09611465606521231,16.629444444444445,0.024096236732503853,1.760654165524179,1.3268964411453439,0.5771825396825396,0.7580199381230663,-0.5649475543682376,0.2187579365079365,0.3584246031746032,0.4008888888888889,0.02192857142857143,0.09058205859476277,17.142222222222223,0.013570502369949252,1.640498239057044,1.2086596278179438,0.6153703703703703,0.356197068053824,-0.6986477052206562,0.10959656084656084,0.5057738095238096,0.3573968253968254,0.027232804232804234,0.037628822554828564,19.78388888888889,0.12711996527894742,1.5480448838228469,3.999776686781054,0.9570373595009448,0.9988051786543832,-0.04391285020320548,-0.0011955357444932437,-0.0284445436507937,-0.003570998677248668,0.010894074178674681,0.07602404503826386,1.4717562696115232,1.2,0.6009669312169312,0.6115277187777193,-0.5575878324589587,0.18375396825396825,0.41721296296296295,0.37494444444444447,0.02408862433862434,0.07116493304456578,18.212777777777777,0.011199220956134499
10,10,420,basic,0.5,2.2255409284924674,1.4918246976412701,1.640498239057044,1.2086596278179438,0.9128370345441275,False,False,True,-0.7573665947633538,1.640498239057044,1.640498239057044,1.0459159409154797,1.2086596278179438,3,0.02777777777777778,0.8,0.480053626734557,480,1800,168,2000,0.6284404761904762,0.2540512438407833,-1.403264407534651,0.07982804232804233,0.5486124338624339,0.3431468253968254,0.028412698412698414,0.027066608808852245,20.484444444444446,0.006883357675020059,1.2,1.2,0.5070423280423281,1.0046905489872797,-0.6791717408596946,0.25471031746031747,0.2523320105820106,0.4749907407407407,0.017966931216931218,0.12061669794311367,15.098333333333333,0.04387652946068468,2.2255409284924674,1.4918246976412701,0.5771825396825396,0.7580199381230663,-0.5879738320652749,0.2187579365079365,0.3584246031746032,0.4008888888888889,0.02192857142857143,0.09058205859476277,17.142222222222223,0.013570502369949252,1.640498239057044,1.2086596278179438,0.6025899470899471,0.45020392573503265,-0.8249639316691595,0.1356441798941799,0.4669457671957672,0.37151455026455027,0.025895502645502645,0.049457738493298056,19.107222222222223,0.14511642474116207,1.6944301102858546,3.999793977389113,0.8909202696021006,0.9344015120655812,-0.11550033969703678,-0.06784904868899003,-0.082482208994709,-0.05850423280423281,0.21386925735469195,0.27980708465062304,1.4717562696115232,1.2,0.6009669312169312,0.6115277187777193,-0.6301465278059387,0.18375396825396825,0.41721296296296295,0.37494444444444447,0.02408862433862434,0.07116493304456578,18.212777777777777,0.011199220956134499
