eps_idle,eps_coll,c_idle,c_coll,T,rho
0.05,0.05,1.0512710963760241,1.0512710963760241,0.638953373015873,0.13891455055002214
0.062996,0.05,1.0650225791324688,1.0512710963760241,0.6335119047619048,0.13995114159541483
0.07937,0.05,1.0826048117555036,1.0512710963760241,0.6394742063492064,0.14865263190555236
0.1,0.05,1.1051709180756477,1.0512710963760241,0.6394345238095238,0.17241486308277093
0.125992,0.05,1.1342730940619756,1.0512710963760241,0.6285367063492063,0.19972694198701002
0.15874,0.05,1.1720331784361693,1.0512710963760241,0.6321577380952381,0.23960515681520367
0.2,0.05,1.2214027581601699,1.0512710963760241,0.6338492063492064,0.2868590746885369
0.251984,0.05,1.2865754519129273,1.0512710963760241,0.6221279761904762,0.39358640100142717
0.31748,0.05,1.3736617713551895,1.0512710963760241,0.6224255952380953,0.4827184992150206
0.4,0.05,1.4918246976412703,1.0512710963760241,0.5930803571428571,0.6452389913436206
0.503968,0.05,1.6552763934649535,1.0512710963760241,0.5596230158730159,0.8576848076582166
0.63496,0.05,1.886946662082677,1.0512710963760241,0.5242013888888889,0.9433662317016626
0.8,0.05,2.225540928492468,1.0512710963760241,0.47444444444444445,1.0374916359986617
0.05,0.062996,1.0512710963760241,1.0650225791324688,0.6345386904761905,0.13143844343863106
0.062996,0.062996,1.0650225791324688,1.0650225791324688,0.6334573412698413,0.14126306722524568
0.07937,0.062996,1.0826048117555036,1.0650225791324688,0.6392708333333333,0.15074838799785842
0.1,0.062996,1.1051709180756477,1.0650225791324688,0.6378472222222222,0.16954662104362703
0.125992,0.062996,1.1342730940619756,1.0650225791324688,0.6354513888888889,0.19424387426135964
0.15874,0.062996,1.1720331784361693,1.0650225791324688,0.6247321428571428,0.24407285662109157
0.2,0.062996,1.2214027581601699,1.0650225791324688,0.6326388888888889,0.3009565626470127
0.251984,0.062996,1.2865754519129273,1.0650225791324688,0.6280555555555556,0.4000442282176028
0.31748,0.062996,1.3736617713551895,1.0650225791324688,0.6155555555555555,0.49664775657555443
0.4,0.062996,1.4918246976412703,1.0650225791324688,0.5926190476190476,0.6504620329449579
0.503968,0.062996,1.6552763934649535,1.0650225791324688,0.5502132936507936,0.814366722861805
0.63496,0.062996,1.886946662082677,1.0650225791324688,0.5248809523809523,0.9855409389884328
0.8,0.062996,2.225540928492468,1.0650225791324688,0.4830952380952381,1.0543576474453753
0.05,0.07937,1.0512710963760241,1.0826048117555036,0.6347767857142858,0.1245594705050363
0.062996,0.07937,1.0650225791324688,1.0826048117555036,0.6371180555555556,0.13746175346262546
0.07937,0.07937,1.0826048117555036,1.0826048117555036,0.6301636904761905,0.14993584748230887
0.1,0.07937,1.1051709180756477,1.0826048117555036,0.6366865079365079,0.16611611455639003
0.125992,0.07937,1.1342730940619756,1.0826048117555036,0.6299553571428571,0.18524555311459145
0.15874,0.07937,1.1720331784361693,1.0826048117555036,0.626750992063492,0.24075407786123004
0.2,0.07937,1.2214027581601699,1.0826048117555036,0.6329613095238096,0.29567806904118177
0.251984,0.07937,1.2865754519129273,1.0826048117555036,0.6286061507936508,0.37447426357445535
0.31748,0.07937,1.3736617713551895,1.0826048117555036,0.612906746031746,0.5055761480066687
