eps_idle,eps_coll,c_idle,c_coll,T,rho,F,on_front
0.05,0.05,1.0512710963760241,1.0512710963760241,0.4959250992063492,0.09655325895067439,0.004233794296671217,False
0.05,0.062996,1.0512710963760241,1.0650225791324688,0.4916232638888889,0.08536619203168158,0.0023447841937425102,False
0.05,0.07937,1.0512710963760241,1.0826048117555036,0.4965265376984127,0.07075941748106264,0.0008988526467960682,False
0.05,0.1,1.0512710963760241,1.1051709180756477,0.49236111111111114,0.05412301027604272,0.0002022617166651589,False
0.05,0.125992,1.0512710963760241,1.1342730940619756,0.49150049603174606,0.04757207086737345,9.372667468842612e-05,False
0.05,0.15874,1.0512710963760241,1.1720331784361693,0.49668526785714284,0.03795249758443251,2.24956503297155e-05,False
0.05,0.2,1.0512710963760241,1.2214027581601699,0.494280753968254,0.021465774182865518,3.906119594562813e-07,False
0.05,0.251984,1.0512710963760241,1.2865754519129273,0.4958829365079365,0.0178703611083325,9.236666628747503e-08,False
0.05,0.31748,1.0512710963760241,1.3736617713551895,0.4934486607142857,0.015297159960494274,2.579367703751331e-08,False
0.05,0.4,1.0512710963760241,1.4918246976412703,0.49079613095238095,0.01603929475615118,3.8242358503889194e-08,False
0.05,0.503968,1.0512710963760241,1.6552763934649535,0.4922457837301587,0.013188158620672281,7.300247632116839e-09,False
0.05,0.63496,1.0512710963760241,1.886946662082677,0.49423859126984127,0.013970503369681399,1.1982805798329714e-08,False
0.05,0.8,1.0512710963760241,2.225540928492468,0.49423859126984127,0.013970503369681399,1.1982805798329714e-08,False
0.062996,0.05,1.0650225791324688,1.0512710963760241,0.4916331845238095,0.12375994127929416,0.012706512603510748,False
0.062996,0.062996,1.0650225791324688,1.0650225791324688,0.4943936011904762,0.10355699698253483,0.0058450508890523145,False
0.062996,0.07937,1.0650225791324688,1.0826048117555036,0.4957576884920635,0.09670593002633955,0.004265173764598029,False
0.062996,0.1,1.0650225791324688,1.1051709180756477,0.49406125992063493,0.08507295230302377,0.002305381790753168,False
0.062996,0.125992,1.0650225791324688,1.1342730940619756,0.49659102182539683,0.06049429268499767,0.00038234694502851143,False
0.062996,0.15874,1.0650225791324688,1.1720331784361693,0.49443948412698413,0.04568665415985313,7.31439184837969e-05,False
0.062996,0.2,1.0650225791324688,1.2214027581601699,0.49378844246031744,0.027815796941668698,2.6743422181827148e-06,False
0.062996,0.251984,1.0650225791324688,1.2865754519129273,0.49477430555555557,0.02022627360358509,2.464692005764542e-07,False
