method,churn,N_visitor,N_native,W_eff,seed,visit,efficiency,util_v,util_n,collision_rate,tau0_mean
oracle,0.0,10,0,50,42,22,1.0526315789473684,0.508,0.0,0.22222222222222218,nan
oracle,0.0,10,0,50,42,23,0.6666666666666666,0.4,0.0,0.3416666666666667,nan
oracle,0.0,10,0,50,42,24,1.0555555555555556,0.4880000000000001,0.0,0.2968253968253968,nan
oracle,0.0,10,0,50,42,25,0.375,0.184,0.0,0.5476190476190477,nan
oracle,0.0,10,0,50,42,26,1.0666666666666667,0.516,0.0,0.23580086580086582,nan
oracle,0.0,10,0,50,42,27,0.6842105263157895,0.34,0.0,0.34090909090909094,nan
oracle,0.0,10,0,50,42,28,0.8571428571428571,0.548,0.0,0.2833333333333333,nan
oracle,0.0,10,0,50,42,29,0.9047619047619048,0.576,0.0,0.28190476190476194,nan
cold_genie,0.0,10,0,50,42,0,1.0588235294117647,0.44399999999999995,0.0,0.2688383838383838,0.1
cold_genie,0.0,10,0,50,42,1,1.1176470588235294,0.48,0.0,0.18275058275058273,0.1
cold_genie,0.0,10,0,50,42,2,1.4,0.628,0.0,0.19499999999999998,0.1
cold_genie,0.0,10,0,50,42,3,1.1578947368421053,0.628,0.0,0.18666666666666665,0.1
cold_genie,0.0,10,0,50,42,4,1.1428571428571428,0.492,0.0,0.2333333333333333,0.1
cold_genie,0.0,10,0,50,42,5,0.8095238095238095,0.44799999999999995,0.0,0.26606060606060605,0.1
cold_genie,0.0,10,0,50,42,6,0.9047619047619048,0.5640000000000001,0.0,0.14428071928071926,0.1
cold_genie,0.0,10,0,50,42,7,0.7619047619047619,0.496,0.0,0.2504662004662005,0.1
cold_genie,0.0,10,0,50,42,8,1.6,0.5359999999999999,0.0,0.18318181818181817,0.1
cold_genie,0.0,10,0,50,42,9,0.75,0.44800000000000006,0.0,0.27996336996336996,0.1
cold_genie,0.0,10,0,50,42,10,1.6363636363636365,0.5280000000000001,0.0,0.18504273504273505,0.1
cold_genie,0.0,10,0,50,42,11,0.8181818181818182,0.512,0.0,0.24588744588744588,0.1
cold_genie,0.0,10,0,50,42,12,0.7894736842105263,0.40800000000000003,0.0,0.37835497835497833,0.1
cold_genie,0.0,10,0,50,42,13,0.8888888888888888,0.512,0.0,0.17777777777777778,0.1
