access,w_eff,n_vis,coll_cost,succ_oh,eps,T,rho
basic,840,50,-1,-1,0.16975,0.58978,0.46839
basic,840,50,-1,-1,0.21677,0.57418,0.51299
basic,840,50,-1,-1,0.2768,0.55072,0.60186
basic,840,50,-1,-1,0.35345,0.53572,0.6589
basic,840,50,-1,-1,0.45134,0.50231,0.71407
basic,840,50,-1,-1,0.57633,0.47516,0.77096
basic,840,50,-1,-1,0.73594,0.45352,0.79208
basic,840,50,-1,-1,0.93975,0.4221,0.84964
basic,840,50,-1,-1,1.2,0.37082,0.87321
basic,1680,5,-1,-1,0.05,0.67043,0.09346
basic,1680,5,-1,-1,0.06385,0.67285,0.15029
basic,1680,5,-1,-1,0.08153,0.66769,0.22918
basic,1680,5,-1,-1,0.10411,0.65951,0.38287
basic,1680,5,-1,-1,0.13294,0.65057,0.61757
basic,1680,5,-1,-1,0.16975,0.63392,0.91166
basic,1680,5,-1,-1,0.21677,0.60517,1.16171
basic,1680,5,-1,-1,0.2768,0.5633,1.39845
basic,1680,5,-1,-1,0.35345,0.51823,1.56863
basic,1680,5,-1,-1,0.45134,0.47361,1.74268
basic,1680,5,-1,-1,0.57633,0.41712,1.86723
basic,1680,5,-1,-1,0.73594,0.32838,1.88861
basic,1680,5,-1,-1,0.93975,0.23825,1.83339
basic,1680,5,-1,-1,1.2,0.21871,1.98067
basic,1680,10,-1,-1,0.05,0.67263,0.12847
basic,1680,10,-1,-1,0.06385,0.66335,0.17703
basic,1680,10,-1,-1,0.08153,0.66242,0.25731
basic,1680,10,-1,-1,0.10411,0.65789,0.39391
basic,1680,10,-1,-1,0.13294,0.6356,0.54942
basic,1680,10,-1,-1,0.16975,0.61405,0.70145
basic,1680,10,-1,-1,0.21677,0.58318,0.84262
basic,1680,10,-1,-1,0.2768,0.55772,0.99722
basic,1680,10,-1,-1,0.35345,0.52084,1.12649
basic,1680,10,-1,-1,0.45134,0.48633,1.21498
basic,1680,10,-1,-1,0.57633,0.44339,1.3154
basic,1680,10,-1,-1,0.73594,0.37337,1.36683
basic,1680,10,-1,-1,0.93975,0.29589,1.38078
basic,1680,10,-1,-1,1.2,0.22854,1.41306
basic,1680,20,-1,-1,0.05,0.6689,0.16437
basic,1680,20,-1,-1,0.06385,0.66188,0.21766
basic,1680,20,-1,-1,0.08153,0.65248,0.30241
basic,1680,20,-1,-1,0.10411,0.64196,0.39364
basic,1680,20,-1,-1,0.13294,0.62522,0.50474
basic,1680,20,-1,-1,0.16975,0.58814,0.62085
basic,1680,20,-1,-1,0.21677,0.57231,0.72966
basic,1680,20,-1,-1,0.2768,0.54271,0.80797
basic,1680,20,-1,-1,0.35345,0.52102,0.9082
basic,1680,20,-1,-1,0.45134,0.49105,0.96943
basic,1680,20,-1,-1,0.57633,0.45075,1.03169
basic,1680,20,-1,-1,0.73594,0.40997,1.07793
basic,1680,20,-1,-1,0.93975,0.3349,1.10464
basic,1680,20,-1,-1,1.2,0.25937,1.11028
basic,1680,50,-1,-1,0.05,0.65303,0.2505
basic,1680,50,-1,-1,0.06385,0.65168,0.31147
basic,1680,50,-1,-1,0.08153,0.63914,0.38322
basic,1680,50,-1,-1,0.10411,0.62368,0.45
basic,1680,50,-1,-1,0.13294,0.60074,0.52814
basic,1680,50,-1,-1,0.16975,0.57838,0.60561
basic,1680,50,-1,-1,0.21677,0.55222,0.66997
basic,1680,50,-1,-1,0.2768,0.52552,0.72984
basic,1680,50,-1,-1,0.35345,0.49928,0.77747
basic,1680,50,-1,-1,0.45134,0.47769,0.83053
basic,1680,50,-1,-1,0.57633,0.45283,0.86393
basic,1680,50,-1,-1,0.73594,0.42935,0.89354
basic,1680,50,-1,-1,0.93975,0.38551,0.91814
basic,1680,50,-1,-1,1.2,0.31776,0.93398
custom,420,10,1,10,0.05,0.78919,0.15674
custom,420,10,1,10,0.06385,0.78963,0.17481
custom,420,10,1,10,0.08153,0.7904,0.18774
custom,420,10,1,10,0.10411,0.79002,0.20673
custom,420,10,1,10,0.13294,0.78995,0.26855
custom,420,10,1,10,0.16975,0.79117,0.30598
custom,420,10,1,10,0.21677,0.79227,0.40459
custom,420,10,1,10,0.2768,0.79272,0.5294
custom,420,10,1,10,0.35345,0.79487,0.67606
custom,420,10,1,10,0.45134,0.79706,0.85249
custom,420,10,1,10,0.57633,0.79798,1.02737
custom,420,10,1,10,0.73594,0.79479,1.21417
custom,420,10,1,10,0.93975,0.77115,1.3107
custom,420,10,1,10,1.2,0.73035,1.43737
custom,420,10,4,10,0.05,0.76627,0.13712
custom,420,10,4,10,0.06385,0.76661,0.15785
custom,420,10,4,10,0.08153,0.7663,0.17502
custom,420,10,4,10,0.10411,0.76835,0.21553
custom,420,10,4,10,0.13294,0.76898,0.23795
custom,420,10,4,10,0.16975,0.76835,0.29558
custom,420,10,4,10,0.21677,0.76981,0.3864
custom,420,10,4,10,0.2768,0.77066,0.47812
custom,420,10,4,10,0.35345,0.77324,0.59435
custom,420,10,4,10,0.45134,0.77372,0.82011
custom,420,10,4,10,0.57633,0.76969,1.00418
custom,420,10,4,10,0.73594,0.76205,1.15479
custom,420,10,4,10,0.93975,0.73949,1.2964
custom,420,10,4,10,1.2,0.65829,1.38714
custom,420,10,12,10,0.05,0.71841,0.15166
custom,420,10,12,10,0.06385,0.71817,0.15664
custom,420,10,12,10,0.08153,0.71545,0.1646
custom,420,10,12,10,0.10411,0.71728,0.20431
custom,420,10,12,10,0.13294,0.72143,0.2334
custom,420,10,12,10,0.16975,0.72056,0.29766
custom,420,10,12,10,0.21677,0.71938,0.33937
custom,420,10,12,10,0.2768,0.718,0.45435
custom,420,10,12,10,0.35345,0.71744,0.60887
custom,420,10,12,10,0.45134,0.71637,0.77312
custom,420,10,12,10,0.57633,0.71264,0.91655
custom,420,10,12,10,0.73594,0.69969,1.08322
custom,420,10,12,10,0.93975,0.67314,1.24121
custom,420,10,12,10,1.2,0.59655,1.33531
custom,420,10,30,10,0.05,0.63306,0.14649
custom,420,10,30,10,0.06385,0.63358,0.15836
custom,420,10,30,10,0.08153,0.63248,0.18783
custom,420,10,30,10,0.10411,0.6389,0.19151
custom,420,10,30,10,0.13294,0.63849,0.22213
custom,420,10,30,10,0.16975,0.63355,0.24707
custom,420,10,30,10,0.21677,0.62949,0.30781
custom,420,10,30,10,0.2768,0.62158,0.3809
custom,420,10,30,10,0.35345,0.62414,0.48641
custom,420,10,30,10,0.45134,0.62704,0.63745
custom,420,10,30,10,0.57633,0.61344,0.83471
custom,420,10,30,10,0.73594,0.5946,0.97925
custom,420,10,30,10,0.93975,0.5615,1.10326
custom,420,10,30,10,1.2,0.51522,1.20393
custom,420,10,60,10,0.05,0.53611,0.15787
custom,420,10,60,10,0.06385,0.533,0.17818
custom,420,10,60,10,0.08153,0.52981,0.1791
custom,420,10,60,10,0.10411,0.53303,0.20175
custom,420,10,60,10,0.13294,0.52789,0.21937
custom,420,10,60,10,0.16975,0.53279,0.23685
custom,420,10,60,10,0.21677,0.53888,0.25704
custom,420,10,60,10,0.2768,0.53431,0.34669
custom,420,10,60,10,0.35345,0.539,0.43122
custom,420,10,60,10,0.45134,0.53448,0.58056
custom,420,10,60,10,0.57633,0.51685,0.71265
custom,420,10,60,10,0.73594,0.50308,0.8364
custom,420,10,60,10,0.93975,0.46387,0.98886
custom,420,10,60,10,1.2,0.44395,1.09225
custom,420,10,100,10,0.05,0.46117,0.14852
custom,420,10,100,10,0.06385,0.46344,0.15931
custom,420,10,100,10,0.08153,0.46446,0.1488
custom,420,10,100,10,0.10411,0.45708,0.1557
custom,420,10,100,10,0.13294,0.4625,0.18174
custom,420,10,100,10,0.16975,0.45229,0.21073
custom,420,10,100,10,0.21677,0.45987,0.25147
custom,420,10,100,10,0.2768,0.44865,0.30467
custom,420,10,100,10,0.35345,0.4545,0.37275
custom,420,10,100,10,0.45134,0.44985,0.48406
custom,420,10,100,10,0.57633,0.4317,0.58396
custom,420,10,100,10,0.73594,0.42477,0.70285
custom,420,10,100,10,0.93975,0.39332,0.88132
custom,420,10,100,10,1.2,0.36405,0.96391
custom,420,10,150,10,0.05,0.4067,0.16615
custom,420,10,150,10,0.06385,0.40015,0.17354
custom,420,10,150,10,0.08153,0.39602,0.17812
custom,420,10,150,10,0.10411,0.40037,0.18037
custom,420,10,150,10,0.13294,0.3901,0.18846
custom,420,10,150,10,0.16975,0.39515,0.19689
custom,420,10,150,10,0.21677,0.39367,0.23579
custom,420,10,150,10,0.2768,0.39721,0.27947
custom,420,10,150,10,0.35345,0.39301,0.35832
custom,420,10,150,10,0.45134,0.39342,0.42581
custom,420,10,150,10,0.57633,0.3701,0.54312
custom,420,10,150,10,0.73594,0.36152,0.71788
custom,420,10,150,10,0.93975,0.33706,0.7943
custom,420,10,150,10,1.2,0.31289,0.88818
custom,420,50,1,10,0.05,0.79742,0.35812
custom,420,50,1,10,0.06385,0.7976,0.37542
custom,420,50,1,10,0.08153,0.79868,0.41469
custom,420,50,1,10,0.10411,0.79822,0.42677
custom,420,50,1,10,0.13294,0.7981,0.46293
custom,420,50,1,10,0.16975,0.80091,0.52619
custom,420,50,1,10,0.21677,0.80275,0.55811
custom,420,50,1,10,0.2768,0.80373,0.63043
custom,420,50,1,10,0.35345,0.80469,0.68764
custom,420,50,1,10,0.45134,0.80408,0.74921
custom,420,50,1,10,0.57633,0.80559,0.77836
custom,420,50,1,10,0.73594,0.80367,0.84063
custom,420,50,1,10,0.93975,0.79753,0.87198
custom,420,50,1,10,1.2,0.76419,0.93383
custom,420,50,4,10,0.05,0.77523,0.37153
custom,420,50,4,10,0.06385,0.77568,0.38709
custom,420,50,4,10,0.08153,0.77694,0.40234
custom,420,50,4,10,0.10411,0.77635,0.44034
custom,420,50,4,10,0.13294,0.77828,0.44943
custom,420,50,4,10,0.16975,0.77859,0.51709
custom,420,50,4,10,0.21677,0.77975,0.54779
custom,420,50,4,10,0.2768,0.77896,0.60738
custom,420,50,4,10,0.35345,0.77781,0.68024
custom,420,50,4,10,0.45134,0.77738,0.74868
custom,420,50,4,10,0.57633,0.77367,0.78716
custom,420,50,4,10,0.73594,0.76983,0.82448
custom,420,50,4,10,0.93975,0.76271,0.87061
custom,420,50,4,10,1.2,0.71623,0.90948
custom,420,50,12,10,0.05,0.72919,0.37202
custom,420,50,12,10,0.06385,0.72742,0.3769
custom,420,50,12,10,0.08153,0.72563,0.39272
custom,420,50,12,10,0.10411,0.72575,0.4169
custom,420,50,12,10,0.13294,0.72842,0.45125
custom,420,50,12,10,0.16975,0.72447,0.49339
custom,420,50,12,10,0.21677,0.72376,0.56295
custom,420,50,12,10,0.2768,0.7194,0.59007
custom,420,50,12,10,0.35345,0.72221,0.653
custom,420,50,12,10,0.45134,0.71307,0.70411
custom,420,50,12,10,0.57633,0.70619,0.76345
custom,420,50,12,10,0.73594,0.70183,0.79888
custom,420,50,12,10,0.93975,0.67813,0.83447
custom,420,50,12,10,1.2,0.64827,0.88703
custom,420,50,30,10,0.05,0.63868,0.35443
custom,420,50,30,10,0.06385,0.64266,0.37211
custom,420,50,30,10,0.08153,0.63548,0.3764
custom,420,50,30,10,0.10411,0.64045,0.39937
custom,420,50,30,10,0.13294,0.63896,0.42133
custom,420,50,30,10,0.16975,0.637,0.452
custom,420,50,30,10,0.21677,0.63517,0.52332
custom,420,50,30,10,0.2768,0.63385,0.56782
custom,420,50,30,10,0.35345,0.62608,0.60912
custom,420,50,30,10,0.45134,0.60456,0.66698
custom,420,50,30,10,0.57633,0.60472,0.70922
custom,420,50,30,10,0.73594,0.58208,0.76493
custom,420,50,30,10,0.93975,0.55576,0.81081
custom,420,50,30,10,1.2,0.52998,0.85664
custom,420,50,60,10,0.05,0.54572,0.33588
custom,420,50,60,10,0.06385,0.54242,0.34239
custom,420,50,60,10,0.08153,0.54237,0.34672
custom,420,50,60,10,0.10411,0.54825,0.37129
custom,420,50,60,10,0.13294,0.55252,0.40612
custom,420,50,60,10,0.16975,0.546,0.43573
custom,420,50,60,10,0.21677,0.53423,0.49239
custom,420,50,60,10,0.2768,0.53595,0.5146
custom,420,50,60,10,0.35345,0.52625,0.56996
custom,420,50,60,10,0.45134,0.50938,0.6211
custom,420,50,60,10,0.57633,0.49568,0.67148
custom,420,50,60,10,0.73594,0.46977,0.721
custom,420,50,60,10,0.93975,0.43304,0.75016
custom,420,50,60,10,1.2,0.41611,0.79215
custom,420,50,100,10,0.05,0.46189,0.32446
custom,420,50,100,10,0.06385,0.45748,0.34507
custom,420,50,100,10,0.08153,0.46147,0.3514
custom,420,50,100,10,0.10411,0.4688,0.37074
custom,420,50,100,10,0.13294,0.46777,0.38994
custom,420,50,100,10,0.16975,0.46119,0.41472
custom,420,50,100,10,0.21677,0.46326,0.44154
custom,420,50,100,10,0.2768,0.45335,0.4755
custom,420,50,100,10,0.35345,0.4449,0.53496
custom,420,50,100,10,0.45134,0.44244,0.56948
custom,420,50,100,10,0.57633,0.40921,0.61165
custom,420,50,100,10,0.73594,0.37323,0.64166
custom,420,50,100,10,0.93975,0.3584,0.71626
custom,420,50,100,10,1.2,0.32902,0.72498
custom,420,50,150,10,0.05,0.39753,0.32514
custom,420,50,150,10,0.06385,0.39514,0.33319
custom,420,50,150,10,0.08153,0.39876,0.34676
custom,420,50,150,10,0.10411,0.39861,0.35587
custom,420,50,150,10,0.13294,0.38467,0.36706
custom,420,50,150,10,0.16975,0.39779,0.40456
custom,420,50,150,10,0.21677,0.38361,0.43035
custom,420,50,150,10,0.2768,0.38946,0.45389
custom,420,50,150,10,0.35345,0.36744,0.51832
custom,420,50,150,10,0.45134,0.36638,0.54723
custom,420,50,150,10,0.57633,0.34169,0.57517
custom,420,50,150,10,0.73594,0.33633,0.6605
custom,420,50,150,10,0.93975,0.31189,0.66931
custom,420,50,150,10,1.2,0.2816,0.69463
custom,1680,10,1,10,0.05,0.7956,0.17287
custom,1680,10,1,10,0.06385,0.79709,0.25497
custom,1680,10,1,10,0.08153,0.80014,0.39336
custom,1680,10,1,10,0.10411,0.80387,0.58065
custom,1680,10,1,10,0.13294,0.80832,0.77892
custom,1680,10,1,10,0.16975,0.8128,0.96807
custom,1680,10,1,10,0.21677,0.81727,1.16171
custom,1680,10,1,10,0.2768,0.81932,1.28652
custom,1680,10,1,10,0.35345,0.82122,1.3936
custom,1680,10,1,10,0.45134,0.8139,1.5004
custom,1680,10,1,10,0.57633,0.74021,1.56604
custom,1680,10,1,10,0.73594,0.71802,1.66089
custom,1680,10,1,10,0.93975,0.37336,1.51586
custom,1680,10,1,10,1.2,0.45858,1.70073
custom,1680,10,4,10,0.05,0.77976,0.16873
custom,1680,10,4,10,0.06385,0.78067,0.25062
custom,1680,10,4,10,0.08153,0.78288,0.36052
custom,1680,10,4,10,0.10411,0.78664,0.5484
custom,1680,10,4,10,0.13294,0.78823,0.74143
custom,1680,10,4,10,0.16975,0.79163,0.95561
custom,1680,10,4,10,0.21677,0.79196,1.11892
custom,1680,10,4,10,0.2768,0.79255,1.25393
custom,1680,10,4,10,0.35345,0.78973,1.37769
custom,1680,10,4,10,0.45134,0.78106,1.48935
custom,1680,10,4,10,0.57633,0.72126,1.54867
custom,1680,10,4,10,0.73594,0.63304,1.60087
custom,1680,10,4,10,0.93975,0.37009,1.50045
custom,1680,10,4,10,1.2,0.4245,1.67219
custom,1680,10,12,10,0.05,0.73948,0.14888
custom,1680,10,12,10,0.06385,0.74032,0.22162
custom,1680,10,12,10,0.08153,0.74205,0.33642
custom,1680,10,12,10,0.10411,0.74334,0.48764
custom,1680,10,12,10,0.13294,0.74184,0.69339
custom,1680,10,12,10,0.16975,0.73847,0.88274
custom,1680,10,12,10,0.21677,0.73541,1.06342
custom,1680,10,12,10,0.2768,0.73057,1.21592
custom,1680,10,12,10,0.35345,0.71651,1.32979
custom,1680,10,12,10,0.45134,0.70693,1.43089
custom,1680,10,12,10,0.57633,0.6517,1.51132
custom,1680,10,12,10,0.73594,0.52954,1.53238
custom,1680,10,12,10,0.93975,0.34836,1.4732
custom,1680,10,12,10,1.2,0.36129,1.59746
custom,1680,10,30,10,0.05,0.65979,0.12271
custom,1680,10,30,10,0.06385,0.65918,0.16982
custom,1680,10,30,10,0.08153,0.6632,0.26586
custom,1680,10,30,10,0.10411,0.6592,0.39618
custom,1680,10,30,10,0.13294,0.65751,0.56118
custom,1680,10,30,10,0.16975,0.64964,0.77977
custom,1680,10,30,10,0.21677,0.63939,0.94469
custom,1680,10,30,10,0.2768,0.62864,1.10287
custom,1680,10,30,10,0.35345,0.60779,1.23293
custom,1680,10,30,10,0.45134,0.58727,1.34609
custom,1680,10,30,10,0.57633,0.54528,1.42986
custom,1680,10,30,10,0.73594,0.4553,1.46722
custom,1680,10,30,10,0.93975,0.33821,1.45704
custom,1680,10,30,10,1.2,0.29213,1.53156
custom,1680,10,60,10,0.05,0.55802,0.09743
custom,1680,10,60,10,0.06385,0.55818,0.12588
custom,1680,10,60,10,0.08153,0.55549,0.19161
custom,1680,10,60,10,0.10411,0.55578,0.28005
custom,1680,10,60,10,0.13294,0.55333,0.42254
custom,1680,10,60,10,0.16975,0.55087,0.6038
custom,1680,10,60,10,0.21677,0.53129,0.79864
custom,1680,10,60,10,0.2768,0.51494,0.9712
custom,1680,10,60,10,0.35345,0.50035,1.09988
custom,1680,10,60,10,0.45134,0.47453,1.1936
custom,1680,10,60,10,0.57633,0.44099,1.32219
custom,1680,10,60,10,0.73594,0.3839,1.40031
custom,1680,10,60,10,0.93975,0.30847,1.42089
custom,1680,10,60,10,1.2,0.25216,1.44201
custom,1680,10,100,10,0.05,0.46103,0.08171
custom,1680,10,100,10,0.06385,0.45933,0.09846
custom,1680,10,100,10,0.08153,0.45574,0.12558
custom,1680,10,100,10,0.10411,0.46252,0.19323
custom,1680,10,100,10,0.13294,0.44984,0.29584
custom,1680,10,100,10,0.16975,0.44869,0.42725
custom,1680,10,100,10,0.21677,0.44385,0.60308
custom,1680,10,100,10,0.2768,0.42289,0.788
custom,1680,10,100,10,0.35345,0.40597,0.94532
custom,1680,10,100,10,0.45134,0.38111,1.0524
custom,1680,10,100,10,0.57633,0.35041,1.16472
custom,1680,10,100,10,0.73594,0.31372,1.29032
custom,1680,10,100,10,0.93975,0.26852,1.33597
custom,1680,10,100,10,1.2,0.21198,1.36597
custom,1680,10,150,10,0.05,0.37539,0.06182
custom,1680,10,150,10,0.06385,0.37214,0.07561
custom,1680,10,150,10,0.08153,0.37213,0.09013
custom,1680,10,150,10,0.10411,0.3772,0.12254
custom,1680,10,150,10,0.13294,0.36812,0.20579
custom,1680,10,150,10,0.16975,0.37142,0.29792
custom,1680,10,150,10,0.21677,0.36097,0.44009
custom,1680,10,150,10,0.2768,0.3495,0.61503
custom,1680,10,150,10,0.35345,0.32574,0.76512
custom,1680,10,150,10,0.45134,0.30698,0.89881
custom,1680,10,150,10,0.57633,0.28894,1.04778
custom,1680,10,150,10,0.73594,0.26834,1.15825
custom,1680,10,150,10,0.93975,0.22743,1.28848
custom,1680,10,150,10,1.2,0.19022,1.30461
custom,1680,50,1,10,0.05,0.80367,0.31918
custom,1680,50,1,10,0.06385,0.80617,0.40059
custom,1680,50,1,10,0.08153,0.80902,0.48936
custom,1680,50,1,10,0.10411,0.81298,0.57458
custom,1680,50,1,10,0.13294,0.81614,0.6612
custom,1680,50,1,10,0.16975,0.81844,0.7388
custom,1680,50,1,10,0.21677,0.82049,0.80957
custom,1680,50,1,10,0.2768,0.82248,0.86246
custom,1680,50,1,10,0.35345,0.82385,0.91162
custom,1680,50,1,10,0.45134,0.82335,0.94395
custom,1680,50,1,10,0.57633,0.82416,0.96937
custom,1680,50,1,10,0.73594,0.81793,1.00235
custom,1680,50,1,10,0.93975,0.72887,1.01135
custom,1680,50,1,10,1.2,0.62161,1.03735
custom,1680,50,4,10,0.05,0.78612,0.31328
custom,1680,50,4,10,0.06385,0.78882,0.39313
custom,1680,50,4,10,0.08153,0.79087,0.47614
custom,1680,50,4,10,0.10411,0.79229,0.5618
custom,1680,50,4,10,0.13294,0.7936,0.64957
custom,1680,50,4,10,0.16975,0.7947,0.73269
custom,1680,50,4,10,0.21677,0.79392,0.79286
custom,1680,50,4,10,0.2768,0.79486,0.85065
custom,1680,50,4,10,0.35345,0.79244,0.89489
custom,1680,50,4,10,0.45134,0.79189,0.93311
custom,1680,50,4,10,0.57633,0.78994,0.96708
custom,1680,50,4,10,0.73594,0.77802,0.99206
custom,1680,50,4,10,0.93975,0.70328,1.00773
custom,1680,50,4,10,1.2,0.57768,1.02498
custom,1680,50,12,10,0.05,0.74397,0.30318
custom,1680,50,12,10,0.06385,0.74418,0.3599
custom,1680,50,12,10,0.08153,0.74425,0.44963
custom,1680,50,12,10,0.10411,0.74518,0.53542
custom,1680,50,12,10,0.13294,0.73979,0.6306
custom,1680,50,12,10,0.16975,0.738,0.70648
custom,1680,50,12,10,0.21677,0.73235,0.77575
custom,1680,50,12,10,0.2768,0.72749,0.83068
custom,1680,50,12,10,0.35345,0.72399,0.88364
custom,1680,50,12,10,0.45134,0.71788,0.9198
custom,1680,50,12,10,0.57633,0.71216,0.96248
custom,1680,50,12,10,0.73594,0.69492,0.97773
custom,1680,50,12,10,0.93975,0.64419,0.99903
custom,1680,50,12,10,1.2,0.5029,1.00414
custom,1680,50,30,10,0.05,0.66226,0.25965
custom,1680,50,30,10,0.06385,0.66077,0.32101
custom,1680,50,30,10,0.08153,0.65985,0.39694
custom,1680,50,30,10,0.10411,0.65673,0.48029
custom,1680,50,30,10,0.13294,0.64851,0.56366
custom,1680,50,30,10,0.16975,0.63966,0.65193
custom,1680,50,30,10,0.21677,0.63131,0.72015
custom,1680,50,30,10,0.2768,0.61602,0.7878
custom,1680,50,30,10,0.35345,0.60581,0.83967
custom,1680,50,30,10,0.45134,0.59938,0.87733
custom,1680,50,30,10,0.57633,0.57954,0.91637
custom,1680,50,30,10,0.73594,0.56181,0.9467
custom,1680,50,30,10,0.93975,0.51815,0.96284
custom,1680,50,30,10,1.2,0.40742,0.9697
custom,1680,50,60,10,0.05,0.55554,0.2205
custom,1680,50,60,10,0.06385,0.55688,0.26419
custom,1680,50,60,10,0.08153,0.55013,0.33862
custom,1680,50,60,10,0.10411,0.5531,0.41265
custom,1680,50,60,10,0.13294,0.54209,0.49484
custom,1680,50,60,10,0.16975,0.53295,0.56957
custom,1680,50,60,10,0.21677,0.51832,0.64251
custom,1680,50,60,10,0.2768,0.50086,0.71881
custom,1680,50,60,10,0.35345,0.49095,0.77723
custom,1680,50,60,10,0.45134,0.46694,0.83054
custom,1680,50,60,10,0.57633,0.45493,0.86064
custom,1680,50,60,10,0.73594,0.43111,0.89534
custom,1680,50,60,10,0.93975,0.39733,0.93092
custom,1680,50,60,10,1.2,0.33486,0.94704
custom,1680,50,100,10,0.05,0.46169,0.19473
custom,1680,50,100,10,0.06385,0.45607,0.21928
custom,1680,50,100,10,0.08153,0.45193,0.26639
custom,1680,50,100,10,0.10411,0.45336,0.32773
custom,1680,50,100,10,0.13294,0.44004,0.41604
custom,1680,50,100,10,0.16975,0.43425,0.49148
custom,1680,50,100,10,0.21677,0.42266,0.5737
custom,1680,50,100,10,0.2768,0.40894,0.64246
custom,1680,50,100,10,0.35345,0.38975,0.70764
custom,1680,50,100,10,0.45134,0.37341,0.77256
custom,1680,50,100,10,0.57633,0.34832,0.80845
custom,1680,50,100,10,0.73594,0.3389,0.85958
custom,1680,50,100,10,0.93975,0.31052,0.89232
custom,1680,50,100,10,1.2,0.27239,0.92441
custom,1680,50,150,10,0.05,0.3669,0.16749
custom,1680,50,150,10,0.06385,0.37225,0.18818
custom,1680,50,150,10,0.08153,0.37598,0.22711
custom,1680,50,150,10,0.10411,0.36066,0.26713
custom,1680,50,150,10,0.13294,0.36023,0.33758
custom,1680,50,150,10,0.16975,0.35187,0.40724
custom,1680,50,150,10,0.21677,0.34616,0.49191
custom,1680,50,150,10,0.2768,0.33305,0.56039
custom,1680,50,150,10,0.35345,0.31828,0.63176
custom,1680,50,150,10,0.45134,0.30101,0.69201
custom,1680,50,150,10,0.57633,0.28406,0.75734
custom,1680,50,150,10,0.73594,0.27472,0.82213
custom,1680,50,150,10,0.93975,0.24634,0.84738
custom,1680,50,150,10,1.2,0.22063,0.87527
custom,420,10,12,0,0.05,0.84922,0.16029
custom,420,10,12,0,0.06385,0.84838,0.18187
custom,420,10,12,0,0.08153,0.8539,0.19641
custom,420,10,12,0,0.10411,0.85125,0.22504
custom,420,10,12,0,0.13294,0.85248,0.27933
custom,420,10,12,0,0.16975,0.84797,0.33211
custom,420,10,12,0,0.21677,0.84611,0.40433
custom,420,10,12,0,0.2768,0.84547,0.52389
custom,420,10,12,0,0.35345,0.84459,0.70184
custom,420,10,12,0,0.45134,0.83534,0.84266
custom,420,10,12,0,0.57633,0.82469,1.04189
custom,420,10,12,0,0.73594,0.79877,1.17666
custom,420,10,12,0,0.93975,0.75908,1.30975
custom,420,10,12,0,1.2,0.65289,1.32998
custom,420,10,12,5,0.05,0.77852,0.14594
custom,420,10,12,5,0.06385,0.78032,0.16217
custom,420,10,12,5,0.08153,0.78144,0.18626
custom,420,10,12,5,0.10411,0.78292,0.21588
custom,420,10,12,5,0.13294,0.77827,0.249
custom,420,10,12,5,0.16975,0.77614,0.30835
custom,420,10,12,5,0.21677,0.7811,0.39062
custom,420,10,12,5,0.2768,0.77612,0.49579
custom,420,10,12,5,0.35345,0.77705,0.64454
custom,420,10,12,5,0.45134,0.76731,0.81163
custom,420,10,12,5,0.57633,0.75989,0.97222
custom,420,10,12,5,0.73594,0.74075,1.14811
custom,420,10,12,5,0.93975,0.70883,1.28185
custom,420,10,12,5,1.2,0.61847,1.3371
custom,420,10,12,20,0.05,0.62192,0.14937
custom,420,10,12,20,0.06385,0.62005,0.16934
custom,420,10,12,20,0.08153,0.62021,0.16757
custom,420,10,12,20,0.10411,0.61826,0.19418
custom,420,10,12,20,0.13294,0.62191,0.21968
custom,420,10,12,20,0.16975,0.62386,0.26056
custom,420,10,12,20,0.21677,0.62437,0.29804
custom,420,10,12,20,0.2768,0.62365,0.39876
custom,420,10,12,20,0.35345,0.62423,0.5535
custom,420,10,12,20,0.45134,0.62802,0.65032
custom,420,10,12,20,0.57633,0.61811,0.84439
custom,420,10,12,20,0.73594,0.61071,1.01166
custom,420,10,12,20,0.93975,0.58872,1.16164
custom,420,10,12,20,1.2,0.55052,1.22998
custom,420,50,12,0,0.05,0.85431,0.36241
custom,420,50,12,0,0.06385,0.85331,0.37608
custom,420,50,12,0,0.08153,0.85631,0.41989
custom,420,50,12,0,0.10411,0.85011,0.44535
custom,420,50,12,0,0.13294,0.84811,0.48609
custom,420,50,12,0,0.16975,0.84979,0.54132
custom,420,50,12,0,0.21677,0.85018,0.56993
custom,420,50,12,0,0.2768,0.84294,0.62076
custom,420,50,12,0,0.35345,0.8387,0.6986
custom,420,50,12,0,0.45134,0.83053,0.73636
custom,420,50,12,0,0.57633,0.81839,0.79873
custom,420,50,12,0,0.73594,0.805,0.83052
custom,420,50,12,0,0.93975,0.78002,0.87868
custom,420,50,12,0,1.2,0.72821,0.89981
custom,420,50,12,5,0.05,0.78688,0.36461
custom,420,50,12,5,0.06385,0.78816,0.37839
custom,420,50,12,5,0.08153,0.7886,0.39389
custom,420,50,12,5,0.10411,0.78537,0.42294
custom,420,50,12,5,0.13294,0.78487,0.46603
custom,420,50,12,5,0.16975,0.78104,0.50683
custom,420,50,12,5,0.21677,0.78559,0.5566
custom,420,50,12,5,0.2768,0.7817,0.61984
custom,420,50,12,5,0.35345,0.77941,0.68298
custom,420,50,12,5,0.45134,0.76965,0.70748
custom,420,50,12,5,0.57633,0.76002,0.78586
custom,420,50,12,5,0.73594,0.74821,0.82104
