access,w_eff,n_vis,coll_cost,succ_oh,eps,T,rho
custom,420,50,12,5,0.93975,0.72855,0.84452
custom,420,50,12,5,1.2,0.6939,0.89403
custom,420,50,12,20,0.05,0.62983,0.34215
custom,420,50,12,20,0.06385,0.63332,0.35237
custom,420,50,12,20,0.08153,0.62747,0.36431
custom,420,50,12,20,0.10411,0.62996,0.38512
custom,420,50,12,20,0.13294,0.63307,0.42076
custom,420,50,12,20,0.16975,0.62971,0.45891
custom,420,50,12,20,0.21677,0.62988,0.52489
custom,420,50,12,20,0.2768,0.63248,0.55154
custom,420,50,12,20,0.35345,0.62773,0.62488
custom,420,50,12,20,0.45134,0.6255,0.68756
custom,420,50,12,20,0.57633,0.61878,0.71223
custom,420,50,12,20,0.73594,0.61267,0.78813
custom,420,50,12,20,0.93975,0.59392,0.81003
custom,420,50,12,20,1.2,0.57167,0.85388
custom,1680,10,12,0,0.05,0.86992,0.20173
custom,1680,10,12,0,0.06385,0.8716,0.30913
custom,1680,10,12,0,0.08153,0.87204,0.44058
custom,1680,10,12,0,0.10411,0.87019,0.64488
custom,1680,10,12,0,0.13294,0.86579,0.8212
custom,1680,10,12,0,0.16975,0.85894,1.00275
custom,1680,10,12,0,0.21677,0.84692,1.16161
custom,1680,10,12,0,0.2768,0.8354,1.29023
custom,1680,10,12,0,0.35345,0.82061,1.40697
custom,1680,10,12,0,0.45134,0.80332,1.47229
custom,1680,10,12,0,0.57633,0.72261,1.54547
custom,1680,10,12,0,0.73594,0.5833,1.56472
custom,1680,10,12,0,0.93975,0.37164,1.50864
custom,1680,10,12,0,1.2,0.39011,1.63291
custom,1680,10,12,5,0.05,0.8007,0.16995
custom,1680,10,12,5,0.06385,0.8017,0.24477
custom,1680,10,12,5,0.08153,0.80083,0.38872
custom,1680,10,12,5,0.10411,0.80195,0.54481
custom,1680,10,12,5,0.13294,0.79893,0.75399
custom,1680,10,12,5,0.16975,0.79497,0.94423
custom,1680,10,12,5,0.21677,0.78766,1.11245
custom,1680,10,12,5,0.2768,0.78091,1.25502
custom,1680,10,12,5,0.35345,0.76655,1.37403
custom,1680,10,12,5,0.45134,0.74423,1.46627
custom,1680,10,12,5,0.57633,0.67827,1.52742
custom,1680,10,12,5,0.73594,0.56133,1.55625
custom,1680,10,12,5,0.93975,0.35864,1.48004
custom,1680,10,12,5,1.2,0.37342,1.60689
custom,1680,10,12,20,0.05,0.64115,0.12017
custom,1680,10,12,20,0.06385,0.64281,0.1687
custom,1680,10,12,20,0.08153,0.64351,0.25328
custom,1680,10,12,20,0.10411,0.64582,0.36756
custom,1680,10,12,20,0.13294,0.64686,0.57653
custom,1680,10,12,20,0.16975,0.64894,0.75938
custom,1680,10,12,20,0.21677,0.6473,0.96428
custom,1680,10,12,20,0.2768,0.64292,1.11843
custom,1680,10,12,20,0.35345,0.63868,1.26201
custom,1680,10,12,20,0.45134,0.62937,1.38078
custom,1680,10,12,20,0.57633,0.5932,1.47653
custom,1680,10,12,20,0.73594,0.50238,1.51447
custom,1680,10,12,20,0.93975,0.34088,1.4522
custom,1680,10,12,20,1.2,0.34749,1.60104
custom,1680,50,12,0,0.05,0.87414,0.34303
custom,1680,50,12,0,0.06385,0.87151,0.42623
custom,1680,50,12,0,0.08153,0.86782,0.51465
custom,1680,50,12,0,0.10411,0.86457,0.5975
custom,1680,50,12,0,0.13294,0.85869,0.67894
custom,1680,50,12,0,0.16975,0.84964,0.74718
custom,1680,50,12,0,0.21677,0.84551,0.8017
custom,1680,50,12,0,0.2768,0.83538,0.86465
custom,1680,50,12,0,0.35345,0.82578,0.90629
custom,1680,50,12,0,0.45134,0.8195,0.93661
custom,1680,50,12,0,0.57633,0.81199,0.96561
custom,1680,50,12,0,0.73594,0.7876,0.98979
custom,1680,50,12,0,0.93975,0.71598,1.00588
custom,1680,50,12,0,1.2,0.56331,1.01833
custom,1680,50,12,5,0.05,0.80419,0.3237
custom,1680,50,12,5,0.06385,0.80255,0.39297
custom,1680,50,12,5,0.08153,0.80206,0.49185
custom,1680,50,12,5,0.10411,0.80012,0.56085
custom,1680,50,12,5,0.13294,0.79508,0.65502
custom,1680,50,12,5,0.16975,0.78983,0.72775
custom,1680,50,12,5,0.21677,0.78451,0.7912
custom,1680,50,12,5,0.2768,0.77872,0.84362
custom,1680,50,12,5,0.35345,0.77432,0.88526
custom,1680,50,12,5,0.45134,0.76447,0.92444
custom,1680,50,12,5,0.57633,0.75748,0.95699
custom,1680,50,12,5,0.73594,0.73787,0.98352
custom,1680,50,12,5,0.93975,0.66845,0.99979
custom,1680,50,12,5,1.2,0.534,1.00975
custom,1680,50,12,20,0.05,0.64685,0.26443
custom,1680,50,12,20,0.06385,0.64907,0.32116
custom,1680,50,12,20,0.08153,0.65117,0.39848
custom,1680,50,12,20,0.10411,0.6519,0.48644
custom,1680,50,12,20,0.13294,0.65172,0.56963
custom,1680,50,12,20,0.16975,0.65011,0.66064
custom,1680,50,12,20,0.21677,0.64909,0.73994
custom,1680,50,12,20,0.2768,0.64483,0.79772
custom,1680,50,12,20,0.35345,0.64285,0.84174
custom,1680,50,12,20,0.45134,0.63586,0.89614
custom,1680,50,12,20,0.57633,0.63083,0.93459
custom,1680,50,12,20,0.73594,0.62017,0.95783
custom,1680,50,12,20,0.93975,0.57677,0.98147
custom,1680,50,12,20,1.2,0.4654,1.00013
