method,ppdu_dist,N,W_eff,seed,visit,successes,oracle_successes,efficiency,viable_slots_wasted,collision_rate,tau_rmse,false_trigger_rate
ema_fixed_low,bimodal,10,50,42,1000,2.422,2.661,1.066333333333332,5.997,0.0952944483365695,0.11782297203786402,1.8240613532964796
ema_fixed_high,bimodal,10,50,42,1000,2.447,2.661,1.0629999999999982,4.738,0.10763957715633768,0.10175442246018161,3.221745995015118
ema_adaptive,bimodal,10,50,42,1000,2.416,2.661,1.0638166666666655,5.851,0.08978563675873338,0.11556695822781218,1.8005933232826214
consec_L2,bimodal,10,50,42,1000,2.52,2.661,1.0966166666666657,4.759,0.1074238785438373,0.10421871167432586,1.3981148491877273
consec_L4,bimodal,10,50,42,1000,2.453,2.661,1.0591333333333326,5.666,0.09065431865051815,0.11861343646956675,0.48659434804536195
oracle,bimodal,10,50,123,1000,2.67,2.677,1.1701833333333331,2.046,0.22716229912588304,0.0,0.0
mfg_no_excl,bimodal,10,50,123,1000,2.38,2.677,1.0480166666666657,2.125,0.21843365028074813,0.0,0.0
self_excl_only,bimodal,10,50,123,1000,2.547,2.677,1.1092999999999986,3.758,0.1589141231714039,0.0,0.0
ema_fixed_low,bimodal,10,50,123,1000,2.434,2.677,1.0683499999999988,5.949,0.08675763901458104,0.11801194920568474,1.8811944269809426
ema_fixed_high,bimodal,10,50,123,1000,2.492,2.677,1.0906166666666655,4.717,0.11229606450976853,0.1069186375606833,3.0649419179766673
ema_adaptive,bimodal,10,50,123,1000,2.434,2.677,1.0602499999999997,5.771,0.08932957463104779,0.11825463965898433,1.7580952223827047
consec_L2,bimodal,10,50,123,1000,2.527,2.677,1.1023499999999984,4.896,0.10533327255944977,0.10598876640453163,1.395755631959921
consec_L4,bimodal,10,50,123,1000,2.453,2.677,1.066899999999999,5.647,0.09340325155913853,0.11571848624633847,0.5031235903428802
oracle,bimodal,10,50,456,1000,2.742,2.748,1.1571666666666667,2.073,0.2211539357314517,0.0,0.0
mfg_no_excl,bimodal,10,50,456,1000,2.388,2.748,1.006016666666665,2.077,0.22526063161355458,0.0,0.0
self_excl_only,bimodal,10,50,456,1000,2.624,2.748,1.1047833333333323,3.642,0.15610881424202552,0.0,0.0
ema_fixed_low,bimodal,10,50,456,1000,2.422,2.748,1.0150999999999981,5.908,0.08983901308572531,0.11373625631935627,1.8800559618419788
ema_fixed_high,bimodal,10,50,456,1000,2.545,2.748,1.0721999999999987,5.067,0.10936881308606809,0.10703094272830356,3.104792667176154
ema_adaptive,bimodal,10,50,456,1000,2.483,2.748,1.0441833333333315,6.05,0.08724627000336961,0.12058899078838654,1.8169604280880474
consec_L2,bimodal,10,50,456,1000,2.573,2.748,1.0915666666666652,4.871,0.10380869331766084,0.10751924840437875,1.389110349434228
consec_L4,bimodal,10,50,456,1000,2.473,2.748,1.0462833333333317,5.575,0.0844619057749602,0.11657225840705493,0.4941690764744138
oracle,bimodal,10,50,789,1000,2.724,2.707,1.1735333333333333,2.1,0.21303339068418092,0.0,0.0
mfg_no_excl,bimodal,10,50,789,1000,2.414,2.707,1.0496999999999983,2.117,0.2163731475997346,0.0,0.0
self_excl_only,bimodal,10,50,789,1000,2.62,2.707,1.1142833333333324,3.538,0.1524226052367737,0.0,0.0
ema_fixed_low,bimodal,10,50,789,1000,2.481,2.707,1.0623333333333318,5.92,0.09054314055785745,0.11583583576173251,1.8909485608356842
ema_fixed_high,bimodal,10,50,789,1000,2.541,2.707,1.0897999999999979,4.962,0.10380342114268101,0.10699464565944579,3.0394990642306916
ema_adaptive,bimodal,10,50,789,1000,2.484,2.707,1.0684666666666653,5.87,0.0900365940477077,0.11611214425543433,1.7859288073413455
consec_L2,bimodal,10,50,789,1000,2.51,2.707,1.0788999999999984,4.689,0.10478037655143281,0.09958598027663593,1.3927323557849194
consec_L4,bimodal,10,50,789,1000,2.517,2.707,1.0841166666666653,5.653,0.08571573059530561,0.11592462245848878,0.5021770348641296
oracle,bimodal,10,50,1234,1000,2.667,2.72,1.1456333333333326,2.12,0.20978004688122345,0.0,0.0
mfg_no_excl,bimodal,10,50,1234,1000,2.409,2.72,1.033683333333332,2.19,0.21685717196252863,0.0,0.0
self_excl_only,bimodal,10,50,1234,1000,2.597,2.72,1.0989333333333324,3.756,0.15150184050728813,0.0,0.0
ema_fixed_low,bimodal,10,50,1234,1000,2.454,2.72,1.0596166666666649,5.671,0.08474304950809636,0.11696987870203689,1.7162453856483715
ema_fixed_high,bimodal,10,50,1234,1000,2.515,2.72,1.0816833333333322,4.863,0.1068448886035823,0.1096941953036645,3.031309402356231
ema_adaptive,bimodal,10,50,1234,1000,2.467,2.72,1.0629833333333318,5.916,0.0894639664981238,0.11814529312399848,1.7940639018301279
consec_L2,bimodal,10,50,1234,1000,2.585,2.72,1.1232166666666654,4.891,0.10254034927702747,0.11056719198509267,1.3416340599287944
consec_L4,bimodal,10,50,1234,1000,2.459,2.72,1.0489666666666648,5.703,0.08966090016850353,0.11387005423720567,0.517695673156435
oracle,bimodal,10,100,42,1000,5.095,5.06,1.042104761904759,4.063,0.2266804921550243,0.0,0.0
mfg_no_excl,bimodal,10,100,42,1000,4.668,5.06,0.9523900793650769,3.965,0.2409602517457859,0.0,0.0
self_excl_only,bimodal,10,100,42,1000,4.899,5.06,1.0016369047619011,6.313,0.1804779069348188,0.0,0.0
ema_fixed_low,bimodal,10,100,42,1000,4.585,5.06,0.9376182539682515,11.917,0.0809575055061289,0.14290476296028062,2.716564511483469
ema_fixed_high,bimodal,10,100,42,1000,4.629,5.06,0.9468499999999966,9.372,0.10307138103376749,0.12510976225983886,3.3486605924252495
ema_adaptive,bimodal,10,100,42,1000,4.579,5.06,0.9382238095238078,11.436,0.07533471646414641,0.14165613272990243,2.5468327910537676
consec_L2,bimodal,10,100,42,1000,4.702,5.06,0.9600996031746003,9.416,0.10099609489515633,0.12650530121176065,1.7593943967431054
consec_L4,bimodal,10,100,42,1000,4.571,5.06,0.9347666666666644,11.476,0.07957311063432505,0.14102001229331776,0.7877755216310144
oracle,bimodal,10,100,123,1000,5.103,5.108,1.0325968253968218,3.993,0.24211239822896582,0.0,0.0
mfg_no_excl,bimodal,10,100,123,1000,4.622,5.108,0.933545634920632,4.074,0.24305843194732968,0.0,0.0
self_excl_only,bimodal,10,100,123,1000,4.91,5.108,0.9905615079365048,5.985,0.19189117119438362,0.0,0.0
ema_fixed_low,bimodal,10,100,123,1000,4.582,5.108,0.926238095238093,11.422,0.07951912561560084,0.13591169652936538,2.666493568519335
ema_fixed_high,bimodal,10,100,123,1000,4.705,5.108,0.9534174603174577,9.683,0.10578631032108107,0.1292794220060758,3.3272777552824304
ema_adaptive,bimodal,10,100,123,1000,4.606,5.108,0.9310797619047606,11.554,0.07831572180640503,0.14121652319402708,2.609570231618263
consec_L2,bimodal,10,100,123,1000,4.742,5.108,0.9603710317460289,9.591,0.10008842648426833,0.12853578162916882,1.7782911964870651
consec_L4,bimodal,10,100,123,1000,4.604,5.108,0.9326817460317445,11.614,0.07956501670923687,0.13959593088727962,0.8038070548873562
oracle,bimodal,10,100,456,1000,5.154,5.098,1.0412337301587278,3.945,0.24227872247317947,0.0,0.0
mfg_no_excl,bimodal,10,100,456,1000,4.683,5.098,0.9462559523809502,4.061,0.24505532402203148,0.0,0.0
self_excl_only,bimodal,10,100,456,1000,4.982,5.098,1.0057912698412657,6.077,0.185397372489495,0.0,0.0
ema_fixed_low,bimodal,10,100,456,1000,4.601,5.098,0.9290722222222204,11.853,0.07953638357228104,0.14000860314922156,2.6976812626092594
ema_fixed_high,bimodal,10,100,456,1000,4.762,5.098,0.9629178571428546,9.66,0.10308881315459448,0.1293124820762866,3.3091302555335003
ema_adaptive,bimodal,10,100,456,1000,4.594,5.098,0.9299634920634899,11.643,0.07963766407415562,0.13825057569832128,2.5741423696739445
consec_L2,bimodal,10,100,456,1000,4.77,5.098,0.9647115079365045,9.744,0.10087764693950348,0.12831913321273594,1.794139202284347
consec_L4,bimodal,10,100,456,1000,4.634,5.098,0.9384432539682522,11.432,0.07468529493611845,0.14254907422116922,0.8054662078235905
oracle,bimodal,10,100,789,1000,5.208,5.135,1.0494757936507901,3.935,0.23640646270710866,0.0,0.0
mfg_no_excl,bimodal,10,100,789,1000,4.734,5.135,0.9535773809523783,4.173,0.24299243597755796,0.0,0.0
self_excl_only,bimodal,10,100,789,1000,5.049,5.135,1.0152765873015834,5.987,0.18444972845321736,0.0,0.0
ema_fixed_low,bimodal,10,100,789,1000,4.647,5.135,0.9357511904761883,11.803,0.07929362545204752,0.1428585357602019,2.6191565417324782
ema_fixed_high,bimodal,10,100,789,1000,4.827,5.135,0.9723436507936483,9.731,0.09784318865113388,0.13169864247849025,3.2556391985395647
ema_adaptive,bimodal,10,100,789,1000,4.683,5.135,0.944086111111109,11.767,0.07704054312914095,0.14293841844229024,2.5407892732614528
consec_L2,bimodal,10,100,789,1000,4.792,5.135,0.9670031746031714,9.602,0.10042076476578225,0.12430589984850549,1.7556125118586672
consec_L4,bimodal,10,100,789,1000,4.629,5.135,0.9349063492063462,11.485,0.07775760390660161,0.1391505570012413,0.8007132401781784
oracle,bimodal,10,100,1234,1000,5.094,5.103,1.0291658730158695,3.919,0.23746772828198368,0.0,0.0
mfg_no_excl,bimodal,10,100,1234,1000,4.642,5.103,0.9366603174603145,4.001,0.23767306617896444,0.0,0.0
self_excl_only,bimodal,10,100,1234,1000,4.909,5.103,0.9863158730158692,6.069,0.1821039461309546,0.0,0.0
ema_fixed_low,bimodal,10,100,1234,1000,4.595,5.103,0.9276365079365058,11.519,0.0756447337439178,0.14518329789926987,2.531505369874521
ema_fixed_high,bimodal,10,100,1234,1000,4.708,5.103,0.9518710317460284,9.434,0.10084681120585036,0.1287530528030623,3.275474130159637
ema_adaptive,bimodal,10,100,1234,1000,4.547,5.103,0.917928571428569,11.412,0.0785587615667004,0.1425569853114408,2.5826298990611423
consec_L2,bimodal,10,100,1234,1000,4.73,5.103,0.9572146825396797,9.498,0.09914914769573926,0.1305462011469805,1.7533221319298287
consec_L4,bimodal,10,100,1234,1000,4.579,5.103,0.9252734126984102,11.724,0.07781968797408202,0.14111832561241244,0.8118366750788139
oracle,bimodal,10,200,42,1000,8.581,8.574,1.0046095238095223,6.596,0.23372522721028918,0.0,0.0
mfg_no_excl,bimodal,10,200,42,1000,8.5,8.574,0.9942845238095234,6.533,0.2432773115958106,0.0,0.0
self_excl_only,bimodal,10,200,42,1000,8.557,8.574,1.0017575396825389,7.199,0.22709817168550236,0.0,0.0
ema_fixed_low,bimodal,10,200,42,1000,8.211,8.574,0.9619250000000013,19.765,0.07039105296198468,0.15855647053337732,2.9145338030828793
ema_fixed_high,bimodal,10,200,42,1000,8.329,8.574,0.9760313492063492,16.43,0.09258554881947402,0.14654468299773496,3.0879826794495546
ema_adaptive,bimodal,10,200,42,1000,8.221,8.574,0.96294761904762,19.688,0.06867553152561784,0.1599127958979975,2.814628042584982
consec_L2,bimodal,10,200,42,1000,8.299,8.574,0.9719587301587308,16.703,0.09151267835993256,0.146460972503907,1.7632471251355237
consec_L4,bimodal,10,200,42,1000,8.142,8.574,0.9534146825396841,21.839,0.0628390225021053,0.16693080493371862,0.9405397608319909
oracle,bimodal,10,200,123,1000,8.597,8.577,1.0072912698412686,6.304,0.2429492320260074,0.0,0.0
mfg_no_excl,bimodal,10,200,123,1000,8.498,8.577,0.9943753968253956,6.665,0.24529510866328666,0.0,0.0
self_excl_only,bimodal,10,200,123,1000,8.568,8.577,1.003196825396824,7.073,0.23842857261451925,0.0,0.0
ema_fixed_low,bimodal,10,200,123,1000,8.213,8.577,0.9628007936507943,20.072,0.07226955003647559,0.1584842810534707,2.9022999686492077
ema_fixed_high,bimodal,10,200,123,1000,8.335,8.577,0.9765833333333339,16.584,0.09402963092896398,0.14597735816562457,3.108972210504172
ema_adaptive,bimodal,10,200,123,1000,8.195,8.577,0.9602253968253981,19.953,0.07268416324136923,0.15730049357563436,2.8767817051573386
consec_L2,bimodal,10,200,123,1000,8.303,8.577,0.9731607142857144,16.66,0.09271286393638567,0.14339920894698074,1.786283700338612
consec_L4,bimodal,10,200,123,1000,8.111,8.577,0.9501472222222233,21.973,0.06392119687786021,0.16384949128840548,0.9563037174027559
oracle,bimodal,10,200,456,1000,8.606,8.631,1.0011476190476174,6.491,0.24863744151293882,0.0,0.0
mfg_no_excl,bimodal,10,200,456,1000,8.547,8.631,0.9939448412698401,6.613,0.24476076711472108,0.0,0.0
self_excl_only,bimodal,10,200,456,1000,8.623,8.631,1.0023424603174587,7.361,0.2357359047672687,0.0,0.0
ema_fixed_low,bimodal,10,200,456,1000,8.237,8.631,0.9584944444444459,19.973,0.07120389459148388,0.15790426302559007,2.898275940218319
ema_fixed_high,bimodal,10,200,456,1000,8.342,8.631,0.9710503968253976,16.723,0.09593052449774615,0.14898616610383453,3.111352850792948
ema_adaptive,bimodal,10,200,456,1000,8.225,8.631,0.9570011904761917,19.747,0.07151408992619375,0.15805002343373775,2.856230241381352
consec_L2,bimodal,10,200,456,1000,8.331,8.631,0.969793650793651,17.013,0.0939081802385526,0.14386615596469754,1.8130005411473473
consec_L4,bimodal,10,200,456,1000,8.199,8.631,0.9548547619047634,21.636,0.06029258568086891,0.16779199855509383,0.9250920541177617
oracle,bimodal,10,200,789,1000,8.626,8.609,1.0060543650793639,6.331,0.2384371040620663,0.0,0.0
mfg_no_excl,bimodal,10,200,789,1000,8.547,8.609,0.996288095238094,6.773,0.24762097395575133,0.0,0.0
self_excl_only,bimodal,10,200,789,1000,8.612,8.609,1.0041753968253955,7.134,0.23266917394985195,0.0,0.0
ema_fixed_low,bimodal,10,200,789,1000,8.255,8.609,0.9629519841269852,19.894,0.07179316696239765,0.16095001273414963,2.8513242573584003
ema_fixed_high,bimodal,10,200,789,1000,8.386,8.609,0.9790920634920642,16.59,0.09427663424300212,0.1487545828376456,3.0665196096551046
ema_adaptive,bimodal,10,200,789,1000,8.269,8.609,0.9647500000000011,19.968,0.06931656859052218,0.1617746640076267,2.8281483273985475
consec_L2,bimodal,10,200,789,1000,8.353,8.609,0.9746464285714294,16.654,0.09177769017858704,0.14798204382436644,1.7622969144084824
consec_L4,bimodal,10,200,789,1000,8.187,8.609,0.9555007936507943,21.66,0.0635196548109429,0.16604095844329061,0.9383740982292754
oracle,bimodal,10,200,1234,1000,8.527,8.517,1.0055480158730143,6.448,0.24189556274435386,0.0,0.0
mfg_no_excl,bimodal,10,200,1234,1000,8.444,8.517,0.9950698412698404,6.503,0.24529108509028383,0.0,0.0
self_excl_only,bimodal,10,200,1234,1000,8.524,8.517,1.0048317460317444,7.182,0.22502038218338208,0.0,0.0
ema_fixed_low,bimodal,10,200,1234,1000,8.202,8.517,0.9675757936507943,19.515,0.06848945608997344,0.1618556019223333,2.7903805988490653
ema_fixed_high,bimodal,10,200,1234,1000,8.283,8.517,0.9769468253968255,16.215,0.0926352026137625,0.14825580338222197,3.0637470207742097
ema_adaptive,bimodal,10,200,1234,1000,8.164,8.517,0.9630484126984138,19.679,0.07107865387938413,0.1606818079276193,2.8255914788377208
consec_L2,bimodal,10,200,1234,1000,8.254,8.517,0.9737376984126987,16.413,0.09206356119573077,0.1429335703059934,1.7735704731682191
consec_L4,bimodal,10,200,1234,1000,8.12,8.517,0.9580964285714297,22.008,0.06280787241790207,0.16398063971927587,0.9400714412397511
oracle,bimodal,20,20,42,1000,1.744,1.752,1.0885,1.595,0.21655980130980124,0.0,0.0
mfg_no_excl,bimodal,20,20,42,1000,1.375,1.752,0.86,1.248,0.20092032412032432,0.0,0.0
self_excl_only,bimodal,20,20,42,1000,1.597,1.752,0.9925,3.142,0.0708010739260739,0.0,0.0
ema_fixed_low,bimodal,20,20,42,1000,1.508,1.752,0.9365,3.443,0.056564047064046996,0.06779179129023757,3.298073709623712
ema_fixed_high,bimodal,20,20,42,1000,1.582,1.752,0.987,3.125,0.07452059884559886,0.06416076346983,3.961529453879456
ema_adaptive,bimodal,20,20,42,1000,1.543,1.752,0.9525,3.302,0.06571759629259623,0.06556334820053247,3.424552228327226
consec_L2,bimodal,20,20,42,1000,1.561,1.752,0.9755,3.17,0.07474435009435011,0.06368813893342672,2.5112373459873463
consec_L4,bimodal,20,20,42,1000,1.502,1.752,0.939,3.559,0.060149991674991646,0.06810222234254752,0.7463698745698749
oracle,bimodal,20,20,123,1000,1.751,1.755,1.0855,1.55,0.22978771783771798,0.0,0.0
mfg_no_excl,bimodal,20,20,123,1000,1.351,1.755,0.842,1.235,0.19700489787989797,0.0,0.0
self_excl_only,bimodal,20,20,123,1000,1.584,1.755,0.9895,3.229,0.07587575202575211,0.0,0.0
ema_fixed_low,bimodal,20,20,123,1000,1.516,1.755,0.946,3.545,0.05623218170718165,0.06905538504772087,3.3014710261960247
ema_fixed_high,bimodal,20,20,123,1000,1.554,1.755,0.966,3.187,0.07512841880341883,0.0646878720446722,4.112978094128099
ema_adaptive,bimodal,20,20,123,1000,1.539,1.755,0.9575,3.399,0.06575912975912979,0.06674733270930909,3.4106788017537975
consec_L2,bimodal,20,20,123,1000,1.567,1.755,0.9745,3.246,0.0738540681540682,0.06389336927443649,2.491952539127538
consec_L4,bimodal,20,20,123,1000,1.485,1.755,0.923,3.656,0.06378157675657672,0.06901035699594303,0.8096412393162394
oracle,bimodal,20,20,456,1000,1.765,1.739,1.117,1.522,0.22134727772227794,0.0,0.0
mfg_no_excl,bimodal,20,20,456,1000,1.353,1.739,0.8485,1.328,0.19633765123765157,0.0,0.0
self_excl_only,bimodal,20,20,456,1000,1.561,1.739,0.978,3.209,0.07782990065490078,0.0,0.0
ema_fixed_low,bimodal,20,20,456,1000,1.517,1.739,0.9545,3.471,0.06117105117105108,0.06782230416839956,3.2258766816516826
ema_fixed_high,bimodal,20,20,456,1000,1.564,1.739,0.981,3.175,0.07439295149295157,0.06343985399857614,4.068077775002776
ema_adaptive,bimodal,20,20,456,1000,1.542,1.739,0.9705,3.293,0.0669182595182595,0.0656223457286824,3.32298183760684
consec_L2,bimodal,20,20,456,1000,1.594,1.739,1.0025,3.046,0.07641537351537363,0.06363458442817686,2.3929194333444337
consec_L4,bimodal,20,20,456,1000,1.53,1.739,0.9625,3.406,0.059790897990898005,0.06788593138651666,0.6923649683649685
oracle,bimodal,20,20,789,1000,1.764,1.744,1.105,1.544,0.21714509379509367,0.0,0.0
mfg_no_excl,bimodal,20,20,789,1000,1.356,1.744,0.849,1.257,0.19627548285048316,0.0,0.0
self_excl_only,bimodal,20,20,789,1000,1.598,1.744,0.995,3.127,0.07551668331668338,0.0,0.0
ema_fixed_low,bimodal,20,20,789,1000,1.535,1.744,0.96,3.432,0.05969494116994115,0.06613475850838689,3.237566436341434
ema_fixed_high,bimodal,20,20,789,1000,1.6,1.744,1.004,3.055,0.06978730158730152,0.06173826451168778,3.9829913919413933
ema_adaptive,bimodal,20,20,789,1000,1.558,1.744,0.978,3.264,0.06431452158952157,0.06387129225584695,3.3982725940725946
consec_L2,bimodal,20,20,789,1000,1.6,1.744,1.0,3.041,0.07336446608946612,0.062253502810825756,2.44071777111777
consec_L4,bimodal,20,20,789,1000,1.512,1.744,0.9495,3.488,0.0617926434676435,0.06654879941182613,0.7971425213675217
oracle,bimodal,20,20,1234,1000,1.741,1.758,1.0755,1.601,0.2245029803529805,0.0,0.0
mfg_no_excl,bimodal,20,20,1234,1000,1.373,1.758,0.848,1.376,0.19709118381618396,0.0,0.0
self_excl_only,bimodal,20,20,1234,1000,1.568,1.758,0.972,3.289,0.07095609390609392,0.0,0.0
ema_fixed_low,bimodal,20,20,1234,1000,1.535,1.758,0.9505,3.434,0.05720531690531689,0.06840424140461131,3.207262476412478
ema_fixed_high,bimodal,20,20,1234,1000,1.568,1.758,0.9715,3.182,0.07018450993450993,0.06440558771875433,4.002885203685208
ema_adaptive,bimodal,20,20,1234,1000,1.544,1.758,0.9505,3.327,0.06871534299034301,0.0670868165455334,3.3947846153846144
consec_L2,bimodal,20,20,1234,1000,1.565,1.758,0.9725,3.182,0.08071715506715513,0.06460769629656903,2.4689817432567454
consec_L4,bimodal,20,20,1234,1000,1.525,1.758,0.949,3.411,0.057295579420579404,0.06890825822812231,0.7239295787545789
oracle,bimodal,20,50,42,1000,2.683,2.672,1.1979666666666675,2.486,0.2248812272093236,0.0,0.0
mfg_no_excl,bimodal,20,50,42,1000,2.356,2.672,1.0446166666666656,2.156,0.22033854233571742,0.0,0.0
self_excl_only,bimodal,20,50,42,1000,2.644,2.672,1.1678500000000005,4.065,0.15910320035651473,0.0,0.0
ema_fixed_low,bimodal,20,50,42,1000,2.494,2.672,1.1102666666666663,5.625,0.0980183197049197,0.04452515292857423,4.115225067951501
ema_fixed_high,bimodal,20,50,42,1000,2.602,2.672,1.164916666666667,4.876,0.11198265385756734,0.041240731600527616,6.641047645471358
ema_adaptive,bimodal,20,50,42,1000,2.493,2.672,1.118283333333333,5.416,0.0964795675067533,0.0445514172034869,3.787912695557076
consec_L2,bimodal,20,50,42,1000,2.52,2.672,1.1233333333333335,4.712,0.11389775099969428,0.040034214102218794,2.9656267043215525
consec_L4,bimodal,20,50,42,1000,2.456,2.672,1.0913,5.563,0.09534111785557876,0.04410202057326993,1.1072589145958172
oracle,bimodal,20,50,123,1000,2.666,2.655,1.1759333333333324,2.379,0.2253753874651325,0.0,0.0
mfg_no_excl,bimodal,20,50,123,1000,2.341,2.655,1.0355499999999984,2.145,0.2251369147321549,0.0,0.0
self_excl_only,bimodal,20,50,123,1000,2.574,2.655,1.1420833333333327,3.779,0.16456569078518882,0.0,0.0
ema_fixed_low,bimodal,20,50,123,1000,2.476,2.655,1.079999999999999,5.788,0.09764276761195495,0.04489239368543721,4.1595556046795155
ema_fixed_high,bimodal,20,50,123,1000,2.551,2.655,1.1210999999999995,4.726,0.11161140351395468,0.040628330970232024,6.625224691548121
ema_adaptive,bimodal,20,50,123,1000,2.443,2.655,1.0836999999999994,5.58,0.10546840974813607,0.045046897996979085,3.8813751392206557
consec_L2,bimodal,20,50,123,1000,2.555,2.655,1.1173666666666657,5.045,0.11115736913622844,0.04155242390159798,3.0977291724123255
consec_L4,bimodal,20,50,123,1000,2.448,2.655,1.0708499999999985,5.61,0.09798973440844884,0.04435027385631728,1.0775480365692063
oracle,bimodal,20,50,456,1000,2.752,2.736,1.2092333333333327,2.458,0.22072305127400582,0.0,0.0
mfg_no_excl,bimodal,20,50,456,1000,2.367,2.736,1.042466666666665,2.266,0.22009561877321213,0.0,0.0
self_excl_only,bimodal,20,50,456,1000,2.61,2.736,1.1412333333333318,3.896,0.1584103074366434,0.0,0.0
ema_fixed_low,bimodal,20,50,456,1000,2.487,2.736,1.0950999999999993,5.886,0.09894251594681246,0.04463117033266762,4.162313179654557
ema_fixed_high,bimodal,20,50,456,1000,2.601,2.736,1.141566666666666,4.951,0.11830082641951484,0.04067726675190055,6.849868729639196
ema_adaptive,bimodal,20,50,456,1000,2.552,2.736,1.1120999999999985,5.564,0.0952779373561595,0.0443941524162531,3.7256061945864754
consec_L2,bimodal,20,50,456,1000,2.578,2.736,1.123483333333332,4.717,0.11103349481647136,0.04075340420967211,2.882950686212194
consec_L4,bimodal,20,50,456,1000,2.495,2.736,1.0915166666666651,5.625,0.09657438029075775,0.0442845750883711,1.0627643550092285
oracle,bimodal,20,50,789,1000,2.757,2.695,1.2071833333333324,2.436,0.2260393080199226,0.0,0.0
mfg_no_excl,bimodal,20,50,789,1000,2.393,2.695,1.0538999999999992,2.199,0.220511487693444,0.0,0.0
self_excl_only,bimodal,20,50,789,1000,2.61,2.695,1.141183333333332,3.583,0.15415740834243186,0.0,0.0
ema_fixed_low,bimodal,20,50,789,1000,2.494,2.695,1.0990499999999988,5.755,0.09523275239716478,0.04404664384616098,4.114569382607206
ema_fixed_high,bimodal,20,50,789,1000,2.576,2.695,1.1362666666666654,4.825,0.11311916463667265,0.03970895254920236,6.932025594555207
ema_adaptive,bimodal,20,50,789,1000,2.5,2.695,1.110999999999999,5.586,0.09749242937357953,0.04454008908815157,3.726151315490395
consec_L2,bimodal,20,50,789,1000,2.551,2.695,1.1230333333333327,4.892,0.11706418310814881,0.04093582629993628,3.0069872339505905
consec_L4,bimodal,20,50,789,1000,2.522,2.695,1.1020333333333319,5.675,0.09919567611641661,0.04517740941396424,1.0806977270175473
oracle,bimodal,20,50,1234,1000,2.698,2.733,1.1587333333333334,2.448,0.22589659834267403,0.0,0.0
mfg_no_excl,bimodal,20,50,1234,1000,2.387,2.733,1.0388166666666654,2.308,0.21780015853169887,0.0,0.0
self_excl_only,bimodal,20,50,1234,1000,2.593,2.733,1.114349999999999,3.656,0.15464454850618964,0.0,0.0
ema_fixed_low,bimodal,20,50,1234,1000,2.463,2.733,1.0598999999999994,5.572,0.09728863376691446,0.04615350943870293,4.132868817568562
ema_fixed_high,bimodal,20,50,1234,1000,2.621,2.733,1.1315499999999998,4.99,0.11424493595243951,0.04161734938768468,6.636179603038579
ema_adaptive,bimodal,20,50,1234,1000,2.482,2.733,1.0714166666666658,5.55,0.1034247456013036,0.04406574583877223,3.9952657980820936
consec_L2,bimodal,20,50,1234,1000,2.59,2.733,1.1153833333333323,4.742,0.1095811713788451,0.040937381971367856,2.904916878138922
consec_L4,bimodal,20,50,1234,1000,2.52,2.733,1.1012166666666667,5.649,0.09510507909855037,0.04417107926613623,1.1060476284830703
oracle,bimodal,20,100,42,1000,5.101,5.127,1.0496587301587277,4.808,0.24648882987087695,0.0,0.0
mfg_no_excl,bimodal,20,100,42,1000,4.607,5.127,0.9458253968253943,4.317,0.24504585181404084,0.0,0.0
self_excl_only,bimodal,20,100,42,1000,4.982,5.127,1.0258297619047576,6.588,0.18486591660040266,0.0,0.0
ema_fixed_low,bimodal,20,100,42,1000,4.675,5.127,0.9608130952380932,10.931,0.09171609383218089,0.049766722303204655,6.004601857056337
ema_fixed_high,bimodal,20,100,42,1000,4.921,5.127,1.011413492063489,9.574,0.11547676371623063,0.046010492053945515,7.415841357746572
ema_adaptive,bimodal,20,100,42,1000,4.719,5.127,0.9716563492063465,10.77,0.0919095877188061,0.05012648513194564,5.731942936554319
consec_L2,bimodal,20,100,42,1000,4.824,5.127,0.9939607142857113,9.35,0.11415932751019685,0.04435123673889603,3.937226536139591
consec_L4,bimodal,20,100,42,1000,4.676,5.127,0.9598670634920603,11.446,0.0871982856900174,0.05034749606480004,1.812956464483697
oracle,bimodal,20,100,123,1000,5.099,5.165,1.0427547619047572,4.65,0.251527644922402,0.0,0.0
mfg_no_excl,bimodal,20,100,123,1000,4.601,5.165,0.936688095238093,4.326,0.2450612208463916,0.0,0.0
self_excl_only,bimodal,20,100,123,1000,4.947,5.165,1.0118857142857103,6.518,0.18733416813792161,0.0,0.0
ema_fixed_low,bimodal,20,100,123,1000,4.687,5.165,0.9568583333333327,10.988,0.08849936465013124,0.049700933888480035,6.054207722663313
ema_fixed_high,bimodal,20,100,123,1000,4.827,5.165,0.9869095238095197,9.229,0.117237050019065,0.04562739162770854,7.421142864251752
ema_adaptive,bimodal,20,100,123,1000,4.709,5.165,0.962787301587299,11.202,0.09253919915609657,0.0502409149146008,5.98630798968953
consec_L2,bimodal,20,100,123,1000,4.819,5.165,0.98624087301587,9.586,0.11380529672513835,0.04475092962588986,3.9760013147242277
consec_L4,bimodal,20,100,123,1000,4.661,5.165,0.9494460317460294,11.668,0.08908825310141084,0.05164710939750505,1.7753465599136389
oracle,bimodal,20,100,456,1000,5.183,5.17,1.0540203823953787,4.707,0.24858697524988618,0.0,0.0
mfg_no_excl,bimodal,20,100,456,1000,4.659,5.17,0.9476378427128399,4.489,0.24711425968958325,0.0,0.0
self_excl_only,bimodal,20,100,456,1000,5.011,5.17,1.0166276695526653,6.734,0.18808849138279865,0.0,0.0
