access,w_eff,n_vis,n_nat,alpha,c0,c_med,c_lo,c_hi,T,rho,J
basic,210,50,0,0.25,2.5,1.0517323766980065,1.02,1.0944727631629472,0.7244510582010583,1.0,-0.32234107202069195
basic,210,50,0,0.5,1.05,1.0889420565062005,1.02,1.1709658919950445,0.722202380952381,1.0,-0.3254498733394772
basic,210,50,0,0.5,1.2,1.081604246447411,1.02,1.1833972710937615,0.7209160052910052,1.0,-0.32723264599949353
basic,210,50,0,0.5,2.5,1.0919810046399538,1.02,1.1382100041321483,0.7173247354497354,1.0,-0.3322266323376122
basic,210,50,0,1.0,1.05,1.1489057398494147,1.0508166647132804,1.2046596748260272,0.7077645502645501,1.0,-0.34564379672098433
basic,210,50,0,1.0,1.2,1.142001323803449,1.0652690033485614,1.2265325864070475,0.7067526455026455,1.0,-0.3470745392210384
basic,210,50,0,1.0,2.5,1.1319251472662917,1.0270059810456797,1.2247387531347924,0.690162037037037,1.0,-0.37082887267499537
basic,210,50,5,0.25,1.05,1.1762952744667896,1.02,1.2723362470478747,0.6879761904761904,0.5577523655298348,-0.4592183946047182
basic,210,50,5,0.25,1.2,1.1237382331807533,1.0225702328531023,1.2446454978411439,0.6841832010582011,0.5730621252523608,-0.4570253031503585
basic,210,50,5,0.25,2.5,1.159683204104332,1.0396982393708558,1.250738566516847,0.6823015873015873,0.5898000684969292,-0.4519720289126115
basic,210,50,5,0.5,1.05,1.230066982147007,1.0566793190994466,1.3537844157886905,0.6596164021164022,0.5919315797400841,-0.5535757423570737
basic,210,50,5,0.5,1.2,1.2349479061007922,1.1034550539853536,1.3542954829086147,0.6729960317460316,0.607348037684711,-0.520343391943018
basic,210,50,5,0.5,2.5,1.2576875744250273,1.1746831764009136,1.3624298856438108,0.652718253968254,0.6287727365996477,-0.5342509310178996
basic,210,50,5,1.0,1.05,1.4355122127330668,1.2227653796276197,1.697863337743065,0.6373875661375661,0.6458318606552387,-0.6415352908172773
basic,210,50,5,1.0,1.2,1.4285604619058758,1.2480356362077707,1.5873688618843005,0.6341170634920634,0.66163155077582,-0.6261290669079715
basic,210,50,5,1.0,2.5,1.4724863213989856,1.334254887866388,1.702202129616062,0.602228835978836,0.6642160071121811,-0.6745197596206047
basic,210,50,10,0.25,1.05,1.1258542616935303,1.0426588694808543,1.245442293353934,0.6125330687830688,0.46945109847537436,-0.6331086091168532
basic,210,50,10,0.25,1.2,1.122364502579536,1.0304176090576784,1.2517804689453726,0.6228604497354497,0.48813612525110717,-0.602012745589991
basic,210,50,10,0.25,2.5,1.1405165211468495,1.0379370154739618,1.31722935701896,0.5993783068783068,0.49645252076722973,-0.6344559338036775
basic,210,50,10,0.5,1.05,1.2197318153013668,1.02,1.408450500313616,0.6064914021164021,0.49528712724835144,-0.7469004935940935
basic,210,50,10,0.5,1.2,1.1928116364757368,1.0490310336515656,1.2793754634038088,0.6090806878306879,0.49747252118106705,-0.7395565913048142
basic,210,50,10,0.5,2.5,1.25516829555693,1.0392309740671686,1.499251160094159,0.5944808201058202,0.5047872520781788,-0.7537337619722132
basic,210,50,10,1.0,1.05,1.4220136560186662,1.182884777258366,1.6831054688549953,0.5861375661375661,0.5405348744704493,-0.9126670302093329
basic,210,50,10,1.0,1.2,1.4164880939631246,1.2557217637551457,1.7432580516706067,0.5885449735449736,0.5441617473948699,-0.9003848291923358
basic,210,50,10,1.0,2.5,1.478115768458706,1.3218302843665442,1.7835699083876395,0.5585251322751322,0.5671940977382791,-0.9040055716637809
basic,210,50,20,0.25,1.05,1.1131078388267,1.02,1.2859011674165026,0.46719576719576716,0.46444557181826934,-0.9080449909045106
basic,210,50,20,0.25,1.2,1.1256147289953224,1.02,1.3482786430879856,0.4762301587301587,0.4798458005720391,-0.8766496404705423
basic,210,50,20,0.25,2.5,1.1462043715390677,1.02,1.4497183603174333,0.4555390211640211,0.5038662483087524,-0.9037324147351887
basic,210,50,20,0.5,1.05,1.2299132556161174,1.02,1.4991985125812817,0.4546329365079365,0.46830237301393635,-1.076033074464097
basic,210,50,20,0.5,1.2,1.2466295095339255,1.02,1.6438375231608942,0.4563095238095238,0.4897703554646437,-1.039352459169372
basic,210,50,20,0.5,2.5,1.3447358384642778,1.0387042842474534,1.7255165348623378,0.4551124338624339,0.5498273487446428,-0.9661030694847705
basic,210,50,20,1.0,1.05,1.5287876295187899,1.283166229481658,1.7958197317056523,0.4477017195767196,0.5117427631214623,-1.25243855989776
basic,210,50,20,1.0,1.2,1.5177171559824603,1.2171267831485855,1.99336929220355,0.4580522486772487,0.518171169203118,-1.2130120620395346
basic,210,50,20,1.0,2.5,1.7995692088408988,1.3664933702299542,2.548846061566463,0.4280390211640211,0.5494706408142815,-1.2071022793373374
basic,420,5,0,0.25,1.05,1.271751271757263,1.2449577465674702,1.2876317688506576,0.6668121693121694,1.0,-0.40524687795384273
basic,420,5,0,0.25,1.2,1.2632934971258538,1.2462431419382505,1.2983438390914743,0.660787037037037,1.0,-0.41432367404248793
basic,420,5,0,0.25,2.5,1.2739875146231274,1.2428042429760717,1.2969088734722147,0.6581613756613757,1.0,-0.4183051259611091
basic,420,5,0,0.5,1.05,1.3101004409378527,1.2780722567024676,1.3377239133043666,0.6447916666666665,1.0,-0.43882801177728603
basic,420,5,0,0.5,1.2,1.3092124543537904,1.2832953772079414,1.3633240429537716,0.6468981481481482,1.0,-0.43556641859180845
basic,420,5,0,0.5,2.5,1.310069454445625,1.2715039514804118,1.33800134780288,0.6529943783068783,1.0,-0.42618675876745243
basic,420,5,0,1.0,1.05,1.3992914000397083,1.3611720626302704,1.443994651620638,0.5970122354497355,1.0,-0.5158176709088732
basic,420,5,0,1.0,1.2,1.39659602752125,1.36808122838593,1.4461618579560813,0.6044642857142858,1.0,-0.5034126913768651
basic,420,5,0,1.0,2.5,1.3938221586698003,1.3735792745617552,1.4308116669534292,0.6176223544973545,1.0,-0.48187808517313263
basic,420,5,5,0.25,1.05,1.6405653907304716,1.5778077903510395,1.738423405105172,0.6344130291005291,0.941141141379636,-0.45597504560622304
basic,420,5,5,0.25,1.2,1.647384072008773,1.5501360903304344,1.7465838059314576,0.6330406746031746,0.9367096326670671,-0.4582893013879069
basic,420,5,5,0.25,2.5,1.6308133319152467,1.5558745255988602,1.7222498455326833,0.6316666666666667,0.9513780261179262,-0.46001455102438765
basic,420,5,5,0.5,1.05,1.731520256208099,1.6197774926993076,1.8528469579409281,0.6251917989417989,0.9808692170511081,-0.4698833547308353
basic,420,5,5,0.5,1.2,1.7061207555051467,1.6142710354882595,1.8057946819331239,0.628290343915344,0.9890644835962105,-0.4648133415251469
basic,420,5,5,0.5,2.5,1.6990391470464354,1.6359596183451737,1.759241478310652,0.6237814153439153,1.0112933314829535,-0.4720183247794823
basic,420,5,5,1.0,1.05,1.904182345091546,1.7824651585160904,2.058364220331443,0.5945998677248677,1.0826695064874585,-0.5261756771147932
basic,420,5,5,1.0,1.2,1.9086651025022208,1.7684454943906123,2.0795698484592307,0.5821511243386244,1.0617787116860704,-0.5446186679159202
basic,420,5,5,1.0,2.5,1.8860117784826196,1.706581006130099,2.005709964521465,0.5848776455026455,1.089912397894535,-0.5437653558311683
basic,420,5,10,0.25,1.05,1.965341706521244,1.8278770229762393,2.16463982750075,0.5589666005291005,1.0517822995579895,-0.5823027691375018
basic,420,5,10,0.25,1.2,1.948952871107246,1.8407778146687426,2.118369544641998,0.5702827380952381,1.0796931416025035,-0.5630928450892174
basic,420,5,10,0.25,2.5,1.981981571299186,1.8199479935298728,2.1935919341816525,0.5637466931216931,1.051459348607163,-0.5737797384329081
basic,420,5,10,0.5,1.05,2.0708893938254276,1.9131529250928088,2.2857816157409743,0.5547486772486773,1.1464289628536115,-0.5985769671928162
basic,420,5,10,0.5,1.2,2.0554370963512767,1.9076697907940596,2.2236670576466118,0.5622635582010582,1.1437806611753094,-0.5848080771647545
basic,420,5,10,0.5,2.5,2.048788798809786,1.9295298320646612,2.3149237798149382,0.5455671296296297,1.1449979054370572,-0.6150963807131958
basic,420,5,10,1.0,1.05,2.32745706136288,2.1877542554844998,2.5017192334209697,0.5323809523809524,1.2317801340285197,-0.6738517027552892
basic,420,5,10,1.0,1.2,2.317456260807984,2.179297247249574,2.5661907033158564,0.5385400132275132,1.2519913954639312,-0.669399480196892
basic,420,5,10,1.0,2.5,2.287166927473706,1.972475784923005,2.497263274017622,0.5343783068783069,1.2758153234022513,-0.6859851193201926
basic,420,5,20,0.25,1.05,3.1407611127539954,2.7055471763711587,3.861781320833411,0.42112599206349205,1.3354745230584477,-0.885744916838348
basic,420,5,20,0.25,1.2,3.1749534541673263,2.6965058938383724,3.7532135359441723,0.4219279100529101,1.3858721986315654,-0.8895435750721927
basic,420,5,20,0.25,2.5,3.1956882565770046,2.551265472436768,3.780523692172424,0.42205853174603175,1.3968802500507624,-0.8905405949663453
basic,420,5,20,0.5,1.05,3.4157062252591635,3.1050687860743613,3.949587044638281,0.4178339947089948,1.450983237355634,-0.9419529050709686
basic,420,5,20,0.5,1.2,3.3660645995126544,2.9555708203382642,3.954367539778311,0.409631283068783,1.4338980029749688,-0.957440692469615
basic,420,5,20,0.5,2.5,3.337117227698604,2.9844057708469167,3.8396738132320993,0.41915178571428574,1.562143739135264,-0.9690065144053404
basic,420,5,20,1.0,1.05,3.9130129125021016,3.216292106426443,4.0,0.4019394841269841,1.5237641620195712,-1.0888494444338044
basic,420,5,20,1.0,1.2,3.8042912146579413,3.396420331945432,4.0,0.405911044973545,1.567615926437636,-1.1037217939652777
basic,420,5,20,1.0,2.5,3.8683313159381356,3.365951750814911,4.0,0.40146329365079364,1.6247363035924023,-1.1481994542651466
basic,420,20,0,0.25,1.05,1.1675238304009103,1.1414727299704588,1.1948364421028124,0.7026835317460317,1.0,-0.3528486567409278
basic,420,20,0,0.25,1.2,1.1640821923807314,1.1420655486893343,1.1944563105589743,0.7030654761904763,1.0,-0.3523052532575366
basic,420,20,0,0.25,2.5,1.1681654272555164,1.1394865764157933,1.2010882818264759,0.7143981481481482,1.0,-0.3363148416010516
basic,420,20,0,0.5,1.05,1.1851558799710271,1.1638208632828166,1.2225271041731098,0.6882820767195769,1.0,-0.3735565298419296
basic,420,20,0,0.5,1.2,1.1951273639419095,1.1666634788297503,1.2280151712300589,0.6799950396825398,1.0,-0.38566977542309056
basic,420,20,0,0.5,2.5,1.1960935065436975,1.165491953295699,1.2241422999903522,0.6863343253968254,1.0,-0.37639041516916677
basic,420,20,0,1.0,1.05,1.2634517865214672,1.243935099959398,1.2880037359406507,0.6608796296296297,1.0,-0.4141835591480454
basic,420,20,0,1.0,1.2,1.2610122734802172,1.2208614626078849,1.2972793303452193,0.6513161375661376,1.0,-0.42876013626685033
basic,420,20,0,1.0,2.5,1.2537521790159718,1.2226573151620366,1.290572122157805,0.6595601851851852,1.0,-0.4161820521786145
basic,420,20,5,0.25,1.05,1.3487053372690547,1.3025474634617256,1.4356670181592648,0.6570833333333334,0.6066391350590369,-0.4823997299630088
basic,420,20,5,0.25,1.2,1.3525892006030742,1.2955808758622374,1.4195450403292467,0.6545353835978837,0.6019189502118336,-0.48825231597490876
basic,420,20,5,0.25,2.5,1.353474529878846,1.2813896287779272,1.43363468099986,0.6620023148148148,0.6033285827071965,-0.4763165605012041
basic,420,20,5,0.5,1.05,1.4085184061375804,1.3397970869649936,1.4456710429733088,0.6462880291005292,0.6446259192531031,-0.5329078718648957
basic,420,20,5,0.5,1.2,1.4090879821582094,1.3507412044297606,1.4629770579028274,0.6510830026455027,0.6394166930440225,-0.5291115885622528
basic,420,20,5,0.5,2.5,1.3965258245850953,1.330831381069081,1.5136775670066975,0.6444527116402117,0.6506981061875154,-0.5316789513097784
basic,420,20,5,1.0,1.05,1.5154075313412858,1.438466700290118,1.636470159753955,0.6146875,0.7047861054952658,-0.6090439328075279
basic,420,20,5,1.0,1.2,1.504546009050463,1.4322466299101857,1.6187302436162954,0.6186755952380952,0.7089668319193715,-0.5984734414163049
basic,420,20,5,1.0,2.5,1.5115013012367857,1.4516239534817124,1.6354304801859862,0.6184507275132275,0.7273707828779926,-0.5818646856632084
basic,420,20,10,0.25,1.05,1.5129272118580699,1.4235759160700794,1.6206986877940541,0.5792625661375661,0.5578327804884501,-0.6311746883090026
basic,420,20,10,0.25,1.2,1.477707359660592,1.3939371627029224,1.6048963696492575,0.5810300925925925,0.563196150687198,-0.6253582706921673
basic,420,20,10,0.25,2.5,1.500257887015605,1.3917790354122384,1.5873009904831306,0.5881977513227513,0.572610097830793,-0.6084076465653203
basic,420,20,10,0.5,1.05,1.5754643960581793,1.456050024875778,1.6937867391286998,0.5774702380952381,0.5985933640160556,-0.6807715193403087
basic,420,20,10,0.5,1.2,1.5844318980306014,1.4838485650772868,1.7279557642341226,0.5703670634920636,0.5848012847735283,-0.7053822521552228
basic,420,20,10,0.5,2.5,1.5959950553410684,1.4891766656155787,1.689510422376295,0.5766583994708995,0.6113016717258786,-0.6716182659676111
basic,420,20,10,1.0,1.05,1.7397004718456297,1.599431469075651,1.8429613055408318,0.5564831349206348,0.66877228604964,-0.7479730832188541
basic,420,20,10,1.0,1.2,1.7174798488815683,1.62538679616752,1.8360020835162485,0.5555092592592592,0.6627275058134274,-0.7571128651901509
basic,420,20,10,1.0,2.5,1.7351930033360867,1.6199665072353464,1.9291409973415918,0.5524371693121694,0.674078543085341,-0.7489737497154751
basic,420,20,20,0.25,1.05,2.0290331736418517,1.7049641093397911,2.2778477775888457,0.44160714285714286,0.6168140805278802,-0.8757021803197491
basic,420,20,20,0.25,1.2,2.082634491075649,1.8258140074990805,2.280677707760465,0.4398826058201058,0.6216581507092602,-0.8777403478032376
basic,420,20,20,0.25,2.5,2.053229579784417,1.7925237589676104,2.457855511633535,0.4416583994708995,0.6215325864327871,-0.8737595255937322
basic,420,20,20,0.5,1.05,2.2134163108620726,1.9476289473268629,2.3623958892102443,0.43463789682539683,0.6505046997500235,-0.925694920840434
basic,420,20,20,0.5,1.2,2.129327180103507,1.7905562075283235,2.3806925599134763,0.441724537037037,0.6609170361114328,-0.9028193799341583
basic,420,20,20,0.5,2.5,2.2201184201982507,1.9797819140979271,2.5961500812299247,0.4263458994708995,0.6861213124660686,-0.923456047959498
basic,420,20,20,1.0,1.05,2.5571353160667885,2.28072789229669,3.033137180142644,0.42025132275132276,0.7081487012525155,-0.9859971817543673
basic,420,20,20,1.0,1.2,2.598803468633496,2.1733773989486203,2.923223049281956,0.425557208994709,0.7202075675587712,-0.9620815134428707
basic,420,20,20,1.0,2.5,2.611495205480154,2.255831604043523,2.9103971263197397,0.42184193121693125,0.7239053060419618,-0.9675147830470273
basic,420,50,0,0.25,1.05,1.0913263545392757,1.0631530484282168,1.1498788866268648,0.7393452380952382,1.0,-0.30199029784715636
basic,420,50,0,0.25,1.2,1.0939527114241472,1.0496628853409298,1.1315094417216807,0.7457771164021164,1.0,-0.2933284949984287
basic,420,50,0,0.25,2.5,1.0919929406250064,1.064801550815497,1.1127821905137891,0.7420138888888889,1.0,-0.29838731781084404
basic,420,50,0,0.5,1.05,1.1169465059036967,1.0747734842634225,1.146303117986662,0.7239814814814816,1.0,-0.32298946498779696
basic,420,50,0,0.5,1.2,1.1083122347801773,1.0626196642685921,1.1477405070999311,0.7314748677248678,1.0,-0.3126924162893936
basic,420,50,0,0.5,2.5,1.1152975515369081,1.0690963542463416,1.135376682849927,0.7230770502645502,1.0,-0.32423949228781185
basic,420,50,0,1.0,1.05,1.152762357187946,1.1215364005912392,1.2066941823799238,0.6931580687830688,1.0,-0.3664972123195353
basic,420,50,0,1.0,1.2,1.1499705484056344,1.1014156979687826,1.181509911092575,0.7095552248677248,1.0,-0.3431169490929824
basic,420,50,0,1.0,2.5,1.1532049150124437,1.1200306215786018,1.1818001227871298,0.7050793650793651,1.0,-0.3494449079252513
basic,420,50,5,0.25,1.05,1.1599496983536088,1.1063430537784686,1.1969226983002248,0.6902232142857144,0.5459975626181638,-0.4622890718076349
basic,420,50,5,0.25,1.2,1.171530444590622,1.0776519254224635,1.2125955447000911,0.6815162037037036,0.5382446428483566,-0.47936237907958335
basic,420,50,5,0.25,2.5,1.1627642797060411,1.0950744615473322,1.2331492520933005,0.6796511243386244,0.5479472681809585,-0.4766491528144392
basic,420,50,5,0.5,1.05,1.1881334717079657,1.1476774294046026,1.228303941296535,0.6749818121693121,0.5826198984531906,-0.5389885091218973
basic,420,50,5,0.5,1.2,1.1875092057765988,1.1251594310471862,1.2579053418526558,0.6782886904761906,0.5794130020431781,-0.5370982237084647
basic,420,50,5,0.5,2.5,1.2099547329266143,1.1286604475650408,1.2936924472841098,0.673926917989418,0.5832086307234986,-0.5400074777688662
basic,420,50,5,1.0,1.05,1.270467836098386,1.2407065663114443,1.3240184812489824,0.6520188492063492,0.635851069031571,-0.6327014169610163
basic,420,50,5,1.0,1.2,1.2833562274772474,1.1995898840227455,1.3762395765257949,0.6504282407407408,0.6478049797079638,-0.618624056461819
basic,420,50,5,1.0,2.5,1.2908697858050577,1.1888741973410055,1.3392723830863908,0.6418253968253969,0.6405286915101733,-0.6418748059125272
basic,420,50,10,0.25,1.05,1.2111723058287036,1.112025810256667,1.325393277278777,0.6029761904761904,0.4578039346635479,-0.6584905679232967
basic,420,50,10,0.25,1.2,1.210799741806901,1.129446663901586,1.295232715487917,0.6112830687830688,0.45740462844074997,-0.6451492175918913
basic,420,50,10,0.25,2.5,1.2106999363721611,1.1443508422808548,1.3135908974689574,0.6052248677248677,0.456148645333512,-0.6561865531211153
basic,420,50,10,0.5,1.05,1.2522691619440245,1.2010505730272496,1.3591878203925465,0.5986640211640212,0.4921475325913401,-0.7643787498738297
basic,420,50,10,0.5,1.2,1.274070290669048,1.1834808501283192,1.3595971482965565,0.6007523148148147,0.49025696792120366,-0.7636327198930477
basic,420,50,10,0.5,2.5,1.2593562963853278,1.151041602185133,1.335708988641891,0.5909093915343916,0.5014147804456576,-0.7643645534495531
basic,420,50,10,1.0,1.05,1.3765091373492984,1.274465959321081,1.518984395948307,0.5775330687830688,0.5550179308614177,-0.8956218589634517
basic,420,50,10,1.0,1.2,1.375204278547793,1.2417365092939936,1.4528748059893237,0.5820651455026454,0.5582100435144782,-0.8810851836708867
basic,420,50,10,1.0,2.5,1.3412816223248698,1.2496794472360067,1.4361510666547601,0.5839351851851852,0.5591990113013677,-0.8758166818282693
basic,420,50,20,0.25,1.05,1.3960384236208867,1.2250842225543093,1.5151949999599719,0.4478968253968254,0.4532858183143862,-0.9597045539979033
basic,420,50,20,0.25,1.2,1.3590306362127913,1.2593950419174111,1.5013084451714953,0.4551686507936508,0.47210399575592704,-0.927920840282525
basic,420,50,20,0.25,2.5,1.3706388478659728,1.2352425183691318,1.5757532929361109,0.4577265211640212,0.48804154502060726,-0.9101328455851181
basic,420,50,20,0.5,1.05,1.4871670813501205,1.318648432196504,1.6791249150619434,0.4548363095238095,0.4956619506971462,-1.0341222109040888
basic,420,50,20,0.5,1.2,1.4601543601724383,1.3710359131419458,1.6455182107283173,0.4460482804232804,0.49273402603210714,-1.0578084157438226
basic,420,50,20,0.5,2.5,1.498742859436996,1.322167849760852,1.620802749758731,0.45566468253968256,0.5129700590176433,-1.0088014424906395
basic,420,50,20,1.0,1.05,1.705087013480921,1.4588398494436332,2.0280732778037667,0.43747023809523805,0.5603289084250632,-1.1622555377462835
basic,420,50,20,1.0,1.2,1.6575704567213454,1.4693211790441738,1.9034125041696957,0.44737764550264547,0.5610984821217143,-1.1382730371219747
basic,420,50,20,1.0,2.5,1.7487140977956241,1.4933663094952583,1.8443151470856667,0.44832175925925927,0.5477342434185721,-1.1646060335293495
basic,1680,5,0,0.25,1.05,1.0835417843607051,1.078221845609678,1.0919194733835431,0.6568295304232804,1.0,-0.420330760796049
basic,1680,5,0,0.25,1.2,1.0838992570360357,1.0739248522467717,1.08901849159173,0.6568138227513227,1.0,-0.4203546754634821
basic,1680,5,0,0.25,2.5,1.0832866681770248,1.0762011799814106,1.0955064815201065,0.6542679398148148,1.0,-0.424238317520127
basic,1680,5,0,0.5,1.05,1.093124541240495,1.0881024520114462,1.1001421064672339,0.6407804232804233,1.0,-0.4450684341309549
basic,1680,5,0,0.5,1.2,1.0930474231913236,1.0863507741032385,1.1042382174225223,0.6390658068783069,1.0,-0.44774784574700205
basic,1680,5,0,0.5,2.5,1.0948345713231344,1.087155549553581,1.102077118005574,0.6328885582010582,1.0,-0.4574609257320318
basic,1680,5,0,1.0,1.05,1.1172722095856829,1.1066938281632517,1.1234487668410003,0.6049177414021164,1.0,-0.502662794819924
basic,1680,5,0,1.0,1.2,1.1164164293152385,1.1101924563867194,1.12686336034996,0.6063409391534392,1.0,-0.5003128452524058
basic,1680,5,0,1.0,2.5,1.116923785560053,1.1069898643344007,1.126665954807026,0.6044345238095238,1.0,-0.5034619294181859
basic,1680,5,5,0.25,1.05,1.1743682967386884,1.152294858723331,1.1930856917505681,0.6671775793650795,0.9434322414973263,-0.4055467371338681
basic,1680,5,5,0.25,1.2,1.1713095902715567,1.1514237443480773,1.1905689849067982,0.6692687665343916,0.9503464511511056,-0.40221798832835304
basic,1680,5,5,0.25,2.5,1.1763383319219334,1.1560913065888792,1.1963156937194086,0.669870205026455,0.941638804167411,-0.4015753190516219
basic,1680,5,5,0.5,1.05,1.1880015543538958,1.1806367486670237,1.212802693355549,0.6571420304232803,0.9951940737222968,-0.4198667078229229
basic,1680,5,5,0.5,1.2,1.192423376745778,1.1776850381037944,1.2076958443828236,0.6510408399470898,0.9997513495698321,-0.42918293548876335
basic,1680,5,5,0.5,2.5,1.1874532244712372,1.1735603882618655,1.2096670560107519,0.6577649636243387,0.9935241998162775,-0.41892871419593397
basic,1680,5,5,1.0,1.05,1.223917400074023,1.1926149227334404,1.232829958012079,0.6284209656084655,1.07519288777933,-0.4698012706975546
basic,1680,5,5,1.0,1.2,1.2228316589048924,1.2095983340854892,1.2383257796887208,0.630894923941799,1.0618767521076995,-0.4642204984274053
basic,1680,5,5,1.0,2.5,1.2204569929085687,1.1978246172329734,1.231911763408478,0.6310970568783069,1.0697010311998607,-0.46483557038539347
basic,1680,5,10,0.25,1.05,1.2504713669965968,1.2201212706938653,1.275946253311637,0.5992216435185185,1.1821718831665164,-0.5191255106405702
basic,1680,5,10,0.25,1.2,1.2479319862295541,1.2298876598831219,1.262791839004514,0.6043981481481482,1.1841456530441732,-0.5106641833486683
basic,1680,5,10,0.25,2.5,1.2460784066631683,1.215845671224831,1.272877898510285,0.6028191137566137,1.1933249819746783,-0.5139476718235007
basic,1680,5,10,0.5,1.05,1.273485394067118,1.227492056839724,1.3039732118410603,0.5915901951058201,1.2558212919525669,-0.5508852124733737
basic,1680,5,10,0.5,1.2,1.2690484225350198,1.2534368412599266,1.2870562214045567,0.5924280753968254,1.2411602315715309,-0.5468638745219215
basic,1680,5,10,0.5,2.5,1.2678079582518724,1.23871652600445,1.2870565778571834,0.588630539021164,1.239006416723277,-0.5529209016028419
basic,1680,5,10,1.0,1.05,1.301907236043047,1.2818804589424229,1.3350701263693197,0.57020667989418,1.3642343468255322,-0.6582246186140568
basic,1680,5,10,1.0,1.2,1.3077312379209545,1.2639815333325026,1.3489918188301016,0.5682022982804232,1.381842217899991,-0.6698766760089616
basic,1680,5,10,1.0,2.5,1.3065788733852104,1.2689224134452641,1.334381432561994,0.5661243386243386,1.380928252845308,-0.6731129292729401
basic,1680,5,20,0.25,1.05,1.4573058940902974,1.420102267056056,1.486589389576319,0.4643547453703703,1.8249378069735183,-0.8575708513124881
basic,1680,5,20,0.25,1.2,1.4516495071459365,1.4074526785544874,1.4947490939617205,0.4592290839947089,1.8321944267617554,-0.8698680185076306
basic,1680,5,20,0.25,2.5,1.4571067473883552,1.4133262541858989,1.507879790648469,0.46683242394179897,1.846515597341926,-0.8558192668027846
basic,1680,5,20,0.5,1.05,1.496623388826215,1.4597093463094186,1.5249720767969965,0.45702298280423276,1.9207686189540993,-0.9960468411297072
basic,1680,5,20,0.5,1.2,1.4972322232341555,1.449330870807097,1.5409453532957935,0.45766493055555557,1.9123419843377636,-0.9917829814522033
basic,1680,5,20,0.5,2.5,1.4816668789574727,1.4386932939673298,1.563370840901932,0.45716393849206344,1.95858684144393,-1.0086552495375098
basic,1680,5,20,1.0,1.05,1.571611210603076,1.5167872503126372,1.6310736340341963,0.4431725363756614,2.1021963172390548,-1.365819350459175
basic,1680,5,20,1.0,1.2,1.5824573304670384,1.5163500915726418,1.6373109828654206,0.44348420965608465,2.110632383363423,-1.3710835717996
basic,1680,5,20,1.0,2.5,1.5614715961339245,1.5208505960188503,1.6120606777409339,0.44348834325396824,2.127761782282665,-1.3832154034999338
basic,1680,20,0,0.25,1.05,1.0627548377262086,1.0571859040994143,1.075662697146488,0.6756150793650795,1.0,-0.39213177433742546
basic,1680,20,0,0.25,1.2,1.0635418505327265,1.059213563692033,1.0710820514773844,0.6817551256613757,1.0,-0.3830847388961788
basic,1680,20,0,0.25,2.5,1.0639788901886917,1.0568354699354652,1.0700770260559884,0.6823739252645503,1.0,-0.3821774938738714
basic,1680,20,0,0.5,1.05,1.0709350708073915,1.066033897092186,1.0797098165487107,0.6658250661375662,1.0,-0.4067283064009433
basic,1680,20,0,0.5,1.2,1.0716802431369004,1.0624859155510749,1.0836089313671065,0.6653174603174603,1.0,-0.407490968301712
basic,1680,20,0,0.5,2.5,1.0719809372927376,1.0652512535421657,1.0812715075645418,0.6640571263227514,1.0,-0.40938709958778124
basic,1680,20,0,1.0,1.05,1.091368224836987,1.0834177846220912,1.0998424959535105,0.6336615410052909,1.0,-0.4562403140867618
basic,1680,20,0,1.0,1.2,1.0921538861763367,1.0843215232710934,1.1002019844463653,0.6334370866402116,1.0,-0.456594594902051
basic,1680,20,0,1.0,2.5,1.0914808982646376,1.0838567871914129,1.1019613186342272,0.6320548115079365,1.0,-0.4587791615263347
basic,1680,20,5,0.25,1.05,1.1265269197176624,1.1173963634754076,1.1362654685584557,0.681045386904762,0.6076938814790022,-0.44614824742643816
basic,1680,20,5,0.25,1.2,1.127621258410137,1.114059867812577,1.1401397099066597,0.6757312334656085,0.6098844553673689,-0.45308890664247414
basic,1680,20,5,0.25,2.5,1.128140255647202,1.1134014756915098,1.1373638311619687,0.6769845403439154,0.6151742433016895,-0.44911933162279366
basic,1680,20,5,0.5,1.05,1.1402846132873856,1.1286686715614056,1.1522650184540555,0.6663376322751322,0.6426275405644679,-0.5037247686147184
basic,1680,20,5,0.5,1.2,1.140818225551607,1.119866667964569,1.1548539902619455,0.6655448082010583,0.6410764320662531,-0.5059868233875325
basic,1680,20,5,0.5,2.5,1.1385317067044496,1.116829104753772,1.1537490785923865,0.6650698578042328,0.6448929270965539,-0.5040793090663278
basic,1680,20,5,1.0,1.05,1.1645294356928109,1.151829114692636,1.1769502558705172,0.6380071924603175,0.6947679160762671,-0.5820309175940701
basic,1680,20,5,1.0,1.2,1.1659053236277344,1.1455411483272302,1.1769697821159248,0.6392204034391534,0.6897139143437853,-0.5855021547388399
basic,1680,20,5,1.0,2.5,1.163789775528174,1.1443614003301252,1.1780837239285813,0.6371945271164021,0.6932267513631797,-0.5849278801700208
basic,1680,20,10,0.25,1.05,1.1788862499136932,1.1551750260799107,1.1907659637503845,0.6028339947089948,0.6067424016964119,-0.56852618895689
basic,1680,20,10,0.25,1.2,1.1785502914040245,1.152461095756916,1.1915104334942668,0.6036648478835979,0.6064364048109508,-0.5672749817368742
basic,1680,20,10,0.25,2.5,1.176341295962513,1.1558930431121077,1.2037073196277273,0.608015873015873,0.6075320385242696,-0.5596425624567574
basic,1680,20,10,0.5,1.05,1.195214717039656,1.1727948663668442,1.2180498363326837,0.5948834325396825,0.636708204203069,-0.6212905595566673
