access,w_eff,n_vis,n_nat,eps,T,rho,idle,solo_vis,solo_self,coll_vis,coll_txv,coll_self
basic,210,5,0,0.57633,0.59108,1.0,0.698135,0.215085,0.040389,0.08678,0.040552,0.042011
basic,210,5,0,0.73594,0.53288,1.0,0.659133,0.223815,0.042264,0.117053,0.056744,0.058618
basic,210,5,0,0.93975,0.44822,1.0,0.625579,0.211757,0.038769,0.162663,0.084239,0.085124
basic,210,5,0,1.2,0.40847,1.0,0.572914,0.222879,0.048216,0.204207,0.1091,0.11203
basic,210,5,5,0.05,0.7764,0.16646,0.699507,0.015735,0.002466,0.006811,0.001386,0.001292
basic,210,5,5,0.06385,0.77442,0.16481,0.699848,0.015693,0.002225,0.007261,0.001476,0.001288
basic,210,5,5,0.08153,0.76546,0.17576,0.698078,0.017346,0.002227,0.008439,0.001735,0.001875
basic,210,5,5,0.10411,0.76675,0.18273,0.696021,0.017895,0.002826,0.008947,0.001884,0.002001
basic,210,5,5,0.13294,0.76476,0.19797,0.694592,0.020353,0.003905,0.010176,0.00213,0.001657
basic,210,5,5,0.16975,0.76133,0.22909,0.691018,0.023234,0.003952,0.013293,0.00285,0.002395
basic,210,5,5,0.21677,0.77306,0.30891,0.679389,0.031642,0.00591,0.015267,0.003349,0.001601
basic,210,5,5,0.2768,0.75129,0.39129,0.680338,0.039789,0.00808,0.019711,0.004505,0.003428
basic,210,5,5,0.35345,0.73782,0.5422,0.671193,0.055325,0.00943,0.027285,0.006714,0.005533
basic,210,5,5,0.45134,0.71258,0.64561,0.662702,0.066193,0.01073,0.041112,0.011222,0.010601
basic,210,5,5,0.57633,0.68709,0.76021,0.649741,0.080996,0.015655,0.053362,0.016281,0.016608
basic,210,5,5,0.73594,0.65206,0.88184,0.636901,0.093803,0.019014,0.066197,0.023352,0.021549
basic,210,5,5,0.93975,0.57994,0.94339,0.62254,0.094812,0.01774,0.093769,0.036524,0.035182
basic,210,5,5,1.2,0.53924,1.01728,0.603723,0.100541,0.020522,0.113427,0.049125,0.043748
basic,210,5,10,0.05,0.67025,0.18472,0.598559,0.011728,0.001978,0.006924,0.001413,0.001272
basic,210,5,10,0.06385,0.67357,0.1865,0.597594,0.012173,0.002123,0.007077,0.001444,0.001415
basic,210,5,10,0.08153,0.66851,0.1794,0.599634,0.011688,0.001831,0.007745,0.001605,0.001267
basic,210,5,10,0.10411,0.6676,0.19145,0.59873,0.012562,0.001835,0.008469,0.001722,0.00127
basic,210,5,10,0.13294,0.66124,0.21687,0.597566,0.013867,0.002123,0.009056,0.00184,0.001274
basic,210,5,10,0.16975,0.65806,0.23124,0.598924,0.014729,0.002691,0.009772,0.002011,0.001558
basic,210,5,10,0.21677,0.65597,0.25567,0.598753,0.01686,0.003967,0.012185,0.002579,0.001984
basic,210,5,10,0.2768,0.6674,0.28793,0.594471,0.019768,0.003724,0.013322,0.002865,0.002292
basic,210,5,10,0.35345,0.65637,0.31896,0.587048,0.023523,0.005082,0.017715,0.003891,0.003775
basic,210,5,10,0.45134,0.6456,0.42736,0.58671,0.030794,0.006336,0.026963,0.006188,0.005894
basic,210,5,10,0.57633,0.6495,0.54874,0.573949,0.040657,0.007518,0.032218,0.007456,0.007057
basic,210,5,10,0.73594,0.61751,0.64649,0.567162,0.048357,0.008534,0.049147,0.012737,0.011536
basic,210,5,10,0.93975,0.58884,0.7911,0.558105,0.060318,0.013932,0.073103,0.022685,0.024094
basic,210,5,10,1.2,0.5362,0.99812,0.545565,0.070957,0.01513,0.102783,0.036452,0.037391
basic,210,5,20,0.05,0.49094,0.16934,0.503444,0.006047,0.001008,0.006719,0.001344,0.00084
basic,210,5,20,0.06385,0.49284,0.17488,0.502777,0.006228,0.00101,0.006901,0.00138,0.000842
basic,210,5,20,0.08153,0.4864,0.1701,0.504284,0.006047,0.001008,0.007391,0.001478,0.001008
basic,210,5,20,0.10411,0.48591,0.17027,0.504452,0.006047,0.001008,0.007559,0.001512,0.001008
basic,210,5,20,0.13294,0.48333,0.1734,0.505456,0.006211,0.001343,0.008729,0.001746,0.001343
basic,210,5,20,0.16975,0.48425,0.212,0.50513,0.007401,0.001514,0.009251,0.00185,0.001514
basic,210,5,20,0.21677,0.47471,0.21734,0.504553,0.00742,0.001518,0.011636,0.002327,0.002192
basic,210,5,20,0.2768,0.47037,0.25031,0.503555,0.008632,0.001523,0.011679,0.002336,0.0022
basic,210,5,20,0.35345,0.48104,0.27718,0.500255,0.01022,0.001703,0.012434,0.002487,0.002214
basic,210,5,20,0.45134,0.47532,0.30806,0.496986,0.011538,0.001894,0.015671,0.003203,0.003444
basic,210,5,20,0.57633,0.46002,0.34428,0.498619,0.012258,0.001899,0.020718,0.004385,0.00518
basic,210,5,20,0.73594,0.45977,0.49335,0.498433,0.017764,0.002438,0.027517,0.005991,0.005573
basic,210,5,20,0.93975,0.46332,0.60468,0.490242,0.022381,0.004655,0.039212,0.008953,0.008057
basic,210,5,20,1.2,0.44649,0.68408,0.488849,0.025929,0.004714,0.053853,0.014869,0.014325
basic,210,20,0,0.05,0.73866,1.0,0.879458,0.111164,0.00575,0.009378,0.000979,0.001095
basic,210,20,0,0.06385,0.73902,1.0,0.869998,0.118284,0.005601,0.011718,0.00122,0.001032
basic,210,20,0,0.08153,0.74535,1.0,0.855857,0.130764,0.007247,0.013379,0.001441,0.001593
basic,210,20,0,0.10411,0.74737,1.0,0.836529,0.145813,0.007491,0.017658,0.001944,0.001962
basic,210,20,0,0.13294,0.7282,1.0,0.823765,0.152546,0.007928,0.023689,0.002531,0.003248
basic,210,20,0,0.16975,0.72425,1.0,0.792049,0.176588,0.010602,0.031364,0.003363,0.003865
basic,210,20,0,0.21677,0.70376,1.0,0.76705,0.191237,0.011388,0.041713,0.004586,0.004208
basic,210,20,0,0.2768,0.6797,1.0,0.742495,0.205922,0.009416,0.051583,0.005854,0.005186
basic,210,20,0,0.35345,0.6576,1.0,0.710767,0.222556,0.012164,0.066677,0.007719,0.006908
basic,210,20,0,0.45134,0.61744,1.0,0.678058,0.233801,0.013872,0.088141,0.010574,0.008459
basic,210,20,0,0.57633,0.56737,1.0,0.643577,0.239358,0.010829,0.117065,0.014563,0.01531
basic,210,20,0,0.73594,0.54229,1.0,0.603683,0.255284,0.010881,0.141034,0.018623,0.020716
basic,210,20,0,0.93975,0.48912,1.0,0.575138,0.251608,0.009881,0.173254,0.025506,0.025735
basic,210,20,0,1.2,0.43916,1.0,0.535112,0.250944,0.012585,0.213944,0.033992,0.040775
basic,210,20,5,0.05,0.75266,0.31629,0.670952,0.051032,0.002597,0.025321,0.001493,0.001428
basic,210,20,5,0.06385,0.75644,0.32574,0.667406,0.054149,0.003262,0.025705,0.001494,0.001696
basic,210,20,5,0.08153,0.74962,0.3407,0.667098,0.056282,0.002976,0.026912,0.001572,0.001682
basic,210,20,5,0.10411,0.73525,0.35778,0.664526,0.059363,0.002621,0.031713,0.0019,0.001835
basic,210,20,5,0.13294,0.73797,0.38618,0.662582,0.064032,0.002767,0.032411,0.002115,0.001713
basic,210,20,5,0.16975,0.74196,0.42458,0.653443,0.073696,0.003497,0.033082,0.002125,0.001479
basic,210,20,5,0.21677,0.72142,0.46442,0.650144,0.080652,0.003834,0.04327,0.002828,0.003012
basic,210,20,5,0.2768,0.69621,0.51643,0.647792,0.08736,0.003461,0.051087,0.003475,0.003184
basic,210,20,5,0.35345,0.68205,0.55316,0.638359,0.09353,0.003299,0.057667,0.004361,0.004304
basic,210,20,5,0.45134,0.6456,0.58233,0.625443,0.099734,0.003546,0.073434,0.006058,0.00591
basic,210,20,5,0.57633,0.6309,0.64207,0.609302,0.114419,0.004031,0.085426,0.007527,0.009302
basic,210,20,5,0.73594,0.59513,0.69448,0.597143,0.121084,0.005843,0.100633,0.009666,0.008116
basic,210,20,5,0.93975,0.52945,0.74206,0.584568,0.122637,0.006813,0.129961,0.014572,0.014137
basic,210,20,5,1.2,0.4886,0.78185,0.571505,0.124132,0.006589,0.146928,0.01927,0.017988
basic,210,20,10,0.05,0.64763,0.27747,0.582634,0.037845,0.002594,0.028994,0.001648,0.001373
basic,210,20,10,0.06385,0.64076,0.28346,0.584601,0.038192,0.00213,0.030584,0.001727,0.001674
basic,210,20,10,0.08153,0.63647,0.29411,0.583893,0.039811,0.002288,0.031879,0.001785,0.00183
basic,210,20,10,0.10411,0.63813,0.295,0.580408,0.041852,0.001226,0.033267,0.001878,0.001533
basic,210,20,10,0.13294,0.63951,0.30663,0.57805,0.043404,0.00186,0.034413,0.001984,0.00186
basic,210,20,10,0.16975,0.62561,0.33284,0.574615,0.046968,0.002042,0.038957,0.002191,0.001571
basic,210,20,10,0.21677,0.63456,0.35675,0.57127,0.05228,0.002384,0.040362,0.002384,0.002384
basic,210,20,10,0.2768,0.62013,0.41308,0.570882,0.061234,0.002711,0.046564,0.00287,0.002551
basic,210,20,10,0.35345,0.61944,0.42112,0.562592,0.062022,0.002605,0.054045,0.00341,0.001791
basic,210,20,10,0.45134,0.61668,0.48333,0.553688,0.072257,0.003697,0.061334,0.003991,0.003361
basic,210,20,10,0.57633,0.57292,0.54032,0.552563,0.076817,0.004316,0.080787,0.005766,0.003625
basic,210,20,10,0.73594,0.56218,0.59462,0.537378,0.089744,0.004695,0.098411,0.007792,0.005778
basic,210,20,10,0.93975,0.51805,0.63898,0.532733,0.091026,0.006252,0.119713,0.010905,0.011401
basic,210,20,10,1.2,0.49722,0.71212,0.519947,0.104103,0.005699,0.135448,0.014058,0.015767
basic,210,20,20,0.05,0.47033,0.34144,0.493133,0.031081,0.001265,0.036321,0.001988,0.001807
basic,210,20,20,0.06385,0.46939,0.3428,0.493029,0.031142,0.001267,0.037299,0.002028,0.001811
basic,210,20,20,0.08153,0.46858,0.33414,0.491667,0.030616,0.000906,0.0375,0.002047,0.001812
basic,210,20,20,0.10411,0.47248,0.34093,0.487961,0.031375,0.000912,0.037213,0.002052,0.001824
basic,210,20,20,0.13294,0.47219,0.34217,0.487404,0.031763,0.00073,0.038153,0.00209,0.001825
basic,210,20,20,0.16975,0.47719,0.35103,0.485808,0.033144,0.001465,0.038638,0.002152,0.001648
basic,210,20,20,0.21677,0.47725,0.36798,0.485588,0.033964,0.001836,0.040756,0.002286,0.001836
basic,210,20,20,0.2768,0.46837,0.38574,0.484603,0.035036,0.001106,0.043518,0.002425,0.002028
basic,210,20,20,0.35345,0.48056,0.43501,0.484177,0.040767,0.001489,0.046351,0.002615,0.002048
basic,210,20,20,0.45134,0.46929,0.45316,0.484384,0.043202,0.002057,0.053114,0.003039,0.002618
basic,210,20,20,0.57633,0.44813,0.48632,0.483336,0.045378,0.001883,0.061194,0.003521,0.003766
basic,210,20,20,0.73594,0.4434,0.52526,0.476896,0.048903,0.002118,0.071621,0.004419,0.005006
basic,210,20,20,0.93975,0.43552,0.51889,0.471871,0.051003,0.001557,0.086237,0.005898,0.007008
basic,210,20,20,1.2,0.41639,0.60719,0.469649,0.057508,0.002396,0.109625,0.008656,0.009784
basic,210,50,0,0.05,0.73791,1.0,0.802884,0.172092,0.002969,0.025024,0.001039,0.001166
basic,210,50,0,0.06385,0.7326,1.0,0.790643,0.180996,0.004355,0.028361,0.001186,0.001228
basic,210,50,0,0.08153,0.7349,1.0,0.773544,0.194428,0.003453,0.032028,0.001383,0.001786
basic,210,50,0,0.10411,0.71673,1.0,0.761994,0.200327,0.00314,0.037679,0.001623,0.002135
basic,210,50,0,0.13294,0.71325,1.0,0.742154,0.215503,0.005141,0.042343,0.001845,0.002165
basic,210,50,0,0.16975,0.68756,1.0,0.727195,0.219676,0.004439,0.053129,0.002308,0.002148
basic,210,50,0,0.21677,0.64713,1.0,0.706712,0.223414,0.004291,0.069874,0.003086,0.003984
basic,210,50,0,0.2768,0.62513,1.0,0.673074,0.240866,0.005195,0.086061,0.003962,0.003636
basic,210,50,0,0.35345,0.59026,1.0,0.649433,0.243072,0.005021,0.107495,0.005077,0.006509
basic,210,50,0,0.45134,0.55703,1.0,0.622819,0.249363,0.004509,0.127818,0.006191,0.005293
basic,210,50,0,0.57633,0.54901,1.0,0.585185,0.271024,0.004139,0.143791,0.007298,0.008061
basic,210,50,0,0.73594,0.50529,1.0,0.554901,0.268143,0.005655,0.176956,0.009713,0.008954
basic,210,50,0,0.93975,0.45806,1.0,0.524627,0.264677,0.003731,0.210697,0.012184,0.012687
basic,210,50,0,1.2,0.40778,1.0,0.501353,0.250541,0.005141,0.248106,0.015882,0.018939
basic,210,50,5,0.05,0.71185,0.515,0.630528,0.103239,0.002367,0.051472,0.001461,0.001331
basic,210,50,5,0.06385,0.69459,0.50772,0.625205,0.102434,0.002538,0.054502,0.001547,0.001941
basic,210,50,5,0.08153,0.68867,0.53257,0.623822,0.107437,0.002544,0.057908,0.001628,0.001945
basic,210,50,5,0.10411,0.6835,0.54838,0.620305,0.112687,0.001961,0.061548,0.001717,0.002564
basic,210,50,5,0.13294,0.69568,0.58062,0.616736,0.121899,0.00262,0.062567,0.001899,0.002312
basic,210,50,5,0.16975,0.67796,0.61697,0.613764,0.127029,0.001873,0.068664,0.002104,0.002809
basic,210,50,5,0.21677,0.68511,0.61515,0.603771,0.132609,0.003355,0.071577,0.002218,0.001917
basic,210,50,5,0.2768,0.64748,0.61733,0.600454,0.128159,0.003078,0.083117,0.002625,0.001458
basic,210,50,5,0.35345,0.63413,0.66944,0.589,0.141,0.002667,0.094167,0.003037,0.001667
basic,210,50,5,0.45134,0.60498,0.69207,0.583859,0.143491,0.003583,0.105102,0.003832,0.002389
basic,210,50,5,0.57633,0.59697,0.72966,0.577399,0.152011,0.002612,0.111266,0.004458,0.005224
basic,210,50,5,0.73594,0.53439,0.74125,0.565414,0.147452,0.004156,0.140405,0.005847,0.005963
basic,210,50,5,0.93975,0.48444,0.74643,0.556012,0.138723,0.002987,0.163368,0.007554,0.008215
basic,210,50,5,1.2,0.47019,0.78738,0.540223,0.148768,0.004042,0.168591,0.008922,0.008276
basic,210,50,10,0.05,0.6179,0.44708,0.5521,0.083981,0.001555,0.063245,0.001597,0.002074
basic,210,50,10,0.06385,0.61008,0.45028,0.549687,0.084955,0.001216,0.064454,0.00165,0.001911
basic,210,50,10,0.08153,0.60482,0.46274,0.547262,0.089118,0.001046,0.066969,0.001706,0.001918
basic,210,50,10,0.10411,0.61121,0.47695,0.542772,0.094326,0.00123,0.069208,0.001781,0.001932
basic,210,50,10,0.13294,0.60588,0.48285,0.5414,0.092573,0.000888,0.074627,0.001979,0.001955
basic,210,50,10,0.16975,0.61102,0.49541,0.536146,0.09771,0.001262,0.075897,0.002055,0.001442
basic,210,50,10,0.21677,0.60348,0.51633,0.534837,0.101328,0.002365,0.079134,0.002168,0.002183
basic,210,50,10,0.2768,0.57517,0.52566,0.530972,0.100519,0.001669,0.091803,0.002615,0.002411
basic,210,50,10,0.35345,0.59516,0.56244,0.514559,0.115517,0.002107,0.092529,0.00277,0.002682
basic,210,50,10,0.45134,0.58173,0.56767,0.516663,0.116163,0.002119,0.100944,0.003132,0.002697
basic,210,50,10,0.57633,0.53844,0.63605,0.516547,0.119605,0.001935,0.119799,0.003875,0.00329
basic,210,50,10,0.73594,0.53249,0.64294,0.503693,0.125374,0.001597,0.134159,0.004564,0.004791
basic,210,50,10,0.93975,0.49089,0.65101,0.498269,0.120953,0.002036,0.153533,0.006015,0.005701
basic,210,50,10,1.2,0.45806,0.66321,0.482523,0.119991,0.002984,0.177323,0.007707,0.005328
basic,210,50,20,0.05,0.44658,0.46099,0.465265,0.063263,0.001401,0.08048,0.00197,0.002402
basic,210,50,20,0.06385,0.44883,0.46336,0.4656,0.0636,0.0016,0.08,0.001952,0.0026
basic,210,50,20,0.08153,0.4482,0.46207,0.465465,0.063263,0.001802,0.081081,0.001994,0.002202
basic,210,50,20,0.10411,0.45646,0.46676,0.464551,0.066078,0.002008,0.081141,0.002,0.00241
basic,210,50,20,0.13294,0.45819,0.49584,0.465698,0.070621,0.002018,0.081921,0.00201,0.001412
basic,210,50,20,0.16975,0.45329,0.516,0.467003,0.071241,0.001413,0.086781,0.002135,0.001413
basic,210,50,20,0.21677,0.44777,0.49934,0.47093,0.067763,0.001604,0.090217,0.002233,0.001804
basic,210,50,20,0.2768,0.44178,0.49293,0.465475,0.066003,0.001625,0.095248,0.00238,0.002843
basic,210,50,20,0.35345,0.44744,0.49777,0.461885,0.067828,0.001434,0.09918,0.00252,0.002254
basic,210,50,20,0.45134,0.43085,0.50737,0.459739,0.067688,0.001863,0.108466,0.002848,0.002898
basic,210,50,20,0.57633,0.43418,0.54657,0.453457,0.075856,0.001471,0.113679,0.00316,0.003152
basic,210,50,20,0.73594,0.41837,0.57243,0.44939,0.079606,0.000856,0.129467,0.003792,0.003638
basic,210,50,20,0.93975,0.38638,0.56225,0.452769,0.073851,0.000859,0.151567,0.00486,0.005367
basic,210,50,20,1.2,0.37446,0.57193,0.451844,0.0718,0.001085,0.165076,0.005952,0.007809
basic,420,5,0,0.05,0.73588,1.0,0.921669,0.073307,0.014762,0.005024,0.002077,0.002321
basic,420,5,0,0.06385,0.74844,1.0,0.90419,0.088414,0.018982,0.007396,0.003031,0.003121
basic,420,5,0,0.08153,0.75635,1.0,0.885883,0.103745,0.02045,0.010371,0.004318,0.004519
basic,420,5,0,0.10411,0.74707,1.0,0.863844,0.120341,0.024922,0.015814,0.006554,0.006402
basic,420,5,0,0.13294,0.72537,1.0,0.839441,0.136531,0.027486,0.024028,0.010096,0.010285
basic,420,5,0,0.16975,0.70779,1.0,0.808851,0.157512,0.032015,0.033637,0.014354,0.014857
basic,420,5,0,0.21677,0.68175,1.0,0.77548,0.176781,0.036142,0.047739,0.020728,0.019513
basic,420,5,0,0.2768,0.65083,1.0,0.739019,0.195451,0.038862,0.065531,0.029635,0.030947
basic,420,5,0,0.35345,0.60256,1.0,0.699729,0.210427,0.041561,0.089843,0.041249,0.039921
basic,420,5,0,0.45134,0.5663,1.0,0.655503,0.226058,0.04619,0.118438,0.056218,0.059078
basic,420,5,0,0.57633,0.49414,1.0,0.612691,0.226998,0.047296,0.16031,0.07897,0.082094
basic,420,5,0,0.73594,0.44778,1.0,0.566451,0.234258,0.04805,0.199291,0.104291,0.101235
basic,420,5,0,0.93975,0.38439,1.0,0.517558,0.228121,0.041564,0.254321,0.136982,0.138272
basic,420,5,0,1.2,0.31984,1.0,0.468141,0.212962,0.042842,0.318897,0.201901,0.211092
basic,420,5,5,0.05,0.77012,0.11154,0.694321,0.010811,0.002065,0.004009,0.000814,0.00079
basic,420,5,5,0.06385,0.76825,0.1236,0.69379,0.012078,0.002196,0.004392,0.000903,0.001037
basic,420,5,5,0.08153,0.76688,0.1433,0.692977,0.013777,0.002817,0.005695,0.001188,0.001531
basic,420,5,5,0.10411,0.76129,0.15666,0.690721,0.015332,0.003202,0.007635,0.001576,0.001909
basic,420,5,5,0.13294,0.76391,0.22384,0.684052,0.022837,0.003964,0.010884,0.002366,0.002831
basic,420,5,5,0.16975,0.75531,0.27062,0.678914,0.028229,0.005569,0.014787,0.003252,0.003137
basic,420,5,5,0.21677,0.73669,0.38021,0.671192,0.039404,0.008146,0.02298,0.005364,0.005232
basic,420,5,5,0.2768,0.72554,0.53579,0.654656,0.058711,0.012011,0.032358,0.00804,0.008831
basic,420,5,5,0.35345,0.6932,0.69257,0.639234,0.07715,0.015369,0.052468,0.014764,0.01325
basic,420,5,5,0.45134,0.65759,0.87846,0.614646,0.101862,0.018701,0.073728,0.023649,0.021101
basic,420,5,5,0.57633,0.61362,1.03224,0.592161,0.119921,0.023948,0.099112,0.036236,0.036685
basic,420,5,5,0.73594,0.54928,1.14498,0.565461,0.132101,0.027128,0.133183,0.055848,0.053273
basic,420,5,5,0.93975,0.49222,1.24823,0.539093,0.138987,0.027307,0.167467,0.077717,0.07712
basic,420,5,5,1.2,0.42554,1.28163,0.511228,0.136257,0.026901,0.210994,0.119158,0.119883
basic,420,5,10,0.05,0.63247,0.10887,0.591588,0.007549,0.00131,0.004853,0.000971,0.001078
basic,420,5,10,0.06385,0.62597,0.11169,0.592929,0.007548,0.001386,0.005854,0.001202,0.001078
basic,420,5,10,0.08153,0.62962,0.11114,0.591341,0.007422,0.001314,0.006494,0.001345,0.00116
basic,420,5,10,0.10411,0.63284,0.12103,0.589722,0.008086,0.001088,0.007153,0.001477,0.001477
basic,420,5,10,0.13294,0.63808,0.15519,0.590775,0.010501,0.001867,0.007545,0.001556,0.001167
basic,420,5,10,0.16975,0.63493,0.19003,0.592428,0.012593,0.001943,0.009795,0.00199,0.001632
basic,420,5,10,0.21677,0.63447,0.23784,0.588063,0.016364,0.002372,0.013439,0.00283,0.002213
basic,420,5,10,0.2768,0.63147,0.31476,0.582237,0.022204,0.004683,0.017037,0.003746,0.004441
basic,420,5,10,0.35345,0.63336,0.44205,0.576498,0.032993,0.006731,0.027757,0.006515,0.0059
basic,420,5,10,0.45134,0.6033,0.67928,0.570971,0.049477,0.010899,0.046795,0.012023,0.011504
basic,420,5,10,0.57633,0.59728,0.93963,0.555831,0.073341,0.01366,0.069215,0.0196,0.020352
basic,420,5,10,0.73594,0.56291,1.18076,0.531278,0.093883,0.017788,0.100208,0.033501,0.031426
basic,420,5,10,0.93975,0.52007,1.39322,0.508386,0.113236,0.025852,0.133533,0.05117,0.048072
basic,420,5,10,1.2,0.44727,1.48979,0.486039,0.110422,0.0239,0.178559,0.085465,0.085718
basic,420,5,20,0.05,0.44271,0.16744,0.515171,0.005269,0.000999,0.006268,0.001254,0.00109
basic,420,5,20,0.06385,0.44233,0.15821,0.514769,0.004908,0.000909,0.006725,0.001345,0.001272
basic,420,5,20,0.08153,0.4424,0.16374,0.51552,0.005264,0.000998,0.006716,0.001343,0.001089
basic,420,5,20,0.10411,0.44339,0.16472,0.516579,0.005345,0.000997,0.007429,0.001486,0.001268
basic,420,5,20,0.13294,0.44666,0.17422,0.51546,0.00582,0.001,0.007912,0.001601,0.001364
basic,420,5,20,0.16975,0.44928,0.18341,0.514119,0.006123,0.000914,0.008955,0.001809,0.001371
basic,420,5,20,0.21677,0.45201,0.23765,0.51246,0.008092,0.001471,0.010299,0.002078,0.001379
basic,420,5,20,0.2768,0.45054,0.29977,0.511695,0.010354,0.002034,0.012665,0.002607,0.003143
basic,420,5,20,0.35345,0.44761,0.34575,0.511435,0.011993,0.00251,0.015526,0.003254,0.00344
basic,420,5,20,0.45134,0.45562,0.39398,0.508675,0.014255,0.00272,0.019694,0.004258,0.00422
basic,420,5,20,0.57633,0.4475,0.59888,0.504118,0.021835,0.002969,0.031986,0.007106,0.00747
basic,420,5,20,0.73594,0.44645,0.74508,0.498868,0.028436,0.005412,0.048509,0.012044,0.012595
basic,420,5,20,0.93975,0.43899,1.06376,0.487942,0.041999,0.009095,0.069896,0.019599,0.02054
basic,420,5,20,1.2,0.40684,1.48102,0.474403,0.057158,0.011605,0.110412,0.038069,0.03872
basic,420,20,0,0.05,0.77527,1.0,0.873672,0.115277,0.005473,0.011051,0.001155,0.000883
basic,420,20,0,0.06385,0.7654,1.0,0.857098,0.127427,0.006537,0.015475,0.00162,0.001378
basic,420,20,0,0.08153,0.75936,1.0,0.834153,0.145015,0.007485,0.020832,0.002187,0.002525
basic,420,20,0,0.10411,0.75031,1.0,0.812864,0.161176,0.007236,0.02596,0.002809,0.002884
basic,420,20,0,0.13294,0.73358,1.0,0.784805,0.179562,0.009359,0.035633,0.00388,0.003313
basic,420,20,0,0.16975,0.69746,1.0,0.750149,0.197515,0.01011,0.052336,0.005719,0.005947
basic,420,20,0,0.21677,0.644,1.0,0.722276,0.205155,0.009508,0.072569,0.008256,0.00869
basic,420,20,0,0.2768,0.6303,1.0,0.682935,0.227872,0.011989,0.089193,0.010441,0.010373
basic,420,20,0,0.35345,0.59812,1.0,0.647998,0.240933,0.013317,0.111069,0.013463,0.012372
basic,420,20,0,0.45134,0.55629,1.0,0.609669,0.251182,0.012191,0.139149,0.017488,0.018917
basic,420,20,0,0.57633,0.50332,1.0,0.578011,0.247257,0.015244,0.174731,0.022988,0.02379
basic,420,20,0,0.73594,0.46929,1.0,0.53779,0.256615,0.012533,0.205596,0.028377,0.023547
basic,420,20,0,0.93975,0.42338,1.0,0.502351,0.250553,0.012721,0.247096,0.037092,0.037058
basic,420,20,0,1.2,0.37135,1.0,0.463411,0.242516,0.011944,0.294073,0.051293,0.05186
basic,420,20,5,0.05,0.748,0.2438,0.671047,0.040879,0.001924,0.017188,0.000932,0.001062
basic,420,20,5,0.06385,0.74474,0.27284,0.672199,0.045309,0.002142,0.019877,0.001108,0.000803
basic,420,20,5,0.08153,0.74152,0.29844,0.665871,0.050481,0.002251,0.023535,0.001344,0.000614
basic,420,20,5,0.10411,0.74138,0.32356,0.656933,0.056567,0.00268,0.02786,0.00164,0.001481
basic,420,20,5,0.13294,0.72109,0.37604,0.657228,0.065694,0.002902,0.033838,0.002071,0.001911
basic,420,20,5,0.16975,0.71501,0.43968,0.642681,0.078316,0.003665,0.042711,0.002704,0.001795
basic,420,20,5,0.21677,0.68847,0.49884,0.628843,0.092081,0.005426,0.056853,0.003904,0.004482
basic,420,20,5,0.2768,0.68697,0.58753,0.611688,0.113362,0.005526,0.065807,0.004936,0.005693
basic,420,20,5,0.35345,0.63895,0.67222,0.594387,0.128531,0.006257,0.089024,0.007352,0.007866
basic,420,20,5,0.45134,0.60513,0.73705,0.575095,0.143277,0.006913,0.110701,0.010071,0.009091
basic,420,20,5,0.57633,0.56404,0.7871,0.560307,0.150219,0.007376,0.134071,0.013352,0.013955
basic,420,20,5,0.73594,0.53461,0.84584,0.537049,0.16465,0.008386,0.156794,0.01742,0.015817
basic,420,20,5,0.93975,0.49262,0.88313,0.520068,0.165404,0.007914,0.183041,0.02273,0.024194
basic,420,20,5,1.2,0.41552,0.90269,0.505443,0.152052,0.007537,0.22084,0.032893,0.031463
basic,420,20,10,0.05,0.62923,0.1939,0.580445,0.027878,0.001553,0.020847,0.001112,0.001308
basic,420,20,10,0.06385,0.63703,0.19886,0.579551,0.029248,0.001639,0.020891,0.001118,0.001229
basic,420,20,10,0.08153,0.63806,0.21715,0.577003,0.031563,0.00174,0.02361,0.001272,0.000994
basic,420,20,10,0.10411,0.62762,0.24544,0.576447,0.036708,0.002491,0.025745,0.001374,0.000997
basic,420,20,10,0.13294,0.62728,0.27295,0.574588,0.040952,0.002691,0.030525,0.001669,0.00143
basic,420,20,10,0.16975,0.63462,0.30159,0.57116,0.046528,0.002737,0.035836,0.002027,0.001625
basic,420,20,10,0.21677,0.62031,0.34609,0.568532,0.053284,0.002513,0.043493,0.002534,0.001906
basic,420,20,10,0.2768,0.60384,0.4208,0.560223,0.065395,0.004048,0.059009,0.003576,0.002519
basic,420,20,10,0.35345,0.59236,0.51454,0.553879,0.078607,0.004191,0.071621,0.004959,0.005029
basic,420,20,10,0.45134,0.57362,0.59288,0.537149,0.095554,0.005363,0.091946,0.006864,0.00702
basic,420,20,10,0.57633,0.56005,0.70518,0.521216,0.116817,0.005187,0.112564,0.009275,0.008403
basic,420,20,10,0.73594,0.51541,0.74806,0.505498,0.118998,0.006532,0.143168,0.0135,0.012847
basic,420,20,10,0.93975,0.47227,0.84572,0.491125,0.130475,0.007146,0.176349,0.019393,0.018672
basic,420,20,10,1.2,0.43685,0.8994,0.467845,0.137457,0.007241,0.207167,0.027479,0.027614
basic,420,20,20,0.05,0.47127,0.23494,0.505868,0.021957,0.000852,0.01855,0.000975,0.00123
basic,420,20,20,0.06385,0.46827,0.24745,0.504709,0.023309,0.001142,0.019408,0.001027,0.001047
basic,420,20,20,0.08153,0.46777,0.26008,0.502682,0.02433,0.001245,0.02136,0.001135,0.001341
basic,420,20,20,0.10411,0.46068,0.27459,0.503063,0.025464,0.00134,0.022975,0.001225,0.001244
