access,w_eff,n_vis,n_nat,eps,T,rho,idle,solo_vis,solo_self,coll_vis,coll_txv,coll_self
rts,420,20,10,0.16975,0.71969,0.33601,0.575032,0.04995,0.002444,0.038091,0.002217,0.002228
rts,420,20,10,0.21677,0.72051,0.40433,0.568079,0.059459,0.003214,0.049525,0.002995,0.002849
rts,420,20,10,0.2768,0.72739,0.48366,0.55317,0.075519,0.004523,0.058269,0.003849,0.003603
rts,420,20,10,0.35345,0.71872,0.59431,0.542003,0.092011,0.004269,0.080729,0.00571,0.005412
rts,420,20,10,0.45134,0.71785,0.70366,0.523379,0.111513,0.005029,0.108448,0.008515,0.008959
rts,420,20,10,0.57633,0.70807,0.80201,0.499004,0.12728,0.006531,0.142174,0.013759,0.014337
rts,420,20,10,0.73594,0.69399,0.90222,0.473776,0.1423,0.008197,0.182889,0.021062,0.020852
rts,420,20,10,0.93975,0.66985,0.98214,0.437914,0.1506,0.007021,0.243768,0.040951,0.03976
rts,420,20,10,1.2,0.61496,1.05353,0.370441,0.141185,0.007371,0.350304,0.101706,0.101976
rts,420,20,20,0.05,0.64019,0.24821,0.513977,0.021061,0.001095,0.020868,0.001098,0.000837
rts,420,20,20,0.06385,0.63949,0.26669,0.513045,0.022225,0.000902,0.022096,0.001153,0.000837
rts,420,20,20,0.08153,0.63932,0.27999,0.512025,0.023148,0.001032,0.022116,0.001151,0.000774
rts,420,20,20,0.10411,0.64163,0.29388,0.509679,0.025419,0.001043,0.024571,0.001294,0.001304
rts,420,20,20,0.13294,0.64534,0.30719,0.507035,0.027413,0.001387,0.02662,0.001423,0.001651
rts,420,20,20,0.16975,0.64297,0.35507,0.510192,0.030838,0.000784,0.030576,0.001676,0.001764
rts,420,20,20,0.21677,0.6486,0.37407,0.504045,0.03437,0.00127,0.034972,0.001936,0.002273
rts,420,20,20,0.2768,0.64189,0.42636,0.502112,0.03735,0.001782,0.045994,0.002557,0.002904
rts,420,20,20,0.35345,0.6503,0.50243,0.495914,0.045968,0.002043,0.057205,0.003361,0.00286
rts,420,20,20,0.45134,0.65095,0.59948,0.489203,0.056778,0.002829,0.075405,0.004743,0.00407
rts,420,20,20,0.57633,0.64821,0.74175,0.478861,0.07109,0.003628,0.096484,0.006743,0.008093
rts,420,20,20,0.73594,0.64664,0.87635,0.466152,0.086107,0.004249,0.126965,0.010101,0.010551
rts,420,20,20,0.93975,0.63616,0.98643,0.442917,0.096199,0.005655,0.178513,0.021165,0.021903
rts,420,20,20,1.2,0.608,1.16188,0.398023,0.108636,0.006374,0.256015,0.055074,0.056502
rts,420,50,0,0.05,0.74501,1.0,0.816922,0.160941,0.002914,0.022137,0.000928,0.000818
rts,420,50,0,0.06385,0.74387,1.0,0.797007,0.173497,0.003156,0.029497,0.001257,0.001633
rts,420,50,0,0.08153,0.75221,1.0,0.768446,0.195122,0.003423,0.036433,0.00158,0.001528
rts,420,50,0,0.10411,0.75122,1.0,0.744092,0.209307,0.004422,0.046601,0.002046,0.002178
rts,420,50,0,0.13294,0.7486,1.0,0.714075,0.223957,0.003939,0.061968,0.002774,0.002814
rts,420,50,0,0.16975,0.74657,1.0,0.67194,0.24564,0.004399,0.08242,0.003749,0.003396
rts,420,50,0,0.21677,0.74525,1.0,0.637684,0.262009,0.005227,0.100307,0.004714,0.004231
rts,420,50,0,0.2768,0.73262,1.0,0.5984,0.265379,0.004424,0.136221,0.006574,0.006977
rts,420,50,0,0.35345,0.73392,1.0,0.555821,0.289462,0.005246,0.154717,0.007623,0.008928
rts,420,50,0,0.45134,0.71651,1.0,0.519464,0.286273,0.005215,0.194263,0.009914,0.009592
rts,420,50,0,0.57633,0.70203,1.0,0.48251,0.282922,0.005425,0.234568,0.012443,0.011597
rts,420,50,0,0.73594,0.6883,1.0,0.455719,0.273637,0.004208,0.270644,0.016184,0.015898
rts,420,50,0,0.93975,0.66277,1.0,0.421053,0.260163,0.004265,0.318784,0.029503,0.030399
rts,420,50,0,1.2,0.6149,1.0,0.350548,0.232571,0.004719,0.416882,0.082477,0.071588
rts,420,50,5,0.05,0.75562,0.41071,0.647984,0.082016,0.002298,0.038432,0.000955,0.000975
rts,420,50,5,0.06385,0.75487,0.43425,0.642772,0.087427,0.002179,0.044908,0.00114,0.001195
rts,420,50,5,0.08153,0.75625,0.459,0.639106,0.093781,0.002775,0.045894,0.001184,0.001067
rts,420,50,5,0.10411,0.75671,0.50535,0.629146,0.103375,0.00226,0.053219,0.001404,0.000729
rts,420,50,5,0.13294,0.75537,0.51652,0.61418,0.111594,0.001874,0.064004,0.001788,0.001874
rts,420,50,5,0.16975,0.75397,0.58171,0.59957,0.130121,0.002383,0.074552,0.002226,0.001768
rts,420,50,5,0.21677,0.75285,0.65719,0.583089,0.147829,0.002768,0.089457,0.002889,0.00261
rts,420,50,5,0.2768,0.74785,0.69595,0.565596,0.15809,0.003544,0.110252,0.003914,0.004027
rts,420,50,5,0.35345,0.7407,0.75244,0.544203,0.174027,0.003359,0.132159,0.004982,0.00508
rts,420,50,5,0.45134,0.72533,0.79467,0.519779,0.180733,0.002356,0.165299,0.006796,0.005442
rts,420,50,5,0.57633,0.72095,0.82649,0.501818,0.19159,0.003883,0.180684,0.008154,0.006444
rts,420,50,5,0.73594,0.70546,0.86562,0.484947,0.190376,0.003895,0.215938,0.010583,0.010062
rts,420,50,5,0.93975,0.69048,0.88492,0.459497,0.190823,0.004208,0.247552,0.015776,0.016023
rts,420,50,5,1.2,0.64194,0.91022,0.411864,0.174126,0.003219,0.330779,0.05676,0.059856
rts,420,50,10,0.05,0.72919,0.37202,0.56142,0.071206,0.001523,0.045313,0.001075,0.001295
rts,420,50,10,0.06385,0.72742,0.3769,0.561177,0.072366,0.001821,0.048851,0.001174,0.001745
rts,420,50,10,0.08153,0.72563,0.39272,0.558215,0.076282,0.001894,0.05492,0.00133,0.001212
rts,420,50,10,0.10411,0.72575,0.4169,0.555301,0.079655,0.00122,0.059532,0.001456,0.001067
rts,420,50,10,0.13294,0.72842,0.45125,0.546144,0.088693,0.002188,0.064859,0.001599,0.001172
rts,420,50,10,0.16975,0.72447,0.49339,0.541184,0.098001,0.002178,0.078323,0.002021,0.001867
rts,420,50,10,0.21677,0.72376,0.56295,0.530904,0.113026,0.002134,0.091606,0.00251,0.00245
rts,420,50,10,0.2768,0.7194,0.59007,0.519442,0.118725,0.002231,0.105657,0.003146,0.003426
rts,420,50,10,0.35345,0.72221,0.653,0.50633,0.135975,0.002549,0.124055,0.004005,0.002877
rts,420,50,10,0.45134,0.71307,0.70411,0.489935,0.144113,0.002794,0.14781,0.005056,0.004519
rts,420,50,10,0.57633,0.70619,0.76345,0.475119,0.157357,0.002966,0.174246,0.006688,0.007497
rts,420,50,10,0.73594,0.70183,0.79888,0.454752,0.167004,0.002359,0.197337,0.008011,0.007162
rts,420,50,10,0.93975,0.67813,0.83447,0.439182,0.162478,0.003303,0.236104,0.014659,0.016191
rts,420,50,10,1.2,0.64827,0.88703,0.402333,0.160728,0.003784,0.301908,0.044983,0.046823
rts,420,50,20,0.05,0.65666,0.38447,0.491802,0.052536,0.000907,0.04828,0.001102,0.000837
rts,420,50,20,0.06385,0.65663,0.39037,0.492114,0.053385,0.000907,0.048709,0.001117,0.001117
rts,420,50,20,0.08153,0.65325,0.41814,0.489153,0.057363,0.001113,0.052079,0.001199,0.000904
rts,420,50,20,0.10411,0.66002,0.43412,0.48693,0.060591,0.001065,0.054553,0.001271,0.000781
rts,420,50,20,0.13294,0.66075,0.457,0.488014,0.063546,0.000851,0.059291,0.001401,0.001064
rts,420,50,20,0.16975,0.65627,0.46567,0.484703,0.063513,0.001621,0.068307,0.001616,0.001128
rts,420,50,20,0.21677,0.66241,0.5026,0.482491,0.070756,0.001079,0.077155,0.00187,0.001654
rts,420,50,20,0.2768,0.65923,0.53329,0.47837,0.076763,0.00122,0.087381,0.002184,0.002009
rts,420,50,20,0.35345,0.66522,0.59913,0.472546,0.086125,0.001033,0.1031,0.002703,0.00214
rts,420,50,20,0.45134,0.66172,0.6484,0.463638,0.094548,0.00148,0.114966,0.003112,0.002959
rts,420,50,20,0.57633,0.65831,0.68641,0.451975,0.103606,0.001646,0.143402,0.004388,0.004189
rts,420,50,20,0.73594,0.65459,0.77722,0.44603,0.114066,0.002017,0.162322,0.005392,0.005752
rts,420,50,20,0.93975,0.64579,0.81546,0.432019,0.118781,0.002241,0.195503,0.009063,0.008591
rts,420,50,20,1.2,0.62951,0.87658,0.412689,0.121726,0.002213,0.24242,0.023199,0.023829
rts,1680,5,0,0.05,0.75927,1.0,0.819934,0.144981,0.029345,0.035085,0.015044,0.015253
rts,1680,5,0,0.06385,0.75784,1.0,0.776457,0.167823,0.033427,0.05572,0.024398,0.024877
rts,1680,5,0,0.08153,0.75572,1.0,0.727787,0.190741,0.03693,0.081472,0.036437,0.036061
rts,1680,5,0,0.10411,0.75043,1.0,0.672804,0.21422,0.042193,0.112976,0.05152,0.051199
rts,1680,5,0,0.13294,0.74022,1.0,0.612477,0.232695,0.047579,0.154828,0.072321,0.071898
rts,1680,5,0,0.16975,0.73159,1.0,0.552968,0.251967,0.050943,0.195065,0.092629,0.092675
rts,1680,5,0,0.21677,0.71425,1.0,0.489871,0.258326,0.051993,0.251802,0.123937,0.12223
rts,1680,5,0,0.2768,0.69802,1.0,0.428452,0.264438,0.053119,0.30711,0.159474,0.162323
rts,1680,5,0,0.35345,0.64379,1.0,0.342839,0.23668,0.04557,0.420481,0.248391,0.248056
rts,1680,5,0,0.45134,0.59633,1.0,0.271281,0.211978,0.043345,0.516741,0.319554,0.320394
rts,1680,5,0,0.57633,0.409,1.0,0.163905,0.115757,0.022953,0.720338,0.495464,0.485622
rts,1680,5,0,0.73594,0.36873,1.0,0.118068,0.102861,0.019832,0.779071,0.489371,0.501842
rts,1680,5,0,0.93975,0.18449,1.0,0.074689,0.043155,0.008456,0.882155,0.584739,0.603297
rts,1680,5,0,1.2,0.31469,1.0,0.073704,0.084796,0.015754,0.8415,0.486706,0.492358
rts,1680,5,5,0.05,0.76234,0.20305,0.70703,0.019597,0.003586,0.007374,0.001621,0.001621
rts,1680,5,5,0.06385,0.76312,0.31777,0.69634,0.032277,0.006205,0.013535,0.003289,0.003215
rts,1680,5,5,0.08153,0.76701,0.48498,0.680428,0.051378,0.01035,0.021704,0.005755,0.005762
rts,1680,5,5,0.10411,0.76744,0.6972,0.654074,0.079219,0.014733,0.039029,0.011925,0.012665
rts,1680,5,5,0.13294,0.76322,0.91691,0.616105,0.112115,0.022637,0.067833,0.023692,0.023377
rts,1680,5,5,0.16975,0.75745,1.0962,0.571557,0.141902,0.028063,0.102973,0.039689,0.039137
rts,1680,5,5,0.21677,0.74646,1.27083,0.522429,0.170032,0.032921,0.151012,0.063882,0.062355
rts,1680,5,5,0.2768,0.73102,1.39446,0.466895,0.191195,0.036269,0.20735,0.095524,0.097001
rts,1680,5,5,0.35345,0.69583,1.49442,0.400677,0.194281,0.038216,0.297136,0.161189,0.158465
rts,1680,5,5,0.45134,0.64362,1.56032,0.326956,0.180428,0.034317,0.408513,0.241115,0.248338
rts,1680,5,5,0.57633,0.50813,1.58499,0.22428,0.121456,0.02365,0.599556,0.407804,0.413779
rts,1680,5,5,0.73594,0.42618,1.62467,0.153966,0.098953,0.020134,0.706484,0.439155,0.445022
rts,1680,5,5,0.93975,0.24633,1.47552,0.098879,0.043609,0.008558,0.829643,0.578388,0.557048
rts,1680,5,5,1.2,0.34397,1.70661,0.099601,0.077961,0.015531,0.795643,0.489025,0.477593
rts,1680,5,10,0.05,0.73836,0.11068,0.633874,0.007545,0.00157,0.004319,0.000884,0.000905
rts,1680,5,10,0.06385,0.73809,0.18292,0.63152,0.012771,0.002657,0.006977,0.001464,0.001388
rts,1680,5,10,0.08153,0.74062,0.31854,0.623345,0.022626,0.004279,0.012766,0.002845,0.002712
rts,1680,5,10,0.10411,0.74077,0.55288,0.612868,0.040602,0.00891,0.023484,0.00579,0.006421
rts,1680,5,10,0.13294,0.74155,0.82164,0.589929,0.063641,0.01285,0.042896,0.012197,0.012015
rts,1680,5,10,0.16975,0.74075,1.19302,0.559763,0.09705,0.018995,0.07069,0.022803,0.023402
rts,1680,5,10,0.21677,0.7376,1.48203,0.519795,0.128631,0.024586,0.103616,0.037734,0.038561
rts,1680,5,10,0.2768,0.72766,1.72774,0.47138,0.154,0.030052,0.157472,0.064729,0.063936
rts,1680,5,10,0.35345,0.70207,1.92482,0.412596,0.168625,0.031945,0.235824,0.116906,0.116212
rts,1680,5,10,0.45134,0.66464,2.08691,0.350333,0.170432,0.034374,0.332787,0.183908,0.185757
rts,1680,5,10,0.57633,0.54307,2.11081,0.245936,0.121983,0.023922,0.530274,0.352558,0.348496
rts,1680,5,10,0.73594,0.45698,2.1773,0.171491,0.098154,0.019359,0.65657,0.404977,0.402956
rts,1680,5,10,0.93975,0.27812,1.94301,0.106927,0.045117,0.009319,0.799181,0.583767,0.592129
rts,1680,5,10,1.2,0.37764,2.37889,0.103843,0.083842,0.016569,0.766615,0.471168,0.466583
rts,1680,5,20,0.05,0.6846,0.10905,0.568174,0.003946,0.000812,0.003034,0.000623,0.000614
rts,1680,5,20,0.06385,0.68595,0.14912,0.567095,0.005639,0.001168,0.003737,0.000754,0.000834
rts,1680,5,20,0.08153,0.68715,0.22994,0.563656,0.008795,0.001516,0.006639,0.001361,0.001466
rts,1680,5,20,0.10411,0.68659,0.35438,0.561601,0.013734,0.002433,0.011048,0.002368,0.002534
rts,1680,5,20,0.13294,0.68846,0.642,0.551882,0.025565,0.005591,0.019853,0.004597,0.004812
rts,1680,5,20,0.16975,0.69068,1.09804,0.538338,0.044632,0.009137,0.03503,0.008816,0.00878
rts,1680,5,20,0.21677,0.69202,1.60268,0.516021,0.067917,0.013348,0.06014,0.017898,0.017872
rts,1680,5,20,0.2768,0.68885,2.17106,0.483228,0.096555,0.018507,0.101908,0.035356,0.03523
rts,1680,5,20,0.35345,0.67996,2.61051,0.443107,0.1195,0.024223,0.15411,0.064909,0.064485
rts,1680,5,20,0.45134,0.65229,2.97486,0.387917,0.131021,0.026698,0.238946,0.120823,0.119144
rts,1680,5,20,0.57633,0.56727,3.09194,0.301129,0.110103,0.022775,0.401493,0.26328,0.261416
rts,1680,5,20,0.73594,0.48803,3.25186,0.224737,0.093688,0.018022,0.537877,0.328249,0.325487
rts,1680,5,20,0.93975,0.31883,2.96231,0.142866,0.047885,0.009648,0.715817,0.51632,0.506336
rts,1680,5,20,1.2,0.39047,3.65595,0.130184,0.079492,0.016545,0.706038,0.438147,0.426174
rts,1680,20,0,0.05,0.76467,1.0,0.774545,0.173127,0.009317,0.052328,0.005903,0.00551
rts,1680,20,0,0.06385,0.76272,1.0,0.729888,0.19621,0.010273,0.073902,0.008402,0.00866
rts,1680,20,0,0.08153,0.75921,1.0,0.683229,0.217167,0.010465,0.099603,0.011553,0.011741
rts,1680,20,0,0.10411,0.75507,1.0,0.633598,0.237674,0.011855,0.128729,0.015206,0.015877
rts,1680,20,0,0.13294,0.74841,1.0,0.585008,0.254911,0.012784,0.160081,0.019372,0.019872
rts,1680,20,0,0.16975,0.74368,1.0,0.540783,0.270891,0.013339,0.188325,0.023154,0.023682
rts,1680,20,0,0.21677,0.73441,1.0,0.499792,0.277226,0.013763,0.222982,0.027962,0.027295
rts,1680,20,0,0.2768,0.7293,1.0,0.463042,0.288781,0.014682,0.248177,0.031454,0.030953
rts,1680,20,0,0.35345,0.72243,1.0,0.432999,0.2931,0.015745,0.273901,0.035475,0.035117
rts,1680,20,0,0.45134,0.71365,1.0,0.401848,0.293243,0.01397,0.304909,0.043816,0.04564
rts,1680,20,0,0.57633,0.68482,1.0,0.359162,0.273787,0.013997,0.367052,0.08944,0.088819
rts,1680,20,0,0.73594,0.59415,1.0,0.266229,0.211855,0.011061,0.521916,0.151179,0.154228
rts,1680,20,0,0.93975,0.41184,1.0,0.154077,0.117903,0.005861,0.72802,0.432735,0.434693
rts,1680,20,0,1.2,0.35354,1.0,0.100514,0.098177,0.005508,0.801309,0.335809,0.337612
rts,1680,20,5,0.05,0.76707,0.30522,0.684612,0.051311,0.00281,0.020817,0.001311,0.001582
rts,1680,20,5,0.06385,0.7682,0.39828,0.666708,0.070889,0.00369,0.031322,0.002134,0.002013
rts,1680,20,5,0.08153,0.7685,0.502,0.641764,0.094816,0.004595,0.047642,0.003612,0.003864
rts,1680,20,5,0.10411,0.76449,0.6137,0.612657,0.121463,0.006114,0.071765,0.0061,0.00639
rts,1680,20,5,0.13294,0.76123,0.72608,0.578279,0.151178,0.007702,0.09969,0.009306,0.009565
rts,1680,20,5,0.16975,0.75455,0.80364,0.540191,0.174189,0.008504,0.1329,0.013302,0.01402
rts,1680,20,5,0.21677,0.74857,0.87192,0.503688,0.195538,0.009398,0.165162,0.017441,0.01806
rts,1680,20,5,0.2768,0.74023,0.93401,0.472678,0.211818,0.010119,0.199416,0.022085,0.022285
rts,1680,20,5,0.35345,0.73064,0.99599,0.448026,0.225163,0.011502,0.232207,0.026643,0.028294
rts,1680,20,5,0.45134,0.72221,1.03159,0.423369,0.233094,0.012162,0.261328,0.031854,0.030225
rts,1680,20,5,0.57633,0.70341,1.0659,0.391364,0.232384,0.012218,0.307995,0.057866,0.060735
rts,1680,20,5,0.73594,0.63737,1.08412,0.323294,0.196514,0.008888,0.42819,0.110487,0.103418
rts,1680,20,5,0.93975,0.46918,1.08308,0.202745,0.117292,0.005696,0.645965,0.385733,0.379612
rts,1680,20,5,1.2,0.38513,1.10246,0.13192,0.092991,0.004507,0.749979,0.315893,0.313245
rts,1680,20,10,0.05,0.74114,0.19295,0.620052,0.027603,0.001422,0.015801,0.000868,0.000764
rts,1680,20,10,0.06385,0.74265,0.27506,0.613755,0.040214,0.002012,0.022055,0.001305,0.001486
rts,1680,20,10,0.08153,0.74344,0.36796,0.599622,0.056387,0.003014,0.032761,0.002052,0.002059
rts,1680,20,10,0.10411,0.7442,0.49351,0.580422,0.078429,0.004201,0.050156,0.003557,0.003673
rts,1680,20,10,0.13294,0.74262,0.61886,0.554845,0.102944,0.00507,0.073917,0.005761,0.006623
rts,1680,20,10,0.16975,0.73847,0.74866,0.52564,0.129394,0.006384,0.105222,0.009144,0.009171
rts,1680,20,10,0.21677,0.73431,0.87677,0.493814,0.155565,0.008107,0.139084,0.013043,0.012349
rts,1680,20,10,0.2768,0.73061,0.95402,0.463573,0.174463,0.008954,0.170794,0.017207,0.016985
rts,1680,20,10,0.35345,0.72226,1.03301,0.438924,0.190461,0.008787,0.204763,0.021724,0.021734
rts,1680,20,10,0.45134,0.71401,1.10022,0.41615,0.202472,0.009837,0.239461,0.026671,0.02727
rts,1680,20,10,0.57633,0.70428,1.15298,0.391029,0.211314,0.009646,0.276794,0.040066,0.042078
rts,1680,20,10,0.73594,0.62921,1.19707,0.317861,0.176227,0.009147,0.418409,0.1057,0.103076
rts,1680,20,10,0.93975,0.47055,1.17694,0.201022,0.108471,0.00607,0.630752,0.384776,0.384138
rts,1680,20,10,1.2,0.40139,1.21731,0.13604,0.090835,0.00487,0.728309,0.311322,0.306969
rts,1680,20,20,0.05,0.68799,0.17133,0.560841,0.016192,0.000714,0.011451,0.000595,0.000578
rts,1680,20,20,0.06385,0.68958,0.21811,0.557707,0.021033,0.001116,0.014714,0.000788,0.000841
rts,1680,20,20,0.08153,0.68858,0.29378,0.55391,0.028267,0.001639,0.020674,0.001158,0.001346
rts,1680,20,20,0.10411,0.68928,0.40341,0.545047,0.040071,0.001741,0.032335,0.001931,0.001934
rts,1680,20,20,0.13294,0.69296,0.54602,0.530047,0.057042,0.002796,0.046752,0.002996,0.002851
rts,1680,20,20,0.16975,0.69535,0.71796,0.511471,0.078229,0.004246,0.067092,0.004814,0.004455
rts,1680,20,20,0.21677,0.69705,0.88395,0.487773,0.100347,0.006044,0.094144,0.007542,0.008258
rts,1680,20,20,0.2768,0.69163,1.06171,0.466409,0.122197,0.006083,0.128749,0.011237,0.011638
rts,1680,20,20,0.35345,0.69215,1.16836,0.444165,0.140437,0.00697,0.154377,0.014329,0.013708
rts,1680,20,20,0.45134,0.68418,1.296,0.424286,0.154623,0.007669,0.192203,0.019781,0.018662
rts,1680,20,20,0.57633,0.67407,1.38125,0.399961,0.163836,0.008459,0.236039,0.035924,0.037529
rts,1680,20,20,0.73594,0.63681,1.4384,0.351321,0.156675,0.007611,0.327321,0.070155,0.073521
rts,1680,20,20,0.93975,0.50174,1.45825,0.241773,0.108111,0.00521,0.537475,0.31751,0.315076
rts,1680,20,20,1.2,0.42599,1.5171,0.168906,0.091445,0.004718,0.657503,0.279221,0.276327
rts,1680,50,0,0.05,0.77242,1.0,0.733644,0.203394,0.003716,0.062961,0.002847,0.002493
rts,1680,50,0,0.06385,0.76971,1.0,0.690029,0.223921,0.004428,0.08605,0.003957,0.003839
rts,1680,50,0,0.08153,0.76396,1.0,0.643189,0.243033,0.004606,0.113778,0.005366,0.005406
rts,1680,50,0,0.10411,0.76089,1.0,0.597813,0.26313,0.00479,0.139057,0.006628,0.006697
rts,1680,50,0,0.13294,0.75227,1.0,0.55412,0.274076,0.005163,0.171803,0.008335,0.008292
rts,1680,50,0,0.16975,0.74651,1.0,0.515422,0.284709,0.005606,0.199869,0.009904,0.009289
rts,1680,50,0,0.21677,0.74048,1.0,0.481641,0.294308,0.005731,0.224052,0.011229,0.01071
rts,1680,50,0,0.2768,0.73608,1.0,0.450219,0.301402,0.006006,0.248379,0.012698,0.012313
rts,1680,50,0,0.35345,0.73086,1.0,0.428124,0.303525,0.006164,0.268351,0.013968,0.013346
rts,1680,50,0,0.45134,0.72479,1.0,0.407011,0.305284,0.007434,0.287706,0.015313,0.016236
rts,1680,50,0,0.57633,0.71346,1.0,0.392135,0.296616,0.005716,0.311249,0.017381,0.016716
rts,1680,50,0,0.73594,0.69619,1.0,0.365748,0.284504,0.006325,0.349749,0.031577,0.030623
rts,1680,50,0,0.93975,0.61662,1.0,0.290876,0.223862,0.004475,0.485261,0.186602,0.187105
rts,1680,50,0,1.2,0.46883,1.0,0.172782,0.143039,0.002884,0.684179,0.231081,0.22972
rts,1680,50,5,0.05,0.77136,0.41817,0.655852,0.08712,0.001671,0.038465,0.001049,0.0009
rts,1680,50,5,0.06385,0.7693,0.49254,0.633856,0.107748,0.002454,0.05304,0.001586,0.001361
rts,1680,50,5,0.08153,0.76675,0.58019,0.608874,0.132134,0.002909,0.075124,0.002492,0.002748
rts,1680,50,5,0.10411,0.76239,0.65875,0.57747,0.15713,0.003347,0.100859,0.003675,0.004
rts,1680,50,5,0.13294,0.75751,0.71975,0.543149,0.179356,0.003512,0.127935,0.004984,0.005345
rts,1680,50,5,0.16975,0.75124,0.78244,0.510344,0.20115,0.004261,0.15801,0.006466,0.006552
rts,1680,50,5,0.21677,0.74451,0.83716,0.483238,0.216922,0.004507,0.188187,0.007989,0.007278
rts,1680,50,5,0.2768,0.74108,0.86874,0.45903,0.229479,0.004731,0.210533,0.009277,0.008978
rts,1680,50,5,0.35345,0.73228,0.90361,0.437571,0.238556,0.00507,0.237319,0.01084,0.011426
rts,1680,50,5,0.45134,0.72568,0.92799,0.421862,0.243281,0.0045,0.259407,0.012192,0.011554
rts,1680,50,5,0.57633,0.72057,0.94812,0.408393,0.247614,0.004907,0.27664,0.013832,0.014403
rts,1680,50,5,0.73594,0.7024,0.96744,0.392211,0.238952,0.004892,0.311883,0.021231,0.020253
rts,1680,50,5,0.93975,0.62343,0.97663,0.323887,0.189715,0.003715,0.443262,0.17292,0.173237
rts,1680,50,5,1.2,0.49178,0.9847,0.208445,0.131541,0.002783,0.630168,0.203846,0.207145
rts,1680,50,10,0.05,0.74397,0.30318,0.602188,0.057156,0.001157,0.034084,0.000806,0.000765
rts,1680,50,10,0.06385,0.74418,0.3599,0.588218,0.070467,0.001539,0.044907,0.001133,0.001192
rts,1680,50,10,0.08153,0.74425,0.44963,0.571184,0.090989,0.002031,0.060639,0.001662,0.001553
rts,1680,50,10,0.10411,0.74518,0.53542,0.548963,0.113541,0.002022,0.078015,0.002384,0.002418
rts,1680,50,10,0.13294,0.73979,0.6306,0.524223,0.137687,0.002657,0.108697,0.003619,0.003942
rts,1680,50,10,0.16975,0.738,0.70648,0.497228,0.158471,0.003353,0.13498,0.004889,0.004381
rts,1680,50,10,0.21677,0.73235,0.77575,0.471389,0.177304,0.003804,0.165158,0.006324,0.006875
rts,1680,50,10,0.2768,0.72749,0.83068,0.447489,0.193202,0.004011,0.195946,0.007823,0.008351
rts,1680,50,10,0.35345,0.72399,0.88364,0.429312,0.20632,0.004299,0.220317,0.009183,0.009315
rts,1680,50,10,0.45134,0.71788,0.9198,0.413858,0.215354,0.00441,0.244332,0.010495,0.010306
rts,1680,50,10,0.57633,0.71216,0.96248,0.401688,0.223198,0.004197,0.267544,0.012162,0.010889
rts,1680,50,10,0.73594,0.69492,0.97773,0.384037,0.216416,0.003901,0.304011,0.022345,0.021607
rts,1680,50,10,0.93975,0.64419,0.99903,0.338022,0.189895,0.003836,0.39635,0.116027,0.114574
rts,1680,50,10,1.2,0.5029,1.00414,0.214684,0.128692,0.002744,0.605247,0.194848,0.197664
rts,1680,50,20,0.05,0.69159,0.23871,0.546798,0.034133,0.000794,0.026001,0.000576,0.000476
rts,1680,50,20,0.06385,0.69305,0.28983,0.542976,0.041825,0.000732,0.033596,0.00077,0.000518
rts,1680,50,20,0.08153,0.69478,0.36178,0.534088,0.053139,0.001168,0.042518,0.001034,0.001186
rts,1680,50,20,0.10411,0.69562,0.44718,0.522977,0.06781,0.001083,0.056798,0.001466,0.001531
rts,1680,50,20,0.13294,0.6965,0.55009,0.507534,0.08608,0.00177,0.075207,0.002117,0.002232
rts,1680,50,20,0.16975,0.69751,0.65136,0.488175,0.105554,0.002195,0.098988,0.003001,0.002994
rts,1680,50,20,0.21677,0.69618,0.74099,0.46879,0.123688,0.002403,0.124879,0.004057,0.00419
rts,1680,50,20,0.2768,0.69582,0.83995,0.449496,0.143653,0.003368,0.152296,0.005298,0.005254
rts,1680,50,20,0.35345,0.69578,0.90446,0.431323,0.160036,0.00305,0.175353,0.006454,0.006384
rts,1680,50,20,0.45134,0.68979,0.95165,0.417542,0.167848,0.003151,0.20481,0.007931,0.007331
rts,1680,50,20,0.57633,0.68383,0.99526,0.406337,0.173898,0.003718,0.231456,0.01078,0.010431
rts,1680,50,20,0.73594,0.67259,1.03485,0.389944,0.176499,0.004018,0.269157,0.017016,0.017637
rts,1680,50,20,0.93975,0.62302,1.06262,0.34686,0.156591,0.003512,0.366063,0.102236,0.102493
rts,1680,50,20,1.2,0.5129,1.08506,0.244685,0.118969,0.002389,0.543485,0.152522,0.149437
basic,210,5,0,0.05,0.67471,1.0,0.93744,0.059952,0.011918,0.002608,0.001051,0.000963
basic,210,5,0,0.06385,0.70626,1.0,0.925493,0.071412,0.014428,0.003095,0.001265,0.001047
basic,210,5,0,0.08153,0.71523,1.0,0.913951,0.081327,0.015051,0.004723,0.001951,0.001868
basic,210,5,0,0.10411,0.71822,1.0,0.898368,0.094512,0.017502,0.00712,0.002966,0.003263
basic,210,5,0,0.13294,0.72333,1.0,0.881718,0.108363,0.01977,0.009919,0.004104,0.004212
basic,210,5,0,0.16975,0.71779,1.0,0.859536,0.124892,0.024774,0.015572,0.006449,0.007786
basic,210,5,0,0.21677,0.69096,1.0,0.833425,0.141406,0.027915,0.025169,0.010507,0.011258
basic,210,5,0,0.2768,0.66265,1.0,0.807696,0.156129,0.028311,0.036175,0.015581,0.016357
basic,210,5,0,0.35345,0.67377,1.0,0.773327,0.183561,0.035173,0.043112,0.019248,0.021251
basic,210,5,0,0.45134,0.65134,1.0,0.738509,0.202635,0.04204,0.058857,0.026738,0.024804
