c_coll,c_idle,N,W_eff,seed,efficiency
3.0,1.2,30,50,123,0.9026821428571411
3.0,1.5,30,50,123,0.9406952380952385
3.0,2.0,30,50,123,0.9306023809523802
3.0,3.0,30,50,123,0.8374904761904765
3.0,5.0,30,50,123,0.7255238095238083
-1.0,-1.0,30,50,456,1.0
1.0,1.2,30,50,456,0.9534964285714284
1.0,1.5,30,50,456,0.8778162698412699
1.0,2.0,30,50,456,0.746326190476191
1.0,3.0,30,50,456,0.6086289682539684
1.0,5.0,30,50,456,0.45152619047619064
1.2,1.2,30,50,456,0.9564876984126981
1.2,1.5,30,50,456,0.9538126984126989
1.2,2.0,30,50,456,0.9055805555555547
1.2,3.0,30,50,456,0.8201841269841263
1.2,5.0,30,50,456,0.7150662698412694
1.5,1.2,30,50,456,0.9424472222222208
1.5,1.5,30,50,456,0.9550448412698408
1.5,2.0,30,50,456,0.9248539682539679
1.5,3.0,30,50,456,0.8647646825396811
1.5,5.0,30,50,456,0.7564730158730146
2.0,1.2,30,50,456,0.9166257936507928
2.0,1.5,30,50,456,0.9392988095238096
2.0,2.0,30,50,456,0.926744841269841
2.0,3.0,30,50,456,0.8777817460317453
2.0,5.0,30,50,456,0.7542194444444438
3.0,1.2,30,50,456,0.8847992063492047
3.0,1.5,30,50,456,0.9177408730158724
3.0,2.0,30,50,456,0.9072428571428566
3.0,3.0,30,50,456,0.8280666666666672
3.0,5.0,30,50,456,0.7220071428571423
-1.0,-1.0,30,50,789,1.0
1.0,1.2,30,50,789,0.9597888888888895
1.0,1.5,30,50,789,0.8831642857142864
1.0,2.0,30,50,789,0.7652496031746023
1.0,3.0,30,50,789,0.6511468253968244
1.0,5.0,30,50,789,0.443528174603174
1.2,1.2,30,50,789,0.9748543650793643
1.2,1.5,30,50,789,0.9642535714285702
1.2,2.0,30,50,789,0.922239682539682
1.2,3.0,30,50,789,0.8330103174603168
1.2,5.0,30,50,789,0.7338210317460317
1.5,1.2,30,50,789,0.9668555555555562
1.5,1.5,30,50,789,0.9748123015873027
1.5,2.0,30,50,789,0.9511543650793648
1.5,3.0,30,50,789,0.8909218253968251
1.5,5.0,30,50,789,0.7927063492063481
2.0,1.2,30,50,789,0.9306722222222233
2.0,1.5,30,50,789,0.9600964285714294
2.0,2.0,30,50,789,0.9399976190476195
2.0,3.0,30,50,789,0.8934452380952377
2.0,5.0,30,50,789,0.7595857142857141
3.0,1.2,30,50,789,0.8990619047619036
3.0,1.5,30,50,789,0.9387297619047607
3.0,2.0,30,50,789,0.9203499999999998
3.0,3.0,30,50,789,0.8375539682539686
3.0,5.0,30,50,789,0.7371230158730162
-1.0,-1.0,30,50,1234,1.0
1.0,1.2,30,50,1234,0.9561198412698414
1.0,1.5,30,50,1234,0.8878912698412704
1.0,2.0,30,50,1234,0.7478785714285718
1.0,3.0,30,50,1234,0.6087623015873019
1.0,5.0,30,50,1234,0.45134484126984104
1.2,1.2,30,50,1234,0.9663281746031762
1.2,1.5,30,50,1234,0.958412698412698
1.2,2.0,30,50,1234,0.9094210317460315
1.2,3.0,30,50,1234,0.821128571428571
1.2,5.0,30,50,1234,0.7221912698412696
1.5,1.2,30,50,1234,0.9448305555555563
1.5,1.5,30,50,1234,0.9476940476190479
1.5,2.0,30,50,1234,0.9395007936507929
1.5,3.0,30,50,1234,0.8781015873015859
1.5,5.0,30,50,1234,0.7751710317460319
2.0,1.2,30,50,1234,0.9275793650793639
2.0,1.5,30,50,1234,0.9440257936507943
2.0,2.0,30,50,1234,0.931799206349206
2.0,3.0,30,50,1234,0.8750373015873011
2.0,5.0,30,50,1234,0.7462349206349206
3.0,1.2,30,50,1234,0.8846658730158709
3.0,1.5,30,50,1234,0.9138853174603164
3.0,2.0,30,50,1234,0.9202686507936522
3.0,3.0,30,50,1234,0.8377595238095238
3.0,5.0,30,50,1234,0.724053571428572
-1.0,-1.0,30,100,42,1.0
1.0,1.2,30,100,42,0.9204648781773777
1.0,1.5,30,100,42,0.7403570942945963
1.0,2.0,30,100,42,0.575300589688091
1.0,3.0,30,100,42,0.4158774114774113
1.0,5.0,30,100,42,0.3053520854145858
1.2,1.2,30,100,42,0.9759581071706075
1.2,1.5,30,100,42,0.9430721528471517
1.2,2.0,30,100,42,0.895703392440894
1.2,3.0,30,100,42,0.8014458860583877
1.2,5.0,30,100,42,0.6536782689532696
1.5,1.2,30,100,42,0.9664831085581075
1.5,1.5,30,100,42,0.9629401112776116
1.5,2.0,30,100,42,0.9338358266733261
1.5,3.0,30,100,42,0.8426226259851268
1.5,5.0,30,100,42,0.661132023532023
2.0,1.2,30,100,42,0.9349730880230875
2.0,1.5,30,100,42,0.9517153693528687
2.0,2.0,30,100,42,0.9225285755910761
2.0,3.0,30,100,42,0.8122686549561552
2.0,5.0,30,100,42,0.595910343822844
3.0,1.2,30,100,42,0.9020348970473968
3.0,1.5,30,100,42,0.9335108655233647
3.0,2.0,30,100,42,0.8799661310911305
3.0,3.0,30,100,42,0.7082975510600512
3.0,5.0,30,100,42,0.5426716325341334
-1.0,-1.0,30,100,123,1.0
1.0,1.2,30,100,123,0.9145458846708853
1.0,1.5,30,100,123,0.7324794927294934
1.0,2.0,30,100,123,0.5556369297369295
1.0,3.0,30,100,123,0.3862749389499388
1.0,5.0,30,100,123,0.31921013708513774
1.2,1.2,30,100,123,0.9717086413586405
1.2,1.5,30,100,123,0.943846076146075
1.2,2.0,30,100,123,0.891034856809858
1.2,3.0,30,100,123,0.795793015318017
1.2,5.0,30,100,123,0.649765584415585
1.5,1.2,30,100,123,0.9607284881784871
1.5,1.5,30,100,123,0.9656084027084021
1.5,2.0,30,100,123,0.9257709679209669
1.5,3.0,30,100,123,0.8430803862803861
1.5,5.0,30,100,123,0.6692356449106467
2.0,1.2,30,100,123,0.934727064602064
2.0,1.5,30,100,123,0.9539276501276508
2.0,2.0,30,100,123,0.9151074286824284
2.0,3.0,30,100,123,0.7959891247641248
2.0,5.0,30,100,123,0.5939658341658345
3.0,1.2,30,100,123,0.9053364690864685
3.0,1.5,30,100,123,0.930276928626928
3.0,2.0,30,100,123,0.8699551642801643
3.0,3.0,30,100,123,0.7004110306360305
3.0,5.0,30,100,123,0.5344521617271613
-1.0,-1.0,30,100,456,1.0
1.0,1.2,30,100,456,0.923277017427017
1.0,1.5,30,100,456,0.7418762903762907
1.0,2.0,30,100,456,0.5614012126762129
1.0,3.0,30,100,456,0.392944000444
1.0,5.0,30,100,456,0.32223158785658823
1.2,1.2,30,100,456,0.9719172716172709
1.2,1.5,30,100,456,0.9537729908979905
1.2,2.0,30,100,456,0.8936855949605949
1.2,3.0,30,100,456,0.7972780525030522
1.2,5.0,30,100,456,0.6507759712509722
1.5,1.2,30,100,456,0.9569169968919968
1.5,1.5,30,100,456,0.9596832417582409
1.5,2.0,30,100,456,0.9242802364302359
1.5,3.0,30,100,456,0.8394080142080139
1.5,5.0,30,100,456,0.6537210567210584
2.0,1.2,30,100,456,0.9331181290931285
2.0,1.5,30,100,456,0.9461766677766676
2.0,2.0,30,100,456,0.9223866494616492
2.0,3.0,30,100,456,0.8073889221889218
2.0,5.0,30,100,456,0.5882519591519603
3.0,1.2,30,100,456,0.9044089743589753
3.0,1.5,30,100,456,0.9258061466311465
3.0,2.0,30,100,456,0.8645947691197697
3.0,3.0,30,100,456,0.6984330336330342
3.0,5.0,30,100,456,0.5273982656232651
-1.0,-1.0,30,100,789,1.0
1.0,1.2,30,100,789,0.9224503343878337
1.0,1.5,30,100,789,0.7402274378399384
1.0,2.0,30,100,789,0.5747486305361311
1.0,3.0,30,100,789,0.42451472555222547
1.0,5.0,30,100,789,0.30886665972916005
1.2,1.2,30,100,789,0.9801150183150171
1.2,1.5,30,100,789,0.9534619602619603
1.2,2.0,30,100,789,0.8937875152625159
1.2,3.0,30,100,789,0.794372836885338
1.2,5.0,30,100,789,0.6544648490398497
1.5,1.2,30,100,789,0.9633194486069478
1.5,1.5,30,100,789,0.9677301060051052
1.5,2.0,30,100,789,0.9372960109335094
1.5,3.0,30,100,789,0.842370516983018
1.5,5.0,30,100,789,0.6737844447219445
2.0,1.2,30,100,789,0.9410877206127201
2.0,1.5,30,100,789,0.9632794982794963
2.0,2.0,30,100,789,0.9169168983793993
2.0,3.0,30,100,789,0.8104957584082579
2.0,5.0,30,100,789,0.6039490814740816
3.0,1.2,30,100,789,0.9066590964590964
3.0,1.5,30,100,789,0.9321926739926726
3.0,2.0,30,100,789,0.8625108003108001
3.0,3.0,30,100,789,0.697779125041625
3.0,5.0,30,100,789,0.5432903069153066
-1.0,-1.0,30,100,1234,1.0
1.0,1.2,30,100,1234,0.921255928793429
1.0,1.5,30,100,1234,0.7473446650571659
1.0,2.0,30,100,1234,0.5653830835830844
1.0,3.0,30,100,1234,0.3945919566544565
1.0,5.0,30,100,1234,0.3243658646908651
1.2,1.2,30,100,1234,0.9767743034743034
1.2,1.5,30,100,1234,0.9456790584415575
1.2,2.0,30,100,1234,0.8912726384726392
1.2,3.0,30,100,1234,0.791793843656345
1.2,5.0,30,100,1234,0.6574242063492081
1.5,1.2,30,100,1234,0.9582727147852149
1.5,1.5,30,100,1234,0.95880758130758
1.5,2.0,30,100,1234,0.926246876734376
1.5,3.0,30,100,1234,0.8365728479853483
1.5,5.0,30,100,1234,0.6717490287490292
2.0,1.2,30,100,1234,0.9397410020535011
2.0,1.5,30,100,1234,0.9526460248085244
2.0,2.0,30,100,1234,0.9211824356199337
2.0,3.0,30,100,1234,0.7912712135087138
2.0,5.0,30,100,1234,0.582048483460983
3.0,1.2,30,100,1234,0.8997866452991459
3.0,1.5,30,100,1234,0.9203676559551567
3.0,2.0,30,100,1234,0.8728806318681318
3.0,3.0,30,100,1234,0.7056245892995899
3.0,5.0,30,100,1234,0.5387289280164276
-1.0,-1.0,30,200,42,1.0
1.0,1.2,30,200,42,0.8472823328622204
1.0,1.5,30,200,42,0.5640524561895709
1.0,2.0,30,200,42,0.36665825724482165
1.0,3.0,30,200,42,0.2274088703897064
1.0,5.0,30,200,42,0.229408731235029
1.2,1.2,30,200,42,0.9772313728468595
1.2,1.5,30,200,42,0.9445860318388011
1.2,2.0,30,200,42,0.8791640007630829
1.2,3.0,30,200,42,0.754137048827548
1.2,5.0,30,200,42,0.5346202996311143
1.5,1.2,30,200,42,0.9687801030345513
1.5,1.5,30,200,42,0.9693827036920841
1.5,2.0,30,200,42,0.9058976115608456
1.5,3.0,30,200,42,0.7361195780215428
1.5,5.0,30,200,42,0.4801102109523115
2.0,1.2,30,200,42,0.9422531922679259
2.0,1.5,30,200,42,0.953175830551266
2.0,2.0,30,200,42,0.8629175855583359
2.0,3.0,30,200,42,0.6414889552083194
2.0,5.0,30,200,42,0.3820420787648947
3.0,1.2,30,200,42,0.9103182266189509
3.0,1.5,30,200,42,0.912175415693817
3.0,2.0,30,200,42,0.7573481991040758
3.0,3.0,30,200,42,0.5337979485256694
3.0,5.0,30,200,42,0.33527320473885786
-1.0,-1.0,30,200,123,1.0
1.0,1.2,30,200,123,0.8448539673225808
1.0,1.5,30,200,123,0.5565184104463484
1.0,2.0,30,200,123,0.36403233356063286
1.0,3.0,30,200,123,0.20933966162717882
1.0,5.0,30,200,123,0.2292780274886819
1.2,1.2,30,200,123,0.9756706325197397
1.2,1.5,30,200,123,0.9416056079778443
1.2,2.0,30,200,123,0.8757121531870469
1.2,3.0,30,200,123,0.7441799452899123
1.2,5.0,30,200,123,0.5274355801172991
1.5,1.2,30,200,123,0.9641032650345087
1.5,1.5,30,200,123,0.9620191284225144
1.5,2.0,30,200,123,0.9037654328153412
1.5,3.0,30,200,123,0.7390106797290802
1.5,5.0,30,200,123,0.48021067124305206
2.0,1.2,30,200,123,0.9372453443536518
2.0,1.5,30,200,123,0.9537618668475487
2.0,2.0,30,200,123,0.8571848305685429
2.0,3.0,30,200,123,0.6331059377233546
2.0,5.0,30,200,123,0.37956595517275143
3.0,1.2,30,200,123,0.9113613195408165
3.0,1.5,30,200,123,0.914737281985699
3.0,2.0,30,200,123,0.7441836469570203
3.0,3.0,30,200,123,0.5229598441808609
3.0,5.0,30,200,123,0.3397514658232417
-1.0,-1.0,30,200,456,1.0
1.0,1.2,30,200,456,0.8468779775555905
1.0,1.5,30,200,456,0.5608043477758597
1.0,2.0,30,200,456,0.3597329805339214
1.0,3.0,30,200,456,0.21235413264753822
1.0,5.0,30,200,456,0.23262602251352904
1.2,1.2,30,200,456,0.9775876398603004
1.2,1.5,30,200,456,0.947835905760929
1.2,2.0,30,200,456,0.8757158671745088
1.2,3.0,30,200,456,0.7526437314244231
1.2,5.0,30,200,456,0.5299319742823044
1.5,1.2,30,200,456,0.9648482779388873
1.5,1.5,30,200,456,0.9586893216196108
1.5,2.0,30,200,456,0.9003549440700302
1.5,3.0,30,200,456,0.7475137015013328
1.5,5.0,30,200,456,0.46843527468077373
2.0,1.2,30,200,456,0.942322645203592
2.0,1.5,30,200,456,0.9500621526148636
2.0,2.0,30,200,456,0.857570191410022
2.0,3.0,30,200,456,0.645312067672585
2.0,5.0,30,200,456,0.3763368125508298
3.0,1.2,30,200,456,0.9141720724094016
3.0,1.5,30,200,456,0.9079354459866612
3.0,2.0,30,200,456,0.751456349748998
3.0,3.0,30,200,456,0.5277297832548138
3.0,5.0,30,200,456,0.325438954809542
-1.0,-1.0,30,200,789,1.0
1.0,1.2,30,200,789,0.8447213260831191
1.0,1.5,30,200,789,0.5655117634723408
1.0,2.0,30,200,789,0.37347320252393285
1.0,3.0,30,200,789,0.22787053778141778
1.0,5.0,30,200,789,0.22121358348092637
1.2,1.2,30,200,789,0.9791307746373611
1.2,1.5,30,200,789,0.9425901252782197
1.2,2.0,30,200,789,0.8777333949733095
1.2,3.0,30,200,789,0.7465389874805411
1.2,5.0,30,200,789,0.5299204300095596
1.5,1.2,30,200,789,0.9639022327021628
1.5,1.5,30,200,789,0.9622719402005835
1.5,2.0,30,200,789,0.9161470517747456
1.5,3.0,30,200,789,0.7331236360213537
1.5,5.0,30,200,789,0.4906003017323629
2.0,1.2,30,200,789,0.9435423432755463
2.0,1.5,30,200,789,0.9542071017057214
2.0,2.0,30,200,789,0.856643211880426
2.0,3.0,30,200,789,0.6428211048162494
2.0,5.0,30,200,789,0.38238577545157143
3.0,1.2,30,200,789,0.909403195769324
3.0,1.5,30,200,789,0.9105872408006087
3.0,2.0,30,200,789,0.7468689698757135
3.0,3.0,30,200,789,0.5198107939900146
3.0,5.0,30,200,789,0.34270537770147264
-1.0,-1.0,30,200,1234,1.0
1.0,1.2,30,200,1234,0.8483396430730421
1.0,1.5,30,200,1234,0.5640354491912601
1.0,2.0,30,200,1234,0.3680645843095414
1.0,3.0,30,200,1234,0.21333796791011903
1.0,5.0,30,200,1234,0.23196092290777603
1.2,1.2,30,200,1234,0.9775924870673671
1.2,1.5,30,200,1234,0.9386459350227474
1.2,2.0,30,200,1234,0.8692362890737146
1.2,3.0,30,200,1234,0.7458709135791339
1.2,5.0,30,200,1234,0.5381266421590004
1.5,1.2,30,200,1234,0.9631830432852257
1.5,1.5,30,200,1234,0.9601504373347202
1.5,2.0,30,200,1234,0.9010297020881542
1.5,3.0,30,200,1234,0.7430695141508057
1.5,5.0,30,200,1234,0.4820613007204806
2.0,1.2,30,200,1234,0.939382996890797
2.0,1.5,30,200,1234,0.9519165253217807
2.0,2.0,30,200,1234,0.8614229294078615
2.0,3.0,30,200,1234,0.6353753514471974
2.0,5.0,30,200,1234,0.37542226377306703
3.0,1.2,30,200,1234,0.907329597938068
3.0,1.5,30,200,1234,0.9137187890852941
3.0,2.0,30,200,1234,0.760775016379853
3.0,3.0,30,200,1234,0.5290299382051358
3.0,5.0,30,200,1234,0.3391405016032661
-1.0,-1.0,50,20,42,1.0
1.0,1.2,50,20,42,0.9892559225892533
1.0,1.5,50,20,42,0.9831664998331643
1.0,2.0,50,20,42,0.940023356690021
1.0,3.0,50,20,42,0.8754921588254905
1.0,5.0,50,20,42,0.7428261594928259
1.2,1.2,50,20,42,0.9818151484818131
1.2,1.5,50,20,42,0.9950617283950592
1.2,2.0,50,20,42,0.9765265265265239
1.2,3.0,50,20,42,0.9275942609275928
1.2,5.0,50,20,42,0.8378545211878531
1.5,1.2,50,20,42,0.9787620954287598
1.5,1.5,50,20,42,0.9740073406740053
1.5,2.0,50,20,42,0.9866366366366345
1.5,3.0,50,20,42,0.9552719386052695
1.5,5.0,50,20,42,0.8829996663329984
2.0,1.2,50,20,42,0.9394561227894537
2.0,1.5,50,20,42,0.9683016349682991
2.0,2.0,50,20,42,0.9857691024357663
2.0,3.0,50,20,42,0.9510677344010654
2.0,5.0,50,20,42,0.9199199199199174
3.0,1.2,50,20,42,0.9037704371037689
3.0,1.5,50,20,42,0.9448281614948256
3.0,2.0,50,20,42,0.9835835835835819
3.0,3.0,50,20,42,0.9668668668668642
3.0,5.0,50,20,42,0.9231064397731046
-1.0,-1.0,50,20,123,1.0
1.0,1.2,50,20,123,0.9733999999999983
1.0,1.5,50,20,123,0.9874499999999975
1.0,2.0,50,20,123,0.9540999999999988
1.0,3.0,50,20,123,0.8503999999999995
1.0,5.0,50,20,123,0.7105333333333327
1.2,1.2,50,20,123,0.9863166666666645
1.2,1.5,50,20,123,0.9948166666666648
1.2,2.0,50,20,123,0.9815166666666649
1.2,3.0,50,20,123,0.9493666666666652
1.2,5.0,50,20,123,0.8601166666666663
1.5,1.2,50,20,123,0.9625666666666644
1.5,1.5,50,20,123,0.9698499999999978
1.5,2.0,50,20,123,0.9907666666666649
1.5,3.0,50,20,123,0.9722333333333313
1.5,5.0,50,20,123,0.8920166666666659
2.0,1.2,50,20,123,0.9216833333333313
2.0,1.5,50,20,123,0.9453499999999978
2.0,2.0,50,20,123,0.9701833333333306
2.0,3.0,50,20,123,0.9815999999999986
2.0,5.0,50,20,123,0.9389333333333316
3.0,1.2,50,20,123,0.8950166666666651
3.0,1.5,50,20,123,0.9333166666666639
3.0,2.0,50,20,123,0.9673999999999984
3.0,3.0,50,20,123,0.9555666666666651
3.0,5.0,50,20,123,0.9153999999999981
-1.0,-1.0,50,20,456,1.0
1.0,1.2,50,20,456,0.9834166666666643
1.0,1.5,50,20,456,0.9749166666666642
1.0,2.0,50,20,456,0.9370499999999979
1.0,3.0,50,20,456,0.8298499999999988
1.0,5.0,50,20,456,0.709983333333333
1.2,1.2,50,20,456,0.9705333333333307
1.2,1.5,50,20,456,1.0074666666666643
1.2,2.0,50,20,456,0.9663166666666645
1.2,3.0,50,20,456,0.9195499999999996
1.2,5.0,50,20,456,0.8330166666666657
1.5,1.2,50,20,456,0.9260499999999982
1.5,1.5,50,20,456,0.9577166666666641
1.5,2.0,50,20,456,0.9704166666666645
1.5,3.0,50,20,456,0.9403833333333308
1.5,5.0,50,20,456,0.8789999999999988
2.0,1.2,50,20,456,0.9274999999999983
2.0,1.5,50,20,456,0.9567166666666647
2.0,2.0,50,20,456,0.9677999999999971
2.0,3.0,50,20,456,0.9559833333333311
2.0,5.0,50,20,456,0.8882166666666651
3.0,1.2,50,20,456,0.8801666666666654
3.0,1.5,50,20,456,0.9168833333333315
3.0,2.0,50,20,456,0.9416333333333311
3.0,3.0,50,20,456,0.9491833333333314
3.0,5.0,50,20,456,0.8891333333333322
-1.0,-1.0,50,20,789,1.0
1.0,1.2,50,20,789,0.9699999999999979
1.0,1.5,50,20,789,0.9853333333333318
1.0,2.0,50,20,789,0.9475833333333314
1.0,3.0,50,20,789,0.8674166666666651
1.0,5.0,50,20,789,0.7176666666666667
1.2,1.2,50,20,789,0.9675833333333316
1.2,1.5,50,20,789,0.9846666666666647
1.2,2.0,50,20,789,0.9580833333333315
1.2,3.0,50,20,789,0.9368333333333315
1.2,5.0,50,20,789,0.8328333333333325
1.5,1.2,50,20,789,0.9448333333333316
1.5,1.5,50,20,789,0.9769999999999981
1.5,2.0,50,20,789,0.9517499999999984
1.5,3.0,50,20,789,0.9407499999999985
1.5,5.0,50,20,789,0.8715833333333329
2.0,1.2,50,20,789,0.9373333333333307
2.0,1.5,50,20,789,0.9444999999999972
2.0,2.0,50,20,789,0.9629999999999983
2.0,3.0,50,20,789,0.9604999999999986
2.0,5.0,50,20,789,0.9045833333333324
3.0,1.2,50,20,789,0.884666666666665
3.0,1.5,50,20,789,0.9366666666666646
3.0,2.0,50,20,789,0.946749999999998
3.0,3.0,50,20,789,0.9360833333333315
3.0,5.0,50,20,789,0.9261666666666649
-1.0,-1.0,50,20,1234,1.0
1.0,1.2,50,20,1234,0.994516666666664
1.0,1.5,50,20,1234,0.9999166666666645
1.0,2.0,50,20,1234,0.9616333333333322
1.0,3.0,50,20,1234,0.868899999999999
1.0,5.0,50,20,1234,0.7229166666666671
1.2,1.2,50,20,1234,0.9764999999999976
1.2,1.5,50,20,1234,0.9837999999999978
1.2,2.0,50,20,1234,0.9982499999999979
1.2,3.0,50,20,1234,0.9424166666666646
1.2,5.0,50,20,1234,0.8518333333333322
1.5,1.2,50,20,1234,0.9775499999999974
1.5,1.5,50,20,1234,0.9819666666666638
1.5,2.0,50,20,1234,0.9776833333333316
1.5,3.0,50,20,1234,0.9467499999999982
1.5,5.0,50,20,1234,0.9071333333333312
2.0,1.2,50,20,1234,0.9324166666666657
2.0,1.5,50,20,1234,0.9680499999999979
2.0,2.0,50,20,1234,0.9745833333333308
2.0,3.0,50,20,1234,0.9708333333333308
2.0,5.0,50,20,1234,0.9043833333333319
3.0,1.2,50,20,1234,0.899166666666665
3.0,1.5,50,20,1234,0.9370499999999983
3.0,2.0,50,20,1234,0.9431333333333312
3.0,3.0,50,20,1234,0.958883333333331
3.0,5.0,50,20,1234,0.9087999999999986
-1.0,-1.0,50,50,42,1.0
1.0,1.2,50,50,42,0.9637892857142852
1.0,1.5,50,50,42,0.8749444444444437
1.0,2.0,50,50,42,0.7525595238095235
1.0,3.0,50,50,42,0.6110174603174604
1.0,5.0,50,50,42,0.4677876984126983
1.2,1.2,50,50,42,0.9749071428571423
1.2,1.5,50,50,42,0.9670849206349214
1.2,2.0,50,50,42,0.9162984126984114
1.2,3.0,50,50,42,0.8468047619047604
1.2,5.0,50,50,42,0.7503063492063484
1.5,1.2,50,50,42,0.9680912698412713
1.5,1.5,50,50,42,0.9715309523809529
1.5,2.0,50,50,42,0.9645345238095248
1.5,3.0,50,50,42,0.896162698412698
1.5,5.0,50,50,42,0.8109801587301577
2.0,1.2,50,50,42,0.9338384920634921
2.0,1.5,50,50,42,0.9599400793650791
2.0,2.0,50,50,42,0.9499940476190483
2.0,3.0,50,50,42,0.9048249999999981
2.0,5.0,50,50,42,0.8211055555555544
3.0,1.2,50,50,42,0.9038047619047612
3.0,1.5,50,50,42,0.9344003968253958
3.0,2.0,50,50,42,0.9385912698412708
3.0,3.0,50,50,42,0.8835126984126985
3.0,5.0,50,50,42,0.7898325396825394
-1.0,-1.0,50,50,123,1.0
1.0,1.2,50,50,123,0.9614984126984127
1.0,1.5,50,50,123,0.8942638888888893
1.0,2.0,50,50,123,0.7513099206349207
1.0,3.0,50,50,123,0.6239333333333328
1.0,5.0,50,50,123,0.4454690476190472
1.2,1.2,50,50,123,0.9903230158730162
1.2,1.5,50,50,123,0.9694499999999995
1.2,2.0,50,50,123,0.9314273809523811
1.2,3.0,50,50,123,0.8546837301587304
1.2,5.0,50,50,123,0.7518285714285704
1.5,1.2,50,50,123,0.9683309523809522
1.5,1.5,50,50,123,0.979276587301587
1.5,2.0,50,50,123,0.9574380952380953
1.5,3.0,50,50,123,0.9147126984126971
1.5,5.0,50,50,123,0.8220003968253962
2.0,1.2,50,50,123,0.935650793650793
2.0,1.5,50,50,123,0.9482702380952375
2.0,2.0,50,50,123,0.9632750000000005
2.0,3.0,50,50,123,0.9258400793650798
2.0,5.0,50,50,123,0.822603174603174
3.0,1.2,50,50,123,0.9086702380952368
3.0,1.5,50,50,123,0.9402281746031739
3.0,2.0,50,50,123,0.9456496031746028
3.0,3.0,50,50,123,0.9071646825396817
3.0,5.0,50,50,123,0.7964083333333326
-1.0,-1.0,50,50,456,1.0
1.0,1.2,50,50,456,0.9571769841269856
1.0,1.5,50,50,456,0.8823634920634914
1.0,2.0,50,50,456,0.7402190476190476
1.0,3.0,50,50,456,0.5846039682539675
1.0,5.0,50,50,456,0.4481936507936504
1.2,1.2,50,50,456,0.9714075396825398
1.2,1.5,50,50,456,0.9687603174603172
1.2,2.0,50,50,456,0.9148341269841268
1.2,3.0,50,50,456,0.8324043650793642
1.2,5.0,50,50,456,0.7337464285714288
1.5,1.2,50,50,456,0.941296428571428
1.5,1.5,50,50,456,0.9512345238095243
1.5,2.0,50,50,456,0.9378388888888894
1.5,3.0,50,50,456,0.8868075396825389
1.5,5.0,50,50,456,0.8085539682539682
2.0,1.2,50,50,456,0.92095
2.0,1.5,50,50,456,0.9351365079365075
2.0,2.0,50,50,456,0.9497884920634933
2.0,3.0,50,50,456,0.8990761904761897
2.0,5.0,50,50,456,0.8180559523809523
3.0,1.2,50,50,456,0.8866638888888873
3.0,1.5,50,50,456,0.9109055555555553
3.0,2.0,50,50,456,0.9230130952380933
3.0,3.0,50,50,456,0.8804607142857146
3.0,5.0,50,50,456,0.7601484126984123
-1.0,-1.0,50,50,789,1.0
1.0,1.2,50,50,789,0.9601519841269851
1.0,1.5,50,50,789,0.8855650793650798
1.0,2.0,50,50,789,0.7501023809523811
1.0,3.0,50,50,789,0.6266230158730156
1.0,5.0,50,50,789,0.448533333333333
1.2,1.2,50,50,789,0.9729146825396842
1.2,1.5,50,50,789,0.9559261904761899
1.2,2.0,50,50,789,0.9238027777777781
1.2,3.0,50,50,789,0.8469119047619034
1.2,5.0,50,50,789,0.7420690476190467
1.5,1.2,50,50,789,0.9508162698412695
1.5,1.5,50,50,789,0.9701567460317473
1.5,2.0,50,50,789,0.9380190476190473
1.5,3.0,50,50,789,0.9006202380952374
1.5,5.0,50,50,789,0.8118638888888874
2.0,1.2,50,50,789,0.9375325396825401
2.0,1.5,50,50,789,0.941797619047618
2.0,2.0,50,50,789,0.9459448412698396
2.0,3.0,50,50,789,0.9102146825396812
2.0,5.0,50,50,789,0.8064988095238094
3.0,1.2,50,50,789,0.9081634920634913
3.0,1.5,50,50,789,0.9284690476190466
3.0,2.0,50,50,789,0.9216249999999985
3.0,3.0,50,50,789,0.8789246031746026
3.0,5.0,50,50,789,0.7977924603174602
-1.0,-1.0,50,50,1234,1.0
1.0,1.2,50,50,1234,0.9651769841269838
1.0,1.5,50,50,1234,0.8857067460317466
1.0,2.0,50,50,1234,0.7441960317460319
1.0,3.0,50,50,1234,0.6212210317460323
1.0,5.0,50,50,1234,0.44973452380952317
1.2,1.2,50,50,1234,0.9819500000000004
1.2,1.5,50,50,1234,0.9606317460317474
1.2,2.0,50,50,1234,0.9264210317460305
1.2,3.0,50,50,1234,0.8444146825396819
1.2,5.0,50,50,1234,0.7426980158730148
1.5,1.2,50,50,1234,0.971771031746033
1.5,1.5,50,50,1234,0.9746051587301592
1.5,2.0,50,50,1234,0.9522543650793643
1.5,3.0,50,50,1234,0.9029130952380946
1.5,5.0,50,50,1234,0.8268039682539672
2.0,1.2,50,50,1234,0.9407781746031751
2.0,1.5,50,50,1234,0.9610753968253967
2.0,2.0,50,50,1234,0.9489587301587302
2.0,3.0,50,50,1234,0.9276642857142862
2.0,5.0,50,50,1234,0.8132460317460307
3.0,1.2,50,50,1234,0.9011333333333316
3.0,1.5,50,50,1234,0.9358079365079367
3.0,2.0,50,50,1234,0.9340023809523804
3.0,3.0,50,50,1234,0.8938357142857138
3.0,5.0,50,50,1234,0.777871428571428
-1.0,-1.0,50,100,42,1.0
1.0,1.2,50,100,42,0.9077150779775777
1.0,1.5,50,100,42,0.7165580197580206
1.0,2.0,50,100,42,0.5524337204462209
