c_coll,c_idle,N,W_eff,seed,efficiency
1.5,1.5,20,20,789,0.9692525859192497
1.5,2.0,20,20,789,0.9668168168168136
1.5,3.0,20,20,789,0.9380714047380695
1.5,5.0,20,20,789,0.8736569903236551
2.0,1.2,20,20,789,0.9268935602268906
2.0,1.5,20,20,789,0.9586753420086721
2.0,2.0,20,20,789,0.9820820820820786
2.0,3.0,20,20,789,0.9706373039706346
2.0,5.0,20,20,789,0.8976142809476128
3.0,1.2,20,20,789,0.8875709042375683
3.0,1.5,20,20,789,0.932065398732063
3.0,2.0,20,20,789,0.9525358692025322
3.0,3.0,20,20,789,0.9616616616616596
3.0,5.0,20,20,789,0.8687354020687347
-1.0,-1.0,20,20,1234,1.0
1.0,1.2,20,20,1234,0.9654166666666643
1.0,1.5,20,20,1234,0.9699166666666644
1.0,2.0,20,20,1234,0.9265166666666654
1.0,3.0,20,20,1234,0.8734499999999998
1.0,5.0,20,20,1234,0.7359166666666656
1.2,1.2,20,20,1234,0.9583833333333315
1.2,1.5,20,20,1234,0.9718499999999979
1.2,2.0,20,20,1234,0.9736666666666648
1.2,3.0,20,20,1234,0.9260999999999979
1.2,5.0,20,20,1234,0.8315499999999992
1.5,1.2,20,20,1234,0.9467999999999981
1.5,1.5,20,20,1234,0.9777166666666639
1.5,2.0,20,20,1234,0.9712166666666642
1.5,3.0,20,20,1234,0.9435499999999981
1.5,5.0,20,20,1234,0.8641833333333325
2.0,1.2,20,20,1234,0.9084166666666638
2.0,1.5,20,20,1234,0.9496499999999971
2.0,2.0,20,20,1234,0.9697166666666638
2.0,3.0,20,20,1234,0.9277999999999975
2.0,5.0,20,20,1234,0.8761333333333314
3.0,1.2,20,20,1234,0.9010499999999982
3.0,1.5,20,20,1234,0.935049999999998
3.0,2.0,20,20,1234,0.9603833333333303
3.0,3.0,20,20,1234,0.9435833333333314
3.0,5.0,20,20,1234,0.8733833333333325
-1.0,-1.0,20,50,42,1.0
1.0,1.2,20,50,42,0.9613051587301594
1.0,1.5,20,50,42,0.8744833333333332
1.0,2.0,20,50,42,0.7564623015873014
1.0,3.0,20,50,42,0.6249396825396821
1.0,5.0,20,50,42,0.44599801587301546
1.2,1.2,20,50,42,0.9674130952380964
1.2,1.5,20,50,42,0.9509857142857159
1.2,2.0,20,50,42,0.90447857142857
1.2,3.0,20,50,42,0.820789682539682
1.2,5.0,20,50,42,0.7039706349206345
1.5,1.2,20,50,42,0.9540738095238088
1.5,1.5,20,50,42,0.9657297619047626
1.5,2.0,20,50,42,0.9356301587301586
1.5,3.0,20,50,42,0.865605555555555
1.5,5.0,20,50,42,0.723639285714286
2.0,1.2,20,50,42,0.9355511904761905
2.0,1.5,20,50,42,0.9493555555555548
2.0,2.0,20,50,42,0.9342369047619055
2.0,3.0,20,50,42,0.863731746031746
2.0,5.0,20,50,42,0.7253424603174596
3.0,1.2,20,50,42,0.8912686507936491
3.0,1.5,20,50,42,0.9258317460317469
3.0,2.0,20,50,42,0.9149186507936508
3.0,3.0,20,50,42,0.8107321428571426
3.0,5.0,20,50,42,0.6426563492063492
-1.0,-1.0,20,50,123,1.0
1.0,1.2,20,50,123,0.9538134920634918
1.0,1.5,20,50,123,0.8615646825396821
1.0,2.0,20,50,123,0.7459821428571424
1.0,3.0,20,50,123,0.6269781746031748
1.0,5.0,20,50,123,0.44458373015872976
1.2,1.2,20,50,123,0.9656972222222219
1.2,1.5,20,50,123,0.948186507936508
1.2,2.0,20,50,123,0.9154190476190475
1.2,3.0,20,50,123,0.818384523809522
1.2,5.0,20,50,123,0.6906793650793646
1.5,1.2,20,50,123,0.9407734126984126
1.5,1.5,20,50,123,0.952879761904762
1.5,2.0,20,50,123,0.9289690476190468
1.5,3.0,20,50,123,0.8560904761904764
1.5,5.0,20,50,123,0.73362261904762
2.0,1.2,20,50,123,0.9207992063492055
2.0,1.5,20,50,123,0.942271428571427
2.0,2.0,20,50,123,0.9262492063492045
2.0,3.0,20,50,123,0.842173412698412
2.0,5.0,20,50,123,0.7030317460317467
3.0,1.2,20,50,123,0.9034325396825398
3.0,1.5,20,50,123,0.93648373015873
3.0,2.0,20,50,123,0.902632539682539
3.0,3.0,20,50,123,0.8172992063492059
3.0,5.0,20,50,123,0.6282992063492061
-1.0,-1.0,20,50,456,1.0
1.0,1.2,20,50,456,0.9610325396825411
1.0,1.5,20,50,456,0.8747861111111105
1.0,2.0,20,50,456,0.7578361111111117
1.0,3.0,20,50,456,0.6357436507936507
1.0,5.0,20,50,456,0.4458904761904757
1.2,1.2,20,50,456,0.971743650793651
1.2,1.5,20,50,456,0.963876984126985
1.2,2.0,20,50,456,0.9029023809523804
1.2,3.0,20,50,456,0.8244626984126967
1.2,5.0,20,50,456,0.6860861111111105
1.5,1.2,20,50,456,0.9470714285714296
1.5,1.5,20,50,456,0.955378571428572
1.5,2.0,20,50,456,0.9294313492063486
1.5,3.0,20,50,456,0.8603361111111102
1.5,5.0,20,50,456,0.72170238095238
2.0,1.2,20,50,456,0.9264595238095227
2.0,1.5,20,50,456,0.9468904761904754
2.0,2.0,20,50,456,0.9347575396825397
2.0,3.0,20,50,456,0.8507595238095228
2.0,5.0,20,50,456,0.7094670634920628
3.0,1.2,20,50,456,0.901033333333332
3.0,1.5,20,50,456,0.9338345238095234
3.0,2.0,20,50,456,0.9112503968253967
3.0,3.0,20,50,456,0.8086317460317469
3.0,5.0,20,50,456,0.6606119047619057
-1.0,-1.0,20,50,789,1.0
1.0,1.2,20,50,789,0.9500646825396836
1.0,1.5,20,50,789,0.8900392857142857
1.0,2.0,20,50,789,0.7522944444444452
1.0,3.0,20,50,789,0.6460555555555556
1.0,5.0,20,50,789,0.461294444444444
1.2,1.2,20,50,789,0.9655357142857138
1.2,1.5,20,50,789,0.9513734126984124
1.2,2.0,20,50,789,0.9059833333333331
1.2,3.0,20,50,789,0.8180249999999989
1.2,5.0,20,50,789,0.6912523809523808
1.5,1.2,20,50,789,0.9409317460317457
1.5,1.5,20,50,789,0.9516154761904768
1.5,2.0,20,50,789,0.9356888888888892
1.5,3.0,20,50,789,0.856134920634919
1.5,5.0,20,50,789,0.7399011904761895
2.0,1.2,20,50,789,0.9260698412698398
2.0,1.5,20,50,789,0.9496825396825395
2.0,2.0,20,50,789,0.9353896825396824
2.0,3.0,20,50,789,0.8498345238095237
2.0,5.0,20,50,789,0.7113099206349204
3.0,1.2,20,50,789,0.8914896825396798
3.0,1.5,20,50,789,0.9231440476190478
3.0,2.0,20,50,789,0.8984039682539692
3.0,3.0,20,50,789,0.7919781746031744
3.0,5.0,20,50,789,0.6394404761904758
-1.0,-1.0,20,50,1234,1.0
1.0,1.2,20,50,1234,0.9587658730158727
1.0,1.5,20,50,1234,0.8832071428571425
1.0,2.0,20,50,1234,0.7583742063492073
1.0,3.0,20,50,1234,0.6398519841269846
1.0,5.0,20,50,1234,0.4669928571428567
1.2,1.2,20,50,1234,0.9674861111111103
1.2,1.5,20,50,1234,0.9558392857142858
1.2,2.0,20,50,1234,0.9156551587301582
1.2,3.0,20,50,1234,0.8250499999999991
1.2,5.0,20,50,1234,0.7078535714285714
1.5,1.2,20,50,1234,0.9460309523809521
1.5,1.5,20,50,1234,0.9524761904761911
1.5,2.0,20,50,1234,0.926539682539683
1.5,3.0,20,50,1234,0.8468376984126974
1.5,5.0,20,50,1234,0.7309551587301573
2.0,1.2,20,50,1234,0.9244337301587308
2.0,1.5,20,50,1234,0.9447753968253967
2.0,2.0,20,50,1234,0.9252253968253971
2.0,3.0,20,50,1234,0.8471226190476197
2.0,5.0,20,50,1234,0.6984972222222229
3.0,1.2,20,50,1234,0.9025591269841262
3.0,1.5,20,50,1234,0.93218253968254
3.0,2.0,20,50,1234,0.9091738095238101
3.0,3.0,20,50,1234,0.8204126984126983
3.0,5.0,20,50,1234,0.6518833333333336
-1.0,-1.0,20,100,42,1.0
1.0,1.2,20,100,42,0.935900474525474
1.0,1.5,20,100,42,0.752959390609391
1.0,2.0,20,100,42,0.575744688644689
1.0,3.0,20,100,42,0.40472411893661914
1.0,5.0,20,100,42,0.3331348484848487
1.2,1.2,20,100,42,0.9704239316239301
1.2,1.5,20,100,42,0.944226018426018
1.2,2.0,20,100,42,0.8801238511488516
1.2,3.0,20,100,42,0.757349625374625
1.2,5.0,20,100,42,0.572104460816961
1.5,1.2,20,100,42,0.9582305028305024
1.5,1.5,20,100,42,0.9593359765234747
1.5,2.0,20,100,42,0.9096689657564647
1.5,3.0,20,100,42,0.7796638375513383
1.5,5.0,20,100,42,0.5699802197802196
2.0,1.2,20,100,42,0.9432479881229874
2.0,1.5,20,100,42,0.947146044233544
2.0,2.0,20,100,42,0.8965758893883885
2.0,3.0,20,100,42,0.7301793428793433
2.0,5.0,20,100,42,0.520465438727939
3.0,1.2,20,100,42,0.9080026529026525
3.0,1.5,20,100,42,0.9195635545010545
3.0,2.0,20,100,42,0.8245979326229328
3.0,3.0,20,100,42,0.6063104770229766
3.0,5.0,20,100,42,0.41702489454989455
-1.0,-1.0,20,100,123,1.0
1.0,1.2,20,100,123,0.9315702935952923
1.0,1.5,20,100,123,0.7433814713064713
1.0,2.0,20,100,123,0.5746074425574418
1.0,3.0,20,100,123,0.40350166500166484
1.0,5.0,20,100,123,0.3270356671106671
1.2,1.2,20,100,123,0.9708245837495832
1.2,1.5,20,100,123,0.9410884948384948
1.2,2.0,20,100,123,0.8852564907314903
1.2,3.0,20,100,123,0.7652247419247417
1.2,5.0,20,100,123,0.5664729603729597
1.5,1.2,20,100,123,0.9541187395937384
1.5,1.5,20,100,123,0.9581140914640923
1.5,2.0,20,100,123,0.9103477106227092
1.5,3.0,20,100,123,0.7728082112332104
1.5,5.0,20,100,123,0.5704466644466639
2.0,1.2,20,100,123,0.9366070956820944
2.0,1.5,20,100,123,0.9509318514818506
2.0,2.0,20,100,123,0.8933686535686524
2.0,3.0,20,100,123,0.7124765595515603
2.0,5.0,20,100,123,0.4922257992007986
3.0,1.2,20,100,123,0.9087162670662667
3.0,1.5,20,100,123,0.9206718503718492
3.0,2.0,20,100,123,0.8147835803085802
3.0,3.0,20,100,123,0.6198318126318126
3.0,5.0,20,100,123,0.4080439338439341
-1.0,-1.0,20,100,456,1.0
1.0,1.2,20,100,456,0.9285795135420137
1.0,1.5,20,100,456,0.7453520215895212
1.0,2.0,20,100,456,0.573151065601066
1.0,3.0,20,100,456,0.4203376096126095
1.0,5.0,20,100,456,0.3168936605061605
1.2,1.2,20,100,456,0.9681262445887444
1.2,1.5,20,100,456,0.9394384310134307
1.2,2.0,20,100,456,0.8694518578643585
1.2,3.0,20,100,456,0.7581157745032754
1.2,5.0,20,100,456,0.5519893870018875
1.5,1.2,20,100,456,0.9467236818736815
1.5,1.5,20,100,456,0.9530825924075915
1.5,2.0,20,100,456,0.91125409035409
1.5,3.0,20,100,456,0.7654704933954936
1.5,5.0,20,100,456,0.5543663739038737
2.0,1.2,20,100,456,0.9290455544455548
2.0,1.5,20,100,456,0.9457008186258182
2.0,2.0,20,100,456,0.8956449217449217
2.0,3.0,20,100,456,0.7034331543456553
2.0,5.0,20,100,456,0.4998140429015427
3.0,1.2,20,100,456,0.9068337065712061
3.0,1.5,20,100,456,0.9142999347874361
3.0,2.0,20,100,456,0.8157411269286273
3.0,3.0,20,100,456,0.6104712135087135
3.0,5.0,20,100,456,0.4289321331446327
-1.0,-1.0,20,100,789,1.0
1.0,1.2,20,100,789,0.936442375679875
1.0,1.5,20,100,789,0.7663661019536028
1.0,2.0,20,100,789,0.5746279761904757
1.0,3.0,20,100,789,0.414695498945499
1.0,5.0,20,100,789,0.33475661699411735
1.2,1.2,20,100,789,0.9730840312465304
1.2,1.5,20,100,789,0.9468169552669544
1.2,2.0,20,100,789,0.8835827269952276
1.2,3.0,20,100,789,0.7671197566322576
1.2,5.0,20,100,789,0.5672858336108344
1.5,1.2,20,100,789,0.9589458374958373
1.5,1.5,20,100,789,0.9607590922965917
1.5,2.0,20,100,789,0.9107993437118425
1.5,3.0,20,100,789,0.7713149683649682
1.5,5.0,20,100,789,0.5807560162060165
2.0,1.2,20,100,789,0.9384172286047279
2.0,1.5,20,100,789,0.953172559385057
2.0,2.0,20,100,789,0.9093698426573428
2.0,3.0,20,100,789,0.7108442307692305
2.0,5.0,20,100,789,0.5082272588522591
3.0,1.2,20,100,789,0.9067782370407367
3.0,1.5,20,100,789,0.916440465090464
3.0,2.0,20,100,789,0.8102141455766445
3.0,3.0,20,100,789,0.5903025252525252
3.0,5.0,20,100,789,0.42751064768564756
-1.0,-1.0,20,100,1234,1.0
1.0,1.2,20,100,1234,0.9347305805305798
1.0,1.5,20,100,1234,0.7663013972138971
1.0,2.0,20,100,1234,0.5822289821289818
1.0,3.0,20,100,1234,0.4208725080475074
1.0,5.0,20,100,1234,0.33738525224775245
1.2,1.2,20,100,1234,0.9776751540126536
1.2,1.5,20,100,1234,0.9464865370740364
1.2,2.0,20,100,1234,0.8874586219336222
1.2,3.0,20,100,1234,0.7679008671883679
1.2,5.0,20,100,1234,0.5827924173049179
1.5,1.2,20,100,1234,0.9628235889110879
1.5,1.5,20,100,1234,0.9624369852369858
1.5,2.0,20,100,1234,0.91557975912976
1.5,3.0,20,100,1234,0.7724918401043395
1.5,5.0,20,100,1234,0.5722051989676995
2.0,1.2,20,100,1234,0.9453646214896215
2.0,1.5,20,100,1234,0.9508797424797412
2.0,2.0,20,100,1234,0.8959258824508838
2.0,3.0,20,100,1234,0.7272438172938183
2.0,5.0,20,100,1234,0.5041722999222998
3.0,1.2,20,100,1234,0.9156053335553328
3.0,1.5,20,100,1234,0.9332958569208555
3.0,2.0,20,100,1234,0.8404576423576425
3.0,3.0,20,100,1234,0.6282425269175279
3.0,5.0,20,100,1234,0.42916559690309597
-1.0,-1.0,20,200,42,1.0
1.0,1.2,20,200,42,0.9457328001375994
1.0,1.5,20,200,42,0.6649449260405929
1.0,2.0,20,200,42,0.4177394220846233
1.0,3.0,20,200,42,0.2445694530443761
1.0,5.0,20,200,42,0.27269814241486046
1.2,1.2,20,200,42,0.9958320261437922
1.2,1.5,20,200,42,0.978236842105265
1.2,2.0,20,200,42,0.8964452184382534
1.2,3.0,20,200,42,0.6960848125215002
1.2,5.0,20,200,42,0.41435318197454396
1.5,1.2,20,200,42,0.9924262297901632
1.5,1.5,20,200,42,0.9841389920880647
1.5,2.0,20,200,42,0.8705806501548012
1.5,3.0,20,200,42,0.6390159958720324
1.5,5.0,20,200,42,0.3873092707258349
2.0,1.2,20,200,42,0.9872585827313399
2.0,1.5,20,200,42,0.9649390436876518
2.0,2.0,20,200,42,0.8389808737530113
2.0,3.0,20,200,42,0.5411575335397323
2.0,5.0,20,200,42,0.3335154110767115
3.0,1.2,20,200,42,0.9727303577571407
3.0,1.5,20,200,42,0.9208119367045078
3.0,2.0,20,200,42,0.6872055039559687
3.0,3.0,20,200,42,0.3853771413828692
3.0,5.0,20,200,42,0.2478279841761267
-1.0,-1.0,20,200,123,1.0
1.0,1.2,20,200,123,0.9474268661850714
1.0,1.5,20,200,123,0.6605183522531815
1.0,2.0,20,200,123,0.42141994754041945
1.0,3.0,20,200,123,0.24393137684898564
1.0,5.0,20,200,123,0.26398373753010035
1.2,1.2,20,200,123,0.9961125472996228
1.2,1.5,20,200,123,0.976211713106296
1.2,2.0,20,200,123,0.8951281518747858
1.2,3.0,20,200,123,0.6945999785001726
1.2,5.0,20,200,123,0.419850700894393
1.5,1.2,20,200,123,0.9907041838665303
1.5,1.5,20,200,123,0.9845056458548342
1.5,2.0,20,200,123,0.8667512469900259
1.5,3.0,20,200,123,0.6262832774337805
1.5,5.0,20,200,123,0.3877194659442729
2.0,1.2,20,200,123,0.9862909743722067
2.0,1.5,20,200,123,0.9702181716546288
2.0,2.0,20,200,123,0.8467738777089799
2.0,3.0,20,200,123,0.5343750859993116
2.0,5.0,20,200,123,0.31466986584107387
3.0,1.2,20,200,123,0.9747326625387022
3.0,1.5,20,200,123,0.9082107026143804
3.0,2.0,20,200,123,0.6787750085999316
3.0,3.0,20,200,123,0.3945554222566223
3.0,5.0,20,200,123,0.2448806157550742
-1.0,-1.0,20,200,456,1.0
1.0,1.2,20,200,456,0.9517093223254223
1.0,1.5,20,200,456,0.6702749570003442
1.0,2.0,20,200,456,0.42078596491228054
1.0,3.0,20,200,456,0.2600386824905401
1.0,5.0,20,200,456,0.2646051083591338
1.2,1.2,20,200,456,0.9960668730650168
1.2,1.5,20,200,456,0.9787384588923307
1.2,2.0,20,200,456,0.8939354145166851
1.2,3.0,20,200,456,0.6902160646714823
1.2,5.0,20,200,456,0.40867703818369505
1.5,1.2,20,200,456,0.9926210526315804
1.5,1.5,20,200,456,0.9810757481940161
1.5,2.0,20,200,456,0.8797045407636752
1.5,3.0,20,200,456,0.619287736498108
1.5,5.0,20,200,456,0.37793003095975225
2.0,1.2,20,200,456,0.9879370485036144
2.0,1.5,20,200,456,0.9627668214654297
2.0,2.0,20,200,456,0.8562025455796367
2.0,3.0,20,200,456,0.5376734950120399
2.0,5.0,20,200,456,0.3257498280013765
3.0,1.2,20,200,456,0.9747798761609928
3.0,1.5,20,200,456,0.9092256449948402
3.0,2.0,20,200,456,0.6856218094255252
3.0,3.0,20,200,456,0.39272210182318557
3.0,5.0,20,200,456,0.25843553491572163
-1.0,-1.0,20,200,789,1.0
1.0,1.2,20,200,789,0.9513989207086362
1.0,1.5,20,200,789,0.6759600705194364
1.0,2.0,20,200,789,0.42428643790849685
1.0,3.0,20,200,789,0.25339498624011064
1.0,5.0,20,200,789,0.26984928190574536
1.2,1.2,20,200,789,0.9962043085655328
1.2,1.5,20,200,789,0.977595695734436
1.2,2.0,20,200,789,0.889512018403855
1.2,3.0,20,200,789,0.6910841761265915
1.2,5.0,20,200,789,0.4155854231166153
1.5,1.2,20,200,789,0.9928353242174076
1.5,1.5,20,200,789,0.9831998495012056
1.5,2.0,20,200,789,0.8795116056071559
1.5,3.0,20,200,789,0.6321387039903674
1.5,5.0,20,200,789,0.40018300653594757
2.0,1.2,20,200,789,0.986360741314071
2.0,1.5,20,200,789,0.9588240368077068
2.0,2.0,20,200,789,0.8484967277261786
2.0,3.0,20,200,789,0.5233859907120744
2.0,5.0,20,200,789,0.3289067767457863
3.0,1.2,20,200,789,0.9763573615411093
3.0,1.5,20,200,789,0.906712581699347
3.0,2.0,20,200,789,0.6690862702098374
3.0,3.0,20,200,789,0.37815470846233223
3.0,5.0,20,200,789,0.2599065316477473
-1.0,-1.0,20,200,1234,1.0
1.0,1.2,20,200,1234,0.9537671353629187
1.0,1.5,20,200,1234,0.6738290634674912
1.0,2.0,20,200,1234,0.41855978672170596
1.0,3.0,20,200,1234,0.2556592363261096
1.0,5.0,20,200,1234,0.27372949346405273
1.2,1.2,20,200,1234,0.9958737229102176
1.2,1.5,20,200,1234,0.9775206011351926
1.2,2.0,20,200,1234,0.8950938381492962
1.2,3.0,20,200,1234,0.6948361197110423
1.2,5.0,20,200,1234,0.42491118851049237
1.5,1.2,20,200,1234,0.9923638544891652
1.5,1.5,20,200,1234,0.9810709967320266
1.5,2.0,20,200,1234,0.8800703087375323
1.5,3.0,20,200,1234,0.6289723684210523
1.5,5.0,20,200,1234,0.39143836859305065
2.0,1.2,20,200,1234,0.9857859219126265
2.0,1.5,20,200,1234,0.9686445562435515
2.0,2.0,20,200,1234,0.8475547600619204
2.0,3.0,20,200,1234,0.538598860509117
2.0,5.0,20,200,1234,0.3239198787409708
3.0,1.2,20,200,1234,0.9782604618163078
3.0,1.5,20,200,1234,0.9192902648778826
3.0,2.0,20,200,1234,0.7045350619195051
3.0,3.0,20,200,1234,0.40723751289989685
3.0,5.0,20,200,1234,0.2576547643618856
-1.0,-1.0,30,20,42,1.0
1.0,1.2,30,20,42,0.985049999999998
1.0,1.5,30,20,42,0.9874999999999973
1.0,2.0,30,20,42,0.9543833333333317
1.0,3.0,30,20,42,0.8615666666666659
1.0,5.0,30,20,42,0.7214333333333337
1.2,1.2,30,20,42,0.9707999999999983
1.2,1.5,30,20,42,0.9856999999999978
1.2,2.0,30,20,42,0.9783333333333311
1.2,3.0,30,20,42,0.9244166666666654
1.2,5.0,30,20,42,0.8504999999999997
1.5,1.2,30,20,42,0.9494666666666641
1.5,1.5,30,20,42,0.9806666666666646
1.5,2.0,30,20,42,0.9933666666666642
1.5,3.0,30,20,42,0.9617999999999979
1.5,5.0,30,20,42,0.8953499999999991
2.0,1.2,30,20,42,0.9215333333333323
2.0,1.5,30,20,42,0.9558166666666648
2.0,2.0,30,20,42,0.9956333333333311
2.0,3.0,30,20,42,0.983333333333331
2.0,5.0,30,20,42,0.9224666666666649
3.0,1.2,30,20,42,0.9058166666666658
3.0,1.5,30,20,42,0.9596833333333312
3.0,2.0,30,20,42,1.0071333333333314
3.0,3.0,30,20,42,0.9633999999999979
3.0,5.0,30,20,42,0.9103833333333329
-1.0,-1.0,30,20,123,1.0
1.0,1.2,30,20,123,0.9876666666666652
1.0,1.5,30,20,123,1.0061666666666647
1.0,2.0,30,20,123,0.9459166666666654
1.0,3.0,30,20,123,0.8654166666666665
1.0,5.0,30,20,123,0.722416666666667
1.2,1.2,30,20,123,0.9713333333333319
1.2,1.5,30,20,123,1.0035833333333317
1.2,2.0,30,20,123,0.9878333333333315
1.2,3.0,30,20,123,0.9600833333333321
1.2,5.0,30,20,123,0.8365833333333326
1.5,1.2,30,20,123,0.9549166666666651
1.5,1.5,30,20,123,0.9904999999999985
1.5,2.0,30,20,123,0.996249999999998
1.5,3.0,30,20,123,0.9784166666666653
1.5,5.0,30,20,123,0.9064999999999992
2.0,1.2,30,20,123,0.9258333333333316
2.0,1.5,30,20,123,0.9694999999999984
2.0,2.0,30,20,123,0.9901666666666649
2.0,3.0,30,20,123,0.9661666666666652
2.0,5.0,30,20,123,0.9111666666666662
3.0,1.2,30,20,123,0.9050833333333329
3.0,1.5,30,20,123,0.9689166666666646
3.0,2.0,30,20,123,0.9861666666666653
3.0,3.0,30,20,123,0.9646666666666648
3.0,5.0,30,20,123,0.9306666666666658
-1.0,-1.0,30,20,456,1.0
1.0,1.2,30,20,456,0.9735833333333316
1.0,1.5,30,20,456,0.9836666666666645
1.0,2.0,30,20,456,0.963499999999998
1.0,3.0,30,20,456,0.8591666666666659
1.0,5.0,30,20,456,0.7077499999999998
1.2,1.2,30,20,456,0.9650833333333313
1.2,1.5,30,20,456,0.9982499999999971
1.2,2.0,30,20,456,0.979583333333331
1.2,3.0,30,20,456,0.9253333333333313
1.2,5.0,30,20,456,0.833499999999999
1.5,1.2,30,20,456,0.9401666666666644
1.5,1.5,30,20,456,0.9860833333333312
1.5,2.0,30,20,456,0.9864166666666645
1.5,3.0,30,20,456,0.9614166666666648
1.5,5.0,30,20,456,0.8769999999999993
2.0,1.2,30,20,456,0.9194999999999984
2.0,1.5,30,20,456,0.9613333333333313
2.0,2.0,30,20,456,0.9752499999999974
2.0,3.0,30,20,456,0.9753333333333308
2.0,5.0,30,20,456,0.9036666666666656
3.0,1.2,30,20,456,0.8964166666666649
3.0,1.5,30,20,456,0.9415833333333314
3.0,2.0,30,20,456,0.9464166666666645
3.0,3.0,30,20,456,0.9378333333333323
3.0,5.0,30,20,456,0.8919999999999985
-1.0,-1.0,30,20,789,1.0
1.0,1.2,30,20,789,0.985416666666664
1.0,1.5,30,20,789,0.9769166666666643
1.0,2.0,30,20,789,0.9584833333333316
1.0,3.0,30,20,789,0.8864666666666643
1.0,5.0,30,20,789,0.7358999999999997
1.2,1.2,30,20,789,0.9663666666666638
1.2,1.5,30,20,789,0.9914666666666632
1.2,2.0,30,20,789,0.9777999999999966
1.2,3.0,30,20,789,0.9227999999999982
1.2,5.0,30,20,789,0.8314833333333327
1.5,1.2,30,20,789,0.959516666666664
1.5,1.5,30,20,789,0.9751333333333313
1.5,2.0,30,20,789,0.9804333333333309
1.5,3.0,30,20,789,0.9346166666666651
1.5,5.0,30,20,789,0.8935833333333318
2.0,1.2,30,20,789,0.9169999999999972
2.0,1.5,30,20,789,0.9878833333333304
2.0,2.0,30,20,789,0.9669166666666638
2.0,3.0,30,20,789,0.9687999999999981
2.0,5.0,30,20,789,0.9275166666666643
3.0,1.2,30,20,789,0.8875999999999985
3.0,1.5,30,20,789,0.9323833333333305
3.0,2.0,30,20,789,0.9642833333333304
3.0,3.0,30,20,789,0.9559333333333315
3.0,5.0,30,20,789,0.9106333333333317
-1.0,-1.0,30,20,1234,1.0
1.0,1.2,30,20,1234,0.9757999999999978
1.0,1.5,30,20,1234,0.996816666666664
1.0,2.0,30,20,1234,0.9476499999999975
1.0,3.0,30,20,1234,0.8591833333333323
1.0,5.0,30,20,1234,0.7448499999999995
1.2,1.2,30,20,1234,0.9688166666666647
1.2,1.5,30,20,1234,0.9730166666666644
1.2,2.0,30,20,1234,0.9701499999999982
1.2,3.0,30,20,1234,0.9325333333333318
1.2,5.0,30,20,1234,0.852649999999999
1.5,1.2,30,20,1234,0.9398666666666646
1.5,1.5,30,20,1234,0.9592333333333315
1.5,2.0,30,20,1234,0.974783333333331
1.5,3.0,30,20,1234,0.9296999999999983
1.5,5.0,30,20,1234,0.8881666666666661
2.0,1.2,30,20,1234,0.9289166666666651
2.0,1.5,30,20,1234,0.9628999999999981
2.0,2.0,30,20,1234,0.9585333333333306
2.0,3.0,30,20,1234,0.9617833333333315
2.0,5.0,30,20,1234,0.870999999999999
3.0,1.2,30,20,1234,0.8877833333333317
3.0,1.5,30,20,1234,0.9096666666666652
3.0,2.0,30,20,1234,0.9647833333333313
3.0,3.0,30,20,1234,0.9431833333333314
3.0,5.0,30,20,1234,0.9061999999999986
-1.0,-1.0,30,50,42,1.0
1.0,1.2,30,50,42,0.967871428571428
1.0,1.5,30,50,42,0.8848619047619048
1.0,2.0,30,50,42,0.7594773809523808
1.0,3.0,30,50,42,0.6406535714285713
1.0,5.0,30,50,42,0.4402309523809518
1.2,1.2,30,50,42,0.9736630952380948
1.2,1.5,30,50,42,0.9566321428571425
1.2,2.0,30,50,42,0.9265416666666654
1.2,3.0,30,50,42,0.8415142857142844
1.2,5.0,30,50,42,0.7328369047619044
1.5,1.2,30,50,42,0.9635249999999997
1.5,1.5,30,50,42,0.965086904761906
1.5,2.0,30,50,42,0.9487011904761903
1.5,3.0,30,50,42,0.8964107142857134
1.5,5.0,30,50,42,0.7892952380952363
2.0,1.2,30,50,42,0.9350749999999997
2.0,1.5,30,50,42,0.9541928571428561
2.0,2.0,30,50,42,0.9489928571428558
2.0,3.0,30,50,42,0.8985809523809523
2.0,5.0,30,50,42,0.7699333333333311
3.0,1.2,30,50,42,0.9012428571428573
3.0,1.5,30,50,42,0.9404785714285713
3.0,2.0,30,50,42,0.9380559523809526
3.0,3.0,30,50,42,0.8441249999999998
3.0,5.0,30,50,42,0.7351797619047629
-1.0,-1.0,30,50,123,1.0
1.0,1.2,30,50,123,0.9596011904761911
1.0,1.5,30,50,123,0.8816511904761889
1.0,2.0,30,50,123,0.7414071428571424
1.0,3.0,30,50,123,0.6085857142857141
1.0,5.0,30,50,123,0.4539130952380956
1.2,1.2,30,50,123,0.9751642857142857
1.2,1.5,30,50,123,0.9636630952380953
1.2,2.0,30,50,123,0.9194880952380933
1.2,3.0,30,50,123,0.8497130952380949
1.2,5.0,30,50,123,0.7280476190476186
1.5,1.2,30,50,123,0.9558154761904759
1.5,1.5,30,50,123,0.9712345238095238
1.5,2.0,30,50,123,0.9411154761904756
1.5,3.0,30,50,123,0.8911654761904763
1.5,5.0,30,50,123,0.789183333333333
2.0,1.2,30,50,123,0.9318535714285705
2.0,1.5,30,50,123,0.9567297619047623
2.0,2.0,30,50,123,0.9443821428571443
2.0,3.0,30,50,123,0.8936488095238089
2.0,5.0,30,50,123,0.7710535714285717
