num_stas,npca_qsrc,npca_cw,seed,collision_probability_npca,aggregate_throughput,mean_access_delay,npca_transition_count
5,0,15,42,0.24949290060851928,1289,147.3677269200931,165
5,0,15,123,0.24862888482632542,1252,147.9856230031949,195
5,0,15,456,0.2972222222222222,1210,160.05537190082646,250
5,1,31,42,0.12596401028277635,1245,151.43534136546185,200
5,1,31,123,0.1446700507614213,1225,155.83183673469387,169
5,1,31,456,0.15505226480836237,1243,150.37329042638777,240
5,2,63,42,0.08383233532934131,1246,146.50401284109148,183
5,2,63,123,0.1078838174273859,1180,146.75084745762712,227
5,2,63,456,0.10191082802547771,1202,157.3053244592346,265
5,3,127,42,0.04878048780487805,1150,167.17652173913044,174
5,3,127,123,0.075,1166,161.50857632933105,150
5,3,127,456,0.025889967637540454,1095,168.82922374429225,217
5,4,255,42,0.01282051282051282,1123,166.84416740872663,142
5,4,255,123,0.0,1066,175.94746716697935,186
5,4,255,456,0.044444444444444446,1102,168.33575317604357,137
5,5,511,42,0.0,1075,179.6753488372093,95
5,5,511,123,0.01818181818181818,999,186.12312312312312,140
5,5,511,456,0.0,1047,179.63992359121298,120
10,0,15,42,0.5100463678516228,1282,268.27535101404055,350
10,0,15,123,0.4675925925925926,1275,287.2078431372549,380
10,0,15,456,0.49933949801849403,1259,280.62112787926924,390
10,1,31,42,0.30330882352941174,1237,282.1721907841552,380
10,1,31,123,0.297244094488189,1242,300.2479871175523,330
10,1,31,456,0.3147410358565737,1260,306.4896825396825,350
10,2,63,42,0.1358695652173913,1247,293.186848436247,330
10,2,63,123,0.16367713004484305,1205,314.66058091286305,326
10,2,63,456,0.21511627906976744,1263,313.67854315122725,310
10,3,127,42,0.08333333333333333,1180,320.45762711864404,324
10,3,127,123,0.08668730650154799,1189,306.1547518923465,309
10,3,127,456,0.09883720930232558,1212,297.55528052805283,364
10,4,255,42,0.0514018691588785,1151,315.5812337098175,317
10,4,255,123,0.02247191011235955,1157,329.2618841832325,329
10,4,255,456,0.04149377593360996,1150,320.9086956521739,340
10,5,511,42,0.0,1122,313.58645276292333,159
10,5,511,123,0.023255813953488372,1090,338.02385321100917,293
10,5,511,456,0.03076923076923077,1045,354.10143540669856,287
20,0,15,42,0.7117046347211312,1257,442.41050119331743,660
20,0,15,123,0.7327852004110997,1238,468.1680129240711,460
20,0,15,456,0.7197986577181208,1236,442.50323624595467,720
20,1,31,42,0.5339966832504146,1210,540.9842975206611,600
20,1,31,123,0.5328638497652582,1249,517.6180944755805,700
20,1,31,456,0.5304964539007092,1250,530.7392,580
20,2,63,42,0.3515625,1217,558.4552177485621,600
20,2,63,123,0.34833659491193736,1192,583.4261744966443,647
20,2,63,456,0.32926829268292684,1216,600.563322368421,776
20,3,127,42,0.13297872340425532,1218,582.6551724137931,672
20,3,127,123,0.2144702842377261,1200,577.0083333333333,553
20,3,127,456,0.16761363636363635,1176,635.593537414966,659
20,4,255,42,0.07258064516129033,1172,611.8404436860068,534
20,4,255,123,0.09404388714733543,1154,565.4662045060659,643
20,4,255,456,0.04819277108433735,1203,641.9027431421447,553
20,5,511,42,0.031746031746031744,1165,600.8163090128755,316
20,5,511,123,0.03870967741935484,1145,602.0043668122271,404
20,5,511,456,0.026845637583892617,1098,623.3023679417122,382
30,0,15,42,0.8266666666666667,1206,563.1326699834162,750
30,0,15,123,0.8289817232375979,1224,619.7900326797386,720
30,0,15,456,0.8234984193888304,1211,598.6498761354253,990
30,1,31,42,0.6633663366336634,1232,694.2467532467532,990
30,1,31,123,0.67008547008547,1241,711.6341659951652,990
30,1,31,456,0.6630252100840336,1185,697.9924050632911,1140
30,2,63,42,0.4474789915966387,1196,767.8168896321071,689
30,2,63,123,0.44921875,1231,813.0259951259139,797
30,2,63,456,0.4422187981510015,1218,793.8620689655172,898
30,3,127,42,0.22701149425287356,1214,803.0815485996706,763
30,3,127,123,0.20569620253164558,1212,862.4958745874587,824
30,3,127,456,0.20902612826603326,1172,887.1535836177475,1016
30,4,255,42,0.13043478260869565,1158,792.8747841105354,633
30,4,255,123,0.14814814814814814,1154,844.7452339688042,912
30,4,255,456,0.14080459770114942,1151,915.3709817549957,1051
30,5,511,42,0.12560386473429952,1129,926.6262178919397,601
30,5,511,123,0.07964601769911504,1102,963.1415607985481,738
30,5,511,456,0.03333333333333333,1149,976.0139251523063,693
50,0,15,42,0.9254509018036072,1181,670.2845046570703,950
50,0,15,123,0.9223394055608821,1210,678.501652892562,1150
50,0,15,456,0.931214953271028,1182,681.1294416243654,1150
50,1,31,42,0.8292263610315186,1183,914.3245984784446,1200
50,1,31,123,0.8306038894575231,1211,903.9339388934765,1598
50,1,31,456,0.8291770573566085,1178,928.9032258064516,1450
50,2,63,42,0.6062717770034843,1212,1227.6435643564357,1600
50,2,63,123,0.605830164765526,1243,1157.960579243765,1629
50,2,63,456,0.5697674418604651,1154,1185.4653379549393,1445
50,3,127,42,0.3613861386138614,1222,1296.5155482815057,1234
50,3,127,123,0.3815580286168522,1197,1358.1954887218046,1843
50,3,127,456,0.2641025641025641,1189,1315.6888141295206,1285
50,4,255,42,0.1873198847262248,1173,1336.6197783461212,1218
50,4,255,123,0.2048611111111111,1174,1361.2819420783646,1079
50,4,255,456,0.18461538461538463,1206,1252.804311774461,919
50,5,511,42,0.09420289855072464,1168,1343.0958904109589,1232
50,5,511,123,0.16877637130801687,1196,1325.0510033444816,920
50,5,511,456,0.09795918367346938,1146,1366.843804537522,1032
