method,ppdu_dist,N,W_eff,seed,visit,successes,oracle_successes,efficiency,viable_slots_wasted,collision_rate,tau_rmse,false_trigger_rate
oracle,homo,20,50,123,1000,2.631,2.631,1.0396666666666634,2.536,0.23905195670342716,0.0,0.0
mfg_no_excl,homo,20,50,123,1000,2.637,2.631,1.042499999999997,2.487,0.23442750874856105,0.0,0.0
self_excl_only,homo,20,50,123,1000,2.637,2.631,1.0441666666666636,2.388,0.239561936756054,0.0,0.0
ema_fixed_low,homo,20,50,123,1000,2.486,2.631,0.982499999999996,4.152,0.13413517101319763,0.020722243955723307,4.96660107892881
ema_fixed_high,homo,20,50,123,1000,2.517,2.631,0.9944999999999956,3.754,0.1577140686454928,0.019671042283919967,8.265992137098369
ema_adaptive,homo,20,50,123,1000,2.501,2.631,0.9881666666666629,4.275,0.13727702750036364,0.02108060110379516,5.2612286036890525
ema_ad_low,homo,20,50,123,1000,2.613,2.631,1.0321666666666636,2.892,0.19867294763200338,0.010645616801856966,3.2408741410292494
ema_ad_med,homo,20,50,123,1000,2.553,2.631,1.0089999999999961,3.333,0.18736316269729575,0.015147896420753416,3.8382852180628104
ema_no_coll,homo,20,50,123,1000,2.642,2.631,1.0431666666666632,2.547,0.22562378221623564,0.008440879295132753,2.5794773040255246
consec_L2,homo,20,50,123,1000,2.529,2.631,1.0006666666666617,3.673,0.15803016492881053,0.02096976351687042,3.626183296442118
consec_L4,homo,20,50,123,1000,2.476,2.631,0.9784999999999959,4.296,0.13641619391959992,0.021714207481038448,1.191195619632344
dcf_self_excl,homo,20,50,123,1000,2.273,2.631,0.896999999999995,5.123,0.16530134407216462,0.0,0.0
oracle,homo,20,50,456,1000,2.654,2.673,1.0296666666666636,2.342,0.2374793250866777,0.0,0.0
mfg_no_excl,homo,20,50,456,1000,2.638,2.673,1.0209999999999968,2.556,0.22868384956546695,0.0,0.0
self_excl_only,homo,20,50,456,1000,2.639,2.673,1.0224999999999962,2.513,0.23380888343682418,0.0,0.0
ema_fixed_low,homo,20,50,456,1000,2.488,2.673,0.9669999999999958,4.173,0.1370843144987111,0.020997646795980197,4.901163014836039
ema_fixed_high,homo,20,50,456,1000,2.517,2.673,0.9751666666666623,3.744,0.15739858818512065,0.019616284562550403,8.320539998297194
ema_adaptive,homo,20,50,456,1000,2.489,2.673,0.9649999999999955,4.071,0.13602860826805022,0.020795969131302786,5.063794881065304
ema_ad_low,homo,20,50,456,1000,2.604,2.673,1.0104999999999964,2.835,0.20345414332399608,0.010681093530300086,2.9860841567745973
ema_ad_med,homo,20,50,456,1000,2.611,2.673,1.0116666666666623,3.21,0.16598261909658962,0.014583176163284622,3.760601643209733
ema_no_coll,homo,20,50,456,1000,2.625,2.673,1.0179999999999967,2.544,0.22374461981087324,0.00843397616918528,2.4585522824569654
consec_L2,homo,20,50,456,1000,2.517,2.673,0.9769999999999954,3.882,0.15512219811492262,0.02069888367441934,3.6999027060057235
consec_L4,homo,20,50,456,1000,2.516,2.673,0.9768333333333284,4.116,0.13078693731019617,0.021459272340412415,1.0066323826199595
dcf_self_excl,homo,20,50,456,1000,2.296,2.673,0.8894999999999941,5.125,0.1639124690960914,0.0,0.0
oracle,homo,20,50,789,1000,2.65,2.609,1.0561666666666645,2.449,0.23809970927765012,0.0,0.0
mfg_no_excl,homo,20,50,789,1000,2.625,2.609,1.0483333333333305,2.546,0.23858494577318087,0.0,0.0
self_excl_only,homo,20,50,789,1000,2.657,2.609,1.0589999999999975,2.409,0.2352665466628312,0.0,0.0
ema_fixed_low,homo,20,50,789,1000,2.473,2.609,0.9864999999999954,4.236,0.13614302510784732,0.020929276378750104,5.023848522418412
ema_fixed_high,homo,20,50,789,1000,2.542,2.609,1.013833333333329,3.619,0.1557835834100541,0.019519456912346463,7.868471186772462
ema_adaptive,homo,20,50,789,1000,2.503,2.609,1.001333333333329,4.173,0.14079298480676844,0.02117407201972198,5.1160061744313765
ema_ad_low,homo,20,50,789,1000,2.624,2.609,1.0488333333333304,2.873,0.19962922332225733,0.010740476939217952,2.973200410867942
ema_ad_med,homo,20,50,789,1000,2.59,2.609,1.0306666666666637,3.209,0.1778291605281543,0.014727899750003381,3.657999761354056
ema_no_coll,homo,20,50,789,1000,2.616,2.609,1.0418333333333305,2.541,0.2288166941159973,0.008433118885850193,2.5626307285164085
consec_L2,homo,20,50,789,1000,2.541,2.609,1.0151666666666628,3.715,0.15065640421240287,0.02032444599757137,3.5964768341866256
consec_L4,homo,20,50,789,1000,2.476,2.609,0.988833333333329,4.308,0.13318487596424947,0.021672271052226424,1.1062644588641484
dcf_self_excl,homo,20,50,789,1000,2.28,2.609,0.910999999999994,5.128,0.1635536559931296,0.0,0.0
oracle,homo,20,50,1234,1000,2.66,2.597,1.0651666666666646,2.455,0.2339536208345027,0.0,0.0
mfg_no_excl,homo,20,50,1234,1000,2.641,2.597,1.0593333333333306,2.533,0.23408173501335222,0.0,0.0
self_excl_only,homo,20,50,1234,1000,2.65,2.597,1.0594999999999979,2.491,0.2263606787820021,0.0,0.0
ema_fixed_low,homo,20,50,1234,1000,2.508,2.597,1.003999999999996,4.082,0.1371124415015671,0.02086047683310945,4.7815372941643846
ema_fixed_high,homo,20,50,1234,1000,2.512,2.597,1.0063333333333295,3.656,0.15998725597158253,0.01994847867193641,7.968890033074937
ema_adaptive,homo,20,50,1234,1000,2.522,2.597,1.010833333333329,4.026,0.13831764482077977,0.02073278090537838,4.9883123918779875
ema_ad_low,homo,20,50,1234,1000,2.613,2.597,1.045499999999997,2.903,0.20300270628064723,0.010781363895762074,3.0866783202092045
ema_ad_med,homo,20,50,1234,1000,2.577,2.597,1.0331666666666623,3.262,0.17166309053863218,0.01461266365423632,3.834199654602366
ema_no_coll,homo,20,50,1234,1000,2.63,2.597,1.052499999999997,2.487,0.23657887814799547,0.008356584548160068,2.420710135044695
consec_L2,homo,20,50,1234,1000,2.507,2.597,1.0051666666666625,3.813,0.15581098173841987,0.020472822464199673,3.634156894202286
consec_L4,homo,20,50,1234,1000,2.485,2.597,0.9959999999999949,4.307,0.13204630682728716,0.021590154976867434,1.0763653099291852
dcf_self_excl,homo,20,50,1234,1000,2.288,2.597,0.9173333333333283,5.127,0.16863472449126987,0.0,0.0
oracle,homo,20,100,42,1000,5.592,5.594,1.0080166666666748,5.343,0.25047946061432613,0.0,0.0
mfg_no_excl,homo,20,100,42,1000,5.582,5.594,1.0056666666666745,5.384,0.25179254378282295,0.0,0.0
self_excl_only,homo,20,100,42,1000,5.62,5.594,1.0127333333333413,5.232,0.24544549734824148,0.0,0.0
ema_fixed_low,homo,20,100,42,1000,5.289,5.594,0.9534666666666746,10.402,0.11174164642653742,0.028363125165119248,7.766287184377317
ema_fixed_high,homo,20,100,42,1000,5.383,5.594,0.9699333333333414,8.912,0.13992180702417473,0.025612741132142302,8.866801552778977
ema_adaptive,homo,20,100,42,1000,5.293,5.594,0.9541833333333403,10.557,0.11284269622474442,0.028137042523625547,7.575516041450959
ema_ad_low,homo,20,100,42,1000,5.57,5.594,1.0040333333333415,6.737,0.18212494273168855,0.016292861930463358,3.9113811535620737
ema_ad_med,homo,20,100,42,1000,5.45,5.594,0.9823000000000081,8.019,0.15159427262713102,0.021732204234052324,5.368564897041047
ema_no_coll,homo,20,100,42,1000,5.57,5.594,1.0038666666666747,5.828,0.225419456922082,0.011498175793361537,3.053549261691133
consec_L2,homo,20,100,42,1000,5.363,5.594,0.9666833333333404,9.242,0.1333623351522021,0.026785963368800795,4.586161271390252
consec_L4,homo,20,100,42,1000,5.251,5.594,0.9461833333333399,11.169,0.10137540663293128,0.030574058359998595,2.1233819621706638
dcf_self_excl,homo,20,100,42,1000,5.018,5.594,0.9042500000000048,12.035,0.17463506548963523,0.0,0.0
oracle,homo,20,100,123,1000,5.621,5.579,1.0162166666666752,5.343,0.24783455023096146,0.0,0.0
mfg_no_excl,homo,20,100,123,1000,5.601,5.579,1.012500000000008,5.35,0.25282342461469215,0.0,0.0
self_excl_only,homo,20,100,123,1000,5.62,5.579,1.0161500000000083,5.154,0.2528544151086596,0.0,0.0
ema_fixed_low,homo,20,100,123,1000,5.304,5.579,0.9589000000000066,10.225,0.11122459498746551,0.027471133371919264,7.653873588211268
ema_fixed_high,homo,20,100,123,1000,5.357,5.579,0.9686000000000082,9.095,0.1385464146318652,0.02531116423299375,8.960473039988985
ema_adaptive,homo,20,100,123,1000,5.283,5.579,0.9551166666666739,10.553,0.11237109383878188,0.028396629313780238,7.589668074859892
ema_ad_low,homo,20,100,123,1000,5.548,5.579,1.0025666666666744,6.829,0.1813588793542757,0.016055870850276363,4.074585336274753
ema_ad_med,homo,20,100,123,1000,5.411,5.579,0.9779333333333403,8.313,0.15029396961827649,0.021909291718426115,5.633040235513385
ema_no_coll,homo,20,100,123,1000,5.597,5.579,1.011316666666674,5.735,0.21963637186522392,0.011603635401083454,2.799831476216247
consec_L2,homo,20,100,123,1000,5.356,5.579,0.9682666666666737,9.333,0.13388919459169213,0.02705804328741397,4.647984408090523
consec_L4,homo,20,100,123,1000,5.243,5.579,0.9480166666666725,11.209,0.10141405227519443,0.03049708375033091,2.1120568289039534
dcf_self_excl,homo,20,100,123,1000,5.009,5.579,0.9055500000000063,11.981,0.17367467763888517,0.0,0.0
oracle,homo,20,100,456,1000,5.639,5.625,1.0100500000000072,5.153,0.24719567139984364,0.0,0.0
mfg_no_excl,homo,20,100,456,1000,5.631,5.625,1.0090833333333409,5.352,0.24339332046469395,0.0,0.0
self_excl_only,homo,20,100,456,1000,5.588,5.625,1.0010500000000069,5.372,0.24911959821613194,0.0,0.0
ema_fixed_low,homo,20,100,456,1000,5.296,5.625,0.9495666666666734,10.524,0.10885212441843181,0.027912465101505513,7.823205206196756
ema_fixed_high,homo,20,100,456,1000,5.372,5.625,0.9629833333333406,8.951,0.1405949528158565,0.025378016186555604,8.894677239979782
ema_adaptive,homo,20,100,456,1000,5.308,5.625,0.9511000000000065,10.18,0.11138871225721385,0.02789594858687999,7.378278062198889
ema_ad_low,homo,20,100,456,1000,5.544,5.625,0.9938166666666757,6.814,0.1869267321543243,0.016222157031426532,3.9759444148399896
ema_ad_med,homo,20,100,456,1000,5.471,5.625,0.9804833333333407,7.916,0.14472938844440428,0.021454647567653064,5.34357566503239
ema_no_coll,homo,20,100,456,1000,5.576,5.625,0.9992666666666744,5.799,0.22261888667375235,0.011513936491953945,2.94540670318913
consec_L2,homo,20,100,456,1000,5.352,5.625,0.9591333333333396,9.452,0.13702211749197316,0.027090112300960093,4.6781313288016735
consec_L4,homo,20,100,456,1000,5.281,5.625,0.9464666666666738,11.002,0.09988851353223584,0.03029828299920122,1.996744000131739
dcf_self_excl,homo,20,100,456,1000,5.007,5.625,0.8970333333333387,11.999,0.17576704100364018,0.0,0.0
oracle,homo,20,100,789,1000,5.626,5.593,1.0146500000000083,5.216,0.2479470453137048,0.0,0.0
mfg_no_excl,homo,20,100,789,1000,5.609,5.593,1.0113333333333416,5.309,0.24983521062977337,0.0,0.0
self_excl_only,homo,20,100,789,1000,5.618,5.593,1.012733333333341,5.205,0.24730824488178954,0.0,0.0
ema_fixed_low,homo,20,100,789,1000,5.295,5.593,0.9550833333333404,10.507,0.1140218243175182,0.027884268465275742,7.817705672039333
ema_fixed_high,homo,20,100,789,1000,5.421,5.593,0.9775000000000073,8.64,0.13814860312186744,0.024902190777724285,8.545069247765053
ema_adaptive,homo,20,100,789,1000,5.296,5.593,0.9551666666666736,10.34,0.11282399461276117,0.028415994162575023,7.359938431520201
ema_ad_low,homo,20,100,789,1000,5.544,5.593,0.9998666666666742,6.796,0.18382789904117333,0.01621806231098286,3.9406375800243456
ema_ad_med,homo,20,100,789,1000,5.469,5.593,0.9859833333333402,8.028,0.14978657910963972,0.02174355966111359,5.324306135274533
ema_no_coll,homo,20,100,789,1000,5.582,5.593,1.0064666666666742,5.87,0.21954988894840782,0.01152412932404949,3.008735913702349
consec_L2,homo,20,100,789,1000,5.397,5.593,0.9736166666666743,9.097,0.1302552070609484,0.02645536431797965,4.5324488155742255
consec_L4,homo,20,100,789,1000,5.266,5.593,0.9501666666666729,10.984,0.09998505351548645,0.030348864938184235,2.0609985376274302
dcf_self_excl,homo,20,100,789,1000,5.03,5.593,0.9068000000000054,12.002,0.17257679103524767,0.0,0.0
oracle,homo,20,100,1234,1000,5.608,5.566,1.0161500000000072,5.288,0.25256984949354755,0.0,0.0
mfg_no_excl,homo,20,100,1234,1000,5.61,5.566,1.016383333333341,5.403,0.25035702799890147,0.0,0.0
self_excl_only,homo,20,100,1234,1000,5.621,5.566,1.0187166666666743,5.165,0.24034412380106,0.0,0.0
ema_fixed_low,homo,20,100,1234,1000,5.306,5.566,0.9619833333333407,10.33,0.11298145015404482,0.028324722099469072,7.58248924491509
ema_fixed_high,homo,20,100,1234,1000,5.378,5.566,0.9752500000000083,8.894,0.14062561669359147,0.025427407106892265,8.717472339460615
ema_adaptive,homo,20,100,1234,1000,5.295,5.566,0.9597833333333404,10.27,0.11238044515882163,0.028342101579343797,7.399464077120895
ema_ad_low,homo,20,100,1234,1000,5.55,5.566,1.0059333333333418,6.841,0.17983729647579547,0.016209513974256153,4.005968189193637
ema_ad_med,homo,20,100,1234,1000,5.45,5.566,0.9877000000000075,8.107,0.14705406020440148,0.021457226186379044,5.4653471923026995
ema_no_coll,homo,20,100,1234,1000,5.618,5.566,1.018133333333341,5.751,0.2234420436815025,0.011524921307862486,2.799506877969733
consec_L2,homo,20,100,1234,1000,5.352,5.566,0.9700833333333411,9.406,0.13386774142050822,0.026925714342705895,4.627457843347736
consec_L4,homo,20,100,1234,1000,5.248,5.566,0.95163333333334,11.18,0.09927331266692767,0.030249689445466736,2.0676091248010757
dcf_self_excl,homo,20,100,1234,1000,5.002,5.566,0.9063500000000052,12.004,0.1775062116492948,0.0,0.0
oracle,homo,20,200,42,1000,11.582,11.576,1.0025761072261061,10.897,0.2548422414103066,0.0,0.0
mfg_no_excl,homo,20,200,42,1000,11.585,11.576,1.002779137529137,11.02,0.2537408879906054,0.0,0.0
self_excl_only,homo,20,200,42,1000,11.589,11.576,1.003071911421911,10.671,0.253822947233378,0.0,0.0
ema_fixed_low,homo,20,200,42,1000,11.082,11.576,0.9592734265734217,20.931,0.11676526565313836,0.03537798819738191,8.043662384351656
ema_fixed_high,homo,20,200,42,1000,11.184,11.576,0.9679170163170123,19.72,0.12707102866043182,0.03499048576419922,7.969393983871179
ema_adaptive,homo,20,200,42,1000,11.072,11.576,0.9583855477855435,21.164,0.11941139297505851,0.03522703457547266,8.041125793757184
ema_ad_low,homo,20,200,42,1000,11.398,11.576,0.986613986013983,15.928,0.1565233483271079,0.02802476794705896,5.029077604735249
ema_ad_med,homo,20,200,42,1000,11.272,11.576,0.9757416083916047,18.173,0.1328934068567152,0.03214546317131547,6.435719554531881
ema_no_coll,homo,20,200,42,1000,11.492,11.576,0.9947412587412567,13.548,0.19519685016395177,0.022280745830629254,3.6018374833064497
consec_L2,homo,20,200,42,1000,11.093,11.576,0.9601961538461511,21.106,0.11737525037577375,0.036892417684821516,4.534310597522923
consec_L4,homo,20,200,42,1000,10.751,11.576,0.930532517482515,26.934,0.07909148602989825,0.04337171583138428,2.515841363106823
dcf_self_excl,homo,20,200,42,1000,10.406,11.576,0.9007688811188804,28.421,0.15239192993842338,0.0,0.0
oracle,homo,20,200,123,1000,11.596,11.574,1.003926806526806,10.681,0.25762715573117384,0.0,0.0
mfg_no_excl,homo,20,200,123,1000,11.564,11.574,1.0011825174825166,10.759,0.26341373169884763,0.0,0.0
self_excl_only,homo,20,200,123,1000,11.609,11.574,1.0051662004661999,10.727,0.256135486961549,0.0,0.0
ema_fixed_low,homo,20,200,123,1000,11.13,11.574,0.9636120046620003,20.705,0.11638934979251003,0.034708438791816426,8.00109593208816
ema_fixed_high,homo,20,200,123,1000,11.138,11.574,0.9643968531468492,20.111,0.12920765719620836,0.034581085899819015,8.061626758378292
ema_adaptive,homo,20,200,123,1000,11.096,11.574,0.9606510489510444,20.935,0.11484522888341335,0.03574631321273694,7.93483754286441
ema_ad_low,homo,20,200,123,1000,11.378,11.574,0.985146853146851,16.069,0.15608108227834352,0.027570746741655317,5.203287698075663
ema_ad_med,homo,20,200,123,1000,11.221,11.574,0.9715013986013943,18.48,0.1374667159977569,0.03137388034883911,6.646453455918416
ema_no_coll,homo,20,200,123,1000,11.507,11.574,0.9962392773892755,13.647,0.1892138190995497,0.022919588149728783,3.482062605697884
consec_L2,homo,20,200,123,1000,11.097,11.574,0.9607525641025603,21.17,0.11775496425826243,0.03686808496424716,4.539171066646573
consec_L4,homo,20,200,123,1000,10.765,11.574,0.9320487179487155,26.833,0.07824866020754749,0.04289666709090076,2.519195622389879
dcf_self_excl,homo,20,200,123,1000,10.414,11.574,0.9017066433566429,28.317,0.15074794477292341,0.0,0.0
oracle,homo,20,200,456,1000,11.597,11.602,1.0016002331002312,10.587,0.25693877040599145,0.0,0.0
mfg_no_excl,homo,20,200,456,1000,11.588,11.602,1.000836247086246,10.737,0.25561238307395373,0.0,0.0
self_excl_only,homo,20,200,456,1000,11.596,11.602,1.0015172494172477,10.836,0.2535831152929773,0.0,0.0
ema_fixed_low,homo,20,200,456,1000,11.106,11.602,0.9591672494172446,20.905,0.11730343691039388,0.03483178035956453,8.088412701445927
ema_fixed_high,homo,20,200,456,1000,11.157,11.602,0.9635884615384575,20.093,0.12839537655018332,0.03470200657981591,8.05258925947871
ema_adaptive,homo,20,200,456,1000,11.14,11.602,0.9621066433566392,20.474,0.11262159306038913,0.035615040457381536,7.782563884704289
ema_ad_low,homo,20,200,456,1000,11.365,11.602,0.9815714452214406,16.057,0.15907207737927842,0.02779406382020483,5.1164270743306535
ema_ad_med,homo,20,200,456,1000,11.296,11.602,0.975630186480182,17.932,0.13246647930732172,0.0315209631319265,6.417882864487685
ema_no_coll,homo,20,200,456,1000,11.491,11.602,0.9924347319347304,13.658,0.19269903873205138,0.022559165885090094,3.5738983562194577
consec_L2,homo,20,200,456,1000,11.122,11.602,0.9605438228438192,20.841,0.1180334790429108,0.03675628133069307,4.534892412245313
consec_L4,homo,20,200,456,1000,10.784,11.602,0.9314346153846126,26.702,0.07786479005100451,0.04346451986930148,2.4587192960786837
dcf_self_excl,homo,20,200,456,1000,10.416,11.602,0.8995736596736602,28.316,0.15144197428501727,0.0,0.0
oracle,homo,20,200,789,1000,11.594,11.568,1.0044574592074584,10.708,0.25724507552756787,0.0,0.0
mfg_no_excl,homo,20,200,789,1000,11.567,11.568,1.002162354312353,10.826,0.2580464816134482,0.0,0.0
self_excl_only,homo,20,200,789,1000,11.585,11.568,1.0037502331002324,10.686,0.25591105361538086,0.0,0.0
ema_fixed_low,homo,20,200,789,1000,11.071,11.568,0.9592315850815801,20.991,0.12053190872723941,0.03493510794085882,8.111053184816237
ema_fixed_high,homo,20,200,789,1000,11.184,11.568,0.9688881118881083,19.618,0.12688210244482534,0.03459318844342432,7.8579262916881145
ema_adaptive,homo,20,200,789,1000,11.113,11.568,0.9629748251748218,20.93,0.11548800070659317,0.03564159585661345,7.881400148720675
ema_ad_low,homo,20,200,789,1000,11.372,11.568,0.9853824009323982,15.993,0.15834693884934367,0.02768398354930915,5.104354569053301
ema_ad_med,homo,20,200,789,1000,11.266,11.568,0.9761766899766857,18.113,0.13507381547105388,0.03180660486164583,6.444299003793135
ema_no_coll,homo,20,200,789,1000,11.497,11.568,0.9961066433566418,13.521,0.1909792669439885,0.022514471103867454,3.558097390773973
consec_L2,homo,20,200,789,1000,11.119,11.568,0.9633517482517446,20.73,0.11653787324987244,0.03698835354925087,4.433506626853891
consec_L4,homo,20,200,789,1000,10.752,11.568,0.931554778554777,26.884,0.07896156213502421,0.04337542421103738,2.4886336500679582
dcf_self_excl,homo,20,200,789,1000,10.388,11.568,0.9000009324009326,28.586,0.1507052169766953,0.0,0.0
oracle,homo,20,200,1234,1000,11.606,11.553,1.0067495337995331,10.763,0.25796262766434025,0.0,0.0
mfg_no_excl,homo,20,200,1234,1000,11.594,11.553,1.0057768065268062,10.946,0.2560906449004875,0.0,0.0
self_excl_only,homo,20,200,1234,1000,11.603,11.553,1.006698368298368,10.723,0.2496324258445495,0.0,0.0
ema_fixed_low,homo,20,200,1234,1000,11.092,11.553,0.9621968531468481,21.109,0.11629856904019541,0.03589047378093285,8.023309984319967
ema_fixed_high,homo,20,200,1234,1000,11.16,11.553,0.9680571095571054,19.885,0.12747826888443417,0.03484666138080513,7.970571950680623
ema_adaptive,homo,20,200,1234,1000,11.123,11.553,0.9649089743589697,20.83,0.11668851560630418,0.03553123906107685,7.922998529864736
ema_ad_low,homo,20,200,1234,1000,11.412,11.553,0.9899268065268041,15.847,0.1565601479132975,0.0278040038814495,5.098937530652236
ema_ad_med,homo,20,200,1234,1000,11.263,11.553,0.9768207459207421,17.951,0.13509146183119322,0.0316639719542781,6.452304636398201
ema_no_coll,homo,20,200,1234,1000,11.495,11.553,0.9969840326340318,13.593,0.1931719917971103,0.0225948419351425,3.536844596836414
consec_L2,homo,20,200,1234,1000,11.143,11.553,0.9666358974358943,20.605,0.11515698949465157,0.036701414121537136,4.471981716569118
consec_L4,homo,20,200,1234,1000,10.799,11.553,0.9369945221445211,26.72,0.07847375755512506,0.042899672168227855,2.4942367627431
dcf_self_excl,homo,20,200,1234,1000,10.374,11.553,0.9000672494172496,28.549,0.1549947648781534,0.0,0.0
oracle,homo,30,20,42,1000,0.944,0.936,0.882,0.955,0.17800000000000007,0.0,0.0
mfg_no_excl,homo,30,20,42,1000,0.938,0.936,0.879,0.891,0.16453333333333336,0.0,0.0
self_excl_only,homo,30,20,42,1000,0.931,0.936,0.871,0.909,0.17341666666666672,0.0,0.0
ema_fixed_low,homo,30,20,42,1000,0.902,0.936,0.845,1.171,0.13918333333333327,0.008736594021061063,3.392566666666669
ema_fixed_high,homo,30,20,42,1000,0.891,0.936,0.831,1.251,0.15091666666666662,0.008798751661488068,10.812533333333329
ema_adaptive,homo,30,20,42,1000,0.909,0.936,0.851,1.214,0.14091666666666672,0.00865300995192439,9.3055
ema_ad_low,homo,30,20,42,1000,0.932,0.936,0.869,0.938,0.1649166666666667,0.005048344508310189,7.577
ema_ad_med,homo,30,20,42,1000,0.933,0.936,0.871,0.998,0.15159999999999996,0.006227576502232656,8.2015
ema_no_coll,homo,30,20,42,1000,0.928,0.936,0.868,0.922,0.18605000000000013,0.004656556801136329,7.5115
consec_L2,homo,30,20,42,1000,0.907,0.936,0.847,1.214,0.1454833333333333,0.009033119026007895,2.974
consec_L4,homo,30,20,42,1000,0.888,0.936,0.83,1.268,0.13626666666666665,0.008980804496495607,0.559
dcf_self_excl,homo,30,20,42,1000,0.872,0.936,0.814,1.347,0.12796666666666667,0.0,0.0
oracle,homo,30,20,123,1000,0.951,0.933,0.888,0.865,0.16494999999999987,0.0,0.0
mfg_no_excl,homo,30,20,123,1000,0.926,0.933,0.864,0.917,0.18430000000000027,0.0,0.0
self_excl_only,homo,30,20,123,1000,0.945,0.933,0.88,0.891,0.18111666666666681,0.0,0.0
ema_fixed_low,homo,30,20,123,1000,0.905,0.933,0.844,1.237,0.1320333333333334,0.008490319665090689,3.655400000000003
ema_fixed_high,homo,30,20,123,1000,0.905,0.933,0.843,1.213,0.13978333333333332,0.008686210809917029,10.754683333333329
ema_adaptive,homo,30,20,123,1000,0.907,0.933,0.852,1.242,0.14375000000000007,0.00857255694180275,9.411
ema_ad_low,homo,30,20,123,1000,0.929,0.933,0.866,0.946,0.16548333333333334,0.005041028549596806,7.946
ema_ad_med,homo,30,20,123,1000,0.931,0.933,0.87,1.01,0.17195000000000035,0.006402423360417959,7.9945
ema_no_coll,homo,30,20,123,1000,0.939,0.933,0.876,0.901,0.19853333333333353,0.004654631844967441,7.4035
consec_L2,homo,30,20,123,1000,0.913,0.933,0.854,1.211,0.14115,0.009200176279807194,3.148
consec_L4,homo,30,20,123,1000,0.897,0.933,0.842,1.257,0.13406666666666658,0.008930163553148948,0.51
dcf_self_excl,homo,30,20,123,1000,0.863,0.933,0.809,1.419,0.13528333333333326,0.0,0.0
oracle,homo,30,20,456,1000,0.952,0.946,0.899,0.863,0.18611666666666676,0.0,0.0
mfg_no_excl,homo,30,20,456,1000,0.948,0.946,0.895,0.943,0.1795166666666668,0.0,0.0
self_excl_only,homo,30,20,456,1000,0.938,0.946,0.887,0.907,0.17801666666666674,0.0,0.0
ema_fixed_low,homo,30,20,456,1000,0.901,0.946,0.853,1.169,0.13748333333333332,0.00878979658178418,3.2979666666666696
ema_fixed_high,homo,30,20,456,1000,0.908,0.946,0.862,1.181,0.14678333333333338,0.008666780944480956,10.497933333333323
ema_adaptive,homo,30,20,456,1000,0.911,0.946,0.862,1.16,0.1423166666666665,0.008443007919309527,9.0735
ema_ad_low,homo,30,20,456,1000,0.916,0.946,0.865,0.911,0.16728333333333337,0.0050650301565177535,7.5765
ema_ad_med,homo,30,20,456,1000,0.933,0.946,0.885,1.017,0.16123333333333334,0.006244845643767539,8.116
ema_no_coll,homo,30,20,456,1000,0.923,0.946,0.874,0.919,0.19191666666666682,0.004589217244531836,7.639
consec_L2,homo,30,20,456,1000,0.912,0.946,0.863,1.224,0.14545000000000002,0.00906088887210208,2.936
consec_L4,homo,30,20,456,1000,0.918,0.946,0.869,1.147,0.12784999999999996,0.008694967147362107,0.41
dcf_self_excl,homo,30,20,456,1000,0.893,0.946,0.846,1.394,0.14038333333333325,0.0,0.0
oracle,homo,30,20,789,1000,0.955,0.936,0.895,0.853,0.18960000000000016,0.0,0.0
mfg_no_excl,homo,30,20,789,1000,0.926,0.936,0.866,0.962,0.18545000000000017,0.0,0.0
self_excl_only,homo,30,20,789,1000,0.947,0.936,0.885,0.912,0.17661666666666667,0.0,0.0
ema_fixed_low,homo,30,20,789,1000,0.891,0.936,0.836,1.237,0.13894999999999993,0.008849309695310349,3.5717166666666693
ema_fixed_high,homo,30,20,789,1000,0.925,0.936,0.866,1.074,0.14888333333333323,0.008628387549028652,9.6307
ema_adaptive,homo,30,20,789,1000,0.907,0.936,0.849,1.174,0.1365333333333333,0.008386999764187724,9.1815
ema_ad_low,homo,30,20,789,1000,0.936,0.936,0.879,0.935,0.18074999999999997,0.005054332651981419,7.764
ema_ad_med,homo,30,20,789,1000,0.941,0.936,0.88,1.069,0.15588333333333326,0.0062555947450730655,8.609
ema_no_coll,homo,30,20,789,1000,0.938,0.936,0.881,0.866,0.18425000000000002,0.004694613343336313,7.198
consec_L2,homo,30,20,789,1000,0.906,0.936,0.848,1.236,0.14178333333333334,0.008967949431660101,3.1445
consec_L4,homo,30,20,789,1000,0.908,0.936,0.849,1.168,0.1401166666666667,0.008907590099288857,0.388
dcf_self_excl,homo,30,20,789,1000,0.882,0.936,0.825,1.376,0.13276666666666653,0.0,0.0
oracle,homo,30,20,1234,1000,0.945,0.949,0.896,0.926,0.1862333333333334,0.0,0.0
mfg_no_excl,homo,30,20,1234,1000,0.953,0.949,0.906,0.85,0.16708333333333344,0.0,0.0
self_excl_only,homo,30,20,1234,1000,0.93,0.949,0.881,0.957,0.17910000000000012,0.0,0.0
ema_fixed_low,homo,30,20,1234,1000,0.917,0.949,0.871,1.201,0.13676666666666668,0.008680051029606083,3.3563166666666704
ema_fixed_high,homo,30,20,1234,1000,0.911,0.949,0.866,1.106,0.14109999999999995,0.008526413458898156,9.54405
ema_adaptive,homo,30,20,1234,1000,0.904,0.949,0.857,1.187,0.13453333333333325,0.008368525157164294,9.3265
ema_ad_low,homo,30,20,1234,1000,0.942,0.949,0.894,0.928,0.17426666666666676,0.0050377262332229,7.7575
ema_ad_med,homo,30,20,1234,1000,0.932,0.949,0.885,1.098,0.1558166666666668,0.006194386426067338,8.8655
