method,ppdu_dist,N,W_eff,seed,visit,successes,oracle_successes,efficiency,viable_slots_wasted,collision_rate,tau_rmse,false_trigger_rate
consec_L2,bimodal,5,100,123,1000,4.004,4.177,0.965233333333331,7.061,0.08674448467601015,0.2670797369155009,0.7593614430272245
consec_L4,bimodal,5,100,123,1000,3.932,4.177,0.947899999999998,8.86,0.06530448692024961,0.28936738289635483,0.3192886106352876
dcf_self_excl,bimodal,5,100,123,1000,3.851,4.177,0.9302499999999975,10.437,0.10968303947482955,0.0,0.0
oracle,bimodal,5,100,456,1000,4.227,4.21,1.0071333333333323,2.426,0.20784622410183604,0.0,0.0
mfg_no_excl,bimodal,5,100,456,1000,4.187,4.21,0.997649999999999,3.184,0.2552697098160484,0.0,0.0
self_excl_only,bimodal,5,100,456,1000,4.198,4.21,1.000899999999999,2.814,0.19817212892374556,0.0,0.0
ema_fixed_low,bimodal,5,100,456,1000,3.936,4.21,0.9421333333333312,9.137,0.06579306065022901,0.29999380852963087,1.0162618843850295
ema_fixed_high,bimodal,5,100,456,1000,4.006,4.21,0.9586666666666644,7.331,0.08575201225633099,0.2611286801056469,1.4523401942486012
ema_adaptive,bimodal,5,100,456,1000,3.943,4.21,0.9428499999999976,9.041,0.06607725743722613,0.28613437394190233,1.066563831101389
ema_ad_low,bimodal,5,100,456,1000,4.041,4.21,0.966683333333331,6.615,0.10053147108805259,0.27716501696954965,0.646714033855559
ema_ad_med,bimodal,5,100,456,1000,4.0,4.21,0.9569499999999975,7.298,0.07964655754460104,0.2799166456121707,0.78284057305099
ema_no_coll,bimodal,5,100,456,1000,4.057,4.21,0.9704333333333311,6.083,0.1151307514405328,0.27056023073752605,0.5925113151040334
consec_L2,bimodal,5,100,456,1000,4.019,4.21,0.9614333333333315,7.231,0.08640430500010736,0.267276259661674,0.7804162586100082
consec_L4,bimodal,5,100,456,1000,3.946,4.21,0.9437666666666645,9.149,0.0651136660368338,0.2881233373574919,0.34326697071744616
dcf_self_excl,bimodal,5,100,456,1000,3.888,4.21,0.9317333333333305,9.808,0.10940276422031282,0.0,0.0
oracle,bimodal,5,100,789,1000,4.213,4.21,1.0045166666666656,2.491,0.19921850651984102,0.0,0.0
mfg_no_excl,bimodal,5,100,789,1000,4.196,4.21,0.9997833333333326,3.161,0.2585302887306163,0.0,0.0
self_excl_only,bimodal,5,100,789,1000,4.234,4.21,1.008816666666666,2.697,0.1971031913734705,0.0,0.0
ema_fixed_low,bimodal,5,100,789,1000,3.936,4.21,0.9415833333333306,9.252,0.06612654756497789,0.29307447108537193,1.053326357715268
ema_fixed_high,bimodal,5,100,789,1000,4.002,4.21,0.9574833333333308,7.478,0.08141987672760367,0.26708672282122553,1.430720036972072
ema_adaptive,bimodal,5,100,789,1000,3.941,4.21,0.9422666666666641,9.008,0.06284291314705388,0.29598348495957494,1.0150798988739813
ema_ad_low,bimodal,5,100,789,1000,4.046,4.21,0.9673833333333307,6.536,0.10256555496761491,0.2703397474042212,0.6783820916865093
ema_ad_med,bimodal,5,100,789,1000,4.001,4.21,0.956799999999997,7.469,0.08497074227703673,0.28187983938862576,0.7989599702014125
ema_no_coll,bimodal,5,100,789,1000,4.062,4.21,0.9710833333333307,6.27,0.11227883423678961,0.2662776922018399,0.6225238981313628
consec_L2,bimodal,5,100,789,1000,4.018,4.21,0.9607999999999974,7.414,0.08588007039829633,0.26639702034578516,0.8022951344476498
consec_L4,bimodal,5,100,789,1000,3.948,4.21,0.9442166666666638,8.771,0.06511388604340296,0.2865855294036872,0.336312800921098
dcf_self_excl,bimodal,5,100,789,1000,3.888,4.21,0.9308499999999974,9.931,0.10717780989860463,0.0,0.0
oracle,bimodal,5,100,1234,1000,4.162,4.171,1.0017499999999986,2.45,0.20261521785747807,0.0,0.0
mfg_no_excl,bimodal,5,100,1234,1000,4.147,4.171,0.997266666666665,3.233,0.24929492732156064,0.0,0.0
self_excl_only,bimodal,5,100,1234,1000,4.17,4.171,1.0033166666666657,2.757,0.1962880031818889,0.0,0.0
ema_fixed_low,bimodal,5,100,1234,1000,3.899,4.171,0.9421999999999972,8.918,0.06614779027094633,0.28746999753436947,1.0504207829869507
ema_fixed_high,bimodal,5,100,1234,1000,3.965,4.171,0.9580833333333303,7.205,0.08174332122724551,0.2752503796422524,1.3497368295447885
ema_adaptive,bimodal,5,100,1234,1000,3.894,4.171,0.9411666666666635,9.253,0.06531845801554849,0.28905592465760566,1.0655244900585177
ema_ad_low,bimodal,5,100,1234,1000,4.001,4.171,0.9664333333333299,6.62,0.1020223490371946,0.2699640013025734,0.6785920071328769
ema_ad_med,bimodal,5,100,1234,1000,3.944,4.171,0.9528333333333302,7.795,0.08794542815682894,0.27803828871462194,0.8549333088368409
ema_no_coll,bimodal,5,100,1234,1000,4.014,4.171,0.9692833333333303,5.908,0.12089974581788919,0.2569381326716089,0.5927062741665231
consec_L2,bimodal,5,100,1234,1000,3.974,4.171,0.9598666666666639,7.081,0.08451901843943442,0.2620497055900825,0.7723848402112875
consec_L4,bimodal,5,100,1234,1000,3.9,4.171,0.9426666666666634,8.907,0.06782863209909441,0.28299336808389053,0.34015237666522835
dcf_self_excl,bimodal,5,100,1234,1000,3.849,4.171,0.9316333333333301,9.603,0.10917393313284815,0.0,0.0
oracle,bimodal,5,200,42,1000,5.0,5.0,1.0,2.715,0.20137100792149967,0.0,0.0
mfg_no_excl,bimodal,5,200,42,1000,5.0,5.0,1.0,2.665,0.20410966020993157,0.0,0.0
self_excl_only,bimodal,5,200,42,1000,5.0,5.0,1.0,2.648,0.2138378934164285,0.0,0.0
ema_fixed_low,bimodal,5,200,42,1000,4.999,5.0,0.9997999999999999,12.039,0.05300165944220624,0.34445164964608704,1.03621407267089
ema_fixed_high,bimodal,5,200,42,1000,5.0,5.0,1.0,9.311,0.0739840314624114,0.3105624325279503,1.3146885385584275
ema_adaptive,bimodal,5,200,42,1000,4.998,5.0,0.9995999999999999,12.382,0.05113320893515898,0.34037695386968375,1.0676866263332052
ema_ad_low,bimodal,5,200,42,1000,5.0,5.0,1.0,8.75,0.08072939503340591,0.3225703719422709,0.6939107166993487
ema_ad_med,bimodal,5,200,42,1000,5.0,5.0,1.0,9.981,0.06949895739075196,0.3310097821725294,0.8459519514103495
ema_no_coll,bimodal,5,200,42,1000,5.0,5.0,1.0,8.013,0.09687794651905657,0.3150199642230278,0.5953656485775564
consec_L2,bimodal,5,200,42,1000,4.999,5.0,0.9997999999999999,9.246,0.07256695479971777,0.3045400171104501,0.7750427328484096
consec_L4,bimodal,5,200,42,1000,4.999,5.0,0.9997999999999999,11.714,0.05318697379795946,0.33963555202625423,0.3617143614097878
dcf_self_excl,bimodal,5,200,42,1000,4.994,5.0,0.9987999999999997,14.582,0.08555001902063784,0.0,0.0
oracle,bimodal,5,200,123,1000,5.0,5.0,1.0,2.635,0.21310700345004718,0.0,0.0
mfg_no_excl,bimodal,5,200,123,1000,5.0,5.0,1.0,2.674,0.21060713154328264,0.0,0.0
self_excl_only,bimodal,5,200,123,1000,5.0,5.0,1.0,2.814,0.2080802612989784,0.0,0.0
ema_fixed_low,bimodal,5,200,123,1000,5.0,5.0,1.0,12.495,0.0555796798233774,0.34011712902947294,1.0868470312459575
ema_fixed_high,bimodal,5,200,123,1000,5.0,5.0,1.0,9.41,0.07350869666679519,0.31106853169898874,1.3331036883207998
ema_adaptive,bimodal,5,200,123,1000,4.998,5.0,0.9995999999999999,12.313,0.05456536700124265,0.34606806044353844,1.0530361776803505
ema_ad_low,bimodal,5,200,123,1000,5.0,5.0,1.0,9.1,0.0809922376572005,0.3243529764464517,0.7346484951408452
ema_ad_med,bimodal,5,200,123,1000,5.0,5.0,1.0,9.952,0.06705962234820241,0.34250726363978,0.7735519183297928
ema_no_coll,bimodal,5,200,123,1000,5.0,5.0,1.0,8.246,0.09921671691190949,0.3130473261365082,0.6233776473365864
consec_L2,bimodal,5,200,123,1000,4.999,5.0,0.9997999999999999,8.985,0.07422367618703117,0.3038628336675341,0.7494926506473424
consec_L4,bimodal,5,200,123,1000,5.0,5.0,1.0,12.004,0.052945410820693775,0.33913620200555045,0.35340141599132163
dcf_self_excl,bimodal,5,200,123,1000,4.99,5.0,0.9979999999999998,15.491,0.08607857605141847,0.0,0.0
oracle,bimodal,5,200,456,1000,5.0,5.0,1.0,2.723,0.20710514184388076,0.0,0.0
mfg_no_excl,bimodal,5,200,456,1000,5.0,5.0,1.0,2.598,0.2077796263291235,0.0,0.0
self_excl_only,bimodal,5,200,456,1000,5.0,5.0,1.0,2.685,0.20951170561894294,0.0,0.0
ema_fixed_low,bimodal,5,200,456,1000,4.999,5.0,0.9997999999999999,12.296,0.053339718471529324,0.3485546304247209,1.0254367692530277
ema_fixed_high,bimodal,5,200,456,1000,4.999,5.0,0.9997999999999999,9.424,0.07303326130332129,0.30674547291793497,1.3463128277658856
ema_adaptive,bimodal,5,200,456,1000,4.998,5.0,0.9995999999999999,12.126,0.05363773423549985,0.3386335378754454,1.0372049394928136
ema_ad_low,bimodal,5,200,456,1000,5.0,5.0,1.0,8.906,0.08223755033793981,0.32815764766462563,0.6748319975027536
ema_ad_med,bimodal,5,200,456,1000,4.998,5.0,0.9995999999999999,9.965,0.06510818970947896,0.33717953883880275,0.8022517565938734
ema_no_coll,bimodal,5,200,456,1000,5.0,5.0,1.0,8.058,0.09809130764812121,0.3147776084654873,0.613319487542465
consec_L2,bimodal,5,200,456,1000,5.0,5.0,1.0,9.203,0.07425908070585503,0.30767540126286735,0.7686656623375218
consec_L4,bimodal,5,200,456,1000,4.999,5.0,0.9997999999999999,12.2,0.05184807979486317,0.3399080302317044,0.36493804671134383
dcf_self_excl,bimodal,5,200,456,1000,4.988,5.0,0.9975999999999997,15.11,0.08495878117455478,0.0,0.0
oracle,bimodal,5,200,789,1000,5.0,5.0,1.0,2.781,0.20219053712373666,0.0,0.0
mfg_no_excl,bimodal,5,200,789,1000,5.0,5.0,1.0,2.631,0.21244438405517005,0.0,0.0
self_excl_only,bimodal,5,200,789,1000,5.0,5.0,1.0,2.572,0.20513621139445992,0.0,0.0
ema_fixed_low,bimodal,5,200,789,1000,4.998,5.0,0.9996,12.509,0.0532886006896308,0.3456796589810731,1.0537398519131644
ema_fixed_high,bimodal,5,200,789,1000,5.0,5.0,1.0,9.434,0.07197807719896893,0.3084249697740318,1.3326819571249466
ema_adaptive,bimodal,5,200,789,1000,4.999,5.0,0.9997999999999999,12.278,0.05004028183649116,0.34842656093572577,1.0196689599776778
ema_ad_low,bimodal,5,200,789,1000,5.0,5.0,1.0,8.66,0.08748617500256257,0.31983218046466433,0.6998820043804892
ema_ad_med,bimodal,5,200,789,1000,5.0,5.0,1.0,10.231,0.06868907211987327,0.33511238226989654,0.8226137762554373
ema_no_coll,bimodal,5,200,789,1000,5.0,5.0,1.0,8.285,0.09559906106543938,0.31466149919500785,0.6434385322487062
consec_L2,bimodal,5,200,789,1000,4.999,5.0,0.9997999999999999,9.308,0.07411112790424196,0.30355015687123016,0.784852930887314
consec_L4,bimodal,5,200,789,1000,5.0,5.0,1.0,11.788,0.05269476769942683,0.335448039109255,0.36458790269693714
dcf_self_excl,bimodal,5,200,789,1000,4.992,5.0,0.9983999999999998,15.101,0.08370609889833616,0.0,0.0
oracle,bimodal,5,200,1234,1000,5.0,5.0,1.0,2.766,0.207008609963707,0.0,0.0
mfg_no_excl,bimodal,5,200,1234,1000,5.0,5.0,1.0,2.756,0.20414603908303633,0.0,0.0
self_excl_only,bimodal,5,200,1234,1000,5.0,5.0,1.0,2.641,0.20960389128932216,0.0,0.0
ema_fixed_low,bimodal,5,200,1234,1000,4.998,5.0,0.9995999999999999,12.285,0.05100584374572051,0.34391258910342054,1.0441142851509608
ema_fixed_high,bimodal,5,200,1234,1000,5.0,5.0,1.0,9.405,0.07076366446762043,0.3163547672737328,1.2751374227889725
ema_adaptive,bimodal,5,200,1234,1000,4.999,5.0,0.9997999999999999,12.624,0.05279402887048171,0.3451153675739599,1.071353965990087
ema_ad_low,bimodal,5,200,1234,1000,5.0,5.0,1.0,8.767,0.08483673132055612,0.32046513571157303,0.7048634997837984
ema_ad_med,bimodal,5,200,1234,1000,4.999,5.0,0.9997999999999999,10.491,0.06986784134253489,0.3297754134685448,0.8789810315010521
ema_no_coll,bimodal,5,200,1234,1000,5.0,5.0,1.0,8.049,0.10084795218856617,0.31107908083532093,0.6151048534550764
consec_L2,bimodal,5,200,1234,1000,4.999,5.0,0.9997999999999999,9.143,0.07313976344385283,0.3035675499672594,0.7655144109315477
consec_L4,bimodal,5,200,1234,1000,4.999,5.0,0.9997999999999999,12.081,0.054435519448455774,0.33579764611796165,0.3698438115471529
dcf_self_excl,bimodal,5,200,1234,1000,4.993,5.0,0.9985999999999998,14.472,0.085746808422703,0.0,0.0
oracle,bimodal,10,20,42,1000,1.762,1.798,1.053,1.383,0.21040315795315806,0.0,0.0
mfg_no_excl,bimodal,10,20,42,1000,1.219,1.798,0.7255,3.813,0.4311574009324003,0.0,0.0
self_excl_only,bimodal,10,20,42,1000,1.555,1.798,0.9335,3.312,0.06895918248418256,0.0,0.0
ema_fixed_low,bimodal,10,20,42,1000,1.487,1.798,0.895,3.633,0.05334485791985788,0.17727009286889958,1.5520063547563552
ema_fixed_high,bimodal,10,20,42,1000,1.548,1.798,0.93,3.253,0.06706935841935834,0.17258864068072727,1.932870018870019
ema_adaptive,bimodal,10,20,42,1000,1.496,1.798,0.898,3.583,0.05127528860028859,0.1796305944667958,1.5298858391608385
ema_ad_low,bimodal,10,20,42,1000,1.557,1.798,0.9325,3.244,0.06299744422244417,0.1740495466684887,1.4174517510267504
ema_ad_med,bimodal,10,20,42,1000,1.538,1.798,0.9225,3.407,0.059318309468309474,0.17452437504798504,1.4592810828060825
ema_no_coll,bimodal,10,20,42,1000,1.578,1.798,0.9475,3.278,0.06637977022977028,0.17063994433423846,1.3278667804417803
consec_L2,bimodal,10,20,42,1000,1.587,1.798,0.95,3.198,0.06492735875235864,0.1716994009047271,1.1754327977577979
consec_L4,bimodal,10,20,42,1000,1.489,1.798,0.896,3.512,0.05326940004440007,0.18036801188076498,0.36874990009990005
dcf_self_excl,bimodal,10,20,42,1000,1.475,1.798,0.884,3.703,0.06329707237207223,0.0,0.0
oracle,bimodal,10,20,123,1000,1.784,1.803,1.0635,1.3,0.21571482128982147,0.0,0.0
mfg_no_excl,bimodal,10,20,123,1000,1.2,1.803,0.7155,3.821,0.4394883283383279,0.0,0.0
self_excl_only,bimodal,10,20,123,1000,1.599,1.803,0.952,3.074,0.061111280386280394,0.0,0.0
ema_fixed_low,bimodal,10,20,123,1000,1.495,1.803,0.8925,3.575,0.058618575868575794,0.17559722515926549,1.5321305416805409
ema_fixed_high,bimodal,10,20,123,1000,1.556,1.803,0.9345,3.148,0.0615522366522366,0.17153530641499895,1.8535191308691283
ema_adaptive,bimodal,10,20,123,1000,1.525,1.803,0.9115,3.424,0.05798267010767008,0.17465398428650933,1.4688953157953142
ema_ad_low,bimodal,10,20,123,1000,1.541,1.803,0.9215,3.344,0.06167002719502718,0.16757794550652277,1.4603940392940387
ema_ad_med,bimodal,10,20,123,1000,1.561,1.803,0.9305,3.308,0.06040175657675659,0.1699675039270472,1.4011092324342327
ema_no_coll,bimodal,10,20,123,1000,1.565,1.803,0.934,3.241,0.07163274780774784,0.1663297514770689,1.3450397519147528
consec_L2,bimodal,10,20,123,1000,1.56,1.803,0.927,3.197,0.06823456543456542,0.16709935426349548,1.1749215673215674
consec_L4,bimodal,10,20,123,1000,1.499,1.803,0.8975,3.461,0.057523190698190695,0.1749344484813931,0.3405615551115555
dcf_self_excl,bimodal,10,20,123,1000,1.463,1.803,0.8705,3.729,0.0638427627927627,0.0,0.0
oracle,bimodal,10,20,456,1000,1.79,1.806,1.0665,1.321,0.2197861166611168,0.0,0.0
mfg_no_excl,bimodal,10,20,456,1000,1.215,1.806,0.719,3.737,0.42987456987456946,0.0,0.0
self_excl_only,bimodal,10,20,456,1000,1.59,1.806,0.9445,3.134,0.06882200022200027,0.0,0.0
ema_fixed_low,bimodal,10,20,456,1000,1.506,1.806,0.8945,3.503,0.05530420135420136,0.17476812283461493,1.4359142274392256
ema_fixed_high,bimodal,10,20,456,1000,1.58,1.806,0.939,3.126,0.06786345043845037,0.16659673622389515,1.856130377955377
ema_adaptive,bimodal,10,20,456,1000,1.485,1.806,0.8825,3.677,0.054434318459318384,0.1731956129525775,1.6348814269064273
ema_ad_low,bimodal,10,20,456,1000,1.544,1.806,0.9215,3.314,0.0647448801198801,0.16642117444838234,1.38458196248196
ema_ad_med,bimodal,10,20,456,1000,1.54,1.806,0.9175,3.283,0.06334504107004102,0.17014619173620404,1.378272333222333
ema_no_coll,bimodal,10,20,456,1000,1.574,1.806,0.935,3.204,0.06896803751803754,0.16713690608179768,1.3521009573759584
consec_L2,bimodal,10,20,456,1000,1.587,1.806,0.9445,3.102,0.06383203463203453,0.16668031653276474,1.165843417693418
consec_L4,bimodal,10,20,456,1000,1.497,1.806,0.898,3.474,0.05537153679653676,0.17482719112448783,0.35403642191142204
dcf_self_excl,bimodal,10,20,456,1000,1.468,1.806,0.8715,3.751,0.06266842879342864,0.0,0.0
oracle,bimodal,10,20,789,1000,1.799,1.791,1.084,1.31,0.21754969474969518,0.0,0.0
mfg_no_excl,bimodal,10,20,789,1000,1.234,1.791,0.7495,3.725,0.4186387612387607,0.0,0.0
self_excl_only,bimodal,10,20,789,1000,1.58,1.791,0.958,3.092,0.06628909423909428,0.0,0.0
ema_fixed_low,bimodal,10,20,789,1000,1.535,1.791,0.932,3.455,0.05132133422133421,0.17191598190678173,1.4673378760128748
ema_fixed_high,bimodal,10,20,789,1000,1.557,1.791,0.941,3.194,0.0674331446331446,0.16205467138407223,1.8453136724386727
ema_adaptive,bimodal,10,20,789,1000,1.537,1.791,0.9215,3.441,0.05422381229881224,0.1723081265793601,1.5284609390609383
ema_ad_low,bimodal,10,20,789,1000,1.574,1.791,0.9415,3.186,0.06716343101343106,0.16491942688570793,1.36714711954712
ema_ad_med,bimodal,10,20,789,1000,1.55,1.791,0.934,3.28,0.06434724997224991,0.16761689941709823,1.4366130647130664
ema_no_coll,bimodal,10,20,789,1000,1.581,1.791,0.9525,3.205,0.06940150682650689,0.16493223965418785,1.3398037906537914
consec_L2,bimodal,10,20,789,1000,1.601,1.791,0.962,3.053,0.06851520424020424,0.16539441930441584,1.1323148906648897
consec_L4,bimodal,10,20,789,1000,1.511,1.791,0.908,3.424,0.05311996059496059,0.16986420109063605,0.35616067821067804
dcf_self_excl,bimodal,10,20,789,1000,1.484,1.791,0.8975,3.642,0.06735501998001993,0.0,0.0
oracle,bimodal,10,20,1234,1000,1.808,1.802,1.0785,1.28,0.20531334221334227,0.0,0.0
mfg_no_excl,bimodal,10,20,1234,1000,1.218,1.802,0.7265,3.789,0.42330805860805815,0.0,0.0
self_excl_only,bimodal,10,20,1234,1000,1.552,1.802,0.927,3.308,0.06917328227328232,0.0,0.0
ema_fixed_low,bimodal,10,20,1234,1000,1.483,1.802,0.886,3.6,0.052112709512709514,0.18037221811041299,1.5121038211788218
ema_fixed_high,bimodal,10,20,1234,1000,1.564,1.802,0.9265,3.175,0.06392789432789427,0.17229160054689027,1.7929057886557893
ema_adaptive,bimodal,10,20,1234,1000,1.493,1.802,0.892,3.558,0.05041354478854477,0.17875003663961214,1.5450930819180804
ema_ad_low,bimodal,10,20,1234,1000,1.554,1.802,0.925,3.364,0.06554395049395051,0.17336129714706133,1.3496236180486183
ema_ad_med,bimodal,10,20,1234,1000,1.537,1.802,0.92,3.363,0.06066042291042289,0.17301396236403513,1.425788944388945
ema_no_coll,bimodal,10,20,1234,1000,1.549,1.802,0.92,3.274,0.06575210067710067,0.1729110772160056,1.3678038572538567
consec_L2,bimodal,10,20,1234,1000,1.561,1.802,0.9355,3.226,0.06560506438006432,0.16837011895427942,1.1713628343878348
consec_L4,bimodal,10,20,1234,1000,1.509,1.802,0.902,3.417,0.0531752997002997,0.17985075096094935,0.31989168886668873
dcf_self_excl,bimodal,10,20,1234,1000,1.453,1.802,0.8695,3.769,0.06953389943389943,0.0,0.0
oracle,bimodal,10,50,42,1000,2.624,2.661,1.1356499999999992,2.054,0.2091397129487301,0.0,0.0
mfg_no_excl,bimodal,10,50,42,1000,2.336,2.661,1.011166666666665,4.234,0.3285535598806704,0.0,0.0
self_excl_only,bimodal,10,50,42,1000,2.575,2.661,1.1153499999999985,3.805,0.15354807761270298,0.0,0.0
ema_fixed_low,bimodal,10,50,42,1000,2.407,2.661,1.0368999999999986,5.773,0.08924278467496904,0.11703669259519453,1.8475904004927013
ema_fixed_high,bimodal,10,50,42,1000,2.491,2.661,1.0883666666666656,4.883,0.10866262318013468,0.10419717057247926,3.293500187145283
ema_adaptive,bimodal,10,50,42,1000,2.458,2.661,1.0638166666666657,6.0,0.08574195356943189,0.11967222743682118,1.7632141053911292
ema_ad_low,bimodal,10,50,42,1000,2.488,2.661,1.0899499999999982,4.278,0.1307828695847289,0.09962308911250639,1.2347397087417302
ema_ad_med,bimodal,10,50,42,1000,2.461,2.661,1.0712833333333316,4.749,0.11401915659626384,0.10654941473847283,1.3367356377019453
ema_no_coll,bimodal,10,50,42,1000,2.534,2.661,1.1056666666666657,4.135,0.13382946630682727,0.10141967398778658,1.0967466045650247
consec_L2,bimodal,10,50,42,1000,2.507,2.661,1.1002333333333325,4.633,0.10539450798852859,0.10711769002802232,1.3669620757210366
consec_L4,bimodal,10,50,42,1000,2.458,2.661,1.0647166666666652,5.757,0.08828055155103029,0.11653206330592217,0.5285183081038132
dcf_self_excl,bimodal,10,50,42,1000,2.474,2.661,1.0762499999999986,5.83,0.11360347706705531,0.0,0.0
oracle,bimodal,10,50,123,1000,2.687,2.677,1.17675,2.118,0.2207430255717798,0.0,0.0
mfg_no_excl,bimodal,10,50,123,1000,2.328,2.677,1.0108666666666644,4.167,0.32514586849061045,0.0,0.0
self_excl_only,bimodal,10,50,123,1000,2.596,2.677,1.1249666666666658,3.586,0.15503390171732842,0.0,0.0
ema_fixed_low,bimodal,10,50,123,1000,2.344,2.677,1.0400833333333315,5.741,0.09380069890989176,0.11421900241095971,1.8449229486477425
ema_fixed_high,bimodal,10,50,123,1000,2.561,2.677,1.1115666666666657,4.656,0.10431304909519445,0.10717940158203214,2.9469830205645686
ema_adaptive,bimodal,10,50,123,1000,2.434,2.677,1.0627999999999986,5.813,0.09787116926290404,0.11648237988553024,1.724065573108009
ema_ad_low,bimodal,10,50,123,1000,2.52,2.677,1.0988333333333313,4.352,0.12566707428882806,0.10283399224744892,1.2695809621521392
ema_ad_med,bimodal,10,50,123,1000,2.507,2.677,1.1006499999999988,4.84,0.11437275593253456,0.11050271326710492,1.3511391139531688
ema_no_coll,bimodal,10,50,123,1000,2.531,2.677,1.1065333333333325,3.97,0.14486155960837485,0.09599438397943749,1.0929855354872309
consec_L2,bimodal,10,50,123,1000,2.496,2.677,1.0957833333333324,4.814,0.10827167689315069,0.10446553688797017,1.3829208298296225
consec_L4,bimodal,10,50,123,1000,2.483,2.677,1.088149999999999,5.701,0.09379481908940317,0.11374672282834557,0.49688879944494896
dcf_self_excl,bimodal,10,50,123,1000,2.472,2.677,1.0893999999999984,5.886,0.11266389343930315,0.0,0.0
oracle,bimodal,10,50,456,1000,2.771,2.748,1.1631833333333337,2.17,0.21405706083132572,0.0,0.0
mfg_no_excl,bimodal,10,50,456,1000,2.337,2.748,0.9713999999999983,4.011,0.31708088771043025,0.0,0.0
self_excl_only,bimodal,10,50,456,1000,2.59,2.748,1.0874833333333316,3.586,0.1526117710044804,0.0,0.0
ema_fixed_low,bimodal,10,50,456,1000,2.433,2.748,1.0240833333333312,5.92,0.09183673415461403,0.11577878832782194,1.8155266840093571
ema_fixed_high,bimodal,10,50,456,1000,2.61,2.748,1.105549999999998,5.046,0.11098758409114282,0.10758400755835149,3.14396720647399
ema_adaptive,bimodal,10,50,456,1000,2.447,2.748,1.0216999999999985,5.839,0.0885571787011063,0.11488097139327019,1.8197310432434384
ema_ad_low,bimodal,10,50,456,1000,2.563,2.748,1.0852166666666654,4.362,0.128546622382795,0.1044789154894151,1.239357593735217
ema_ad_med,bimodal,10,50,456,1000,2.528,2.748,1.0519333333333314,4.785,0.11533660311600623,0.10741991784952647,1.3857226983139113
ema_no_coll,bimodal,10,50,456,1000,2.577,2.748,1.0828499999999985,4.157,0.14717869589636912,0.09755682522366256,1.071000067821055
consec_L2,bimodal,10,50,456,1000,2.566,2.748,1.0791833333333318,4.745,0.10171849311212372,0.10553406378049876,1.401006681514049
consec_L4,bimodal,10,50,456,1000,2.497,2.748,1.0522833333333312,5.899,0.08758814558769273,0.11653900407882116,0.5275835135994803
dcf_self_excl,bimodal,10,50,456,1000,2.482,2.748,1.0483833333333308,5.825,0.11461659931698122,0.0,0.0
oracle,bimodal,10,50,789,1000,2.701,2.707,1.1609833333333333,2.138,0.21831976875893314,0.0,0.0
mfg_no_excl,bimodal,10,50,789,1000,2.404,2.707,1.025199999999998,4.274,0.32032115518853577,0.0,0.0
self_excl_only,bimodal,10,50,789,1000,2.621,2.707,1.118483333333332,3.747,0.1584151320561212,0.0,0.0
ema_fixed_low,bimodal,10,50,789,1000,2.469,2.707,1.0622833333333315,5.923,0.08816047705820948,0.11478543360890274,1.827831790152685
ema_fixed_high,bimodal,10,50,789,1000,2.535,2.707,1.089699999999998,4.923,0.1099344514813396,0.10413599808202732,3.0359084851722424
ema_adaptive,bimodal,10,50,789,1000,2.442,2.707,1.0473833333333313,5.821,0.08915898597607827,0.11395479092882033,1.7596670627012474
ema_ad_low,bimodal,10,50,789,1000,2.598,2.707,1.118716666666665,4.603,0.12590849622651099,0.1041645188129779,1.2843591698199628
ema_ad_med,bimodal,10,50,789,1000,2.516,2.707,1.0797833333333322,4.768,0.1097793836133698,0.1056942079946165,1.4368351972402542
ema_no_coll,bimodal,10,50,789,1000,2.631,2.707,1.1277833333333318,4.158,0.14069657109970268,0.10050063779890342,1.0891519709374093
consec_L2,bimodal,10,50,789,1000,2.574,2.707,1.1049666666666647,4.964,0.10954999182950355,0.10342748552253056,1.4147107476040373
consec_L4,bimodal,10,50,789,1000,2.523,2.707,1.0853166666666652,5.583,0.08713825522004354,0.1143783829362697,0.4644805704159975
dcf_self_excl,bimodal,10,50,789,1000,2.473,2.707,1.0627833333333319,6.061,0.11892063904866194,0.0,0.0
oracle,bimodal,10,50,1234,1000,2.658,2.72,1.1378999999999997,1.999,0.21098552188265837,0.0,0.0
mfg_no_excl,bimodal,10,50,1234,1000,2.365,2.72,1.0186166666666656,4.35,0.3253767690157957,0.0,0.0
self_excl_only,bimodal,10,50,1234,1000,2.557,2.72,1.0966499999999988,3.715,0.1526637122189604,0.0,0.0
ema_fixed_low,bimodal,10,50,1234,1000,2.406,2.72,1.0401166666666655,5.658,0.09421935814325826,0.11317513068082398,1.86741847304563
ema_fixed_high,bimodal,10,50,1234,1000,2.474,2.72,1.0673666666666648,4.607,0.1098573707155451,0.10833087141160744,3.0404110101655224
ema_adaptive,bimodal,10,50,1234,1000,2.396,2.72,1.0351499999999985,5.809,0.09101627315055741,0.11510551543839602,1.8245682773660488
ema_ad_low,bimodal,10,50,1234,1000,2.496,2.72,1.079716666666665,4.223,0.1296226874384077,0.10133397393433839,1.151654060240012
ema_ad_med,bimodal,10,50,1234,1000,2.509,2.72,1.0711833333333316,5.204,0.11065731769458563,0.1124818724914085,1.491456270867889
ema_no_coll,bimodal,10,50,1234,1000,2.556,2.72,1.0948833333333312,4.115,0.14241853253371078,0.0983929773575664,1.1353514630621362
consec_L2,bimodal,10,50,1234,1000,2.513,2.72,1.0815666666666657,4.897,0.10816126164961201,0.10689737907834151,1.4093127958008165
