access,w_eff,n_vis,n_nat,eps_i,r,eps_c,tau_settled,conv_visits,T,rho,tau_nat
basic,1680,20,20,0.0341,5.0,0.17048,0.01266,100,0.66689,1.09748,0.01559
basic,1680,20,20,0.0341,8.0,0.27277,0.000144,99,0.69642,0.01812,0.02313
basic,1680,20,20,0.07039,0.5,0.03519,0.076359,52,0.35868,1.91779,0.00424
basic,1680,20,20,0.07039,1.0,0.07039,0.057014,92,0.4639,1.87784,0.00523
basic,1680,20,20,0.07039,1.5,0.10558,0.045863,91,0.52096,1.82218,0.00633
basic,1680,20,20,0.07039,2.0,0.14078,0.038978,100,0.5521,1.7571,0.00735
basic,1680,20,20,0.07039,3.0,0.21117,0.02804,96,0.60785,1.5934,0.01025
basic,1680,20,20,0.07039,5.0,0.35195,0.010887,100,0.66364,0.95921,0.01722
basic,1680,20,20,0.07039,8.0,0.56312,0.000202,100,0.69558,0.04315,0.02321
basic,1680,20,20,0.14532,0.5,0.07266,0.078506,97,0.34387,1.91808,0.00429
basic,1680,20,20,0.14532,1.0,0.14532,0.057046,97,0.44341,1.86303,0.00541
basic,1680,20,20,0.14532,1.5,0.21797,0.045323,98,0.50138,1.80711,0.00648
basic,1680,20,20,0.14532,2.0,0.29063,0.039638,100,0.54823,1.75951,0.00747
basic,1680,20,20,0.14532,3.0,0.43595,0.027185,100,0.5909,1.56323,0.01051
basic,1680,20,20,0.14532,5.0,0.72658,0.012241,100,0.64792,1.01701,0.01647
basic,1680,20,20,0.14532,8.0,1.16253,0.000416,100,0.69105,0.13202,0.02258
basic,1680,20,20,0.3,0.5,0.15,0.080317,97,0.34523,1.92669,0.0041
basic,1680,20,20,0.3,1.0,0.3,0.062417,100,0.38196,1.89683,0.00459
basic,1680,20,20,0.3,1.5,0.45,0.047093,100,0.48028,1.83057,0.006
basic,1680,20,20,0.3,2.0,0.6,0.040102,99,0.46282,1.71716,0.00762
basic,1680,20,20,0.3,3.0,0.9,0.109976,100,0.33771,1.58962,0.008
basic,1680,20,20,0.3,5.0,1.5,0.925007,36,0.00268,0.37361,0.00229
basic,1680,20,20,0.3,8.0,2.4,0.878012,32,0.00294,0.56868,0.00236
basic,1680,50,5,0.008,0.5,0.004,0.030063,24,0.36144,1.06449,0.0098
basic,1680,50,5,0.008,1.0,0.008,0.023006,20,0.47663,1.05103,0.01191
basic,1680,50,5,0.008,1.5,0.012,0.019058,19,0.53562,1.03519,0.0135
basic,1680,50,5,0.008,2.0,0.016,0.016226,18,0.57247,1.0104,0.01658
basic,1680,50,5,0.008,3.0,0.024,0.01278,17,0.62868,0.96498,0.02146
basic,1680,50,5,0.008,5.0,0.04,0.008802,95,0.68583,0.87388,0.028
basic,1680,50,5,0.008,8.0,0.064,0.005879,96,0.73277,0.7499,0.03417
basic,1680,50,5,0.01652,0.5,0.00826,0.030017,11,0.37633,1.06164,0.01093
basic,1680,50,5,0.01652,1.0,0.01652,0.02288,11,0.47438,1.05046,0.0116
basic,1680,50,5,0.01652,1.5,0.02477,0.019174,43,0.53637,1.03906,0.01271
basic,1680,50,5,0.01652,2.0,0.03303,0.016434,75,0.57275,1.02101,0.01505
basic,1680,50,5,0.01652,3.0,0.04955,0.013203,85,0.63009,0.99077,0.01809
basic,1680,50,5,0.01652,5.0,0.08258,0.009355,97,0.68885,0.8948,0.02604
basic,1680,50,5,0.01652,8.0,0.13213,0.00558,98,0.73126,0.72678,0.03624
basic,1680,50,5,0.0341,0.5,0.01705,0.030398,34,0.36298,1.06863,0.00969
basic,1680,50,5,0.0341,1.0,0.0341,0.022441,69,0.47242,1.05348,0.01159
basic,1680,50,5,0.0341,1.5,0.05114,0.019034,93,0.53563,1.03423,0.01348
basic,1680,50,5,0.0341,2.0,0.06819,0.016428,100,0.56972,1.01511,0.01604
basic,1680,50,5,0.0341,3.0,0.10229,0.012961,87,0.62432,0.97418,0.01965
basic,1680,50,5,0.0341,5.0,0.17048,0.009316,98,0.68645,0.89914,0.02527
basic,1680,50,5,0.0341,8.0,0.27277,0.005523,100,0.72717,0.70838,0.03765
basic,1680,50,5,0.07039,0.5,0.03519,0.030121,47,0.36109,1.06394,0.00988
basic,1680,50,5,0.07039,1.0,0.07039,0.022982,98,0.46618,1.05472,0.01182
basic,1680,50,5,0.07039,1.5,0.10558,0.018761,97,0.53383,1.03125,0.01412
basic,1680,50,5,0.07039,2.0,0.14078,0.01619,100,0.5699,1.01886,0.01505
basic,1680,50,5,0.07039,3.0,0.21117,0.012828,100,0.62084,0.97282,0.01979
basic,1680,50,5,0.07039,5.0,0.35195,0.008991,96,0.67604,0.87977,0.02749
basic,1680,50,5,0.07039,8.0,0.56312,0.005596,100,0.71639,0.73534,0.03438
basic,1680,50,5,0.14532,0.5,0.07266,0.030505,93,0.35344,1.06768,0.00938
basic,1680,50,5,0.14532,1.0,0.14532,0.022619,99,0.46797,1.05504,0.01111
basic,1680,50,5,0.14532,1.5,0.21797,0.018632,100,0.51768,1.04105,0.01305
basic,1680,50,5,0.14532,2.0,0.29063,0.016067,99,0.56078,1.01455,0.01546
basic,1680,50,5,0.14532,3.0,0.43595,0.012618,100,0.59681,0.96945,0.02063
basic,1680,50,5,0.14532,5.0,0.72658,0.008928,100,0.65596,0.85643,0.02829
basic,1680,50,5,0.14532,8.0,1.16253,0.005553,99,0.6969,0.71702,0.03547
basic,1680,50,5,0.3,0.5,0.15,0.032394,100,0.33492,1.07417,0.00875
basic,1680,50,5,0.3,1.0,0.3,0.023739,100,0.4345,1.05338,0.01123
basic,1680,50,5,0.3,1.5,0.45,0.019694,98,0.49308,1.03492,0.01385
basic,1680,50,5,0.3,2.0,0.6,0.016397,99,0.52679,1.02476,0.01457
basic,1680,50,5,0.3,3.0,0.9,0.012554,99,0.56757,0.96007,0.0207
basic,1680,50,5,0.3,5.0,1.5,0.08491,100,0.33202,0.85819,0.02229
basic,1680,50,5,0.3,8.0,2.4,0.760024,23,0.0015,0.21695,0.00531
basic,1680,50,10,0.008,0.5,0.004,0.029919,37,0.37718,1.15667,0.00643
basic,1680,50,10,0.008,1.0,0.008,0.022306,26,0.47451,1.13942,0.00755
basic,1680,50,10,0.008,1.5,0.012,0.017988,19,0.53367,1.10552,0.00958
basic,1680,50,10,0.008,2.0,0.016,0.015557,31,0.56863,1.09945,0.01013
basic,1680,50,10,0.008,3.0,0.024,0.011711,27,0.62629,1.01089,0.01437
basic,1680,50,10,0.008,5.0,0.04,0.007387,78,0.67757,0.84969,0.02037
basic,1680,50,10,0.008,8.0,0.064,0.002714,100,0.72694,0.45189,0.03076
basic,1680,50,10,0.01652,0.5,0.00826,0.029775,13,0.37176,1.15476,0.00668
basic,1680,50,10,0.01652,1.0,0.01652,0.022184,31,0.47422,1.129,0.00857
basic,1680,50,10,0.01652,1.5,0.02477,0.018077,41,0.52906,1.10845,0.00958
basic,1680,50,10,0.01652,2.0,0.03303,0.01538,86,0.56828,1.08222,0.01069
basic,1680,50,10,0.01652,3.0,0.04955,0.011784,95,0.62508,1.01826,0.01396
basic,1680,50,10,0.01652,5.0,0.08258,0.007421,100,0.67762,0.85956,0.01994
basic,1680,50,10,0.01652,8.0,0.13213,0.002591,96,0.72572,0.43086,0.03157
basic,1680,50,10,0.0341,0.5,0.01705,0.029823,9,0.36277,1.1459,0.00736
basic,1680,50,10,0.0341,1.0,0.0341,0.02217,61,0.47158,1.1313,0.00817
basic,1680,50,10,0.0341,1.5,0.05114,0.018053,37,0.52339,1.1001,0.01027
basic,1680,50,10,0.0341,2.0,0.06819,0.015505,98,0.56792,1.07811,0.01111
basic,1680,50,10,0.0341,3.0,0.10229,0.011867,98,0.61845,1.01957,0.01339
basic,1680,50,10,0.0341,5.0,0.17048,0.007391,95,0.67483,0.81899,0.0217
basic,1680,50,10,0.0341,8.0,0.27277,0.002559,99,0.72244,0.42459,0.03146
basic,1680,50,10,0.07039,0.5,0.03519,0.029841,95,0.35988,1.15686,0.00666
basic,1680,50,10,0.07039,1.0,0.07039,0.022008,100,0.46675,1.13331,0.00782
basic,1680,50,10,0.07039,1.5,0.10558,0.018197,97,0.52131,1.1119,0.00928
basic,1680,50,10,0.07039,2.0,0.14078,0.015132,97,0.56613,1.07526,0.01151
basic,1680,50,10,0.07039,3.0,0.21117,0.011802,100,0.61542,1.02202,0.01351
basic,1680,50,10,0.07039,5.0,0.35195,0.007098,100,0.66917,0.82379,0.0213
basic,1680,50,10,0.07039,8.0,0.56312,0.002473,100,0.72212,0.43806,0.0313
basic,1680,50,10,0.14532,0.5,0.07266,0.030758,99,0.35467,1.15543,0.00676
basic,1680,50,10,0.14532,1.0,0.14532,0.022449,99,0.45371,1.13913,0.00763
basic,1680,50,10,0.14532,1.5,0.21797,0.018362,98,0.51545,1.10916,0.00927
basic,1680,50,10,0.14532,2.0,0.29063,0.015873,100,0.5508,1.08009,0.01085
basic,1680,50,10,0.14532,3.0,0.43595,0.011728,100,0.59983,1.01508,0.01396
basic,1680,50,10,0.14532,5.0,0.72658,0.006605,100,0.65473,0.80161,0.02181
basic,1680,50,10,0.14532,8.0,1.16253,0.002586,100,0.71282,0.46058,0.03019
basic,1680,50,10,0.3,0.5,0.15,0.031605,97,0.34884,1.15875,0.00631
basic,1680,50,10,0.3,1.0,0.3,0.022088,100,0.44167,1.13557,0.00743
basic,1680,50,10,0.3,1.5,0.45,0.018525,100,0.4816,1.11664,0.00872
basic,1680,50,10,0.3,2.0,0.6,0.015147,99,0.51984,1.08844,0.01014
basic,1680,50,10,0.3,3.0,0.9,0.011382,99,0.56461,1.0019,0.01402
basic,1680,50,10,0.3,5.0,1.5,0.107436,100,0.30564,0.81946,0.01613
basic,1680,50,10,0.3,8.0,2.4,0.680032,26,0.00206,0.17762,0.0034
basic,1680,50,20,0.008,0.5,0.004,0.029335,30,0.37085,1.34102,0.00419
basic,1680,50,20,0.008,1.0,0.008,0.021305,26,0.47197,1.30122,0.00532
basic,1680,50,20,0.008,1.5,0.012,0.017082,24,0.5369,1.26369,0.00668
basic,1680,50,20,0.008,2.0,0.016,0.014335,75,0.56989,1.20237,0.00821
basic,1680,50,20,0.008,3.0,0.024,0.010239,90,0.62726,1.09704,0.01055
basic,1680,50,20,0.008,5.0,0.04,0.004202,96,0.67412,0.63708,0.01787
basic,1680,50,20,0.008,8.0,0.064,0.000109,61,0.6996,0.02771,0.02294
basic,1680,50,20,0.01652,0.5,0.00826,0.028898,18,0.36617,1.33348,0.00445
basic,1680,50,20,0.01652,1.0,0.01652,0.021116,13,0.47936,1.29953,0.00573
basic,1680,50,20,0.01652,1.5,0.02477,0.017111,14,0.53414,1.24452,0.00725
basic,1680,50,20,0.01652,2.0,0.03303,0.014183,18,0.57075,1.20334,0.00835
basic,1680,50,20,0.01652,3.0,0.04955,0.010201,65,0.62479,1.07285,0.01109
basic,1680,50,20,0.01652,5.0,0.08258,0.004525,100,0.67313,0.69043,0.01692
basic,1680,50,20,0.01652,8.0,0.13213,0.000114,87,0.69874,0.03111,0.02323
basic,1680,50,20,0.0341,0.5,0.01705,0.029628,44,0.36653,1.34061,0.00433
basic,1680,50,20,0.0341,1.0,0.0341,0.021672,99,0.47274,1.30958,0.00501
basic,1680,50,20,0.0341,1.5,0.05114,0.01701,90,0.52736,1.25644,0.00705
basic,1680,50,20,0.0341,2.0,0.06819,0.014117,95,0.56693,1.18943,0.00855
basic,1680,50,20,0.0341,3.0,0.10229,0.010107,100,0.61759,1.07788,0.01101
basic,1680,50,20,0.0341,5.0,0.17048,0.004703,100,0.67503,0.69554,0.01686
basic,1680,50,20,0.0341,8.0,0.27277,0.000136,97,0.69754,0.03619,0.0232
basic,1680,50,20,0.07039,0.5,0.03519,0.029758,91,0.36872,1.3321,0.00443
basic,1680,50,20,0.07039,1.0,0.07039,0.021198,94,0.45994,1.29603,0.00562
basic,1680,50,20,0.07039,1.5,0.10558,0.017449,100,0.52671,1.2654,0.00654
basic,1680,50,20,0.07039,2.0,0.14078,0.01436,99,0.56669,1.2055,0.00809
basic,1680,50,20,0.07039,3.0,0.21117,0.010035,99,0.61588,1.06048,0.01114
basic,1680,50,20,0.07039,5.0,0.35195,0.004161,98,0.66649,0.67577,0.01699
basic,1680,50,20,0.07039,8.0,0.56312,0.000173,99,0.69649,0.05283,0.02325
basic,1680,50,20,0.14532,0.5,0.07266,0.029869,97,0.36907,1.34612,0.00421
basic,1680,50,20,0.14532,1.0,0.14532,0.021555,95,0.45588,1.30149,0.00543
basic,1680,50,20,0.14532,1.5,0.21797,0.017151,99,0.50926,1.26902,0.0064
basic,1680,50,20,0.14532,2.0,0.29063,0.01372,100,0.55051,1.20819,0.00802
basic,1680,50,20,0.14532,3.0,0.43595,0.009816,99,0.61304,1.05861,0.01126
basic,1680,50,20,0.14532,5.0,0.72658,0.004328,98,0.65292,0.66212,0.01676
basic,1680,50,20,0.14532,8.0,1.16253,0.000335,100,0.68947,0.12167,0.02219
basic,1680,50,20,0.3,0.5,0.15,0.031468,99,0.349,1.33888,0.00422
basic,1680,50,20,0.3,1.0,0.3,0.021411,99,0.44348,1.31369,0.00503
basic,1680,50,20,0.3,1.5,0.45,0.017012,100,0.49511,1.26521,0.00656
basic,1680,50,20,0.3,2.0,0.6,0.013313,99,0.52695,1.20924,0.00786
basic,1680,50,20,0.3,3.0,0.9,0.009539,100,0.57522,1.02479,0.01155
basic,1680,50,20,0.3,5.0,1.5,0.010535,100,0.39758,0.62695,0.015
basic,1680,50,20,0.3,8.0,2.4,0.301622,100,0.2533,0.34276,0.01488
