access,w_eff,n_vis,n_nat,arm,eps,T,rho,tau0
rts,210,5,0,cold_w,0.008,0.4644,1.0,0.004762
rts,210,5,0,cold_w,0.01041,0.46935,1.0,0.004762
rts,210,5,0,cold_w,0.01356,0.50381,1.0,0.004762
rts,210,5,0,cold_w,0.01765,0.49438,1.0,0.004762
rts,210,5,0,cold_w,0.02297,0.52175,1.0,0.004762
rts,210,5,0,cold_w,0.02991,0.54264,1.0,0.004762
rts,210,5,0,cold_w,0.03893,0.57607,1.0,0.004762
rts,210,5,0,cold_w,0.05068,0.59567,1.0,0.004762
rts,210,5,0,cold_w,0.06597,0.62552,1.0,0.004762
rts,210,5,0,cold_w,0.08588,0.63883,1.0,0.004762
rts,210,5,0,cold_w,0.11179,0.64992,1.0,0.004762
rts,210,5,0,cold_w,0.14552,0.66883,1.0,0.004762
rts,210,5,0,cold_w,0.18944,0.67605,1.0,0.004762
rts,210,5,0,cold_w,0.2466,0.68958,1.0,0.004762
rts,210,5,0,cold_w,0.32102,0.68119,1.0,0.004762
rts,210,5,0,cold_w,0.41788,0.68085,1.0,0.004762
rts,210,5,0,cold_w,0.54399,0.66754,1.0,0.004762
rts,210,5,0,cold_w,0.70814,0.65885,1.0,0.004762
rts,210,5,0,cold_w,0.92183,0.6447,1.0,0.004762
rts,210,5,0,cold_w,1.2,0.59534,1.0,0.004762
rts,210,5,0,cold_nv,0.008,0.69222,1.0,0.2
rts,210,5,0,cold_nv,0.01041,0.69284,1.0,0.2
rts,210,5,0,cold_nv,0.01356,0.69141,1.0,0.2
rts,210,5,0,cold_nv,0.01765,0.68937,1.0,0.2
rts,210,5,0,cold_nv,0.02297,0.68575,1.0,0.2
rts,210,5,0,cold_nv,0.02991,0.68016,1.0,0.2
rts,210,5,0,cold_nv,0.03893,0.68952,1.0,0.2
rts,210,5,0,cold_nv,0.05068,0.68198,1.0,0.2
rts,210,5,0,cold_nv,0.06597,0.68819,1.0,0.2
rts,210,5,0,cold_nv,0.08588,0.68056,1.0,0.2
rts,210,5,0,cold_nv,0.11179,0.68413,1.0,0.2
rts,210,5,0,cold_nv,0.14552,0.6805,1.0,0.2
rts,210,5,0,cold_nv,0.18944,0.68077,1.0,0.2
rts,210,5,0,cold_nv,0.2466,0.6704,1.0,0.2
rts,210,5,0,cold_nv,0.32102,0.66476,1.0,0.2
rts,210,5,0,cold_nv,0.41788,0.65403,1.0,0.2
rts,210,5,0,cold_nv,0.54399,0.63786,1.0,0.2
rts,210,5,0,cold_nv,0.70814,0.62976,1.0,0.2
rts,210,5,0,cold_nv,0.92183,0.57851,1.0,0.2
rts,210,5,0,cold_nv,1.2,0.56835,1.0,0.2
rts,210,5,0,warm,0.008,0.7095,1.0,0.083632
rts,210,5,0,warm,0.01041,0.71183,1.0,0.10379
rts,210,5,0,warm,0.01356,0.69127,1.0,0.134208
rts,210,5,0,warm,0.01765,0.70054,1.0,0.170283
rts,210,5,0,warm,0.02297,0.68214,1.0,0.220013
rts,210,5,0,warm,0.02991,0.67294,1.0,0.238256
rts,210,5,0,warm,0.03893,0.66018,1.0,0.27015
rts,210,5,0,warm,0.05068,0.64389,1.0,0.288174
rts,210,5,0,warm,0.06597,0.62917,1.0,0.30726
rts,210,5,0,warm,0.08588,0.62518,1.0,0.309175
rts,210,5,0,warm,0.11179,0.61673,1.0,0.32064
rts,210,5,0,warm,0.14552,0.58488,1.0,0.360697
rts,210,5,0,warm,0.18944,0.54937,1.0,0.403154
rts,210,5,0,warm,0.2466,0.35909,1.0,0.66652
rts,210,5,0,warm,0.32102,0.24284,1.0,0.845595
rts,210,5,0,warm,0.41788,0.1373,1.0,0.976196
rts,210,5,0,warm,0.54399,0.1273,1.0,1.0
rts,210,5,0,warm,0.70814,0.1273,1.0,1.0
rts,210,5,0,warm,0.92183,0.1273,1.0,1.0
rts,210,5,0,warm,1.2,0.1273,1.0,1.0
rts,210,5,5,cold_w,0.008,0.73359,0.13047,0.004762
rts,210,5,5,cold_w,0.01041,0.73341,0.13537,0.004762
rts,210,5,5,cold_w,0.01356,0.73121,0.13687,0.004762
rts,210,5,5,cold_w,0.01765,0.73097,0.14218,0.004762
rts,210,5,5,cold_w,0.02297,0.73246,0.14352,0.004762
rts,210,5,5,cold_w,0.02991,0.73181,0.14001,0.004762
rts,210,5,5,cold_w,0.03893,0.73431,0.14861,0.004762
rts,210,5,5,cold_w,0.05068,0.73397,0.13862,0.004762
rts,210,5,5,cold_w,0.06597,0.73179,0.13085,0.004762
rts,210,5,5,cold_w,0.08588,0.73692,0.22401,0.004762
rts,210,5,5,cold_w,0.11179,0.72978,0.21304,0.004762
rts,210,5,5,cold_w,0.14552,0.73351,0.22846,0.004762
rts,210,5,5,cold_w,0.18944,0.73141,0.2582,0.004762
rts,210,5,5,cold_w,0.2466,0.73925,0.30426,0.004762
rts,210,5,5,cold_w,0.32102,0.73079,0.4324,0.004762
rts,210,5,5,cold_w,0.41788,0.72663,0.58555,0.004762
rts,210,5,5,cold_w,0.54399,0.72319,0.80266,0.004762
rts,210,5,5,cold_w,0.70814,0.71728,0.95317,0.004762
rts,210,5,5,cold_w,0.92183,0.69361,1.12369,0.004762
rts,210,5,5,cold_w,1.2,0.68288,1.27298,0.004762
rts,210,5,5,cold_nv,0.008,0.71688,1.61385,0.2
rts,210,5,5,cold_nv,0.01041,0.71742,1.61624,0.2
rts,210,5,5,cold_nv,0.01356,0.71482,1.61756,0.2
rts,210,5,5,cold_nv,0.01765,0.71635,1.63528,0.2
rts,210,5,5,cold_nv,0.02297,0.71948,1.60515,0.2
rts,210,5,5,cold_nv,0.02991,0.7178,1.64801,0.2
rts,210,5,5,cold_nv,0.03893,0.71895,1.64703,0.2
rts,210,5,5,cold_nv,0.05068,0.71877,1.63441,0.2
rts,210,5,5,cold_nv,0.06597,0.7153,1.64988,0.2
rts,210,5,5,cold_nv,0.08588,0.72196,1.68274,0.2
rts,210,5,5,cold_nv,0.11179,0.72722,1.65001,0.2
rts,210,5,5,cold_nv,0.14552,0.71333,1.67757,0.2
rts,210,5,5,cold_nv,0.18944,0.7125,1.66594,0.2
rts,210,5,5,cold_nv,0.2466,0.70641,1.72384,0.2
rts,210,5,5,cold_nv,0.32102,0.69804,1.72713,0.2
rts,210,5,5,cold_nv,0.41788,0.67988,1.72206,0.2
rts,210,5,5,cold_nv,0.54399,0.6671,1.72102,0.2
rts,210,5,5,cold_nv,0.70814,0.6645,1.72888,0.2
rts,210,5,5,cold_nv,0.92183,0.64238,1.74456,0.2
rts,210,5,5,cold_nv,1.2,0.60625,1.75808,0.2
rts,210,5,5,warm,0.008,0.73748,0.37833,0.015464
rts,210,5,5,warm,0.01041,0.74028,0.44798,0.020939
rts,210,5,5,warm,0.01356,0.73756,0.64488,0.029733
rts,210,5,5,warm,0.01765,0.74504,0.84128,0.043748
rts,210,5,5,warm,0.02297,0.74401,1.12625,0.078905
rts,210,5,5,warm,0.02991,0.73704,1.39161,0.110032
rts,210,5,5,warm,0.03893,0.7196,1.51687,0.160247
rts,210,5,5,warm,0.05068,0.71246,1.62014,0.194482
rts,210,5,5,warm,0.06597,0.7074,1.64586,0.228905
rts,210,5,5,warm,0.08588,0.6826,1.70584,0.26144
rts,210,5,5,warm,0.11179,0.66337,1.74463,0.286422
rts,210,5,5,warm,0.14552,0.65933,1.7288,0.300614
rts,210,5,5,warm,0.18944,0.63611,1.7577,0.332365
rts,210,5,5,warm,0.2466,0.56272,1.67293,0.438638
rts,210,5,5,warm,0.32102,0.31637,1.65557,0.78436
rts,210,5,5,warm,0.41788,0.20968,1.50568,0.944922
rts,210,5,5,warm,0.54399,0.18141,1.38707,0.979098
rts,210,5,5,warm,0.70814,0.17635,1.38321,0.975905
rts,210,5,5,warm,0.92183,0.1649,1.35363,1.0
rts,210,5,5,warm,1.2,0.16413,1.36678,1.0
rts,210,5,10,cold_w,0.008,0.71151,0.16548,0.004762
rts,210,5,10,cold_w,0.01041,0.71151,0.16548,0.004762
rts,210,5,10,cold_w,0.01356,0.71151,0.16548,0.004762
rts,210,5,10,cold_w,0.01765,0.71044,0.17771,0.004762
rts,210,5,10,cold_w,0.02297,0.71044,0.17771,0.004762
rts,210,5,10,cold_w,0.02991,0.71248,0.20042,0.004762
rts,210,5,10,cold_w,0.03893,0.71248,0.20042,0.004762
rts,210,5,10,cold_w,0.05068,0.71294,0.2109,0.004762
rts,210,5,10,cold_w,0.06597,0.71079,0.2076,0.004762
rts,210,5,10,cold_w,0.08588,0.71036,0.21166,0.004762
rts,210,5,10,cold_w,0.11179,0.71034,0.25759,0.004762
rts,210,5,10,cold_w,0.14552,0.70627,0.26312,0.004762
rts,210,5,10,cold_w,0.18944,0.71192,0.253,0.004762
rts,210,5,10,cold_w,0.2466,0.70754,0.22504,0.004762
rts,210,5,10,cold_w,0.32102,0.70532,0.27791,0.004762
rts,210,5,10,cold_w,0.41788,0.70823,0.46275,0.004762
rts,210,5,10,cold_w,0.54399,0.71026,0.55865,0.004762
rts,210,5,10,cold_w,0.70814,0.70187,0.7609,0.004762
rts,210,5,10,cold_w,0.92183,0.69375,0.93651,0.004762
rts,210,5,10,cold_w,1.2,0.67591,1.3967,0.004762
rts,210,5,10,cold_nv,0.008,0.68782,2.3474,0.2
rts,210,5,10,cold_nv,0.01041,0.68825,2.34825,0.2
rts,210,5,10,cold_nv,0.01356,0.69147,2.34353,0.2
rts,210,5,10,cold_nv,0.01765,0.69442,2.29661,0.2
rts,210,5,10,cold_nv,0.02297,0.69286,2.27277,0.2
rts,210,5,10,cold_nv,0.02991,0.6899,2.30692,0.2
rts,210,5,10,cold_nv,0.03893,0.6972,2.37386,0.2
rts,210,5,10,cold_nv,0.05068,0.70421,2.36267,0.2
rts,210,5,10,cold_nv,0.06597,0.69841,2.43494,0.2
rts,210,5,10,cold_nv,0.08588,0.70238,2.37619,0.2
rts,210,5,10,cold_nv,0.11179,0.70401,2.32757,0.2
rts,210,5,10,cold_nv,0.14552,0.70351,2.44386,0.2
rts,210,5,10,cold_nv,0.18944,0.69544,2.35635,0.2
rts,210,5,10,cold_nv,0.2466,0.69526,2.41235,0.2
rts,210,5,10,cold_nv,0.32102,0.69304,2.45598,0.2
rts,210,5,10,cold_nv,0.41788,0.68831,2.48381,0.2
rts,210,5,10,cold_nv,0.54399,0.67208,2.51395,0.2
rts,210,5,10,cold_nv,0.70814,0.64817,2.50181,0.2
rts,210,5,10,cold_nv,0.92183,0.62506,2.47538,0.2
rts,210,5,10,cold_nv,1.2,0.61679,2.50097,0.2
rts,210,5,10,warm,0.008,0.7151,0.40163,0.009836
rts,210,5,10,warm,0.01041,0.71514,0.35408,0.012191
rts,210,5,10,warm,0.01356,0.7075,0.46752,0.016382
rts,210,5,10,warm,0.01765,0.71536,0.67208,0.023892
rts,210,5,10,warm,0.02297,0.71869,0.87552,0.034739
rts,210,5,10,warm,0.02991,0.71415,1.16439,0.05363
rts,210,5,10,warm,0.03893,0.71966,1.3907,0.076028
rts,210,5,10,warm,0.05068,0.71667,1.96096,0.125329
rts,210,5,10,warm,0.06597,0.70857,2.16373,0.161594
rts,210,5,10,warm,0.08588,0.69359,2.30589,0.20023
rts,210,5,10,warm,0.11179,0.66903,2.41591,0.245653
rts,210,5,10,warm,0.14552,0.67621,2.42238,0.24253
rts,210,5,10,warm,0.18944,0.66234,2.41738,0.267632
rts,210,5,10,warm,0.2466,0.60335,2.51038,0.373417
rts,210,5,10,warm,0.32102,0.49839,2.51929,0.532039
rts,210,5,10,warm,0.41788,0.22847,2.3604,0.898467
rts,210,5,10,warm,0.54399,0.16984,2.18446,0.995415
rts,210,5,10,warm,0.70814,0.17101,2.16464,0.995834
rts,210,5,10,warm,0.92183,0.17119,2.14951,1.0
rts,210,5,10,warm,1.2,0.16722,2.21334,0.999167
rts,210,5,20,cold_w,0.008,0.61411,0.27818,0.004762
rts,210,5,20,cold_w,0.01041,0.61411,0.27818,0.004762
rts,210,5,20,cold_w,0.01356,0.61411,0.27818,0.004762
rts,210,5,20,cold_w,0.01765,0.61411,0.27818,0.004762
rts,210,5,20,cold_w,0.02297,0.61411,0.27818,0.004762
rts,210,5,20,cold_w,0.02991,0.61411,0.27818,0.004762
rts,210,5,20,cold_w,0.03893,0.61411,0.27818,0.004762
rts,210,5,20,cold_w,0.05068,0.6145,0.28462,0.004762
rts,210,5,20,cold_w,0.06597,0.61657,0.29622,0.004762
rts,210,5,20,cold_w,0.08588,0.62028,0.30724,0.004762
rts,210,5,20,cold_w,0.11179,0.62228,0.32714,0.004762
rts,210,5,20,cold_w,0.14552,0.6256,0.31954,0.004762
rts,210,5,20,cold_w,0.18944,0.63696,0.30823,0.004762
rts,210,5,20,cold_w,0.2466,0.62897,0.34432,0.004762
rts,210,5,20,cold_w,0.32102,0.62409,0.34161,0.004762
rts,210,5,20,cold_w,0.41788,0.63198,0.44016,0.004762
rts,210,5,20,cold_w,0.54399,0.63329,0.49658,0.004762
rts,210,5,20,cold_w,0.70814,0.61966,0.59908,0.004762
rts,210,5,20,cold_w,0.92183,0.6447,0.86357,0.004762
rts,210,5,20,cold_w,1.2,0.62373,1.30265,0.004762
rts,210,5,20,cold_nv,0.008,0.65056,3.94855,0.2
rts,210,5,20,cold_nv,0.01041,0.65732,3.96541,0.2
rts,210,5,20,cold_nv,0.01356,0.65607,3.93062,0.2
rts,210,5,20,cold_nv,0.01765,0.65202,3.92338,0.2
rts,210,5,20,cold_nv,0.02297,0.65129,3.89414,0.2
rts,210,5,20,cold_nv,0.02991,0.65129,3.93892,0.2
rts,210,5,20,cold_nv,0.03893,0.64649,3.95759,0.2
rts,210,5,20,cold_nv,0.05068,0.64069,3.91673,0.2
rts,210,5,20,cold_nv,0.06597,0.64246,3.94009,0.2
rts,210,5,20,cold_nv,0.08588,0.66129,3.86,0.2
rts,210,5,20,cold_nv,0.11179,0.65268,3.83356,0.2
rts,210,5,20,cold_nv,0.14552,0.65677,4.0103,0.2
rts,210,5,20,cold_nv,0.18944,0.64079,3.94306,0.2
rts,210,5,20,cold_nv,0.2466,0.6498,3.86427,0.2
rts,210,5,20,cold_nv,0.32102,0.65375,3.94731,0.2
rts,210,5,20,cold_nv,0.41788,0.64177,3.91081,0.2
rts,210,5,20,cold_nv,0.54399,0.63784,3.99291,0.2
rts,210,5,20,cold_nv,0.70814,0.63387,3.99787,0.2
rts,210,5,20,cold_nv,0.92183,0.61681,4.11362,0.2
rts,210,5,20,cold_nv,1.2,0.59538,4.27184,0.2
rts,210,5,20,warm,0.008,0.63649,0.31734,0.006884
rts,210,5,20,warm,0.01041,0.62554,0.32179,0.007754
rts,210,5,20,warm,0.01356,0.63252,0.36403,0.008951
rts,210,5,20,warm,0.01765,0.63456,0.49418,0.010684
rts,210,5,20,warm,0.02297,0.63294,0.62931,0.013566
rts,210,5,20,warm,0.02991,0.63915,0.72378,0.01778
rts,210,5,20,warm,0.03893,0.65196,1.21048,0.02684
rts,210,5,20,warm,0.05068,0.65296,1.63709,0.040043
rts,210,5,20,warm,0.06597,0.65544,2.34289,0.066651
rts,210,5,20,warm,0.08588,0.67032,2.98588,0.104576
rts,210,5,20,warm,0.11179,0.66161,3.49258,0.147911
rts,210,5,20,warm,0.14552,0.65323,3.64335,0.171811
rts,210,5,20,warm,0.18944,0.64012,3.7989,0.205192
rts,210,5,20,warm,0.2466,0.63677,4.12831,0.240563
rts,210,5,20,warm,0.32102,0.51849,4.08943,0.434795
rts,210,5,20,warm,0.41788,0.3769,3.9861,0.648932
rts,210,5,20,warm,0.54399,0.20403,3.81163,0.916184
rts,210,5,20,warm,0.70814,0.15923,3.76511,1.0
rts,210,5,20,warm,0.92183,0.15893,3.78901,1.0
rts,210,5,20,warm,1.2,0.15927,3.76417,1.0
rts,210,20,0,cold_w,0.008,0.64024,1.0,0.004762
rts,210,20,0,cold_w,0.01041,0.62766,1.0,0.004762
rts,210,20,0,cold_w,0.01356,0.64351,1.0,0.004762
rts,210,20,0,cold_w,0.01765,0.64829,1.0,0.004762
rts,210,20,0,cold_w,0.02297,0.64728,1.0,0.004762
rts,210,20,0,cold_w,0.02991,0.65667,1.0,0.004762
rts,210,20,0,cold_w,0.03893,0.66532,1.0,0.004762
rts,210,20,0,cold_w,0.05068,0.67286,1.0,0.004762
rts,210,20,0,cold_w,0.06597,0.68329,1.0,0.004762
rts,210,20,0,cold_w,0.08588,0.6948,1.0,0.004762
rts,210,20,0,cold_w,0.11179,0.69825,1.0,0.004762
rts,210,20,0,cold_w,0.14552,0.70619,1.0,0.004762
rts,210,20,0,cold_w,0.18944,0.69827,1.0,0.004762
rts,210,20,0,cold_w,0.2466,0.70052,1.0,0.004762
rts,210,20,0,cold_w,0.32102,0.69661,1.0,0.004762
rts,210,20,0,cold_w,0.41788,0.7078,1.0,0.004762
rts,210,20,0,cold_w,0.54399,0.68343,1.0,0.004762
rts,210,20,0,cold_w,0.70814,0.67282,1.0,0.004762
rts,210,20,0,cold_w,0.92183,0.65117,1.0,0.004762
rts,210,20,0,cold_w,1.2,0.61931,1.0,0.004762
rts,210,20,0,cold_nv,0.008,0.68216,1.0,0.05
rts,210,20,0,cold_nv,0.01041,0.675,1.0,0.05
rts,210,20,0,cold_nv,0.01356,0.67294,1.0,0.05
rts,210,20,0,cold_nv,0.01765,0.68218,1.0,0.05
rts,210,20,0,cold_nv,0.02297,0.688,1.0,0.05
rts,210,20,0,cold_nv,0.02991,0.6845,1.0,0.05
rts,210,20,0,cold_nv,0.03893,0.69155,1.0,0.05
rts,210,20,0,cold_nv,0.05068,0.68647,1.0,0.05
rts,210,20,0,cold_nv,0.06597,0.69026,1.0,0.05
rts,210,20,0,cold_nv,0.08588,0.67524,1.0,0.05
rts,210,20,0,cold_nv,0.11179,0.68643,1.0,0.05
rts,210,20,0,cold_nv,0.14552,0.68321,1.0,0.05
rts,210,20,0,cold_nv,0.18944,0.6849,1.0,0.05
rts,210,20,0,cold_nv,0.2466,0.68486,1.0,0.05
rts,210,20,0,cold_nv,0.32102,0.67115,1.0,0.05
rts,210,20,0,cold_nv,0.41788,0.66569,1.0,0.05
rts,210,20,0,cold_nv,0.54399,0.66036,1.0,0.05
rts,210,20,0,cold_nv,0.70814,0.65202,1.0,0.05
rts,210,20,0,cold_nv,0.92183,0.61274,1.0,0.05
rts,210,20,0,cold_nv,1.2,0.59839,1.0,0.05
rts,210,20,0,warm,0.008,0.6995,1.0,0.02575
rts,210,20,0,warm,0.01041,0.70331,1.0,0.032273
rts,210,20,0,warm,0.01356,0.70323,1.0,0.039138
rts,210,20,0,warm,0.01765,0.68435,1.0,0.046286
rts,210,20,0,warm,0.02297,0.68391,1.0,0.05367
rts,210,20,0,warm,0.02991,0.6697,1.0,0.060034
rts,210,20,0,warm,0.03893,0.65296,1.0,0.067298
rts,210,20,0,warm,0.05068,0.66034,1.0,0.066961
rts,210,20,0,warm,0.06597,0.66502,1.0,0.069084
rts,210,20,0,warm,0.08588,0.6625,1.0,0.065843
rts,210,20,0,warm,0.11179,0.65159,1.0,0.072078
rts,210,20,0,warm,0.14552,0.65407,1.0,0.075384
rts,210,20,0,warm,0.18944,0.65105,1.0,0.074382
rts,210,20,0,warm,0.2466,0.65244,1.0,0.075433
rts,210,20,0,warm,0.32102,0.64131,1.0,0.092359
rts,210,20,0,warm,0.41788,0.5146,1.0,0.240391
rts,210,20,0,warm,0.54399,0.20278,1.0,0.68615
rts,210,20,0,warm,0.70814,0.09921,1.0,0.849177
rts,210,20,0,warm,0.92183,0.03706,1.0,0.938762
rts,210,20,0,warm,1.2,0.03819,1.0,0.950875
rts,210,20,5,cold_w,0.008,0.74506,0.28871,0.004762
rts,210,20,5,cold_w,0.01041,0.7423,0.29128,0.004762
rts,210,20,5,cold_w,0.01356,0.74319,0.2904,0.004762
rts,210,20,5,cold_w,0.01765,0.74456,0.30419,0.004762
rts,210,20,5,cold_w,0.02297,0.7456,0.30277,0.004762
rts,210,20,5,cold_w,0.02991,0.74726,0.31846,0.004762
rts,210,20,5,cold_w,0.03893,0.73978,0.2967,0.004762
rts,210,20,5,cold_w,0.05068,0.74548,0.29091,0.004762
rts,210,20,5,cold_w,0.06597,0.73679,0.32076,0.004762
rts,210,20,5,cold_w,0.08588,0.73964,0.361,0.004762
rts,210,20,5,cold_w,0.11179,0.73649,0.37413,0.004762
rts,210,20,5,cold_w,0.14552,0.7373,0.43252,0.004762
rts,210,20,5,cold_w,0.18944,0.73252,0.43914,0.004762
rts,210,20,5,cold_w,0.2466,0.72562,0.51923,0.004762
rts,210,20,5,cold_w,0.32102,0.72901,0.59023,0.004762
rts,210,20,5,cold_w,0.41788,0.73008,0.62816,0.004762
rts,210,20,5,cold_w,0.54399,0.71873,0.75237,0.004762
rts,210,20,5,cold_w,0.70814,0.69891,0.74933,0.004762
rts,210,20,5,cold_w,0.92183,0.6851,0.78912,0.004762
rts,210,20,5,cold_w,1.2,0.65704,0.90726,0.004762
rts,210,20,5,cold_nv,0.008,0.70147,0.98306,0.05
rts,210,20,5,cold_nv,0.01041,0.70171,0.98414,0.05
rts,210,20,5,cold_nv,0.01356,0.69946,0.97712,0.05
rts,210,20,5,cold_nv,0.01765,0.69927,0.98591,0.05
rts,210,20,5,cold_nv,0.02297,0.70389,0.98651,0.05
rts,210,20,5,cold_nv,0.02991,0.7052,0.98595,0.05
rts,210,20,5,cold_nv,0.03893,0.70913,1.00598,0.05
rts,210,20,5,cold_nv,0.05068,0.69819,0.98539,0.05
rts,210,20,5,cold_nv,0.06597,0.70341,1.00026,0.05
rts,210,20,5,cold_nv,0.08588,0.69327,0.98931,0.05
rts,210,20,5,cold_nv,0.11179,0.702,1.02322,0.05
rts,210,20,5,cold_nv,0.14552,0.71034,0.9991,0.05
rts,210,20,5,cold_nv,0.18944,0.70347,1.00575,0.05
rts,210,20,5,cold_nv,0.2466,0.69389,1.02582,0.05
rts,210,20,5,cold_nv,0.32102,0.70063,1.03095,0.05
rts,210,20,5,cold_nv,0.41788,0.69308,1.05676,0.05
rts,210,20,5,cold_nv,0.54399,0.67893,1.06585,0.05
rts,210,20,5,cold_nv,0.70814,0.67968,1.09736,0.05
rts,210,20,5,cold_nv,0.92183,0.65143,1.04559,0.05
rts,210,20,5,cold_nv,1.2,0.62651,1.08377,0.05
rts,210,20,5,warm,0.008,0.73917,0.50703,0.01135
rts,210,20,5,warm,0.01041,0.73911,0.59747,0.01368
rts,210,20,5,warm,0.01356,0.73151,0.72421,0.017216
rts,210,20,5,warm,0.01765,0.73357,0.75895,0.022652
rts,210,20,5,warm,0.02297,0.73157,0.86972,0.029927
rts,210,20,5,warm,0.02991,0.72817,0.97554,0.037237
rts,210,20,5,warm,0.03893,0.7106,0.9557,0.044267
rts,210,20,5,warm,0.05068,0.70333,1.02291,0.053
rts,210,20,5,warm,0.06597,0.69738,1.03406,0.054267
rts,210,20,5,warm,0.08588,0.69813,1.05983,0.060467
rts,210,20,5,warm,0.11179,0.69113,1.04402,0.059415
rts,210,20,5,warm,0.14552,0.69248,1.01885,0.059461
rts,210,20,5,warm,0.18944,0.67815,1.0445,0.063974
rts,210,20,5,warm,0.2466,0.66663,1.04772,0.066574
rts,210,20,5,warm,0.32102,0.67579,1.04305,0.065704
rts,210,20,5,warm,0.41788,0.62617,1.06844,0.114989
rts,210,20,5,warm,0.54399,0.50101,1.0459,0.319211
rts,210,20,5,warm,0.70814,0.26567,0.9438,0.683539
rts,210,20,5,warm,0.92183,0.09363,0.47653,0.950841
rts,210,20,5,warm,1.2,0.0952,0.46295,0.920849
rts,210,20,10,cold_w,0.008,0.71421,0.31066,0.004762
rts,210,20,10,cold_w,0.01041,0.71556,0.31253,0.004762
rts,210,20,10,cold_w,0.01356,0.71575,0.31236,0.004762
rts,210,20,10,cold_w,0.01765,0.71575,0.31236,0.004762
rts,210,20,10,cold_w,0.02297,0.71478,0.29933,0.004762
rts,210,20,10,cold_w,0.02991,0.71258,0.30849,0.004762
rts,210,20,10,cold_w,0.03893,0.70942,0.29299,0.004762
rts,210,20,10,cold_w,0.05068,0.70794,0.29912,0.004762
rts,210,20,10,cold_w,0.06597,0.71605,0.29751,0.004762
rts,210,20,10,cold_w,0.08588,0.70905,0.26335,0.004762
rts,210,20,10,cold_w,0.11179,0.71056,0.28164,0.004762
rts,210,20,10,cold_w,0.14552,0.70917,0.31656,0.004762
rts,210,20,10,cold_w,0.18944,0.70772,0.36713,0.004762
rts,210,20,10,cold_w,0.2466,0.71363,0.43115,0.004762
rts,210,20,10,cold_w,0.32102,0.71407,0.41646,0.004762
rts,210,20,10,cold_w,0.41788,0.70502,0.48956,0.004762
rts,210,20,10,cold_w,0.54399,0.69964,0.57878,0.004762
rts,210,20,10,cold_w,0.70814,0.69369,0.64669,0.004762
rts,210,20,10,cold_w,0.92183,0.67716,0.72589,0.004762
rts,210,20,10,cold_w,1.2,0.6679,0.82495,0.004762
rts,210,20,10,cold_nv,0.008,0.69232,1.15003,0.05
rts,210,20,10,cold_nv,0.01041,0.69232,1.15003,0.05
rts,210,20,10,cold_nv,0.01356,0.69488,1.1544,0.05
rts,210,20,10,cold_nv,0.01765,0.69671,1.16842,0.05
rts,210,20,10,cold_nv,0.02297,0.69486,1.14793,0.05
rts,210,20,10,cold_nv,0.02991,0.6953,1.12923,0.05
rts,210,20,10,cold_nv,0.03893,0.68948,1.11155,0.05
rts,210,20,10,cold_nv,0.05068,0.69024,1.11168,0.05
rts,210,20,10,cold_nv,0.06597,0.6898,1.15125,0.05
rts,210,20,10,cold_nv,0.08588,0.6902,1.15939,0.05
rts,210,20,10,cold_nv,0.11179,0.68411,1.18894,0.05
rts,210,20,10,cold_nv,0.14552,0.68298,1.18969,0.05
rts,210,20,10,cold_nv,0.18944,0.67964,1.17805,0.05
rts,210,20,10,cold_nv,0.2466,0.68694,1.1745,0.05
rts,210,20,10,cold_nv,0.32102,0.685,1.16002,0.05
rts,210,20,10,cold_nv,0.41788,0.68139,1.1746,0.05
rts,210,20,10,cold_nv,0.54399,0.66667,1.16973,0.05
rts,210,20,10,cold_nv,0.70814,0.6648,1.1851,0.05
rts,210,20,10,cold_nv,0.92183,0.65185,1.18994,0.05
rts,210,20,10,cold_nv,1.2,0.64462,1.21555,0.05
rts,210,20,10,warm,0.008,0.71812,0.43724,0.00857
rts,210,20,10,warm,0.01041,0.71599,0.47923,0.00994
rts,210,20,10,warm,0.01356,0.72843,0.59431,0.012192
rts,210,20,10,warm,0.01765,0.71688,0.63519,0.015049
rts,210,20,10,warm,0.02297,0.71327,0.76842,0.019245
rts,210,20,10,warm,0.02991,0.70581,0.86547,0.025556
rts,210,20,10,warm,0.03893,0.7149,0.98752,0.031234
rts,210,20,10,warm,0.05068,0.69429,1.03871,0.039097
rts,210,20,10,warm,0.06597,0.68276,1.09513,0.04281
rts,210,20,10,warm,0.08588,0.69494,1.10809,0.047626
rts,210,20,10,warm,0.11179,0.67395,1.16716,0.052223
rts,210,20,10,warm,0.14552,0.68615,1.14302,0.050631
rts,210,20,10,warm,0.18944,0.68417,1.18136,0.054932
rts,210,20,10,warm,0.2466,0.6844,1.18194,0.056355
rts,210,20,10,warm,0.32102,0.6744,1.11624,0.05659
rts,210,20,10,warm,0.41788,0.6397,1.17354,0.089397
rts,210,20,10,warm,0.54399,0.53208,1.19292,0.269478
rts,210,20,10,warm,0.70814,0.32702,1.07508,0.549941
rts,210,20,10,warm,0.92183,0.10577,0.78644,0.933369
rts,210,20,10,warm,1.2,0.09468,0.74591,0.906885
rts,210,20,20,cold_w,0.008,0.64794,0.33697,0.004762
rts,210,20,20,cold_w,0.01041,0.645,0.33721,0.004762
rts,210,20,20,cold_w,0.01356,0.64373,0.31507,0.004762
rts,210,20,20,cold_w,0.01765,0.6394,0.29796,0.004762
