access,w_eff,n_vis,n_nat,arm,eps,T,rho,tau0
rts,420,20,10,warm,0.2466,0.70063,1.25942,0.054997
rts,420,20,10,warm,0.32102,0.69363,1.23839,0.056121
rts,420,20,10,warm,0.41788,0.68662,1.26949,0.062908
rts,420,20,10,warm,0.54399,0.53549,1.27996,0.22863
rts,420,20,10,warm,0.70814,0.13024,1.1338,0.838387
rts,420,20,10,warm,0.92183,0.05322,0.78089,0.952513
rts,420,20,10,warm,1.2,0.09932,1.08511,0.594572
rts,420,20,20,cold_w,0.008,0.64278,0.2801,0.002381
rts,420,20,20,cold_w,0.01041,0.64223,0.28253,0.002381
rts,420,20,20,cold_w,0.01356,0.64223,0.28253,0.002381
rts,420,20,20,cold_w,0.01765,0.64307,0.27957,0.002381
rts,420,20,20,cold_w,0.02297,0.64121,0.29761,0.002381
rts,420,20,20,cold_w,0.02991,0.6372,0.29307,0.002381
rts,420,20,20,cold_w,0.03893,0.63761,0.26541,0.002381
rts,420,20,20,cold_w,0.05068,0.64251,0.27286,0.002381
rts,420,20,20,cold_w,0.06597,0.64044,0.28856,0.002381
rts,420,20,20,cold_w,0.08588,0.63389,0.27595,0.002381
rts,420,20,20,cold_w,0.11179,0.64576,0.29724,0.002381
rts,420,20,20,cold_w,0.14552,0.63671,0.34251,0.002381
rts,420,20,20,cold_w,0.18944,0.65661,0.4061,0.002381
rts,420,20,20,cold_w,0.2466,0.64217,0.45104,0.002381
rts,420,20,20,cold_w,0.32102,0.64622,0.52116,0.002381
rts,420,20,20,cold_w,0.41788,0.63843,0.61115,0.002381
rts,420,20,20,cold_w,0.54399,0.6536,0.72304,0.002381
rts,420,20,20,cold_w,0.70814,0.65191,0.8213,0.002381
rts,420,20,20,cold_w,0.92183,0.64658,1.03684,0.002381
rts,420,20,20,cold_w,1.2,0.61129,1.13688,0.002381
rts,420,20,20,cold_nv,0.008,0.68912,1.70142,0.05
rts,420,20,20,cold_nv,0.01041,0.68416,1.67441,0.05
rts,420,20,20,cold_nv,0.01356,0.68297,1.66408,0.05
rts,420,20,20,cold_nv,0.01765,0.68031,1.68017,0.05
rts,420,20,20,cold_nv,0.02297,0.68761,1.65919,0.05
rts,420,20,20,cold_nv,0.02991,0.68398,1.65642,0.05
rts,420,20,20,cold_nv,0.03893,0.6828,1.64848,0.05
rts,420,20,20,cold_nv,0.05068,0.68057,1.65709,0.05
rts,420,20,20,cold_nv,0.06597,0.6791,1.64384,0.05
rts,420,20,20,cold_nv,0.08588,0.67158,1.65288,0.05
rts,420,20,20,cold_nv,0.11179,0.6775,1.65299,0.05
rts,420,20,20,cold_nv,0.14552,0.66307,1.67503,0.05
rts,420,20,20,cold_nv,0.18944,0.66926,1.64397,0.05
rts,420,20,20,cold_nv,0.2466,0.65751,1.57946,0.05
rts,420,20,20,cold_nv,0.32102,0.67424,1.60793,0.05
rts,420,20,20,cold_nv,0.41788,0.65592,1.58812,0.05
rts,420,20,20,cold_nv,0.54399,0.65823,1.61561,0.05
rts,420,20,20,cold_nv,0.70814,0.64739,1.62291,0.05
rts,420,20,20,cold_nv,0.92183,0.62388,1.63865,0.05
rts,420,20,20,cold_nv,1.2,0.56107,1.66309,0.05
rts,420,20,20,warm,0.008,0.65272,0.52138,0.005752
rts,420,20,20,warm,0.01041,0.65904,0.62073,0.007183
rts,420,20,20,warm,0.01356,0.6602,0.74515,0.009851
rts,420,20,20,warm,0.01765,0.67609,0.91354,0.012609
rts,420,20,20,warm,0.02297,0.67631,1.07692,0.017574
rts,420,20,20,warm,0.02991,0.67669,1.21941,0.023952
rts,420,20,20,warm,0.03893,0.67758,1.38164,0.030133
rts,420,20,20,warm,0.05068,0.67676,1.46647,0.034749
rts,420,20,20,warm,0.06597,0.67007,1.4832,0.03607
rts,420,20,20,warm,0.08588,0.67859,1.51104,0.039398
rts,420,20,20,warm,0.11179,0.68541,1.54082,0.040164
rts,420,20,20,warm,0.14552,0.67438,1.57786,0.041114
rts,420,20,20,warm,0.18944,0.66906,1.51739,0.040947
rts,420,20,20,warm,0.2466,0.67175,1.57296,0.042837
rts,420,20,20,warm,0.32102,0.68016,1.54224,0.043737
rts,420,20,20,warm,0.41788,0.66268,1.58032,0.046281
rts,420,20,20,warm,0.54399,0.47206,1.58053,0.247217
rts,420,20,20,warm,0.70814,0.20238,1.49784,0.677143
rts,420,20,20,warm,0.92183,0.08373,1.44739,0.887174
rts,420,20,20,warm,1.2,0.07799,1.54001,0.705093
rts,420,50,0,cold_w,0.008,0.72063,1.0,0.002381
rts,420,50,0,cold_w,0.01041,0.72576,1.0,0.002381
rts,420,50,0,cold_w,0.01356,0.72667,1.0,0.002381
rts,420,50,0,cold_w,0.01765,0.73128,1.0,0.002381
rts,420,50,0,cold_w,0.02297,0.73034,1.0,0.002381
rts,420,50,0,cold_w,0.02991,0.73774,1.0,0.002381
rts,420,50,0,cold_w,0.03893,0.73892,1.0,0.002381
rts,420,50,0,cold_w,0.05068,0.74577,1.0,0.002381
rts,420,50,0,cold_w,0.06597,0.75104,1.0,0.002381
rts,420,50,0,cold_w,0.08588,0.75016,1.0,0.002381
rts,420,50,0,cold_w,0.11179,0.75026,1.0,0.002381
rts,420,50,0,cold_w,0.14552,0.7458,1.0,0.002381
rts,420,50,0,cold_w,0.18944,0.74241,1.0,0.002381
rts,420,50,0,cold_w,0.2466,0.73615,1.0,0.002381
rts,420,50,0,cold_w,0.32102,0.72905,1.0,0.002381
rts,420,50,0,cold_w,0.41788,0.71708,1.0,0.002381
rts,420,50,0,cold_w,0.54399,0.70539,1.0,0.002381
rts,420,50,0,cold_w,0.70814,0.69501,1.0,0.002381
rts,420,50,0,cold_w,0.92183,0.6635,1.0,0.002381
rts,420,50,0,cold_w,1.2,0.61709,1.0,0.002381
rts,420,50,0,cold_nv,0.008,0.72021,1.0,0.02
rts,420,50,0,cold_nv,0.01041,0.72206,1.0,0.02
rts,420,50,0,cold_nv,0.01356,0.72059,1.0,0.02
rts,420,50,0,cold_nv,0.01765,0.71922,1.0,0.02
rts,420,50,0,cold_nv,0.02297,0.7221,1.0,0.02
rts,420,50,0,cold_nv,0.02991,0.72072,1.0,0.02
rts,420,50,0,cold_nv,0.03893,0.72399,1.0,0.02
rts,420,50,0,cold_nv,0.05068,0.71932,1.0,0.02
rts,420,50,0,cold_nv,0.06597,0.71359,1.0,0.02
rts,420,50,0,cold_nv,0.08588,0.71498,1.0,0.02
rts,420,50,0,cold_nv,0.11179,0.71551,1.0,0.02
rts,420,50,0,cold_nv,0.14552,0.70987,1.0,0.02
rts,420,50,0,cold_nv,0.18944,0.70726,1.0,0.02
rts,420,50,0,cold_nv,0.2466,0.70801,1.0,0.02
rts,420,50,0,cold_nv,0.32102,0.70861,1.0,0.02
rts,420,50,0,cold_nv,0.41788,0.69485,1.0,0.02
rts,420,50,0,cold_nv,0.54399,0.6888,1.0,0.02
rts,420,50,0,cold_nv,0.70814,0.67501,1.0,0.02
rts,420,50,0,cold_nv,0.92183,0.65853,1.0,0.02
rts,420,50,0,cold_nv,1.2,0.62181,1.0,0.02
rts,420,50,0,warm,0.008,0.7278,1.0,0.017477
rts,420,50,0,warm,0.01041,0.71982,1.0,0.019529
rts,420,50,0,warm,0.01356,0.71687,1.0,0.022375
rts,420,50,0,warm,0.01765,0.70813,1.0,0.023184
rts,420,50,0,warm,0.02297,0.71084,1.0,0.023964
rts,420,50,0,warm,0.02991,0.70327,1.0,0.024467
rts,420,50,0,warm,0.03893,0.69361,1.0,0.024526
rts,420,50,0,warm,0.05068,0.69513,1.0,0.02477
rts,420,50,0,warm,0.06597,0.69986,1.0,0.024172
rts,420,50,0,warm,0.08588,0.70202,1.0,0.024998
rts,420,50,0,warm,0.11179,0.7005,1.0,0.02553
rts,420,50,0,warm,0.14552,0.70677,1.0,0.026117
rts,420,50,0,warm,0.18944,0.69133,1.0,0.025931
rts,420,50,0,warm,0.2466,0.68799,1.0,0.028007
rts,420,50,0,warm,0.32102,0.67503,1.0,0.030243
rts,420,50,0,warm,0.41788,0.6306,1.0,0.067149
rts,420,50,0,warm,0.54399,0.55848,1.0,0.110018
rts,420,50,0,warm,0.70814,0.31883,1.0,0.51531
rts,420,50,0,warm,0.92183,0.02011,1.0,0.930341
rts,420,50,0,warm,1.2,0.04442,1.0,0.570477
rts,420,50,5,cold_w,0.008,0.75839,0.35662,0.002381
rts,420,50,5,cold_w,0.01041,0.75857,0.35099,0.002381
rts,420,50,5,cold_w,0.01356,0.7521,0.34682,0.002381
rts,420,50,5,cold_w,0.01765,0.7583,0.35563,0.002381
rts,420,50,5,cold_w,0.02297,0.75679,0.35549,0.002381
rts,420,50,5,cold_w,0.02991,0.75848,0.36979,0.002381
rts,420,50,5,cold_w,0.03893,0.75514,0.37245,0.002381
rts,420,50,5,cold_w,0.05068,0.76115,0.39576,0.002381
rts,420,50,5,cold_w,0.06597,0.75487,0.40888,0.002381
rts,420,50,5,cold_w,0.08588,0.75951,0.46515,0.002381
rts,420,50,5,cold_w,0.11179,0.75992,0.53139,0.002381
rts,420,50,5,cold_w,0.14552,0.75621,0.59035,0.002381
rts,420,50,5,cold_w,0.18944,0.75468,0.62552,0.002381
rts,420,50,5,cold_w,0.2466,0.74917,0.68526,0.002381
rts,420,50,5,cold_w,0.32102,0.73738,0.71763,0.002381
rts,420,50,5,cold_w,0.41788,0.74004,0.78744,0.002381
rts,420,50,5,cold_w,0.54399,0.72562,0.81756,0.002381
rts,420,50,5,cold_w,0.70814,0.70643,0.87392,0.002381
rts,420,50,5,cold_w,0.92183,0.69455,0.87017,0.002381
rts,420,50,5,cold_w,1.2,0.6406,0.91496,0.002381
rts,420,50,5,cold_nv,0.008,0.72897,0.95434,0.02
rts,420,50,5,cold_nv,0.01041,0.72491,0.95565,0.02
rts,420,50,5,cold_nv,0.01356,0.72907,0.95438,0.02
rts,420,50,5,cold_nv,0.01765,0.72535,0.94981,0.02
rts,420,50,5,cold_nv,0.02297,0.72671,0.94851,0.02
rts,420,50,5,cold_nv,0.02991,0.72739,0.941,0.02
rts,420,50,5,cold_nv,0.03893,0.73103,0.93826,0.02
rts,420,50,5,cold_nv,0.05068,0.72443,0.94781,0.02
rts,420,50,5,cold_nv,0.06597,0.72692,0.95923,0.02
rts,420,50,5,cold_nv,0.08588,0.71959,0.94236,0.02
rts,420,50,5,cold_nv,0.11179,0.72278,0.97367,0.02
rts,420,50,5,cold_nv,0.14552,0.72474,0.94759,0.02
rts,420,50,5,cold_nv,0.18944,0.71772,0.9695,0.02
rts,420,50,5,cold_nv,0.2466,0.71617,0.97306,0.02
rts,420,50,5,cold_nv,0.32102,0.71641,0.96761,0.02
rts,420,50,5,cold_nv,0.41788,0.70244,0.96559,0.02
rts,420,50,5,cold_nv,0.54399,0.70424,0.97114,0.02
rts,420,50,5,cold_nv,0.70814,0.70146,0.97154,0.02
rts,420,50,5,cold_nv,0.92183,0.67911,0.98433,0.02
rts,420,50,5,cold_nv,1.2,0.62936,0.99428,0.02
rts,420,50,5,warm,0.008,0.75746,0.7862,0.010111
rts,420,50,5,warm,0.01041,0.74794,0.85471,0.012662
rts,420,50,5,warm,0.01356,0.74472,0.89176,0.015739
rts,420,50,5,warm,0.01765,0.72676,0.914,0.017744
rts,420,50,5,warm,0.02297,0.72487,0.95391,0.019963
rts,420,50,5,warm,0.02991,0.72688,0.96589,0.021286
rts,420,50,5,warm,0.03893,0.72118,0.9691,0.021598
rts,420,50,5,warm,0.05068,0.72271,0.9447,0.021565
rts,420,50,5,warm,0.06597,0.71404,0.96811,0.02207
rts,420,50,5,warm,0.08588,0.7139,0.97372,0.022792
rts,420,50,5,warm,0.11179,0.7153,0.96147,0.023149
rts,420,50,5,warm,0.14552,0.70341,0.96726,0.022249
rts,420,50,5,warm,0.18944,0.71018,0.97733,0.023756
rts,420,50,5,warm,0.2466,0.70734,0.96843,0.023589
rts,420,50,5,warm,0.32102,0.71011,0.96515,0.024478
rts,420,50,5,warm,0.41788,0.70483,0.98856,0.024956
rts,420,50,5,warm,0.54399,0.69067,0.97049,0.027069
rts,420,50,5,warm,0.70814,0.47179,0.99133,0.323329
rts,420,50,5,warm,0.92183,0.07437,0.76473,0.775527
rts,420,50,5,warm,1.2,0.07324,0.75732,0.535746
rts,420,50,10,cold_w,0.008,0.72348,0.30494,0.002381
rts,420,50,10,cold_w,0.01041,0.72434,0.29697,0.002381
rts,420,50,10,cold_w,0.01356,0.7237,0.29157,0.002381
rts,420,50,10,cold_w,0.01765,0.72065,0.3106,0.002381
rts,420,50,10,cold_w,0.02297,0.72106,0.32082,0.002381
rts,420,50,10,cold_w,0.02991,0.72335,0.34782,0.002381
rts,420,50,10,cold_w,0.03893,0.72244,0.35157,0.002381
rts,420,50,10,cold_w,0.05068,0.72465,0.37535,0.002381
rts,420,50,10,cold_w,0.06597,0.72563,0.39445,0.002381
rts,420,50,10,cold_w,0.08588,0.72591,0.39363,0.002381
rts,420,50,10,cold_w,0.11179,0.72712,0.43005,0.002381
rts,420,50,10,cold_w,0.14552,0.72218,0.44127,0.002381
rts,420,50,10,cold_w,0.18944,0.72663,0.48907,0.002381
rts,420,50,10,cold_w,0.2466,0.7226,0.56972,0.002381
rts,420,50,10,cold_w,0.32102,0.71976,0.62153,0.002381
rts,420,50,10,cold_w,0.41788,0.71815,0.70263,0.002381
rts,420,50,10,cold_w,0.54399,0.70582,0.72862,0.002381
rts,420,50,10,cold_w,0.70814,0.69951,0.80076,0.002381
rts,420,50,10,cold_w,0.92183,0.67981,0.84332,0.002381
rts,420,50,10,cold_w,1.2,0.64732,0.88077,0.002381
rts,420,50,10,cold_nv,0.008,0.70122,0.99734,0.02
rts,420,50,10,cold_nv,0.01041,0.7049,1.00887,0.02
rts,420,50,10,cold_nv,0.01356,0.70449,1.00537,0.02
rts,420,50,10,cold_nv,0.01765,0.7022,0.98686,0.02
rts,420,50,10,cold_nv,0.02297,0.70456,0.98028,0.02
rts,420,50,10,cold_nv,0.02991,0.70525,0.98937,0.02
rts,420,50,10,cold_nv,0.03893,0.70417,0.99239,0.02
rts,420,50,10,cold_nv,0.05068,0.70558,1.00305,0.02
rts,420,50,10,cold_nv,0.06597,0.70836,1.00646,0.02
rts,420,50,10,cold_nv,0.08588,0.69792,1.00114,0.02
rts,420,50,10,cold_nv,0.11179,0.70417,0.99358,0.02
rts,420,50,10,cold_nv,0.14552,0.70395,1.00635,0.02
rts,420,50,10,cold_nv,0.18944,0.6978,1.00589,0.02
rts,420,50,10,cold_nv,0.2466,0.69975,1.00731,0.02
rts,420,50,10,cold_nv,0.32102,0.69587,1.00528,0.02
rts,420,50,10,cold_nv,0.41788,0.69419,1.00402,0.02
rts,420,50,10,cold_nv,0.54399,0.6853,0.99437,0.02
rts,420,50,10,cold_nv,0.70814,0.6712,1.01332,0.02
rts,420,50,10,cold_nv,0.92183,0.66465,1.02368,0.02
rts,420,50,10,cold_nv,1.2,0.63309,1.04387,0.02
rts,420,50,10,warm,0.008,0.72776,0.6709,0.007139
rts,420,50,10,warm,0.01041,0.72392,0.74194,0.008961
rts,420,50,10,warm,0.01356,0.72648,0.80952,0.011042
rts,420,50,10,warm,0.01765,0.72396,0.87535,0.013225
rts,420,50,10,warm,0.02297,0.72136,0.91316,0.015804
rts,420,50,10,warm,0.02991,0.70565,0.94914,0.01743
rts,420,50,10,warm,0.03893,0.71241,0.96919,0.017954
rts,420,50,10,warm,0.05068,0.71428,0.98508,0.018049
rts,420,50,10,warm,0.06597,0.69369,0.99784,0.019168
rts,420,50,10,warm,0.08588,0.70681,0.98353,0.019696
rts,420,50,10,warm,0.11179,0.69429,0.98179,0.019293
rts,420,50,10,warm,0.14552,0.69934,0.98241,0.019711
rts,420,50,10,warm,0.18944,0.69652,1.00635,0.019659
rts,420,50,10,warm,0.2466,0.70195,1.00037,0.02041
rts,420,50,10,warm,0.32102,0.69181,0.99947,0.020927
rts,420,50,10,warm,0.41788,0.68998,0.99665,0.021333
rts,420,50,10,warm,0.54399,0.68128,0.98206,0.02352
rts,420,50,10,warm,0.70814,0.46717,1.02501,0.316259
rts,420,50,10,warm,0.92183,0.11609,0.90559,0.787779
rts,420,50,10,warm,1.2,0.08522,0.84489,0.458476
rts,420,50,20,cold_w,0.008,0.64992,0.35423,0.002381
rts,420,50,20,cold_w,0.01041,0.6497,0.35031,0.002381
rts,420,50,20,cold_w,0.01356,0.64969,0.35637,0.002381
rts,420,50,20,cold_w,0.01765,0.65208,0.3652,0.002381
rts,420,50,20,cold_w,0.02297,0.65062,0.37018,0.002381
rts,420,50,20,cold_w,0.02991,0.65702,0.37053,0.002381
rts,420,50,20,cold_w,0.03893,0.65631,0.36219,0.002381
rts,420,50,20,cold_w,0.05068,0.65899,0.36177,0.002381
rts,420,50,20,cold_w,0.06597,0.65893,0.38921,0.002381
rts,420,50,20,cold_w,0.08588,0.65683,0.40259,0.002381
rts,420,50,20,cold_w,0.11179,0.66066,0.42005,0.002381
rts,420,50,20,cold_w,0.14552,0.66206,0.48118,0.002381
rts,420,50,20,cold_w,0.18944,0.65339,0.49515,0.002381
rts,420,50,20,cold_w,0.2466,0.66407,0.51181,0.002381
rts,420,50,20,cold_w,0.32102,0.66073,0.5867,0.002381
rts,420,50,20,cold_w,0.41788,0.667,0.64382,0.002381
rts,420,50,20,cold_w,0.54399,0.66131,0.68662,0.002381
rts,420,50,20,cold_w,0.70814,0.65445,0.74589,0.002381
rts,420,50,20,cold_w,0.92183,0.64474,0.83395,0.002381
rts,420,50,20,cold_w,1.2,0.63066,0.87976,0.002381
rts,420,50,20,cold_nv,0.008,0.67165,1.11329,0.02
rts,420,50,20,cold_nv,0.01041,0.66957,1.127,0.02
rts,420,50,20,cold_nv,0.01356,0.67278,1.09352,0.02
rts,420,50,20,cold_nv,0.01765,0.677,1.12602,0.02
rts,420,50,20,cold_nv,0.02297,0.67915,1.16087,0.02
rts,420,50,20,cold_nv,0.02991,0.67607,1.15913,0.02
rts,420,50,20,cold_nv,0.03893,0.67166,1.1465,0.02
rts,420,50,20,cold_nv,0.05068,0.67261,1.13406,0.02
rts,420,50,20,cold_nv,0.06597,0.6788,1.16427,0.02
rts,420,50,20,cold_nv,0.08588,0.67851,1.13383,0.02
rts,420,50,20,cold_nv,0.11179,0.68051,1.12716,0.02
rts,420,50,20,cold_nv,0.14552,0.67133,1.12153,0.02
rts,420,50,20,cold_nv,0.18944,0.6832,1.12056,0.02
rts,420,50,20,cold_nv,0.2466,0.66882,1.11912,0.02
rts,420,50,20,cold_nv,0.32102,0.67432,1.11516,0.02
rts,420,50,20,cold_nv,0.41788,0.66876,1.115,0.02
rts,420,50,20,cold_nv,0.54399,0.66038,1.07817,0.02
rts,420,50,20,cold_nv,0.70814,0.65144,1.11066,0.02
rts,420,50,20,cold_nv,0.92183,0.63717,1.12188,0.02
rts,420,50,20,cold_nv,1.2,0.59718,1.09224,0.02
rts,420,50,20,warm,0.008,0.66766,0.58758,0.004748
rts,420,50,20,warm,0.01041,0.66592,0.64979,0.005542
rts,420,50,20,warm,0.01356,0.67218,0.74616,0.006599
rts,420,50,20,warm,0.01765,0.67579,0.86485,0.008516
rts,420,50,20,warm,0.02297,0.67364,0.90767,0.009729
rts,420,50,20,warm,0.02991,0.66919,0.96052,0.011657
rts,420,50,20,warm,0.03893,0.68162,1.04109,0.013383
rts,420,50,20,warm,0.05068,0.68513,1.00172,0.014002
rts,420,50,20,warm,0.06597,0.67485,1.06676,0.014869
rts,420,50,20,warm,0.08588,0.67449,1.07354,0.015062
rts,420,50,20,warm,0.11179,0.67981,1.05519,0.01516
rts,420,50,20,warm,0.14552,0.68169,1.06238,0.015593
rts,420,50,20,warm,0.18944,0.66697,1.04683,0.016062
rts,420,50,20,warm,0.2466,0.6696,1.06274,0.015401
rts,420,50,20,warm,0.32102,0.6688,1.05942,0.016437
rts,420,50,20,warm,0.41788,0.66488,1.06696,0.017112
rts,420,50,20,warm,0.54399,0.65546,1.08741,0.017922
rts,420,50,20,warm,0.70814,0.6094,1.06212,0.084815
rts,420,50,20,warm,0.92183,0.23921,1.06649,0.570323
rts,420,50,20,warm,1.2,0.07233,1.03152,0.498186
rts,1680,5,0,cold_w,0.008,0.60028,1.0,0.000595
rts,1680,5,0,cold_w,0.01041,0.63686,1.0,0.000595
rts,1680,5,0,cold_w,0.01356,0.67454,1.0,0.000595
rts,1680,5,0,cold_w,0.01765,0.70015,1.0,0.000595
rts,1680,5,0,cold_w,0.02297,0.7227,1.0,0.000595
rts,1680,5,0,cold_w,0.02991,0.74129,1.0,0.000595
rts,1680,5,0,cold_w,0.03893,0.75361,1.0,0.000595
rts,1680,5,0,cold_w,0.05068,0.75852,1.0,0.000595
rts,1680,5,0,cold_w,0.06597,0.75442,1.0,0.000595
rts,1680,5,0,cold_w,0.08588,0.75541,1.0,0.000595
rts,1680,5,0,cold_w,0.11179,0.74956,1.0,0.000595
rts,1680,5,0,cold_w,0.14552,0.73372,1.0,0.000595
rts,1680,5,0,cold_w,0.18944,0.72802,1.0,0.000595
rts,1680,5,0,cold_w,0.2466,0.70651,1.0,0.000595
rts,1680,5,0,cold_w,0.32102,0.67606,1.0,0.000595
rts,1680,5,0,cold_w,0.41788,0.60107,1.0,0.000595
rts,1680,5,0,cold_w,0.54399,0.4579,1.0,0.000595
rts,1680,5,0,cold_w,0.70814,0.41098,1.0,0.000595
rts,1680,5,0,cold_w,0.92183,0.28566,1.0,0.000595
rts,1680,5,0,cold_w,1.2,0.31148,1.0,0.000595
rts,1680,5,0,cold_nv,0.008,0.75688,1.0,0.2
rts,1680,5,0,cold_nv,0.01041,0.75472,1.0,0.2
rts,1680,5,0,cold_nv,0.01356,0.75276,1.0,0.2
rts,1680,5,0,cold_nv,0.01765,0.75282,1.0,0.2
rts,1680,5,0,cold_nv,0.02297,0.74782,1.0,0.2
rts,1680,5,0,cold_nv,0.02991,0.74965,1.0,0.2
rts,1680,5,0,cold_nv,0.03893,0.74052,1.0,0.2
rts,1680,5,0,cold_nv,0.05068,0.73748,1.0,0.2
rts,1680,5,0,cold_nv,0.06597,0.73709,1.0,0.2
rts,1680,5,0,cold_nv,0.08588,0.727,1.0,0.2
rts,1680,5,0,cold_nv,0.11179,0.72327,1.0,0.2
rts,1680,5,0,cold_nv,0.14552,0.71762,1.0,0.2
rts,1680,5,0,cold_nv,0.18944,0.70663,1.0,0.2
rts,1680,5,0,cold_nv,0.2466,0.69072,1.0,0.2
rts,1680,5,0,cold_nv,0.32102,0.65739,1.0,0.2
rts,1680,5,0,cold_nv,0.41788,0.57406,1.0,0.2
rts,1680,5,0,cold_nv,0.54399,0.40996,1.0,0.2
rts,1680,5,0,cold_nv,0.70814,0.39966,1.0,0.2
rts,1680,5,0,cold_nv,0.92183,0.18451,1.0,0.2
rts,1680,5,0,cold_nv,1.2,0.2315,1.0,0.2
rts,1680,5,0,warm,0.008,0.7218,1.0,0.265124
rts,1680,5,0,warm,0.01041,0.7225,1.0,0.267448
rts,1680,5,0,warm,0.01356,0.71452,1.0,0.269918
rts,1680,5,0,warm,0.01765,0.71734,1.0,0.269844
rts,1680,5,0,warm,0.02297,0.71508,1.0,0.272725
rts,1680,5,0,warm,0.02991,0.71971,1.0,0.27173
rts,1680,5,0,warm,0.03893,0.71338,1.0,0.27246
rts,1680,5,0,warm,0.05068,0.71178,1.0,0.274925
rts,1680,5,0,warm,0.06597,0.71144,1.0,0.274183
rts,1680,5,0,warm,0.08588,0.7074,1.0,0.280932
rts,1680,5,0,warm,0.11179,0.7068,1.0,0.282799
rts,1680,5,0,warm,0.14552,0.69846,1.0,0.29525
rts,1680,5,0,warm,0.18944,0.68444,1.0,0.305862
rts,1680,5,0,warm,0.2466,0.40205,1.0,0.572343
rts,1680,5,0,warm,0.32102,0.11098,1.0,0.898246
rts,1680,5,0,warm,0.41788,0.01555,1.0,1.0
rts,1680,5,0,warm,0.54399,0.01555,1.0,1.0
rts,1680,5,0,warm,0.70814,0.01555,1.0,1.0
rts,1680,5,0,warm,0.92183,0.0175,1.0,0.981561
rts,1680,5,0,warm,1.2,0.01561,1.0,1.0
rts,1680,5,5,cold_w,0.008,0.76057,0.03265,0.000595
rts,1680,5,5,cold_w,0.01041,0.76018,0.03502,0.000595
rts,1680,5,5,cold_w,0.01356,0.76068,0.04205,0.000595
rts,1680,5,5,cold_w,0.01765,0.76126,0.04478,0.000595
rts,1680,5,5,cold_w,0.02297,0.76039,0.05242,0.000595
rts,1680,5,5,cold_w,0.02991,0.76224,0.08485,0.000595
rts,1680,5,5,cold_w,0.03893,0.76303,0.12518,0.000595
rts,1680,5,5,cold_w,0.05068,0.76344,0.20648,0.000595
rts,1680,5,5,cold_w,0.06597,0.76557,0.30348,0.000595
rts,1680,5,5,cold_w,0.08588,0.76649,0.55641,0.000595
rts,1680,5,5,cold_w,0.11179,0.76464,0.77696,0.000595
rts,1680,5,5,cold_w,0.14552,0.76593,0.9746,0.000595
rts,1680,5,5,cold_w,0.18944,0.75214,1.20632,0.000595
rts,1680,5,5,cold_w,0.2466,0.73897,1.34265,0.000595
rts,1680,5,5,cold_w,0.32102,0.71426,1.46002,0.000595
rts,1680,5,5,cold_w,0.41788,0.65974,1.54642,0.000595
rts,1680,5,5,cold_w,0.54399,0.5825,1.61466,0.000595
rts,1680,5,5,cold_w,0.70814,0.45511,1.62858,0.000595
rts,1680,5,5,cold_w,0.92183,0.33911,1.61686,0.000595
rts,1680,5,5,cold_w,1.2,0.34702,1.7048,0.000595
rts,1680,5,5,cold_nv,0.008,0.74508,1.85414,0.2
rts,1680,5,5,cold_nv,0.01041,0.74418,1.86418,0.2
rts,1680,5,5,cold_nv,0.01356,0.74471,1.85778,0.2
rts,1680,5,5,cold_nv,0.01765,0.74463,1.86164,0.2
rts,1680,5,5,cold_nv,0.02297,0.74189,1.87536,0.2
rts,1680,5,5,cold_nv,0.02991,0.74,1.87147,0.2
rts,1680,5,5,cold_nv,0.03893,0.73768,1.89098,0.2
rts,1680,5,5,cold_nv,0.05068,0.73557,1.88071,0.2
rts,1680,5,5,cold_nv,0.06597,0.73124,1.88359,0.2
rts,1680,5,5,cold_nv,0.08588,0.72629,1.8901,0.2
rts,1680,5,5,cold_nv,0.11179,0.72598,1.88944,0.2
rts,1680,5,5,cold_nv,0.14552,0.71868,1.91314,0.2
rts,1680,5,5,cold_nv,0.18944,0.71195,1.9076,0.2
rts,1680,5,5,cold_nv,0.2466,0.69591,1.91536,0.2
rts,1680,5,5,cold_nv,0.32102,0.66234,1.92336,0.2
rts,1680,5,5,cold_nv,0.41788,0.58067,1.92923,0.2
rts,1680,5,5,cold_nv,0.54399,0.40573,1.9244,0.2
rts,1680,5,5,cold_nv,0.70814,0.40494,1.92862,0.2
rts,1680,5,5,cold_nv,0.92183,0.22159,1.9007,0.2
rts,1680,5,5,cold_nv,1.2,0.23569,1.90588,0.2
rts,1680,5,5,warm,0.008,0.74031,1.87038,0.213101
rts,1680,5,5,warm,0.01041,0.72467,1.88464,0.237227
rts,1680,5,5,warm,0.01356,0.72037,1.89946,0.247968
rts,1680,5,5,warm,0.01765,0.71941,1.90678,0.253254
rts,1680,5,5,warm,0.02297,0.71656,1.90337,0.253343
rts,1680,5,5,warm,0.02991,0.71972,1.91375,0.253973
rts,1680,5,5,warm,0.03893,0.71905,1.913,0.257026
rts,1680,5,5,warm,0.05068,0.71686,1.90979,0.256912
rts,1680,5,5,warm,0.06597,0.71552,1.90825,0.260472
rts,1680,5,5,warm,0.08588,0.71741,1.91627,0.261327
rts,1680,5,5,warm,0.11179,0.71301,1.91655,0.266173
rts,1680,5,5,warm,0.14552,0.70451,1.91617,0.275192
rts,1680,5,5,warm,0.18944,0.69912,1.92312,0.289593
