method,ppdu_dist,N,W_eff,seed,visit,successes,oracle_successes,efficiency,useful_slots,W_eff_utilization,viable_slots_wasted,collision_rate,tau_rmse,false_trigger_rate
ema_fixed_high,uniform,30,200,123,1000,14.88,13.365,1.1667399740739146,110.696,0.5534800000000002,27.555,0.13111291224911364,0.031185400890559108,11.992711832632276
ema_adaptive,uniform,30,200,123,1000,14.657,13.365,1.1489414800241058,109.272,0.5463600000000001,27.537,0.13655758592667053,0.029706805426475587,12.227625176298334
ema_ad_low,uniform,30,200,123,1000,14.679,13.365,1.146372624361362,109.305,0.5465250000000004,21.067,0.17083774806539376,0.025725106352599173,8.090821504415118
ema_ad_med,uniform,30,200,123,1000,14.982,13.365,1.170866461282095,111.704,0.5585199999999998,24.068,0.14837323115344667,0.028003496133278183,10.118709110034727
ema_no_coll,uniform,30,200,123,1000,14.006,13.365,1.098024783416618,104.228,0.5211400000000008,16.875,0.21584301699812777,0.022324417789401092,5.063624655771951
consec_L2,uniform,30,200,123,1000,15.033,13.365,1.17449916541577,111.513,0.5575650000000002,29.651,0.11939176818266699,0.03190050261566193,6.880009468987989
consec_L4,uniform,30,200,123,1000,15.278,13.365,1.1953378060450037,114.375,0.5718749999999997,40.182,0.07734785567692345,0.03642525379661567,3.874312537445447
dcf_self_excl,uniform,30,200,123,1000,10.954,13.365,0.8595065040437722,81.429,0.4071449999999993,29.472,0.18653992455116006,0.0,0.0
pnd,uniform,30,200,123,1000,12.604,13.365,0.9872676367191459,93.495,0.46747500000000036,12.614,0.2799716319851312,0.0,0.0
pnd_cd,uniform,30,200,123,1000,12.7,13.365,0.9926793710202763,94.128,0.47064000000000017,13.365,0.270905593596651,0.0,0.0
and,uniform,30,200,123,1000,0.144,13.365,0.011393893236965985,0.605,0.0030250000000000016,0.098,0.987065179660382,0.0,0.0
oracle,uniform,30,200,456,1000,13.595,13.617,1.0481370351295096,99.297,0.4964849999999996,12.73,0.26832415464703413,0.0,0.0
mfg_no_excl,uniform,30,200,456,1000,13.108,13.617,1.009873567562729,97.056,0.48527999999999993,13.289,0.2833314135756389,0.0,0.0
self_excl_only,uniform,30,200,456,1000,13.378,13.617,1.0328218386471,98.293,0.4914649999999998,13.926,0.2571686948090652,0.0,0.0
ema_fixed_low,uniform,30,200,456,1000,14.71,13.617,1.1367903839919526,108.86,0.5442999999999996,26.592,0.14304235694628964,0.028543339014842465,12.49597675700513
ema_fixed_high,uniform,30,200,456,1000,14.97,13.617,1.154355865155509,110.508,0.55254,27.661,0.1313019609954438,0.030561769721614607,12.004616279919684
ema_adaptive,uniform,30,200,456,1000,14.993,13.617,1.1540216461205908,111.078,0.5553899999999998,27.397,0.13350062578238173,0.029650207124017627,11.972382031461358
ema_ad_low,uniform,30,200,456,1000,14.726,13.617,1.1367697888619226,108.991,0.5449549999999994,21.131,0.17132904630350862,0.02575519409546666,7.928392991247017
ema_ad_med,uniform,30,200,456,1000,14.8,13.617,1.1419923957148803,109.035,0.5451750000000002,24.206,0.15305498032517062,0.027377155812699745,10.323839730384512
ema_no_coll,uniform,30,200,456,1000,14.033,13.617,1.0826657417383303,103.076,0.51538,17.034,0.21745198045697323,0.02293114390987367,5.279170126805176
consec_L2,uniform,30,200,456,1000,15.131,13.617,1.1692715379817673,111.748,0.5587399999999998,29.727,0.1188232252723474,0.031805754553738685,6.780901128632148
consec_L4,uniform,30,200,456,1000,15.495,13.617,1.1957099391513133,114.724,0.5736200000000007,40.265,0.07666474509222261,0.03636496111389083,3.8387208927084924
dcf_self_excl,uniform,30,200,456,1000,11.092,13.617,0.8549439737208248,81.564,0.4078199999999997,29.935,0.18428087347383548,0.0,0.0
pnd,uniform,30,200,456,1000,12.443,13.617,0.9600537039283227,91.623,0.4581149999999997,12.875,0.28422077555641256,0.0,0.0
pnd_cd,uniform,30,200,456,1000,12.902,13.617,0.9974797768232493,94.714,0.4735699999999994,13.353,0.2685794040782589,0.0,0.0
and,uniform,30,200,456,1000,0.151,13.617,0.011422834379467159,0.654,0.003270000000000001,0.116,0.9857240659095636,0.0,0.0
oracle,uniform,30,200,789,1000,13.449,13.376,1.0534255189856605,98.427,0.4921349999999997,12.424,0.27345266743372026,0.0,0.0
mfg_no_excl,uniform,30,200,789,1000,13.173,13.376,1.0255275701379807,98.269,0.4913450000000001,13.084,0.28082047805256927,0.0,0.0
self_excl_only,uniform,30,200,789,1000,13.557,13.376,1.0614839168270667,99.848,0.4992400000000005,14.097,0.2523577492276034,0.0,0.0
ema_fixed_low,uniform,30,200,789,1000,14.635,13.376,1.1449537648153376,108.245,0.5412250000000001,26.838,0.14292100469792973,0.02829035078364843,12.549675152756812
ema_fixed_high,uniform,30,200,789,1000,14.935,13.376,1.1699346444104568,110.373,0.5518649999999998,27.53,0.132627100374377,0.030760729767056145,11.842745495915027
ema_adaptive,uniform,30,200,789,1000,14.822,13.376,1.1596448919114954,109.905,0.5495249999999995,27.479,0.1353794477700394,0.030029586147074197,12.071815108667588
ema_ad_low,uniform,30,200,789,1000,14.792,13.376,1.1554416647379113,109.334,0.5466699999999999,21.199,0.17048257967129776,0.025734540891243395,8.066867852048347
ema_ad_med,uniform,30,200,789,1000,14.951,13.376,1.167575957436098,110.665,0.553325000000001,24.113,0.15070231554336408,0.027551721532358166,10.159739518405763
ema_no_coll,uniform,30,200,789,1000,14.102,13.376,1.103462244613831,104.049,0.5202449999999995,17.076,0.21439780302735673,0.022335013048119957,5.252317892303553
consec_L2,uniform,30,200,789,1000,15.116,13.376,1.1821368446225267,111.757,0.5587850000000002,29.729,0.11930262099730958,0.03235171110363206,6.795593915413719
consec_L4,uniform,30,200,789,1000,15.429,13.376,1.2055303636035435,114.471,0.5723550000000003,40.167,0.07714000120400771,0.03667494568289323,3.8369988865874385
dcf_self_excl,uniform,30,200,789,1000,11.015,13.376,0.8624849432344397,81.175,0.4058749999999998,29.673,0.18606460693751567,0.0,0.0
pnd,uniform,30,200,789,1000,12.501,13.376,0.97604346410813,91.761,0.4588049999999999,12.763,0.2843275780082939,0.0,0.0
pnd_cd,uniform,30,200,789,1000,12.866,13.376,1.0057906671072292,95.1,0.4754999999999998,13.423,0.2677782507157872,0.0,0.0
and,uniform,30,200,789,1000,0.162,13.376,0.012584833213741873,0.692,0.003460000000000002,0.1,0.9860648698394845,0.0,0.0
oracle,uniform,30,200,1234,1000,13.447,13.483,1.0506269269441453,98.857,0.4942849999999993,12.749,0.27003228168038274,0.0,0.0
mfg_no_excl,uniform,30,200,1234,1000,13.196,13.483,1.0285948884443281,98.507,0.49253500000000044,13.415,0.2783609716281659,0.0,0.0
self_excl_only,uniform,30,200,1234,1000,13.325,13.483,1.0394934925122221,98.565,0.4928249999999997,14.051,0.2555903436523968,0.0,0.0
ema_fixed_low,uniform,30,200,1234,1000,14.648,13.483,1.1418641565728138,108.676,0.5433800000000003,26.359,0.14386915961491537,0.027992411218602506,12.497069973717018
ema_fixed_high,uniform,30,200,1234,1000,14.932,13.483,1.1644081431763502,110.67,0.5533500000000009,27.439,0.13159020994400897,0.030484313161793293,11.929027107197193
ema_adaptive,uniform,30,200,1234,1000,14.786,13.483,1.1528000615718939,109.818,0.5490899999999994,27.371,0.1360604023127492,0.02998650772294248,12.058983774335474
ema_ad_low,uniform,30,200,1234,1000,14.589,13.483,1.1402868224779759,108.488,0.5424399999999997,21.169,0.17317494067508554,0.025899105615339982,8.158989805257406
ema_ad_med,uniform,30,200,1234,1000,14.914,13.483,1.159719665196494,110.334,0.5516699999999988,24.167,0.15108616291604848,0.028072018466742066,10.141221008142486
ema_no_coll,uniform,30,200,1234,1000,14.121,13.483,1.1033379325517374,104.663,0.5233150000000001,16.728,0.21559272855430134,0.022921766119722034,4.985187045732254
consec_L2,uniform,30,200,1234,1000,15.018,13.483,1.168283408558546,111.522,0.5576100000000007,29.655,0.11972295033772934,0.03167777304076413,6.887036849961322
consec_L4,uniform,30,200,1234,1000,15.5,13.483,1.209578929051127,114.797,0.5739850000000002,40.214,0.07674568101822696,0.03650399872270976,3.8619809144708084
dcf_self_excl,uniform,30,200,1234,1000,11.186,13.483,0.8723322607462016,83.239,0.41619500000000004,29.603,0.1833652218440954,0.0,0.0
pnd,uniform,30,200,1234,1000,12.57,13.483,0.9784928108035981,93.205,0.4660249999999998,12.669,0.2815473083857561,0.0,0.0
pnd_cd,uniform,30,200,1234,1000,12.709,13.483,0.9904294261897523,93.604,0.46801999999999966,13.495,0.2704758144060216,0.0,0.0
and,uniform,30,200,1234,1000,0.156,13.483,0.012240928799442725,0.674,0.0033699999999999997,0.102,0.9862260135633213,0.0,0.0
oracle,uniform,50,20,42,1000,1.448,1.556,0.8366500000000001,9.182,0.4590999999999993,1.478,0.3157861111111107,0.0,0.0
mfg_no_excl,uniform,50,20,42,1000,1.216,1.556,0.7107333333333336,8.4,0.42,1.943,0.38971023143523065,0.0,0.0
self_excl_only,uniform,50,20,42,1000,1.491,1.556,0.8803166666666669,9.749,0.4874499999999994,2.393,0.2069329365079362,0.0,0.0
ema_fixed_low,uniform,50,20,42,1000,1.393,1.556,0.7936666666666664,9.019,0.4509499999999998,3.192,0.1691936618936616,0.02800000288526053,2.5621472721722722
ema_fixed_high,uniform,50,20,42,1000,1.396,1.556,0.7993833333333333,9.132,0.4565999999999997,2.841,0.18066879509379463,0.026740887348236167,7.503122077922084
ema_adaptive,uniform,50,20,42,1000,1.402,1.556,0.8177833333333342,9.165,0.4582499999999991,2.917,0.1743778499278496,0.026762094769792914,6.561130844155845
ema_ad_low,uniform,50,20,42,1000,1.409,1.556,0.8207000000000001,9.113,0.4556499999999994,2.354,0.22107391774891738,0.022515131715643878,6.408025216450223
ema_ad_med,uniform,50,20,42,1000,1.455,1.556,0.8483166666666667,9.307,0.46534999999999915,2.438,0.20396194083694058,0.023885035377691162,6.315260569985579
ema_no_coll,uniform,50,20,42,1000,1.429,1.556,0.8305,9.179,0.45894999999999975,2.149,0.23892936507936471,0.021173268591461333,6.459465079365087
consec_L2,uniform,50,20,42,1000,1.433,1.556,0.8382666666666669,9.3,0.46499999999999936,2.775,0.1762774170274168,0.027201768897261766,2.027440440115439
consec_L4,uniform,50,20,42,1000,1.373,1.556,0.7962333333333335,9.266,0.4632999999999996,2.976,0.1720526917526915,0.027634772870120266,0.18178879453879454
dcf_self_excl,uniform,50,20,42,1000,1.356,1.556,0.8039000000000004,8.66,0.4330000000000002,3.504,0.1537357503607503,0.0,0.0
pnd,uniform,50,20,42,1000,1.42,1.556,0.8234000000000002,9.17,0.45849999999999946,2.155,0.22543571428571407,0.0,0.0
pnd_cd,uniform,50,20,42,1000,1.364,1.556,0.7887833333333336,8.749,0.4374499999999994,2.114,0.23717658730158686,0.0,0.0
and,uniform,50,20,42,1000,0.0,1.556,0.0,0.0,0.0,0.0,1.0,0.0,0.0
oracle,uniform,50,20,123,1000,1.489,1.518,0.8450833333333334,9.142,0.4570999999999996,1.457,0.3073432900432895,0.0,0.0
mfg_no_excl,uniform,50,20,123,1000,1.162,1.518,0.663366666666667,7.999,0.39995000000000014,2.038,0.39968798701298647,0.0,0.0
self_excl_only,uniform,50,20,123,1000,1.44,1.518,0.8116499999999999,9.249,0.46244999999999986,2.408,0.22527698412698402,0.0,0.0
ema_fixed_low,uniform,50,20,123,1000,1.425,1.518,0.7938166666666667,9.162,0.45810000000000006,3.142,0.16388787878787844,0.028743612949049233,2.564670165945167
ema_fixed_high,uniform,50,20,123,1000,1.397,1.518,0.7899500000000003,9.125,0.45624999999999877,2.894,0.17375187590187574,0.02598175325558513,7.950433189033188
ema_adaptive,uniform,50,20,123,1000,1.413,1.518,0.8022666666666668,9.009,0.45044999999999935,2.844,0.18067788600288562,0.026710707006778783,6.44307633477634
ema_ad_low,uniform,50,20,123,1000,1.46,1.518,0.828666666666667,9.418,0.4708999999999997,2.36,0.21616551226551198,0.022018714244706417,6.5136405483405495
ema_ad_med,uniform,50,20,123,1000,1.401,1.518,0.8047000000000009,9.083,0.45414999999999955,2.475,0.20854249639249592,0.023836204393283267,6.64793914141415
ema_no_coll,uniform,50,20,123,1000,1.458,1.518,0.8324166666666664,9.317,0.46584999999999943,2.238,0.22359126984126956,0.02243402565403427,6.110501803751809
consec_L2,uniform,50,20,123,1000,1.424,1.518,0.8234500000000003,9.286,0.4642999999999996,2.7,0.17846078643578603,0.025922032276476294,2.008394660894659
consec_L4,uniform,50,20,123,1000,1.37,1.518,0.7733666666666663,9.012,0.4505999999999998,2.973,0.1803929653679651,0.02703311241092454,0.2018265873015873
dcf_self_excl,uniform,50,20,123,1000,1.33,1.518,0.7407333333333334,8.604,0.43019999999999997,3.706,0.14685490620490624,0.0,0.0
pnd,uniform,50,20,123,1000,1.406,1.518,0.8011666666666675,9.178,0.45889999999999914,2.151,0.22917857142857115,0.0,0.0
pnd_cd,uniform,50,20,123,1000,1.386,1.518,0.7832833333333332,9.03,0.4515000000000002,2.178,0.230124603174603,0.0,0.0
and,uniform,50,20,123,1000,0.0,1.518,0.0,0.0,0.0,0.0,1.0,0.0,0.0
oracle,uniform,50,20,456,1000,1.51,1.55,0.9133166666666669,9.429,0.47144999999999926,1.418,0.3085484126984124,0.0,0.0
mfg_no_excl,uniform,50,20,456,1000,1.196,1.55,0.7340666666666671,8.355,0.4177499999999996,1.932,0.38386330891330817,0.0,0.0
self_excl_only,uniform,50,20,456,1000,1.394,1.55,0.8522833333333332,9.221,0.4610499999999999,2.459,0.21971316738816712,0.0,0.0
ema_fixed_low,uniform,50,20,456,1000,1.466,1.55,0.8920666666666665,9.582,0.4790999999999998,3.137,0.15287959262959258,0.02784186864814961,2.145954284604285
ema_fixed_high,uniform,50,20,456,1000,1.396,1.55,0.8271166666666673,9.065,0.45324999999999976,2.81,0.1829465367965365,0.025930304919681468,7.674588419913422
ema_adaptive,uniform,50,20,456,1000,1.454,1.55,0.8681166666666668,9.601,0.4800499999999996,2.744,0.17479206349206322,0.025623284706337894,6.099921825396832
ema_ad_low,uniform,50,20,456,1000,1.457,1.55,0.86945,9.308,0.4654000000000001,2.276,0.21950952380952332,0.02194495629939435,6.446899025974031
ema_ad_med,uniform,50,20,456,1000,1.456,1.55,0.8604000000000003,9.58,0.47899999999999904,2.447,0.19966666666666627,0.023445315352162772,6.2891273809523875
ema_no_coll,uniform,50,20,456,1000,1.43,1.55,0.8487333333333335,9.332,0.46659999999999974,2.226,0.22316031746031723,0.021786719185952503,6.602995238095244
consec_L2,uniform,50,20,456,1000,1.418,1.55,0.8300666666666668,9.088,0.45440000000000036,2.869,0.17005093795093779,0.026881463827560303,1.9780250360750347
consec_L4,uniform,50,20,456,1000,1.436,1.55,0.8727000000000005,9.294,0.46469999999999917,3.058,0.15981002886002862,0.028089804251896854,0.2179642857142857
dcf_self_excl,uniform,50,20,456,1000,1.257,1.55,0.7501166666666667,8.039,0.4019499999999995,3.699,0.16342795815295794,0.0,0.0
pnd,uniform,50,20,456,1000,1.458,1.55,0.8806500000000003,9.347,0.46734999999999943,2.175,0.21834011544011525,0.0,0.0
pnd_cd,uniform,50,20,456,1000,1.432,1.55,0.8459333333333333,9.273,0.46365,2.128,0.2216531746031742,0.0,0.0
and,uniform,50,20,456,1000,0.0,1.55,0.0,0.0,0.0,0.0,1.0,0.0,0.0
oracle,uniform,50,20,789,1000,1.412,1.556,0.8076666666666665,9.1,0.4549999999999992,1.353,0.32923769841269757,0.0,0.0
mfg_no_excl,uniform,50,20,789,1000,1.164,1.556,0.6718333333333334,8.101,0.4050499999999999,2.045,0.39356880341880296,0.0,0.0
self_excl_only,uniform,50,20,789,1000,1.389,1.556,0.7861666666666673,9.068,0.45339999999999964,2.404,0.22602153679653628,0.0,0.0
ema_fixed_low,uniform,50,20,789,1000,1.451,1.556,0.8269166666666671,9.5,0.4749999999999992,3.113,0.15812204184704168,0.02796480668530032,2.4785191780441793
ema_fixed_high,uniform,50,20,789,1000,1.446,1.556,0.833083333333334,9.455,0.47274999999999984,2.846,0.16993701298701275,0.026156247936533865,7.332256637806642
ema_adaptive,uniform,50,20,789,1000,1.393,1.556,0.7990000000000003,9.015,0.4507499999999991,2.767,0.1837158730158728,0.027337517548868095,6.107544660894669
ema_ad_low,uniform,50,20,789,1000,1.408,1.556,0.8277500000000003,9.159,0.45794999999999986,2.291,0.22275436507936494,0.022602322068005425,6.615049639249644
ema_ad_med,uniform,50,20,789,1000,1.419,1.556,0.8184166666666663,9.26,0.46299999999999975,2.575,0.20166194083694056,0.023801516402028627,6.189107359307367
ema_no_coll,uniform,50,20,789,1000,1.424,1.556,0.8103333333333333,9.117,0.45584999999999976,2.292,0.23300753968253918,0.022762812771019544,6.201216733266739
consec_L2,uniform,50,20,789,1000,1.449,1.556,0.8335000000000001,9.264,0.46320000000000006,2.786,0.17616230158730126,0.025768329617361214,2.322285714285714
consec_L4,uniform,50,20,789,1000,1.421,1.556,0.8133333333333331,9.236,0.4617999999999996,3.043,0.1695457792207792,0.02785862718771579,0.1633152958152958
dcf_self_excl,uniform,50,20,789,1000,1.304,1.556,0.7371666666666669,8.738,0.43690000000000057,3.576,0.15146677489177499,0.0,0.0
pnd,uniform,50,20,789,1000,1.397,1.556,0.8051666666666669,8.974,0.44869999999999954,2.129,0.2300476190476186,0.0,0.0
pnd_cd,uniform,50,20,789,1000,1.379,1.556,0.7985833333333339,8.855,0.44275,2.134,0.2370095238095237,0.0,0.0
and,uniform,50,20,789,1000,0.0,1.556,0.0,0.0,0.0,0.0,1.0,0.0,0.0
oracle,uniform,50,20,1234,1000,1.502,1.517,0.8989500000000001,9.692,0.48459999999999964,1.418,0.30451587301587246,0.0,0.0
mfg_no_excl,uniform,50,20,1234,1000,1.177,1.517,0.7215666666666668,8.219,0.41095000000000037,1.908,0.3934322871572863,0.0,0.0
self_excl_only,uniform,50,20,1234,1000,1.408,1.517,0.83735,9.184,0.45919999999999994,2.413,0.22141832611832585,0.0,0.0
ema_fixed_low,uniform,50,20,1234,1000,1.416,1.517,0.8540166666666668,9.306,0.4652999999999993,3.051,0.16509787157287142,0.028549020795353652,2.280788997113996
ema_fixed_high,uniform,50,20,1234,1000,1.439,1.517,0.8503666666666667,9.356,0.46779999999999955,2.824,0.17249971139971135,0.026312414772401083,7.909441702741709
ema_adaptive,uniform,50,20,1234,1000,1.462,1.517,0.8662833333333334,9.328,0.46639999999999954,2.827,0.17077792207792178,0.026343240900691355,6.441429112554118
ema_ad_low,uniform,50,20,1234,1000,1.414,1.517,0.8561500000000003,9.182,0.45909999999999973,2.464,0.20774603174603132,0.02385419518157858,6.62441865079366
ema_ad_med,uniform,50,20,1234,1000,1.448,1.517,0.8727333333333338,9.243,0.4621500000000002,2.565,0.1971650793650791,0.023538207666108837,7.046339285714297
ema_no_coll,uniform,50,20,1234,1000,1.393,1.517,0.8336833333333332,9.135,0.4567499999999995,2.177,0.2390302669552665,0.022724644931321893,6.143458080808087
consec_L2,uniform,50,20,1234,1000,1.416,1.517,0.8538166666666671,9.214,0.4606999999999995,2.77,0.18059848484848484,0.025764243702552116,2.2766293650793648
consec_L4,uniform,50,20,1234,1000,1.409,1.517,0.8567833333333333,9.15,0.4574999999999995,3.074,0.1668066017316015,0.027933684861566523,0.2096920995670996
dcf_self_excl,uniform,50,20,1234,1000,1.287,1.517,0.7769833333333338,8.528,0.4263999999999997,3.637,0.15345613275613254,0.0,0.0
pnd,uniform,50,20,1234,1000,1.37,1.517,0.8202833333333333,8.764,0.43819999999999976,2.138,0.24057103174603145,0.0,0.0
pnd_cd,uniform,50,20,1234,1000,1.392,1.517,0.8448333333333341,9.03,0.4514999999999995,2.13,0.23120873015872973,0.0,0.0
and,uniform,50,20,1234,1000,0.0,1.517,0.0,0.0,0.0,0.0,1.0,0.0,0.0
oracle,uniform,50,50,42,1000,3.445,3.481,1.2006380952380957,24.052,0.48103999999999986,3.346,0.28522279591323757,0.0,0.0
mfg_no_excl,uniform,50,50,42,1000,3.131,3.481,1.0942190476190472,22.989,0.45977999999999986,3.872,0.3243438273327984,0.0,0.0
self_excl_only,uniform,50,50,42,1000,3.452,3.481,1.1885154761904753,24.869,0.49738000000000077,4.281,0.2351356923692068,0.0,0.0
ema_fixed_low,uniform,50,50,42,1000,3.603,3.481,1.2512035714285725,25.736,0.5147200000000006,7.918,0.12822340800978282,0.021237172738537428,11.833800768858621
ema_fixed_high,uniform,50,50,42,1000,3.573,3.481,1.231404761904761,25.403,0.50806,6.609,0.15389152082008153,0.019497508341595363,17.16289880462675
ema_adaptive,uniform,50,50,42,1000,3.624,3.481,1.2766523809523802,26.098,0.5219600000000001,7.069,0.13852744825693797,0.020166199921841526,14.78803042886335
ema_ad_low,uniform,50,50,42,1000,3.423,3.481,1.1859226190476189,24.485,0.48970000000000025,4.503,0.22554200668612492,0.015486958630951442,10.032598056681886
ema_ad_med,uniform,50,50,42,1000,3.527,3.481,1.2106035714285706,24.956,0.4991200000000003,5.451,0.18677280206463692,0.01811072737439712,11.503366661271308
ema_no_coll,uniform,50,50,42,1000,3.379,3.481,1.1803952380952383,23.774,0.4754799999999999,4.061,0.25087622973431856,0.014612874487812478,9.12425885593165
consec_L2,uniform,50,50,42,1000,3.526,3.481,1.227142857142856,25.132,0.5026399999999998,6.79,0.1518096758246919,0.020172383687412924,7.9323742889979005
consec_L4,uniform,50,50,42,1000,3.607,3.481,1.2511119047619044,26.07,0.5214000000000003,7.775,0.1254949939005978,0.02111262521658894,2.705932915703635
dcf_self_excl,uniform,50,50,42,1000,3.094,3.481,1.0810416666666665,21.879,0.43757999999999964,8.147,0.15868088491166676,0.0,0.0
pnd,uniform,50,50,42,1000,3.242,3.481,1.1345702380952367,22.933,0.4586599999999998,3.831,0.2580974636474645,0.0,0.0
pnd_cd,uniform,50,50,42,1000,3.234,3.481,1.1077416666666664,22.611,0.45221999999999984,3.821,0.26186279831279935,0.0,0.0
and,uniform,50,50,42,1000,0.066,3.481,0.023599999999999986,0.206,0.004120000000000002,0.038,0.9793333333333318,0.0,0.0
oracle,uniform,50,50,123,1000,3.46,3.48,1.2069488095238095,23.939,0.4787799999999998,3.374,0.2860460062984832,0.0,0.0
mfg_no_excl,uniform,50,50,123,1000,3.11,3.48,1.0795892857142848,22.744,0.45488,3.925,0.3274391381236582,0.0,0.0
self_excl_only,uniform,50,50,123,1000,3.44,3.48,1.197842857142857,24.2,0.4840000000000004,4.382,0.23731181424354847,0.0,0.0
ema_fixed_low,uniform,50,50,123,1000,3.667,3.48,1.2505178571428566,26.296,0.5259200000000004,7.728,0.1246185731971554,0.020684981086360233,12.291322770345694
ema_fixed_high,uniform,50,50,123,1000,3.53,3.48,1.2122511904761883,25.683,0.5136599999999998,6.479,0.15306854822164456,0.019203795173923247,16.991626128811827
ema_adaptive,uniform,50,50,123,1000,3.626,3.48,1.2454392857142849,25.904,0.5180800000000005,7.218,0.1371606671020764,0.020761952981535978,14.188969218878801
ema_ad_low,uniform,50,50,123,1000,3.459,3.48,1.1728273809523815,24.582,0.49164000000000074,4.614,0.21793002495870192,0.01585854275036757,10.018474935358743
ema_ad_med,uniform,50,50,123,1000,3.503,3.48,1.2051297619047612,24.757,0.49513999999999986,5.571,0.1865827105900639,0.018194467775416806,11.32400309469942
ema_no_coll,uniform,50,50,123,1000,3.357,3.48,1.1580702380952368,23.632,0.47264,4.086,0.250687031024532,0.015198213647132943,9.109735135697635
consec_L2,uniform,50,50,123,1000,3.555,3.48,1.2152916666666662,25.163,0.5032600000000003,6.73,0.15114971904600447,0.019776801021479076,8.139079980932378
consec_L4,uniform,50,50,123,1000,3.641,3.48,1.2703035714285706,26.071,0.5214200000000011,8.038,0.11958947735402074,0.02143870668272579,2.6526320225496227
dcf_self_excl,uniform,50,50,123,1000,3.05,3.48,1.0592916666666667,21.809,0.4361799999999998,8.127,0.16057965276897224,0.0,0.0
pnd,uniform,50,50,123,1000,3.296,3.48,1.1322261904761908,23.26,0.4651999999999998,3.862,0.25350670995671076,0.0,0.0
pnd_cd,uniform,50,50,123,1000,3.15,3.48,1.0894035714285708,22.55,0.4510000000000002,3.946,0.25890644633144716,0.0,0.0
and,uniform,50,50,123,1000,0.057,3.48,0.018633333333333335,0.175,0.0035000000000000022,0.046,0.9795999999999988,0.0,0.0
oracle,uniform,50,50,456,1000,3.442,3.557,1.136370238095238,23.85,0.47700000000000053,3.297,0.2920285445935221,0.0,0.0
mfg_no_excl,uniform,50,50,456,1000,3.15,3.557,1.0486654761904763,23.012,0.4602400000000008,3.765,0.33153630389218686,0.0,0.0
self_excl_only,uniform,50,50,456,1000,3.348,3.557,1.1179880952380947,23.702,0.47403999999999946,4.48,0.24075333821665174,0.0,0.0
ema_fixed_low,uniform,50,50,456,1000,3.616,3.557,1.20645238095238,26.048,0.5209600000000001,7.952,0.12377033543306512,0.02064710123768612,11.772236446465843
ema_fixed_high,uniform,50,50,456,1000,3.511,3.557,1.1753226190476178,25.16,0.5032000000000006,6.757,0.154528115129625,0.019854468187003146,17.51635106490516
ema_adaptive,uniform,50,50,456,1000,3.629,3.557,1.2031023809523804,26.239,0.5247800000000007,6.861,0.13992381509660137,0.019968850878920075,14.058070756688673
ema_ad_low,uniform,50,50,456,1000,3.471,3.557,1.1432130952380952,24.605,0.49210000000000026,4.605,0.21963487990337918,0.015940866115443823,9.798378558889498
ema_ad_med,uniform,50,50,456,1000,3.596,3.557,1.2013702380952371,25.613,0.5122599999999998,5.546,0.17990062757589892,0.01821857427472918,11.066261068622618
ema_no_coll,uniform,50,50,456,1000,3.411,3.557,1.1304452380952374,23.985,0.47969999999999985,4.222,0.24333482538703208,0.014855838324004788,9.295644030560936
consec_L2,uniform,50,50,456,1000,3.585,3.557,1.1836785714285707,25.898,0.5179600000000001,6.545,0.14953535127583176,0.019801863849205206,7.651985799082236
consec_L4,uniform,50,50,456,1000,3.667,3.557,1.210969047619048,26.146,0.5229199999999997,7.933,0.12176198735654412,0.02130974720728511,2.6183472717793115
dcf_self_excl,uniform,50,50,456,1000,3.066,3.557,1.0175988095238095,21.751,0.4350199999999997,8.184,0.1603560043284893,0.0,0.0
pnd,uniform,50,50,456,1000,3.21,3.557,1.0614535714285702,22.594,0.45188000000000006,3.873,0.2607281635031644,0.0,0.0
pnd_cd,uniform,50,50,456,1000,3.284,3.557,1.1004738095238105,22.948,0.45896000000000003,3.909,0.25401628371628504,0.0,0.0
and,uniform,50,50,456,1000,0.071,3.557,0.024042857142857137,0.216,0.004320000000000001,0.054,0.9750999999999975,0.0,0.0
oracle,uniform,50,50,789,1000,3.431,3.5,1.1875833333333334,23.997,0.47993999999999987,3.314,0.28748347412391606,0.0,0.0
mfg_no_excl,uniform,50,50,789,1000,3.098,3.5,1.0640380952380948,22.881,0.4576199999999995,3.892,0.32830068972994714,0.0,0.0
self_excl_only,uniform,50,50,789,1000,3.354,3.5,1.1664499999999995,23.958,0.4791600000000001,4.383,0.2414713370779551,0.0,0.0
ema_fixed_low,uniform,50,50,789,1000,3.622,3.5,1.2682166666666674,26.219,0.5243800000000004,7.917,0.12276916082328625,0.021231063332640843,11.345467070922009
ema_fixed_high,uniform,50,50,789,1000,3.564,3.5,1.2205964285714281,25.36,0.5072000000000002,6.569,0.15520328952952828,0.019806298562120874,16.762395043759124
ema_adaptive,uniform,50,50,789,1000,3.526,3.5,1.2247011904761893,25.062,0.5012400000000001,7.434,0.13974178764132383,0.020391256140677588,14.706709430451722
ema_ad_low,uniform,50,50,789,1000,3.409,3.5,1.1945797619047616,24.226,0.48452000000000023,4.519,0.2267967083570032,0.016476818986801492,9.752261555682875
ema_ad_med,uniform,50,50,789,1000,3.499,3.5,1.2091297619047616,25.044,0.5008799999999998,5.517,0.18437594655516512,0.017946102689507342,11.520600629508941
