method,ppdu_dist,N,W_eff,seed,visit,successes,oracle_successes,efficiency,useful_slots,W_eff_utilization,viable_slots_wasted,collision_rate,tau_rmse,false_trigger_rate
ema_fixed_low,homo,30,50,789,1000,4.504,4.166,1.2413047619047606,27.024,0.5404800000000092,8.584,0.12534327874982507,0.016798960343999404,11.366849165966984
ema_fixed_high,homo,30,50,789,1000,4.485,4.166,1.2321928571428578,26.91,0.5382000000000091,6.936,0.16054994164332403,0.014746670344697,13.340940219451172
ema_adaptive,homo,30,50,789,1000,4.48,4.166,1.2320035714285698,26.88,0.5376000000000086,8.166,0.13467100495375237,0.016437115940602726,11.697157749539475
ema_ad_low,homo,30,50,789,1000,4.343,4.166,1.189596428571427,26.058,0.5211600000000082,4.785,0.23224780546251192,0.007307403526314041,6.463293923968186
ema_ad_med,homo,30,50,789,1000,4.543,4.166,1.2466916666666656,27.258,0.5451600000000087,6.048,0.17925990473664646,0.0110780495024582,8.390515150299477
ema_no_coll,homo,30,50,789,1000,4.208,4.166,1.1518380952380958,25.248,0.5049600000000083,4.217,0.2646052307169965,0.005025086832600635,5.410981790676643
consec_L2,homo,30,50,789,1000,4.489,4.166,1.2360714285714267,26.934,0.5386800000000089,7.178,0.15406454522859309,0.015594181225043052,6.873549570587645
consec_L4,homo,30,50,789,1000,4.55,4.166,1.2503904761904763,27.3,0.5460000000000094,8.588,0.12102495348305041,0.01805423393313315,2.713779031233642
dcf_self_excl,homo,30,50,789,1000,3.631,4.166,0.9943833333333321,21.786,0.43572000000000644,8.805,0.1806146806023355,0.0,0.0
pnd,homo,30,50,789,1000,3.927,4.166,1.0852833333333325,23.562,0.4712400000000069,3.737,0.2951308080808091,0.0,0.0
pnd_cd,homo,30,50,789,1000,3.988,4.166,1.0942654761904753,23.928,0.4785600000000073,3.761,0.28835995393495434,0.0,0.0
and,homo,30,50,789,1000,0.007,4.166,0.0017166666666666665,0.042,0.0008399999999999999,0.001,0.9990138888888889,0.0,0.0
oracle,homo,30,50,1234,1000,4.136,4.208,1.142685714285713,24.816,0.49632000000000737,4.103,0.2789248019696173,0.0,0.0
mfg_no_excl,homo,30,50,1234,1000,4.291,4.208,1.1812773809523796,25.746,0.5149200000000083,3.992,0.26881194540323894,0.0,0.0
self_excl_only,homo,30,50,1234,1000,4.197,4.208,1.1558988095238085,25.182,0.5036400000000082,4.146,0.27094852449322293,0.0,0.0
ema_fixed_low,homo,30,50,1234,1000,4.555,4.208,1.2549619047619047,27.33,0.5466000000000095,8.364,0.1269093236184187,0.01697376660822814,10.953962897311674
ema_fixed_high,homo,30,50,1234,1000,4.416,4.208,1.2221404761904775,26.496,0.5299200000000092,7.024,0.16400494478431804,0.014990433694289118,13.578149668537515
ema_adaptive,homo,30,50,1234,1000,4.589,4.208,1.2729702380952364,27.534,0.5506800000000089,8.01,0.13130013327147919,0.01616626133910565,11.389515573551286
ema_ad_low,homo,30,50,1234,1000,4.402,4.208,1.2077714285714278,26.412,0.5282400000000084,4.949,0.22268565717048755,0.007237049457815388,6.613459665274531
ema_ad_med,homo,30,50,1234,1000,4.519,4.208,1.2401023809523806,27.114,0.5422800000000092,5.983,0.18252081856052454,0.011059488758073872,8.381921832415944
ema_no_coll,homo,30,50,1234,1000,4.228,4.208,1.1732178571428566,25.368,0.5073600000000079,4.08,0.2688004277585167,0.005107906813077611,5.150129115737208
consec_L2,homo,30,50,1234,1000,4.401,4.208,1.2145892857142864,26.406,0.5281200000000088,7.373,0.15573518807473946,0.015703591231331526,7.2347824584041645
consec_L4,homo,30,50,1234,1000,4.559,4.208,1.2629607142857127,27.354,0.5470800000000093,8.705,0.11726521719770115,0.017671275571081283,2.9879233702125902
dcf_self_excl,homo,30,50,1234,1000,3.687,4.208,1.0195999999999996,22.122,0.4424400000000073,8.743,0.17969726242969303,0.0,0.0
pnd,homo,30,50,1234,1000,4.008,4.208,1.0974833333333327,24.048,0.48096000000000727,3.672,0.2915157065157075,0.0,0.0
pnd_cd,homo,30,50,1234,1000,3.885,4.208,1.0670559523809524,23.31,0.46620000000000744,3.815,0.29563945776445893,0.0,0.0
and,homo,30,50,1234,1000,0.006,4.208,0.0011095238095238094,0.036,0.0007199999999999999,0.001,0.9991388888888889,0.0,0.0
oracle,homo,30,100,42,1000,8.694,8.67,1.058071209346209,52.164,0.521640000000008,8.434,0.26801283795187464,0.0,0.0
mfg_no_excl,homo,30,100,42,1000,8.789,8.67,1.0728850677100668,52.734,0.5273400000000076,8.291,0.266670551443878,0.0,0.0
self_excl_only,homo,30,100,42,1000,8.711,8.67,1.0654079143079154,52.266,0.522660000000008,8.425,0.26756363592463295,0.0,0.0
ema_fixed_low,homo,30,100,42,1000,9.406,8.67,1.1447600593850589,56.436,0.5643600000000062,17.878,0.12267423108499362,0.01932140906960662,13.633774260803223
ema_fixed_high,homo,30,100,42,1000,9.323,8.67,1.1358968753468741,55.938,0.5593800000000073,15.848,0.14262652458029823,0.018431183341196648,13.727118133715944
ema_adaptive,homo,30,100,42,1000,9.359,8.67,1.140878474303474,56.154,0.5615400000000073,18.284,0.12010790865567159,0.019597069219186688,13.160748784613581
ema_ad_low,homo,30,100,42,1000,9.362,8.67,1.1388640720390713,56.172,0.5617200000000071,11.945,0.1846068236458865,0.011795923715415359,7.6537707599341624
ema_ad_med,homo,30,100,42,1000,9.508,8.67,1.159602053502053,57.048,0.5704800000000068,14.873,0.14642282122521952,0.015905737709643823,10.15623871534692
ema_no_coll,homo,30,100,42,1000,8.866,8.67,1.079925810300811,53.196,0.5319600000000075,9.349,0.2439602886976212,0.007415216636058889,5.229872086383113
consec_L2,homo,30,100,42,1000,9.227,8.67,1.1261523226773211,55.362,0.5536200000000073,17.044,0.13281756371494702,0.019579436352239223,7.709064196240459
consec_L4,homo,30,100,42,1000,9.348,8.67,1.138697444222444,56.088,0.5608800000000069,22.037,0.08942532442986226,0.023504566573816305,4.013227030924908
dcf_self_excl,homo,30,100,42,1000,7.243,8.67,0.8825767843267862,43.458,0.4345800000000062,18.148,0.1876053315652372,0.0,0.0
pnd,homo,30,100,42,1000,8.184,8.67,0.9992255161505175,49.104,0.4910400000000076,7.785,0.2959083843485108,0.0,0.0
pnd_cd,homo,30,100,42,1000,8.322,8.67,1.0171779498279496,49.932,0.4993200000000079,8.156,0.2835814008937924,0.0,0.0
and,homo,30,100,42,1000,0.022,8.67,0.002457611832611833,0.132,0.0013200000000000006,0.001,0.9985661764705883,0.0,0.0
oracle,homo,30,100,123,1000,8.623,8.673,1.0552611333111337,51.738,0.5173800000000074,8.256,0.27348334677414154,0.0,0.0
mfg_no_excl,homo,30,100,123,1000,8.669,8.673,1.0618442252192246,52.014,0.520140000000008,8.183,0.2722265490157291,0.0,0.0
self_excl_only,homo,30,100,123,1000,8.669,8.673,1.0619422327672337,52.014,0.5201400000000078,8.397,0.269319674386264,0.0,0.0
ema_fixed_low,homo,30,100,123,1000,9.463,8.673,1.1572092213342209,56.778,0.5677800000000067,17.796,0.12232760297288534,0.01927769392013785,13.609347039346115
ema_fixed_high,homo,30,100,123,1000,9.236,8.673,1.1327133838383845,55.416,0.5541600000000069,16.011,0.1434226625977196,0.018511168242661632,13.789590669576722
ema_adaptive,homo,30,100,123,1000,9.265,8.673,1.1335477189477183,55.59,0.5559000000000078,18.35,0.12262432545424726,0.019984777779921945,13.186225827087892
ema_ad_low,homo,30,100,123,1000,9.371,8.673,1.1429356809856803,56.226,0.5622600000000059,11.995,0.18464364103444372,0.011882808270621251,7.6773363373530605
ema_ad_med,homo,30,100,123,1000,9.468,8.673,1.1571769147519149,56.808,0.5680800000000075,14.681,0.14997907152767243,0.016074827305735714,10.185424265891795
ema_no_coll,homo,30,100,123,1000,8.93,8.673,1.0941553640803645,53.58,0.5358000000000075,9.378,0.2419474305164226,0.00745306504078461,5.032805949419345
consec_L2,homo,30,100,123,1000,9.274,8.673,1.1332153957153965,55.644,0.5564400000000069,16.903,0.13259090373669874,0.019570692423239056,7.695610236219593
consec_L4,homo,30,100,123,1000,9.333,8.673,1.138769386169386,55.998,0.5599800000000075,21.839,0.09116020857353774,0.023376294494772295,4.034461783899483
dcf_self_excl,homo,30,100,123,1000,7.184,8.673,0.8795464091464111,43.104,0.4310400000000062,18.254,0.18839019608020122,0.0,0.0
pnd,homo,30,100,123,1000,8.276,8.673,1.0115357226107229,49.656,0.496560000000008,7.696,0.29283765506265735,0.0,0.0
pnd_cd,homo,30,100,123,1000,8.313,8.673,1.0163862387612395,49.878,0.4987800000000074,8.07,0.28473603589684426,0.0,0.0
and,homo,30,100,123,1000,0.024,8.673,0.003028149628149628,0.144,0.0014400000000000007,0.001,0.9984411764705883,0.0,0.0
oracle,homo,30,100,456,1000,8.691,8.746,1.0528444083694088,52.146,0.5214600000000076,8.256,0.27148182790702124,0.0,0.0
mfg_no_excl,homo,30,100,456,1000,8.645,8.746,1.0480222555222574,51.87,0.5187000000000078,8.217,0.272767003079009,0.0,0.0
self_excl_only,homo,30,100,456,1000,8.716,8.746,1.0539347818847833,52.296,0.5229600000000076,8.424,0.26686854402623145,0.0,0.0
ema_fixed_low,homo,30,100,456,1000,9.373,8.746,1.1389846459096453,56.238,0.5623800000000065,17.872,0.12381166067789458,0.019249707247862152,13.728766156735755
ema_fixed_high,homo,30,100,456,1000,9.271,8.746,1.1248573232323238,55.626,0.5562600000000067,15.914,0.14282682142805547,0.018159750272258322,13.735809947231674
ema_adaptive,homo,30,100,456,1000,9.46,8.746,1.1451061854811841,56.76,0.5676000000000068,18.079,0.11823023209591474,0.020059964395509295,12.915403113431246
ema_ad_low,homo,30,100,456,1000,9.38,8.746,1.1387623265623263,56.28,0.5628000000000065,11.889,0.18608553031746639,0.012131768101031561,7.367841470563696
ema_ad_med,homo,30,100,456,1000,9.357,8.746,1.1377690864690855,56.142,0.5614200000000069,14.791,0.15242073127670247,0.015834042270894032,10.395202056104864
ema_no_coll,homo,30,100,456,1000,8.858,8.746,1.0745938172938172,53.148,0.5314800000000073,9.486,0.24216470683911379,0.007460035284583776,5.301657495140278
consec_L2,homo,30,100,456,1000,9.332,8.746,1.1319777472527466,55.992,0.559920000000007,16.783,0.1318103604904778,0.019726870801908894,7.537380844109498
consec_L4,homo,30,100,456,1000,9.383,8.746,1.1350964479964485,56.298,0.5629800000000067,21.747,0.09008739284913292,0.023280399614932265,4.0152615237586735
dcf_self_excl,homo,30,100,456,1000,7.193,8.746,0.8734015928515941,43.158,0.431580000000006,18.202,0.18853348006781584,0.0,0.0
pnd,homo,30,100,456,1000,8.155,8.746,0.9872379481629495,48.93,0.4893000000000071,7.833,0.29616799375935515,0.0,0.0
pnd_cd,homo,30,100,456,1000,8.392,8.746,1.0187412864912886,50.352,0.5035200000000082,8.081,0.28213581368965845,0.0,0.0
and,homo,30,100,456,1000,0.023,8.746,0.00265480907980908,0.138,0.0013800000000000006,0.001,0.9985036764705882,0.0,0.0
oracle,homo,30,100,789,1000,8.694,8.59,1.0717346126096132,52.164,0.5216400000000077,8.245,0.2710506060082095,0.0,0.0
mfg_no_excl,homo,30,100,789,1000,8.714,8.59,1.0708425713175724,52.284,0.522840000000008,8.225,0.26998420022482683,0.0,0.0
self_excl_only,homo,30,100,789,1000,8.797,8.59,1.083612570762572,52.782,0.5278200000000077,8.548,0.26230656866559976,0.0,0.0
ema_fixed_low,homo,30,100,789,1000,9.349,8.59,1.1514354090354084,56.094,0.5609400000000072,18.057,0.1234671786745024,0.019340840341992974,13.776006438898433
ema_fixed_high,homo,30,100,789,1000,9.343,8.59,1.1510247224997203,56.058,0.5605800000000069,15.702,0.1428680367751826,0.018350048764223446,13.455864406117321
ema_adaptive,homo,30,100,789,1000,9.397,8.59,1.1552133755133762,56.382,0.5638200000000062,18.232,0.11848301989103945,0.019677615574872902,13.095512563046965
ema_ad_low,homo,30,100,789,1000,9.286,8.59,1.1425477494727487,55.716,0.5571600000000064,11.818,0.1885006512783687,0.012000062774284849,7.559026733697541
ema_ad_med,homo,30,100,789,1000,9.506,8.59,1.167179667554668,57.036,0.5703600000000061,14.679,0.14853380919936213,0.015860902830544157,10.176580371648546
ema_no_coll,homo,30,100,789,1000,8.921,8.59,1.096587581862583,53.526,0.5352600000000071,9.388,0.24103733896906102,0.007375497087275972,5.126167503502075
consec_L2,homo,30,100,789,1000,9.327,8.59,1.1475318487068484,55.962,0.5596200000000068,16.849,0.13183958476387025,0.019574623832062165,7.543219748075516
consec_L4,homo,30,100,789,1000,9.406,8.59,1.1545510461760455,56.436,0.5643600000000072,21.737,0.08965081500766894,0.02353176751697412,4.00974961313874
dcf_self_excl,homo,30,100,789,1000,7.237,8.59,0.8895416944166958,43.422,0.4342200000000059,18.288,0.18659485854787825,0.0,0.0
pnd,homo,30,100,789,1000,8.211,8.59,1.010109951159952,49.266,0.49266000000000754,7.747,0.29475976937800774,0.0,0.0
pnd_cd,homo,30,100,789,1000,8.404,8.59,1.0336483849483866,50.424,0.5042400000000075,8.033,0.2819444107706004,0.0,0.0
and,homo,30,100,789,1000,0.019,8.59,0.0023797369297369297,0.114,0.0011400000000000006,0.002,0.9986948529411765,0.0,0.0
oracle,homo,30,100,1234,1000,8.641,8.764,1.0474773754023765,51.846,0.5184600000000085,8.334,0.27129688746929137,0.0,0.0
mfg_no_excl,homo,30,100,1234,1000,8.743,8.764,1.0594944888444888,52.458,0.5245800000000073,8.27,0.26835469056679195,0.0,0.0
self_excl_only,homo,30,100,1234,1000,8.695,8.764,1.0511313103563107,52.17,0.5217000000000077,8.49,0.2666904481950348,0.0,0.0
ema_fixed_low,homo,30,100,1234,1000,9.419,8.764,1.1420515207015218,56.514,0.5651400000000075,17.855,0.12319578439508026,0.01941900868472337,13.587246127354602
ema_fixed_high,homo,30,100,1234,1000,9.283,8.764,1.1243246087246095,55.698,0.5569800000000071,15.932,0.142471097848566,0.018470660255197672,13.627762587050897
ema_adaptive,homo,30,100,1234,1000,9.428,8.764,1.144964457764458,56.568,0.5656800000000061,18.134,0.11839730961492095,0.019737892150537905,12.978786972264672
ema_ad_low,homo,30,100,1234,1000,9.256,8.764,1.118226776001777,55.536,0.5553600000000068,11.981,0.18844426668016293,0.011853091736913986,7.673154518086504
ema_ad_med,homo,30,100,1234,1000,9.484,8.764,1.1456940753690754,56.904,0.5690400000000069,14.65,0.1501917136697607,0.015898040876414245,10.16253327053926
ema_no_coll,homo,30,100,1234,1000,8.945,8.764,1.08277478909979,53.67,0.5367000000000072,9.264,0.2422706920407989,0.007539996587769913,5.0202969136283215
consec_L2,homo,30,100,1234,1000,9.209,8.764,1.1113025419025426,55.254,0.5525400000000067,17.011,0.13427544445721223,0.01941725632954422,7.715108875993504
consec_L4,homo,30,100,1234,1000,9.31,8.764,1.1287151626151632,55.86,0.5586000000000068,21.864,0.09110977201745271,0.02317753163023114,4.122940540449347
dcf_self_excl,homo,30,100,1234,1000,7.341,8.764,0.8862795926295939,44.046,0.4404600000000066,18.148,0.1845359791147105,0.0,0.0
pnd,homo,30,100,1234,1000,8.193,8.764,0.9930788267288271,49.158,0.4915800000000076,7.761,0.2956197607672436,0.0,0.0
pnd_cd,homo,30,100,1234,1000,8.26,8.764,1.0003972055722072,49.56,0.49560000000000765,8.153,0.2855432399780916,0.0,0.0
and,homo,30,100,1234,1000,0.023,8.764,0.002788239538239538,0.138,0.0013800000000000008,0.002,0.9984448529411765,0.0,0.0
oracle,homo,30,200,42,1000,17.634,17.607,1.0282411503637114,105.804,0.5290200000000009,17.049,0.2656672121201461,0.0,0.0
mfg_no_excl,homo,30,200,42,1000,17.697,17.607,1.0333137318672123,106.182,0.5309100000000013,16.735,0.26745798765336654,0.0,0.0
self_excl_only,homo,30,200,42,1000,17.65,17.607,1.0281867530349964,105.9,0.5295000000000009,16.859,0.2671698885982728,0.0,0.0
ema_fixed_low,homo,30,200,42,1000,18.638,17.607,1.0848813268225828,111.828,0.5591400000000023,31.271,0.1531049978636363,0.02362918529013716,11.921765356845542
ema_fixed_high,homo,30,200,42,1000,19.12,17.607,1.1157416096618193,114.72,0.5736000000000022,34.027,0.13099928093995628,0.025605886341871116,11.509211935205805
ema_adaptive,homo,30,200,42,1000,18.534,17.607,1.0794774842480417,111.204,0.5560200000000021,32.212,0.14960796217595004,0.023872111137143437,11.8901755025418
ema_ad_low,homo,30,200,42,1000,18.978,17.607,1.1068782344918717,113.868,0.569340000000002,26.079,0.1757018490480858,0.018876959006038512,8.212075779848941
ema_ad_med,homo,30,200,42,1000,19.016,17.607,1.107615245214844,114.096,0.570480000000003,28.666,0.16001001491971908,0.021046340813257746,9.907322164054165
ema_no_coll,homo,30,200,42,1000,18.503,17.607,1.0783555318167863,111.018,0.5550900000000027,21.828,0.21230797505956012,0.015674619297157782,5.522939752147441
consec_L2,homo,30,200,42,1000,19.016,17.607,1.108958483290649,114.096,0.5704800000000027,36.876,0.11955966101492449,0.027117403248760278,6.672377356235926
consec_L4,homo,30,200,42,1000,18.94,17.607,1.1055601391440697,113.64,0.5682000000000023,49.529,0.07493855531387893,0.03285367568074872,3.8293625345363314
dcf_self_excl,homo,30,200,42,1000,15.024,17.607,0.8757928568420127,90.144,0.4507199999999997,42.624,0.15621400462889481,0.0,0.0
pnd,homo,30,200,42,1000,16.719,17.607,0.9742981664044591,100.314,0.5015700000000006,15.863,0.29204354485248135,0.0,0.0
pnd_cd,homo,30,200,42,1000,16.951,17.607,0.9899695454825246,101.706,0.5085300000000014,17.085,0.2762784562090461,0.0,0.0
and,homo,30,200,42,1000,1.116,17.607,0.06532047892106584,6.696,0.033480000000000086,0.254,0.9590014514896985,0.0,0.0
oracle,homo,30,200,123,1000,17.552,17.665,1.0208576197321635,105.312,0.5265600000000015,16.564,0.27169144294158937,0.0,0.0
mfg_no_excl,homo,30,200,123,1000,17.562,17.665,1.0210755066982495,105.372,0.5268600000000006,16.704,0.2701310117123048,0.0,0.0
self_excl_only,homo,30,200,123,1000,17.669,17.665,1.0276184119510792,106.014,0.5300700000000013,16.799,0.26693665519699006,0.0,0.0
ema_fixed_low,homo,30,200,123,1000,18.635,17.665,1.0829110004749742,111.81,0.5590500000000019,31.528,0.1518490327612187,0.023469725445540397,11.953841130822301
ema_fixed_high,homo,30,200,123,1000,19.007,17.665,1.1060479070458413,114.042,0.5702100000000025,34.092,0.13254830361289097,0.02549174888969215,11.52762438317343
ema_adaptive,homo,30,200,123,1000,18.541,17.665,1.078794702933394,111.246,0.5562300000000029,32.161,0.15010284593576118,0.02376935114508672,11.875364778122561
ema_ad_low,homo,30,200,123,1000,18.93,17.665,1.0993363654386783,113.58,0.5679000000000021,25.884,0.1772541842599614,0.019134830517178424,8.201141509074374
ema_ad_med,homo,30,200,123,1000,19.107,17.665,1.1095696481656938,114.642,0.5732100000000024,28.747,0.1584497549792767,0.02152863702983164,9.924914206697538
ema_no_coll,homo,30,200,123,1000,18.499,17.665,1.0765934898855507,110.994,0.5549700000000017,21.899,0.21188865925326933,0.01575811562767703,5.466569880243245
consec_L2,homo,30,200,123,1000,19.048,17.665,1.1060550357979846,114.288,0.5714400000000021,36.756,0.11957314442712133,0.026962726155899754,6.694712031906912
consec_L4,homo,30,200,123,1000,18.989,17.665,1.1031045403228252,113.934,0.569670000000002,49.063,0.07567670502644311,0.032715428069135966,3.8295245550908996
dcf_self_excl,homo,30,200,123,1000,14.97,17.665,0.8705617332619533,89.82,0.4490999999999993,42.861,0.1560023107065916,0.0,0.0
pnd,homo,30,200,123,1000,16.756,17.665,0.9739840197430653,100.536,0.5026800000000007,15.883,0.29071991998667285,0.0,0.0
pnd_cd,homo,30,200,123,1000,16.978,17.665,0.9856549209341618,101.868,0.5093400000000001,16.996,0.2762931117468588,0.0,0.0
and,homo,30,200,123,1000,1.113,17.665,0.06502916160958022,6.678,0.03339000000000008,0.219,0.9600669467787236,0.0,0.0
oracle,homo,30,200,456,1000,17.745,17.713,1.0283464636958524,106.47,0.5323500000000009,16.683,0.26638167648964994,0.0,0.0
mfg_no_excl,homo,30,200,456,1000,17.517,17.713,1.0152208512929313,105.102,0.5255100000000013,16.745,0.27023350712344973,0.0,0.0
self_excl_only,homo,30,200,456,1000,17.644,17.713,1.023376793075719,105.864,0.5293200000000013,16.959,0.26618118235950716,0.0,0.0
ema_fixed_low,homo,30,200,456,1000,18.493,17.713,1.0724076719722526,110.958,0.5547900000000019,31.495,0.15465420837863578,0.023953197967230572,12.041590636424871
ema_fixed_high,homo,30,200,456,1000,19.016,17.713,1.1015181156052856,114.096,0.5704800000000024,34.138,0.13228016216734537,0.025411165776054633,11.534069744832813
ema_adaptive,homo,30,200,456,1000,18.753,17.713,1.085576609531194,112.518,0.5625900000000016,32.32,0.14571044219197743,0.024263639290925395,11.659731165311515
ema_ad_low,homo,30,200,456,1000,18.947,17.713,1.0984235543888812,113.682,0.5684100000000023,26.071,0.17613426819169894,0.019196654315895116,8.076639576098787
ema_ad_med,homo,30,200,456,1000,18.846,17.713,1.0925455812484075,113.076,0.5653800000000019,28.733,0.16287358804416935,0.021093298781032808,10.122556650941686
ema_no_coll,homo,30,200,456,1000,18.328,17.713,1.063279775649449,109.968,0.5498400000000023,21.934,0.21514316890629975,0.01541285083639345,5.646421838721149
consec_L2,homo,30,200,456,1000,19.093,17.713,1.1084212218173963,114.558,0.5727900000000019,36.806,0.11863087656652105,0.027367312514904187,6.598265175294067
consec_L4,homo,30,200,456,1000,19.064,17.713,1.1044365723472755,114.384,0.5719200000000019,49.024,0.07490727067474122,0.0329141627758133,3.8097173506721003
dcf_self_excl,homo,30,200,456,1000,15.015,17.713,0.8695393704455558,90.09,0.45044999999999885,42.953,0.15493314080874335,0.0,0.0
pnd,homo,30,200,456,1000,16.619,17.713,0.9642190928752391,99.714,0.49857000000000096,15.976,0.2932196789191326,0.0,0.0
pnd_cd,homo,30,200,456,1000,17.167,17.713,0.9953696109697507,103.002,0.5150100000000007,16.832,0.27370397389021434,0.0,0.0
and,homo,30,200,456,1000,1.163,17.713,0.06712211417099562,6.978,0.0348900000000001,0.248,0.9578010185892649,0.0,0.0
oracle,homo,30,200,789,1000,17.632,17.521,1.0319870541082168,105.792,0.5289600000000012,16.452,0.2708718062065092,0.0,0.0
mfg_no_excl,homo,30,200,789,1000,17.779,17.521,1.0384158373074135,106.674,0.5333700000000015,16.524,0.26700816518329457,0.0,0.0
self_excl_only,homo,30,200,789,1000,17.779,17.521,1.0416231413698067,106.674,0.5333700000000015,17.087,0.262680993486045,0.0,0.0
ema_fixed_low,homo,30,200,789,1000,18.408,17.521,1.078169168294526,110.448,0.5522400000000017,31.461,0.15643569202987034,0.02343779676518252,12.100141058705836
ema_fixed_high,homo,30,200,789,1000,18.978,17.521,1.1115815424636084,113.868,0.5693400000000024,33.932,0.13368842394379393,0.02557874004426211,11.411786514415201
ema_adaptive,homo,30,200,789,1000,18.696,17.521,1.0945882635470257,112.176,0.5608800000000029,32.071,0.14772781211713154,0.02395183554142431,11.75495820868362
ema_ad_low,homo,30,200,789,1000,18.945,17.521,1.1093674173628163,113.67,0.5683500000000019,26.057,0.17613250960165477,0.019263477605441105,8.208347944044775
ema_ad_med,homo,30,200,789,1000,18.879,17.521,1.1035030579581422,113.274,0.5663700000000016,28.624,0.16277059582383385,0.021212697227885453,9.985741752471036
ema_no_coll,homo,30,200,789,1000,18.502,17.521,1.0830899454729197,111.012,0.5550600000000013,21.9,0.21138841772888883,0.015158011927112417,5.583555335860171
consec_L2,homo,30,200,789,1000,19.072,17.521,1.1165559971107042,114.432,0.5721600000000022,36.806,0.1190213269773919,0.02734208260231908,6.623325019210895
consec_L4,homo,30,200,789,1000,19.048,17.521,1.114772264033086,114.288,0.5714400000000025,48.965,0.07538189649065677,0.03287817007015285,3.810709895576457
dcf_self_excl,homo,30,200,789,1000,15.006,17.521,0.8782646008242142,90.036,0.45017999999999914,42.897,0.1552372395184843,0.0,0.0
pnd,homo,30,200,789,1000,16.8,17.521,0.9826419690393356,100.8,0.5040000000000003,15.896,0.28976307701401144,0.0,0.0
pnd_cd,homo,30,200,789,1000,17.131,17.521,1.0021109467798497,102.786,0.5139300000000006,16.981,0.27329975406363777,0.0,0.0
and,homo,30,200,789,1000,1.157,17.521,0.0677400715762582,6.942,0.03471000000000012,0.232,0.9584209744503983,0.0,0.0
oracle,homo,30,200,1234,1000,17.595,17.718,1.0191371293263438,105.57,0.5278500000000014,16.774,0.26898543035936473,0.0,0.0
mfg_no_excl,homo,30,200,1234,1000,17.808,17.718,1.0298823697350918,106.848,0.5342400000000012,16.727,0.26488926334705004,0.0,0.0
self_excl_only,homo,30,200,1234,1000,17.649,17.718,1.0219362610171296,105.894,0.5294700000000009,17.051,0.26516551319720666,0.0,0.0
ema_fixed_low,homo,30,200,1234,1000,18.467,17.718,1.0695259251803213,110.802,0.5540100000000023,31.299,0.15600281766095372,0.023562055375935458,11.990331061067732
ema_fixed_high,homo,30,200,1234,1000,19.075,17.718,1.1043784130631966,114.45,0.5722500000000013,34.051,0.13155575578535905,0.025627077829112624,11.455512398365837
ema_adaptive,homo,30,200,1234,1000,18.607,17.718,1.075806111930253,111.642,0.5582100000000018,32.201,0.14865725267399166,0.024026057708959107,11.743914545015036
ema_ad_low,homo,30,200,1234,1000,18.843,17.718,1.0919838699409272,113.058,0.5652900000000015,25.941,0.1790761479960918,0.018709393318628177,8.296127045507612
ema_ad_med,homo,30,200,1234,1000,18.945,17.718,1.0957246665926754,113.67,0.5683500000000025,28.647,0.1615191144995581,0.02121614985683189,9.999705844345426
ema_no_coll,homo,30,200,1234,1000,18.563,17.718,1.0758597268892252,111.378,0.5568900000000014,21.804,0.21120799222555528,0.01585159117738586,5.379253955805783
consec_L2,homo,30,200,1234,1000,19.036,17.718,1.1021222980315337,114.216,0.5710800000000029,36.846,0.11951623028443678,0.02706864223216526,6.68493564530926
consec_L4,homo,30,200,1234,1000,19.007,17.718,1.1014289943317221,114.042,0.5702100000000028,49.169,0.07505558638438875,0.03274872384366304,3.845248983805177
dcf_self_excl,homo,30,200,1234,1000,15.098,17.718,0.8748982688618034,90.588,0.45293999999999934,42.644,0.15512634824851573,0.0,0.0
pnd,homo,30,200,1234,1000,16.852,17.718,0.97566784357458,101.112,0.5055600000000007,15.892,0.2889707493482947,0.0,0.0
pnd_cd,homo,30,200,1234,1000,17.053,17.718,0.9871697971850873,102.318,0.511590000000001,17.035,0.2743594643033811,0.0,0.0
and,homo,30,200,1234,1000,1.092,17.718,0.06243524113638599,6.552,0.03276000000000006,0.285,0.9589084288260862,0.0,0.0
oracle,homo,50,20,42,1000,1.562,1.574,0.9478333333333329,9.372,0.46860000000000535,1.576,0.295216269841269,0.0,0.0
mfg_no_excl,homo,50,20,42,1000,1.639,1.574,0.9899999999999999,9.834,0.4917000000000046,1.531,0.2857420634920626,0.0,0.0
self_excl_only,homo,50,20,42,1000,1.633,1.574,0.9883333333333333,9.798,0.489900000000005,1.559,0.27838928571428495,0.0,0.0
ema_fixed_low,homo,50,20,42,1000,1.574,1.574,0.9491666666666664,9.444,0.47220000000000517,2.213,0.2091638888888883,0.005862824342925768,8.46008809523811
ema_fixed_high,homo,50,20,42,1000,1.589,1.574,0.9705000000000003,9.534,0.47670000000000473,2.08,0.2173674603174597,0.005737314088139483,19.08816031746029
ema_adaptive,homo,50,20,42,1000,1.59,1.574,0.9600000000000001,9.54,0.4770000000000049,2.121,0.21382341269841176,0.005768031365289289,16.58989484126981
ema_ad_low,homo,50,20,42,1000,1.572,1.574,0.9633333333333336,9.432,0.471600000000005,1.596,0.28498174603174514,0.0024481904746739658,12.44084444444443
ema_ad_med,homo,50,20,42,1000,1.569,1.574,0.9516666666666665,9.414,0.470700000000005,1.74,0.2602210317460315,0.0035569098855854258,13.640528968253959
