obss_duration,weff,num_stas,npca_qsrc,seed,aggregate_throughput,collision_probability_npca,npca_transition_count
500,480,5,5,123,534,0.0,105
500,480,5,5,456,518,0.015873015873015872,110
500,480,10,0,42,766,0.4489795918367347,220
500,480,10,0,123,752,0.45901639344262296,210
500,480,10,0,456,780,0.4552238805970149,200
500,480,10,1,42,732,0.32599724896836313,240
500,480,10,1,123,763,0.3194888178913738,210
500,480,10,1,456,765,0.3050847457627119,240
500,480,10,2,42,750,0.18200836820083682,200
500,480,10,2,123,741,0.1780821917808219,190
500,480,10,2,456,723,0.15749525616698293,230
500,480,10,3,42,707,0.07073170731707316,230
500,480,10,3,123,673,0.13613861386138615,210
500,480,10,3,456,692,0.12342569269521411,210
500,480,10,4,42,642,0.01834862385321101,170
500,480,10,4,123,625,0.07746478873239436,200
500,480,10,4,456,619,0.04430379746835443,230
500,480,10,5,42,557,0.0,230
500,480,10,5,123,586,0.03488372093023256,200
500,480,10,5,456,548,0.019801980198019802,240
500,480,20,0,42,747,0.6658749010292954,380
500,480,20,0,123,740,0.6807888970051132,400
500,480,20,0,456,766,0.6832611832611832,400
500,480,20,1,42,747,0.5258883248730964,440
500,480,20,1,123,724,0.5330232558139535,460
500,480,20,1,456,743,0.49794238683127573,440
500,480,20,2,42,745,0.3485342019543974,380
500,480,20,2,123,735,0.34177215189873417,400
500,480,20,2,456,727,0.350597609561753,460
500,480,20,3,42,745,0.17105263157894737,380
500,480,20,3,123,705,0.18259023354564755,400
500,480,20,3,456,695,0.1884328358208955,440
500,480,20,4,42,689,0.1,420
500,480,20,4,123,684,0.11331444759206799,380
500,480,20,4,456,654,0.09389671361502347,480
500,480,20,5,42,634,0.016260162601626018,420
500,480,20,5,123,600,0.064,400
500,480,20,5,456,600,0.020833333333333332,480
500,480,30,0,42,703,0.7800524934383202,570
500,480,30,0,123,678,0.78641276376737,570
500,480,30,0,456,728,0.781437125748503,600
500,480,30,1,42,746,0.6390076988879384,570
500,480,30,1,123,728,0.6445497630331753,630
500,480,30,1,456,700,0.6599113362887904,750
500,480,30,2,42,725,0.44526315789473686,720
500,480,30,2,123,700,0.47151898734177217,690
500,480,30,2,456,739,0.4722222222222222,750
500,480,30,3,42,701,0.26217228464419473,570
500,480,30,3,123,720,0.27413793103448275,630
500,480,30,3,456,724,0.28278041074249605,690
500,480,30,4,42,671,0.13537117903930132,660
500,480,30,4,123,681,0.12954545454545455,660
500,480,30,4,456,676,0.1120162932790224,720
500,480,30,5,42,613,0.04590163934426229,630
500,480,30,5,123,633,0.06567164179104477,660
500,480,30,5,456,642,0.05194805194805195,630
500,480,50,0,42,674,0.8857868020304569,1000
500,480,50,0,123,714,0.8844172569220863,850
500,480,50,0,456,685,0.8871918542336549,1000
500,480,50,1,42,712,0.8119580100410771,950
500,480,50,1,123,710,0.8089536699635607,850
500,480,50,1,456,701,0.8048780487804879,950
500,480,50,2,42,718,0.6407849829351536,950
500,480,50,2,123,705,0.6581865622961514,1200
500,480,50,2,456,702,0.6398442569759896,1250
500,480,50,3,42,739,0.36849507735583686,1050
500,480,50,3,123,702,0.39311163895486934,1200
500,480,50,3,456,684,0.3734513274336283,850
500,480,50,4,42,691,0.18281535648994515,1150
500,480,50,4,123,716,0.192,1000
500,480,50,4,456,663,0.1988527724665392,1050
500,480,50,5,42,659,0.0794044665012407,1100
500,480,50,5,123,629,0.11811023622047244,1350
500,480,50,5,456,648,0.11204481792717087,950
