ppdu_config,num_stas,method,threshold_mode,seed,aggregate_throughput,collision_probability_npca,npca_transition_count,mean_qsrc,tp_short,tp_medium,tp_long
homo_medium,50,adaptive_t0,zero,42,1189,0.9632136879300726,21396,0.019396148812862217,,,
homo_medium,50,adaptive_t0,zero,123,1152,0.9646256406304189,20845,0.018949388342528184,,,
homo_medium,50,adaptive_t0,zero,456,1167,0.9645053723601333,20947,0.019095813242946486,,,
homo_medium,50,adaptive_tppdu,ppdu,42,1131,0.9645503037487035,21391,0.01846570987798607,,,
homo_medium,50,adaptive_tppdu,ppdu,123,1156,0.9627220812182741,20355,0.02309014984033407,,,
homo_medium,50,adaptive_tppdu,ppdu,456,1187,0.9648040095751047,20985,0.019061234214915415,,,
homo_medium,50,oracle_t0,zero,42,1327,0.546142208774584,21422,2.0,,,
homo_medium,50,oracle_t0,zero,123,1322,0.5355108241549563,21670,2.0,,,
homo_medium,50,oracle_t0,zero,456,1296,0.5411481332798073,20272,2.0,,,
homo_medium,50,oracle_tppdu,ppdu,42,1292,0.5502336448598131,20346,2.0,,,
homo_medium,50,oracle_tppdu,ppdu,123,1291,0.541958041958042,21126,2.0,,,
homo_medium,50,oracle_tppdu,ppdu,456,1286,0.5498874718679669,21145,2.0,,,
homo_long,10,fixed_q0_t0,zero,42,853,0.4383561643835616,4380,0.0,,,
homo_long,10,fixed_q0_t0,zero,123,847,0.4842809364548495,4286,0.0,,,
homo_long,10,fixed_q0_t0,zero,456,861,0.45080091533180777,4179,0.0,,,
homo_long,10,fixed_q0_tppdu,ppdu,42,776,0.4759405074365704,2985,0.0,,,
homo_long,10,fixed_q0_tppdu,ppdu,123,800,0.48868778280542985,3285,0.0,,,
homo_long,10,fixed_q0_tppdu,ppdu,456,776,0.4427131072410632,3003,0.0,,,
homo_long,10,fixed_q1_t0,zero,42,846,0.23459459459459459,4288,1.0,,,
homo_long,10,fixed_q1_t0,zero,123,832,0.2525987525987526,4280,1.0,,,
homo_long,10,fixed_q1_t0,zero,456,846,0.22967032967032966,4196,1.0,,,
homo_long,10,fixed_q1_tppdu,ppdu,42,760,0.2991850989522701,3128,1.0,,,
homo_long,10,fixed_q1_tppdu,ppdu,123,779,0.25378346915017463,3239,1.0,,,
